agreement;institution;doi;period;is_hybrid
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00211-022-01283-2;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00265-022-03145-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s43452-022-00450-4;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1557/s43578-022-00824-7;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10853-022-07421-3;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10340-022-01578-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11160-022-09753-4;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11104-022-05631-x;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00018-022-04519-4;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00332-022-09821-w;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10531-022-02419-4;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11356-022-19627-8;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00344-022-10819-7;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00018-022-04415-x;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s40996-022-00895-w;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1140/epjp/s13360-022-03414-y;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s40948-022-00442-x;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s12010-021-03774-8;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10921-022-00903-z;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11119-022-09891-6;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00018-022-04530-9;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10676-022-09635-0;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s43630-022-00342-9;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10980-022-01520-x;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10875-022-01277-7;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10971-022-06012-7;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s12274-022-5241-2;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s13280-022-01822-z;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11356-022-19099-w;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s12542-022-00606-w;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10336-022-02025-9;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00018-022-04270-w;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11119-022-09875-6;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00265-022-03234-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10236-022-01525-9;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10811-022-02768-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11242-022-01852-x;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00445-022-01584-2;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10489-022-03329-2;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11356-022-19331-7;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10584-022-03325-y;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s13744-022-00987-2;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00394-022-03001-y;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11119-022-09977-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00382-022-06473-0;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00332-022-09861-2;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s13105-022-00898-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10565-022-09697-2;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s12035-022-02956-7;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00217-022-04114-8;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10021-022-00815-z;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00018-021-04095-z;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10592-022-01437-7;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00018-022-04209-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s13399-022-02496-z;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00018-022-04173-w;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s43630-022-00248-6;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10973-022-11878-4;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00216-022-04493-7;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10973-022-11505-2;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10344-022-01597-4;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00572-022-01083-4;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s12526-022-01300-5;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00442-022-05180-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00227-022-04030-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10101-022-00267-0;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11225-022-09987-0;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10853-021-06864-4;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00382-022-06560-2;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10342-022-01526-9;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00726-022-03159-z;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00018-022-04581-y;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10910-022-01343-w;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11368-022-03299-5;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10924-022-02648-2;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11356-022-18728-8;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00339-022-05499-9;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00216-022-03943-6;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10570-022-04565-y;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s12035-022-02936-x;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10909-022-02712-0;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11837-022-05320-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s40803-022-00177-7;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00468-022-02299-9;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00338-022-02243-w;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1365/s13291-022-00249-5;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10980-022-01548-z;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s12520-022-01710-3;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s12371-022-00698-5;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11705-022-2159-x;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00605-022-01767-1;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11242-022-01748-w;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11625-022-01258-0;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11160-022-09744-5;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00403-022-02448-7;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s40502-022-00693-6;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10055-022-00668-w;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s11252-022-01228-5;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s10584-022-03470-4;2022;TRUE
CSIC-Springer Nature;Consejo Superior de Investigaciones Cientificas (CSIC);10.1007/s00294-022-01251-1;2022;TRUE
