"epub_id","EURO","Period","Publisher","Journal","doi","issn.1","issn.2"
"25839","1106.19","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0042349" 
"26017","1077.76","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0044499" 
"26018","1075.35","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0045599" 
"25534","1031.79","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0048620" 
"26578","956.24","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0051032" 
"27516","943.40","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0051755" 
"25263","2000","2012","Wiley","Chemistry Open","10.1002/open.201200011" 
"25844","2000","2012","Wiley","Chemistry Open","10.1002/open.201200008" 
"26079","1060","2012","b","Radiation Oncology","10.1186/1748-717X-7-162" 
"23616","745.25","2012","e-Century Publ. Corp.","International Journal of Molecular Epidemiology and Genetics"
"26556","761.05","2012","e-Century Publ. Corp.","International Journal of Molecular Epidemiology and Genetics"
