DOI;Endbetrag (Euro);Institution;Period;opt_out
10.1002/admi.202002117;2750;KIT;2021;
10.1002/macp.202100360;2750;KIT;2021;
10.1002/bit.27936;2750;KIT;2021;
10.1029/2021JB022036;2750;KIT;2021;
10.1002/adma.202008493;2750;KIT;2021;
10.1002/ange.202102319;1375;KIT;2021;
10.1002/anie.202103585;2750;KIT;2021;
10.1002/batt.202100224;2750;KIT;2021;
10.1002/aenm.202102904;2750;KIT;2021;
10.1002/aenm.202102061;2750;KIT;2021;
10.1002/ente.202100367;2750;KIT;2021;
10.1002/anie.202100577;2750;KIT;2021;
10.1002/ange.202100577;1375;KIT;2021;
10.1002/macp.202000433;2750;KIT;2021;
10.1002/ejoc.202101066;2750;KIT;2021;
10.1002/cbic.202100265;2750;KIT;2021;
10.1111/itor.12996;2750;KIT;2021;
10.1002/sstr.202100035;2750;KIT;2021;
10.1002/solr.202100238;2750;KIT;2021;
10.1002/marc.202100027;2750;KIT;2021;
10.1111/avsc.12615;2750;KIT;2021;
10.1002/hyp.14341;2750;KIT;2021;
10.1111/nph.17823;2750;KIT;2021;
10.1002/cite.202100112;2750;KIT;2021;
10.1002/tsm2.292;2750;KIT;2021;
10.1002/adma.202103316;2750;KIT;2021;
10.1002/qj.4046;2750;KIT;2021;
10.1002/celc.202100870;2750;KIT;2021;
10.1002/cite.202000232;2750;KIT;2021;
10.1002/chem.202101599;2750;KIT;2021;
10.1002/anie.202107490;2750;KIT;2021;
10.1002/adfm.202009611;2750;KIT;2021;
10.1002/adfm.202107650;2750;KIT;2021;
10.1002/adsu.202100035;2750;KIT;2021;
10.1002/adom.202100479;2750;KIT;2021;
10.1002/jssc.202100322;2750;KIT;2021;
10.1002/cctc.202100490;2750;KIT;2021;
10.1111/jfpp.15753;2750;KIT;2021;
10.1002/admi.202101947;2750;KIT;2021;
10.1107/S1600577521001521;2750;KIT;2021;
10.1029/2020GL092138;2750;KIT;2021;
10.1002/chem.202103853;2750;KIT;2021;
10.1002/nme.6670;2750;KIT;2021;
10.1002/chem.202101818;2750;KIT;2021;
10.1002/adfm.202107716;2750;KIT;2021;
10.1029/2020TC006239;2750;KIT;2021;
10.1002/marc.202100133;2750;KIT;2021;
10.1002/marc.202100063;2750;KIT;2021;
10.1002/chem.202101264;2750;KIT;2021;
10.1111/jiec.13145;2750;KIT;2021;
10.1002/chem.202102918;2750;KIT;2021;
10.1002/cjs.11670;2750;KIT;2021;
10.1002/anie.202111227;2750;KIT;2021;
10.1002/zamm.202100205;2750;KIT;2021;
10.1002/ejoc.202101068;2750;KIT;2021;
10.1002/cptc.202100090;2750;KIT;2021;
10.1111/nph.17848;2750;KIT;2021;
10.1002/cssc.202100845;2750;KIT;2021;
10.1002/anie.202115046;2750;KIT;2021;
10.1029/2020JD033356;2750;KIT;2021;
10.1002/cite.202100139;2750;KIT;2021;
10.1111/jiec.13123;2750;KIT;2021;
10.1111/mmi.14851;2750;KIT;2021;
10.1002/sres.2825;2750;KIT;2021;
10.1002/chem.202101247;2750;KIT;2021;
10.1002/macp.202100057;2750;KIT;2021;
10.1002/ceat.202000615;2750;KIT;2021;
10.1002/celc.202101191;2750;KIT;2021;
10.1002/adma.202107791;2750;KIT;2021;
10.1002/joc.7467;2750;KIT;2021;
10.1002/chem.202100888;2750;KIT;2021;
10.1111/nph.17815;2750;KIT;2021;
10.1002/adhm.202100206;2750;KIT;2021;
10.1002/cite.202100146;2750;KIT;2021;
10.1002/aenm.202102687;2750;KIT;2021;
10.1002/cctc.202100692;2750;KIT;2021;
10.1002/aenm.202100962;2750;KIT;2021;
10.1002/pip.3489;2750;KIT;2021;
10.1002/spe.3041;2750;KIT;2021;
10.1002/ejic.202100653;2750;KIT;2021;
10.1002/anie.202016632;2750;KIT;2021;
10.1002/ange.202016632;1375;KIT;2021;
10.1111/theo.12313;2750;KIT;2021;
10.1002/pamm.202100238;2750;KIT;2021;
10.1002/aenm.202102638;2750;KIT;2021;
10.1002/qj.4178;2750;KIT;2021;
10.1002/ente.202001084;2750;KIT;2021;
