DOI;Endbetrag (Euro);Institution;Period;opt_out
10.1002/ceat.202000193;2750;KIT;2020;
10.1002/cctc.202000603;2750;KIT;2020;
10.1002/ente.201901251;2750;KIT;2020;
10.1002/pamm.202000044;2750;KIT;2020;
10.1002/celc.202000894;2750;KIT;2020;
10.1002/anie.202000385;2750;KIT;2020;
10.1002/aenm.202000783;2750;KIT;2020;
10.1002/anie.202006522;2750;KIT;2020;
10.1002/ente.202000889;2750;KIT;2020;
10.1002/ente.202000722;2750;KIT;2020;
10.1002/macp.202000300;2750;KIT;2020;
10.1002/ente.202000579;2750;KIT;2020;
10.1002/anie.202006340;2750;KIT;2020;
10.1002/jgt.22639;2750;KIT;2020;TRUE
10.1111/vox.12924;2750;KIT;2020;
10.1002/nme.6508;2750;KIT;2020;
10.1002/vipr.202000748;2750;KIT;2020;
10.1002/ijch.201900145;2750;KIT;2020;
10.1002/adma.202006853;2750;KIT;2020;
10.1002/marc.202000181;2750;KIT;2020;
10.1002/cctc.202001756;2750;KIT;2020;
10.1029/2019JD031380;2750;KIT;2020;
10.1002/ente.202000862;2750;KIT;2020;
10.1111/ijag.15822;2750;KIT;2020;
10.1002/smtd.202000637;2750;KIT;2020;
10.1002/adem.202000083;2750;KIT;2020;
10.1002/smll.202007166;2750;KIT;2020;
10.1002/ente.202000850;2750;KIT;2020;
10.1002/cjs.11574;2750;KIT;2020;
10.1002/for.2693;2750;KIT;2020;
10.1002/ente.202000574;2750;KIT;2020;
10.1111/rssc.12421;2750;KIT;2020;TRUE
10.1002/chem.202003885;2750;KIT;2020;
10.1002/macp.202000213;2750;KIT;2020;
10.1111/sms.13652;2750;KIT;2020;TRUE
10.1111/ijac.13504;2750;KIT;2020;
10.1107/S1600577520013223;2750;KIT;2020;
10.1002/anie.202002560;2750;KIT;2020;
10.1002/chem.202001510;2750;KIT;2020;
10.1002/smtd.202000647;2750;KIT;2020;
10.1002/adts.201900222;2750;KIT;2020;
10.1002/chem.202001279;2750;KIT;2020;
10.1002/aenm.202003521;2750;KIT;2020;
10.1002/slct.202003336;2750;KIT;2020;
10.1002/ejoc.202001533;2750;KIT;2020;
10.1002/adem.201901556;2750;KIT;2020;
10.1111/jfpe.13598;2750;KIT;2020;
10.1002/sta4.341;2750;KIT;2020;
10.1002/marc.202000314;2750;KIT;2020;
10.1002/fuce.202000080;2750;KIT;2020;
10.1002/mame.202000174;2750;KIT;2020;
10.1002/smll.202000279;2750;KIT;2020;
10.1002/cssc.202000407;2750;KIT;2020;
10.1002/pamm.202000139;2750;KIT;2020;
10.1002/admt.202000271;2750;KIT;2020;
10.1002/adom.202001610;2750;KIT;2020;
10.1112/mtk.12040;2750;KIT;2020;TRUE
10.1002/admi.202000129;2750;KIT;2020;
10.1002/anie.202008471;2750;KIT;2020;
10.1002/cite.201900181;2750;KIT;2020;
10.1111/insr.12405;2750;KIT;2020;
10.1002/anie.202012592;2750;KIT;2020;
10.1002/marc.202000266;2750;KIT;2020;
10.1029/2019WR026658;2750;KIT;2020;
10.1029/2019JB019137;2750;KIT;2020;
10.1002/pamm.202000185;2750;KIT;2020;
10.1002/adom.202001901;2750;KIT;2020;
10.1002/ente.202000233;2750;KIT;2020;
10.1002/smll.202001806;2750;KIT;2020;
10.1002/aenm.202001830;2750;KIT;2020;
10.1002/admi.201902100;2750;KIT;2020;
10.1002/piuz.202001602;2750;KIT;2020;
10.1002/anie.202002774;2750;KIT;2020;
10.1002/ange.202002774;1375;KIT;2020;
10.1111/sms.13774;2750;KIT;2020;
10.1002/admi.201902134;2750;KIT;2020;
10.1002/ejoc.202001415;2750;KIT;2020;
10.1111/jtsa.12526;2750;KIT;2020;
10.1002/cssc.202000559;2750;KIT;2020;
10.1002/cphc.201901151;2750;KIT;2020;
10.1002/adsc.202001003;2750;KIT;2020;
10.1002/adom.202000895;2750;KIT;2020;
10.1002/wea.3886;2750;KIT;2020;
10.1107/S1600577520002830;2750;KIT;2020;
10.1002/solr.202000015;2750;KIT;2020;
10.1002/adma.202003060;2750;KIT;2020;
10.1002/aenm.202000089;2750;KIT;2020;
10.1002/adom.202000507;2750;KIT;2020;
10.1002/celc.202000765;2750;KIT;2020;
10.1002/chem.202000097;2750;KIT;2020;
10.1002/adfm.202001249;2750;KIT;2020;
10.1029/2019JD032248;2750;KIT;2020;TRUE
10.1002/anie.202013474;2750;KIT;2020;
10.1029/2020GL087122;2750;KIT;2020;
10.1002/cphc.202000765;2750;KIT;2020;
10.1002/est2.156;2750;KIT;2020;
10.1002/cben.202000014;2750;KIT;2020;
10.1029/2020GL091022;2750;KIT;2020;
10.1002/poc.4165;2750;KIT;2020;
10.1002/ejoc.202000198;2750;KIT;2020;
10.1111/cgf.14121;2750;KIT;2020;
10.1002/btpr.2984;2750;KIT;2020;TRUE
10.1002/qj.3866;2750;KIT;2020;
10.1112/jlms.12429;2750;KIT;2020;
10.1002/celc.202001451;2750;KIT;2020;
10.1002/cbic.202000102;2750;KIT;2020;
10.1002/ejic.202000408;2750;KIT;2020;
10.1002/ente.202000867;2750;KIT;2020;
10.1002/cssc.202000541;2750;KIT;2020;
10.1002/marc.202000467;2750;KIT;2020;
10.1002/chem.202003417;2750;KIT;2020;
10.1002/pi.6106;2750;KIT;2020;
10.1002/chem.202003271;2750;KIT;2020;
10.1002/chem.202003905;2750;KIT;2020;
10.1002/batt.202000052;2750;KIT;2020;
10.1111/sjos.12477;2750;KIT;2020;
10.1002/ejic.202001002;2750;KIT;2020;
10.1002/cben.202000006;2750;KIT;2020;
10.1002/hlca.202000019;2750;KIT;2020;
10.1002/chem.202001668;2750;KIT;2020;
10.1002/qj.3763;2750;KIT;2020;
10.1002/pamm.202000142;2750;KIT;2020;
10.1002/pamm.202000295;2750;KIT;2020;
10.1002/joc.6824;2750;KIT;2020;
10.1002/anie.202007702;2750;KIT;2020;
10.1002/ceat.201900418;2750;KIT;2020;
10.1002/qj.3768;2750;KIT;2020;
10.1002/batt.202000099;2750;KIT;2020;
10.1002/ente.202000676;2750;KIT;2020;
10.1111/gcb.15351;2750;KIT;2020;
10.1002/cssc.202001754;2750;KIT;2020;
10.1002/cnma.202000421;2750;KIT;2020;
10.1002/anie.202015790;2750;KIT;2020;
10.1002/cite.201900178;2750;KIT;2020;
10.1002/anie.202000818;2750;KIT;2020;
10.1002/chem.202003712;2750;KIT;2020;
10.1002/cite.202000119;2750;KIT;2020;
10.1002/ente.202000881;2750;KIT;2020;
10.1002/adma.202007267;2750;KIT;2020;
10.1002/cppb.20117;2750;KIT;2020;
10.1002/joc.6802;2750;KIT;2020;
10.1002/pssr.202000193;2750;KIT;2020;
10.1002/cite.202000021;2750;KIT;2020;
10.1002/ente.202000891;2750;KIT;2020;
10.1002/ange.202012592;1375;KIT;2020;
10.1002/ange.202004433;1375;KIT;2020;
10.1002/admi.202001376;2750;KIT;2020;
10.1002/adom.202001289;2750;KIT;2020;
10.1111/deci.12488;2750;KIT;2020;
10.1002/ange.202009216;1375;KIT;2020;
10.1002/aenm.202000520;2750;KIT;2020;
10.1002/cche.10273;2750;KIT;2020;
10.1002/ange.202000385;1375;KIT;2020;
