Institution;Period;EURO;doi;publisher;journal;ISSN.1;ISSN.2;base.url;record.id
TU Dresden;2013;916,30;10.3389/fpsyg.2013.00448;Frontiers;Frontiers in Psychology;NA;1664-1075;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127250
TU Dresden;2013;690,00;10.3389/fpsyg.2013.00786;Frontiers;Frontiers in Psychology/Cognitive Science;ohne;ohne;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-132117
TU Dresden;2013;1904,00;10.3389/fpsyg.2013.00672;Frontiers;Frontiers in Psychology/Personality and Social Psychology;NA;1664-1078;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127607
TU Dresden;2013;660,00;10.1155/2014/725610;Hindawi;Archaea;1472-3646;1472-3654;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-132179
TU Dresden;2013;1359,59;10.1155/2013/385641;Hindawi;BioMed Research International;2314-6133;2314-6141;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127033
TU Dresden;2013;200,00;10.1155/2013/257046;Hindawi;Case Reports in Medicine;1687-9627;1687-9635;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-132102
TU Dresden;2013;275,19;10.1155/2013/925647;Hindawi;Case Reports in Neurological Medicine;2090-6668;2090-6676;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127174
TU Dresden;2013;918,78;10.1155/2013/591520;Hindawi;Journal of Parasitology Research;2090-0023;2090-0031;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127190
TU Dresden;2013;288,50;10.3390/f4030710;MDPI;Forests;NA;1999-4907;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-125382
TU Dresden;2013;1761,08;10.3390/md11041271;MDPI;Marine Drugs;NA;1660-3397;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127045
TU Dresden;2013;1299,96;10.3390/s131114511;MDPI;Sensors;NA;1424-8220;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-132157
TU Dresden;2013;1151,24;10.3390/v5041075;MDPI;Viruses;NA;1999-4015;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127060
TU Dresden;2013;1174,05;10.3390/v5041055;MDPI;Viruses;NA;1999-4015;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127078
TU Dresden;2013;933,55;10.1038/srep03122;Nature;Scientific Reports;NA;1424-8220;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-132168
TU Dresden;2013;1244,74;10.1038/srep01095;Nature;Scientific Reports;NA;2045-2322;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127014
TU Dresden;2013;1202,74;10.1371/journal.pone.0072581;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127288
TU Dresden;2013;875,13;10.1371/journal.pone.0079204;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-132144
TU Dresden;2013;1202,74;10.1371/journal.pone.0072576;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127271
TU Dresden;2013;875,00;10.1371/journal.pone.0085685;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-133421
TU Dresden;2013;1246,99;10.1371/journal.pone.0064872;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127145
TU Dresden;2013;1246,99;10.1371/journal.pone.0061680;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127136
TU Dresden;2013;1238,34;10.1371/journal.pone.0060642;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127216
TU Dresden;2013;1238,34;10.1371/journal.pone.0065149;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127228
TU Dresden;2013;1223,16;10.1371/journal.pone.0069220;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127239
TU Dresden;2013;1223,63;10.1371/journal.pone.0060647;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127110
TU Dresden;2013;1223,63;10.1371/journal.pone.0061274;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127121
TU Dresden;2013;875,00;10.1371/journal.pone.0076815;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-132122
TU Dresden;2013;875,00;10.1371/journal.pone.0074655;PLOS;PLoS One;NA;1932-6203;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-132093
TU Dresden;2013;1808,80;10.1002/brb3.133;Wiley;Brain and Behavior;NA;2162-3279;http://www.qucosa.de;urn:nbn:de:bsz:14-qucosa-127023
