"period","doi","publisher","journal_full_title","euro","is_hybrid","institution"
2019,"10.3390/jcm8071055","MDPI","Journal of Clinical Medicine",727.22,"FALSE","TU Dresden"
2019,"10.1038/s41598-019-49067-3","Springer Nature","Scientific Reports",1773.10,"FALSE","TU Dresden"
2019,"10.1080/20008198.2019.1654064","Taylor & Francis","European Journal of Psychotraumatology",1591.03,"FALSE","TU Dresden"
2019,"10.1080/20008198.2019.1611090","Taylor & Francis","European Journal of Psychotraumatology",1901.62,"FALSE","TU Dresden"
2019,"10.1038/s41598-019-56067-w","Springer Nature","Scientific Reports",1773.10,"FALSE","TU Dresden"
2019,"10.3390/en12183434","MDPI","Energies",727.22,"FALSE","TU Dresden"
2019,"10.3389/fneur.2019.00816","Frontiers","Frontiers in Neurology-Autonomic Neuroscience",2003.51,"FALSE","TU Dresden"
2019,"10.3390/bios9030104","MDPI","Biosensors",727.22,"FALSE","TU Dresden"
2019,"10.3390/cells8091102","MDPI","Cells",727.22,"FALSE","TU Dresden"
2019,"10.3390/ijms20174272","MDPI","International Journal of Molecular Sciences",727.22,"FALSE","TU Dresden"
2019,"10.3390/su11195483","MDPI","Sustainability",727.22,"FALSE","TU Dresden"
2019,"10.3390/technologies7040068","MDPI","Technologies",727.22,"FALSE","TU Dresden"
2019,"10.1186/s40068-019-0161-1","Springer Open","Environmental Systems Research",1608.88,"FALSE","TU Dresden"
2019,"10.3390/en12234445","MDPI","Energies",727.22,"FALSE","TU Dresden"
2019,"10.1530/EC-19-0104","Bioscientifica","Endocrine Connections",1889.72,"FALSE","TU Dresden"
2019,"10.1186/s12957-019-1698-1","BioMed Central","World Journal of Surgical Oncology",1780.24,"FALSE","TU Dresden"
2019,"10.3390/molecules24183410","MDPI","Molecules",727.22,"FALSE","TU Dresden"
2019,"10.3390/app9194024","MDPI","Applied Sciences",727.22,"FALSE","TU Dresden"
2019,"10.3390/sports7120241","MDPI","Sports",727.22,"FALSE","TU Dresden"
2019,"10.3390/w12010042","MDPI","Water",727.22,"FALSE","TU Dresden"
2019,"10.3390/app9183652","MDPI","Applied Sciences",727.22,"FALSE","TU Dresden"
2019,"10.1186/s12875-019-1006-8","BioMed Central","BMC Family Practice",1661.24,"FALSE","TU Dresden"
2019,"10.3390/rs11192300","MDPI","Remote Sensing",727.22,"FALSE","TU Dresden"
2019,"10.3390/s19183965","MDPI","Sensors",727.22,"FALSE","TU Dresden"
2019,"10.3390/ijerph16183336","MDPI","International Journal of Environmental Research and Public Health",727.22,"FALSE","TU Dresden"
2019,"10.3390/ma12172802","MDPI","Materials",727.22,"FALSE","TU Dresden"
2019,"10.3390/w11112254","MDPI","Water",727.22,"FALSE","TU Dresden"
2019,"10.3390/geosciences9100415","MDPI","Geosciences",727.22,"FALSE","TU Dresden"
2019,"10.3389/fpsyt.2019.00662","Frontiers","Frontiers in Psychiatry - Addictive Disorders",1990.62,"FALSE","TU Dresden"
2019,"10.3390/ijms20184592","MDPI","International Journal of Molecular Sciences",727.22,"FALSE","TU Dresden"
2019,"10.1159/000502645","Karger","Journal of Innate Immunity",1121.58,"FALSE","TU Dresden"
2019,"10.1016/j.omtn.2019.10.006","Cell Press","Molecular Therapy Nucleic Acids",1796.90,"FALSE","TU Dresden"
2019,"10.1186/s40824-019-0172-z","BioMed Central","Biomaterials Research",1661.24,"FALSE","TU Dresden"
2019,"10.3390/w11102055","MDPI","Water",727.22,"FALSE","TU Dresden"
2019,"10.3390/app9194048","MDPI","Applied Sciences",727.22,"FALSE","TU Dresden"
2019,"10.1109/ACCESS.2019.2948084","IEEE","IEEE Access",1597.68,"FALSE","TU Dresden"
2019,"10.1371/journal.pone.0225844","Public Library of Science","PLoS One",1714.07,"FALSE","TU Dresden"
2019,"10.1016/j.trip.2019.100041","Elsevier","Transportation Research Interdisciplinary Perspectives",559.30,"FALSE","TU Dresden"
2019,"10.3390/cells8101254","MDPI","Cells",727.22,"FALSE","TU Dresden"
2019,"10.3389/fneur.2019.00970","Frontiers","Frontiers in Neurology-Autonomic Neuroscience",1960.38,"FALSE","TU Dresden"
2019,"10.3390/ma12213518","MDPI","Materials",727.22,"FALSE","TU Dresden"
2019,"10.3390/foods8100460 ","MDPI","Foods",727.22,"FALSE","TU Dresden"
2019,"10.1038/s41598-019-54211-0","Springer Nature","Scientific Reports",1773.10,"FALSE","TU Dresden"
2019,"10.3390/app9194087","MDPI","Applied Sciences",727.22,"FALSE","TU Dresden"
2019,"10.3389/fsoc.2019.00064","Frontiers","Frontiers in Sociology-Gender, Sex and Sexuality Studies",1034.43,"FALSE","TU Dresden"
2019,"https://doi.org/10.3390/jcm8101534","MDPI","Journal of Clinical Medicine",727.22,"FALSE","TU Dresden"
2019,"10.3390/land8090136","MDPI","Land",727.22,"FALSE","TU Dresden"
2019,"10.3390/ma12203409","MDPI","Materials",727.22,"FALSE","TU Dresden"
2019,"10.3390/ma12223693","MDPI","Materials",727.22,"FALSE","TU Dresden"
2019,"10.3389/fcell.2019.00206","Frontiers","Frontiers in Cell and Developmental Biology",2005.04,"FALSE","TU Dresden"
2019,"10.1039/c9ra06423k","Royal Society of Chemistry","RSC Advances",1024.51,"FALSE","TU Dresden"
2019,"10.3390/w11112262","MDPI","Water",727.22,"FALSE","TU Dresden"
2019,"10.3390/w11102141","MDPI","Water",727.22,"FALSE","TU Dresden"
2019,"10.1038/s41598-019-54640-x","Springer Nature","Scientific Reports",1773.10,"FALSE","TU Dresden"
2019,"10.5194/jsss-8-305-2019","Copernicus Publications","JSSS - Journal of Sensors and Sensor Systems",759.22,"FALSE","TU Dresden"
2019,"10.3390/electronics8121439","MDPI","Electronics",727.22,"FALSE","TU Dresden"
2019,"10.3390/w11112274","MDPI","Water",727.22,"FALSE","TU Dresden"
2019,"10.3390/su11216082","MDPI","Sustainability",727.22,"FALSE","TU Dresden"
2019,"10.3390/v11121095","MDPI","Viruses",727.22,"FALSE","TU Dresden"
2019,"10.3390/su11226502","MDPI","Sustainability",727.22,"FALSE","TU Dresden"
2019,"10.1038/s41598-019-51718-4","Springer Nature","Scientific Reports",1773.10,"FALSE","TU Dresden"
2019,"10.1063/1.5126917","American Institute of Physics","AIP Advances",1606.17,"FALSE","TU Dresden"
2019,"10.3390/w11122447","MDPI","Water",727.22,"FALSE","TU Dresden"
2019,"10.3390/cancers11122028","MDPI","Cancers",727.22,"FALSE","TU Dresden"
2019,"10.3390/su11246990","MDPI","Sustainability",727.22,"FALSE","TU Dresden"
2019,"10.1186/s13677-019-0141-z","Springer Open","Journal of Cloud Computing",818.72,"FALSE","TU Dresden"
2019,"10.3390/jcm9010007","MDPI","Journal of Clinical Medicine",727.22,"FALSE","TU Dresden"
2019,"10.1371/journal.pone.0224085","Public Library of Science","PLOS One",1706.44,"FALSE","TU Dresden"
2019,"10.3390/rs11212541","MDPI","Remote Sensing",727.22,"FALSE","TU Dresden"
2019,"10.3390/polym11111871","MDPI","Polymers",727.22,"FALSE","TU Dresden"
2019,"10.1038/s41598-019-55187-7","Springer Nature","Scientific Reports",1773.10,"FALSE","TU Dresden"
2019,"10.3390/w12010065","MDPI","Water",727.22,"FALSE","TU Dresden"
2019,"10.3390/cli7120138","MDPI","Climate",727.22,"FALSE","TU Dresden"
2019,"10.3390/pathogens9010012","MDPI","Pathogens",727.22,"FALSE","TU Dresden"
2019,"10.3390/catal9121037","MDPI","Catalysts",727.22,"FALSE","TU Dresden"
2019,"10.3390/s19235201","MDPI","Sensors",727.22,"FALSE","TU Dresden"
2019,"10.3390/ma12223695","MDPI","Materials",727.22,"FALSE","TU Dresden"
2019,"10.3390/ma13010200","MDPI","Materials",727.22,"FALSE","TU Dresden"
2019,"10.3390/s20030643","MDPI","Sensors",727.22,"FALSE","TU Dresden"
2019,"10.3390/vision3040060","MDPI","Vision",727.22,"FALSE","TU Dresden"
2019,"10.3390/w12020420","MDPI","Water",727.22,"FALSE","TU Dresden"
2019,"10.1093/ehjcr/ytz195","Oxford University Press","European Heart Journal - Case Reports",320.88,"FALSE","TU Dresden"
2019,"10.5334/ijc.934","Ubiquity Press","International Journal of the Commons",1000.89,"FALSE","TU Dresden"
2019,"10.3390/resources8040175","MDPI","Resources",727.22,"FALSE","TU Dresden"
2019,"10.3390/ma13010053","MDPI","Materials",727.22,"FALSE","TU Dresden"
2019,"10.1038/s41598-019-54329-1","Springer Nature","Scientific Reports",1773.10,"FALSE","TU Dresden"
2019,"10.3390/rs12010112","MDPI","Remote Sensing",727.22,"FALSE","TU Dresden"
2019,"10.1016/j.scr.2019.101662","Elsevier","Stem Cell Research",1999.25,"FALSE","TU Dresden"
2019,"10.3390/app10020602","MDPI","Applied Sciences",727.22,"FALSE","TU Dresden"
2019,"10.1038/s41598-019-55083-0","Springer Nature","Scientific Reports",1773.10,"FALSE","TU Dresden"
2019,"10.3390/s20010180","MDPI","Sensors",727.22,"FALSE","TU Dresden"
2019,"10.3390/jsan9010002","MDPI","Journal of Sensor and Actuator Networks",727.22,"FALSE","TU Dresden"
2019,"10.3390/en13010109","MDPI","Energies",727.22,"FALSE","TU Dresden"
2019,"10.1212/NXG.0000000000000384","Wolters Kluwer","Neurology Genetics",536.85,"FALSE","TU Dresden"
2019,"10.3390/su12020655","MDPI","Sustainability",727.22,"FALSE","TU Dresden"
2019,"10.3390/molecules25010078","MDPI","Molecules",727.22,"FALSE","TU Dresden"
2019,"10.3390/ma12244027","MDPI","Materials",727.22,"FALSE","TU Dresden"
2019,"10.3390/rs12030434","MDPI","Remote Sensing",727.22,"FALSE","TU Dresden"
2019,"10.3390/coatings10010008","MDPI","Coatings",727.22,"FALSE","TU Dresden"
2019,"10.3390/met10010140","MDPI","Metals",727.22,"FALSE","TU Dresden"
2019,"10.3389/fimmu.2019.02924","Frontiers","Frontiers in Immunology-Molecular Innate Immunity",2031.96,"FALSE","TU Dresden"
2019,"10.3390/w12010286","MDPI","Water",727.22,"FALSE","TU Dresden"
2019,"10.3390/jcm9010179","MDPI","Journal of Clinical Medicine",727.22,"FALSE","TU Dresden"
2019,"10.3390/molecules25020335 ","MDPI","Molecules",727.22,"FALSE","TU Dresden"
2019,"10.3390/en13030611","MDPI","Energies",727.22,"FALSE","TU Dresden"
2019,"10.3390/jcm9010114","MDPI","Journal of Clinical Medicine",727.22,"FALSE","TU Dresden"
2019,"10.3390/rs12030543","MDPI","Remote Sensing",727.22,"FALSE","TU Dresden"
2019,"10.3390/en13020394","MDPI","Energies",727.22,"FALSE","TU Dresden"
2019,"10.3390/jcm9010234","MDPI","Journal of Clinical Medicine",727.22,"FALSE","TU Dresden"
2019,"10.3390/computation8010009","MDPI","Computation",727.22,"FALSE","TU Dresden"
2019,"10.3390/polym12010242","MDPI","Polymers",727.22,"FALSE","TU Dresden"
2019,"10.3390/colloids4010009","MDPI","Colloids and Interfaces",727.22,"FALSE","TU Dresden"
2019,"10.3390/dj8010016","MDPI","Dentistry Journal",727.22,"FALSE","TU Dresden"
2019,"10.3390/jcm9010223","MDPI","Journal of Clinical Medicine",727.22,"FALSE","TU Dresden"
2019,"10.3390/ma13030555","MDPI","Materials",727.22,"FALSE","TU Dresden"
2019,"10.3390/a13010024","MDPI","Algorithms",727.22,"FALSE","TU Dresden"
2019,"10.3390/mi11030298","MDPI","Micromachines",727.22,"FALSE","TU Dresden"
2019,"10.3390/mi11020138","MDPI","Micromachines",727.22,"FALSE","TU Dresden"
2019,"10.3390/su12062201","MDPI","Sustainability",727.22,"FALSE","TU Dresden"
2019,"10.3390/app10051624","MDPI","Applied Sciences",727.22,"FALSE","TU Dresden"
2019,"10.3390/jcm8091317","MDPI","Journal of Clinical Medicine",727.22,"FALSE","TU Dresden"
2019,"10.1038/s41598-019-56023-8","Springer Nature","Scientific Reports",1773.10,"FALSE","TU Dresden"
2019,"10.1161/JAHA.119.013803","Wiley","Journal of the American Heart Association (JAHA)",1526.77,"FALSE","TU Dresden"
2019,"10.1002/jcsm.12448","Wiley","Journal of Cachexia, Sarcopenia and Muscle",2475.20,"FALSE","TU Dresden"
2019,"10.1002/advs.201802104","Wiley","Advanced Science",3963.18,"FALSE","TU Dresden"
2019,"10.1002/advs.201802077","Wiley","Advanced Science",3963.18,"FALSE","TU Dresden"
2019,"10.1161/JAHA.119.012486","Wiley","Journal of the American Heart Association",2100.11,"FALSE","TU Dresden"
2019,"10.5334/ijc.870","Utrecht University Library/ Ubiquity press","International Journal of the Commons",856.80,"FALSE","TU Dresden"
