"Institution";"DOI";"is_hybrid";"period"
"Leiden University Medical Center (LUMC)";"10.1245/s10434-016-5186-3";TRUE;2016
"University of Groningen";"10.1007/s10826-016-0401-1";TRUE;2016
"Radboud University Medical Center";"10.1007/s10856-016-5694-5";TRUE;2016
"VU University Amsterdam";"10.1007/s11562-016-0353-7";TRUE;2016
"Leiden University";"10.1007/s10867-016-9408-5";TRUE;2016
"Radboud University Medical Center";"10.1007/s40620-015-0260-7";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s00420-016-1118-6";TRUE;2016
"Erasmus MC";"10.1007/s00247-016-3548-4";TRUE;2016
"Eindhoven University of Technology";"10.1007/s10851-016-0641-0";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s00330-016-4224-7";TRUE;2016
"Erasmus MC";"10.1007/s10654-016-0131-0";TRUE;2016
"Leiden University";"10.1007/s00605-016-0894-0";TRUE;2016
"Erasmus University";"10.1007/s10212-016-0296-7";TRUE;2016
"Erasmus MC";"10.1007/s12265-016-9685-1";TRUE;2016
"University Medical Center Utrecht";"10.1007/s10334-016-0538-3";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00345-016-1811-9";TRUE;2016
"Open University of The Netherlands";"10.1007/s11764-016-0535-6";TRUE;2016
"Erasmus MC";"10.1007/s00228-016-2038-9";TRUE;2016
"Wageningen University";"10.1007/s00300-016-1907-0";TRUE;2016
"Wageningen University";"10.1007/s00244-016-0275-7";TRUE;2016
"Wageningen University";"10.1007/s12186-016-9155-6";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s11999-016-4805-4";TRUE;2016
"University of Groningen";"10.1007/s10503-016-9401-y";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s10549-016-3734-y";TRUE;2016
"Wageningen University";"10.1007/s11306-016-1015-8";TRUE;2016
"VU University Amsterdam";"10.1007/s10640-015-9993-y";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s40336-016-0166-y";TRUE;2016
"University of Groningen";"10.1007/s00165-016-0364-4";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s00262-016-1811-z";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00277-016-2619-9";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00281-016-0556-2";TRUE;2016
"University of Amsterdam";"10.1245/s10434-016-5178-3";TRUE;2016
"University of Groningen";"10.1007/s00787-016-0836-3";TRUE;2016
"Delft University of Technology";"10.1007/s10236-016-0947-x";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s11999-016-4806-3";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s00280-016-3003-0";TRUE;2016
"University of Groningen";"10.1007/s10676-016-9392-2";TRUE;2016
"Maastricht University";"10.1007/s11146-016-9556-1";TRUE;2016
"Radboud University Medical Center";"10.1007/s12281-016-0253-6";TRUE;2016
"Tilburg University";"10.1007/s00362-016-0761-z";TRUE;2016
"VU University Amsterdam";"10.1007/s40279-016-0516-y";TRUE;2016
"Erasmus University";"10.1007/s40803-016-0022-1";TRUE;2016
"Radboud University Medical Center";"10.1007/s12308-016-0270-y";TRUE;2016
"Delft University of Technology";"10.1007/s10614-016-9569-0";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s11764-016-0536-5";TRUE;2016
"Wageningen University";"10.1007/s00477-016-1232-8";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00167-016-4063-8";TRUE;2016
"Wageningen University";"10.1007/s10340-016-0751-x";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s10549-016-3757-4";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s40620-016-0277-6";TRUE;2016
"Wageningen University";"10.1007/s10265-016-0807-2";TRUE;2016
"Delft University of Technology";"10.1007/s10546-016-0138-9";TRUE;2016
"Eindhoven University of Technology";"10.1007/s00165-016-0359-1";TRUE;2016
"VU University Amsterdam";"10.1007/s13280-016-0770-0";TRUE;2016
"Radboud University";"10.1007/s10608-016-9766-0";TRUE;2016
"University of Amsterdam";"10.1007/s00023-016-0469-6";TRUE;2016
"Erasmus MC";"10.1007/s10459-016-9676-7";TRUE;2016
"Wageningen University";"10.1007/s10526-016-9731-6";TRUE;2016
"Delft University of Technology";"10.1007/s10854-016-4591-5";TRUE;2016
"University of Amsterdam";"10.1007/s10676-016-9394-0";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s00223-016-0131-9";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00423-016-1393-4";TRUE;2016
"University of Groningen";"10.1007/s10212-016-0295-8";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s00264-016-3150-2";TRUE;2016
"University of Groningen";"10.1007/s10640-016-0014-6";TRUE;2016
"VU University Amsterdam";"10.1007/s11120-016-0248-8";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s00384-016-2550-5";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00167-016-4062-9";TRUE;2016
"Delft University of Technology";"10.1007/s10236-016-0945-z";TRUE;2016
"Delft University of Technology";"10.1007/s11948-015-9729-y";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00221-015-4538-8";TRUE;2016
"Leiden University";"10.1007/s10993-015-9397-4";TRUE;2016
"University of Groningen";"10.1007/s00165-016-0363-5";TRUE;2016
"Delft University of Technology";"10.1007/s00348-016-2133-9";TRUE;2016
"Delft University of Technology";"10.1007/s12469-016-0121-3";TRUE;2016
"Radboud University Medical Center";"10.1007/s00702-016-1521-x";TRUE;2016
"University of Twente";"10.1007/s40571-016-0105-8";TRUE;2016
"University of Groningen";"10.1007/s11095-016-1888-2";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s00520-016-3131-4";TRUE;2016
"University of Groningen";"10.1007/s00421-016-3354-6";TRUE;2016
"Maastricht University";"10.1007/s10654-016-0138-6";TRUE;2016
"University of Groningen";"10.1007/s00168-016-0754-9";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s00392-016-0979-8";TRUE;2016
"Maastricht University";"10.1007/s10826-016-0391-z";TRUE;2016
"Leiden University";"10.1007/s10972-016-9461-8";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00402-016-2443-7";TRUE;2016
"Utrecht University";"10.1007/s10980-016-0360-3";TRUE;2016
"University Medical Center Utrecht";"10.1245/s10434-016-5191-6";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s11739-016-1422-x";TRUE;2016
"VU University Amsterdam";"10.1007/s13157-016-0755-6";TRUE;2016
"Radboud University Medical Center";"10.1007/s00784-016-1766-7";TRUE;2016
"University of Groningen";"10.1007/s10657-016-9532-5";TRUE;2016
"Erasmus MC";"10.1007/s00415-016-8095-2";TRUE;2016
"Tilburg University";"10.1007/s11019-015-9669-y";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s12035-015-9681-5";TRUE;2016
"Radboud University";"10.1007/s00586-016-4379-6";TRUE;2016
"Radboud University Medical Center";"10.1007/s00586-016-4433-4";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s11517-016-1468-y";TRUE;2016
"Wageningen University";"10.1007/s00125-016-3904-9";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s10875-016-0244-y";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s10545-016-9922-4";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s11657-016-0265-4";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s00404-016-4036-7";TRUE;2016
"Utrecht University";"10.1007/s12053-016-9436-9";TRUE;2016
"Utrecht University";"10.1007/s00339-016-9807-2";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00415-016-8076-5";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1245/s10434-016-5158-7";TRUE;2016
"University of Amsterdam";"10.1007/s10545-016-9924-2";TRUE;2016
"Radboud University";"10.1007/s11104-016-2843-z";TRUE;2016
"Wageningen University";"10.1007/s11104-016-2858-5";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00402-016-2438-4";TRUE;2016
"University of Groningen";"10.1007/s10886-016-0681-3";TRUE;2016
"University of Amsterdam";"10.1007/s40279-016-0520-2";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00134-016-4308-5";TRUE;2016
"University of Amsterdam";"10.1007/s12328-016-0641-z";TRUE;2016
"Erasmus MC";"10.1007/s10654-016-0132-z";TRUE;2016
"University Medical Center Utrecht";"10.1007/s11926-015-0555-7";TRUE;2016
"Utrecht University";"10.1007/s11517-016-1455-3";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s40336-016-0164-0";TRUE;2016
"Radboud University Medical Center";"10.1007/s10096-016-2600-5";TRUE;2016
"University of Groningen";"10.3758/s13423-016-1015-8";TRUE;2016
"Erasmus University";"10.1007/s11205-016-1265-x";TRUE;2016
"Leiden University";"10.1007/s12526-016-0467-4";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s00520-016-3130-5";TRUE;2016
"VU University Amsterdam";"10.3758/s13414-016-1075-x";TRUE;2016
"Leiden University";"10.1007/s10936-016-9418-2";TRUE;2016
"Delft University of Technology";"10.1007/s10798-016-9364-1";TRUE;2016
"VU University Amsterdam";"10.1007/s00601-016-1069-1";TRUE;2016
"University of Amsterdam";"10.1007/s11205-016-1283-8";TRUE;2016
"VU University Amsterdam";"10.1007/s00784-016-1761-z";TRUE;2016
"Radboud University";"10.1007/s00228-016-2039-8";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s00223-016-0126-6";TRUE;2016
"University Medical Center Utrecht";"10.1245/s10434-016-5156-9";TRUE;2016
"Delft University of Technology";"10.1007/s10909-016-1579-8";TRUE;2016
"Leiden University";"10.1007/s11192-016-1904-7";TRUE;2016
"Erasmus MC";"10.1007/s10654-016-0136-8";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s10549-016-3741-z";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s10689-016-9897-1";TRUE;2016
