"Institution";"DOI";"is_hybrid";"period"
"Utrecht University";"10.1007/s40889-015-0007-2";TRUE;2016
"University of Amsterdam";"10.1007/s11225-015-9642-z";TRUE;2016
"Erasmus University";"10.1007/s00780-015-0287-6";TRUE;2016
"University of Amsterdam";"10.3758/s13428-015-0695-8";TRUE;2016
"University of Amsterdam";"10.1007/s00209-015-1600-y";TRUE;2016
"University of Amsterdam";"10.1007/s10590-015-9177-0";TRUE;2016
"Wageningen University";"10.1007/s00299-015-1926-2";TRUE;2016
"Leiden University";"10.1007/s00236-015-0254-x";TRUE;2016
"Radboud University";"10.1007/s00340-015-6294-7";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00259-015-3282-4";TRUE;2016
"University of Groningen";"10.1007/s00168-015-0738-1";TRUE;2016
"Leiden University";"10.1007/s10566-015-9344-8";TRUE;2016
"Utrecht University";"10.1007/s11367-015-1017-1";TRUE;2016
"Erasmus MC";"10.1007/s10803-016-2713-9";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s11357-016-9878-1";TRUE;2016
"Utrecht University";"10.1007/s40259-015-0154-1";TRUE;2016
"Netherlands Interdisciplinary Demographic Institute (NIDI)";"10.1007/s10940-015-9272-7";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s10198-015-0752-3";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00330-015-4145-x";TRUE;2016
"Radboud University";"10.1007/s11562-015-0350-2";TRUE;2016
"VU University Amsterdam";"10.1007/s00216-015-9238-5";TRUE;2016
"University of Groningen";"10.1007/s10964-015-0403-0";TRUE;2016
"VU University Amsterdam";"10.1007/s00216-015-9241-x";TRUE;2016
"Radboud University";"10.1007/s00181-015-1034-8";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s00167-015-3961-5";TRUE;2016
"Eindhoven University of Technology";"10.1007/s10494-015-9701-6";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s40265-015-0534-3";TRUE;2016
"Wageningen University";"10.1007/s00300-015-1877-7";TRUE;2016
"VU University Amsterdam";"10.1007/s00787-015-0813-2";TRUE;2016
"Radboud University";"10.1007/s11145-015-9614-8";TRUE;2016
"Utrecht University";"10.1007/s00213-015-4198-1";TRUE;2016
"Tilburg University";"10.1007/s10902-016-9716-2";TRUE;2016
"University of Twente";"10.1007/s12193-016-0211-1";TRUE;2016
"Utrecht University";"10.1007/s10916-015-0423-z";TRUE;2016
"Wageningen University";"10.1007/s10722-015-0357-9";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00405-016-3897-5";TRUE;2016
"Erasmus MC";"10.1007/s00125-016-3872-0";TRUE;2016
"VU University Amsterdam";"10.1007/s10588-016-9212-6";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s13760-015-0555-4";TRUE;2016
"University of Amsterdam";"10.1007/s10460-016-9681-8";TRUE;2016
"Maastricht University";"10.1007/s10739-015-9433-4";TRUE;2016
"University of Twente";"10.1007/s11831-016-9167-2";TRUE;2016
"University of Twente";"10.1007/s00477-015-1199-x";TRUE;2016
"Leiden University";"10.1007/s12526-015-0431-8";TRUE;2016
"Utrecht University";"10.1007/s10113-015-0921-z";TRUE;2016
"Leiden University";"10.1007/s12526-015-0439-0";TRUE;2016
"Radboud University";"10.1007/s11065-015-9312-y";TRUE;2016
"University of Groningen";"10.1007/s13164-015-0296-6";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s00415-015-8001-3";TRUE;2016
"Erasmus University";"10.1007/s10902-016-9720-6";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00420-015-1108-0";TRUE;2016
"VU University Medical Center (VUmc)";"10.1245/s10434-015-5023-0";TRUE;2016
"University Medical Center Utrecht";"10.1007/s11306-015-0930-4";TRUE;2016
"University of Groningen";"10.1007/s10916-016-0431-7";TRUE;2016
"VU University Amsterdam";"10.1007/s00894-015-2883-y";TRUE;2016
"VU University Amsterdam";"10.3758/s13414-015-1021-3";TRUE;2016
"University of Twente";"10.1007/s10951-015-0463-8";TRUE;2016
"Delft University of Technology";"10.1007/s11242-015-0601-y";TRUE;2016
"Delft University of Technology";"10.1007/s11948-015-9748-8";TRUE;2016
"University of Amsterdam";"10.3758/s13423-015-0991-4";TRUE;2016
"Eindhoven University of Technology";"10.1007/s10973-015-5210-z";TRUE;2016
"Wageningen University";"10.1007/s10640-015-9983-0";TRUE;2016
"Radboud University Medical Center";"10.1007/s00277-015-2578-6";TRUE;2016
"Maastricht University";"10.1007/s00261-016-0640-z";TRUE;2016
"Erasmus University";"10.1007/s00115-015-0066-9";TRUE;2016
"Wageningen University";"10.1007/s00217-015-2632-6";TRUE;2016
"Maastricht University";"10.1007/s00453-016-0116-0";TRUE;2016
"Radboud University";"10.1007/s11266-016-9679-2";TRUE;2016
"Eindhoven University of Technology";"10.1007/s10955-015-1442-3";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s11695-015-2020-0";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s10096-015-2569-5";TRUE;2016
"Delft University of Technology";"10.1007/s10676-016-9384-2";TRUE;2016
"University of Amsterdam";"10.1007/s00167-015-3975-z";TRUE;2016
"Utrecht University";"10.1007/s11367-015-1018-0";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s11011-016-9792-3";TRUE;2016
"University of Amsterdam";"10.1007/s40279-015-0421-9";TRUE;2016
"Erasmus University";"10.1007/s10198-015-0754-1";TRUE;2016
"Leiden University";"10.1007/s10994-015-5539-3";TRUE;2016
"University of Groningen";"10.1007/s11159-015-9524-7";TRUE;2016
"Leiden University";"10.1007/s40262-015-0357-0";TRUE;2016
"University of Groningen";"10.1007/s12671-015-0464-x";TRUE;2016
"University of Amsterdam";"10.1007/s00167-015-3946-4";TRUE;2016
"University of Amsterdam";"10.1007/s00453-015-0112-9";TRUE;2016
"Maastricht University";"10.1007/s11896-016-9190-0";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s10926-015-9624-z";TRUE;2016
"Radboud University Medical Center";"10.1007/s00268-015-3390-0";TRUE;2016
"Leiden University";"10.1007/s12350-015-0380-4";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s11307-015-0921-x";TRUE;2016
"Utrecht University";"10.1007/s40264-015-0387-4";TRUE;2016
"University of Twente";"10.1007/s11249-015-0633-z";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s11306-015-0926-0";TRUE;2016
"Wageningen University";"10.1007/s00425-015-2464-4";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s11102-016-0707-4";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00234-015-1636-z";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s10926-016-9625-6";TRUE;2016
"University of Twente";"10.1007/s11701-016-0558-z";TRUE;2016
"Leiden University";"10.1007/s00455-015-9680-8";TRUE;2016
"University Medical Center Utrecht";"10.1007/s40272-015-0158-9";TRUE;2016
"Radboud University Medical Center";"10.1208/s12248-016-9871-8";TRUE;2016
"Radboud University";"10.1007/s10955-016-1446-7";TRUE;2016
