"Institution";"DOI";"is_hybrid";"period"
"Utrecht University";"10.1007/s40259-015-0149-y";TRUE;2015
"Radboud University Medical Center";"10.1007/s12308-015-0262-3";TRUE;2015
"Erasmus University";"10.1007/s10198-015-0745-2";TRUE;2015
"Erasmus MC";"10.1007/s00228-015-1972-2";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00268-015-3341-9";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s10668-015-9728-9";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.3758/s13423-015-0977-2";TRUE;2015
"Delft University of Technology";"10.1007/s11948-015-9718-1";TRUE;2015
"Netherlands Institute of Ecology";"10.1007/s10886-015-0644-0";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s11136-015-1171-8";TRUE;2015
"Erasmus MC";"10.1007/s10545-015-9889-6";TRUE;2015
"Erasmus MC";"10.1007/s00701-015-2601-7";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00221-015-4475-6";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s13629-015-0102-3";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00464-015-4615-x";TRUE;2015
"Maastricht University";"10.1007/s00285-015-0938-4";TRUE;2015
"Radboud University Medical Center";"10.1007/s10897-015-9899-4";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s00122-015-2627-5";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s11013-015-9479-y";TRUE;2015
"VU University Amsterdam";"10.1007/s11192-015-1775-3";TRUE;2015
"Leiden University";"10.1007/s11095-015-1805-0";TRUE;2015
"VU University Amsterdam";"10.1007/s00181-015-1016-x";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s40620-015-0245-6";TRUE;2015
"Erasmus MC";"10.1007/s11046-015-9969-z";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s11060-015-1975-y";TRUE;2015
"Utrecht University";"10.1007/s11307-015-0909-6";TRUE;2015
"University of Amsterdam";"10.1007/s11575-015-0270-7";TRUE;2015
"Maastricht University";"10.1007/s00228-015-1977-x";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00520-015-3004-2";TRUE;2015
"University of Groningen";"10.1007/s10551-015-2932-6";TRUE;2015
"Leiden University";"10.1007/s00787-015-0790-5";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00109-015-1365-0";TRUE;2015
"Delft University of Technology";"10.1007/s12469-015-0114-7";TRUE;2015
"VU University Amsterdam";"10.1007/s40653-015-0071-y";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s00330-015-4080-x";TRUE;2015
"Radboud University";"10.1007/s10113-015-0886-y";TRUE;2015
"Maastricht University";"10.1007/s00429-015-1144-2";TRUE;2015
"VU University Amsterdam";"10.3758/s13423-015-0971-8";TRUE;2015
"Maastricht University";"10.1007/s10826-015-0315-3";TRUE;2015
"Radboud University";"10.1007/s10021-015-9932-3";TRUE;2015
"Netherlands Institute of Ecology";"10.1007/s00248-015-0703-7";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s11325-015-1285-9";TRUE;2015
"University of Twente";"10.1007/s10111-015-0356-9";TRUE;2015
"University of Twente";"10.1007/s00780-015-0285-8";TRUE;2015
"Delft University of Technology";"10.1007/s11948-015-9724-3";TRUE;2015
"Erasmus MC";"10.1007/s00405-015-3825-0";TRUE;2015
"VU University Amsterdam";"10.1007/s10901-015-9493-y";TRUE;2015
"Radboud University Medical Center";"10.1007/s00238-015-1164-4";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s11746-015-2731-3";TRUE;2015
"Utrecht University";"10.3758/s13428-015-0676-y";TRUE;2015
"Wageningen University";"10.1007/s12571-015-0505-2";TRUE;2015
"Tilburg University";"10.1007/s11136-015-1167-4";TRUE;2015
"Erasmus MC";"10.1007/s13629-015-0101-4";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s10459-015-9650-9";TRUE;2015
"Leiden University";"10.1007/s00426-015-0727-0";TRUE;2015
"Erasmus MC";"10.1007/s00134-015-4136-z";TRUE;2015
"Leiden University";"10.1007/s40802-015-0043-9";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s11999-015-4620-3";TRUE;2015
"University of Amsterdam";"10.1007/s10964-015-0389-7";TRUE;2015
"Erasmus MC";"10.1007/s10875-015-0211-z";TRUE;2015
"Netherlands Institute of Ecology";"10.1007/s10452-015-9552-1";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s10689-015-9853-5";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s11096-015-0199-8";TRUE;2015
"Delft University of Technology";"10.1007/s10494-015-9669-2";TRUE;2015
"University of Groningen";"10.1007/s10334-015-0503-6";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s10878-015-9970-y";TRUE;2015
"VU University Amsterdam";"10.1007/s10611-015-9593-3";TRUE;2015
"Delft University of Technology";"10.1007/s13361-015-1282-z";TRUE;2015
"University Medical Center Utrecht";"10.1007/s10096-015-2511-x";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s00003-015-0992-2";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00392-015-0934-0";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00586-015-4318-y";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00395-015-0520-7";TRUE;2015
"Delft University of Technology";"10.1007/s10278-015-9839-8";TRUE;2015
"University of Amsterdam";"10.1007/s11367-015-0999-z";TRUE;2015
"University of Twente";"10.1007/s40571-015-0087-y";TRUE;2015
"University of Twente";"10.1007/s10519-015-9768-9";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s11947-015-1641-6";TRUE;2015
"University of Amsterdam";"10.1007/s00167-015-3871-6";TRUE;2015
"Radboud University Medical Center";"10.1007/s00428-015-1876-7";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00520-015-2993-1";TRUE;2015
"Radboud University Medical Center";"10.1007/s10488-015-0699-9";TRUE;2015
"University of Groningen";"10.1007/s10680-015-9351-3";TRUE;2015
"University of Amsterdam";"10.1007/s11406-015-9645-z";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s10719-015-9626-2";TRUE;2015
"VU University Amsterdam";"10.1007/s10519-015-9764-0";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10955-015-1391-x";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00330-015-4081-9";TRUE;2015
"University of Twente";"10.1007/s12035-015-9502-x";TRUE;2015
"Utrecht University";"10.1007/s00787-015-0788-z";TRUE;2015
"University of Amsterdam";"10.1007/s11336-015-9486-5";TRUE;2015
"VU University Amsterdam";"10.1007/s10113-015-0876-0";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s12350-015-0322-1";TRUE;2015
"Delft University of Technology";"10.1007/s10606-015-9239-0";TRUE;2015
"Radboud University Medical Center";"10.1007/s10877-015-9803-7";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s11095-015-1818-8";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s10750-015-2575-8";TRUE;2015
"University Medical Center Utrecht";"10.1007/s11136-015-1176-3";TRUE;2015
"Radboud University Medical Center";"10.1007/s00213-015-4141-5";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10494-015-9685-2";TRUE;2015
"Maastricht University";"10.1007/s12263-015-0506-y";TRUE;2015
