"Institution";"DOI";"is_hybrid";"period"
"Academic Medical Center (AMC)";"10.1007/s12529-015-9473-3";TRUE;2015
"Delft University of Technology";"10.1007/s00190-015-0797-1";TRUE;2015
"Eindhoven University of Technology";"10.1007/s00291-015-0394-y";TRUE;2015
"Radboud University Medical Center";"10.1007/s00277-015-2340-0";TRUE;2015
"University of Amsterdam";"10.1007/s10964-015-0266-4";TRUE;2015
"Maastricht University";"10.1007/s11948-015-9638-0";TRUE;2015
"Utrecht University";"10.1007/s00420-015-1047-9";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s10456-015-9462-9";TRUE;2015
"Wageningen University";"10.1007/s11104-015-2433-5";TRUE;2015
"Erasmus MC";"10.1007/s00038-015-0669-8";TRUE;2015
"Wageningen University";"10.1007/s10811-015-0559-8";TRUE;2015
"Leiden University";"10.1007/s11999-015-4252-7";TRUE;2015
"Radboud University Medical Center";"10.1007/s00213-015-3889-y";TRUE;2015
"Erasmus MC";"10.1007/s12032-015-0550-x";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s15010-015-0753-2";TRUE;2015
"University of Groningen";"10.1007/s10539-015-9483-1";TRUE;2015
"VU University Amsterdam";"10.1007/s10113-015-0769-2";TRUE;2015
"Erasmus MC";"10.1007/s00520-015-2655-3";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.3758/s13414-015-0872-y";TRUE;2015
"Leiden University";"10.1007/s00236-015-0224-3";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s10143-015-0615-5";TRUE;2015
"University of Amsterdam";"10.1007/s10212-015-0248-7";TRUE;2015
"Erasmus MC";"10.1007/s00431-015-2518-4";TRUE;2015
"Wageningen University";"10.1007/s10806-015-9539-x";TRUE;2015
"Leiden University";"10.1007/s10071-015-0855-3";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10439-015-1293-8";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s10549-015-3352-0";TRUE;2015
"University of Groningen";"10.1007/s40804-015-0006-y";TRUE;2015
"University of Groningen";"10.1007/s10853-015-8927-y";TRUE;2015
"Utrecht University";"10.1007/s00221-015-4248-2";TRUE;2015
"Wageningen University";"10.1007/s00425-015-2283-7";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00345-015-1523-6";TRUE;2015
"Eindhoven University of Technology";"10.1007/s11858-015-0684-5";TRUE;2015
"University of Groningen";"10.1007/s40474-015-0043-9";TRUE;2015
"Utrecht University";"10.1007/s00787-015-0695-3";TRUE;2015
"Leiden University";"10.1007/s00251-015-0834-5";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s40474-015-0045-7";TRUE;2015
"Delft University of Technology";"10.1007/s11277-015-2483-2";TRUE;2015
"Wageningen University";"10.1007/s10658-015-0639-2";TRUE;2015
"Radboud University";"10.1007/s10806-015-9536-0";TRUE;2015
"University of Twente";"10.1007/s10009-015-0372-3";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00464-015-4144-7";TRUE;2015
"VU University Amsterdam";"10.3758/s13414-015-0882-9";TRUE;2015
"Tilburg University";"10.1007/s10531-015-0894-8";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s11136-015-0966-y";TRUE;2015
"Wageningen University";"10.1007/s10681-015-1431-2";TRUE;2015
"Wageningen University";"10.1007/s00442-015-3277-7";TRUE;2015
"University of Twente";"10.1007/s11249-015-0496-3";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00441-015-2142-7";TRUE;2015
"Leiden University";"10.1007/s12561-015-9128-6";TRUE;2015
"Utrecht University";"10.1007/s00198-015-3084-3";TRUE;2015
"Maastricht University";"10.1007/s00038-015-0665-z";TRUE;2015
"Radboud University";"10.1007/s11218-015-9295-9";TRUE;2015
"Leiden University";"10.1007/s00264-015-2694-x";TRUE;2015
"Utrecht University";"10.1007/s12115-015-9879-1";TRUE;2015
"Erasmus MC";"10.1007/s00198-015-3033-1";TRUE;2015
"University of Amsterdam";"10.3758/s13414-015-0845-1";TRUE;2015
"University of Groningen";"10.1007/s10916-014-0186-y";TRUE;2015
"Erasmus MC";"10.1007/s11548-015-1164-7";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s10689-015-9792-1";TRUE;2015
"Leiden University";"10.1007/s00068-015-0507-y";TRUE;2015
"Erasmus University";"10.1007/s10677-015-9574-8";TRUE;2015
"University of Groningen";"10.1007/s10677-015-9575-7";TRUE;2015
"Radboud University";"10.1007/s10677-015-9578-4";TRUE;2015
"Radboud University";"10.1007/s10806-015-9538-y";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10544-015-9948-7";TRUE;2015
"Delft University of Technology";"10.1007/s00348-015-1934-6";TRUE;2015
"Wageningen University";"10.1007/s10021-015-9869-6";TRUE;2015
"VU University Amsterdam";"10.1007/s00285-015-0869-0";TRUE;2015
"Maastricht University";"10.1007/s00199-015-0868-9";TRUE;2015
"University of Amsterdam";"10.1007/s00216-015-8615-4";TRUE;2015
"Radboud University";"10.1007/s10806-015-9537-z";TRUE;2015
"University of Groningen";"10.1007/s11229-015-0714-4";TRUE;2015
"University of Amsterdam";"10.1007/s10802-015-9999-5";TRUE;2015
"University of Twente";"10.3758/s13414-015-0865-x";TRUE;2015
"Radboud University";"10.1007/s10714-015-1875-7";TRUE;2015
"Utrecht University";"10.1007/s10508-015-0511-7";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s12265-015-9615-7";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00415-015-7689-4";TRUE;2015
"Leiden University";"10.1007/s10802-015-9983-0";TRUE;2015
"Radboud University";"10.1007/s11920-015-0549-1";TRUE;2015
"Utrecht University";"10.1007/s10992-015-9355-9";TRUE;2015
"Wageningen University";"10.1007/s11120-015-0097-x";TRUE;2015
"University of Twente";"10.1007/s10734-015-9861-2";TRUE;2015
"Erasmus University";"10.1007/s00431-015-2504-x";TRUE;2015
"Leiden University";"10.1007/s12350-015-0096-5";TRUE;2015
"University of Amsterdam";"10.1007/s10802-015-9996-8";TRUE;2015
"University Medical Center Utrecht";"10.1007/s10741-015-9481-z";TRUE;2015
"Delft University of Technology";"10.1007/s10798-015-9305-4";TRUE;2015
"Radboud University";"10.1007/s10677-015-9579-3";TRUE;2015
"Wageningen University";"10.1007/s10784-015-9274-9";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s10877-015-9689-4";TRUE;2015
"Utrecht University";"10.1007/s40264-015-0281-0";TRUE;2015
"Utrecht University";"10.1007/s00224-015-9616-6";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00520-015-2674-0";TRUE;2015
"Erasmus University";"10.1007/s10729-015-9321-7";TRUE;2015
"Delft University of Technology";"10.1007/s10237-015-0664-2";TRUE;2015
"Leiden University";"10.1007/s00270-015-1069-4";TRUE;2015
"University of Groningen";"10.1007/s00265-015-1891-3";TRUE;2015
"VU University Amsterdam";"10.1007/s00432-015-1935-0";TRUE;2015
"Radboud University";"10.1007/s11336-015-9445-1";TRUE;2015
"University of Groningen";"10.1007/s00148-015-0552-1";TRUE;2015
"Leiden University";"10.3758/s13415-015-0344-9";TRUE;2015
"Leiden University";"10.1007/s10437-015-9181-z";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s10484-015-9268-y";TRUE;2015
"Erasmus MC";"10.1007/s10654-015-9998-4";TRUE;2015
"Erasmus MC";"10.1007/s00198-014-3020-y";TRUE;2015
"University of Amsterdam";"10.1007/s12108-015-9254-0";TRUE;2015
"VU University Amsterdam";"10.1007/s10664-015-9362-z";TRUE;2015
"Wageningen University";"10.1007/s11027-015-9640-5";TRUE;2015
"University of Groningen";"10.1007/s10021-015-9855-z";TRUE;2015
"University of Amsterdam";"10.1007/s10701-015-9885-6";TRUE;2015
"Wageningen University";"10.1007/s11266-015-9559-1";TRUE;2015
"Maastricht University";"10.1007/s10551-015-2623-3";TRUE;2015
"Leiden University";"10.1007/s12142-015-0353-7";TRUE;2015
"Tilburg University";"10.1007/s11109-015-9307-7";TRUE;2015
"Radboud University";"10.1007/s00405-015-3593-x";TRUE;2015
"Erasmus MC";"10.1007/s12576-015-0370-y";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00280-015-2730-y";TRUE;2015
"Leiden University";"10.1007/s00262-015-1678-4";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00428-015-1738-3";TRUE;2015
"Radboud University";"10.1007/s11145-015-9558-z";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s40473-015-0036-3";TRUE;2015
"VU University Amsterdam";"10.1007/s10664-015-9363-y";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s11325-014-1111-9";TRUE;2015
"VU University Amsterdam";"10.1007/s11027-015-9646-z";TRUE;2015
"University of Twente";"10.1007/s10971-015-3687-3";TRUE;2015
"Leiden University";"10.1007/s00404-015-3680-7";TRUE;2015
"University of Groningen";"10.1007/s10551-015-2610-8";TRUE;2015
"Wageningen University";"10.1007/s11252-015-0447-7";TRUE;2015
"Wageningen University";"10.1007/s11947-015-1504-1";TRUE;2015
"Delft University of Technology";"10.1007/s10853-015-8940-1";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s10862-015-9482-1";TRUE;2015
"Wageningen University";"10.1007/s10745-015-9733-5";TRUE;2015
"University of Groningen";"10.1007/s10741-015-9479-6";TRUE;2015
"VU University Amsterdam";"10.1007/s00204-015-1488-7";TRUE;2015
"University of Twente";"10.1007/s11423-015-9378-5";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00213-015-3891-4";TRUE;2015
"Radboud University Medical Center";"10.1007/s00464-015-4148-3";TRUE;2015
"Erasmus University";"10.1007/s11205-015-0920-y";TRUE;2015
"VU University Amsterdam";"10.1007/s10646-015-1439-3";TRUE;2015
"Leiden University";"10.1007/s10530-015-0879-2";TRUE;2015
"Delft University of Technology";"10.1140/epjb/e2015-50671-y";TRUE;2015
"University of Amsterdam";"10.1007/s11218-014-9265-7";TRUE;2015
