"DOI","Institution","is_hybrid","period"
"10.1007/s00415-016-8357-z","Radboud University Medical Center",TRUE,2016
"10.1007/s00228-016-2162-6","University of Groningen",TRUE,2016
"10.1007/s10029-016-1554-y","Maastricht University Medical Center (UMC+)",TRUE,2016
"10.1007/s00428-016-2040-8","Maastricht University",TRUE,2016
"10.1007/s00246-016-1536-y","Erasmus MC",TRUE,2016
"10.1007/s00406-016-0751-0","Academic Medical Center (AMC)",TRUE,2016
"10.1007/s10896-016-9902-3","Leiden University",TRUE,2016
"10.1007/s11012-016-0594-9","Delft University of Technology",TRUE,2016
"10.1007/s00429-016-1338-2","Leiden University Medical Center (LUMC)",TRUE,2016
"10.1007/s00535-016-1299-5","Erasmus MC",TRUE,2016
"10.1007/s40264-016-0494-x","University Medical Center Groningen (UMCG)",TRUE,2016
"10.1007/s00213-016-4502-8","Radboud University Medical Center",TRUE,2016
"10.1007/s00406-016-0760-z","Maastricht University",TRUE,2016
"10.1007/s11069-016-2730-1","Wageningen University",TRUE,2016
"10.1007/s00431-016-2834-3","Leiden University Medical Center (LUMC)",TRUE,2016
"10.1007/s11218-016-9353-y","University of Groningen",TRUE,2016
"10.1007/s00247-016-3736-2","Academic Medical Center (AMC)",TRUE,2016
"10.1007/s00259-016-3588-x","Academic Medical Center (AMC)",TRUE,2016
"10.1007/s41252-016-0005-1","Radboud University",TRUE,2016
"10.1007/s12124-016-9370-6","Radboud University",TRUE,2016
"10.1007/s11117-016-0454-9","Leiden University",TRUE,2016
"10.1007/s12351-016-0282-5","University of Amsterdam",TRUE,2016
"10.1007/s40265-016-0670-4","Leiden University Medical Center (LUMC)",TRUE,2016
"10.1007/s00340-016-6584-8","VU University Amsterdam",TRUE,2016
"10.1007/s00204-016-1922-5","Maastricht University",TRUE,2016
"10.1007/s00340-016-6576-8","VU University Amsterdam",TRUE,2016
"10.1007/s00038-016-0930-9","University of Groningen",TRUE,2016
"10.1007/s00270-016-1526-8","Maastricht University Medical Center (UMC+)",TRUE,2016
"10.1007/s10570-016-1173-x","Eindhoven University of Technology",TRUE,2016
"10.3758/s13428-016-0825-y","Tilburg University",TRUE,2016
"10.1007/s41027-016-0051-2","Erasmus University",TRUE,2016
"10.1007/s11367-016-1245-z","VU University Amsterdam",TRUE,2016
"10.1007/s00520-016-3501-y","University of Groningen",TRUE,2016
"10.1007/s00340-016-6570-1","VU University Amsterdam",TRUE,2016
"10.1007/s10961-016-9538-8","Utrecht University",TRUE,2016
"10.1007/s11061-016-9512-6","Leiden University",TRUE,2016
"10.1007/s12529-016-9622-3","Radboud University Medical Center",TRUE,2016
"10.1007/s00464-016-5381-0","Maastricht University",TRUE,2016
"10.1007/s00702-016-1651-1","Radboud University Medical Center",TRUE,2016
"10.1007/s10856-016-5832-0","Radboud University Medical Center",TRUE,2016
"10.1007/s11948-016-9862-2","Delft University of Technology",TRUE,2016
"10.1007/s10549-016-4090-7","University Medical Center Utrecht",TRUE,2016
"10.1007/s10734-016-0104-y","University of Groningen",TRUE,2016
"10.1140/epjst/e2015-50329-4","University of Amsterdam",TRUE,2016
