"institution","DOI","is_hybrid","period"
"University Medical Center Groningen (UMCG)","10.1007/s10039-016-0184-z",TRUE,2016
"Leiden University","10.3758/s13423-016-1139-x",TRUE,2016
"University of Amsterdam","10.1007/s11136-016-1380-9",TRUE,2016
"University of Groningen","10.1007/s00442-016-3698-y",TRUE,2016
"Radboud University","10.1007/s10806-016-9637-4",TRUE,2016
"Eindhoven University of Technology","10.1007/s10915-016-0271-0",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00405-016-4279-8",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s40279-016-0610-1",TRUE,2016
"University of Amsterdam","10.1007/s11251-016-9384-y",TRUE,2016
"Radboud University","10.1007/s00787-016-0895-5",TRUE,2016
"University of Groningen","10.1007/s10548-016-0512-4",TRUE,2016
"University of Groningen","10.1007/s12529-016-9585-4",TRUE,2016
"University Medical Center Utrecht","10.1007/s00259-016-3478-2",TRUE,2016
"Maastricht University","10.1007/s10803-016-2888-0",TRUE,2016
"Radboud University","10.1007/s11083-016-9404-1",TRUE,2016
"Radboud University Medical Center","10.1007/s00431-016-2760-4",TRUE,2016
"Delft University of Technology","10.1007/s10796-016-9686-2",TRUE,2016
"Academic Medical Center (AMC)","10.1007/s10875-016-0321-2",TRUE,2016
"University of Amsterdam","10.1007/s10452-016-9593-0",TRUE,2016
"University of Amsterdam","10.1007/s11882-016-0638-1",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1245/s10434-016-5461-3",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s11307-016-0992-3",TRUE,2016
"University of Groningen","10.1007/s00374-016-1140-6",TRUE,2016
"VU University Amsterdam","10.1007/s10584-016-1735-9",TRUE,2016
"Radboud University Medical Center","10.1007/s00424-016-1859-9",TRUE,2016
"Eindhoven University of Technology","10.1007/s11948-016-9811-0",TRUE,2016
"Delft University of Technology","10.1007/s10236-016-0977-4",TRUE,2016
"Radboud University","10.1007/s10144-016-0557-y",TRUE,2016
"University of Groningen","10.1007/s00787-016-0897-3",TRUE,2016
"Open University of The Netherlands","10.1007/s10826-016-0522-6",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s00259-016-3499-x",TRUE,2016
"Leiden University","10.3758/s13415-016-0455-y",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00784-016-1941-x",TRUE,2016
"Maastricht University Medical Center (UMC+)","10.1007/s40273-016-0445-5",TRUE,2016
"Delft University of Technology","10.1007/s10664-016-9444-6",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00192-016-3107-4",TRUE,2016
"Erasmus University","10.1007/s10862-016-9567-5",TRUE,2016
"Tilburg University","10.1007/s11764-016-0562-3",TRUE,2016
"Radboud University","10.1007/s10791-016-9286-2",TRUE,2016
"University of Twente","10.1007/s10995-016-2088-8",TRUE,2016
"Utrecht University","10.1007/s13394-016-0174-2",TRUE,2016
"Radboud University Medical Center","10.1007/s00228-016-2113-2",TRUE,2016
"Eindhoven University of Technology","10.1007/s11134-016-9497-7",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s00431-016-2756-0",TRUE,2016
"University of Groningen","10.1007/s40751-016-0022-8",TRUE,2016
"Radboud University Medical Center","10.1007/s11569-016-0273-2",TRUE,2016
"Utrecht University","10.1007/s41061-016-0060-0",TRUE,2016
"VU University Amsterdam","10.1007/s40750-016-0050-z",TRUE,2016
"Wageningen University","10.1007/s11104-016-3031-x",TRUE,2016
"VU University Amsterdam","10.1007/s00424-016-1865-y",TRUE,2016
"University of Twente","10.1007/s10404-016-1789-z",TRUE,2016
"Delft University of Technology","10.1007/s00339-016-0382-3",TRUE,2016
"University of Twente","10.1007/s11135-016-0400-8",TRUE,2016
"Utrecht University","10.1007/s10680-016-9391-3",TRUE,2016
"Academic Medical Center (AMC)","10.1007/s00068-016-0721-2",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s10067-016-3388-5",TRUE,2016
"University of Groningen","10.1007/s11098-016-0765-5",TRUE,2016
"Erasmus MC","10.1007/s00592-016-0896-3",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s10654-016-0192-0",TRUE,2016
"University of Groningen","10.1007/s10499-016-0053-6",TRUE,2016
"Utrecht University","10.1007/s10021-016-9995-9",TRUE,2016
"University Medical Center Utrecht","10.1007/s00104-016-0239-5",TRUE,2016
"Wageningen University","10.1007/s11295-016-1039-2",TRUE,2016
"Utrecht University","10.1007/s10901-016-9524-3",TRUE,2016
"University of Amsterdam","10.1007/s10290-016-0264-y",TRUE,2016
"Delft University of Technology","10.1007/s13272-016-0202-7",TRUE,2016
"Maastricht University","10.1007/s10803-016-2887-1",TRUE,2016
"Maastricht University","10.1007/s10354-016-0488-4",TRUE,2016
"Wageningen University","10.1007/s10886-016-0738-3",TRUE,2016
"University Medical Center Utrecht","10.1007/s13139-016-0445-6",TRUE,2016
"Leiden University Medical Center (LUMC)","10.1007/s00384-016-2633-3",TRUE,2016
"Radboud University","10.1007/s10336-016-1379-6",TRUE,2016
"University Medical Center Utrecht","10.1007/s00586-016-4716-9",TRUE,2016
"Leiden University","10.1007/s00228-016-2101-6",TRUE,2016
"Leiden University Medical Center (LUMC)","10.1007/s00256-016-2455-y",TRUE,2016
"Radboud University Medical Center","10.1007/s00345-016-1924-1",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s00464-016-5186-1",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s10689-016-9923-3",TRUE,2016
"University of Groningen","10.1007/s11104-016-3026-7",TRUE,2016
