"institution","DOI","is_hybrid","period"
"University of Amsterdam","10.1007/s10508-016-0763-x",TRUE,2016
"University of Amsterdam","10.1007/s10555-016-9632-2",TRUE,2016
"University of Twente","10.1007/s10514-016-9589-6",TRUE,2016
"University Medical Center Utrecht","10.1007/s00464-016-5070-z",TRUE,2016
"University of Groningen","10.1007/s11852-016-0448-6",TRUE,2016
"Erasmus University","10.1007/s11196-016-9486-5",TRUE,2016
"Leiden University","10.1007/s10610-016-9321-2",TRUE,2016
"Eindhoven University of Technology","10.1007/s10270-016-0545-x",TRUE,2016
"Academic Medical Center (AMC)","10.1007/s00330-016-4478-0",TRUE,2016
"Maastricht University","10.1007/s10459-016-9701-x",TRUE,2016
"Delft University of Technology","10.1007/s11661-016-3642-0",TRUE,2016
"Leiden University","10.1007/s12526-016-0543-9",TRUE,2016
"Leiden University","10.1007/s13735-016-0106-7",TRUE,2016
"Erasmus MC","10.1007/s10995-016-2046-5",TRUE,2016
"University Medical Center Utrecht","10.1007/s10911-016-9358-3",TRUE,2016
"Maastricht University","10.1007/s12026-016-8821-y",TRUE,2016
"Wageningen University","10.1007/s10346-016-0739-x",TRUE,2016
"Tilburg University","10.1007/s13235-016-0201-7",TRUE,2016
"Radboud University Medical Center","10.1007/s10995-016-2050-9",TRUE,2016
"Erasmus University","10.1007/s10648-016-9380-4",TRUE,2016
"Maastricht University","10.1007/s00213-016-4371-1",TRUE,2016
"Academic Medical Center (AMC)","10.1007/s00270-016-1337-y",TRUE,2016
"University Medical Center Utrecht","10.1007/s00586-016-4596-z",TRUE,2016
"Wageningen University","10.1007/s11135-016-0378-2",TRUE,2016
"Utrecht University","10.1007/s12671-016-0554-4",TRUE,2016
"Maastricht University","10.1007/s00182-016-0544-8",TRUE,2016
"Radboud University Medical Center","10.1007/s11764-016-0558-z",TRUE,2016
"Utrecht University","10.1007/s00607-016-0502-0",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s00270-016-1415-1",TRUE,2016
"Maastricht University","10.1007/s40273-016-0429-5",TRUE,2016
"VU University Amsterdam","10.1007/s10802-016-0175-3",TRUE,2016
"Leiden University","10.1007/s11192-016-2041-z",TRUE,2016
"Delft University of Technology","10.1007/s10444-016-9468-x",TRUE,2016
"Eindhoven University of Technology","10.1007/s10883-016-9329-4",TRUE,2016
"University of Twente","10.1007/s12350-016-0571-7",TRUE,2016
"VU University Amsterdam","10.1007/s10640-016-0045-z",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s10554-016-0949-2",TRUE,2016
"Wageningen University","10.1007/s11103-016-0508-1",TRUE,2016
"University of Amsterdam","10.1007/s11187-016-9785-y",TRUE,2016
"VU University Amsterdam","10.1007/s00221-016-4734-1",TRUE,2016
"Maastricht University Medical Center (UMC+)","10.1007/s11096-016-0353-y",TRUE,2016
"University Medical Center Utrecht","10.1007/s10620-016-4249-4",TRUE,2016
"Delft University of Technology","10.1007/s11948-016-9809-7",TRUE,2016
"Utrecht University","10.1007/s11229-016-1148-3",TRUE,2016
"Eindhoven University of Technology","10.1007/s11116-016-9725-3",TRUE,2016
"Eindhoven University of Technology","10.1007/s11134-016-9492-z",TRUE,2016
"Erasmus MC","10.1007/s00586-016-4684-0",TRUE,2016
"Utrecht University","10.1007/s00221-016-4702-9",TRUE,2016
"VU University Amsterdam","10.1007/s00216-016-9723-5",TRUE,2016
"University of Amsterdam","10.1007/s11133-016-9333-8",TRUE,2016
"Delft University of Technology","10.1007/s00158-016-1522-2",TRUE,2016
"Utrecht University","10.1007/s13524-016-0486-6",TRUE,2016
"Maastricht University","10.1007/s10645-016-9278-z",TRUE,2016
"Leiden University","10.1007/s00216-016-9742-2",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s11307-016-0979-0",TRUE,2016
"VU University Amsterdam","10.1007/s13178-016-0241-1",TRUE,2016
"University of Twente","10.1007/s12369-016-0368-5",TRUE,2016
"Maastricht University Medical Center (UMC+)","10.1007/s13760-016-0662-x",TRUE,2016
"University of Amsterdam","10.1007/s10551-016-3251-2",TRUE,2016
"Utrecht University","10.1007/s11162-016-9429-8",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s11060-016-2204-z",TRUE,2016
"Utrecht University","10.1007/s00204-016-1802-z",TRUE,2016
"Maastricht University","10.1007/s00213-016-4377-8",TRUE,2016
"Academic Medical Center (AMC)","10.1007/s00068-016-0711-4",TRUE,2016
"Radboud University Medical Center","10.1007/s00330-016-4504-2",TRUE,2016
"Leiden University Medical Center (LUMC)","10.1007/s12350-016-0595-z",TRUE,2016
"Delft University of Technology","10.1007/s00190-016-0941-6",TRUE,2016
"University of Groningen","10.1007/s10198-016-0819-9",TRUE,2016
"University Medical Center Utrecht","10.1007/s10459-016-9698-1",TRUE,2016
"Hubrecht Institute for Developmental Biology and Stem Cell Resea","10.1007/s00125-016-4049-6",TRUE,2016
"Radboud University","10.1140/epjb/e2016-70273-5",TRUE,2016
