pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
23;Universität Konstanz;The European Journal of Health Economics;1618-7601;10.1007/s10198-022-01447-9;https://doi.org/10.1007/s10198-022-01447-9;17.03.2022;11.02.2022;2750;originalpaper;Research Article;optin
24;Universität Konstanz;cultura & psyché;2730-5732;10.1007/s43638-021-00029-5;https://doi.org/10.1007/s43638-021-00029-5;10.01.2022;22.11.2021;2750;originalpaper;Research Article;optin
25;Universität Konstanz;Calculus of Variations and Partial Differential Equations;1432-0835;10.1007/s00526-022-02326-0;https://doi.org/10.1007/s00526-022-02326-0;08.10.2022;21.09.2022;2750;originalpaper;Research Article;optin
26;Universität Konstanz;ZDM – Mathematics Education;1863-9704;10.1007/s11858-022-01425-8;https://doi.org/10.1007/s11858-022-01425-8;26.10.2022;16.08.2022;2750;originalpaper;Research Article;optin
27;Universität Konstanz;BioSpektrum;1868-6249;10.1007/s12268-022-1811-9;https://doi.org/10.1007/s12268-022-1811-9;30.08.2022;;917;letter;Non Research Article;optin
28;Universität Konstanz;Erkenntnis;1572-8420;10.1007/s10670-022-00600-3;https://doi.org/10.1007/s10670-022-00600-3;19.08.2022;10.07.2022;2750;originalpaper;Research Article;optin
29;Universität Konstanz;Axiomathes;1572-8390;10.1007/s10516-022-09637-z;https://doi.org/10.1007/s10516-022-09637-z;13.10.2022;09.09.2022;2750;originalpaper;Research Article;optin
30;Universität Konstanz;Potential Analysis;1572-929X;10.1007/s11118-022-09985-w;https://doi.org/10.1007/s11118-022-09985-w;27.01.2022;05.01.2022;2750;originalpaper;Research Article;optin
31;Universität Konstanz;Synthese;1573-0964;10.1007/s11229-022-03905-6;https://doi.org/10.1007/s11229-022-03905-6;12.10.2022;16.08.2022;2750;originalpaper;Research Article;optin
32;Universität Konstanz;Behavior Research Methods;1554-3528;10.3758/s13428-021-01776-2;https://doi.org/10.3758/s13428-021-01776-2;01.03.2022;15.12.2021;2750;originalpaper;Research Article;optin
33;Universität Konstanz;Interest Groups & Advocacy;2047-7422;10.1057/s41309-022-00172-1;https://doi.org/10.1057/s41309-022-00172-1;15.11.2022;19.10.2022;2750;originalpaper;Research Article;optin
34;Universität Konstanz;Synthese;1573-0964;10.1007/s11229-022-03819-3;https://doi.org/10.1007/s11229-022-03819-3;19.08.2022;18.07.2022;2750;originalpaper;Research Article;optin
35;Universität Konstanz;Cell Biology and Toxicology;1573-6822;10.1007/s10565-022-09739-9;https://doi.org/10.1007/s10565-022-09739-9;01.07.2022;20.06.2022;2750;originalpaper;Research Article;optin
36;Universität Konstanz;German Journal of Exercise and Sport Research;2509-3150;10.1007/s12662-021-00795-7;https://doi.org/10.1007/s12662-021-00795-7;24.01.2022;23.12.2021;2750;briefcommunication;Research Article;optin
37;Universität Konstanz;Politische Vierteljahresschrift;1862-2860;10.1007/s11615-022-00377-8;https://doi.org/10.1007/s11615-022-00377-8;22.02.2022;18.01.2022;2750;originalpaper;Research Article;optin
38;Universität Konstanz;Journal of Low Temperature Physics;1573-7357;10.1007/s10909-022-02763-3;https://doi.org/10.1007/s10909-022-02763-3;15.06.2022;02.06.2022;917;editorialnotes;Non Research Article;optin
39;Universität Konstanz;Zeitschrift für Vergleichende Politikwissenschaft;1865-2654;10.1007/s12286-021-00513-5;https://doi.org/10.1007/s12286-021-00513-5;13.01.2022;17.12.2021;2750;originalpaper;Research Article;optin
40;Universität Konstanz;cultura & psyché;2730-5732;10.1007/s43638-022-00036-0;https://doi.org/10.1007/s43638-022-00036-0;16.04.2022;23.03.2022;917;editorialnotes;Non Research Article;optin
41;Universität Konstanz;Applied Mathematics & Optimization;1432-0606;10.1007/s00245-022-09900-0;https://doi.org/10.1007/s00245-022-09900-0;14.09.2022;09.07.2022;2750;originalpaper;Research Article;optin
42;Universität Konstanz;Biology & Philosophy;1572-8404;10.1007/s10539-022-09872-z;https://doi.org/10.1007/s10539-022-09872-z;11.09.2022;14.08.2022;2750;originalpaper;Research Article;optin
43;Universität Konstanz;Dialectical Anthropology;1573-0786;10.1007/s10624-022-09666-5;https://doi.org/10.1007/s10624-022-09666-5;23.08.2022;03.08.2022;2750;originalpaper;Research Article;optin
44;Universität Konstanz;Studies in Comparative International Development;1936-6167;10.1007/s12116-022-09363-y;https://doi.org/10.1007/s12116-022-09363-y;05.08.2022;24.05.2022;2750;originalpaper;Research Article;optin
45;Universität Konstanz;Journal of Child and Family Studies;1573-2843;10.1007/s10826-022-02343-9;https://doi.org/10.1007/s10826-022-02343-9;02.07.2022;13.06.2022;2750;originalpaper;Research Article;optin
46;Universität Konstanz;Integral Equations and Operator Theory;1420-8989;10.1007/s00020-022-02722-3;https://doi.org/10.1007/s00020-022-02722-3;15.12.2022;23.11.2022;2750;originalpaper;Research Article;optin
47;Universität Konstanz;Vocations and Learning;1874-7868;10.1007/s12186-021-09282-4;https://doi.org/10.1007/s12186-021-09282-4;24.01.2022;11.12.2021;2750;originalpaper;Research Article;optin
48;Universität Konstanz;cultura & psyché;2730-5732;10.1007/s43638-022-00040-4;https://doi.org/10.1007/s43638-022-00040-4;20.10.2022;03.09.2022;2750;originalpaper;Research Article;optin
49;Universität Konstanz;International Politics;1740-3898;10.1057/s41311-022-00389-6;https://doi.org/10.1057/s41311-022-00389-6;12.04.2022;11.03.2022;2750;originalpaper;Research Article;optin
50;Universität Konstanz;Social Indicators Research;1573-0921;10.1007/s11205-022-02890-0;https://doi.org/10.1007/s11205-022-02890-0;14.03.2022;23.01.2022;2750;originalpaper;Research Article;optin
51;Universität Konstanz;Higher Education;1573-174X;10.1007/s10734-022-00866-0;https://doi.org/10.1007/s10734-022-00866-0;19.05.2022;27.04.2022;2750;originalpaper;Research Article;optin
