institution,period,euro,doi,is_hybrid,colour charge,cover charge,page charge,permission,reprint,submission fee,payment fee,other
DLR,2023,4852.64,10.1038/s41467-023-42389-x,False,,,,,,,,
DLR,2023,4852.64,10.1038/s41467-023-43888-7,False,,,,,,,,
DLR,2023,1242.0,10.1038/s41526-023-00267-2,False,,,,,,,,
DLR,2023,1242.0,10.1038/s41526-023-00300-4,False,,,,,,,,
DLR,2023,1242.0,10.1038/s41526-023-00318-8,False,,,,,,,,
DLR,2023,2680.65,10.1038/s41526-023-00327-7,False,,,,,,,,
DLR,2023,1740.68,10.1038/s41597-023-01992-9,False,,,,,,,,
DLR,2023,1740.68,10.1038/s41597-023-02045-x,False,,,,,,,,
DLR,2023,1740.68,10.1038/s41598-023-29061-6,False,,,,,,,,
DLR,2023,1740.68,10.1038/s41598-023-31120-x,False,,,,,,,,
DLR,2023,1740.68,10.1038/s41598-023-31264-w,False,,,,,,,,
DLR,2023,1740.68,10.1038/s41598-023-36190-5,False,,,,,,,,
DLR,2023,1740.68,10.1038/s41598-023-39886-w,False,,,,,,,,
DLR,2023,1740.68,10.1038/s41598-023-43482-3,False,,,,,,,,
DLR,2023,1740.68,10.1038/s41598-023-43707-5,False,,,,,,,,
DLR,2023,1740.68,10.1038/s41598-023-48559-7,False,,,,,,,,
DLR,2023,2095.95,10.1039/d2cp04423d,True,,1169.59,,,,,,
DLR,2023,2876.54,10.1039/d3se01156a,True,,,,,,,,
DLR,2023,2824.54,10.1039/d3ta01298k,True,,,,,,,,
DLR,2023,1680.0,10.1049/mia2.12373,False,,,,,,,,
DLR,2023,1808.0,10.1049/rsn2.12505,False,,,,,,,,
DLR,2023,270.0,10.1051/aacus/2023009,False,,,,,,,,
DLR,2023,1376.65,10.1063/5.0129504,False,,,,,,,,
DLR,2023,2180.0,10.1080/10106049.2023.2286305,False,,,,,,,,
DLR,2023,2895.0,10.1080/19490976.2023.2259033,False,,,,,,,,
DLR,2023,2497.1,10.1103/physrevresearch.5.033057,False,,,,,,,,
DLR,2023,2432.33,10.1103/physrevresearch.5.l012030,False,,,,,,,,
DLR,2023,2540.08,10.1103/physrevresearch.6.l012013,False,,,,,,,,
DLR,2023,909.85,10.1109/access.2023.3276475,False,,,,,,,,
DLR,2023,1430.67,10.1109/access.2023.3277785,False,,,,,,,,
DLR,2023,1430.67,10.1109/access.2023.3316354,False,,,,,,,,
DLR,2023,1430.67,10.1109/access.2023.3329060,False,,,,,,,,
DLR,2023,1174.48,10.1109/jstars.2023.3244866,False,,,,,,,,
DLR,2023,1172.06,10.1109/jstars.2023.3257047,False,,,,,,,,
DLR,2023,1167.35,10.1109/jstars.2023.3258059,False,,,,,,,,
DLR,2023,1132.55,10.1109/jstars.2023.3292350,False,,,,,,,,
DLR,2023,1132.55,10.1109/jstars.2023.3297267,False,,,,,,,,
DLR,2023,1156.12,10.1109/jstars.2023.3302026,False,,,,,,,,
DLR,2023,1156.12,10.1109/jstars.2023.3310209,False,,,,,,,,
DLR,2023,1156.12,10.1109/jstars.2023.3310211,False,,,,,,,,
DLR,2023,1175.03,10.1109/jstars.2023.3316306,False,,,,,,,,
DLR,2023,1169.65,10.1109/jstars.2023.3333969,False,,,,,,,,
DLR,2023,1141.14,10.1109/jstars.2023.3338982,False,,,,,,,,
DLR,2023,1128.46,10.1109/jstars.2023.3345139,False,,,,,,,,
DLR,2023,1128.46,10.1109/jstars.2023.3346181,False,,,,,,,,
DLR,2023,1988.77,10.1109/lgrs.2023.3273737,True,,,409.54,,,,,
DLR,2023,2136.87,10.1109/lgrs.2023.3309944,True,,,377.18,,,,,
DLR,2023,2194.25,10.1109/lgrs.2023.3337042,True,,,,,,,,
DLR,2023,2188.32,10.1109/lra.2023.3280820,True,,,326.61,,,,,
DLR,2023,2744.43,10.1109/mitp.2023.3339449,True,,,,,,,,
DLR,2023,1430.67,10.1109/ojap.2023.3258147,False,,,,,,,,
DLR,2023,1430.67,10.1109/ojits.2023.3266800,False,,,,,,,,
DLR,2023,919.08,10.1109/ojsp.2023.3344076,False,,,,,,,,
DLR,2023,2014.5,10.1109/tgrs.2023.3237008,True,,,1899.78,,,,,
DLR,2023,2194.25,10.1109/tgrs.2023.3331599,True,,,1506.5,,,,,
DLR,2023,1755.4,10.1109/tgrs.2023.3333932,True,,,1871.44,,,,,
DLR,2023,2011.15,10.1109/tgrs.2023.3345415,True,,,847.77,,,,,
DLR,2023,2168.89,10.1109/tmbmc.2023.3303363,True,,,,,,,,
DLR,2023,1430.67,10.1109/tqe.2023.3338970,False,,,,,,,,
DLR,2023,2054.28,10.1109/tvt.2022.3230357,True,,,823.59,,,,,
DLR,2023,2019.51,10.1109/tvt.2023.3339299,True,,,1219.29,,,,,
DLR,2023,2041.37,10.1109/twc.2023.3344183,True,,,1209.57,,,,,
DLR,2023,1983.41,10.1121/10.0020584,True,,,734.01,,,,,
DLR,2023,1121.86,10.1121/10.0020992,False,,,,,,,,
DLR,2023,1717.65,10.1127/metz/2023/1157,False,,,,,,,,
DLR,2023,517.65,10.1127/metz/2023/1186,False,,,,,,,,
DLR,2023,1617.65,10.1127/metz/2023/1194,False,,,,,,,,
DLR,2023,1417.65,10.1127/metz/2023/1202,False,,,,,,,,
DLR,2023,1496.0,10.1128/aem.01329-23,True,,,1496.0,,,,,
DLR,2023,886.97,10.1140/epjti/s40485-023-00097-2,False,,,,,,,,
DLR,2023,1769.0,10.1155/2023/1349269,False,,,,,,,,
DLR,2023,1025.12,10.1175/jcli-d-22-0512.1,True,,,,,,,,
DLR,2023,1064.37,10.1186/s12544-023-00602-4,False,,,,,,,,
DLR,2023,1064.37,10.1186/s12544-023-00604-2,False,,,,,,,,
DLR,2023,1924.72,10.1186/s12942-023-00333-8,False,,,,,,,,
DLR,2023,2031.16,10.1186/s12984-023-01171-2,False,,,,,,,,
DLR,2023,960.0,10.1186/s40623-023-01805-8,False,,,,,,,,
DLR,2023,576.53,10.1186/s41072-023-00138-9,False,,,,,,,,
DLR,2023,650.0,10.12716/1001.17.01.02,False,,,,,,,,
DLR,2023,1184.0,10.14814/phy2.15739,False,,,,,,,,
DLR,2023,450.0,10.22331/q-2023-07-20-1063,False,,,,,,,,
DLR,2023,2136.75,10.2514/1.a35647,True,,,,,,,,
DLR,2023,2205.88,10.2514/1.c037262,True,,,,,,,,
DLR,2023,1947.35,10.2514/1.d0363,True,,,,,,,,
DLR,2023,2339.29,10.2514/1.j063258,True,,,,,,,,
DLR,2023,1649.41,10.26077/c2f4-3236,False,,,,,,,,
DLR,2023,986.49,10.33012/navi.556,False,,,,,,,,
DLR,2023,1536.18,10.33012/navi.557,False,,,,,,,,
DLR,2023,1366.56,10.33012/navi.609,False,,,,,,,,
DLR,2023,2600.27,10.3389/fchem.2023.1291065,False,,,,,,,,
DLR,2023,994.34,10.3389/fcomp.2023.1154476,False,,,,,,,,
DLR,2023,2545.03,10.3389/fcvm.2023.1250727,False,,,,,,,,
DLR,2023,1650.76,10.3389/fhort.2023.1185468,False,,,,,,,,
DLR,2023,2545.03,10.3389/fmars.2023.1058460,False,,,,,,,,
DLR,2023,2545.03,10.3389/fmars.2023.1158524,False,,,,,,,,
DLR,2023,2559.47,10.3389/fmars.2023.1158524 ,False,,,,,,,,
DLR,2023,2545.03,10.3389/fmicb.2023.1233740,False,,,,,,,,
DLR,2023,2545.03,10.3389/fmicb.2023.1272734,False,,,,,,,,
DLR,2023,2545.03,10.3389/fnins.2022.1107752,False,,,,,,,,
DLR,2023,2545.03,10.3389/fnins.2023.1085282,False,,,,,,,,
DLR,2023,2600.27,10.3389/fnins.2023.1297197,False,,,,,,,,
DLR,2023,2545.03,10.3389/fnut.2023.1170873,False,,,,,,,,
DLR,2023,2545.03,10.3389/fphys.2023.1244279,False,,,,,,,,
DLR,2023,2545.03,10.3389/fpsyg.2023.1168311,False,,,,,,,,
DLR,2023,2545.03,10.3389/fpsyg.2023.1173622,False,,,,,,,,
DLR,2023,2545.03,10.3389/fpubh.2023.1063250,False,,,,,,,,
DLR,2023,1641.44,10.3389/frobt.2023.1171255,False,,,,,,,,
DLR,2023,1641.44,10.3389/frobt.2023.1253049,False,,,,,,,,
DLR,2023,753.64,10.3389/frsen.2022.1100012,False,,,,,,,,
DLR,2023,899.58,10.3390/admsci13010010,False,,,,,,,,
DLR,2023,1273.57,10.3390/aerospace10010081,False,,,,,,,,
DLR,2023,1009.89,10.3390/aerospace10020117,False,,,,,,,,
DLR,2023,889.48,10.3390/aerospace10020154,False,,,,,,,,
DLR,2023,1265.12,10.3390/aerospace10030210,False,,,,,,,,
DLR,2023,1536.22,10.3390/aerospace10030218,False,,,,,,,,
DLR,2023,1371.28,10.3390/aerospace10030273,False,,,,,,,,
DLR,2023,1270.45,10.3390/aerospace10030278,False,,,,,,,,
DLR,2023,548.15,10.3390/aerospace10050405,False,,,,,,,,
DLR,2023,1572.27,10.3390/aerospace10050450,False,,,,,,,,
DLR,2023,1007.09,10.3390/aerospace10050452,False,,,,,,,,
DLR,2023,1520.89,10.3390/aerospace10060538,False,,,,,,,,
DLR,2023,1566.9,10.3390/aerospace10070604,False,,,,,,,,
DLR,2023,1566.9,10.3390/aerospace10070633,False,,,,,,,,
DLR,2023,2109.07,10.3390/aerospace10100835,False,,,,,,,,
DLR,2023,2114.23,10.3390/aerospace10110947,False,,,,,,,,
DLR,2023,2182.43,10.3390/aerospace11020103,False,,,,,,,,
DLR,2023,1954.79,10.3390/app13031778,False,,,,,,,,
DLR,2023,1954.79,10.3390/app13031872,False,,,,,,,,
DLR,2023,1962.96,10.3390/app13042311,False,,,,,,,,
DLR,2023,1962.96,10.3390/app13052879,False,,,,,,,,
DLR,2023,1971.21,10.3390/app13063456,False,,,,,,,,
DLR,2023,2038.26,10.3390/app13169083,False,,,,,,,,
DLR,2023,2026.17,10.3390/app132011452,False,,,,,,,,
DLR,2023,2091.5,10.3390/app14020850,False,,,,,,,,
DLR,2023,1405.69,10.3390/atmos14030488,False,,,,,,,,
DLR,2023,1590.9,10.3390/batteries9070379,False,,,,,,,,
DLR,2023,1037.36,10.3390/batteries9080401,False,,,,,,,,
DLR,2023,1949.0,10.3390/buildings13092253,False,,,,,,,,
DLR,2023,2040.32,10.3390/cancers15092472,False,,,,,,,,
DLR,2023,1475.97,10.3390/catal13020343,False,,,,,,,,
DLR,2023,1438.68,10.3390/coatings13050905,False,,,,,,,,
DLR,2023,1347.32,10.3390/coatings13111925,False,,,,,,,,
DLR,2023,1359.86,10.3390/drones7020075,False,,,,,,,,
DLR,2023,1638.58,10.3390/drones7070464,False,,,,,,,,
DLR,2023,2290.45,10.3390/drones7110671,False,,,,,,,,
DLR,2023,1746.96,10.3390/electronics12122632,False,,,,,,,,
DLR,2023,1369.85,10.3390/en16020924,False,,,,,,,,
DLR,2023,1898.21,10.3390/en16104145,False,,,,,,,,
DLR,2023,1921.66,10.3390/en16114319,False,,,,,,,,
DLR,2023,1921.66,10.3390/en16124594,False,,,,,,,,
DLR,2023,1915.1,10.3390/en16145241,False,,,,,,,,
DLR,2023,1498.41,10.3390/en16186512,False,,,,,,,,
DLR,2023,2290.45,10.3390/en16217344,False,,,,,,,,
DLR,2023,2377.14,10.3390/en17010016,False,,,,,,,,
DLR,2023,1409.5,10.3390/fi15100331,False,,,,,,,,
DLR,2023,870.5,10.3390/futuretransp3030051,False,,,,,,,,
DLR,2023,1920.22,10.3390/ijerph20126113,False,,,,,,,,
DLR,2023,1466.79,10.3390/ijgi12040175,False,,,,,,,,
DLR,2023,310.92,10.3390/ijtpp8040047,False,,,,,,,,
DLR,2023,1425.07,10.3390/jcs7090371,False,,,,,,,,
DLR,2023,1409.5,10.3390/jcs7100427,False,,,,,,,,
DLR,2023,1211.07,10.3390/jcs8020076,False,,,,,,,,
DLR,2023,1425.07,10.3390/jmmp7050154,False,,,,,,,,
DLR,2023,2377.14,10.3390/ma17010161,False,,,,,,,,
DLR,2023,1885.5,10.3390/membranes13030328,False,,,,,,,,
DLR,2023,2147.89,10.3390/rs15020315,False,,,,,,,,
DLR,2023,2033.23,10.3390/rs15041153,False,,,,,,,,
DLR,2023,2133.64,10.3390/rs15051247,False,,,,,,,,
DLR,2023,2133.64,10.3390/rs15051377,False,,,,,,,,
DLR,2023,2041.79,10.3390/rs15061631,False,,,,,,,,
DLR,2023,2142.62,10.3390/rs15071742,False,,,,,,,,
DLR,2023,2157.05,10.3390/rs15082064,False,,,,,,,,
DLR,2023,2157.05,10.3390/rs15082148,False,,,,,,,,
DLR,2023,2157.05,10.3390/rs15092286,False,,,,,,,,
DLR,2023,2080.94,10.3390/rs15102503,False,,,,,,,,
DLR,2023,2176.25,10.3390/rs15123129,False,,,,,,,,
DLR,2023,2209.59,10.3390/rs15143616,False,,,,,,,,
DLR,2023,2404.79,10.3390/rs15164025,False,,,,,,,,
DLR,2023,1414.58,10.3390/rs15174209,False,,,,,,,,
DLR,2023,2300.01,10.3390/rs15174234,False,,,,,,,,
DLR,2023,2407.79,10.3390/rs15174308,False,,,,,,,,
DLR,2023,2404.79,10.3390/rs15184366,False,,,,,,,,
DLR,2023,1409.35,10.3390/rs15184500,False,,,,,,,,
DLR,2023,1409.34,10.3390/rs15184500 ,False,,,,,,,,
DLR,2023,979.4,10.3390/rs15205049,False,,,,,,,,
DLR,2023,2048.3,10.3390/s23042339,False,,,,,,,,
DLR,2023,2315.73,10.3390/s23187785,False,,,,,,,,
DLR,2023,2290.45,10.3390/s23229232,False,,,,,,,,
DLR,2023,2377.14,10.3390/s24010282,False,,,,,,,,
DLR,2023,2364.31,10.3390/s24020477,False,,,,,,,,
DLR,2023,1436.16,10.3390/safety10010001,False,,,,,,,,
DLR,2023,1199.87,10.3390/smartcities6020046,False,,,,,,,,
DLR,2023,1915.1,10.3390/su151310303,False,,,,,,,,
DLR,2023,1944.43,10.3390/su151511692,False,,,,,,,,
DLR,2023,2194.26,10.3390/systems11120578,False,,,,,,,,
DLR,2023,1246.93,10.3390/vehicles5030063,False,,,,,,,,
DLR,2023,1233.32,10.3390/vehicles5040074,False,,,,,,,,
DLR,2023,2972.27,10.3847/psj/acaf79,False,,,,,,,,
DLR,2023,6831.6,10.3847/psj/acebed,False,,,,,,,,
DLR,2023,1440.0,10.5194/acp-2022-795,False,,,,,,,,
DLR,2023,1710.0,10.5194/acp-22-15559-2022,False,,,,,,,,
DLR,2023,1500.0,10.5194/acp-23-10731-2023,False,,,,,,,,
DLR,2023,1425.0,10.5194/acp-23-15609-2023,False,,,,,,,,
DLR,2023,1530.0,10.5194/acp-23-15749-2023,False,,,,,,,,
DLR,2023,1800.0,10.5194/acp-23-1599-2023,False,,,,,,,,
DLR,2023,1890.0,10.5194/acp-23-1941-2023,False,,,,,,,,
DLR,2023,1350.0,10.5194/acp-23-3103-2023,False,,,,,,,,
DLR,2023,1725.0,10.5194/acp-23-587-2023,False,,,,,,,,
DLR,2023,1800.0,10.5194/acp-23-7257-2023,False,,,,,,,,
DLR,2023,1170.0,10.5194/acp-23-8369-2023,False,,,,,,,,
DLR,2023,1440.0,10.5194/acp-23-8515-2023,False,,,,,,,,
DLR,2023,975.0,10.5194/acp-23-949-2023,False,,,,,,,,
DLR,2023,1800.0,10.5194/acp-23-999-2023,False,,,,,,,,
DLR,2023,1800.0,10.5194/acp-24-1005-2024,False,,,,,,,,
DLR,2023,1125.0,10.5194/amt-16-1087-2023,False,,,,,,,,
DLR,2023,1209.0,10.5194/amt-16-3141-2023,False,,,,,,,,
DLR,2023,1500.0,10.5194/amt-16-4195-2023,False,,,,,,,,
DLR,2023,2340.0,10.5194/amt-16-4331-2023,False,,,,,,,,
DLR,2023,1620.0,10.5194/amt-16-57-2023,False,,,,,,,,
DLR,2023,825.0,10.5194/amt-16-5897-2023,False,,,,,,,,
DLR,2023,1875.0,10.5194/egusphere-2023-2638,False,,,,,,,,
DLR,2023,1875.0,10.5194/esd-14-835-2023,False,,,,,,,,
DLR,2023,1600.0,10.5194/gmd-16-1459-2023,False,,,,,,,,
DLR,2023,1600.0,10.5194/gmd-16-315-2023,False,,,,,,,,
DLR,2023,1600.0,10.5194/gmd-16-4405-2023,False,,,,,,,,
DLR,2023,1600.0,10.5194/gmd-16-5561-2023,False,,,,,,,,
DLR,2023,1620.0,10.5194/nhess-23-3913-2023,False,,,,,,,,
DLR,2023,1875.0,10.5194/se-14-683-2023,False,,,,,,,,
DLR,2023,1380.0,10.5194/wes-8-515-2023,False,,,,,,,,
DLR,2023,945.18,10.5334/cstp.502,False,,,,,,,,
