pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
22;Humboldt-Universität zu Berlin;Zeitschrift für Ethik und Moralphilosophie;2522-0071;10.1007/s42048-021-00114-7;https://doi.org/10.1007/s42048-021-00114-7;07.02.2022;14.12.2021;2750;originalpaper;Research Article;optin
23;Humboldt-Universität zu Berlin;German Journal of Exercise and Sport Research;2509-3150;10.1007/s12662-021-00793-9;https://doi.org/10.1007/s12662-021-00793-9;05.01.2022;07.12.2021;2750;originalpaper;Research Article;optin
24;Humboldt-Universität zu Berlin;List Forum für Wirtschafts- und Finanzpolitik;2364-3943;10.1007/s41025-022-00237-8;https://doi.org/10.1007/s41025-022-00237-8;14.04.2022;14.02.2022;2750;originalpaper;Research Article;optin
25;Humboldt-Universität zu Berlin;Digital Finance;2524-6186;10.1007/s42521-022-00064-8;https://doi.org/10.1007/s42521-022-00064-8;02.09.2022;28.07.2022;2750;briefcommunication;Research Article;optin
26;Humboldt-Universität zu Berlin;Plant and Soil;1573-5036;10.1007/s11104-022-05459-5;https://doi.org/10.1007/s11104-022-05459-5;03.05.2022;22.04.2022;2750;originalpaper;Research Article;optin
27;Humboldt-Universität zu Berlin;Tropical Animal Health and Production;1573-7438;10.1007/s11250-022-03141-7;https://doi.org/10.1007/s11250-022-03141-7;25.03.2022;14.03.2022;2750;briefcommunication;Research Article;optin
28;Humboldt-Universität zu Berlin;Journal of Nonverbal Behavior;1573-3653;10.1007/s10919-022-00400-x;https://doi.org/10.1007/s10919-022-00400-x;22.04.2022;03.01.2022;2750;originalpaper;Research Article;optin
29;Humboldt-Universität zu Berlin;Journal of Nonlinear Science;1432-1467;10.1007/s00332-022-09847-0;https://doi.org/10.1007/s00332-022-09847-0;20.12.2022;25.08.2022;2750;originalpaper;Research Article;optin
30;Humboldt-Universität zu Berlin;Occupational Health Science;2367-0142;10.1007/s41542-022-00124-w;https://doi.org/10.1007/s41542-022-00124-w;17.09.2022;02.09.2022;2750;originalpaper;Research Article;optin
31;Humboldt-Universität zu Berlin;International Journal of Artificial Intelligence in Education;1560-4306;10.1007/s40593-022-00303-4;https://doi.org/10.1007/s40593-022-00303-4;02.08.2022;11.07.2022;2750;originalpaper;Research Article;optin
32;Humboldt-Universität zu Berlin;Journal of Dynamics and Differential Equations;1572-9222;10.1007/s10884-022-10236-0;https://doi.org/10.1007/s10884-022-10236-0;22.12.2022;25.11.2022;2750;originalpaper;Research Article;optin
33;Humboldt-Universität zu Berlin;Computational Optimization and Applications;1573-2894;10.1007/s10589-022-00408-5;https://doi.org/10.1007/s10589-022-00408-5;25.08.2022;02.08.2022;2750;originalpaper;Research Article;optin
34;Humboldt-Universität zu Berlin;Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO);2366-6218;10.1007/s11612-021-00613-6;https://doi.org/10.1007/s11612-021-00613-6;21.01.2022;03.11.2021;2750;originalpaper;Research Article;optin
35;Humboldt-Universität zu Berlin;Analytical and Bioanalytical Chemistry;1618-2650;10.1007/s00216-022-04450-4;https://doi.org/10.1007/s00216-022-04450-4;30.11.2022;17.11.2022;2750;briefcommunication;Research Article;optin
36;Humboldt-Universität zu Berlin;Biogerontology;1573-6768;10.1007/s10522-022-09969-8;https://doi.org/10.1007/s10522-022-09969-8;24.06.2022;16.05.2022;2750;originalpaper;Research Article;optin
37;Humboldt-Universität zu Berlin;Food Security;1876-4525;10.1007/s12571-022-01339-z;https://doi.org/10.1007/s12571-022-01339-z;26.12.2022;09.12.2022;2750;originalpaper;Research Article;optin
38;Humboldt-Universität zu Berlin;Digital Finance;2524-6186;10.1007/s42521-022-00048-8;https://doi.org/10.1007/s42521-022-00048-8;21.02.2022;21.01.2022;2750;originalpaper;Research Article;optin
39;Humboldt-Universität zu Berlin;European Journal of Psychology of Education;1878-5174;10.1007/s10212-022-00653-6;https://doi.org/10.1007/s10212-022-00653-6;03.12.2022;02.11.2022;2750;originalpaper;Research Article;optin
40;Humboldt-Universität zu Berlin;Journal of Comparative Physiology A;1432-1351;10.1007/s00359-022-01542-5;https://doi.org/10.1007/s00359-022-01542-5;04.02.2022;10.01.2022;2750;originalpaper;Research Article;optin
41;Humboldt-Universität zu Berlin;Ethical Theory and Moral Practice;1572-8447;10.1007/s10677-022-10287-8;https://doi.org/10.1007/s10677-022-10287-8;02.08.2022;17.03.2022;2750;originalpaper;Research Article;optin
42;Humboldt-Universität zu Berlin;Neue Politische Literatur;2197-6082;10.1007/s42520-022-00466-3;https://doi.org/10.1007/s42520-022-00466-3;15.12.2022;22.09.2022;2750;reviewpaper;Research Article;optin
43;Humboldt-Universität zu Berlin;Zeitschrift für Literaturwissenschaft und Linguistik;2365-953X;10.1007/s41244-022-00252-4;https://doi.org/10.1007/s41244-022-00252-4;11.05.2022;23.12.2021;2750;originalpaper;Research Article;optin
44;Humboldt-Universität zu Berlin;General Relativity and Gravitation;1572-9532;10.1007/s10714-022-03000-8;https://doi.org/10.1007/s10714-022-03000-8;03.10.2022;14.09.2022;2750;originalpaper;Research Article;optin
45;Humboldt-Universität zu Berlin;Biological Cybernetics;1432-0770;10.1007/s00422-022-00920-1;https://doi.org/10.1007/s00422-022-00920-1;15.02.2022;11.01.2022;2750;reviewpaper;Research Article;optin
46;Humboldt-Universität zu Berlin;International Journal of Science and Mathematics Education;1573-1774;10.1007/s10763-022-10253-x;https://doi.org/10.1007/s10763-022-10253-x;11.02.2022;26.01.2022;2750;originalpaper;Research Article;optin
47;Humboldt-Universität zu Berlin;Ethik in der Medizin;1437-1618;10.1007/s00481-022-00735-5;https://doi.org/10.1007/s00481-022-00735-5;02.12.2022;12.10.2022;2750;originalpaper;Research Article;optin
48;Humboldt-Universität zu Berlin;Plant and Soil;1573-5036;10.1007/s11104-021-05269-1;https://doi.org/10.1007/s11104-021-05269-1;05.01.2022;09.12.2021;2750;originalpaper;Research Article;optin
49;Humboldt-Universität zu Berlin;Psychonomic Bulletin & Review;1531-5320;10.3758/s13423-022-02201-1;https://doi.org/10.3758/s13423-022-02201-1;04.11.2022;04.10.2022;2750;originalpaper;Research Article;optin
50;Humboldt-Universität zu Berlin;Applied Physics A;1432-0630;10.1007/s00339-022-05854-w;https://doi.org/10.1007/s00339-022-05854-w;05.08.2022;05.07.2022;2750;originalpaper;Research Article;optin
51;Humboldt-Universität zu Berlin;Information Systems Frontiers;1572-9419;10.1007/s10796-022-10283-4;https://doi.org/10.1007/s10796-022-10283-4;02.06.2022;24.04.2022;2750;originalpaper;Research Article;optin
52;Humboldt-Universität zu Berlin;Politische Vierteljahresschrift;1862-2860;10.1007/s11615-022-00410-w;https://doi.org/10.1007/s11615-022-00410-w;27.06.2022;07.06.2022;917;bookreview;Non Research Article;optin
53;Humboldt-Universität zu Berlin;Natur und Recht;1439-0515;10.1007/s10357-022-4058-9;https://doi.org/10.1007/s10357-022-4058-9;16.08.2022;;2750;originalpaper;Research Article;optin
54;Humboldt-Universität zu Berlin;Organisationsberatung, Supervision, Coaching;1862-2577;10.1007/s11613-021-00748-x;https://doi.org/10.1007/s11613-021-00748-x;04.01.2022;;2750;originalpaper;Research Article;optin
55;Humboldt-Universität zu Berlin;Social Psychology of Education;1573-1928;10.1007/s11218-022-09704-8;https://doi.org/10.1007/s11218-022-09704-8;17.06.2022;16.05.2022;2750;originalpaper;Research Article;optin
56;Humboldt-Universität zu Berlin;Organisationsberatung, Supervision, Coaching;1862-2577;10.1007/s11613-022-00789-w;https://doi.org/10.1007/s11613-022-00789-w;22.11.2022;28.09.2022;2750;originalpaper;Research Article;optin
57;Humboldt-Universität zu Berlin;Applied Physics A;1432-0630;10.1007/s00339-022-06297-z;https://doi.org/10.1007/s00339-022-06297-z;09.12.2022;29.11.2022;2750;originalpaper;Research Article;optin
58;Humboldt-Universität zu Berlin;The Journal of Geometric Analysis;1559-002X;10.1007/s12220-022-00997-x;https://doi.org/10.1007/s12220-022-00997-x;24.08.2022;09.07.2022;2750;originalpaper;Research Article;optin
59;Humboldt-Universität zu Berlin;Software and Systems Modeling;1619-1374;10.1007/s10270-022-01067-0;https://doi.org/10.1007/s10270-022-01067-0;14.12.2022;03.11.2022;2750;originalpaper;Research Article;optin
60;Humboldt-Universität zu Berlin;Journal of Plant Growth Regulation;1435-8107;10.1007/s00344-022-10723-0;https://doi.org/10.1007/s00344-022-10723-0;21.07.2022;01.07.2022;2750;originalpaper;Research Article;optin
61;Humboldt-Universität zu Berlin;Synthese;1573-0964;10.1007/s11229-022-03488-2;https://doi.org/10.1007/s11229-022-03488-2;24.02.2022;02.11.2021;2750;originalpaper;Research Article;optin
62;Humboldt-Universität zu Berlin;Educational Studies in Mathematics;1573-0816;10.1007/s10649-021-10141-1;https://doi.org/10.1007/s10649-021-10141-1;26.01.2022;19.12.2021;2750;originalpaper;Research Article;optin
63;Humboldt-Universität zu Berlin;Ambio;1654-7209;10.1007/s13280-021-01685-w;https://doi.org/10.1007/s13280-021-01685-w;17.01.2022;29.11.2021;2750;originalpaper;Research Article;optin
64;Humboldt-Universität zu Berlin;Software and Systems Modeling;1619-1374;10.1007/s10270-022-01062-5;https://doi.org/10.1007/s10270-022-01062-5;21.11.2022;11.10.2022;2750;originalpaper;Research Article;optin
65;Humboldt-Universität zu Berlin;Ambio;1654-7209;10.1007/s13280-022-01801-4;https://doi.org/10.1007/s13280-022-01801-4;26.10.2022;04.10.2022;2750;reviewpaper;Research Article;optin
66;Humboldt-Universität zu Berlin;Research in Number Theory;2363-9555;10.1007/s40993-022-00351-8;https://doi.org/10.1007/s40993-022-00351-8;11.08.2022;21.06.2022;2750;originalpaper;Research Article;optin
67;Humboldt-Universität zu Berlin;Synthese;1573-0964;10.1007/s11229-022-03707-w;https://doi.org/10.1007/s11229-022-03707-w;26.05.2022;21.04.2022;2750;originalpaper;Research Article;optin
68;Humboldt-Universität zu Berlin;Acta Physiologiae Plantarum;1861-1664;10.1007/s11738-022-03390-x;https://doi.org/10.1007/s11738-022-03390-x;16.04.2022;31.03.2022;2750;originalpaper;Research Article;optin
69;Humboldt-Universität zu Berlin;Archive for Rational Mechanics and Analysis;1432-0673;10.1007/s00205-022-01764-6;https://doi.org/10.1007/s00205-022-01764-6;15.04.2022;17.02.2022;2750;originalpaper;Research Article;optin
70;Humboldt-Universität zu Berlin;Analytical and Bioanalytical Chemistry;1618-2650;10.1007/s00216-022-04097-1;https://doi.org/10.1007/s00216-022-04097-1;02.05.2022;22.04.2022;2750;reviewpaper;Research Article;optin
71;Humboldt-Universität zu Berlin;Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte;2365-9521;10.1007/s41245-022-00141-1;https://doi.org/10.1007/s41245-022-00141-1;18.05.2022;25.04.2022;2750;originalpaper;Research Article;optin
72;Humboldt-Universität zu Berlin;Berliner Journal für Soziologie;1862-2593;10.1007/s11609-022-00489-3;https://doi.org/10.1007/s11609-022-00489-3;23.11.2022;10.11.2022;917;editorialnotes;Non Research Article;optin
73;Humboldt-Universität zu Berlin;Neohelicon;1588-2810;10.1007/s11059-022-00619-z;https://doi.org/10.1007/s11059-022-00619-z;07.03.2022;17.01.2022;2750;originalpaper;Research Article;optin
74;Humboldt-Universität zu Berlin;MRS Bulletin;1938-1425;10.1557/s43577-022-00339-w;https://doi.org/10.1557/s43577-022-00339-w;16.09.2022;29.04.2022;2750;originalpaper;Research Article;optin
75;Humboldt-Universität zu Berlin;Food Security;1876-4525;10.1007/s12571-022-01324-6;https://doi.org/10.1007/s12571-022-01324-6;23.11.2022;21.09.2022;2750;originalpaper;Research Article;optin
76;Humboldt-Universität zu Berlin;Applied Spatial Analysis and Policy;1874-4621;10.1007/s12061-022-09476-w;https://doi.org/10.1007/s12061-022-09476-w;12.08.2022;18.07.2022;2750;originalpaper;Research Article;optin
77;Humboldt-Universität zu Berlin;Numerische Mathematik;0945-3245;10.1007/s00211-022-01282-3;https://doi.org/10.1007/s00211-022-01282-3;01.04.2022;02.03.2022;2750;originalpaper;Research Article;optin
78;Humboldt-Universität zu Berlin;Analytical and Bioanalytical Chemistry;1618-2650;10.1007/s00216-022-04409-5;https://doi.org/10.1007/s00216-022-04409-5;07.11.2022;26.10.2022;2750;originalpaper;Research Article;optin
79;Humboldt-Universität zu Berlin;Biological Cybernetics;1432-0770;10.1007/s00422-022-00931-y;https://doi.org/10.1007/s00422-022-00931-y;26.04.2022;05.04.2022;917;editorialnotes;Non Research Article;optin
80;Humboldt-Universität zu Berlin;International Journal of Research in Undergraduate Mathematics Education;2198-9753;10.1007/s40753-022-00194-9;https://doi.org/10.1007/s40753-022-00194-9;09.11.2022;24.08.2022;2750;originalpaper;Research Article;optin
81;Humboldt-Universität zu Berlin;Cognition, Technology & Work;1435-5566;10.1007/s10111-022-00718-y;https://doi.org/10.1007/s10111-022-00718-y;03.10.2022;21.09.2022;2750;originalpaper;Research Article;optin
82;Humboldt-Universität zu Berlin;Journal of Happiness Studies;1573-7780;10.1007/s10902-022-00552-z;https://doi.org/10.1007/s10902-022-00552-z;23.08.2022;20.06.2022;2750;originalpaper;Research Article;optin
83;Humboldt-Universität zu Berlin;Sustainability Science;1862-4057;10.1007/s11625-022-01254-4;https://doi.org/10.1007/s11625-022-01254-4;20.12.2022;24.10.2022;2750;originalpaper;Research Article;optin
84;Humboldt-Universität zu Berlin;Journal of Computational Neuroscience;1573-6873;10.1007/s10827-022-00836-6;https://doi.org/10.1007/s10827-022-00836-6;22.10.2022;01.09.2022;2750;originalpaper;Research Article;optin
85;Humboldt-Universität zu Berlin;Distributed Computing;1432-0452;10.1007/s00446-022-00430-0;https://doi.org/10.1007/s00446-022-00430-0;12.07.2022;08.06.2022;2750;originalpaper;Research Article;optin
86;Humboldt-Universität zu Berlin;Zeitschrift für Politikwissenschaft;2366-2638;10.1007/s41358-021-00309-9;https://doi.org/10.1007/s41358-021-00309-9;01.02.2022;08.12.2021;2750;originalpaper;Research Article;optin
87;Humboldt-Universität zu Berlin;GeroScience;2509-2723;10.1007/s11357-022-00662-9;https://doi.org/10.1007/s11357-022-00662-9;24.09.2022;12.09.2022;2750;originalpaper;Research Article;optin
88;Humboldt-Universität zu Berlin;Tropical Animal Health and Production;1573-7438;10.1007/s11250-022-03048-3;https://doi.org/10.1007/s11250-022-03048-3;12.01.2022;04.01.2022;2750;originalpaper;Research Article;optin
89;Humboldt-Universität zu Berlin;Statistics and Computing;1573-1375;10.1007/s11222-022-10132-z;https://doi.org/10.1007/s11222-022-10132-z;01.09.2022;08.07.2022;2750;originalpaper;Research Article;optin
90;Humboldt-Universität zu Berlin;European Journal of Population;1572-9885;10.1007/s10680-022-09640-5;https://doi.org/10.1007/s10680-022-09640-5;22.09.2022;23.08.2022;2750;originalpaper;Research Article;optin
91;Humboldt-Universität zu Berlin;Behavior Research Methods;1554-3528;10.3758/s13428-021-01768-2;https://doi.org/10.3758/s13428-021-01768-2;04.04.2022;03.12.2021;2750;originalpaper;Research Article;optin
92;Humboldt-Universität zu Berlin;Natural Hazards;1573-0840;10.1007/s11069-022-05495-5;https://doi.org/10.1007/s11069-022-05495-5;06.08.2022;18.07.2022;2750;reviewpaper;Research Article;optin
93;Humboldt-Universität zu Berlin;Erkenntnis;1572-8420;10.1007/s10670-022-00550-w;https://doi.org/10.1007/s10670-022-00550-w;21.04.2022;27.03.2022;2750;originalpaper;Research Article;optin
