"INSTITUTION","PERIOD","AGREEMENT","DOI","IS_HIBRID","PUBLISHER","JOURNAL_FULL_TITLE","ISSN"
"University of Milan",2023,"University of Milan - Royal Society of Chemistry","10.1039/D3NJ02712K","TRUE","RSC","New Journal of Chemistry","1369-9261"
"University of Milan",2023,"University of Milan - Royal Society of Chemistry","10.1039/D2CC06723D","TRUE","RSC","ChemComm","1364-548X"
"University of Milan",2023,"University of Milan - Royal Society of Chemistry","10.1039/D3SE00053B","TRUE","RSC","Sustainable Energy & Fuels","2398-4902"
"University of Milan",2023,"University of Milan - Royal Society of Chemistry","10.1039/D3DT02310A","TRUE","RSC","Dalton Transactions","1477-9234"
"University of Milan",2023,"University of Milan - Royal Society of Chemistry","10.1039/D3CP02886K","TRUE","RSC","Physical Chemistry Chemical Physics","1463-9084"
"University of Milan",2023,"University of Milan - Royal Society of Chemistry","10.1039/D3NR01568H","TRUE","RSC","Nanoscale","2040-3372"
"University of Milan",2023,"University of Milan - Royal Society of Chemistry","10.1039/D3RE00474K","TRUE","RSC","Reaction Chemistry & Engineering","2058-9883"
"University of Milan",2023,"University of Milan - Royal Society of Chemistry","10.1039/D3NJ02823B","TRUE","RSC","New Journal of Chemistry","1369-9261"
"University of Milan",2023,"University of Milan - Royal Society of Chemistry","10.1039/D3TA04847K","TRUE","RSC","Journal of Materials Chemistry A","2050-7496"
"University of Milan",2023,"University of Milan - Royal Society of Chemistry","10.1039/D3TB00637A","TRUE","RSC","Journal of Materials Chemistry B","0022-3727"
"University of Milan",2023,"University of Milan - IEEE","10.1109/TDSC.2023.3280590","TRUE","IEEE","IEEE Transactions on Dependable and Secure Computing","1941-0018"
"University of Milan",2023,"University of Milan - IEEE","10.1109/TIP.2023.3270770","TRUE","IEEE","IEEE Transactions on Image Processing","1941-0042"
"University of Milan",2023,"University of Milan - IEEE","10.1109/ACCESS.2023.3289219","FALSE","IEEE","IEEE Access","2169-3536  "
"University of Milan",2023,"University of Milan - IEEE","10.1109/TSE.2023.3310793","TRUE","IEEE","IEEE Transactions on Software Engineering","1939-3520"
"University of Milan",2023,"University of Milan - IEEE","10.1109/ACCESS.2023.3317293","FALSE","IEEE","IEEE Access","2169-3536  "
"University of Milan",2023,"University of Milan - IEEE","10.1109/ACCESS.2023.3317369","FALSE","IEEE","IEEE Access","2169-3536  "
"University of Milan",2023,"University of Milan - IEEE","10.1109/TCOMM.2023.3317259","TRUE","IEEE","IEEE Transactions on Communications","1558-0857"
"University of Milan",2023,"University of Milan - IEEE","10.1109/TVCG.2023.3320213","TRUE","IEEE","IEEE Transactions on Visualization and Computer Graphics","1941-0506"
"University of Milan",2023,"University of Milan - IEEE","10.1109/MIC.2023.3322327","TRUE","IEEE","IEEE Internet Computing","1941-0131"
"University of Milan",2023,"University of Milan - IEEE","10.1109/TSUSC.2023.3293269","TRUE","IEEE","IEEE Transactions on Sustainable Computing","2377-3782"
"University of Milan",2023,"University of Milan - ACS","10.1021/acsinfecdis.2c00576","TRUE","ACS","ACS Infectious Diseases","2373-8227"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.bioconjchem.3c00038","TRUE","ACS","Bioconjugate Chemistry","1520-4812"
"University of Milan",2023,"University of Milan - ACS","10.1021/acssuschemeng.2c07016","TRUE","ACS","ACS Sustainable Chemistry & Engineering","2168-0485"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jcim.3c00138","TRUE","ACS","Journal of Chemical Information and Modeling","1549-9596"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jcim.3c00380","TRUE","ACS","Journal of Chemical Information and Modeling","1549-9596"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jmedchem.3c00279","TRUE","ACS","Journal of Medicinal Chemistry","0022-2623"
"University of Milan",2023,"University of Milan - ACS","10.1021/acsabm.3c00215","TRUE","ACS","ACS Applied Bio Materials","2576-6422"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jpca.3c02902","TRUE","ACS","The Journal of Physical Chemistry A","1089-5639"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jpcc.3c01597","TRUE","ACS","The Journal of Physical Chemistry C","1932-7447"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.bioconjchem.3c00200","TRUE","ACS","Bioconjugate Chemistry","1520-4812"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jctc.3c00553","TRUE","ACS","Journal of Chemical Theory and Computation","1549-9626"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.macromol.3c00782","FALSE","ACS","Macromolecules","1520-5835"
"University of Milan",2023,"University of Milan - ACS","10.1021/acsnano.3c04516","TRUE","ACS","ACS Nano","1936-086X"
"University of Milan",2023,"University of Milan - ACS","10.1021/acsaem.3c01608","TRUE","ACS","ACS Applied Energy Materials","2574-0962"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.joc.3c00890","TRUE","ACS","The Journal of Organic Chemistry","1520-6904"
"University of Milan",2023,"University of Milan - ACS","10.1021/acsmedchemlett.3c00291","TRUE","ACS","ACS Medicinal Chemistry Letters","1948-5875"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jpclett.3c02073","TRUE","ACS","The Journal of Physical Chemistry Letters","1948-7185"
"University of Milan",2023,"University of Milan - ACS","10.1021/acsmedchemlett.3c00396","TRUE","ACS","ACS Medicinal Chemistry Letters","1948-5875"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.joc.3c01513","FALSE","ACS","The Journal of Organic Chemistry","1520-6904"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jmedchem.3c01817","TRUE","ACS","Journal of Medicinal Chemistry","0022-2623"
"University of Milan",2023,"University of Milan - ACS","10.1021/acsphotonics.3c00724","TRUE","ACS","ACS Photonics","2330-4022"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jctc.3c00864","TRUE","ACS","Journal of Chemical Theory and Computation","1549-9626"
"University of Milan",2023,"University of Milan - ACS","10.1021/acsami.3c10869","FALSE","ACS","ACS Applied Materials & Interfaces","1944-8252"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jpclett.3c02560","TRUE","ACS","The Journal of Physical Chemistry Letters","1948-7185"
"University of Milan",2023,"University of Milan - ACS","10.1021/acsagscitech.3c00275","TRUE","ACS","ACS Agricultural Science & Technology","2692-1952"
"University of Milan",2023,"University of Milan - ACS","10.1021/acs.jctc.3c01182","TRUE","ACS","Journal of Chemical Theory and Computation","1549-9626"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S0950268823000055","FALSE","Cambridge University Press","Epidemiology & Infection","1469-4409"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/glj.2023.5","TRUE","Cambridge University Press","German Law Journal","2071-8322"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/ipo.2023.2","TRUE","Cambridge University Press","Italian Political Science Review","2057-4908"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S1755773923000012","TRUE","Cambridge University Press","European Political Science Review","1755-7747"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/gov.2023.2","TRUE","Cambridge University Press","Government and Opposition","1477-7053"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/qua.2022.67","TRUE","Cambridge University Press","Quaternary Research","1096-0287"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S1092852922001006","TRUE","Cambridge University Press","CNS Spectrums","2165-6509"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/dap.2023.13","FALSE","Cambridge University Press","Data & Policy","2632-3249"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/dem.2023.13","TRUE","Cambridge University Press","Journal of Demographic Economics","2054-0906"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/thg.2023.17","TRUE","Cambridge University Press","Twin Research and Human Genetics","1839-2628"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S0959270923000199","TRUE","Cambridge University Press","Bird Conservation International","1474-0001"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/ipo.2023.15","TRUE","Cambridge University Press","Italian Political Science Review","2057-4908"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S0956618X23000157","TRUE","Cambridge University Press","Ecclesiastical Law Journal","1751-8539"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S1092852923002432","TRUE","Cambridge University Press","CNS Spectrums","2165-6509"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S1092852923002493","TRUE","Cambridge University Press","CNS Spectrums","2165-6509"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/ipo.2023.19","TRUE","Cambridge University Press","Italian Political Science Review","2057-4908"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/nws.2022.42","FALSE","Cambridge University Press","Network science","2050-1250"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S0022215123001767","FALSE","Cambridge University Press","Journal of Laryngology & Otology","1748-5460"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S1471068423000339","TRUE","Cambridge University Press","Theory and Practice of Logic Programming","1475-3081"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S1743921323004052","TRUE","Cambridge University Press","Proceedings of the International Astronomical Union","1743-9221"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S0022377823001150","TRUE","Cambridge University Press","Journal of Plasma Physics","1469-7807"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/gov.2021.61","TRUE","Cambridge University Press","Government and Opposition","1477-7053"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/glj.2023.105","FALSE","Cambridge University Press","German Law Journal","2071-8322"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S0031182023001233","FALSE","Cambridge University Press","Parasitology","1469-8161"
"University of Milan",2023,"University of Milan - Cambridge University Press","10.1017/S1755773923000401","FALSE","Cambridge University Press","European Political Science Review","1755-7747"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/CEJ.0000000000000806","TRUE","Lippincott","European Journal of Cancer Prevention","1473-5709"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/QAD.0000000000003585","TRUE","Lippincott","AIDS","1473-5571"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/CEJ.0000000000000833","TRUE","Lippincott","European Journal of Cancer Prevention","1473-5709"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/MPG.0000000000003945","TRUE","Lippincott","Journal of Pediatric Gastroenterology & Nutrition","0277-2116"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/ALN.0000000000004713","TRUE","Lippincott","Anesthesiology","0003-3022"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/CEJ.0000000000000842","TRUE","Lippincott","European Journal of Cancer Prevention","1473-5709"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/PAF.0000000000000878","TRUE","Lippincott","American Journal of Forensic Medicine and Pathology","0195-7910"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/CEJ.0000000000000852","TRUE","Lippincott","European Journal of Cancer Prevention","1473-5709"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/YIC.0000000000000511","TRUE","Lippincott","International Clinical Psychopharmacology","0268-1315"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/CCO.0000000000000971","TRUE","Lippincott","Current Opinion in Oncology","1040-8746"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/YIC.0000000000000520","TRUE","Lippincott","International Clinical Psychopharmacology","0268-1315"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/MCC.0000000000001095","TRUE","Lippincott","Current Opinion in Critical Care","1070-5295"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/QAD.0000000000003799","TRUE","Lippincott","AIDS","1473-5571"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/IJG.0000000000002358","TRUE","Lippincott","Journal of Glaucoma","1057-0829"
"University of Milan",2023,"University of Milan - Lippincott","10.1097/YIC.0000000000000541","TRUE","Lippincott","International Clinical Psychopharmacology","0268-1315"
"University of Milan",2023,"University of Milan - Wiley","10.1002/chem.202203768","TRUE","Wiley","Chemistry - A European Journal","1521-3765"
"University of Milan",2023,"University of Milan - Wiley","10.1111/ijfs.16312","FALSE","Wiley","International Journal of Food Science & Technology","1365-2621"
"University of Milan",2023,"University of Milan - Wiley","10.1111/obr.13552","TRUE","Wiley","Obesity Reviews","1467-789X"
"University of Milan",2023,"University of Milan - Wiley","10.1002/eji.202149775","TRUE","Wiley","European Journal of Immunology","1521-4141"
"University of Milan",2023,"University of Milan - Wiley","10.1111/soc4.13075","TRUE","Wiley","Sociology Compass","1751-9020"
"University of Milan",2023,"University of Milan - Wiley","10.1002/ejoc.202201309","TRUE","Wiley","European Journal of Organic Chemistry","1099-0690"
"University of Milan",2023,"University of Milan - Wiley","10.1111/jre.13103","FALSE","Wiley","Journal of Periodontal Research","1600-0765"
"University of Milan",2023,"University of Milan - Wiley","10.1002/art.42459","TRUE","Wiley","Arthritis & Rheumatology","2326-5205"
"University of Milan",2023,"University of Milan - Wiley","10.1002/nau.25137","TRUE","Wiley","Neurourology and Urodynamics","1520-6777"
"University of Milan",2023,"University of Milan - Wiley","10.1002/mnfr.202200529","TRUE","Wiley","Molecular Nutrition & Food Research","1613-4133"
"University of Milan",2023,"University of Milan - Wiley","10.1111/ejh.13933","TRUE","Wiley","European Journal of Haematology","1600-0609"
"University of Milan",2023,"University of Milan - Wiley","10.1111/ijun.12351","TRUE","Wiley","International Journal of Urological Nursing","1749-771X"
"University of Milan",2023,"University of Milan - Wiley","10.1111/pai.13921","TRUE","Wiley","Pediatric Allergy and Immunology","1399-3038"
"University of Milan",2023,"University of Milan - Wiley","10.1111/spol.12906","TRUE","Wiley","Social Policy & Administration","1467-9515"
"University of Milan",2023,"University of Milan - Wiley","10.1111/bioe.13151","TRUE","Wiley","Bioethics","1467-8519"
"University of Milan",2023,"University of Milan - Wiley","10.1002/net.22145","TRUE","Wiley","Networks","1097-0037"
"University of Milan",2023,"University of Milan - Wiley","10.1002/ejoc.202300074","TRUE","Wiley","European Journal of Organic Chemistry","1099-0690"
"University of Milan",2023,"University of Milan - Wiley","10.1111/jbi.14596","TRUE","Wiley","Journal of Biogeography","0305-0270"
"University of Milan",2023,"University of Milan - Wiley","10.1002/adsc.202201297","TRUE","Wiley","Advanced Synthesis & Catalysis","1615-4169"
"University of Milan",2023,"University of Milan - Wiley","10.1111/epi.17580","TRUE","Wiley","Epilepsia","0013-9580"
"University of Milan",2023,"University of Milan - Wiley","10.1111/apt.17477","TRUE","Wiley","Alimentary Pharmacology & Therapeutics ","0269-2813"
"University of Milan",2023,"University of Milan - Wiley","10.1002/bies.202200231","TRUE","Wiley","BioEssays","1521-1878"
"University of Milan",2023,"University of Milan - Wiley","10.1002/ejoc.202300204","TRUE","Wiley","European Journal of Organic Chemistry","1099-0690"
"University of Milan",2023,"University of Milan - Wiley","10.1002/cbdv.202200913","FALSE","Wiley","Chemistry & Biodiversity","1612-1880"
"University of Milan",2023,"University of Milan - Wiley","10.1002/smll.202300947","TRUE","Wiley","Small","1613-6829"
"University of Milan",2023,"University of Milan - Wiley","10.1111/bph.16078","TRUE","Wiley","British Journal of Pharmacology","1476-5381"
"University of Milan",2023,"University of Milan - Wiley","10.1111/afe.12570","TRUE","Wiley","Agricultural and Forest Entomology","1461-9563"
"University of Milan",2023,"University of Milan - Wiley","10.1002/admi.202300179","FALSE","Wiley","Advanced Materials Interfaces","2196-7350"
"University of Milan",2023,"University of Milan - Wiley","10.1111/liv.15577","TRUE","Wiley","Liver International","1478-3223"
"University of Milan",2023,"University of Milan - Wiley","10.1111/tpj.16229","TRUE","Wiley","The Plant Journal","0960-7412"
"University of Milan",2023,"University of Milan - Wiley","10.1002/ejoc.202300224","TRUE","Wiley","European Journal of Organic Chemistry","1099-0690"
"University of Milan",2023,"University of Milan - Wiley","10.1111/ele.14223","TRUE","Wiley","Ecology Letters","1461-0248"
"University of Milan",2023,"University of Milan - Wiley","10.1111/den.14564","TRUE","Wiley","Digestive Endoscopy","1443-1661"
"University of Milan",2023,"University of Milan - Wiley","10.1002/jsfa.12622","TRUE","Wiley","Journal of the Science of Food and Agriculture","0022-5142"
"University of Milan",2023,"University of Milan - Wiley","10.1111/apa.16790","TRUE","Wiley","Acta Paediatrica","1651-2227"
"University of Milan",2023,"University of Milan - Wiley","10.1002/ejoc.202300240","TRUE","Wiley","European Journal of Organic Chemistry","1099-0690"
"University of Milan",2023,"University of Milan - Wiley","10.1111/jir.13038","TRUE","Wiley","Journal of Intellectual Disability Research","1365-2788"
"University of Milan",2023,"University of Milan - Wiley","10.1111/geb.13694","TRUE","Wiley","Global Ecology and Biogeography","1466-8238"
"University of Milan",2023,"University of Milan - Wiley","10.1002/chem.202300930","TRUE","Wiley","Chemistry - A European Journal","1521-3765"
"University of Milan",2023,"University of Milan - Wiley","10.1111/apha.13981","TRUE","Wiley","Acta Physiologica","1748-1716"
"University of Milan",2023,"University of Milan - Wiley","10.1111/1468-4446.13024","TRUE","Wiley","The British Journal of Sociology","1468-4446"
"University of Milan",2023,"University of Milan - Wiley","10.1111/ene.15846","TRUE","Wiley","European Journal of Neurology","1468-1331"
"University of Milan",2023,"University of Milan - Wiley","10.1002/jmv.28802","TRUE","Wiley","Journal of Medical Virology","1096-9071"
"University of Milan",2023,"University of Milan - Wiley","10.1111/1475-6765.12600","TRUE","Wiley","European Journal of Political Research","1475-6765"
"University of Milan",2023,"University of Milan - Wiley","10.1002/minf.202300018","TRUE","Wiley","Molecular Informatics","1868-1743"
"University of Milan",2023,"University of Milan - Wiley","10.1111/vru.13251","TRUE","Wiley","Veterinary Radiology & Ultrasound","1740-8261"
"University of Milan",2023,"University of Milan - Wiley","10.1111/tpj.16345","TRUE","Wiley","The Plant Journal","0960-7412"
"University of Milan",2023,"University of Milan - Wiley","10.1111/rego.12543","TRUE","Wiley","Regulation & Governance","1748-5991"
"University of Milan",2023,"University of Milan - Wiley","10.1111/age.13340","TRUE","Wiley","Animal Genetics","1365-2052"
"University of Milan",2023,"University of Milan - Wiley","10.1111/joor.13541","TRUE","Wiley","Journal of Oral Rehabilitation","1365-2842"
"University of Milan",2023,"University of Milan - Wiley","10.1002/col.22877","TRUE","Wiley","Color Research and Application","1520-6378"
"University of Milan",2023,"University of Milan - Wiley","10.1111/eea.13347","TRUE","Wiley","Entomologia Experimentalis et Applicata","1570-7458"
"University of Milan",2023,"University of Milan - Wiley","10.1111/1468-4446.13045","TRUE","Wiley","The British Journal of Sociology","1468-4446"
"University of Milan",2023,"University of Milan - Wiley","10.1111/bjh.18977","TRUE","Wiley","British Journal of Haematology","1365-2141"
"University of Milan",2023,"University of Milan - Wiley","10.1111/ajps.12820","TRUE","Wiley","American Journal of Political Science","1540-5907"
"University of Milan",2023,"University of Milan - Wiley","10.1002/lary.30907","TRUE","Wiley","The Laryngoscope","1531-4995"
"University of Milan",2023,"University of Milan - Wiley","10.1111/fwb.14160","TRUE","Wiley","Freshwater Biology","1365-2427"
"University of Milan",2023,"University of Milan - Wiley","10.1111/odi.14676","TRUE","Wiley","Oral Diseases","1601-0825"
"University of Milan",2023,"University of Milan - Wiley","10.1111/jcms.13526","TRUE","Wiley","JCMS: Journal of Common Market Studies","1468-5965"
"University of Milan",2023,"University of Milan - Wiley","10.1002/alz.13409","TRUE","Wiley","Alzheimer's & Dementia","1552-5279"
"University of Milan",2023,"University of Milan - Wiley","10.1002/xrs.3390","TRUE","Wiley","X-Ray Spectrometry","1097-4539"
"University of Milan",2023,"University of Milan - Wiley","10.1111/hae.14836","FALSE","Wiley","Haemophilia","1365-2516"
"University of Milan",2023,"University of Milan - Wiley","10.1111/ene.16027","TRUE","Wiley","European Journal of Neurology","1468-1331"
"University of Milan",2023,"University of Milan - Wiley","10.1111/ajd.14143","TRUE","Wiley","Australasian Journal of Dermatology","1440-0960"
"University of Milan",2023,"University of Milan - Wiley","10.1111/bre.12814","TRUE","Wiley","Basin Research","1365-2117"
"University of Milan",2023,"University of Milan - Wiley","10.1111/liv.15700","TRUE","Wiley","Liver International","1478-3223"
"University of Milan",2023,"University of Milan - Wiley","10.1002/ejoc.202300809","TRUE","Wiley","European Journal of Organic Chemistry","1099-0690"
"University of Milan",2023,"University of Milan - Wiley","10.1112/jlms.12804","TRUE","Wiley","Journal of the London Mathematical Society","1469-7750"
"University of Milan",2023,"University of Milan - Wiley","10.1111/cid.13261","TRUE","Wiley","Clinical Implant Dentistry and Related Research","1708-8208"
"University of Milan",2023,"University of Milan - Wiley","10.1111/andr.13515","TRUE","Wiley","Andrology","2047-2927"
"University of Milan",2023,"University of Milan - Wiley","10.1111/bjh.19062","TRUE","Wiley","British Journal of Haematology","1365-2141"
"University of Milan",2023,"University of Milan - Wiley","10.1111/theo.12485","TRUE","Wiley","Theoria","1755-2567"
"University of Milan",2023,"University of Milan - Wiley","10.1002/adhm.202301956","TRUE","Wiley","Advanced Healthcare Materials","2192-2659"
"University of Milan",2023,"University of Milan - Wiley","10.1002/cbic.202300477","TRUE","Wiley","ChemBioChem","1439-7633"
"University of Milan",2023,"University of Milan - Wiley","10.1111/liv.15732","TRUE","Wiley","Liver International","1478-3223"
"University of Milan",2023,"University of Milan - Wiley","10.1111/acv.12910","TRUE","Wiley","Animal Conservation","1469-1795"
"University of Milan",2023,"University of Milan - Wiley","10.1002/hlca.202300132","TRUE","Wiley","Helvetica Chimica Acta","1522-2675"
"University of Milan",2023,"University of Milan - Wiley","10.1111/jcms.13556","TRUE","Wiley","JCMS: Journal of Common Market Studies","1468-5965"
"University of Milan",2023,"University of Milan - Wiley","10.1002/jmv.29141","TRUE","Wiley","Journal of Medical Virology","1096-9071"
"University of Milan",2023,"University of Milan - Wiley","10.1111/aogs.14685","FALSE","Wiley","Acta Obstetricia et Gynecologica Scandinavica","1600-0412"
"University of Milan",2023,"University of Milan - Wiley","10.1111/jcms.13557","TRUE","Wiley","JCMS: Journal of Common Market Studies","1468-5965"
"University of Milan",2023,"University of Milan - Wiley","10.1002/sim.9931","FALSE","Wiley","Statistics in Medicine","1097-0258"
"University of Milan",2023,"University of Milan - Wiley","10.1002/celc.202201136","FALSE","Wiley","ChemElectroChem","2196-0216"
"University of Milan",2023,"University of Milan - Wiley","10.1155/2023/6688466","TRUE","Wiley","The Breast Journal","1524-4741"
"University of Milan",2023,"University of Milan - Wiley","10.1111/pace.14839","TRUE","Wiley","Pacing and Clinical Electrophysiology","1540-8159"
"University of Milan",2023,"University of Milan - Wiley","10.1002/adsc.202300708","TRUE","Wiley","Advanced Synthesis & Catalysis","1615-4169"
"University of Milan",2023,"University of Milan - Wiley","10.1002/ardp.202300424","TRUE","Wiley","Archiv der Pharmazie","1521-4184"
"University of Milan",2023,"University of Milan - Wiley","10.1111/spol.12979","TRUE","Wiley","Social Policy & Administration","1467-9515"
"University of Milan",2023,"University of Milan - Wiley","10.1111/twec.13499","TRUE","Wiley","The World Economy ","1467-9701"
"University of Milan",2023,"University of Milan - Wiley","10.1002/ajmg.a.63459","TRUE","Wiley","American Journal of Medical Genetics Part A ","1552-4833"
"University of Milan",2023,"University of Milan - Wiley","10.1002/jmv.29193","TRUE","Wiley","Journal of Medical Virology","1096-9071"
"University of Milan",2023,"University of Milan - Wiley","10.1111/vco.12941","TRUE","Wiley","Veterinary and comparative oncology","1476-5829"
"University of Milan",2023,"University of Milan - Wiley","10.1002/esp.5743","TRUE","Wiley","Earth Surface Processes and Landforms","0197-9337"
"University of Milan",2023,"University of Milan - Wiley","10.1111/spol.12981","TRUE","Wiley","Social Policy & Administration","1467-9515"
"University of Milan",2023,"University of Milan - Wiley","10.1002/ejoc.202301106","TRUE","Wiley","European Journal of Organic Chemistry","1099-0690"
"University of Milan",2023,"University of Milan - Wiley","10.1111/cid.13292","TRUE","Wiley","Clinical Implant Dentistry and Related Research","1708-8208"
"University of Milan",2023,"University of Milan - Wiley","10.1111/sed.13154","TRUE","Wiley","Sedimentology","1365-3091"
"University of Milan",2023,"University of Milan - Wiley","10.1002/psc.3556","TRUE","Wiley","Journal of Peptide Science","1099-1387"
"University of Milan",2023,"University of Milan - Wiley","10.1002/bse.3639","TRUE","Wiley","Business Strategy and the Environment","1099-0836"
"University of Milan",2023,"University of Milan - Wiley","10.1002/ajpa.24437","TRUE","Wiley","American Journal of Biological Anthropology","2692-7691"
"University of Milan",2023,"University of Milan - Wiley","10.1111/gcb.17057","TRUE","Wiley","Global Change Biology","1365-2486"
"University of Milan",2023,"University of Milan - Wiley","10.1002/cbic.202300743","TRUE","Wiley","ChemBioChem","1439-7633"
"University of Milan",2023,"University of Milan - Wiley","10.1002/aur.3065","TRUE","Wiley","Autism Research","1939-3806"
"University of Milan",2023,"University of Milan - Wiley","10.1111/1748-8583.12540","TRUE","Wiley","Human Resource Management Journal","1748-8583"
