pos;institution_name;journal_title;eissn;doi;url;accepted;par_fee;initial_opt-out
11;Philipps-Universität Marburg;CHEMMEDCHEM;1860-7187;10.1002/cmdc.202200336;https://doi.org/10.1002/cmdc.202200336;01.11.2022;2750;optin
12;Philipps-Universität Marburg;CHEMISTRY - A EUROPEAN JOURNAL;1521-3765;10.1002/chem.202202466;https://doi.org/10.1002/chem.202202466;14.09.2022;2750;optin
13;Philipps-Universität Marburg;SOUTH AFRICAN JOURNAL OF ECONOMICS;1813-6982;10.1111/saje.12330;https://doi.org/10.1111/saje.12330;10.08.2022;2750;optin
14;Philipps-Universität Marburg;EUROPEAN JOURNAL OF ORGANIC CHEMISTRY;1099-0690;10.1002/ejoc.202201025;https://doi.org/10.1002/ejoc.202201025;09.09.2022;2750;optin
15;Philipps-Universität Marburg;EUROPEAN JOURNAL OF INORGANIC CHEMISTRY;1099-0682;10.1002/ejic.202100955;https://doi.org/10.1002/ejic.202100955;03.01.2022;2750;optin
16;Philipps-Universität Marburg;DRUG AND ALCOHOL REVIEW;1465-3362;10.1111/dar.13454;https://doi.org/10.1111/dar.13454;07.02.2022;2750;optin
17;Philipps-Universität Marburg;METHODS IN ECOLOGY AND EVOLUTION;2041-210X;10.1111/2041-210X.14037;https://doi.org/10.1111/2041-210X.14037;07.11.2022;2750;optin
18;Philipps-Universität Marburg;JOURNAL OF NEUROPSYCHOLOGY;1748-6653;10.1111/jnp.12302;https://doi.org/10.1111/jnp.12302;19.11.2022;2750;optin
19;Philipps-Universität Marburg;ADVANCED MATERIALS;1521-4095;10.1002/adma.202203351;https://doi.org/10.1002/adma.202203351;21.06.2022;2750;optin
20;Philipps-Universität Marburg;ADVANCED FUNCTIONAL MATERIALS;1616-3028;10.1002/adfm.202201309;https://doi.org/10.1002/adfm.202201309;09.05.2022;2750;optin
21;Philipps-Universität Marburg;DERMATOLOGIC THERAPY;1529-8019;10.1111/dth.15908;https://doi.org/10.1111/dth.15908;03.10.2022;2750;optin
22;Philipps-Universität Marburg;AMERICAN JOURNAL OF BOTANY;1537-2197;10.1002/ajb2.16075;https://doi.org/10.1002/ajb2.16075;30.08.2022;2750;optin
23;Philipps-Universität Marburg;PSYCHO-ONCOLOGY;1099-1611;10.1002/pon.5974;https://doi.org/10.1002/pon.5974;28.05.2022;2750;optin
24;Philipps-Universität Marburg;EUROPEAN JOURNAL OF CANCER CARE;1365-2354;10.1111/ecc.13756;https://doi.org/10.1111/ecc.13756;08.10.2022;2750;optin
25;Philipps-Universität Marburg;PSYCHOPHYSIOLOGY;1469-8986;10.1111/psyp.14235;https://doi.org/10.1111/psyp.14235;16.11.2022;2750;optin
26;Philipps-Universität Marburg;BIOTROPICA;1744-7429;10.1111/btp.13113;https://doi.org/10.1111/btp.13113;01.04.2022;2750;optin
27;Philipps-Universität Marburg;CURRENT PROTOCOLS;2691-1299;10.1002/cpz1.524;https://doi.org/10.1002/cpz1.524;17.07.2022;2750;optin
28;Philipps-Universität Marburg;JOURNAL OF VEGETATION SCIENCE;1654-1103;10.1111/jvs.13136;https://doi.org/10.1111/jvs.13136;15.05.2022;2750;optin
29;Philipps-Universität Marburg;WORLD ENGLISHES;1467-971X;10.1111/weng.12582;https://doi.org/10.1111/weng.12582;07.05.2022;2750;optin
30;Philipps-Universität Marburg;CHEMISTRY - A EUROPEAN JOURNAL;1521-3765;10.1002/chem.202202931;https://doi.org/10.1002/chem.202202931;03.10.2022;2750;optin
31;Philipps-Universität Marburg;ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE;1521-3749;10.1002/zaac.202200347;https://doi.org/10.1002/zaac.202200347;05.12.2022;2750;optin
32;Philipps-Universität Marburg;PSYCHOLOGY AND PSYCHOTHERAPY: THEORY, RESEARCH AND PRACTICE;2044-8341;10.1111/papt.12392;https://doi.org/10.1111/papt.12392;22.02.2022;2750;optin
33;Philipps-Universität Marburg;THE FEBS JOURNAL;1742-4658;10.1111/febs.16443;https://doi.org/10.1111/febs.16443;02.03.2022;2750;optin
34;Philipps-Universität Marburg;THE WORLD ECONOMY;1467-9701;10.1111/twec.13378;https://doi.org/10.1111/twec.13378;19.12.2022;2750;optin
35;Philipps-Universität Marburg;NEW PHYTOLOGIST;1469-8137;10.1111/nph.18124;https://doi.org/10.1111/nph.18124;20.02.2022;2750;optin
36;Philipps-Universität Marburg;ARCHIV DER PHARMAZIE;1521-4184;10.1002/ardp.202200491;https://doi.org/10.1002/ardp.202200491;31.10.2022;2750;optin
37;Philipps-Universität Marburg;CHEMBIOCHEM;1439-7633;10.1002/cbic.202200502;https://doi.org/10.1002/cbic.202200502;12.09.2022;2750;optin
38;Philipps-Universität Marburg;ENVIRONMENTAL MICROBIOLOGY;1462-2920;10.1111/1462-2920.16203;https://doi.org/10.1111/1462-2920.16203;06.09.2022;2750;optin
39;Philipps-Universität Marburg;CHEMISTRY - A EUROPEAN JOURNAL;1521-3765;10.1002/chem.202202932;https://doi.org/10.1002/chem.202202932;30.10.2022;2750;optin
40;Philipps-Universität Marburg;COUNSELLING AND PSYCHOTHERAPY RESEARCH;1746-1405;10.1002/capr.12609;https://doi.org/10.1002/capr.12609;30.11.2022;2750;optin
41;Philipps-Universität Marburg;PSYCHOLOGY AND PSYCHOTHERAPY: THEORY, RESEARCH AND PRACTICE;2044-8341;10.1111/papt.12383;https://doi.org/10.1111/papt.12383;13.01.2022;2750;optin
42;Philipps-Universität Marburg;CYTOMETRY PART A;1552-4930;10.1002/cyto.a.24686;https://doi.org/10.1002/cyto.a.24686;24.08.2022;2750;optin
43;Philipps-Universität Marburg;JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY;1540-8167;10.1111/jce.15731;https://doi.org/10.1111/jce.15731;26.10.2022;2750;optout
44;Philipps-Universität Marburg;PEDIATRIC BLOOD & CANCER;1545-5017;10.1002/pbc.29864;https://doi.org/10.1002/pbc.29864;08.06.2022;2750;optin
45;Philipps-Universität Marburg;JOURNAL OF CARDIAC SURGERY;1540-8191;10.1111/jocs.17059;https://doi.org/10.1111/jocs.17059;04.10.2022;2750;optin
46;Philipps-Universität Marburg;ALLERGY;1398-9995;10.1111/all.15606;https://doi.org/10.1111/all.15606;12.10.2022;2750;optin
47;Philipps-Universität Marburg;HYDROLOGICAL PROCESSES;1099-1085;10.1002/hyp.14505;https://doi.org/10.1002/hyp.14505;27.01.2022;2750;optin
48;Philipps-Universität Marburg;BATTERIES & SUPERCAPS;2566-6223;10.1002/batt.202200041;https://doi.org/10.1002/batt.202200041;07.03.2022;2750;optin
49;Philipps-Universität Marburg;JOURNAL OF APPLIED SOCIAL PSYCHOLOGY;1559-1816;10.1111/jasp.12877;https://doi.org/10.1111/jasp.12877;14.04.2022;2750;optin
50;Philipps-Universität Marburg;EMBO REPORTS;1469-3178;10.15252/embr.202254685;https://doi.org/10.15252/embr.202254685;26.09.2022;2750;optout
51;Philipps-Universität Marburg;PACING AND CLINICAL ELECTROPHYSIOLOGY;1540-8159;10.1111/pace.14618;https://doi.org/10.1111/pace.14618;30.10.2022;2750;optin
52;Philipps-Universität Marburg;TAXON;1996-8175;10.1002/tax.12861;https://doi.org/10.1002/tax.12861;05.10.2022;2750;optin
53;Philipps-Universität Marburg;PHYSICA STATUS SOLIDI (B) BASIC SOLID STATE PHYSICS;1521-3951;10.1002/pssb.202200088;https://doi.org/10.1002/pssb.202200088;24.03.2022;2750;optout
54;Philipps-Universität Marburg;CLINICAL ENDOCRINOLOGY;1365-2265;10.1111/cen.14837;https://doi.org/10.1111/cen.14837;17.10.2022;2750;optin
55;Philipps-Universität Marburg;INTERNATIONAL MIGRATION;1468-2435;10.1111/imig.13006;https://doi.org/10.1111/imig.13006;21.03.2022;2750;optin
56;Philipps-Universität Marburg;CHEMPHOTOCHEM;2367-0932;10.1002/cptc.202200128;https://doi.org/10.1002/cptc.202200128;24.07.2022;2750;optin
57;Philipps-Universität Marburg;FEBS LETTERS;1873-3468;10.1002/1873-3468.14546;https://doi.org/10.1002/1873-3468.14546;22.11.2022;2750;optin
58;Philipps-Universität Marburg;BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY;2044-8279;10.1111/bjep.12507;https://doi.org/10.1111/bjep.12507;19.04.2022;2750;optin
59;Philipps-Universität Marburg;THE JOURNAL OF COMPARATIVE NEUROLOGY;1096-9861;10.1002/cne.25374;https://doi.org/10.1002/cne.25374;15.05.2022;2750;optin
60;Philipps-Universität Marburg;NEW PHYTOLOGIST;1469-8137;10.1111/nph.18092;https://doi.org/10.1111/nph.18092;09.03.2022;2750;optout
61;Philipps-Universität Marburg;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202211971;https://doi.org/10.1002/anie.202211971;29.09.2022;2750;optin
62;Philipps-Universität Marburg;MEDICAL PHYSICS;2473-4209;10.1002/mp.15879;https://doi.org/10.1002/mp.15879;17.07.2022;2750;optin
63;Philipps-Universität Marburg;CHEMCATCHEM;1867-3899;10.1002/cctc.202201268;https://doi.org/10.1002/cctc.202201268;07.12.2022;2750;optin
64;Philipps-Universität Marburg;ADVANCED MATERIALS INTERFACES;2196-7350;10.1002/admi.202200361;https://doi.org/10.1002/admi.202200361;19.04.2022;2750;optin
65;Philipps-Universität Marburg;EUROPEAN JOURNAL OF INORGANIC CHEMISTRY;1099-0682;10.1002/ejic.202101102;https://doi.org/10.1002/ejic.202101102;13.01.2022;2750;optin
66;Philipps-Universität Marburg;STRESS AND HEALTH;1532-2998;10.1002/smi.3128;https://doi.org/10.1002/smi.3128;11.01.2022;2750;optin
67;Philipps-Universität Marburg;ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE;1521-3749;10.1002/zaac.202200106;https://doi.org/10.1002/zaac.202200106;06.04.2022;2750;optin
68;Philipps-Universität Marburg;THE LARYNGOSCOPE;1531-4995;10.1002/lary.30418;https://doi.org/10.1002/lary.30418;28.08.2022;2750;optin
69;Philipps-Universität Marburg;EUROPEAN JOURNAL OF IMMUNOLOGY;1521-4141;10.1002/eji.202249869;https://doi.org/10.1002/eji.202249869;29.08.2022;2750;optin
70;Philipps-Universität Marburg;JOURNAL OF CARDIAC SURGERY;1540-8191;10.1111/jocs.16797;https://doi.org/10.1111/jocs.16797;08.06.2022;2750;optin
71;Philipps-Universität Marburg;SMALL;1613-6829;10.1002/smll.202205508;https://doi.org/10.1002/smll.202205508;27.10.2022;2750;optin
72;Philipps-Universität Marburg;METHODS IN ECOLOGY AND EVOLUTION;2041-210X;10.1111/2041-210X.13951;https://doi.org/10.1111/2041-210X.13951;29.06.2022;2750;optout
73;Philipps-Universität Marburg;NEW PHYTOLOGIST;1469-8137;10.1111/nph.18685;https://doi.org/10.1111/nph.18685;10.12.2022;2750;optin
74;Philipps-Universität Marburg;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202210683;https://doi.org/10.1002/anie.202210683;24.08.2022;2750;optin
75;Philipps-Universität Marburg;CHEMISTRY - A EUROPEAN JOURNAL;1521-3765;10.1002/chem.202200851;https://doi.org/10.1002/chem.202200851;06.04.2022;2750;optin
76;Philipps-Universität Marburg;BERICHTE ZUR WISSENSCHAFTSGESCHICHTE;1522-2365;10.1002/bewi.202200004;https://doi.org/10.1002/bewi.202200004;10.04.2022;2750;optin
77;Philipps-Universität Marburg;BRITISH JOURNAL OF PHARMACOLOGY;1476-5381;10.1111/bph.15846;https://doi.org/10.1111/bph.15846;08.03.2022;2750;optin
78;Philipps-Universität Marburg;REVIEWS IN MEDICAL VIROLOGY;1099-1654;10.1002/rmv.2365;https://doi.org/10.1002/rmv.2365;08.05.2022;2750;optin
79;Philipps-Universität Marburg;JOURNAL OF CARDIAC SURGERY;1540-8191;10.1111/jocs.16449;https://doi.org/10.1111/jocs.16449;01.03.2022;2750;optin
80;Philipps-Universität Marburg;PSYCHOPHYSIOLOGY;1469-8986;10.1111/psyp.14151;https://doi.org/10.1111/psyp.14151;23.06.2022;2750;optin
81;Philipps-Universität Marburg;PHYSICA STATUS SOLIDI (B) BASIC SOLID STATE PHYSICS;1521-3951;10.1002/pssb.202100619;https://doi.org/10.1002/pssb.202100619;21.02.2022;2750;optin
82;Philipps-Universität Marburg;ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE;1521-3749;10.1002/zaac.202200377;https://doi.org/10.1002/zaac.202200377;26.12.2022;2750;optin
83;Philipps-Universität Marburg;ANGEWANDTE CHEMIE;1521-3757;10.1002/ange.202213098;https://doi.org/10.1002/ange.202213098;26.10.2022;1375;optin
84;Philipps-Universität Marburg;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202213098;https://doi.org/10.1002/anie.202213098;26.10.2022;2750;optin
85;Philipps-Universität Marburg;ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE;1521-3749;10.1002/zaac.202200304;https://doi.org/10.1002/zaac.202200304;17.10.2022;2750;optin
86;Philipps-Universität Marburg;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202201699;https://doi.org/10.1002/anie.202201699;09.03.2022;2750;optin
87;Philipps-Universität Marburg;ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE;1521-3749;10.1002/zaac.202200008;https://doi.org/10.1002/zaac.202200008;21.02.2022;2750;optin
88;Philipps-Universität Marburg;BIOESSAYS;1521-1878;10.1002/bies.202200009;https://doi.org/10.1002/bies.202200009;01.03.2022;2750;optin
89;Philipps-Universität Marburg;NORDIC JOURNAL OF BOTANY;1756-1051;10.1111/njb.03706;https://doi.org/10.1111/njb.03706;30.08.2022;2750;optin
90;Philipps-Universität Marburg;FUNCTIONAL ECOLOGY;1365-2435;10.1111/1365-2435.14051;https://doi.org/10.1111/1365-2435.14051;13.03.2022;2750;optin
91;Philipps-Universität Marburg;JOURNAL OF ECOLOGY;1365-2745;10.1111/1365-2745.13946;https://doi.org/10.1111/1365-2745.13946;16.05.2022;2750;optin
92;Philipps-Universität Marburg;ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE;1521-3749;10.1002/zaac.202200211;https://doi.org/10.1002/zaac.202200211;01.08.2022;2750;optin
93;Philipps-Universität Marburg;EUROPEAN JOURNAL OF IMMUNOLOGY;1521-4141;10.1002/eji.202149564;https://doi.org/10.1002/eji.202149564;28.06.2022;2750;optin
94;Philipps-Universität Marburg;ANGEWANDTE CHEMIE;1521-3757;10.1002/ange.202200377;https://doi.org/10.1002/ange.202200377;23.02.2022;1375;optin
95;Philipps-Universität Marburg;BATTERIES & SUPERCAPS;2566-6223;10.1002/batt.202200194;https://doi.org/10.1002/batt.202200194;13.06.2022;2750;optin
96;Philipps-Universität Marburg;CHEMPHOTOCHEM;2367-0932;10.1002/cptc.202200071;https://doi.org/10.1002/cptc.202200071;28.04.2022;2750;optin
97;Philipps-Universität Marburg;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202200377;https://doi.org/10.1002/anie.202200377;23.02.2022;2750;optin
