"institution";"period";"euro";"doi";"is_hybrid";"Publisher";"journal_full_title";"issn";"pmcid";"url"
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/jp507396e";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;983.61;"10.3390/e16105416";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2380.00;"10.1007/s10875-012-9775-z";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1999.40;"10.1016/j.apsusc.2013.10.177";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3600.00;"10.1242/jcs.153163";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2004.00;"10.1186/1478-811X-12-6";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1499.55;"10.1016/j.jvb.2013.11.001";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;742.18;"10.4236/ns.2013.55079";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2665.69;"10.1016/j.ijcard.2014.03.086";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;981.78;"10.1105/tpc.113.113373";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1152.00;"10.3389/fnhum.2014.00355";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;960.00;"10.3389/fpls.2013.00292";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2696.61;"10.1021/ic500803h";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1211.42;"10.1371/journal.pone.0102113";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2340.00;"10.1088/0953-8984/26/10/105402";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2684.40;"10.1002/adma.201303349";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;610.45;"10.1175/JCLI-D-14-00123.1";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1816.66;"10.1186/s13068-014-0129-3";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2105.34;"10.1063/1.4895835";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1024.28;"10.1371/journal.pone.0108655";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/pr4009892";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;960.00;"10.3389/fnhum.2013.00625";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1981.11;"10.1103/PhysRevLett.112.250402";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2653.70;"10.1111/jiec.12114";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2521.01;"10.1002/celc.201402132";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2500.00;"10.1002/ejic.201400051";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;960.00;"10.3389/fpsyg.2014.00319";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1405.80;"10.1186/1745-6215-15-383";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2998.36;"10.1523/JNEUROSCI.3113-13.2014";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;751.55;"10.1073/pnas.1311183110";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;4440.00;"10.1038/ncomms4694";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3425.00;"10.1038/ncomms5439";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;970.00;"10.3389/fpls.2013.00519";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2706.41;"10.1111/cea.12250";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1599.42;"10.1016/j.neuropsychologia.2014.02.010";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1016.42;"10.1371/journal.pone.0076715";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2730.00;"10.1093/glycob/cwu047";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2200.00;"10.1007/s10658-014-0455-0";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2914.76;"10.1016/j.cageo.2013.11.009";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1255.20;"10.1038/srep04060";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s12192-014-0540-5";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2665.69;"10.1016/j.cyto.2014.02.014";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;525.55;"10.4236/me.2014.56064";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1565.78;"10.1016/j.jbiotec.2013.12.018";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2726.46;"10.1016/j.isprsjprs.2013.11.007";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1443.45;"10.1088/1367-2630/16/10/103005";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2697.20;"10.1177/1753425914550426";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2850.88;"10.1111/pce.12455";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;777.90;"10.3389/fnhum.2013.00496";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1920.00;"10.1186/1471-2407-14-758";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1034.72;"10.1371/journal.pone.0056791";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2656.82;"10.1111/jgs.12644";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;229.60;"10.4161/sgtp.27281";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;963.93;"10.1039/C4OB02318H";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1751.82;"10.1080/15230406.2014.901900";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1160.60;;"FALSE";"Impact Journals";"Aging";"1945-4589";"PMC3371764";"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3371764/"
"FWF - Austrian Science Fund";2014;1230.61;"10.1103/PhysRevB.89.201406";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/nl403411w";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1483.24;"10.1103/PhysRevB.89.165105";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1014.73;"10.1371/journal.pone.0099008";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2726.46;"10.1016/j.jplph.2013.10.002";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1782.00;"10.1111/cas.12451";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;780.00;"10.3389/fgene.2013.00281";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1260.99;"10.1371/journal.pone.0056885";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2643.76;"10.1111/bph.12520";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s10340-013-0532-8";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00049-014-0177-y";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1632.98;"10.1063/1.4759145";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1954.84;"10.1016/j.physbeh.2014.03.032";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2155.87;"10.1074/jbc.M114.567875";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1290.04;"10.1534/genetics.114.163477";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1950.00;"10.1088/0957-0233/24/8/084002";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s10750-014-1863-z";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1019.54;"10.1371/journal.pone.0102026";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1106.71;"10.1371/journal.pone.0111483";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1598.84;"10.1186/1742-9994-11-12";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;585.00;"10.3389/fpls.2014.00363";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;963.93;"10.1039/C4SC00348A";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1584.00;"10.1088/1367-2630/16/1/013041";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1255.20;"10.1038/srep06115";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2100.84;"10.1002/cphc.201300861";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2340.00;"10.1088/1751-8113/46/44/445301";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2665.69;"10.1016/j.watres.2014.03.056";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1139.93;"10.1103/PhysRevX.3.041030";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1080.00;"10.3233/RNN-139005";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2221.41;"10.1016/j.cbpa.2014.03.006";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1973.41;"10.1039/C3CP51906F";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1485.00;"10.1186/1476-4598-12-169";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s13277-014-2001-2";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00253-014-5690-y";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3060.00;"10.1093/neuonc/not303";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2208.16;"10.1016/j.wasman.2013.12.009";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;999.60;"10.5194/amt-7-3947-2014";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1035.33;"10.1371/journal.pone.0105482";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2279.04;"10.1016/j.jssc.2014.08.011";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1589.87;"10.1016/j.bmc.2014.02.004";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2208.15;"10.1016/j.jaci.2013.12.1073";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2103.72;"10.1016/j.jpdc.2014.08.002";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2296.48;"10.1016/j.jchromb.2014.01.011";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2626.40;"10.1002/biot.201300210";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2624.10;"10.1111/jeu.12123";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1928.41;"10.1016/j.febslet.2014.07.034";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/mz500117v";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/nn502895s";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2640.00;"10.1007/s11104-014-2079-8";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2248.76;"10.1002/nbm.3019";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3380.14;"10.1111/febs.12975";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;712.88;"10.1175/MWR-D-14-00002.1";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;378.95;"10.4161/rna.26216";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1645.21;"10.1063/1.4893383";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2932.26;"10.1016/j.sab.2014.06.019";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1596.05;"10.1063/1.4812929";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2697.05;"10.1128/JB.00045-13";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1041.22;"10.1371/journal.pone.0085491";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;777.90;"10.3389/fnhum.2013.00474";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;993.52;"10.1371/journal.pone.0100600";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1022.02;"10.1371/journal.pone.0085605";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;960.00;"10.3389/fpls.2014.00566";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1286.94;"10.1103/PhysRevB.88.094101";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2500.00;"10.1002/ejoc.201300157";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2999.11;"10.1016/j.cretres.2013.11.013";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2828.66;"10.1111/1462-2920.12621";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2649.78;"10.1016/j.bbalip.2014.01.005";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1629.03;"10.1016/j.exger.2014.05.011";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2697.64;"10.1002/biot.201300483";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2582.81;"10.1080/01402382.2014.895524";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1332.84;"10.1016/j.camwa.2014.02.027";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;761.73;"10.4161/cc.23199";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2660.69;"10.1111/jiec.12055";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00340-014-5921-z";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2644.73;"10.1002/biot.201300336";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2176.66;"10.1073/pnas.1407887111";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2272.06;"10.1016/j.mechmachtheory.2013.11.012";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s00706-014-1220-y";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2339.73;"10.1016/j.ymeth.2013.08.005";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1589.87;"10.1016/j.paid.2014.01.064";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1577.80;"10.1016/j.neuropsychologia.2014.09.019";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2556.00;"10.1093/nar/gku161";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2044.89;"10.1088/0953-2048/27/4/044009";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1485.00;"10.1186/1471-2148-14-33";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1579.06;"10.1186/1471-2164-15-425";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;1777.13;"10.1016/j.cam.2014.04.015";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/cm502521q";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1505.18;"10.1182/blood-2013-08-518555";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;902.03;"10.1107/S174430911204184X";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;902.03;"10.1107/S1744309113000134";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;879.83;"10.1107/S2053230X14000582";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;881.64;"10.1107/S2053230X1400884X";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2279.04;"10.1016/j.jssc.2014.08.006";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1030.78;"10.1371/journal.pone.0106562";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;960.00;"10.3354/dao02614";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2686.57;"10.1111/brv.12137";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2649.78;"10.1016/j.dendro.2013.11.002";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;216.78;"10.1371/journal.pone.0039720";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2635.81;"10.1002/cmr.b.21253";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;3529.42;"10.1002/anie.201400027";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2754.86;"10.1002/adma.201403093";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2649.78;"10.1016/j.neurobiolaging.2014.01.148";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2665.69;"10.1016/j.ijcard.2014.03.168";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1599.42;"10.1016/j.aeue.2014.04.018";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s10822-014-9765-8";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1999.40;"10.1016/j.ultramic.2013.11.010";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1324.90;"10.1016/j.camwa.2013.12.003";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/jz500917z";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1504.80;"10.1088/1367-2630/16/2/023011";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2629.66;"10.1016/j.jaci.2014.09.012";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1818.36;"10.1089/ars.2013.5693";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2916.22;"10.1021/jm500946r";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1579.06;"10.1186/1477-7525-12-45";"FALSE";;;;;
"FWF - Austrian Science Fund";2014;2618.00;"10.1007/s10291-014-0403-7";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2599.14;"10.1021/cm5000999";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;1994.16;"10.1098/rstb.2012.0418";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2706.41;"10.1111/all.12306";"TRUE";;;;;
"FWF - Austrian Science Fund";2014;2665.69;"10.1016/j.jprot.2014.03.028";"TRUE";;;;;
