institution;period;euro;doi;is_hybrid;Publisher;journal_full_title;issn;pmid;url
FWF - Austrian Science Fund;2013;1625.49;10.1016/j.yexcr.2012.12.001;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/om400365v;TRUE;;;;;
FWF - Austrian Science Fund;2013;2287.46;10.1002/bip.22328;TRUE;;;;;
FWF - Austrian Science Fund;2013;1044.89;10.1371/journal.pone.0068016;FALSE;;;;;
FWF - Austrian Science Fund;2013;1560.20;10.1105/tpc.113.112151;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/nl3030938;TRUE;;;;;
FWF - Austrian Science Fund;2013;2880.00;10.1038/cddis.2013.470;FALSE;;;;;
FWF - Austrian Science Fund;2013;2250.00;10.1093/molbev/mst196;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.62;10.1016/j.marpetgeo.2012.10.001;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.53;10.1016/j.cmpb.2011.12.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.62;10.1016/j.palaeo.2012.11.021;TRUE;;;;;
FWF - Austrian Science Fund;2013;1962.59;10.1016/j.jtbi.2013.05.029;TRUE;;;;;
FWF - Austrian Science Fund;2013;903.10;10.1016/j.enpol.2012.04.066;TRUE;;;;;
FWF - Austrian Science Fund;2013;3360.00;10.1002/ange.201207671;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.ejop.2012.09.001;TRUE;;;;;
FWF - Austrian Science Fund;2013;1152.00;10.3389/fpls.2013.00327;FALSE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.laa.2011.05.016;TRUE;;;;;
FWF - Austrian Science Fund;2013;2979.94;10.1016/j.inoche.2012.04.034;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/jp402105j;TRUE;;;;;
FWF - Austrian Science Fund;2013;3423.66;10.3109/13693786.2013.809631;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s00216-013-7239-9;TRUE;;;;;
FWF - Austrian Science Fund;2013;1059.24;10.1371/journal.pone.0070385;FALSE;;;;;
FWF - Austrian Science Fund;2013;2257.62;10.1016/j.arth.2012.08.026;TRUE;;;;;
FWF - Austrian Science Fund;2013;985.40;10.1371/journal.pone.0081481;FALSE;;;;;
FWF - Austrian Science Fund;2013;120.25;10.3732/ajb.1200218;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/pros.22691;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/ic401573d;TRUE;;;;;
FWF - Austrian Science Fund;2013;2420.00;10.1163/15685365-12341420;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/jp4061957;TRUE;;;;;
FWF - Austrian Science Fund;2013;2000.00;10.1007/s11368-012-0550-9;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.paid.2012.04.014;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/jcc.23328;TRUE;;;;;
FWF - Austrian Science Fund;2013;1068.13;10.1371/journal.pone.0068168;FALSE;;;;;
FWF - Austrian Science Fund;2013;1652.40;10.1186/1472-6750-13-53;FALSE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/cplu.201300014;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.bbamcr.2013.02.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;2077.12;10.1021/nl304723c;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.jmb.2012.03.015;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.jenvrad.2012.03.017;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.lmot.2013.04.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;3060.00;10.1093/brain/awt110;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.cma.2013.02.015;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s10750-013-1616-4;TRUE;;;;;
FWF - Austrian Science Fund;2013;1030.87;10.1371/journal.pone.0055367;FALSE;;;;;
FWF - Austrian Science Fund;2013;1635.00;10.1186/1742-9994-10-61;FALSE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s10482-013-9975-4;TRUE;;;;;
FWF - Austrian Science Fund;2013;2556.00;10.1093/nar/gkt861;FALSE;;;;;
FWF - Austrian Science Fund;2013;480.00;10.3389/fpsyg.2012.00558;FALSE;;;;;
FWF - Austrian Science Fund;2013;500.00;10.4081/gh.2013.81;FALSE;;;;;
FWF - Austrian Science Fund;2013;1066.93;10.1371/journal.pone.0067049;FALSE;;;;;
FWF - Austrian Science Fund;2013;1635.88;10.1016/j.jbiotec.2013.10.022;TRUE;;;;;
FWF - Austrian Science Fund;2013;782.68;10.1073/pnas.1301087110;TRUE;;;;;
FWF - Austrian Science Fund;2013;2640.00;10.1007/s00265-012-1412-6;TRUE;;;;;
FWF - Austrian Science Fund;2013;1720.07;10.1063/1.4805040;TRUE;;;;;
FWF - Austrian Science Fund;2013;1152.00;10.3389/fpsyt.2013.00100;FALSE;;;;;
FWF - Austrian Science Fund;2013;1896.00;10.1186/1471-2229-13-104;FALSE;;;;;
