institution;period;EURO;doi;is_hybrid;Publisher;journal_full_title;Agreement 
FWF - Austrian Science Fund;2019;3.393,49 ;10.1016/j.ebiom.2018.04.001;FALSE;ELSEVIER;EBioMedicine;
FWF - Austrian Science Fund;2019;3.624,00 ;10.1016/j.ebiom.2018.12.002;FALSE;ELSEVIER;EBioMedicine;
FWF - Austrian Science Fund;2019;2.796,00 ;10.1016/j.redox.2018.11.003;FALSE;ELSEVIER;Redox Biology;
FWF - Austrian Science Fund;2019;2.496,79 ;10.1016/j.waojou.2018.10.001;FALSE;ELSEVIER;World Allergy Organization Journal;
FWF - Austrian Science Fund;2019;1.920,86 ;10.3389/fcimb.2017.00110;FALSE;FRONTIERS MEDIA;Frontiers in cellular and infection microbiology;
FWF - Austrian Science Fund;2019;1.421,05 ;10.1109/JPHOT.2018.2875519;FALSE;INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS (IEEE);IEEE Photonics Journal;
FWF - Austrian Science Fund;2019;1.080,00 ;10.17645/pag.v6i4.1528;FALSE;LIBRELLO PUBLISHING HOUSE;Politics and Governance;
FWF - Austrian Science Fund;2019;499,11 ;10.3390/antiox7090116;FALSE;MDPI;Antioxidants;
FWF - Austrian Science Fund;2019;329,02 ;10.3390/axioms7040076;FALSE;MDPI;Axioms;
FWF - Austrian Science Fund;2019;1.274,25 ;10.3390/catal9050443;FALSE;MDPI;Catalysts;
FWF - Austrian Science Fund;2019;1.291,23 ;10.3390/cells8050492;FALSE;MDPI;Cells;
FWF - Austrian Science Fund;2019;432,93 ;10.3390/geosciences8110420;FALSE;MDPI;Geosciences;
FWF - Austrian Science Fund;2019;437,23 ;10.3390/geosciences9010020;FALSE;MDPI;Geosciences;
FWF - Austrian Science Fund;2019;1.200,14 ;10.3390/ijms20020272;FALSE;MDPI;International Journal of Molecular Sciences;
FWF - Austrian Science Fund;2019;1.697,05 ;10.3390/ijms19123987;FALSE;MDPI;International Journal of Molecular Sciences;
FWF - Austrian Science Fund;2019;1.708,71 ;10.3390/ijms19124111;FALSE;MDPI;International Journal of Molecular Sciences;
FWF - Austrian Science Fund;2019;834,41 ;10.3390/ijgi7010015;FALSE;MDPI;ISPRS International Journal of Geo-Information;
FWF - Austrian Science Fund;2019;1.155,12 ;10.3390/min9020089;FALSE;MDPI;Minerals;
FWF - Austrian Science Fund;2019;993,99 ;10.3390/molecules23112735;FALSE;MDPI;Molecules;
FWF - Austrian Science Fund;2019;1.339,47 ;10.3390/molecules23112823;FALSE;MDPI;Molecules;
FWF - Austrian Science Fund;2019;1.575,97 ;10.3390/molecules23112820;FALSE;MDPI;Molecules;
FWF - Austrian Science Fund;2019;1.700,24 ;10.3390/nu10111775;FALSE;MDPI;Nutrients;
FWF - Austrian Science Fund;2019;1.742,92 ;10.3390/nu10091129;FALSE;MDPI;Nutrients;
FWF - Austrian Science Fund;2019;2.166,12 ;10.3390/nu11071492;FALSE;MDPI;Nutrients;
FWF - Austrian Science Fund;2019;1.352,23 ;10.3390/polym11091488;FALSE;MDPI;Polymers;
FWF - Austrian Science Fund;2019;1.614,24 ;10.3390/polym10080929;FALSE;MDPI;Polymers;
FWF - Austrian Science Fund;2019;1.263,37 ;10.3390/su10051470;FALSE;MDPI;Sustainability;
FWF - Austrian Science Fund;2019;1.026,70 ;10.3390/v11020145;FALSE;MDPI;Viruses;
FWF - Austrian Science Fund;2019;3.276,00 ;10.1038/s41419-018-1102-z;FALSE;NATURE PUBLISHING GROUP;Cell Death and Disease;
FWF - Austrian Science Fund;2019;2.400,00 ;10.1038/s41467-019-10340-8;FALSE;NATURE PUBLISHING GROUP;Nature Communications;
FWF - Austrian Science Fund;2019;4.620,00 ;10.1038/s41467-018-07591-2;FALSE;NATURE PUBLISHING GROUP;Nature Communications;
FWF - Austrian Science Fund;2019;5.148,00 ;10.1038/s41467-019-08555-w;FALSE;NATURE PUBLISHING GROUP;Nature Communications;
FWF - Austrian Science Fund;2019;5.148,00 ;10.1038/s41467-019-09781-y;FALSE;NATURE PUBLISHING GROUP;Nature Communications;
FWF - Austrian Science Fund;2019;1.566,00 ;10.1038/sdata.2019.3;FALSE;NATURE PUBLISHING GROUP;Scientific Data;
FWF - Austrian Science Fund;2019;1.370,00 ;10.1038/s41598-018-33232-1;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.490,00 ;10.1038/s41598-019-44384-z;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.566,00 ;10.1038/s41598-017-04675-9;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.566,00 ;10.1038/s41598-017-11271-4;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.566,00 ;10.1038/s41598-017-15918-0;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.566,00 ;10.1038/s41598-017-16751-1;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-018-24423-x;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-018-28504-9;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-018-31757-z;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-018-31982-6;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-018-32311-7;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-018-32602-z;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-018-34607-0;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-018-36887-y;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-018-37054-z;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-019-38563-1;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.644,00 ;10.1038/s41598-019-38834-x;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-39687-0;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-40164-x;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-41261-7;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-42334-3;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-42937-w;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-44359-0;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-45579-0;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-45677-z;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-47422-y;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-50246-5;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-51511-3;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-52078-9;FALSE;NATURE PUBLISHING GROUP;Scientific Reports;
FWF - Austrian Science Fund;2019;3.528,00 ;10.1038/s41398-019-0423-8;FALSE;NATURE PUBLISHING GROUP;Translational Psychiatry;
FWF - Austrian Science Fund;2019;2.269,95 ;10.1364/BOE.9.002476;FALSE;OPTICAL SOCIETY OF AMERICA;Biomedical Optics Express;
FWF - Austrian Science Fund;2019;3.414,77 ;10.1364/OPTICA.5.001597;FALSE;OPTICAL SOCIETY OF AMERICA;Optica;
FWF - Austrian Science Fund;2019;1.511,42 ;10.1364/OSAC.2.002244;FALSE;OPTICAL SOCIETY OF AMERICA;OSA Continuum;
FWF - Austrian Science Fund;2019;638,40 ;10.1093/aobpla/plz051;FALSE;OXFORD UNIVERSITY PRESS;AoB Plants;
FWF - Austrian Science Fund;2019;2.556,00 ;10.1093/nar/gky671;FALSE;OXFORD UNIVERSITY PRESS;Nucleic Acids Research;
FWF - Austrian Science Fund;2019;918,00 ;10.3897/mycokeys.59.37966;FALSE;PENSOFT PUBLISHERS;MycoKeys;
FWF - Austrian Science Fund;2019;467,50 ;10.3897/neobiota.45.33366;FALSE;PENSOFT PUBLISHERS;NeoBiota;
FWF - Austrian Science Fund;2019;1.005,60 ;10.3897/zookeys.803.28903;FALSE;PENSOFT PUBLISHERS;ZooKeys;
FWF - Austrian Science Fund;2019;2.331,20 ;10.1371/journal.pgen.1007653;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS Genetics;
FWF - Austrian Science Fund;2019;2.362,82 ;10.1371/journal.ppat.1007397;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS Genetics;
FWF - Austrian Science Fund;2019;1.266,95 ;10.1371/journal.pone.0204803;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.303,15 ;10.1371/journal.pone.0200201;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.310,54 ;10.1371/journal.pone.0199250;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.333,66 ;10.1371/journal.pone.0206963;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.338,57 ;10.1371/journal.pone.0211618;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.363,70 ;10.1371/journal.pone.0212495;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.420,84 ;10.1371/journal.pone.0211187;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.425,62 ;10.1371/journal.pone.0207525;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.426,65 ;10.1371/journal.pone.0212710;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.447,19 ;10.1371/journal.pone.0209077;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.572,39 ;10.1371/journal.pone.0188325;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.579,21 ;10.1371/journal.pone.0212550;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.588,57 ;10.1371/journal.pone.0204825;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.702,09 ;10.1371/journal.pone.0217165;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.715,06 ;10.1371/journal.pone.0207477;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.755,23 ;10.1371/journal.pone.0220434;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS ONE;
FWF - Austrian Science Fund;2019;1.973,09 ;10.1371/journal.ppat.1007203;FALSE;PUBLIC LIBRARY OF SCIENCE;PLoS Pathogens;
FWF - Austrian Science Fund;2019;588,00 ;10.3391/bir.2019.8.3.01;FALSE;REGIONAL ERO-ASIAN BIOLOGICAL INVASIONS CENTRE;BioInvasions Records;
FWF - Austrian Science Fund;2019;665,45 ;10.1039/C8RA03993C;FALSE;ROYAL SOCIETY OF CHEMISTRY;RSC Advances;
FWF - Austrian Science Fund;2019;2.072,28 ;10.1523/ENEURO.0087-18.2018;FALSE;SOCIETY FOR NEUROSCIENCE;eNeurobiologia;
FWF - Austrian Science Fund;2019;1.490,00 ;10.1038/s41598-019-47421-z;FALSE;SPRINGER NATURE;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-38865-4;FALSE;SPRINGER NATURE;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-40949-0;FALSE;SPRINGER NATURE;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-43529-4;FALSE;SPRINGER NATURE;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-44570-z;FALSE;SPRINGER NATURE;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-49417-1;FALSE;SPRINGER NATURE;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-49981-6;FALSE;SPRINGER NATURE;Scientific Reports;
FWF - Austrian Science Fund;2019;1.788,00 ;10.1038/s41598-019-54482-7;FALSE;SPRINGER NATURE;Scientific Reports;
FWF - Austrian Science Fund;2019;3.960,00 ;10.15252/emmm.201809408;FALSE;WILEY-BLACKWELL;EMBO Molecular Medicine;
FWF - Austrian Science Fund;2019;2.361,99 ;10.1063/1.5050859;TRUE;AMERICAN INSTITUTE OF PHYSICS (AIP);Journal of Applied Physics;
FWF - Austrian Science Fund;2019;2.761,90 ;10.1103/PhysRevLett.118.140502;TRUE;AMERICAN PHYSICAL SOCIETY (APS);Physical Review Letters;
FWF - Austrian Science Fund;2019;2.502,49 ;10.1194/jlr.M089771;TRUE;AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB);Journal of Lipid Research;
FWF - Austrian Science Fund;2019;3.991,91 ;10.1194/jlr.M090381;TRUE;AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB);Journal of Lipid Research;
FWF - Austrian Science Fund;2019;3.374,78 ;10.1128/IAI.00418-17;TRUE;AMERICAN SOCIETY FOR MICROBIOLOGY (ASM);Infection and Immunity;
FWF - Austrian Science Fund;2019;2.132,95 ;10.1124/jpet.116.232983;TRUE;AMERICAN SOCIETY FOR PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS (ASPET);Journal of Pharmacology and Experimental Therapeutics;
FWF - Austrian Science Fund;2019;3.899,22 ;10.1172/jci.insight.98867;TRUE;AMERICAN SOCIETY OF CLINICAL INVESTIGATION;Journal of Clinical Investigation;
FWF - Austrian Science Fund;2019;1.418,22 ;10.1145/3289256;TRUE;ASSOCIATION FOR COMPUTING MACHINERY;ACM/IEEE International Conference on Formal Methods and Models for System Design;
;;;;;;;
;;;;;;;
FWF - Austrian Science Fund;2019;1.256,76 ;10.1167/iovs.17-23208;TRUE;ASSOCIATION FOR RESEARCH IN VISION AND OPHTHALMOLOGY (ARVO);Investigative Ophthalmology and Visual Science;
FWF - Austrian Science Fund;2019;1.362,34 ;10.1167/iovs.18-25311;TRUE;ASSOCIATION FOR RESEARCH IN VISION AND OPHTHALMOLOGY (ARVO);Investigative Ophthalmology and Visual Science;
FWF - Austrian Science Fund;2019;2.394,00 ;10.1163/1568539X-00003538;TRUE;BRILL;Behaviour;
FWF - Austrian Science Fund;2019;2.748,50 ;10.1017/nps.2018.40;TRUE;CAMBRIDGE UNIVERSITY PRESS (CUP);Nationalities Papers;
FWF - Austrian Science Fund;2019;1.249,69 ;10.2134/jeq2015.11.0560;TRUE;CROP SCIENCE SOCIETY OF AMERICA;Journal of Environmental Quality;
FWF - Austrian Science Fund;2019;2.590,00 ;10.1016/j.actamat.2018.12.040;TRUE;ELSEVIER;Acta Materialia;
FWF - Austrian Science Fund;2019;2.232,00 ;10.1016/j.actpsy.2019.05.008;TRUE;ELSEVIER;Acta Psychologica;
FWF - Austrian Science Fund;2019;4.188,84 ;10.1016/j.agrformet.2018.08.022;TRUE;ELSEVIER;Agricultural and Forest Meteorology;
FWF - Austrian Science Fund;2019;3.984,00 ;10.1016/j.agee.2018.11.010;TRUE;ELSEVIER;Agriculture, Ecosystems and Environment;
FWF - Austrian Science Fund;2019;4.082,80 ;10.1016/j.agee.2018.07.018;TRUE;ELSEVIER;Agriculture, Ecosystems and Environment;
FWF - Austrian Science Fund;2019;2.545,12 ;10.1016/j.asd.2018.05.004;TRUE;ELSEVIER;Arthropod Structure and Development;
FWF - Austrian Science Fund;2019;4.090,58 ;10.1016/j.bcp.2017.12.001;TRUE;ELSEVIER;Biochemical Pharmacology;
FWF - Austrian Science Fund;2019;3.936,00 ;10.1016/j.bbalip.2019.01.007;TRUE;ELSEVIER;Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids;
FWF - Austrian Science Fund;2019;4.188,00 ;10.1016/j.bbamcr.2018.12.004;TRUE;ELSEVIER;Biochimica et Biophysica Acta - Molecular Cell Research;
FWF - Austrian Science Fund;2019;4.188,00 ;10.1016/j.bbamcr.2019.02.011;TRUE;ELSEVIER;Biochimica et Biophysica Acta - Molecular Cell Research;
FWF - Austrian Science Fund;2019;4.294,88 ;10.1016/j.bbamcr.2018.08.017;TRUE;ELSEVIER;Biochimica et Biophysica Acta - Molecular Cell Research;
FWF - Austrian Science Fund;2019;3.516,00 ;10.1016/j.biocon.2019.02.025;TRUE;ELSEVIER;Biological Conservation;
FWF - Austrian Science Fund;2019;3.420,00 ;10.1016/j.carres.2019.01.010;TRUE;ELSEVIER;Carbohydrate Research;
FWF - Austrian Science Fund;2019;3.420,00 ;10.1016/j.ceca.2019.02.007;TRUE;ELSEVIER;Cell Calcium;
FWF - Austrian Science Fund;2019;3.660,00 ;10.1016/j.ceca.2019.02.009;TRUE;ELSEVIER;Cell Calcium;
FWF - Austrian Science Fund;2019;3.516,00 ;10.1016/j.cca.2018.12.020;TRUE;ELSEVIER;Clinica Chimica Acta;
FWF - Austrian Science Fund;2019;1.140,00 ;10.1016/j.crpv.2019.04.010;TRUE;ELSEVIER;Comptes Rendus - Palevol;
FWF - Austrian Science Fund;2019;2.916,00 ;10.1016/j.compfluid.2019.01.024;TRUE;ELSEVIER;Computers and Fluids;
FWF - Austrian Science Fund;2019;3.204,00 ;10.1016/j.datak.2019.04.001;TRUE;ELSEVIER;Data and Knowledge Engineering;
FWF - Austrian Science Fund;2019;1.140,00 ;10.1016/j.dss.2019.113072;TRUE;ELSEVIER;Decision Support Systems;
FWF - Austrian Science Fund;2019;3.828,00 ;10.1016/j.ecolecon.2018.10.011;TRUE;ELSEVIER;Ecological Economics;
FWF - Austrian Science Fund;2019;3.923,72 ;10.1016/j.ecolecon.2018.09.019;TRUE;ELSEVIER;Ecological Economics;
FWF - Austrian Science Fund;2019;2.592,00 ;10.1016/j.enggeo.2019.105284;TRUE;ELSEVIER;Engineering Geology;
FWF - Austrian Science Fund;2019;2.067,91 ;10.1016/j.ejor.2018.09.045;TRUE;ELSEVIER;European Journal of Operational Research;
FWF - Austrian Science Fund;2019;1.550,00 ;10.1016/j.gep.2019.05.001;TRUE;ELSEVIER;Gene Expression Patterns;
FWF - Austrian Science Fund;2019;1.860,00 ;10.1016/j.humov.2019.03.005;TRUE;ELSEVIER;Human Movement Science;
FWF - Austrian Science Fund;2019;2.592,00 ;10.1016/j.ijengsci.2018.12.005;TRUE;ELSEVIER;International Journal of Engineering Science;
FWF - Austrian Science Fund;2019;1.290,00 ;10.1016/j.jalgebra.2019.02.040;TRUE;ELSEVIER;Journal of Algebra;
FWF - Austrian Science Fund;2019;3.764,65 ;10.1016/j.jaci.2018.07.029;TRUE;ELSEVIER;Journal of Allergy and Clinical Immunology;
FWF - Austrian Science Fund;2019;2.930,00 ;10.1016/j.jaip.2018.11.011;TRUE;ELSEVIER;Journal of Allergy and Clinical Immunology: In Practice;
FWF - Austrian Science Fund;2019;3.004,64 ;10.1016/j.jaip.2018.08.032;TRUE;ELSEVIER;Journal of Allergy and Clinical Immunology: In Practice;
FWF - Austrian Science Fund;2019;3.672,00 ;10.1016/j.jaci.2018.11.011;TRUE;ELSEVIER;Journal of Allergy and Clinical Immunology: In Practice;
FWF - Austrian Science Fund;2019;3.672,00 ;10.1016/j.jaci.2018.11.051;TRUE;ELSEVIER;Journal of Allergy and Clinical Immunology: In Practice;
FWF - Austrian Science Fund;2019;3.764,65 ;10.1016/j.jaci.2018.08.047;TRUE;ELSEVIER;Journal of Allergy and Clinical Immunology: In Practice;
FWF - Austrian Science Fund;2019;2.376,00 ;10.1016/j.jebo.2019.02.008;TRUE;ELSEVIER;Journal of Economic Behavior and Organization;
FWF - Austrian Science Fund;2019;2.930,00 ;10.1016/j.jenvman.2019.03.050;TRUE;ELSEVIER;Journal of Environmental Management;
FWF - Austrian Science Fund;2019;3.181,39 ;10.1016/j.jinf.2018.09.006;TRUE;ELSEVIER;Journal of Infection and Public Health;
FWF - Austrian Science Fund;2019;3.393,48 ;10.1016/j.jid.2018.08.034;TRUE;ELSEVIER;Journal of Investigative Dermatology;
FWF - Austrian Science Fund;2019;2.739,54 ;10.1016/j.jmr.2018.08.013;TRUE;ELSEVIER;Journal of Magnetic Resonance;
FWF - Austrian Science Fund;2019;2.492,09 ;10.1016/j.jneumeth.2018.10.029;TRUE;ELSEVIER;Journal of Neuroscience Methods;
FWF - Austrian Science Fund;2019;4.915,80 ;10.1016/j.kint.2019.04.021;TRUE;ELSEVIER;Kidney International;
FWF - Austrian Science Fund;2019;1.908,84 ;10.1016/j.mambio.2018.08.002;TRUE;ELSEVIER;Mammalian Biology;
FWF - Austrian Science Fund;2019;2.916,28 ;10.1016/j.molimm.2018.04.005;TRUE;ELSEVIER;Molecular Immunology;
FWF - Austrian Science Fund;2019;3.072,00 ;10.1016/j.molimm.2019.04.029;TRUE;ELSEVIER;Molecular Immunology;
FWF - Austrian Science Fund;2019;4.188,00 ;10.1016/j.ympev.2018.10.046;TRUE;ELSEVIER;Molecular Phylogenetics and Evolution;
FWF - Austrian Science Fund;2019;2.436,00 ;10.1016/j.neulet.2019.05.003;TRUE;ELSEVIER;Neuroscience Letters;
FWF - Austrian Science Fund;2019;2.436,00 ;10.1016/j.nimb.2019.01.046;TRUE;ELSEVIER;Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms;
FWF - Austrian Science Fund;2019;3.365,21 ;10.1016/j.psyneuen.2018.04.005;TRUE;ELSEVIER;Psychoneuroendocrinology;
FWF - Austrian Science Fund;2019;3.764,65 ;10.1016/j.rser.2018.04.030;TRUE;ELSEVIER;Renewable and Sustainable Energy Reviews;
FWF - Austrian Science Fund;2019;2.475,89 ;10.1016/j.respol.2017.09.010;TRUE;ELSEVIER;Research Policy;
FWF - Austrian Science Fund;2019;3.711,62 ;10.1016/j.resconrec.2018.05.002;TRUE;ELSEVIER;Resources, Conservation and Recyclcing;
FWF - Austrian Science Fund;2019;2.945,39 ;10.1016/j.scitotenv.2016.04.171;TRUE;ELSEVIER;Science of the Total Environment;
FWF - Austrian Science Fund;2019;3.247,06 ;10.1016/j.scitotenv.2016.07.019;TRUE;ELSEVIER;Science of the Total Environment;
FWF - Austrian Science Fund;2019;3.516,00 ;10.1016/j.scitotenv.2018.12.478;TRUE;ELSEVIER;Science of the Total Environment;
FWF - Austrian Science Fund;2019;3.516,00 ;10.1016/j.scitotenv.2019.02.147;TRUE;ELSEVIER;Science of the Total Environment;
FWF - Austrian Science Fund;2019;3.420,00 ;10.1016/j.sedgeo.2018.12.009;TRUE;ELSEVIER;Sedimentary Geology;
FWF - Austrian Science Fund;2019;3.516,00 ;10.1016/j.soilbio.2019.04.005;TRUE;ELSEVIER;Soil Biology and Biochemistry;
FWF - Austrian Science Fund;2019;2.916,28 ;10.1016/j.susc.2018.03.009;TRUE;ELSEVIER;Surface Science;
FWF - Austrian Science Fund;2019;3.108,00 ;10.1016/j.tecto.2018.12.024;TRUE;ELSEVIER;Tectonophysics;
FWF - Austrian Science Fund;2019;3.748,67 ;10.1016/j.watres.2016.05.072;TRUE;ELSEVIER;Water Research;
