pos;institution_name;journal_title;eissn;doi;url;accepted;par_fee;initial_opt-out
15;Universität Greifswald;AMERICAN JOURNAL OF POLITICAL SCIENCE;1540-5907;10.1111/ajps.12761;https://doi.org/10.1111/ajps.12761;28.10.2022;2750;optin
16;Universität Greifswald;CHEMCATCHEM;1867-3899;10.1002/cctc.202200156;https://doi.org/10.1002/cctc.202200156;23.03.2022;2750;optin
17;Universität Greifswald;BIOETHICS;1467-8519;10.1111/bioe.13082;https://doi.org/10.1111/bioe.13082;10.07.2022;2750;optin
18;Universität Greifswald;FRESHWATER BIOLOGY;1365-2427;10.1111/fwb.13957;https://doi.org/10.1111/fwb.13957;29.05.2022;2750;optin
19;Universität Greifswald;MOLECULAR ECOLOGY;1365-294X;10.1111/mec.16648;https://doi.org/10.1111/mec.16648;07.08.2022;2750;optin
20;Universität Greifswald;OIKOS;1600-0706;10.1111/oik.09052;https://doi.org/10.1111/oik.09052;30.05.2022;2750;optin
21;Universität Greifswald;CHEMPHYSCHEM;1439-7641;10.1002/cphc.202200614;https://doi.org/10.1002/cphc.202200614;03.11.2022;2750;optin
22;Universität Greifswald;MOLECULAR ECOLOGY;1365-294X;10.1111/mec.16729;https://doi.org/10.1111/mec.16729;05.10.2022;2750;optin
23;Universität Greifswald;PSYCHOLOGY IN THE SCHOOLS;1520-6807;10.1002/pits.22788;https://doi.org/10.1002/pits.22788;18.08.2022;2750;optin
24;Universität Greifswald;JOURNAL OF THROMBOSIS AND HAEMOSTASIS;1538-7836;10.1111/jth.15762;https://doi.org/10.1111/jth.15762;10.05.2022;2750;optin
25;Universität Greifswald;CHEMISTRYSELECT;2365-6549;10.1002/slct.202202820;https://doi.org/10.1002/slct.202202820;21.11.2022;2750;optin
26;Universität Greifswald;ANGEWANDTE CHEMIE INTERNATIONAL EDITION;1521-3773;10.1002/anie.202202637;https://doi.org/10.1002/anie.202202637;31.03.2022;2750;optin
27;Universität Greifswald;CHEMBIOCHEM;1439-7633;10.1002/cbic.202200254;https://doi.org/10.1002/cbic.202200254;16.05.2022;2750;optin
28;Universität Greifswald;ARCHIV DER PHARMAZIE;1521-4184;10.1002/ardp.202200473;https://doi.org/10.1002/ardp.202200473;17.10.2022;2750;optin
29;Universität Greifswald;JOURNAL OF APPLIED ECOLOGY;1365-2664;10.1111/1365-2664.14222;https://doi.org/10.1111/1365-2664.14222;09.05.2022;2750;optin
30;Universität Greifswald;EUROPEAN POLICY ANALYSIS;2380-6567;10.1002/epa2.1143;https://doi.org/10.1002/epa2.1143;03.03.2022;2750;optin
31;Universität Greifswald;JOURNAL OF CLINICAL PSYCHOLOGY;1097-4679;10.1002/jclp.23408;https://doi.org/10.1002/jclp.23408;20.06.2022;2750;optin
32;Universität Greifswald;OIKOS;1600-0706;10.1111/oik.09654;https://doi.org/10.1111/oik.09654;14.11.2022;2750;optin
33;Universität Greifswald;GLOBAL CHANGE BIOLOGY;1365-2486;10.1111/gcb.16320;https://doi.org/10.1111/gcb.16320;13.06.2022;2750;optin
34;Universität Greifswald;CHEMBIOCHEM;1439-7633;10.1002/cbic.202100693;https://doi.org/10.1002/cbic.202100693;01.02.2022;2750;optin
35;Universität Greifswald;JOURNAL OF THROMBOSIS AND HAEMOSTASIS;1538-7836;10.1111/jth.15703;https://doi.org/10.1111/jth.15703;10.03.2022;2750;optin
36;Universitätsmedizin Greifswald;ACTA OPHTHALMOLOGICA;1755-3768;10.1111/aos.15124;https://doi.org/10.1111/aos.15124;17.02.2022;2750;optin
37;Universitätsmedizin Greifswald;ALZHEIMER'S & DEMENTIA;1552-5279;10.1002/alz.12815;https://doi.org/10.1002/alz.12815;01.09.2022;2750;optin
38;Universitätsmedizin Greifswald;JOURNAL OF CLINICAL PERIODONTOLOGY;1600-051X;10.1111/jcpe.13642;https://doi.org/10.1111/jcpe.13642;25.04.2022;2750;optin
39;Universitätsmedizin Greifswald;JOURNAL OF CLINICAL PERIODONTOLOGY;1600-051X;10.1111/jcpe.13765;https://doi.org/10.1111/jcpe.13765;20.12.2022;2750;optin
40;Universitätsmedizin Greifswald;IMMUNOLOGY;1365-2567;10.1111/imm.13490;https://doi.org/10.1111/imm.13490;20.02.2022;2750;optin
41;Universitätsmedizin Greifswald;JOURNAL OF THROMBOSIS AND HAEMOSTASIS;1538-7836;10.1111/jth.15659;https://doi.org/10.1111/jth.15659;25.01.2022;2750;optin
42;Universitätsmedizin Greifswald;JOURNAL OF CLINICAL PERIODONTOLOGY;1600-051X;10.1111/jcpe.13763;https://doi.org/10.1111/jcpe.13763;20.12.2022;2750;optin
43;Universitätsmedizin Greifswald;JOURNAL OF SLEEP RESEARCH;1365-2869;10.1111/jsr.13702;https://doi.org/10.1111/jsr.13702;06.07.2022;2750;optin
44;Universitätsmedizin Greifswald;JOURNAL OF THROMBOSIS AND HAEMOSTASIS;1538-7836;10.1111/jth.15862;https://doi.org/10.1111/jth.15862;21.08.2022;2750;optin
45;Universitätsmedizin Greifswald;BRITISH JOURNAL OF PHARMACOLOGY;1476-5381;10.1111/bph.15910;https://doi.org/10.1111/bph.15910;09.06.2022;2750;optin
46;Universitätsmedizin Greifswald;PROTEOMICS;1615-9861;10.1002/pmic.202100168;https://doi.org/10.1002/pmic.202100168;23.03.2022;2750;optin
47;Universitätsmedizin Greifswald;JOURNAL OF ADVANCED NURSING;1365-2648;10.1111/jan.15268;https://doi.org/10.1111/jan.15268;01.04.2022;2750;optin
48;Universitätsmedizin Greifswald;JOURNAL OF CLINICAL PERIODONTOLOGY;1600-051X;10.1111/jcpe.13668;https://doi.org/10.1111/jcpe.13668;17.05.2022;2750;optin
