pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
15;Ruprecht-Karls-Universität Heidelberg;Spinal Cord;1476-5624;10.1038/s41393-022-00854-2;https://doi.org/10.1038/s41393-022-00854-2;16.09.2022;29.08.2022;2750;originalpaper;Research Article;optin
16;Ruprecht-Karls-Universität Heidelberg;Journal of Neuro-Oncology;1573-7373;10.1007/s11060-022-04216-z;https://doi.org/10.1007/s11060-022-04216-z;25.12.2022;13.12.2022;2750;reviewpaper;Research Article;optin
17;Ruprecht-Karls-Universität Heidelberg;Social Psychiatry and Psychiatric Epidemiology;1433-9285;10.1007/s00127-022-02287-x;https://doi.org/10.1007/s00127-022-02287-x;21.04.2022;31.03.2022;2750;originalpaper;Research Article;optin
18;Ruprecht-Karls-Universität Heidelberg;Journal of Thermal Analysis and Calorimetry;1588-2926;10.1007/s10973-022-11258-y;https://doi.org/10.1007/s10973-022-11258-y;07.04.2022;23.01.2022;2750;originalpaper;Research Article;optin
19;Ruprecht-Karls-Universität Heidelberg;Neurosurgical Review;1437-2320;10.1007/s10143-022-01805-4;https://doi.org/10.1007/s10143-022-01805-4;10.05.2022;01.05.2022;2750;originalpaper;Research Article;optin
20;Ruprecht-Karls-Universität Heidelberg;Social Indicators Research;1573-0921;10.1007/s11205-022-02941-6;https://doi.org/10.1007/s11205-022-02941-6;07.07.2022;20.04.2022;2750;originalpaper;Research Article;optin
21;Ruprecht-Karls-Universität Heidelberg;Environmental Science and Pollution Research;1614-7499;10.1007/s11356-022-24531-2;https://doi.org/10.1007/s11356-022-24531-2;10.12.2022;28.11.2022;2750;originalpaper;Research Article;optin
22;Ruprecht-Karls-Universität Heidelberg;Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz;1437-1588;10.1007/s00103-022-03573-4;https://doi.org/10.1007/s00103-022-03573-4;03.08.2022;20.07.2022;2750;originalpaper;Research Article;optin
23;Ruprecht-Karls-Universität Heidelberg;European Archives of Psychiatry and Clinical Neuroscience;1433-8491;10.1007/s00406-022-01381-0;https://doi.org/10.1007/s00406-022-01381-0;17.01.2022;09.01.2022;917;letter;Non Research Article;optin
24;Ruprecht-Karls-Universität Heidelberg;Journal of Happiness Studies;1573-7780;10.1007/s10902-022-00569-4;https://doi.org/10.1007/s10902-022-00569-4;02.09.2022;22.08.2022;2750;originalpaper;Research Article;optin
25;Ruprecht-Karls-Universität Heidelberg;European Archives of Psychiatry and Clinical Neuroscience;1433-8491;10.1007/s00406-022-01489-3;https://doi.org/10.1007/s00406-022-01489-3;08.10.2022;29.08.2022;2750;originalpaper;Research Article;optin
26;Ruprecht-Karls-Universität Heidelberg;Journal of Neural Transmission;1435-1463;10.1007/s00702-022-02461-0;https://doi.org/10.1007/s00702-022-02461-0;21.01.2022;06.01.2022;2750;originalpaper;Research Article;optin
27;Ruprecht-Karls-Universität Heidelberg;European Journal of Ageing;1613-9380;10.1007/s10433-022-00722-1;https://doi.org/10.1007/s10433-022-00722-1;22.09.2022;05.07.2022;2750;reviewpaper;Research Article;optin
28;Ruprecht-Karls-Universität Heidelberg;Medizinrecht;1433-8629;10.1007/s00350-022-6136-7;https://doi.org/10.1007/s00350-022-6136-7;14.03.2022;;2750;originalpaper;Research Article;optin
29;Ruprecht-Karls-Universität Heidelberg;Acta Neurochirurgica;0942-0940;10.1007/s00701-022-05457-7;https://doi.org/10.1007/s00701-022-05457-7;26.12.2022;10.12.2022;2750;originalpaper;Research Article;optin
30;Ruprecht-Karls-Universität Heidelberg;Archives of Gynecology and Obstetrics;1432-0711;10.1007/s00404-021-06380-5;https://doi.org/10.1007/s00404-021-06380-5;10.01.2022;23.12.2021;2750;reviewpaper;Research Article;optin
31;Ruprecht-Karls-Universität Heidelberg;Obesity Surgery;1708-0428;10.1007/s11695-022-05924-1;https://doi.org/10.1007/s11695-022-05924-1;28.01.2022;19.01.2022;917;letter;Non Research Article;optin
32;Ruprecht-Karls-Universität Heidelberg;Die Ophthalmologie;2731-7218;10.1007/s00347-022-01603-9;https://doi.org/10.1007/s00347-022-01603-9;12.03.2022;17.02.2022;2750;briefcommunication;Research Article;optin
33;Ruprecht-Karls-Universität Heidelberg;European Journal of Clinical Pharmacology;1432-1041;10.1007/s00228-022-03304-3;https://doi.org/10.1007/s00228-022-03304-3;03.03.2022;24.02.2022;2750;originalpaper;Research Article;optin
34;Ruprecht-Karls-Universität Heidelberg;Philosophy & Technology;2210-5441;10.1007/s13347-022-00545-z;https://doi.org/10.1007/s13347-022-00545-z;27.05.2022;18.05.2022;2750;originalpaper;Research Article;optin
35;Ruprecht-Karls-Universität Heidelberg;Jahresbericht der Deutschen Mathematiker-Vereinigung;1869-7135;10.1365/s13291-022-00260-w;https://doi.org/10.1365/s13291-022-00260-w;13.09.2022;24.08.2022;917;bookreview;Non Research Article;optin
36;Ruprecht-Karls-Universität Heidelberg;Journal of Consumer Policy;1573-0700;10.1007/s10603-022-09519-2;https://doi.org/10.1007/s10603-022-09519-2;14.06.2022;24.04.2022;2750;originalpaper;Research Article;optin
37;Ruprecht-Karls-Universität Heidelberg;Journal of Optimization Theory and Applications;1573-2878;10.1007/s10957-022-02107-x;https://doi.org/10.1007/s10957-022-02107-x;29.09.2022;22.08.2022;2750;originalpaper;Research Article;optin
38;Ruprecht-Karls-Universität Heidelberg;Journal of Low Temperature Physics;1573-7357;10.1007/s10909-022-02732-w;https://doi.org/10.1007/s10909-022-02732-w;05.05.2022;08.04.2022;2750;originalpaper;Research Article;optin
39;Ruprecht-Karls-Universität Heidelberg;Clinical Neuroradiology;1869-1447;10.1007/s00062-022-01166-x;https://doi.org/10.1007/s00062-022-01166-x;09.05.2022;25.03.2022;2750;originalpaper;Research Article;optin
40;Ruprecht-Karls-Universität Heidelberg;Journal of Public Health;1613-2238;10.1007/s10389-021-01677-w;https://doi.org/10.1007/s10389-021-01677-w;07.01.2022;11.11.2021;2750;reviewpaper;Research Article;optin
41;Ruprecht-Karls-Universität Heidelberg;Journal of Public Health;1613-2238;10.1007/s10389-022-01747-7;https://doi.org/10.1007/s10389-022-01747-7;16.08.2022;29.07.2022;2750;originalpaper;Research Article;optin
42;Ruprecht-Karls-Universität Heidelberg;Journal of Assisted Reproduction and Genetics;1573-7330;10.1007/s10815-022-02637-3;https://doi.org/10.1007/s10815-022-02637-3;29.10.2022;12.10.2022;2750;originalpaper;Research Article;optin
43;Ruprecht-Karls-Universität Heidelberg;Die Dermatologie;2731-7013;10.1007/s00105-021-04934-x;https://doi.org/10.1007/s00105-021-04934-x;07.01.2022;13.12.2021;2750;originalpaper;Research Article;optin
44;Ruprecht-Karls-Universität Heidelberg;Leukemia;1476-5551;10.1038/s41375-022-01681-3;https://doi.org/10.1038/s41375-022-01681-3;23.08.2022;08.08.2022;917;letter;Non Research Article;optin
45;Ruprecht-Karls-Universität Heidelberg;International Journal of Behavioral Medicine;1532-7558;10.1007/s12529-022-10069-7;https://doi.org/10.1007/s12529-022-10069-7;01.03.2022;14.02.2022;2750;originalpaper;Research Article;optin
46;Ruprecht-Karls-Universität Heidelberg;Clinical Oral Investigations;1436-3771;10.1007/s00784-022-04501-1;https://doi.org/10.1007/s00784-022-04501-1;29.04.2022;13.04.2022;2750;originalpaper;Research Article;optin
47;Ruprecht-Karls-Universität Heidelberg;Policy Sciences;1573-0891;10.1007/s11077-022-09484-0;https://doi.org/10.1007/s11077-022-09484-0;28.11.2022;09.11.2022;2750;originalpaper;Research Article;optin
48;Ruprecht-Karls-Universität Heidelberg;The European Physical Journal E;1292-895X;10.1140/epje/s10189-022-00185-3;https://doi.org/10.1140/epje/s10189-022-00185-3;11.04.2022;17.03.2022;2750;originalpaper;Research Article;optin
49;Ruprecht-Karls-Universität Heidelberg;Advances in Therapy;1865-8652;10.1007/s12325-021-02039-4;https://doi.org/10.1007/s12325-021-02039-4;03.02.2022;23.12.2021;2750;originalpaper;Research Article;optin
50;Ruprecht-Karls-Universität Heidelberg;Current Psychology;1936-4733;10.1007/s12144-022-03593-y;https://doi.org/10.1007/s12144-022-03593-y;11.08.2022;29.07.2022;2750;originalpaper;Research Article;optin
51;Ruprecht-Karls-Universität Heidelberg;Standort;1432-220X;10.1007/s00548-022-00801-6;https://doi.org/10.1007/s00548-022-00801-6;18.08.2022;19.07.2022;2750;originalpaper;Research Article;optin
52;Ruprecht-Karls-Universität Heidelberg;La Rivista del Nuovo Cimento;1826-9850;10.1007/s40766-022-00037-y;https://doi.org/10.1007/s40766-022-00037-y;08.08.2022;14.06.2022;2750;reviewpaper;Research Article;optin
53;Ruprecht-Karls-Universität Heidelberg;Forensische Psychiatrie, Psychologie, Kriminologie;1862-7080;10.1007/s11757-022-00723-x;https://doi.org/10.1007/s11757-022-00723-x;04.07.2022;14.06.2022;917;bookreview;Non Research Article;optin
54;Ruprecht-Karls-Universität Heidelberg;Forensische Psychiatrie, Psychologie, Kriminologie;1862-7080;10.1007/s11757-022-00706-y;https://doi.org/10.1007/s11757-022-00706-y;22.03.2022;21.02.2022;917;bookreview;Non Research Article;optin
55;Ruprecht-Karls-Universität Heidelberg;Forensische Psychiatrie, Psychologie, Kriminologie;1862-7080;10.1007/s11757-021-00696-3;https://doi.org/10.1007/s11757-021-00696-3;07.01.2022;19.11.2021;917;bookreview;Non Research Article;optin
56;Ruprecht-Karls-Universität Heidelberg;Forensische Psychiatrie, Psychologie, Kriminologie;1862-7080;10.1007/s11757-022-00734-8;https://doi.org/10.1007/s11757-022-00734-8;01.10.2022;05.09.2022;917;bookreview;Non Research Article;optin
57;Ruprecht-Karls-Universität Heidelberg;Journal of Clinical Monitoring and Computing;1573-2614;10.1007/s10877-021-00793-y;https://doi.org/10.1007/s10877-021-00793-y;06.01.2022;19.12.2021;2750;originalpaper;Research Article;optin
58;Ruprecht-Karls-Universität Heidelberg;Plant Systematics and Evolution;1615-6110;10.1007/s00606-022-01804-4;https://doi.org/10.1007/s00606-022-01804-4;07.02.2022;10.01.2022;917;editorialnotes;Non Research Article;optin
59;Ruprecht-Karls-Universität Heidelberg;Strahlentherapie und Onkologie;1439-099X;10.1007/s00066-022-01911-8;https://doi.org/10.1007/s00066-022-01911-8;10.03.2022;08.02.2022;2750;originalpaper;Research Article;optin
60;Ruprecht-Karls-Universität Heidelberg;Communications in Mathematical Physics;1432-0916;10.1007/s00220-022-04516-5;https://doi.org/10.1007/s00220-022-04516-5;14.11.2022;25.08.2022;2750;originalpaper;Research Article;optin
61;Ruprecht-Karls-Universität Heidelberg;BioSpektrum;1868-6249;10.1007/s12268-022-1774-x;https://doi.org/10.1007/s12268-022-1774-x;09.06.2022;;2750;reviewpaper;Research Article;optin
62;Ruprecht-Karls-Universität Heidelberg;European Child & Adolescent Psychiatry;1435-165X;10.1007/s00787-022-02113-4;https://doi.org/10.1007/s00787-022-02113-4;25.11.2022;16.11.2022;2750;originalpaper;Research Article;optin
63;Ruprecht-Karls-Universität Heidelberg;Archives of Orthopaedic and Trauma Surgery;1434-3916;10.1007/s00402-022-04539-6;https://doi.org/10.1007/s00402-022-04539-6;18.07.2022;28.06.2022;2750;originalpaper;Research Article;optin
64;Ruprecht-Karls-Universität Heidelberg;Journal of Neurology;1432-1459;10.1007/s00415-022-11194-9;https://doi.org/10.1007/s00415-022-11194-9;23.06.2022;10.05.2022;2750;originalpaper;Research Article;optin
65;Ruprecht-Karls-Universität Heidelberg;European Archives of Psychiatry and Clinical Neuroscience;1433-8491;10.1007/s00406-022-01402-y;https://doi.org/10.1007/s00406-022-01402-y;01.04.2022;14.03.2022;2750;originalpaper;Research Article;optin
66;Ruprecht-Karls-Universität Heidelberg;Environmental Management;1432-1009;10.1007/s00267-022-01760-2;https://doi.org/10.1007/s00267-022-01760-2;07.12.2022;24.11.2022;2750;originalpaper;Research Article;optin
67;Ruprecht-Karls-Universität Heidelberg;Journal of Low Temperature Physics;1573-7357;10.1007/s10909-022-02780-2;https://doi.org/10.1007/s10909-022-02780-2;20.07.2022;17.06.2022;2750;originalpaper;Research Article;optin
68;Ruprecht-Karls-Universität Heidelberg;Contributions to Mineralogy and Petrology;1432-0967;10.1007/s00410-022-01936-3;https://doi.org/10.1007/s00410-022-01936-3;02.08.2022;22.06.2022;2750;originalpaper;Research Article;optin
69;Ruprecht-Karls-Universität Heidelberg;Pflügers Archiv - European Journal of Physiology;1432-2013;10.1007/s00424-022-02699-3;https://doi.org/10.1007/s00424-022-02699-3;07.05.2022;29.04.2022;917;letter;Non Research Article;optin
70;Ruprecht-Karls-Universität Heidelberg;Journal of Low Temperature Physics;1573-7357;10.1007/s10909-022-02739-3;https://doi.org/10.1007/s10909-022-02739-3;14.05.2022;21.04.2022;2750;originalpaper;Research Article;optin
71;Ruprecht-Karls-Universität Heidelberg;Research in the Mathematical Sciences;2197-9847;10.1007/s40687-022-00348-w;https://doi.org/10.1007/s40687-022-00348-w;25.07.2022;28.06.2022;2750;originalpaper;Research Article;optin
72;Ruprecht-Karls-Universität Heidelberg;Current Psychiatry Reports;1535-1645;10.1007/s11920-022-01367-8;https://doi.org/10.1007/s11920-022-01367-8;25.10.2022;19.08.2022;2750;reviewpaper;Research Article;optin
73;Ruprecht-Karls-Universität Heidelberg;Husserl Studies;1572-8501;10.1007/s10743-022-09319-z;https://doi.org/10.1007/s10743-022-09319-z;17.12.2022;23.11.2022;2750;originalpaper;Research Article;optin
74;Ruprecht-Karls-Universität Heidelberg;Applied Health Economics and Health Policy;1179-1896;10.1007/s40258-022-00771-8;https://doi.org/10.1007/s40258-022-00771-8;21.11.2022;18.10.2022;2750;originalpaper;Research Article;optin
75;Ruprecht-Karls-Universität Heidelberg;Archives of Toxicology;1432-0738;10.1007/s00204-022-03340-z;https://doi.org/10.1007/s00204-022-03340-z;03.08.2022;13.07.2022;2750;originalpaper;Research Article;optin
76;Ruprecht-Karls-Universität Heidelberg;Science China Chemistry;1869-1870;10.1007/s11426-022-1273-7;https://doi.org/10.1007/s11426-022-1273-7;27.05.2022;04.05.2022;2750;originalpaper;Research Article;optin
77;Ruprecht-Karls-Universität Heidelberg;Psychonomic Bulletin & Review;1531-5320;10.3758/s13423-022-02158-1;https://doi.org/10.3758/s13423-022-02158-1;11.08.2022;25.07.2022;2750;originalpaper;Research Article;optin
78;Ruprecht-Karls-Universität Heidelberg;Journal of Public Health;1613-2238;10.1007/s10389-022-01727-x;https://doi.org/10.1007/s10389-022-01727-x;27.07.2022;17.06.2022;2750;originalpaper;Research Article;optin
79;Ruprecht-Karls-Universität Heidelberg;European Journal of Clinical Pharmacology;1432-1041;10.1007/s00228-022-03314-1;https://doi.org/10.1007/s00228-022-03314-1;27.04.2022;14.03.2022;2750;originalpaper;Research Article;optin
80;Ruprecht-Karls-Universität Heidelberg;International Journal of Digital Humanities;2524-7840;10.1007/s42803-022-00055-6;https://doi.org/10.1007/s42803-022-00055-6;30.11.2022;14.11.2022;2750;originalpaper;Research Article;optin
81;Ruprecht-Karls-Universität Heidelberg;Memory & Cognition;1532-5946;10.3758/s13421-022-01379-y;https://doi.org/10.3758/s13421-022-01379-y;20.12.2022;08.12.2022;2750;originalpaper;Research Article;optin
82;Ruprecht-Karls-Universität Heidelberg;Molecular Neurobiology;1559-1182;10.1007/s12035-022-03111-y;https://doi.org/10.1007/s12035-022-03111-y;11.11.2022;26.10.2022;2750;originalpaper;Research Article;optin
83;Ruprecht-Karls-Universität Heidelberg;Die Dermatologie;2731-7013;10.1007/s00105-022-04987-6;https://doi.org/10.1007/s00105-022-04987-6;15.04.2022;21.03.2022;2750;briefcommunication;Research Article;optin
84;Ruprecht-Karls-Universität Heidelberg;Mindfulness;1868-8535;10.1007/s12671-022-01943-2;https://doi.org/10.1007/s12671-022-01943-2;07.07.2022;26.06.2022;2750;originalpaper;Research Article;optin
85;Ruprecht-Karls-Universität Heidelberg;Acta Neuropathologica;1432-0533;10.1007/s00401-022-02415-6;https://doi.org/10.1007/s00401-022-02415-6;31.03.2022;22.03.2022;2750;briefcommunication;Research Article;optin
86;Ruprecht-Karls-Universität Heidelberg;Infection;1439-0973;10.1007/s15010-022-01810-1;https://doi.org/10.1007/s15010-022-01810-1;09.04.2022;16.03.2022;2750;originalpaper;Research Article;optin
87;Ruprecht-Karls-Universität Heidelberg;Archives of Toxicology;1432-0738;10.1007/s00204-022-03272-8;https://doi.org/10.1007/s00204-022-03272-8;19.03.2022;01.03.2022;2750;originalpaper;Research Article;optin
88;Ruprecht-Karls-Universität Heidelberg;Phenomenology and the Cognitive Sciences;1572-8676;10.1007/s11097-022-09810-0;https://doi.org/10.1007/s11097-022-09810-0;28.05.2022;23.02.2022;917;bookreview;Non Research Article;optin
89;Ruprecht-Karls-Universität Heidelberg;Journal of Neurology;1432-1459;10.1007/s00415-022-11178-9;https://doi.org/10.1007/s00415-022-11178-9;27.05.2022;05.05.2022;2750;originalpaper;Research Article;optin
90;Ruprecht-Karls-Universität Heidelberg;Journal of Neurology;1432-1459;10.1007/s00415-022-11417-z;https://doi.org/10.1007/s00415-022-11417-z;04.11.2022;01.10.2022;917;letter;Non Research Article;optin
91;Ruprecht-Karls-Universität Heidelberg;Zeitschrift für Vergleichende Politikwissenschaft;1865-2654;10.1007/s12286-022-00521-z;https://doi.org/10.1007/s12286-022-00521-z;04.04.2022;28.02.2022;2750;originalpaper;Research Article;optin
92;Ruprecht-Karls-Universität Heidelberg;Medizinrecht;1433-8629;10.1007/s00350-022-6269-8;https://doi.org/10.1007/s00350-022-6269-8;02.08.2022;;2750;originalpaper;Research Article;optin
93;Ruprecht-Karls-Universität Heidelberg;Surgical Endoscopy;1432-2218;10.1007/s00464-022-09733-6;https://doi.org/10.1007/s00464-022-09733-6;26.10.2022;11.10.2022;2750;originalpaper;Research Article;optin
94;Ruprecht-Karls-Universität Heidelberg;Archaeological and Anthropological Sciences;1866-9565;10.1007/s12520-022-01606-2;https://doi.org/10.1007/s12520-022-01606-2;19.07.2022;09.06.2022;2750;originalpaper;Research Article;optin
95;Ruprecht-Karls-Universität Heidelberg;Constructive Approximation;1432-0940;10.1007/s00365-022-09569-2;https://doi.org/10.1007/s00365-022-09569-2;19.03.2022;09.09.2021;2750;originalpaper;Research Article;optin
96;Ruprecht-Karls-Universität Heidelberg;Constructive Approximation;1432-0940;10.1007/s00365-022-09570-9;https://doi.org/10.1007/s00365-022-09570-9;17.03.2022;09.09.2021;2750;originalpaper;Research Article;optin
97;Ruprecht-Karls-Universität Heidelberg;International Journal of Computer Vision;1573-1405;10.1007/s11263-022-01725-2;https://doi.org/10.1007/s11263-022-01725-2;15.12.2022;18.11.2022;2750;originalpaper;Research Article;optin
98;Ruprecht-Karls-Universität Heidelberg;Journal of Archaeological Method and Theory;1573-7764;10.1007/s10816-022-09582-6;https://doi.org/10.1007/s10816-022-09582-6;07.11.2022;21.09.2022;2750;originalpaper;Research Article;optin
100;Ruprecht-Karls-Universität Heidelberg;Die Orthopädie;2731-7153;10.1007/s00132-022-04278-x;https://doi.org/10.1007/s00132-022-04278-x;08.07.2022;08.06.2022;2750;briefcommunication;Research Article;optin
101;Ruprecht-Karls-Universität Heidelberg;Pharmaceutical Research;1573-904X;10.1007/s11095-022-03241-x;https://doi.org/10.1007/s11095-022-03241-x;31.03.2022;21.03.2022;2750;reviewpaper;Research Article;optin
102;Ruprecht-Karls-Universität Heidelberg;Surgical Endoscopy;1432-2218;10.1007/s00464-022-09158-1;https://doi.org/10.1007/s00464-022-09158-1;09.03.2022;18.02.2022;2750;originalpaper;Research Article;optin
103;Ruprecht-Karls-Universität Heidelberg;Datenbank-Spektrum;1610-1995;10.1007/s13222-022-00426-x;https://doi.org/10.1007/s13222-022-00426-x;24.11.2022;08.10.2022;2750;originalpaper;Research Article;optin
104;Ruprecht-Karls-Universität Heidelberg;Journal of World Prehistory;1573-7802;10.1007/s10963-022-09170-2;https://doi.org/10.1007/s10963-022-09170-2;14.12.2022;20.10.2022;2750;originalpaper;Research Article;optin
105;Ruprecht-Karls-Universität Heidelberg;The European Physical Journal Plus;2190-5444;10.1140/epjp/s13360-022-03314-1;https://doi.org/10.1140/epjp/s13360-022-03314-1;14.10.2022;22.09.2022;2750;reviewpaper;Research Article;optin
106;Ruprecht-Karls-Universität Heidelberg;Drugs & Aging;1179-1969;10.1007/s40266-022-00922-5;https://doi.org/10.1007/s40266-022-00922-5;23.02.2022;17.01.2022;917;letter;Non Research Article;optin
107;Ruprecht-Karls-Universität Heidelberg;Phenomenology and the Cognitive Sciences;1572-8676;10.1007/s11097-022-09869-9;https://doi.org/10.1007/s11097-022-09869-9;26.12.2022;03.11.2022;2750;originalpaper;Research Article;optin
108;Ruprecht-Karls-Universität Heidelberg;Politische Vierteljahresschrift;1862-2860;10.1007/s11615-022-00395-6;https://doi.org/10.1007/s11615-022-00395-6;02.05.2022;29.03.2022;2750;originalpaper;Research Article;optin
109;Ruprecht-Karls-Universität Heidelberg;Human Studies;1572-851X;10.1007/s10746-022-09621-x;https://doi.org/10.1007/s10746-022-09621-x;19.04.2022;04.02.2022;2750;originalpaper;Research Article;optin
110;Ruprecht-Karls-Universität Heidelberg;Acta Neurochirurgica;0942-0940;10.1007/s00701-022-05214-w;https://doi.org/10.1007/s00701-022-05214-w;21.04.2022;11.04.2022;2750;briefcommunication;Research Article;optin
111;Ruprecht-Karls-Universität Heidelberg;Die Innere Medizin;2731-7099;10.1007/s00108-022-01282-3;https://doi.org/10.1007/s00108-022-01282-3;17.02.2022;26.01.2022;2750;briefcommunication;Research Article;optin
112;Ruprecht-Karls-Universität Heidelberg;The European Physical Journal D;1434-6079;10.1140/epjd/s10053-022-00504-5;https://doi.org/10.1140/epjd/s10053-022-00504-5;03.10.2022;14.09.2022;2750;originalpaper;Research Article;optin
113;Ruprecht-Karls-Universität Heidelberg;International Journal of Earth Sciences;1437-3262;10.1007/s00531-022-02253-7;https://doi.org/10.1007/s00531-022-02253-7;27.10.2022;04.10.2022;2750;originalpaper;Research Article;optin
114;Ruprecht-Karls-Universität Heidelberg;Politische Vierteljahresschrift;1862-2860;10.1007/s11615-022-00393-8;https://doi.org/10.1007/s11615-022-00393-8;22.04.2022;24.03.2022;2750;originalpaper;Research Article;optin
115;Ruprecht-Karls-Universität Heidelberg;Journal of Prevention;2731-5541;10.1007/s10935-022-00683-2;https://doi.org/10.1007/s10935-022-00683-2;01.06.2022;30.04.2022;2750;originalpaper;Research Article;optin
116;Ruprecht-Karls-Universität Heidelberg;Phenomenology and the Cognitive Sciences;1572-8676;10.1007/s11097-022-09839-1;https://doi.org/10.1007/s11097-022-09839-1;30.06.2022;14.06.2022;2750;originalpaper;Research Article;optin
117;Ruprecht-Karls-Universität Heidelberg;Phenomenology and the Cognitive Sciences;1572-8676;10.1007/s11097-022-09848-0;https://doi.org/10.1007/s11097-022-09848-0;28.09.2022;27.07.2022;2750;originalpaper;Research Article;optin
118;Ruprecht-Karls-Universität Heidelberg;Environmental Monitoring and Assessment;1573-2959;10.1007/s10661-022-10241-2;https://doi.org/10.1007/s10661-022-10241-2;29.07.2022;20.06.2022;2750;originalpaper;Research Article;optin
119;Ruprecht-Karls-Universität Heidelberg;Zeitschrift für Literaturwissenschaft und Linguistik;2365-953X;10.1007/s41244-022-00267-x;https://doi.org/10.1007/s41244-022-00267-x;02.11.2022;30.05.2022;2750;originalpaper;Research Article;optin
120;Ruprecht-Karls-Universität Heidelberg;Medizinrecht;1433-8629;10.1007/s00350-022-6159-0;https://doi.org/10.1007/s00350-022-6159-0;12.04.2022;;2750;originalpaper;Research Article;optin
121;Ruprecht-Karls-Universität Heidelberg;Forensische Psychiatrie, Psychologie, Kriminologie;1862-7080;10.1007/s11757-022-00717-9;https://doi.org/10.1007/s11757-022-00717-9;18.05.2022;27.01.2022;2750;originalpaper;Research Article;optin
122;Ruprecht-Karls-Universität Heidelberg;Circular Economy and Sustainability;2730-5988;10.1007/s43615-022-00229-y;https://doi.org/10.1007/s43615-022-00229-y;10.11.2022;02.11.2022;2750;originalpaper;Research Article;optin
123;Ruprecht-Karls-Universität Heidelberg;Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO);2366-6218;10.1007/s11612-022-00660-7;https://doi.org/10.1007/s11612-022-00660-7;28.11.2022;12.08.2022;2750;originalpaper;Research Article;optin
124;Universitätsklinikum Heidelberg;Die Innere Medizin;2731-7099;10.1007/s00108-021-01241-4;https://doi.org/10.1007/s00108-021-01241-4;07.02.2022;13.12.2021;2750;briefcommunication;Research Article;optin
