id;Institution;Period;Publisher;Journal;DOI;is_hybrid;Country;EURO;URL
;Heidelberg U;2018;Univ. Bern, Centre for Development and Environment;Mountain Research and Development;10.1659/MRD-JOURNAL-D-18-00026.1;FALSE;DEU;1046,58;NA
;Heidelberg U;2018;Dove Medical Press Ltd;Clinical Epidemiology;10.2147/CLEP.S171929 ;FALSE;DEU;1901,62;NA
;Heidelberg U;2018;Dove Medical Press Ltd;Journal of Pain Research;10.2147/JPR.S165487;FALSE;DEU;1901,62;NA
;Heidelberg U;2018;Dove Medical Press Ltd;Patient Preference and Adherence;10.2147/PPA.S173651;FALSE;DEU;1901,62;NA
;Heidelberg U;2018;JMIR;JMIR Medical Education;10.2196/10222;FALSE;DEU;1653,78;NA
;Heidelberg U;2018;Acta Dermato-Venereologica;Acta Dermato-Venereologica;10.2340/00015555-3082;FALSE;DEU;1666;NA
;Heidelberg U;2018;Frontiers;Frontiers in Cell and Developmental Biology;10.3389/fcell.2018.00097;FALSE;DEU;1668,81;NA
;Heidelberg U;2018;Frontiers;Frontiers in Earth Science;10.3389/feart.2019.00026;FALSE;DEU;1689,32;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.01875;FALSE;DEU;1985,66;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.01983;FALSE;DEU;2033,54;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.02207;FALSE;DEU;2004,02;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.02581;FALSE;DEU;1978,28;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.02584;FALSE;DEU;1978,28;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.02685;FALSE;DEU;1995,73;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.02796;FALSE;DEU;1855,51;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.00198;FALSE;DEU;2000,49;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.00432;FALSE;DEU;1998,33;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.00547;FALSE;DEU;1986,5;NA
;Heidelberg U;2018;Frontiers;Frontiers in Microbiology;10.3389/fmicb.2018.02826;FALSE;DEU;1986,93;NA
;Heidelberg U;2018;Frontiers;Frontiers in cellular neuroscience;10.3389/fncel.2018.00402;FALSE;DEU;1969,4;NA
;Heidelberg U;2018;Frontiers;Frontiers in Neurology;10.3389/fneur.2018.00753;FALSE;DEU;2028,19;NA
;Heidelberg U;2018;Frontiers;Frontiers in Neurology ;10.3389/fneur.2018.01057;FALSE;DEU;1980,37;NA
;Heidelberg U;2018;Frontiers;Frontiers in Neurology;10.3389/fneur.2018.01192;FALSE;DEU;2006,24;NA
;Heidelberg U;2018;Frontiers;Frontiers in Neuroscience;10.3389/fnins.2018.01004;FALSE;DEU;2013,59;NA
;Heidelberg U;2018;Frontiers;Frontiers in Molecular Neuroscience;10.3389/fnmol.2018.00337;FALSE;DEU;1992,41;NA
;Heidelberg U;2018;Frontiers;Frontiers in oncology;10.3389/fonc.2018.00378;FALSE;DEU;1668,2;NA
;Heidelberg U;2018;Frontiers;Frontiers in Oncology;10.3389/fonc.2018.00535;FALSE;DEU;1890,15;NA
;Heidelberg U;2018;Frontiers;Frontiers in Oncology;10.3389/fonc.2018.00641;FALSE;DEU;1843,61;NA
;Heidelberg U;2018;Frontiers;Frontiers in pediatrics;10.3389/fped.2018.00378;FALSE;DEU;2000,81;NA
;Heidelberg U;2018;Frontiers;Frontiers in Pharmacology;10.3389/fphar.2019.00113;FALSE;DEU;1138,35;NA
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2018.01190;FALSE;DEU;2007,96;NA
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2018.01499;FALSE;DEU;1969,31;NA
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2019.00134;FALSE;DEU;1973,07;NA
;Heidelberg U;2018;Frontiers;Frontiers in Psychology;10.3389/fpsyg.2018.02261;FALSE;DEU;2000,1;NA
;Heidelberg U;2018;Frontiers;Frontiers in Psychology;10.3389/fpsyg.2018.02600;FALSE;DEU;2013,02;NA
;Heidelberg U;2018;Frontiers;Frontiers in Psychiatry;10.3389/fpsyt.2018.00533;FALSE;DEU;1972,48;NA
;Heidelberg U;2018;Frontiers;Frontiers in Psychiatry ;10.3389/fpsyt.2018.00634;FALSE;DEU;1134,62;NA
;Heidelberg U;2018;Frontiers;Frontiers in Robotics and AI;10.3389/frobt.2018.00117;FALSE;DEU;1012,59;NA
;Heidelberg U;2018;Frontiers;Frontiers in astronomy and space sciences;10.3389/fspas.2018.00035;FALSE;DEU;1012,59;NA
;Heidelberg U;2018;Frontiers;Frontiers in Astronomy and Space Sciences;10.3389/fspas.2018.00050;FALSE;DEU;1026,64;NA
;Heidelberg U;2018;MDPI;Cancers;10.3390/cancers10100388;FALSE;DEU;778,2;NA
;Heidelberg U;2018;MDPI;Cancers;10.3390/cancers10110401;FALSE;DEU;777,57;NA
;Heidelberg U;2018;MDPI;Cancers;10.3390/cancers10110457;FALSE;DEU;782,53;NA
;Heidelberg U;2018;MDPI;Cancers;10.3390/cancers10120488;FALSE;DEU;788,67;NA
;Heidelberg U;2018;MDPI;Genes;10.3390/genes9100482;FALSE;DEU;792,05;NA
;Heidelberg U;2018;MDPI;International Journal of Environmental Research and Public Health;10.3390/ijerph15091865;FALSE;DEU;1228,7;NA
;Heidelberg U;2018;MDPI;International Journal of Environmental Research and Public Health;10.3390/ijerph15122690;FALSE;DEU;1261,88;NA
;Heidelberg U;2018;MDPI;International Journal of Environmental Research and Public Health;10.3390/ijerph15122820;FALSE;DEU;1262,02;NA
;Heidelberg U;2018;MDPI;ISPRS International Journal of Geo-Information;10.3390/ijgi7090359;FALSE;DEU;628,51;NA
;Heidelberg U;2018;MDPI;International Journal of Molecular Sciences ;10.3390/ijms19103254;FALSE;DEU;1406,44;NA
;Heidelberg U;2018;MDPI;International Journal of Molecular Sciences;10.3390/ijms19113396;FALSE;DEU;1399,62;NA
;Heidelberg U;2018;MDPI;International Journal of Molecular Sciences;10.3390/ijms19123964;FALSE;DEU;1419,78;NA
;Heidelberg U;2018;MDPI;Medicines;10.3390/medicines5040123;FALSE;DEU;182,14;NA
;Heidelberg U;2018;MDPI;Molecules;10.3390/molecules23123238;FALSE;DEU;1419,78;NA
;Heidelberg U;2018;MDPI;Sensors;10.3390/s18113794;FALSE;DEU;1411,64;NA
;Heidelberg U;2018;MDPI;Sustainability;10.3390/su10103392;FALSE;DEU;1110,63;NA
;Heidelberg U;2018;MDPI;Viruses;10.3390/v10110620;FALSE;DEU;1248,94;NA
;Heidelberg U;2018;Avicena;Acta Informatica Medica;10.5455/aim.2018.26.180-184;FALSE;DEU;416,5;NA
;Heidelberg U;2018;Ivyspring Internat. Publ.;Theranostics;10.7150/thno.29223;FALSE;DEU;1984,68;NA
;Heidelberg U;2017;BMC;BMC Medical Research Methodology;10.1186/s12874-018-0574-y;FALSE;DEU;1661,24;NA
;Heidelberg U;2017;BMC;BMC Surgery;10.1186/s12893-018-0422-3;FALSE;DEU;1661,24;NA
;Heidelberg U;2017;Frontiers Media SA;Frontiers in Psychology;10.3389/fpsyg.2018.02443;FALSE;DEU;1979,93;NA
