id;Institution;Period;Publisher;Journal;DOI;is_hybrid;Country;EURO
;Heidelberg U;2019;MDPI;Antioxidants;10.3390/antiox8090415;FALSE;DEU;983,29
;Heidelberg U;2019;Cogitatio;Politics and Governance;10.17645/pag.v7i1.1782;FALSE;DEU;1071
;Heidelberg U;2019;Cogitatio;Social Inclusion;10.17645/si.v7i2.1939;FALSE;DEU;1071
;Heidelberg U;2019;Hindawi;Rehabilitation Research and Practice ;10.1155/2019/2978265;FALSE;DEU;1090,53
;Heidelberg U;2019;BMJ;BMJ Open;10.1136/bmjopen-2018-028695;FALSE;DEU;1130,5
;Heidelberg U;2019;MDPI;Water;10.3390/w11040701;FALSE;DEU;1169,9
;Heidelberg U;2019;De Gruyter Poland;Open Geosciences;10.1515/geo-2019-0012;FALSE;DEU;1190
;Heidelberg U;2019;SAGE;SAGE Open Medicine;10.1177/2050312119856986;FALSE;DEU;1196,91
;Heidelberg U;2019;MDPI;Cells;10.3390/cells8060633;FALSE;DEU;1221,55
;Heidelberg U;2019;PeerJ Inc;PeerJ;10.7717/peerj.6322;FALSE;DEU;1249,17
;Heidelberg U;2019;PeerJ Inc;PeerJ;10.7717/peerj.6290;FALSE;DEU;1251,04
;Heidelberg U;2019;MDPI;International Journal of Molecular Sciences;10.3390/ijms20174253;FALSE;DEU;1259,35
;Heidelberg U;2019;MDPI;Water;10.3390/w11112364;FALSE;DEU;1296,77
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11111655;FALSE;DEU;1298,53
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11040584;FALSE;DEU;1311,43
;Heidelberg U;2019;MDPI;Cells;10.3390/cells8080879;FALSE;DEU;1362,73
;Heidelberg U;2019;MDPI;Molecules;10.3390/molecules24091839;FALSE;DEU;1410,42
;Heidelberg U;2019;MDPI;Molecules;10.3390/molecules24050915;FALSE;DEU;1412,71
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11030379;FALSE;DEU;1413,17
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11030294;FALSE;DEU;1414,1
;Heidelberg U;2019;MDPI;International Journal of Molecular Sciences;10.3390/ijms20030653;FALSE;DEU;1416,99
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11030383;FALSE;DEU;1417,81
;Heidelberg U;2019;MDPI;International Journal of environmental Research and Public Health;10.3390/ijerph16163000;FALSE;DEU;1418,87
;Heidelberg U;2019;MDPI;Molecules;10.3390/molecules24101999;FALSE;DEU;1419,29
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11050709;FALSE;DEU;1423,79
;Heidelberg U;2019;MDPI;Remote Sensing;10.3390/rs11111327;FALSE;DEU;1430,24
;Heidelberg U;2019;MDPI;International Journal of Molecular Sciences;10.3390/ijms20123066;FALSE;DEU;1434
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11070924;FALSE;DEU;1434
;Heidelberg U;2019;BMJ;BMJ Open;10.1136/bmjopen-2018-028696;FALSE;DEU;1442,32
;Heidelberg U;2019;MDPI;Journal of clinical medicine;10.3390/jcm8071047;FALSE;DEU;1442,85
;Heidelberg U;2019;MDPI;Remote Sensing;10.3390/rs11131535;FALSE;DEU;1444,34
;Heidelberg U;2019;MDPI;Molecules;10.3390/molecules24142633;FALSE;DEU;1449,77
;Heidelberg U;2019;BMJ;BMJ Open;10.1136/bmjopen-2018-024644;FALSE;DEU;1450,51
;Heidelberg U;2019;MDPI;Materials;10.3390/ma12152471;FALSE;DEU;1454,3
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11111705;FALSE;DEU;1456,88
;Heidelberg U;2019;MDPI;International Journal of Environmental Research and Public Health;10.3390/ijerph16245039;FALSE;DEU;1457,06
;Heidelberg U;2019;MDPI;Remote Sensing;10.3390/rs11151799;FALSE;DEU;1458,25
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11081072;FALSE;DEU;1458,25
;Heidelberg U;2019;MDPI;International Journal of Environmental Research and Public Health;10.3390/ijerph16244930;FALSE;DEU;1460,68
;Heidelberg U;2019;MDPI;Journal of Clinical Medicine;10.3390/jcm8111804;FALSE;DEU;1460,84
;Heidelberg U;2019;MDPI;International Journal of Molecular Sciences;10.3390/ijms20215393;FALSE;DEU;1460,84
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11121840;FALSE;DEU;1460,89
;Heidelberg U;2019;MDPI;Journal of clinical medicine;10.3390/jcm8122178;FALSE;DEU;1466,41
;Heidelberg U;2019;MDPI;Journal of Clinical Medicine;10.3390/jcm8101652;FALSE;DEU;1469,22
;Heidelberg U;2019;MDPI;Journal of Clinical Medicine;10.3390/jcm8101582;FALSE;DEU;1470,54
;Heidelberg U;2019;MDPI;Journal of Clinical Medicine;10.3390/jcm8091276;FALSE;DEU;1473,45
;Heidelberg U;2019;MDPI;Molecules;10.3390/molecules24162968;FALSE;DEU;1473,45
;Heidelberg U;2019;MDPI;Molecules;10.3390/molecules24162987;FALSE;DEU;1473,45
;Heidelberg U;2019;BMJ;BMJ Open;10.1136/bmjopen-2018-027747;FALSE;DEU;1474,26
;Heidelberg U;2019;AME Publ. Company;Translational Cancer Research;10.21037/tcr.2019.09.05;FALSE;DEU;1474,51
;Heidelberg U;2019;MDPI;Molecules;10.3390/molecules24183299;FALSE;DEU;1474,64
;Heidelberg U;2019;MDPI;International Journal of Molecular Sciences;10.3390/ijms20184577;FALSE;DEU;1474,64
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11091309;FALSE;DEU;1478,36
;Heidelberg U;2019;MDPI;International Journal of Molecular Sciences ;10.3390/ijms20174295;FALSE;DEU;1478,36
;Heidelberg U;2019;MDPI;International Journal of Environmental Research and Public Health;10.3390/ijerph16173213;FALSE;DEU;1478,36
;Heidelberg U;2019;AME Publ. Company;Hepatobiliary Surgery and Nutrition;10.21037/hbsn.2019.06.11;FALSE;DEU;1478,86
;Heidelberg U;2019;MDPI;Materials;10.3390/ma12172732;FALSE;DEU;1479,36
;Heidelberg U;2019;Oxford Univ. Pr.;Social, Cognitive and Affective Neuroscience;10.1093/scan/nsz094;FALSE;DEU;1480,36
;Heidelberg U;2019;MDPI;Cancers;10.3390/cancers11101493;FALSE;DEU;1480,68
;Heidelberg U;2019;Oxford Univ. Pr.;Journal of Radiation Research;10.1093/jrr/rrz048;FALSE;DEU;1487,5
;Heidelberg U;2019;Elsevier;SSM Population Health;10.1016/j.ssmph.2019.100462;FALSE;DEU;1487,5
;Heidelberg U;2019;BMJ;BMJ Open;10.1136/bmjopen-2019-031037;FALSE;DEU;1491,32
;Heidelberg U;2019;AME Publ. Company;Journal of Thoracic Disease;10.21037/jtd.2019.11.45;FALSE;DEU;1503,18
;Heidelberg U;2019;Copernicus;Atmospheric Measurement Techniques;10.5194/amt-12-3365-2019;FALSE;DEU;1557,71
;Heidelberg U;2019;Copernicus;Ocean Science;10.5194/os-15-1783-2019;FALSE;DEU;1557,71
;Heidelberg U;2019;PLOS;PLOS ONE;10.1371/journal.pone.0212007;FALSE;DEU;1558,39
;Heidelberg U;2019;PLOS;PLOS ONE;10.1371/journal.pone.0209546 ;FALSE;DEU;1565,1
;Heidelberg U;2019;PLOS;PLOS ONE;10.1371/journal.pone.0213824;FALSE;DEU;1567,3
;Heidelberg U;2019;MDPI;Nutrients;10.3390/nu11030544;FALSE;DEU;1571,23
;Heidelberg U;2019;MDPI;Nutrients;10.3390/nu11040912;FALSE;DEU;1573,72
;Heidelberg U;2019;PLOS;Plos One;10.1371/journal.pone.0215636;FALSE;DEU;1574,1
;Heidelberg U;2019;MDPI;Nutrients;10.3390/nu11071653;FALSE;DEU;1602,43
;Heidelberg U;2019;BMC/Springer Nature;Borderline Personality Disorders and Emotion;10.1186/s40479-019-0114-3;FALSE;DEU;1622,86
;Heidelberg U;2019;MDPI;Marine Drugs;10.3390/md17100559;FALSE;DEU;1638,82
;Heidelberg U;2019;MDPI;Nutrients;10.3390/nu11102440;FALSE;DEU;1645,2
;Heidelberg U;2019;BMC;BMC Health Services Research;10.1186/s12913-019-4204-0;FALSE;DEU;1661,24
;Heidelberg U;2019;PLOS;PloS One;10.1371/journal.pone.0211916;FALSE;DEU;1662,62
;Heidelberg U;2019;PLOS;Plos One;10.1371/journal.pone.0212799;FALSE;DEU;1662,62
;Heidelberg U;2019;PLOS;PLOS one;10.1371/journal.pone.0212458;FALSE;DEU;1662,62
;Heidelberg U;2019;PLOS;PLOS ONE;10.1371/journal.pone.0214305;FALSE;DEU;1672,14
;Heidelberg U;2019;PLOS;PLOS ONE;10.1371/journal.pone.0215367;FALSE;DEU;1679,39
;Heidelberg U;2019;PLOS;Plos One;10.1371/journal.pone.0215663;FALSE;DEU;1679,39
;Heidelberg U;2019;PLOS;PLOS one;10.1371/journal.pone.0215992;FALSE;DEU;1679,39
;Heidelberg U;2019;PLOS;PLOS ONE ;10.1371/journal.pone.0217851;FALSE;DEU;1688,96
;Heidelberg U;2019;PLOS;Plos One;10.1371/journal.pone.0219571;FALSE;DEU;1691,97
;Heidelberg U;2019;PLOS;Plos One;10.1371/journal.pone.0221112;FALSE;DEU;1691,97
;Heidelberg U;2019;PLOS;Plos ONE;10.1371/journal.pone.0211175;FALSE;DEU;1691,97
;Heidelberg U;2019;Oxford Univ. Pr.;Current Developments in Nutrition;10.1093/cdn/nzz093;FALSE;DEU;1695,75
;Heidelberg U;2019;PLOS;Plos One;10.1371/journal.pone.0218326;FALSE;DEU;1696,96
;Heidelberg U;2019;PLOS;Plos One;10.1371/journal.pone.0218602;FALSE;DEU;1696,96
;Heidelberg U;2019;PLOS;PLOS One;10.1371/journal.pone.0218704;FALSE;DEU;1696,96
;Heidelberg U;2019;PLOS;Plos One;10.1371/journal.pone.0219574;FALSE;DEU;1696,96
;Heidelberg U;2019;PLOS;PLOS ONE;10.1371/journal.pone.0222993;FALSE;DEU;1724,87
;Heidelberg U;2019;PLOS;PLOS One;10.1371/journal.pone.0224418;FALSE;DEU;1724,87
;Heidelberg U;2019;BMC;Malaria Journal;10.1186/s12936-019-2849-0;FALSE;DEU;1732,64
;Heidelberg U;2019;Copernicus;Biogeosciences;10.5194/bg-16-4129-2019;FALSE;DEU;1770,72
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-40056-0;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-40386-z;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-40851-9;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-42079-z;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-44164-9;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-45148-5;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-46995-y;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-46946-7;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-47833-x;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-49163-4;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-51988-y;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-51279-6;FALSE;DEU;1773,1
;Heidelberg U;2019;Springer Nature;Scientific Reports;10.1038/s41598-019-52929-5;FALSE;DEU;1773,1
;Heidelberg U;2019;BMC;Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine;10.1186/s13049-019-0623-5;FALSE;DEU;1799,28
;Heidelberg U;2019;Frontiers;Frontiers in Molecular Neuroscience;10.3389/fnmol.2019.00085;FALSE;DEU;1807,43
;Heidelberg U;2019;BMJ;BMJ open;10.1136/bmjopen-2018-024865;FALSE;DEU;1808,8
;Heidelberg U;2019;BMJ;BMJ Open;10.1136/bmjopen-2018-025288;FALSE;DEU;1808,8
;Heidelberg U;2019;BMJ;BMJ Open;10.1136/bmjopen-2018-028632;FALSE;DEU;1808,8
;Heidelberg U;2019;BMJ;BMJ Open;10.1136/bmjopen-2019-032353;FALSE;DEU;1808,8
;Heidelberg U;2019;BMJ;BMJ Open;10.1136/bmjopen-2019-031245 ;FALSE;DEU;1808,8
;Heidelberg U;2019;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.01090;FALSE;DEU;1825,9
;Heidelberg U;2019;Frontiers;Frontiers in Oncology;10.3389/fonc.2019.00384;FALSE;DEU;1861,58
;Heidelberg U;2018;Dove Medical Press Ltd;Cancer Management and Research;10.2147/CMAR.S185414;FALSE;DEU;1901,62
;Heidelberg U;2019;Fondazione Ferrata Storti ;Haematologica;10.3324/haematol.2018.208678;FALSE;DEU;1906,38
;Heidelberg U;2019;PLOS;PLOS Neglected tropical diseases;10.1371/journal.pntd.0007420;FALSE;DEU;1915,07
;Heidelberg U;2019;Copernicus;Atmospheric Measurement Techniques;10.5194/amt-12-4149-2019;FALSE;DEU;1924,23
;Heidelberg U;2019;Copernicus;Atmospheric Chemistry and Physics;10.5194/acp-19-10161-2019;FALSE;DEU;1924,23
;Heidelberg U;;Assoc. for Research in Vision and Ophthalmology;Translational Vision Science & Technology;10.1167/tvst.8.3.2;FALSE;DEU;1958,98
;Heidelberg U;2019;Frontiers;Frontiers in Psychology;10.3389/fpsyg.2019.01936;FALSE;DEU;1960,6
;Heidelberg U;2019;Taylor & Francis;Global Health Action;10.1080/16549716.2019.1611243;FALSE;DEU;1975,4
;Heidelberg U;2019;SAGE;Journal of Tissue Engineering;10.1177/2041731419884708;FALSE;DEU;1976,83
;Heidelberg U;2019;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.01204;FALSE;DEU;1990,91
;Heidelberg U;2019;Copernicus;Biogeosciences;10.5194/bg-16-2285-2019;FALSE;DEU;1992,06
;Heidelberg U;2019;Frontiers;Frontiers in Immunology;10.3389/fcimb.2019.00267;FALSE;DEU;1993,74
;Heidelberg U;2019;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.00881;FALSE;DEU;1997,55
;Heidelberg U;2019;Frontiers;Frontiers in Oncology;10.3389/fonc.2019.00438;FALSE;DEU;1998,39
;Heidelberg U;2019;Elsevier;Redox Biology;10.1016/j.redox.2019.101209;FALSE;DEU;1999,2
;Heidelberg U;2019;JMIR Publications;JMIR Mental Health;10.2196/14018;FALSE;DEU;2002,76
;Heidelberg U;2019;Frontiers;Frontiers in Pharmacology;10.3389/fphar.2019.00771;FALSE;DEU;2003,22
;Heidelberg U;2019;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.01279;FALSE;DEU;2004,54
;Heidelberg U;2019;BMC;Radiation Oncology;10.1186/s13014-019-1325-x;FALSE;DEU;1942,08
;Heidelberg U;2019;BMC;World Journal of Surgical Oncology;10.1186/s12957-019-1613-9;FALSE;DEU;2003,96
;Heidelberg U;2019;Frontiers;Frontiers in Cardiovascular Medicine;10.3389/fcvm.2019.00036;FALSE;DEU;1856,28
;Heidelberg U;2019;Copernicus;Atmospheric Measurement Techniques;10.5194/amt-12-1123-2019;FALSE;DEU;1557,71
;Heidelberg U;2019;BMC;Stem Cell Research & Therapy;10.1186/s13287-019-1187-z;FALSE;DEU;1685,04
;Heidelberg U;2019;Frontiers;Frontiers in neuroscience;10.3389/fnbot.2019.00039;FALSE;DEU;1995,59
;Heidelberg U;2019;Frontiers;Frontiers in Psychology;10.3389/fpsyg.2019.02249;FALSE;DEU;1981,83
;Heidelberg U;2019;Frontiers;Frontiers in Psychology;10.3389/fpsyg.2019.01719;FALSE;DEU;1995,9
;Heidelberg U;2019;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.01724;FALSE;DEU;1993,74
;Heidelberg U;2019;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.01358;FALSE;DEU;2001,02
;Heidelberg U;2019;BMC;BMC Musculoskeletal Disorders;10.1186/s12891-019-2502-7;FALSE;DEU;1894,48
;Heidelberg U;2019;BMC;Journal of NeuroEngineering and Rehabilitation;10.1186/s12984-019-0495-y;FALSE;DEU;1732,64
;Heidelberg U;2019;Frontiers;Frontiers in Physiology;10.3389/fphys.2019.00356;FALSE;DEU;1990,96
;Heidelberg U;2019;Frontiers;Frontiers in Pharmacology;10.3389/fphar.2019.00471;FALSE;DEU;1984,85
;Heidelberg U;2019;BMC;BMC Oral Health;10.1186/s12903-019-0900-8;FALSE;DEU;1704,08
;Heidelberg U;2019;Frontiers;Frontiers in Molecular Biosciences;10.3389/fmolb.2019.00036;FALSE;DEU;1863,53
;Heidelberg U;2019;Frontiers;Frontiers in Psychiatry ;10.3389/fpsyt.2019.00714;FALSE;DEU;1989,04
;Heidelberg U;2019;BMC;BMC Geriatrics;10.1186/s12877-019-1296-7;FALSE;DEU;1894,48
;Heidelberg U;2019;BMC;Cancer Communications;10.1186/s40880-019-0411-7;FALSE;DEU;1661,24
;Heidelberg U;2019;BMC;BMC Cancer;10.1186/s12885-019-6058-6;FALSE;DEU;1903,05
;Heidelberg U;2019;BMC;Orphanet Journal of Rare Diseases;10.1186/s13023-019-1077-6;FALSE;DEU;1942,08
;Heidelberg U;2019;Frontiers;Frontiers in Oncology;10.3389/fonc.2019.00755;FALSE;DEU;2007,89
;Heidelberg U;2019;Springer Open;Clinical and Translational Medicine;10.1186/s40169-019-0235-8;FALSE;DEU;1466,08
;Heidelberg U;2019;BMC;Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine;10.1186/s13049-019-0671-x;FALSE;DEU;1799,28
;Heidelberg U;2019;BMC;BMC Psychiatry;10.1186/s12888-019-2123-6;FALSE;DEU;1780,24
;Heidelberg U;2019;Frontiers;Frontiers in Psychology;10.3389/fpsyg.2019.01523;FALSE;DEU;2016,11
;Heidelberg U;2019;Frontiers;Frontiers in Pediatrics;10.3389/fped.2019.00278;FALSE;DEU;2016,87
;Heidelberg U;2019;Frontiers;Frontiers in Oncology;10.3389/fonc.2019.00891;FALSE;DEU;1968,97
;Heidelberg U;2019;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.01302;FALSE;DEU;1824,9
;Heidelberg U;2019;Frontiers;Frontiers in Genetics;10.3389/fgene.2019.00648;FALSE;DEU;1816,96
;Heidelberg U;2019;Frontiers;Frontiers in Neuroscience;10.3389/fnbot.2019.00062;FALSE;DEU;1991,79
;Heidelberg U;2019;BMC;Radiation Oncology;10.1186/s13014-019-1323-z;FALSE;DEU;1942,08
;Heidelberg U;2019;Frontiers;Frontiers in Oncology;10.3389/fonc.2019.00798;FALSE;DEU;1960,6
;Heidelberg U;2019;Frontiers;Frontiers in Public Health;10.3389/fpubh.2019.00291;FALSE;DEU;1994,52
;Heidelberg U;2019;BMC;BMC Ophthalmology;10.1186/s12886-019-1201-3;FALSE;DEU;1608,88
;Heidelberg U;2019;Frontiers;Frontiers in Oncology;10.3389/fonc.2019.00751;FALSE;DEU;2007,89
;Heidelberg U;2019;BMC;Malaria Journal;10.1186/s12936-019-2951-3;FALSE;DEU;1732,64
;Heidelberg U;2019;Frontiers;Frontiers in Cellular Neuroscience;10.3389/fncel.2019.00318;FALSE;DEU;1989,03
;Heidelberg U;2019;BMC;European Review of Aging and Physical Activity;10.1186/s11556-019-0223-4;FALSE;DEU;1661,24
;Heidelberg U;2019;Frontiers;Frontiers in Medicine;10.3389/fmed.2019.00167;FALSE;DEU;1992,6
;Heidelberg U;2019;BMC;Radiation Oncology;10.1186/s13014-019-1381-2;FALSE;DEU;1942,08
;Heidelberg U;2019;Frontiers;Frontiers in Neuroscience;10.3389/fnins.2019.01201;FALSE;DEU;1997,4
;Heidelberg U;2019;Frontiers;Frontiers in Molecular Biosciences;10.3389/fmolb.2019.00083;FALSE;DEU;1886,64
;Heidelberg U;2019;BMC;BMC Public Health;10.1186/s12889-019-7276-1;FALSE;DEU;1661,24
;Heidelberg U;2019;Frontiers;Frontiers in Pharmacology;10.3389/fphar.2019.01367;FALSE;DEU;1989
;Heidelberg U;2019;BMC;Trials;10.1186/s13063-019-3921-3;FALSE;DEU;1704,08
;Heidelberg U;2019;Frontiers;Frontiers in Behavioral Neuroscience;10.3389/fnbeh.2019.00267;FALSE;DEU;1998,78
;Heidelberg U;2019;Frontiers;Frontiers in Cell and Developmental Biology;10.3389/fcell.2019.00270;FALSE;DEU;1145,58
;Heidelberg U;2019;BMC;BMC Gastroenterology;10.1186/s12876-019-1075-0;FALSE;DEU;1704,08
;Heidelberg U;2019;BMC;Acta Neuropathologica Communications;10.1186/s40478-019-0793-4;FALSE;DEU;1780,24
;Heidelberg U;2019;BMC;Acta Neuropathologica Communications;10.1186/s40478-019-0801-8;FALSE;DEU;1780,24
;Heidelberg U;2019;Frontiers;Frontiers in Oncology;10.3389/fonc.2019.01420;FALSE;DEU;1998,78
;Heidelberg U;2019;Frontiers;Frontiers in Public Health ;10.3389/fpubh.2019.00350;FALSE;DEU;1982,08
;Heidelberg U;2019;Frontiers;Frontiers in Cell and Developmental Biology;10.3389/fcell.2019.00261;FALSE;DEU;2013,85
;Heidelberg U;2019;BMC;BMC Cardiovascular Disorders;10.1186/s12872-019-1265-2;FALSE;DEU;1780,24
;Heidelberg U;2018;BMC;BMC Infectious Diseases;10.1186/s12879-019-3902-x;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;BMC Surgery;10.1186/s12893-019-0524-6;FALSE;DEU;1661,24
;Heidelberg U;2018;Frontiers;Frontiers in Neurology;10.3389/fneur.2018.00428;FALSE;DEU;1990,96
;Heidelberg U;2018;BMC;Human Resources for Health;10.1186/s12960-019-0375-3;FALSE;DEU;1899,24
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.00948;FALSE;DEU;1990,39
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.01352;FALSE;DEU;1990,96
;Heidelberg U;2018;Frontiers;Frontiers in Medicine;10.3389/fmed.2018.00179;FALSE;DEU;1715,82
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2018.00605;FALSE;DEU;1975,32
;Heidelberg U;2018;Frontiers;Frontiers in Pharmacology;10.3389/fphar.2018.00566;FALSE;DEU;1970
;Heidelberg U;2018;BMC;BMC Medical Education;10.1186/s12909-019-1760-2;FALSE;DEU;1661,24
;Heidelberg U;2018;Frontiers;Frontiers in Behavioral Neuroscience;10.3389/fnbeh.2018.00161;FALSE;DEU;1990,96
;Heidelberg U;2018;BMC;BMC Public Health;10.1186/s12889-019-7166-6;FALSE;DEU;1661,24
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2019.00289;FALSE;DEU;462,73
;Heidelberg U;2018;BMC;BMC Medical Imaging;10.1186/s12880-019-0324-6;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;Lipids in Health and Disease;10.1186/s12944-019-1011-x;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;BMC Public Health;10.1186/s12889-019-7354-4;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;BMC Pediatrics;10.1186/s12887-019-1495-6;FALSE;DEU;1780,24
;Heidelberg U;2018;Frontiers;Frontiers in Neurology;10.3389/fneur.2019.00307;FALSE;DEU;1990,96
;Heidelberg U;2018;BMC;BMC Medical Research Methodology;10.1186/s12874-019-0806-9;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;Conflict and Health;10.1186/s13031-019-0204-2;FALSE;DEU;1661,24
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2019.02401;FALSE;DEU;1990,18
;Heidelberg U;2018;BMC;BMC Medical Genomics;10.1186/s12920-019-0525-4;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;BMC Health Services Research;10.1186/s12913-019-4558-3;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;Trials;10.1186/s13063-019-3442-0;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;BMC Cancer;10.1186/s12885-019-5446-2;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;BMC Health Services Research;10.1186/s12913-019-4121-2;FALSE;DEU;1661,24
;Heidelberg U;2018;BMC;Human Resources for Health;10.1186/s12960-019-0416-y;FALSE;DEU;1899,24
;Heidelberg U;2018;BMC;BMC Medical Education;10.1186/s12909-019-1521-2;FALSE;DEU;1661,24
;Heidelberg U;2018;Frontiers;Frontiers in Neuroscience;10.3389/fnins.2019.00714;FALSE;DEU;1985,19
;Heidelberg U;2018;BMC;Globalization and Health;10.1186/s12992-019-0494-6;FALSE;DEU;1661,24
;Heidelberg U;2018;Springer Open;Open Geospatial Data, Software and Standards;10.1186/s40965-019-0061-3;FALSE;DEU;999,6
