id;Institution;Period;Publisher;Journal;DOI;is_hybrid;Country;EURO;URL
;Heidelberg U;2018;Oxford UP;Social Cognitive and Affective Neuroscience;10.1093/scan/nsy046;FALSE;DEU;1410,15;NA
;Heidelberg U;2018;Wolters Kluwer;Pain Reports;10.1097/PR9.0000000000000662;FALSE;DEU;1504,86;NA
;Heidelberg U;2018;Cadmus Journal Services;Genome Announcements;10.1128/genomeA.00411-18;FALSE;DEU;506,54;NA
;Heidelberg U;2018;BMJ;BMJ open;10.1136/bmjopen-2017-018461;FALSE;DEU;760;NA
;Heidelberg U;2018;BMJ;BMJ open;10.1136/bmjopen-2017-020423;FALSE;DEU;1808,8;NA
;Heidelberg U;2018;BMJ;BMJ Open;10.1136/bmjopen-2017-021376;FALSE;DEU;1462,34;NA
;Heidelberg U;2018;BMJ;BMJ open;10.1136/bmjopen-2018-021684;FALSE;DEU;1808,8;NA
;Heidelberg U;2018;Hindawi;Mediators of Inflammation;10.1155/2018/1942193;FALSE;DEU;1927,44;NA
;Heidelberg U;2018;Hindawi;BioMed Research International;10.1155/2018/9524861;FALSE;DEU;1938,85;NA
;Heidelberg U;2018;BMC;BMC Gastroenterology ;10.1186/s12876-018-0840-9;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;BMC Geriatrics;10.1186/s12877-018-0845-9;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;BMC Cancer;10.1186/s12885-018-4665-2;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;BMC Psychiatry;10.1186/s12888-018-1697-8;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;BMC Public Health;10.1186/s12889-018-5299-7;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;Cardiovascular Diabetology;10.1186/s12933-018-0721-0;FALSE;DEU;1870,68;NA
;Heidelberg U;2018;BMC ;Reproductive Biology and Endocrinology;10.1186/s12958-018-0383-5;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;Journal of Neuroinflammation;10.1186/s12974-018-1108-6;FALSE;DEU;1899,24;NA
;Heidelberg U;2018;BMC;Journal of NeuroEngineering and Rehabilitation;10.1186/s12984-018-0389-4;FALSE;DEU;1732,64;NA
;Heidelberg U;2018;BMC;Radiation Oncology;10.1186/s13014-018-1002-5;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;Radiation Oncology;10.1186/s13014-018-1026-x;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;Radiation Oncology;10.1186/s13014-018-1082-2;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;Radiation Oncology;10.1186/s13014-018-1095-x;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;Journal of Orthopaedic Surgery and Research;10.1186/s13018-018-0780-7;FALSE;DEU;1899,24;NA
;Heidelberg U;2018;BMC;International journal of mental health systems;10.1186/s13033-018-0218-y;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;Trials;10.1186/s13063-018-2681-9;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;Trials;10.1186/s13063-018-2745-x;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;Trials;10.1186/s13063-018-2778-1;FALSE;DEU;1661,24;NA
;Heidelberg U;2018;BMC;Clinical Epigenetics;10.1186/s13148-018-0522-z;FALSE;DEU;1899,24;NA
;Heidelberg U;2018;BMC;Stem Cell Research & Therapy;10.1186/s13287-018-0936-8;FALSE;DEU;1685,04;NA
;Heidelberg U;2018;Springer Open;Open Geospatial Data, Software and Standards;10.1186/s40965-018-0047-6;FALSE;DEU;799,68;NA
;Heidelberg U;2018;International Scientific Information;Annals of Transplantation;10.12659/AOT.909165;FALSE;DEU;1445,58;NA
;Heidelberg U;2018;The British Editorial Society of Bone & Joint Surgery;Bone  & Joint Research;10.1302/2046-3758.74.BJR-2017-0198.R1;FALSE;DEU;1755,25;NA
;Heidelberg U;2018;PLoS;PLOS one;10.1371/journal.pone.0194557;FALSE;DEU;1440,76;NA
;Heidelberg U;2018;PLoS;PLOS one;10.1371/journal.pone.0195064;FALSE;DEU;1440,76;NA
;Heidelberg U;2018;PLOS;PLOS one;10.1371/journal.pone.0195902;FALSE;DEU;1442,16;NA
;Heidelberg U;2018;PLoS;PLOS one;10.1371/journal.pone.0196326;FALSE;DEU;1442,16;NA
;Heidelberg U;2018;PLoS;PLOS one;10.1371/journal.pone.0197225;FALSE;DEU;1449,21;NA
;Heidelberg U;2018;PLOS;PLOS one;10.1371/journal.pone.0197836;FALSE;DEU;1449,21;NA
;Heidelberg U;2018;PLoS;PLOS one;10.1371/journal.pone.0198553;FALSE;DEU;1506,14;NA
;Heidelberg U;2018;PLOS;PLOS one;10.1371/journal.pone.0198555;FALSE;DEU;1506,14;NA
;Heidelberg U;2018;PLoS;PLOS one;10.1371/journal.pone.0199148;FALSE;DEU;1506,14;NA
;Heidelberg U;2018;PLOS;PLOS one;10.1371/journal.pone.0201445;FALSE;DEU;1522,38;NA
;Heidelberg U;2018;Cogitatio;Politics and Governance;10.17645/pag.v6i1.1235;FALSE;DEU;1071;NA
;Heidelberg U;2018;Dove Medical Press Ltd;International Journal of COPD;10.2147/COPD.S159355;FALSE;DEU;1782,62;NA
;Heidelberg U;2018;Dove Medical Press Ltd;Therapeutics and Clinical Risk Management;10.2147/TCRM.S160064;FALSE;DEU;1946,84;NA
;Heidelberg U;2018;JMIR;JMIR Formative Research;10.2196/10411;FALSE;DEU;1555,84;NA
;Heidelberg U;2018;Frontiers;Frontiers in cellular and infection microbiology;10.3389/fcimb.2018.00241;FALSE;DEU;2004,25;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.00827;FALSE;DEU;1936,4;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.01137;FALSE;DEU;1939,47;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.01224;FALSE;DEU;1939,75;NA
;Heidelberg U;2018;Frontiers;Frontiers in Immunology;10.3389/fimmu.2018.01474;FALSE;DEU;1971,45;NA
;Heidelberg U;2018;Frontiers;Frontiers in immunology;10.3389/fimmu.2018.01676;FALSE;DEU;1975,32;NA
;Heidelberg U;2018;Frontiers;Frontiers in Microbiology;10.3389/fmicb.2018.00555;FALSE;DEU;1981,85;NA
;Heidelberg U;2018;Frontiers;Frontiers in Microbiology;10.3389/fmicb.2018.01744;FALSE;DEU;1981,34;NA
;Heidelberg U;2018;Frontiers;Frontiers in Molecular Neuroscience;10.3389/fnmol.2018.00237;FALSE;DEU;1801,45;NA
;Heidelberg U;2018;Frontiers;Frontiers in Oncology;10.3389/fonc.2018.00098;FALSE;DEU;1747,61;NA
;Heidelberg U;2018;Frontiers;Frontiers in Pediatrics;10.3389/fped.2018.00183;FALSE;DEU;1114,74;NA
;Heidelberg U;2018;Frontiers;Frontiers of Pediatrics;10.3389/fped.2018.00200;FALSE;DEU;1989,91;NA
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2018.00320;FALSE;DEU;1984,81;NA
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2018.00364;FALSE;DEU;1525,59;NA
;Heidelberg U;2018;Frontiers;Frontiers in Physiology;10.3389/fphys.2018.01012;FALSE;DEU;1980;NA
;Heidelberg U;2018;Frontiers;Frontiers in Psychology;10.3389/fpsyg.2018.00903;FALSE;DEU;1964,27;NA
;Heidelberg U;2018;MDPI AG;International Journal of Environmental Research and Public Health;10.3390/ijerph15050843;FALSE;DEU;1052,5;NA
;Heidelberg U;2018;MDPI;International Journal of Environmental Research and Public Health;10.3390/ijerph15050875;FALSE;DEU;1191,25;NA
;Heidelberg U;2018;MDPI AG;ISPRS International journal of geo-information;10.3390/ijgi7030117;FALSE;DEU;533,32;NA
;Heidelberg U;2018;MDPI AG;International Journal of Molecular Sciences;10.3390/ijms19030796;FALSE;DEU;1392,53;NA
;Heidelberg U;2018;MDPI;International Journal of Molecular Sciences;10.3390/ijms19061674;FALSE;DEU;1387,34;NA
;Heidelberg U;2018;MDPI AG;Molecules;10.3390/molecules23030534;FALSE;DEU;1391,87;NA
;Heidelberg U;2018;MDPI AG;Molecules;10.3390/molecules23030557;FALSE;DEU;1394,57;NA
;Heidelberg U;2018;MDPI AG;Nutrients;10.3390/nu10050649;FALSE;DEU;1343,89;NA
;Heidelberg U;2018;MDPI AG;Remote Sensing;10.3390/rs10060842;FALSE;DEU;1367,23;NA
;Heidelberg U;2018;MDPI AG;Viruses;10.3390/v10040200;FALSE;DEU;1060,17;NA
;Heidelberg U;2018;JIDC;Journal of Infection in Developing Countries;10.3855/jidc.10129;FALSE;DEU;357;NA
;Heidelberg U;2018;Copernicus GmbH;Atmospheric Chemistry and Physics;10.5194/acp-18-7951-2018;FALSE;DEU;996,03;NA
;Heidelberg U;2018;Copernicus GmbH;Climate of the Past;10.5194/cp-14-1079-2018;FALSE;DEU;1820,7;NA
