Institution;Period;EURO;DOI;is_hybrid;Publisher;Journal;ISSN;URL
Heidelberg University;2016;1661,2;10.1186/s13062-016-0124-7;FALSE;BMC;Biology Direct;1745-6150;NA
Heidelberg University;2016;1899,2;10.1186/s13018-016-0434-6;FALSE;BMC;Journal of orthopaedic surgery and research;1749-799X;NA
Heidelberg University;2016;1661,2;10.1186/s12884-016-1147-x;FALSE;BMC;BMC Pregnancy and Child Birth;1471-2393;NA
Heidelberg University;2016;1386,4;10.1038/srep25709;FALSE;Nature Publ. Group;Scientific reports;2045-2322;NA
Heidelberg University;2016;1661,2;10.1186/s12906-016-1402-8;FALSE;BMC;BMC Complementary and Alternative Medicine;1472-6882;NA
Heidelberg University;2016;1497,4;10.1371/journal.pone.0154554;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1661,2;10.1186/s40360-016-0066-9;FALSE;BMC;BMC Pharmacology and Toxicology;2050-6511;NA
Heidelberg University;2016;1771,0;10.1136/bmjopen-2015-010963;FALSE;BMJ;BMJ Open;2044-6055;NA
Heidelberg University;2016;1941,0;10.1097/MD.0000000000003516;FALSE;Wolters Kluwer Health;Medicine;0025-7974;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0154701;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1661,2;10.1186/s13033-016-0074-6;FALSE;BMC;International Journal of Mental Health Systems;1752-4458;NA
Heidelberg University;2016;442,5;10.1186/s12302-016-0081-x;FALSE;NA;Environmental Sciences Europe;2190-4715;NA
Heidelberg University;2016;1547,0;10.3402/gha.v9.31320;FALSE;Co-Action Publishing;Global Health Action;1654-9716;NA
Heidelberg University;2016;1608,3;10.1371/journal.pone.0155322;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;981,6;10.2147/DDDT.S105718;FALSE;Dove Medical Press;Drug, Design, Development and Therapy;1177-8881;NA
Heidelberg University;2016;1386,4;10.1038/srep27075;FALSE;Nature Publ. Group;Scientific reports;2045-2322;NA
Heidelberg University;2016;1661,2;10.1186/s13063-017-1799-5;FALSE;BMC;Trials;1745-6215;NA
Heidelberg University;2016;1386,4;10.1038/srep26824;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;NA
Heidelberg University;2016;1661,2;10.1186/s12913-016-1612-2;FALSE;BMC;BMC Health Services Research;1478-4505;NA
Heidelberg University;2016;1497,4;10.1371/journal.pone.0153910;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1661,2;10.1186/s12902-016-0138-2;FALSE;BMC;BMC Endocrine Disorders;1472-6823;NA
Heidelberg University;2016;1661,2;10.1186/s12885-017-3113-z;FALSE;BMC;BMC Cancer;1471-2407;NA
Heidelberg University;2016;1732,6;10.1186/s13007-016-0150-6;FALSE;BMC;Plant Methods;1746-4811;NA
Heidelberg University;2016;1996,6;10.1155/2016/1695906;FALSE;Hindawi;BioMed Research International;2314-6141;NA
Heidelberg University;2016;1661,2;10.1186/s13014-016-0648-0;FALSE;BMC;Radiation Oncology;1748-717X;NA
Heidelberg University;2016;1386,4;10.1038/srep27988;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;NA
Heidelberg University;2016;1580,6;10.3389/fpsyg.2016.00898;FALSE;Frontiers Media SA;Frontiers in Psychology;1664-1078;NA
Heidelberg University;2016;926,6;10.3390/ijgi5070103;FALSE;MDPI;ISPRS International Journal of Geo-Information;2220-9964;NA
Heidelberg University;2016;1899,2;10.1186/s13148-016-0282-6;FALSE;BMC;Clinical epigenetics;1868-7083;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0158832;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1870,7;10.1186/s13023-016-0522-z;FALSE;BMC;Orphanet Journal of Rare Diseases;1750-1172;NA
Heidelberg University;2016;1661,2;10.1186/s13063-016-1468-0;FALSE;BMC;Trials;1745-6215;NA
Heidelberg University;2016;595,0;10.4081/gh.2016.473;FALSE;Pagepress;Geospatial Health;1970-7096;NA
Heidelberg University;2016;447,6;10.7717/peerj.1987;FALSE;PeerJ;PeerJ;2167-8359;NA
Heidelberg University;2016;0,0;10.7717/peerj.1879;FALSE;PeerJ;PeerJ;2167-8359;NA
Heidelberg University;2016;1941,1;10.1097/MD.0000000000004309;FALSE;Wolters Kluwer Health;Medicine;0025-7974;NA
Heidelberg University;2016;1386,4;10.1038/srep30291;FALSE;Nature Publ. Group;Scientific reports;2045-2322;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0159331;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1661,2;10.1186/s12885-016-2571-z;FALSE;BMC;BMC Cancer;1471-2407;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0158148;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0159764;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1661,2;10.1186/s13014-016-0675-x;FALSE;BMC;Radiation Oncology;1748-717X;NA
Heidelberg University;2016;2107,5;10.3389/fpsyg.2016.01132;FALSE;Frontiers Media SA;Frontiers in Psychology;1664-1078;NA
Heidelberg University;2016;1941,1;10.2119/molmed.2016.00035;FALSE;Feinstein Institute Press;Molecular Medicine;1528-3658;NA
Heidelberg University;2016;1338,8;10.5194/bg-13-4237-2016;FALSE;Copernicus GmbH;Biogeosciences;1726-4189;NA
Heidelberg University;2016;1986,8;10.3389/fnagi.2016.00170;FALSE;Frontiers Media SA;Frontiers in Aging Neuroscience;1663-4365;NA
Heidelberg University;2016;1661,2;10.1186/s13014-016-0727-2;FALSE;BMC;Radiation Oncology;1748-717X;NA
Heidelberg University;2016;1882,6;10.2147/SAR.S114404;FALSE;Dove Medical Press;Substance Abuse and Rehabilitation;1179-8467;NA
Heidelberg University;2016;1661,2;10.1186/s12943-016-0558-7;FALSE;BMC;Molecular cancer;1476-4598;NA
Heidelberg University;2016;1497,4;10.1371/journal.pone.0160743;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1380,4;10.1136/bmjopen-2016-012216 ;FALSE;BMJ;BMJ Open;2044-6055;NA
Heidelberg University;2016;1996,6;10.1155/2016/5496396;FALSE;Hindawi;BioMed Research International;2314-6141;NA
Heidelberg University;2016;1386,4;10.1038/srep28401;FALSE;Nature Publ. Group;Scientific reports;2045-2322;NA
Heidelberg University;2016;1661,2;10.1186/s12877-017-0430-7;FALSE;BMC;BMC Geriatrics;1471-2318;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0161660;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1661,2;10.1186/s12872-017-0484-7;FALSE;BMC;BMC Cardiovascular Disorders;1471-2261;NA
Heidelberg University;2016;2107,5;10.3389/fpsyg.2016.01324;FALSE;Frontiers Media SA;Frontiers in Psychology;1664-1078;NA
Heidelberg University;2016;1899,2;10.1186/s12974-016-0737-x;FALSE;BMC;Journal of Neuroinflammation;1742-2094;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0162360;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1661,2;10.1186/s13000-016-0581-4;FALSE;BMC;Diagnostic Pathology;1746-1596;NA
Heidelberg University;2016;1029,5;10.3390/f7090198;FALSE;MDPI;Forests;1999-4907;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0158850;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1830,2;10.3390/ijerph13090911;FALSE;MDPI;International Journal of Environmental Research and Public Health;1660-4601;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0162516;FALSE;PLOS;Plos one;1932-6203;NA
Heidelberg University;2016;499,1;doi: 10.3389/fpsyg.2016.01340;FALSE;Frontiers Media SA;Frontiers in Psychology;1664-1078;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0163354;FALSE;PLOS;Plos one;1932-6203;NA
Heidelberg University;2016;1386,4;10.1038/srep33847;FALSE;Nature Publ. Group;Scientific reports;2045-2322;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0163202;FALSE;PLOS;Plos one;1932-6203;NA
Heidelberg University;2016;1661,2;10.1186/s12885-016-2766-3;FALSE;BMC;BMC Cancer;1471-2407;NA
Heidelberg University;2016;1661,2;10.1186/s12968-016-0302-x;FALSE;BMC;Journal of Cardiovascular Magnetic Resonance;1532-429X;NA
Heidelberg University;2016;2094,2;10.1371/journal.pgen.1006324;FALSE;PLOS;Plos genetics;1553-7404;NA
Heidelberg University;2016;1661,2;10.1186/s12870-016-0940-z;FALSE;BMC;BMC Plant Biology;1471-2229;NA
Heidelberg University;2016;1661,2;10.1186/s12891-017-1451-2;FALSE;BMC;BMC Musculoskeletal Disorders;1471-2474;NA
Heidelberg University;2016;1825,5;10.2147/COPD.S117890;FALSE;Dove Medical Press;International Journal of COPD;1178-2005;NA
Heidelberg University;2016;1723,1;10.1186/s13046-017-0496-2;FALSE;BMC;Journal of Experimental & Clinical Cancer Research;1756-9966;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0164231;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;2074,8;10.3389/fpls.2016.01539;FALSE;Frontiers Media SA;Frontiers in Plant Science;1664-462X;NA
Heidelberg University;2016;1941,1;10.1097/MD.0000000000004624;FALSE;Wolters Kluwer Health;Medicine;1536-5964;NA
Heidelberg University;2016;1610,0;10.1016/j.ymgmr.2016.09.006;FALSE;Elsevier;Molecular Genetics and Metabolism Reports;2214-4269;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0164291;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1386,4;10.1038/srep32366;FALSE;COS (ILV);Scientific reports;2045-2322;NA
Heidelberg University;2016;2065,5;10.1364/OE.24.025528;FALSE;OSA;Optics Express;1094-4087;NA
Heidelberg University;2016;802,0;10.1016/S0168-8278(16)00250-6;FALSE;Baishideng Publ. Group;World Journal of Hepatology;1948-5182;NA
Heidelberg University;2016;1647,2;10.3390/ijerph13101039;FALSE;MDPI;International Journal of Environmental Research and Public Health;1660-4601;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0163101;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1576,8;10.3390/rs8100859;FALSE;MDPI;Remote Sensing;2072-4292;NA
Heidelberg University;2016;1661,2;10.1186/s12885-016-2879-8;FALSE;BMC;BMC Cancer;1471-2407;NA
Heidelberg University;2016;536,7;10.1016/j.scr.2016.10.008;FALSE;Elsevier;Stem Cell Research;1876-7753;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0165897;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0166143;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1661,2;10.1186/s12943-017-0589-8;FALSE;BMC;Molecular cancer;1476-4598;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0164473;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;308,9;10.3390/bs6040024;FALSE;MDPI;Behavioral Sciences;2076-328X;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0166843;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;831,9;10.1177/2055102916680991;FALSE;NA;Health Psychology Open;2055-1029;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0167386;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;1661,2;10.1186/s12882-016-0403-7;FALSE;BMC;BMC nephrology;1471-2369;NA
Heidelberg University;2016;1658,3;10.1371/journal.pone.0168251;FALSE;PLOS;PLoS one;1932-6203;NA
Heidelberg University;2016;2107,5;10.3389/fpsyt.2016.00201;FALSE;Frontiers Media SA;Frontiers in Psychiatry;1664-0640;NA
Heidelberg University;2016;1963,5;10.5194/amt-9-5677-2016;FALSE;Copernicus GmbH;Atmospheric Measurement Techniques;1867-1381;NA
Heidelberg University;2016;1249,5;10.1038/sdata.2016.98;FALSE;Macmillan Publishers;Scientific Data;2052-4463;NA
Heidelberg University;2016;831,8;10.1038/srep36655;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;NA
Heidelberg University;2015;1487,5;10.1093/jrr/rrv022;FALSE;Oxford Univ. Press;Journal of Radiation Research;1349-9157;NA
Heidelberg University;2015;1661,6;10.1186/s13014-015-0458-9;FALSE;BMC;Radiation Oncology;1748-717X;NA
Heidelberg University;2015;1642,2;10.1186/s13049-015-0139-6;FALSE;BMC;Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine;1757-7241;NA
Heidelberg University;2015;1497,42;10.1371/journal.pone.0131483;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1904;10.3389/fpsyt.2015.00053;FALSE;Frontiers Media SA;Frontiers in psychiatry / Schizophrenia;1664-0640;NA
Heidelberg University;2015;1487,5;10.3402/gha.v8.27327;FALSE;Co-Action;Global health action;1654-9880;NA
Heidelberg University;2015;1386,35;10.1038/srep15677;FALSE;Nature Publ. Group;Scientific reports;2045-2322;NA
Heidelberg University;2015;1304;10.1155/2016/8216312;FALSE;Hindawi;Stem Cells International ;1687-9678;NA
Heidelberg University;2015;1661,6;10.1186/s12864-015-2031-1;FALSE;BMC;BMC Genomics;1471-2164;NA
Heidelberg University;2015;1661,6;10.1186/s12879-015-1173-8;FALSE;BMC;BMC Infectious Diseases;1471-2334;NA
Heidelberg University;2015;1661,6;10.1186/s12881-015-0256-0;FALSE;BMC;BMC Medical Genetics;1471-2350;NA
Heidelberg University;2015;1523;10.1186/s12884-015-0764-0;FALSE;BMC;BMC Pregnancy and childbirth;1471-2393;NA
Heidelberg University;2015;1661,6;10.1186/s12885-015-1120-5;FALSE;BMC;BMC Cancer;1471-2407;NA
Heidelberg University;2015;1661,6;10.1186/s12885-015-1797-5;FALSE;BMC;BMC Cancer;1471-2407;NA
Heidelberg University;2015;1661,6;10.1186/s12891-015-0806-9;FALSE;BMC;BMC Musculoskeletal Disorders;1471-2474;NA
Heidelberg University;2015;1661,6;10.1186/s12909-015-0430-2;FALSE;BMC;BMC Medical Education;1472-6920;NA
Heidelberg University;2015;1785;10.1186/s12935-015-0257-2;FALSE;BMC;Cancer Cell International;1475-2867;NA
Heidelberg University;2015;1637,44;10.1186/s12936-015-1068-6;FALSE;BMC;Malaria journal;1475-2875;NA
Heidelberg University;2015;1751,68;10.1186/s12974-015-0356-y;FALSE;BMC;Journal of Neuroinflammation;1742-2094;NA
Heidelberg University;2015;1751,68;10.1186/s12974-015-0357-x;FALSE;BMC;Journal of Neuroinflammation;1742-2094;NA
Heidelberg University;2015;1751,68;10.1186/s12974-015-0358-9;FALSE;BMC;Journal of Neuroinflammation;1742-2094;NA
Heidelberg University;2015;1832,6;10.1186/s13023-015-0379-6;FALSE;BMC;Orphanet Journal of Rare Diseases;1750-1172;NA
Heidelberg University;2015;1661,6;10.1186/s13063-015-0912-x;FALSE;BMC;Trials;1745-6215;NA
Heidelberg University;2015;1915,15;10.1371/journal.pntd.0004006;FALSE;PloS;PloS neglected tropical diseaeses;1935-2735;NA
Heidelberg University;2015;1217,16;10.1371/journal.pone.0141487;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1192,16;10.1371/journal.pone.0142160;FALSE;PloS;PloS One;1932-6203;NA
Heidelberg University;2015;1785;10.5194/acp-15-12705-2015;FALSE;Copernicus Gesellschaft;Atmospheric Chemistry and Physics;1680-7316;NA
Heidelberg University;2015;1041,25;10.5194/osd-12-1291-2015;FALSE;Copernicus Gesellschaft;Ocean Science;1812-0792;NA
Heidelberg University;2015;587,94;10.12659/MSMBR.893674;FALSE;International Scientific Information;Medical Science monitor basic research;2325-4415;NA
Heidelberg University;2015;1456,56;10.1002/ece3.1400;FALSE;Wiley;Ecology and Evolution;2045-7758;NA
Heidelberg University;2015;1808,8;10.1136/bmjopen-2014-006993 ;FALSE;BMJ;BMJ Open;2044-6055;NA
Heidelberg University;2015;1804,04;10.1186/s12915-014-0113-1;FALSE;BMC;BMC Biology;1741-7007;NA
Heidelberg University;2015;1637,44;10.1186/s12936-015-0552-3;FALSE;BMC;Malaria journal;1475-2875;NA
Heidelberg University;2015;1708,84;"
10.2147/DDDT.S79343";FALSE;BMC;Drug design, development and therapy;1177-8881;NA
Heidelberg University;2015;1849,26;10.1002/cjp2.2;FALSE;Wiley;Journal of pathology : Clinical research;2056-4538;NA
Heidelberg University;2015;1224;10.1002/ece3.1474;FALSE;Wiley;Ecology and Evolution;2045-7758;NA
Heidelberg University;2015;1849,26;10.1002/ehf2.12040;FALSE;Wiley;ESC-Heart Failure;2055-5822;NA
Heidelberg University;2015;523,6;10.1016/j.ijcha.2015.01.015;FALSE;Elsevier;IJC HEART & VASCULATURE;2352?9067;NA
Heidelberg University;2015;1386,35;10.1038/srep11106;FALSE;Nature Publ. Group;Scientific reports;2045-2322;NA
Heidelberg University;2015;1331,04;10.1097/MD.0000000000000764;FALSE;Wolters Kluwer Health;Medicine;0025-7974;NA
Heidelberg University;2015;275,73;10.1155/2015/372698;FALSE;Hindawi;Case reports in transplantation;2090-6951;NA
Heidelberg University;2015;2015,6;10.1155/2015/757059;FALSE;Hindawi;Mediators of Inflammation;1466-1861;NA
Heidelberg University;2015;1728,19;10.1155/2015/817127;FALSE;Hindawi;Mediators of Inflammation;1466-1861;NA
Heidelberg University;2015;1795,78;10.1159/000381537;FALSE;S. Karger;Dementia and Geriatric Cognitive Disorders Extra;1664-5464;NA
Heidelberg University;2015;1661,6;10.1186/1472-6831-15-7;FALSE;BMC;BMC Oral Health;1472-6831;NA
Heidelberg University;2015;1661,6;10.1186/s12865-015-0085-0;FALSE;BMC;BMC Immunology;1471-2172;NA
Heidelberg University;2015;1661,6;10.1186/s12872-015-0026-0;FALSE;BMC;BMC Cardiovascular Disorders;1471-2261;NA
Heidelberg University;2015;1661,6;10.1186/s12885-015-1163-7;FALSE;BMC;BMC Cancer;1471-2407;NA
Heidelberg University;2015;1661,6;10.1186/s12885-015-1423-6;FALSE;BMC;BMCÿCancer;1471-2407;NA
Heidelberg University;2015;1661,6;10.1186/s12886-015-0089-9;FALSE;BMC;BMC Ophthalmology;1471-2415;NA
Heidelberg University;2015;1661,6;10.1186/s12891-015-0623-1;FALSE;BMC;BMC Musculoskeletal Disorders;1471-2474;NA
Heidelberg University;2015;1661,24;10.1186/s12909-015-0391-5;FALSE;BMC;BMC Medical Education;1472-6920;NA
Heidelberg University;2015;1637,44;10.1186/s12936-015-0818-9;FALSE;BMC;Malaria Journal;1475-2875;NA
Heidelberg University;2015;1594,6;10.1186/s12943-015-0381-6;FALSE;BMC;Molecular Cancer;1476-4598;NA
Heidelberg University;2015;1899,24;10.1186/s12964-015-0105-y;FALSE;BMC;Cell Communication and Signaling;1478-811X;NA
Heidelberg University;2015;1661,6;10.1186/s12984-015-0063-z;FALSE;BMC;Journal of NeuroEngineering and Rehabilitation;1743-0003;NA
Heidelberg University;2015;1661,6;10.1186/s13000-015-0364-3;FALSE;BMC;Diagnostic Pathology;;NA
Heidelberg University;2015;1661,6;10.1186/s13014-015-0368-x;FALSE;BMC;Radiation Oncology;1748-717X ;NA
Heidelberg University;2015;1661,6;10.1186/s13014-015-0414-8;FALSE;BMC;Radiation Oncology;1748-717X ;NA
Heidelberg University;2015;1661,6;10.1186/s13014-015-0416-6;FALSE;BMC;Radiation Oncology;1748-717X ;NA
Heidelberg University;2015;1661,6;10.1186/s13014-015-0452-2;FALSE;BMC;Radiation Oncology;1748-717X;NA
Heidelberg University;2015;1394,68;10.1186/s13014-015-0456-y;FALSE;BMC;Radiation Oncology;1748-717X;NA
Heidelberg University;2015;1661,6;10.1186/s13014-015-0460-2;FALSE;BMC;Radiation Oncology;1748-717X;NA
Heidelberg University;2015;1899,24;10.1186/s13018-015-0257-x;FALSE;BMC;Journal of Orthopaedic Surgery and Research;1749-799X;NA
Heidelberg University;2015;1899,24;10.1186/s13018-015-0273-x;FALSE;BMC;Journal of Orthopaedic Surgery and Research;1749-799X;NA
Heidelberg University;2015;1832,6;10.1186/s13023-015-0262-5;FALSE;BMC;Orphanet Journal of Rare Diseases;1750-1172;NA
Heidelberg University;2015;1661,6;10.1186/s13063-015-0643-z;FALSE;BMC;Trials;1745-6215;NA
