pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
33;Universität Regensburg;Archives of Microbiology;1432-072X;10.1007/s00203-022-03152-w;https://doi.org/10.1007/s00203-022-03152-w;13.08.2022;27.07.2022;2750;originalpaper;Research Article;optin
34;Universität Regensburg;Review of Managerial Science;1863-6691;10.1007/s11846-022-00564-2;https://doi.org/10.1007/s11846-022-00564-2;08.07.2022;04.06.2022;2750;originalpaper;Research Article;optin
35;Universität Regensburg;Analytical and Bioanalytical Chemistry;1618-2650;10.1007/s00216-022-04411-x;https://doi.org/10.1007/s00216-022-04411-x;15.11.2022;28.10.2022;2750;originalpaper;Research Article;optin
36;Universität Regensburg;Numerische Mathematik;0945-3245;10.1007/s00211-022-01301-3;https://doi.org/10.1007/s00211-022-01301-3;27.06.2022;15.06.2022;2750;originalpaper;Research Article;optin
37;Universität Regensburg;Mathematische Annalen;1432-1807;10.1007/s00208-022-02534-1;https://doi.org/10.1007/s00208-022-02534-1;27.12.2022;24.11.2022;2750;originalpaper;Research Article;optin
38;Universität Regensburg;Applied Mathematics & Optimization;1432-0606;10.1007/s00245-022-09899-4;https://doi.org/10.1007/s00245-022-09899-4;13.09.2022;07.07.2022;2750;originalpaper;Research Article;optin
39;Universität Regensburg;Review of Managerial Science;1863-6691;10.1007/s11846-022-00544-6;https://doi.org/10.1007/s11846-022-00544-6;13.05.2022;17.03.2022;2750;originalpaper;Research Article;optin
40;Universität Regensburg;Zeitschrift für Grundschulforschung;2523-3181;10.1007/s42278-022-00162-x;https://doi.org/10.1007/s42278-022-00162-x;29.12.2022;25.11.2022;2750;originalpaper;Research Article;optin
41;Universität Regensburg;Phenomenology and the Cognitive Sciences;1572-8676;10.1007/s11097-022-09841-7;https://doi.org/10.1007/s11097-022-09841-7;17.08.2022;27.06.2022;2750;originalpaper;Research Article;optin
42;Universität Regensburg;European Archives of Oto-Rhino-Laryngology;1434-4726;10.1007/s00405-022-07496-3;https://doi.org/10.1007/s00405-022-07496-3;24.06.2022;07.06.2022;2750;originalpaper;Research Article;optin
44;Universität Regensburg;Archives of Gynecology and Obstetrics;1432-0711;10.1007/s00404-022-06434-2;https://doi.org/10.1007/s00404-022-06434-2;17.03.2022;02.02.2022;2750;originalpaper;Research Article;optin
45;Universität Regensburg;OR Spectrum;1436-6304;10.1007/s00291-022-00690-z;https://doi.org/10.1007/s00291-022-00690-z;11.09.2022;18.08.2022;2750;originalpaper;Research Article;optin
46;Universität Regensburg;Biodiversity and Conservation;1572-9710;10.1007/s10531-022-02518-2;https://doi.org/10.1007/s10531-022-02518-2;30.11.2022;17.11.2022;2750;originalpaper;Research Article;optin
47;Universität Regensburg;Cellular and Molecular Life Sciences;1420-9071;10.1007/s00018-022-04409-9;https://doi.org/10.1007/s00018-022-04409-9;25.07.2022;30.05.2022;2750;originalpaper;Research Article;optin
48;Universität Regensburg;BioSpektrum;1868-6249;10.1007/s12268-022-1815-5;https://doi.org/10.1007/s12268-022-1815-5;30.08.2022;;2750;reviewpaper;Research Article;optin
49;Universität Regensburg;BioSpektrum;1868-6249;10.1007/s12268-022-1809-3;https://doi.org/10.1007/s12268-022-1809-3;30.08.2022;;2750;reviewpaper;Research Article;optin
50;Universität Regensburg;Psychonomic Bulletin & Review;1531-5320;10.3758/s13423-022-02131-y;https://doi.org/10.3758/s13423-022-02131-y;17.06.2022;18.05.2022;2750;originalpaper;Research Article;optin
51;Universität Regensburg;Plant and Soil;1573-5036;10.1007/s11104-022-05449-7;https://doi.org/10.1007/s11104-022-05449-7;21.04.2022;14.04.2022;2750;originalpaper;Research Article;optin
52;Universität Regensburg;Calculus of Variations and Partial Differential Equations;1432-0835;10.1007/s00526-022-02271-y;https://doi.org/10.1007/s00526-022-02271-y;07.07.2022;23.05.2022;2750;originalpaper;Research Article;optin
53;Universität Regensburg;Behavior Research Methods;1554-3528;10.3758/s13428-022-01894-5;https://doi.org/10.3758/s13428-022-01894-5;05.07.2022;26.05.2022;2750;originalpaper;Research Article;optin
54;Universität Regensburg;Zeitschrift für Vergleichende Politikwissenschaft;1865-2654;10.1007/s12286-022-00522-y;https://doi.org/10.1007/s12286-022-00522-y;20.04.2022;17.03.2022;2750;originalpaper;Research Article;optin
55;Universität Regensburg;Archives of Gynecology and Obstetrics;1432-0711;10.1007/s00404-022-06610-4;https://doi.org/10.1007/s00404-022-06610-4;30.05.2022;01.05.2022;2750;originalpaper;Research Article;optin
56;Universität Regensburg;Mindfulness;1868-8535;10.1007/s12671-022-02039-7;https://doi.org/10.1007/s12671-022-02039-7;22.12.2022;25.11.2022;2750;originalpaper;Research Article;optin
58;Universität Regensburg;Geometriae Dedicata;1572-9168;10.1007/s10711-022-00749-9;https://doi.org/10.1007/s10711-022-00749-9;20.12.2022;15.11.2022;2750;originalpaper;Research Article;optin
59;Universität Regensburg;European Journal of Drug Metabolism and Pharmacokinetics;2107-0180;10.1007/s13318-022-00789-2;https://doi.org/10.1007/s13318-022-00789-2;09.08.2022;17.07.2022;2750;briefcommunication;Research Article;optin
60;Universität Regensburg;Molecular Psychiatry;1476-5578;10.1038/s41380-022-01481-2;https://doi.org/10.1038/s41380-022-01481-2;25.03.2022;08.02.2022;2750;originalpaper;Research Article;optin
61;Universität Regensburg;Photochemical & Photobiological Sciences;1474-9092;10.1007/s43630-022-00287-z;https://doi.org/10.1007/s43630-022-00287-z;30.09.2022;08.08.2022;2750;originalpaper;Research Article;optin
62;Universität Regensburg;Psychonomic Bulletin & Review;1531-5320;10.3758/s13423-022-02176-z;https://doi.org/10.3758/s13423-022-02176-z;09.09.2022;28.08.2022;2750;reviewpaper;Research Article;optin
63;Universität Regensburg;Journal of Low Temperature Physics;1573-7357;10.1007/s10909-022-02716-w;https://doi.org/10.1007/s10909-022-02716-w;23.04.2022;18.03.2022;2750;originalpaper;Research Article;optin
64;Universität Regensburg;Forensische Psychiatrie, Psychologie, Kriminologie;1862-7080;10.1007/s11757-022-00720-0;https://doi.org/10.1007/s11757-022-00720-0;07.07.2022;07.06.2022;2750;reviewpaper;Research Article;optin
65;Universitätsklinikum Regensburg;Die Orthopädie;2731-7153;10.1007/s00132-022-04240-x;https://doi.org/10.1007/s00132-022-04240-x;07.04.2022;15.02.2022;2750;originalpaper;Research Article;optin
66;Universitätsklinikum Regensburg;Die Unfallchirurgie;2731-703X;10.1007/s00113-022-01200-0;https://doi.org/10.1007/s00113-022-01200-0;24.06.2022;17.05.2022;2750;originalpaper;Research Article;optin
67;Universitätsklinikum Regensburg;Medizinische Klinik - Intensivmedizin und Notfallmedizin;2193-6226;10.1007/s00063-022-00898-5;https://doi.org/10.1007/s00063-022-00898-5;08.03.2022;06.01.2022;2750;originalpaper;Research Article;optin
68;Universitätsklinikum Regensburg;European Archives of Oto-Rhino-Laryngology;1434-4726;10.1007/s00405-022-07448-x;https://doi.org/10.1007/s00405-022-07448-x;29.06.2022;12.05.2022;2750;originalpaper;Research Article;optin
69;Universitätsklinikum Regensburg;Clinical Drug Investigation;1179-1918;10.1007/s40261-022-01140-y;https://doi.org/10.1007/s40261-022-01140-y;20.05.2022;16.03.2022;2750;originalpaper;Research Article;optin
70;Universitätsklinikum Regensburg;European Archives of Oto-Rhino-Laryngology;1434-4726;10.1007/s00405-022-07569-3;https://doi.org/10.1007/s00405-022-07569-3;29.07.2022;20.07.2022;917;letter;Non Research Article;optin
71;Universitätsklinikum Regensburg;Die Chirurgie;2731-698X;10.1007/s00104-022-01626-7;https://doi.org/10.1007/s00104-022-01626-7;01.04.2022;27.02.2022;2750;originalpaper;Research Article;optin
72;Universitätsklinikum Regensburg;Knee Surgery, Sports Traumatology, Arthroscopy;1433-7347;10.1007/s00167-022-06959-8;https://doi.org/10.1007/s00167-022-06959-8;01.04.2022;18.03.2022;917;editorialnotes;Non Research Article;optin
73;Universitätsklinikum Regensburg;Die Chirurgie;2731-698X;10.1007/s00104-022-01703-x;https://doi.org/10.1007/s00104-022-01703-x;20.08.2022;28.07.2022;2750;originalpaper;Research Article;optin
74;Universitätsklinikum Regensburg;Intensive Care Medicine;1432-1238;10.1007/s00134-022-06930-8;https://doi.org/10.1007/s00134-022-06930-8;29.11.2022;04.11.2022;917;editorialnotes;Non Research Article;optin
75;Universitätsklinikum Regensburg;Intensive Care Medicine;1432-1238;10.1007/s00134-022-06917-5;https://doi.org/10.1007/s00134-022-06917-5;02.11.2022;13.10.2022;2750;briefcommunication;Research Article;optin
76;Universitätsklinikum Regensburg;Journal of Cancer Research and Clinical Oncology;1432-1335;10.1007/s00432-022-03938-x;https://doi.org/10.1007/s00432-022-03938-x;05.04.2022;29.01.2022;2750;originalpaper;Research Article;optin
77;Universitätsklinikum Regensburg;Archives of Orthopaedic and Trauma Surgery;1434-3916;10.1007/s00402-022-04670-4;https://doi.org/10.1007/s00402-022-04670-4;04.11.2022;21.10.2022;2750;originalpaper;Research Article;optin
78;Universitätsklinikum Regensburg;Archives of Gynecology and Obstetrics;1432-0711;10.1007/s00404-022-06512-5;https://doi.org/10.1007/s00404-022-06512-5;20.05.2022;06.03.2022;917;letter;Non Research Article;optin
79;Universitätsklinikum Regensburg;Clinical Research in Cardiology;1861-0692;10.1007/s00392-022-02107-x;https://doi.org/10.1007/s00392-022-02107-x;13.09.2022;06.09.2022;2750;originalpaper;Research Article;optin
80;Universitätsklinikum Regensburg;Clinical Oral Investigations;1436-3771;10.1007/s00784-022-04391-3;https://doi.org/10.1007/s00784-022-04391-3;04.02.2022;23.01.2022;2750;originalpaper;Research Article;optin
81;Universitätsklinikum Regensburg;Die Dermatologie;2731-7013;10.1007/s00105-022-04995-6;https://doi.org/10.1007/s00105-022-04995-6;26.04.2022;30.03.2022;2750;briefcommunication;Research Article;optin
82;Universitätsklinikum Regensburg;Anästhesie Nachrichten;2731-3972;10.1007/s44179-022-00093-z;https://doi.org/10.1007/s44179-022-00093-z;21.10.2022;21.09.2022;2750;briefcommunication;Research Article;optin
83;Universitätsklinikum Regensburg;Molecular and Cellular Biochemistry;1573-4919;10.1007/s11010-022-04430-3;https://doi.org/10.1007/s11010-022-04430-3;21.04.2022;30.03.2022;2750;originalpaper;Research Article;optin
84;Universitätsklinikum Regensburg;European Spine Journal;1432-0932;10.1007/s00586-022-07211-0;https://doi.org/10.1007/s00586-022-07211-0;18.04.2022;06.04.2022;2750;originalpaper;Research Article;optin
85;Universitätsklinikum Regensburg;Infection;1439-0973;10.1007/s15010-022-01817-8;https://doi.org/10.1007/s15010-022-01817-8;11.04.2022;26.03.2022;2750;originalpaper;Research Article;optin
86;Universitätsklinikum Regensburg;Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie;1615-6714;10.1007/s00056-022-00409-3;https://doi.org/10.1007/s00056-022-00409-3;17.06.2022;21.04.2022;2750;originalpaper;Research Article;optin
87;Universitätsklinikum Regensburg;Archives of Gynecology and Obstetrics;1432-0711;10.1007/s00404-022-06803-x;https://doi.org/10.1007/s00404-022-06803-x;25.10.2022;19.09.2022;2750;originalpaper;Research Article;optin
88;Universitätsklinikum Regensburg;Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie;1615-6714;10.1007/s00056-022-00391-w;https://doi.org/10.1007/s00056-022-00391-w;21.04.2022;04.03.2022;2750;originalpaper;Research Article;optin
89;Universitätsklinikum Regensburg;Clinical Research in Cardiology;1861-0692;10.1007/s00392-022-02139-3;https://doi.org/10.1007/s00392-022-02139-3;12.12.2022;02.12.2022;2750;originalpaper;Research Article;optin
90;Universitätsklinikum Regensburg;Aesthetic Plastic Surgery;1432-5241;10.1007/s00266-022-02843-5;https://doi.org/10.1007/s00266-022-02843-5;16.03.2022;12.02.2022;2750;originalpaper;Research Article;optin
91;Universitätsklinikum Regensburg;Archives of Orthopaedic and Trauma Surgery;1434-3916;10.1007/s00402-022-04504-3;https://doi.org/10.1007/s00402-022-04504-3;23.06.2022;29.05.2022;2750;originalpaper;Research Article;optin
92;Universitätsklinikum Regensburg;Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie;1615-6714;10.1007/s00056-022-00431-5;https://doi.org/10.1007/s00056-022-00431-5;14.10.2022;06.09.2022;2750;originalpaper;Research Article;optin
93;Universitätsklinikum Regensburg;Molecular Psychiatry;1476-5578;10.1038/s41380-022-01660-1;https://doi.org/10.1038/s41380-022-01660-1;22.06.2022;07.06.2022;2750;originalpaper;Research Article;optin
94;Universitätsklinikum Regensburg;Oncogene;1476-5594;10.1038/s41388-022-02496-3;https://doi.org/10.1038/s41388-022-02496-3;12.10.2022;30.09.2022;2750;originalpaper;Research Article;optin
95;Universitätsklinikum Regensburg;Photochemical & Photobiological Sciences;1474-9092;10.1007/s43630-022-00177-4;https://doi.org/10.1007/s43630-022-00177-4;16.02.2022;21.01.2022;2750;originalpaper;Research Article;optin
96;Universitätsklinikum Regensburg;European Archives of Oto-Rhino-Laryngology;1434-4726;10.1007/s00405-022-07542-0;https://doi.org/10.1007/s00405-022-07542-0;19.07.2022;04.07.2022;2750;originalpaper;Research Article;optin
97;Universitätsklinikum Regensburg;Photochemical & Photobiological Sciences;1474-9092;10.1007/s43630-021-00158-z;https://doi.org/10.1007/s43630-021-00158-z;21.01.2022;11.12.2021;2750;originalpaper;Research Article;optin
98;Universitätsklinikum Regensburg;Medizinische Klinik - Intensivmedizin und Notfallmedizin;2193-6226;10.1007/s00063-021-00890-5;https://doi.org/10.1007/s00063-021-00890-5;03.01.2022;12.10.2021;2750;originalpaper;Research Article;optin
99;Universitätsklinikum Regensburg;Somnologie;1439-054X;10.1007/s11818-022-00358-4;https://doi.org/10.1007/s11818-022-00358-4;17.05.2022;05.05.2022;2750;reviewpaper;Research Article;optin
100;Universitätsklinikum Regensburg;Bone Marrow Transplantation;1476-5365;10.1038/s41409-022-01733-3;https://doi.org/10.1038/s41409-022-01733-3;11.06.2022;30.05.2022;917;letter;Non Research Article;optin
101;Universitätsklinikum Regensburg;Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz;1437-1588;10.1007/s00103-022-03599-8;https://doi.org/10.1007/s00103-022-03599-8;24.10.2022;20.09.2022;2750;reviewpaper;Research Article;optin
102;Universitätsklinikum Regensburg;European Archives of Oto-Rhino-Laryngology;1434-4726;10.1007/s00405-022-07431-6;https://doi.org/10.1007/s00405-022-07431-6;29.06.2022;30.04.2022;2750;briefcommunication;Research Article;optin
103;Universitätsklinikum Regensburg;Oral and Maxillofacial Surgery;1865-1569;10.1007/s10006-022-01051-4;https://doi.org/10.1007/s10006-022-01051-4;17.03.2022;03.03.2022;2750;originalpaper;Research Article;optin
104;Universitätsklinikum Regensburg;Knee Surgery, Sports Traumatology, Arthroscopy;1433-7347;10.1007/s00167-022-07062-8;https://doi.org/10.1007/s00167-022-07062-8;10.07.2022;24.06.2022;2750;originalpaper;Research Article;optin
105;Universitätsklinikum Regensburg;Graefe's Archive for Clinical and Experimental Ophthalmology;1435-702X;10.1007/s00417-022-05674-x;https://doi.org/10.1007/s00417-022-05674-x;02.05.2022;15.04.2022;2750;originalpaper;Research Article;optin
106;Universitätsklinikum Regensburg;Die Onkologie;2731-7234;10.1007/s00761-022-01189-6;https://doi.org/10.1007/s00761-022-01189-6;25.05.2022;12.05.2022;2750;reviewpaper;Research Article;optin
107;Universitätsklinikum Regensburg;European Journal of Epidemiology;1573-7284;10.1007/s10654-022-00873-6;https://doi.org/10.1007/s10654-022-00873-6;25.05.2022;11.04.2022;2750;reviewpaper;Research Article;optin
108;Universitätsklinikum Regensburg;Updates in Surgery;2038-3312;10.1007/s13304-022-01378-3;https://doi.org/10.1007/s13304-022-01378-3;12.10.2022;10.09.2022;2750;originalpaper;Research Article;optin
109;Universitätsklinikum Regensburg;Die Chirurgie;2731-698X;10.1007/s00104-022-01674-z;https://doi.org/10.1007/s00104-022-01674-z;22.06.2022;25.05.2022;2750;briefcommunication;Research Article;optin
110;Universitätsklinikum Regensburg;Journal of Neurology;1432-1459;10.1007/s00415-022-11023-z;https://doi.org/10.1007/s00415-022-11023-z;07.04.2022;10.02.2022;2750;briefcommunication;Research Article;optin
111;Universitätsklinikum Regensburg;Archives of Gynecology and Obstetrics;1432-0711;10.1007/s00404-021-06392-1;https://doi.org/10.1007/s00404-021-06392-1;10.03.2022;30.12.2021;917;letter;Non Research Article;optin
112;Universitätsklinikum Regensburg;Basic Research in Cardiology;1435-1803;10.1007/s00395-022-00949-0;https://doi.org/10.1007/s00395-022-00949-0;06.09.2022;07.08.2022;2750;originalpaper;Research Article;optin
113;Universitätsklinikum Regensburg;Clinical Research in Cardiology;1861-0692;10.1007/s00392-022-02047-6;https://doi.org/10.1007/s00392-022-02047-6;15.07.2022;30.05.2022;2750;originalpaper;Research Article;optin
114;Universitätsklinikum Regensburg;Child's Nervous System;1433-0350;10.1007/s00381-022-05798-9;https://doi.org/10.1007/s00381-022-05798-9;17.12.2022;08.12.2022;2750;originalpaper;Research Article;optin
115;Universitätsklinikum Regensburg;HNO;1433-0458;10.1007/s00106-022-01208-3;https://doi.org/10.1007/s00106-022-01208-3;15.08.2022;20.07.2022;2750;originalpaper;Research Article;optin
