"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title";"issn/isbn";"issn_print";"issn_electronic";"url";;"institution";"period";"euro";"doi";"backlist_oa";"book_title"
"CNRS - Centre national de la recherche scientifique";2021;2145,25;"10.1103/physrevresearch.3.043169";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2145,25;"10.1103/physrevresearch.3.043170";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2090,88;"10.1103/physrevresearch.3.l022023";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3260;"10.1103/physrevx.11.021009";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3314,84;"10.1103/physrevx.11.021060";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1136,97;"10.1103/physrevx.11.031027";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3441,76;"10.1103/physrevx.11.031069";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3441,36;"10.1103/physrevx.11.041012";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1100;"10.1103/physrevx.11.041015";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3489,38;"10.1103/physrevx.11.041056";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3547,2;"10.1103/physrevx.12.011014";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3070,38;"10.1172/jci.insight.148588";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3789,75;"10.1172/jci131517";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3990,17;"10.1172/jci142203";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;4123,62;"10.1172/jci146910";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3307,98;"10.1128/aac.01320-21";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3242,83;"10.1128/mbio.00895-21";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2296,48;"10.1128/mbio.01932-21";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2296,48;"10.1128/mbio.02136-21";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3307,98;"10.1128/mbio.02206-21";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3307,98;"10.1128/mbio.02797-20";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;886,45;"10.1128/mra.00530-21";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2401,63;"10.1128/spectrum.00404-21";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2401,63;"10.1128/spectrum.00692-21";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2250,89;"10.1128/msphere.00134-21";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1512,53;"10.1128/mbio.01399-20";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1556,71;"10.1167/jov.21.5.9";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1205,39;"10.34297/ajbsr.2020.07.001140";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;935,88;"10.1530/ec-20-0416";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;200;"10.1163/17932548-12341446";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2400;"10.1136/bmjdrc-2020-002091";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;100;"10.9767/bcrec.15.3.9295.885-897";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2366,07;"10.1017/eaa.2021.34";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2366,07;"10.1017/flo.2021.8";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2082,6;"10.1017/hpl.2020.38";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2366,07;"10.1017/s1473550421000264";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2308,81;"10.1017/jfm.2020.652";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;892,5;"10.33594/000000341";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3112,44;"10.1101/gr.268441.120";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1630;"10.1261/rna.075184.120";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1236,75;"10.1261/rna.077537.120";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2139;"10.5194/acp-20-15167-2020";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2139;"10.5194/acp-20-15811-2020";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1860;"10.5194/acp-21-1015-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2387;"10.5194/acp-21-11857-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1953;"10.5194/acp-21-12091-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2233;"10.5194/acp-21-12413-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1767;"10.5194/acp-21-13333-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1395;"10.5194/acp-21-13537-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1860;"10.5194/acp-21-13667-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1209;"10.5194/acp-21-15337-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2325;"10.5194/acp-21-15699-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1694;"10.5194/acp-21-16609-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3627;"10.5194/acp-21-17185-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1767;"10.5194/acp-21-3123-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2418;"10.5194/acp-21-3699-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1771;"10.5194/acp-21-4079-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2002;"10.5194/acp-21-535-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1694;"10.5194/acp-21-7113-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2511;"10.5194/acp-21-7293-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2387;"10.5194/acp-21-7639-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1860;"10.5194/acp-21-3235-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1953;"10.5194/acp-21-8233-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1860;"10.5194/acp-21-8479-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1694;"10.5194/amt-13-5621-2020";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1386;"10.5194/amt-13-6691-2020";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2139;"10.5194/amt-14-199-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1023;"10.5194/amt-14-2575-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1232;"10.5194/amt-14-2841-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1694;"10.5194/amt-14-3773-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1309;"10.5194/amt-14-3935-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2604;"10.5194/amt-14-4375-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1106,7;"10.5194/amt-14-4461-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2772;"10.5194/amt-14-4471-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;847;"10.5194/amt-14-4657-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1674;"10.5194/amt-14-4689-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1232;"10.5194/amt-14-4721-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1023;"10.5194/amt-14-5913-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1674;"10.5194/bg-17-3705-2020";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1395;"10.5194/bg-17-6491-2020";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1302;"10.5194/bg-18-1067-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1155;"10.5194/bg-18-2827-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1674;"10.5194/bg-18-3391-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2233;"10.5194/bg-18-4321-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1694;"10.5194/bg-18-5729-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1771;"10.5194/bg-18-6455-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1023;"10.5194/bg-18-775-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2002;"10.5194/cp-17-37-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2046;"10.5194/esurf-9-123-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1581;"10.5194/esurf-9-1423-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1767;"10.5194/esurf-9-895-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;770;"10.5194/esurf-9-995-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2926;"10.5194/esd-12-1061-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1540;"10.5194/esd-12-689-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;640;"10.5194/ejm-33-687-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2618;"10.5194/gmd-14-2747-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2233;"10.5194/gmd-14-3939-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1771;"10.5194/bg-18-3781-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1386;"10.5194/gmd-14-6291-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1600;"10.5194/gmd-14-6781-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1386;"10.5194/hess-25-1133-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1694;"10.5194/hess-25-1425-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1309;"10.5194/hess-25-653-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;720;"10.5194/mr-2-619-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1209;"10.5194/nhess-20-3279-2020";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1771;"10.5194/nhess-21-1135-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1386;"10.5194/nhess-21-463-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1694;"10.5194/npg-28-1-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;616;"10.5194/npg-28-371-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2387;"10.5194/os-16-1399-2020";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2079;"10.5194/os-17-221-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;539;"10.5194/os-17-455-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1953;"10.5194/os-17-543-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3255;"10.5194/os-17-615-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1540;"10.5194/se-12-15-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1953;"10.5194/se-12-1661-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1155;"10.5194/se-12-2523-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1581;"10.5194/tc-15-1435-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1309;"10.5194/tc-15-2739-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1617;"10.5194/tc-15-3615-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1386;"10.5194/tc-15-389-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1386;"10.5194/tc-15-4381-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;558;"10.5194/tc-15-4975-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2697;"10.5194/tc-15-501-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1771;"10.5194/tc-15-571-2021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2500;"10.1071/en21118";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2250;"10.1515/nanoph-2021-0254";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;300;"10.1051/bsgf/2020035";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;300;"10.1051/bsgf/2021020";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;300;"10.1051/bsgf/2021021";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;500;"10.1051/bsgf/2021022";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;500;"10.1051/bsgf/2021033";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;300;"10.1051/bsgf/2021034";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;500;"10.1051/bsgf/2021042";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;500;"10.1051/bsgf/2021045";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;500;"10.1051/bsgf/2021049";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.59157";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2061,25;"10.7554/elife.61254";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.61268";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2129,25;"10.7554/elife.61401";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.62907";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.62994";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.63167";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2145,25;"10.7554/elife.63201";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.63258";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.63650";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.63726";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.63922";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2103;"10.7554/elife.64092";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.64672";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2061,25;"10.7554/elife.64993";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2103;"10.7554/elife.65151";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2103;"10.7554/elife.65184";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2037,5;"10.7554/elife.65712";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2061,25;"10.7554/elife.66369";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2145,25;"10.7554/elife.66659";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2103;"10.7554/elife.67321";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2091,35;"10.7554/elife.67817";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2217;"10.7554/elife.68695";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2660,4;"10.7554/elife.69380";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2574,3;"10.7554/elife.71417";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2523,6;"10.7554/elife.72409";"FALSE";;;;;;;;;;;;;
