institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url,colour charge,cover charge,page charge,permission,reprint,submission fee,payment fee,CC by license,transfer fee,supplemental material fee
kth,2022,1249.62,10.1109/ACCESS.2024.3365270,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TMLCN.2024.3366501,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TCNS.2024.3368316,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/ACCESS.2024.3369251,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/LAWP.2024.3365882,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TIM.2024.3369191,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/LRA.2024.3369444,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TIV.2024.3370498,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TBCAS.2024.3370399,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TMTT.2024.3373870,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/ACCESS.2024.3375752,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TAP.2024.3376076,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/ACCESS.2024.3375882,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TWC.2024.3378351,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TAP.2024.3378969,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TMAG.2024.3380467,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/ACCESS.2024.3381531,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TSTE.2024.3381491,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/LWC.2024.3381434,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/OJIM.2024.3379414,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TAP.2024.3383289,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TWC.2024.3383209,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TGRS.2024.3383223,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/JMW.2024.3384418,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/OJPEL.2024.3387829,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TEMPR.2024.3388959,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/ACCESS.2024.3390708,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TWC.2024.3368013,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TAP.2024.3397661,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TITS.2024.3398252,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TITS.2024.3379450,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TVT.2024.3404111,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/OJPEL.2024.3407163,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/JSEN.2024.3409821,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TTS.2024.3403681,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/ACCESS.2024.3410465,False,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TCNS.2023.3298202,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TTE.2023.3300968,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TRPMS.2024.3410092,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/LWC.2024.3413629,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TVT.2024.3399935,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TIE.2024.3363770,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TEC.2024.3354488,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TTE.2023.3289869,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/TNSM.2024.3417934,True,,,,,,,,,,,,,,,,
kth,2022,1249.62,10.1109/LRA.2024.3418309,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/MS.2024.3418570,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TAC.2024.3419186,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TCOMM.2024.3506941,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/LAWP.2024.3507178,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/ACCESS.2024.3507135,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/LWC.2024.3501417,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/JOE.2024.3501317,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TCST.2024.3499832,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/MSEC.2024.3498736,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/LRA.2024.3498776,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TSP.2024.3491993,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/LRA.2024.3487489,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/OJCSYS.2024.3487408,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TASE.2024.3486070,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/ACCESS.2024.3486358,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/OJCOMS.2024.3486172,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TWC.2024.3485117,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TCOMM.2024.3484937,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TWC.2024.3482462,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/ACCESS.2024.3479933,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TIE.2024.3472299,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/JLT.2024.3472452,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TTHZ.2024.3471929,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TCOMM.2024.3454013,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TAP.2024.3466473,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TVT.2024.3463193,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TWC.2024.3463754,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/LWC.2024.3462710,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/ACCESS.2024.3459917,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TSE.2024.3458448,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/JSTARS.2024.3452674,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/ACCESS.2024.3452594,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/JMW.2024.3451056,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TMTT.2024.3451065,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TCOMM.2024.3450794,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TIFS.2024.3449556,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TAC.2024.3441723,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/LRA.2024.3440843,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TITS.2024.3440491,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/ACCESS.2024.3440015,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/ACCESS.2024.3439471,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/JLT.2024.3435770,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TNSM.2024.3434328,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TIFS.2024.3434647,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/ACCESS.2024.3427320,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/LWC.2024.3426095,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/ACCESS.2024.3425834,False,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TIV.2024.3414860,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/TEMC.2024.3511700,True,,,,,,,,,,,,,,,,
kth,2023,1381.92,10.1109/ACCESS.2024.3516520,False,,,,,,,,,,,,,,,,
kth,2024,1083.48,10.1109/TAC.2024.3516202,True,,,,,,,,,,,,,,,,
kth,2024,1083.48,10.1109/TAES.2024.3516708,True,,,,,,,,,,,,,,,,
kth,2024,1083.48,10.1109/TMC.2024.3516655,True,,,,,,,,,,,,,,,,
kth,2024,1083.48,10.1109/OJITS.2024.3521449,False,,,,,,,,,,,,,,,,
kth,2024,1083.48,10.1109/TAC.2024.3524276,True,,,,,,,,,,,,,,,,
