institution,period,is_hybrid,DOI,euro
Wellcome Trust,2018,FALSE,10.1038/s41467-017-02402-6,4272.16
Wellcome Trust,2018,FALSE,10.1038/s41598-017-11803-y,1505.43
Wellcome Trust,2018,FALSE,10.1038/s41598-017-17928-4,1505.43
Wellcome Trust,2018,TRUE,10.1016/j.ijcard.2017.10.106,3607.58
Wellcome Trust,2018,TRUE,10.1016/j.jmbbm.2017.07.040,3126.02
Wellcome Trust,2018,TRUE,10.1093/ejcts/ezx388,2492.77
Wellcome Trust,2018,FALSE,10.1039/C7RA11184C,678.12
Wellcome Trust,2018,TRUE,10.1016/j.str.2017.10.002,5385.22
Wellcome Trust,2018,FALSE,10.1016/j.dib.2017.11.037,269.09
Wellcome Trust,2018,FALSE,10.1038/s41467-017-02653-3,4272.16
Wellcome Trust,2018,TRUE,10.1093/medlaw/fwy003,2610.76
Wellcome Trust,2018,TRUE,10.1016/j.amjcard.2017.11.041,3260.28
Wellcome Trust,2018,TRUE,10.1093/ecco-jcc/jjx145,2915.92
Wellcome Trust,2018,TRUE,10.1074/jbc.R117.000366,1482.61
Wellcome Trust,2018,TRUE,10.1210/JC.2017-02426,2965.22
Wellcome Trust,2018,TRUE,10.1152/ajpcell.00100.2017,1936.79
Wellcome Trust,2018,TRUE,10.1093/eurheartj/ehy018,2915.92
Wellcome Trust,2018,TRUE,10.1038/bjc.2017.486,2305.61
Wellcome Trust,2018,FALSE,10.1039/C7RA13284K,678.12
Wellcome Trust,2018,FALSE,10.1038/s41467-018-04076-0,4272.16
Wellcome Trust,2018,FALSE,10.1128/mBio.02010-17,3352.16
Wellcome Trust,2018,TRUE,10.1016/j.it.2018.03.003,4041.93
Wellcome Trust,2018,TRUE,10.1530/EJE-17-0542,1830.92
Wellcome Trust,2018,TRUE,10.1016/j.cub.2018.01.087,5442.67
Wellcome Trust,2018,TRUE,10.1021/acsnano.7b07082,3839.87
Wellcome Trust,2018,TRUE,10.18632/oncotarget.24789,3258.58
Wellcome Trust,2018,TRUE,10.1093/rheumatology/key025 ,2635.17
Wellcome Trust,2018,FALSE,10.1038/s41598-018-20092-y,1505.43
Wellcome Trust,2018,TRUE,10.1021/acs.biomac.8b00252 ,4014.02
Wellcome Trust,2018,TRUE,10.1055/s-0038-1646924,2387.95
Wellcome Trust,2018,TRUE,10.1172/jci.insight.97219,3572.81
Wellcome Trust,2018,TRUE,10.1016/j.it.2018.04.010,4081.04
Wellcome Trust,2018,TRUE,10.1016/j.jash.2018.04.010,2426.16
Wellcome Trust,2018,TRUE,10.1016/j.jaut.2018.05.010,4389.26
Wellcome Trust,2018,TRUE,10.3324/haematol.2017.182972,966.19
Wellcome Trust,2018,FALSE,10.1038/s41598-018-31173-3,1580.02
Wellcome Trust,2018,TRUE,10.1136/annrheumdis-2017-211286,2247.97
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-017733,1556.29
Wellcome Trust,2018,FALSE,10.1371/journal.pone.0184841,1388.74
Wellcome Trust,2018,FALSE,10.1371/journal.pgen.1006968,1849.43
Wellcome Trust,2018,FALSE,10.1186/s12874-017-0381-x,1579.34
Wellcome Trust,2018,FALSE,10.1186/s12872-017-0715-y,1579.34
Wellcome Trust,2018,FALSE,10.1186/s40900-018-0089-z,1804.14
Wellcome Trust,2018,FALSE,10.1371/journal.pmed.1002542,2693.90
Wellcome Trust,2018,TRUE,10.1136/annrheumdis-2017-212268,2247.97
Wellcome Trust,2018,TRUE,10.1136/gutjnl-2017-314861,2247.97
Wellcome Trust,2018,FALSE,10.1136/bmjresp-2017-000257,1959.77
Wellcome Trust,2018,TRUE,10.1002/mrm.26837,2542.95
Wellcome Trust,2018,TRUE,10.1002/eji.201747134,2542.95
Wellcome Trust,2018,FALSE,10.3389/fimmu.2017.01668,1014.86
Wellcome Trust,2018,FALSE,10.3389/fonc.2018.00132,1676.72
Wellcome Trust,2018,TRUE,10.1098/rstb.2016.0281,2305.61
Wellcome Trust,2018,TRUE,10.1002/ijc.31170,2707.73
Wellcome Trust,2018,TRUE,10.1002/stem.2811,1017.18
Wellcome Trust,2018,TRUE,10.1128/JVI.00930-17,2234.89
Wellcome Trust,2018,TRUE,10.1128/IAI.00593-17,3277.84
Wellcome Trust,2018,TRUE,10.4049/jimmunol.1700790,3062.41
Wellcome Trust,2018,TRUE,10.1210/en.2018-00014,2582.33
Wellcome Trust,2018,TRUE,10.1210/en.2018-00014,507.69
Wellcome Trust,2018,TRUE,10.1074/jbc.RA118.002248,1733.17
Wellcome Trust,2018,TRUE,10.1074/jbc.RA118.002248,338.46
Wellcome Trust,2018,TRUE,10.1210/jc.2017-01481,2599.75
Wellcome Trust,2018,TRUE,10.1210/jc.2017-01481,509.06
Wellcome Trust,2018,TRUE,10.1016/j.jhep.2018.05.007,3208.65
Wellcome Trust,2018,FALSE,10.1038/s41598-018-29124-z,1580.02
Wellcome Trust,2018,TRUE,10.1016/j.tcsw.2018.06.003,2709.90
Wellcome Trust,2018,TRUE,10.1530/JME-18-0085,2034.36
Wellcome Trust,2018,TRUE,10.1021/acsnano.8b00222,4248.82
Wellcome Trust,2018,TRUE,10.1021/acsnano.8b00829,4266.25
Wellcome Trust,2018,FALSE,10.1039/C7RA00109F,678.12
Wellcome Trust,2018,TRUE,10.1093/infdis/jiy493,3115.28
Wellcome Trust,2018,FALSE,10.1371/journal.pone.0195730,1388.74
Wellcome Trust,2018,FALSE,10.1371/journal.pcbi.1006304,2090.10
Wellcome Trust,2018,TRUE,10.1002/cnma.201800054,3051.54
Wellcome Trust,2018,TRUE,10.1002/glia.23446,2848.10
Wellcome Trust,2018,TRUE,10.1002/eji.201847511,2542.95
,,,,
,,,,
,,,,
,,,,
,,,,
Wellcome Trust,2018,TRUE,10.1016/j.tcsw.2017.10.001,2733.02
Wellcome Trust,2018,TRUE,10.1002/eji.201747375,2542.95
Wellcome Trust,2018,TRUE,10.1128/JVI.00382-17,3125.25
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-017042,1556.29
Wellcome Trust,2018,TRUE,10.1038/mi.2017.105,3661.85
Wellcome Trust,2018,FALSE,10.1128/mBio.02303-17,2424.76
Wellcome Trust,2018,TRUE,10.1042/EBC20170055,2034.36
Wellcome Trust,2018,FALSE,10.1186/s12938-018-0524-2,1579.34
Wellcome Trust,2018,TRUE,10.1098/rstb.2016.0271,2305.61
Wellcome Trust,2018,TRUE,10.1098/rsif.2018.0332,2305.61
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2018.07.026,5333.49
Wellcome Trust,2018,TRUE,10.1016/j.molcel.2018.05.018,5489.17
Wellcome Trust,2018,FALSE,10.1038/s41598-018-31157-3,1580.02
Wellcome Trust,2018,TRUE,10.1021/acs.jmedchem.8b00958,1718.93
Wellcome Trust,2018,TRUE,10.1182/blood-2016-12-720185,2670.99
Wellcome Trust,2018,FALSE,10.1186/s12984-017-0335-x,1648.51
Wellcome Trust,2018,FALSE,10.1371/journal.pcbi.1006012,2090.10
,,,,
Wellcome Trust,2018,TRUE,10.1084/jem.20160832,4921.48
Wellcome Trust,2018,TRUE,10.1084/jem.20171000,4312.10
Wellcome Trust,2018,FALSE,10.3389/fimmu.2018.01451,1632.60
Wellcome Trust,2018,TRUE,10.1182/bloodadvances.2017011171,619.77
Wellcome Trust,2018,TRUE,10.1093/femsre/fuy031,2542.95
Wellcome Trust,2018,TRUE,10.1111/cei.13149,2034.36
Wellcome Trust,2018,FALSE,10.1038/s41598-018-28506-7,1580.02
,,,,
Wellcome Trust,2018,FALSE,10.1038/s41467-017-01405-7,4272.16
,,,,
Wellcome Trust,2018,TRUE,10.1080/09537104.2017.1336210,606.24
Wellcome Trust,2018,TRUE,10.1002/smll.201704363,3814.43
Wellcome Trust,2018,TRUE,10.1002/adma.201706910,3814.43
Wellcome Trust,2018,TRUE,10.1016/j.berh.2017.09.016,2726.65
Wellcome Trust,2018,TRUE,10.1016/j.biocel.2017.11.003,4161.27
Wellcome Trust,2018,TRUE,10.1016/j.exphem.2018.04.002,2796.14
Wellcome Trust,2018,TRUE,10.1016/j.mce.2017.08.016,3053.83
Wellcome Trust,2018,TRUE,10.1097/SLA.0000000000002658,4388.61
Wellcome Trust,2018,TRUE,10.1093/ibd/izy119,2542.95
Wellcome Trust,2018,TRUE,10.1016/j.mito.2017.08.007,2561.32
Wellcome Trust,2018,TRUE,10.2196/jmir.8473,2660.47
Wellcome Trust,2018,TRUE,10.1016/j.ridd.2017.10.014,2476.32
Wellcome Trust,2018,TRUE,10.1017/S0033291717003683,2414.11
Wellcome Trust,2018,TRUE,10.1098/rsbl.2017.0464,1729.21
Wellcome Trust,2018,TRUE,10.1016/j.jad.2017.11.055,2219.29
Wellcome Trust,2018,TRUE,10.1016/j.paid.2018.01.017,2223.88
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2018.03.016,5264.52
Wellcome Trust,2018,FALSE,10.1371/journal.pone.0188618,1536.05
Wellcome Trust,2018,TRUE,10.1111/jcpp.12878,2576.52
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-021321,1556.29
Wellcome Trust,2018,TRUE,10.1016/j.jaac.2018.01.023,2601.83
Wellcome Trust,2018,TRUE,10.1111/jsr.12695,2373.08
Wellcome Trust,2018,TRUE,10.1016/j.envint.2018.03.024,2956.96
Wellcome Trust,2018,TRUE,10.3399/bjgp18X694529,2712.48
Wellcome Trust,2018,TRUE,10.1136/bmj.k1767,3458.41
Wellcome Trust,2018,TRUE,10.2217/epi-2017-0095,1936.71
Wellcome Trust,2018,TRUE,10.1177/2047487317736827,2169.98
Wellcome Trust,2018,TRUE,10.1016/j.euroneuro.2017.09.008,3229.99
Wellcome Trust,2018,TRUE,10.1371/journal.pone.0186110.s009,1622.57
,,,,
Wellcome Trust,2018,TRUE,10.1016/j.bbrc.2018.04.125,1813.97
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-021335,1556.29
Wellcome Trust,2018,TRUE,10.1016/j.nlm.2017.10.008,3041.57
Wellcome Trust,2018,FALSE,10.7554/eLife.29808,2608.15
Wellcome Trust,2018,TRUE,10.1016/j.ajhg.2017.09.003,5383.32
Wellcome Trust,2018,TRUE,10.1093/medlaw/fwx045,2610.76
Wellcome Trust,2018,TRUE,10.1038/bjc.2017.412,2712.48
Wellcome Trust,2018,TRUE,10.1093/medlaw/fwx051,2610.76
Wellcome Trust,2018,TRUE,10.1242/jcs.212308,3912.23
Wellcome Trust,2018,FALSE,10.3389/fendo.2017.00305,1682.72
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2017.10.047,5383.31
Wellcome Trust,2018,TRUE,10.1093/ije/dyx251,3062.39
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-017729,1373.19
Wellcome Trust,2018,FALSE,10.14814/phy2.13500,1395.57
Wellcome Trust,2018,TRUE,10.1093/ije/dyx190,3528.62
Wellcome Trust,2018,TRUE,10.1093/gerona/glx223,3025.77
Wellcome Trust,2018,FALSE,10.1186/s13104-017-2926-9,1186.71
Wellcome Trust,2018,FALSE,10.7554/eLife.30395,2588.25
Wellcome Trust,2018,TRUE,10.1177/0017896917745106,2169.98
Wellcome Trust,2018,TRUE,10.1016/j.jtcvs.2017.11.027,2988.16
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-015994,1556.29
Wellcome Trust,2018,FALSE,10.1038/s41598-017-17700-8,1505.43
Wellcome Trust,2018,TRUE,10.1096/fj.201701061R,2633.97
Wellcome Trust,2018,FALSE,10.1038/s41598-017-18062-x,1505.43
Wellcome Trust,2018,FALSE,10.1161/JAHA.117.006727,1950.27
Wellcome Trust,2018,FALSE,10.1136/bmjpo-2017-000186,1830.92
Wellcome Trust,2018,FALSE,10.7554/eLife.28086,2568.64
Wellcome Trust,2018,TRUE,10.1093/gerona/glx242,3025.77
Wellcome Trust,2018,FALSE,10.1371/journal.pone.0188967,1536.05
Wellcome Trust,2018,TRUE,10.1016/j.joca.2017.09.006,2811.28
Wellcome Trust,2018,TRUE,10.1002/nau.23471,3706.60
Wellcome Trust,2018,TRUE,10.1152/ajpheart.00458.2017,2054.91
Wellcome Trust,2018,TRUE,10.1111/jcpp.12847,2576.52
Wellcome Trust,2018,FALSE,10.1186/s12885-017-3974-1,1925.86
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-019732,1556.29
Wellcome Trust,2018,TRUE,10.1080/24735132.2018.1436304,606.24
Wellcome Trust,2018,TRUE,10.1038/s41431-018-0110-x,2712.48
Wellcome Trust,2018,TRUE,10.1016/j.canlet.2018.01.028,3638.42
Wellcome Trust,2018,TRUE,10.1098/rstb.2017.0036,1729.21
Wellcome Trust,2018,FALSE,10.3389/fpsyg.2018.00120,2551.99
Wellcome Trust,2018,TRUE,10.1016/j.devcel.2018.01.026,5515.40
Wellcome Trust,2018,TRUE,10.1152/ajpheart.00209.2018,2145.89
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-019409,1830.92
Wellcome Trust,2018,FALSE,10.3390/ijms19020494,1849.41
Wellcome Trust,2018,FALSE,10.1186/s12966-018-0653-9,2305.61
Wellcome Trust,2018,FALSE,10.1186/s12916-018-1008-8,2481.92
Wellcome Trust,2018,TRUE,10.1093/ije/dyy027,3062.39
Wellcome Trust,2018,TRUE,10.1093/ije/dyy032,3062.39
Wellcome Trust,2018,TRUE,10.1093/molbev/msy023,1966.55
Wellcome Trust,2018,TRUE,10.1017/S1368980018000599,2536.17
Wellcome Trust,2018,TRUE,10.1113/EP086731,2222.88
Wellcome Trust,2018,TRUE,10.1111/jocn.14332,3617.09
Wellcome Trust,2018,FALSE,10.1038/s41598-018-23199-4,1896.02
Wellcome Trust,2018,TRUE,10.1152/ajpheart.00134.2018,1967.96
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2018-022009,1830.92
Wellcome Trust,2018,FALSE,10.1186/s12887-018-1106-y,1925.86
Wellcome Trust,2018,FALSE,10.3389/fped.2018.00112,2447.13
Wellcome Trust,2018,TRUE,10.1074/jbc.RA117.000363,1967.96
Wellcome Trust,2018,FALSE,10.1186/s12889-018-5445-2,1925.86
Wellcome Trust,2018,TRUE,10.1001/jamapsychiatry.2018.1323,4913.92
Wellcome Trust,2018,TRUE,10.1161/CIRCRESAHA.117.312257,4687.01
Wellcome Trust,2018,TRUE,10.1001/jamanetworkopen.2018.0725,2948.34
Wellcome Trust,2018,FALSE,10.7554/eLife.34408,2456.95
Wellcome Trust,2018,FALSE,10.1186/s41927-018-0010-2,1316.12
Wellcome Trust,2018,TRUE,10.1172/jci.insight.99062,3439.74
Wellcome Trust,2018,FALSE,10.1038/s41598-018-26253-3,1580.02
Wellcome Trust,2018,FALSE,10.26508/lsa.201800061,2506.12
Wellcome Trust,2018,TRUE,10.1016/j.jad.2018.01.028,3027.99
Wellcome Trust,2018,TRUE,10.15252/embj.201797786,5696.21
Wellcome Trust,2018,TRUE,10.1038/s41366-018-0141-y,3390.60
Wellcome Trust,2018,FALSE,10.1126/sciadv.aar8680,4837.27
Wellcome Trust,2018,TRUE,10.1016/j.ydbio.2018.06.001,2594.65
Wellcome Trust,2018,FALSE,10.1186/s12982-017-0068-0,1316.12
Wellcome Trust,2018,TRUE,10.1136/medethics-2017-104718,1983.50
Wellcome Trust,2018,FALSE,10.1038/s41467-018-05257-7,4475.59
,,,,
Wellcome Trust,2018,TRUE,10.1016/j.chiabu.2018.05.008,1844.84
,,,,
Wellcome Trust,2018,TRUE,10.1186/s13148-018-0520-1,1503.45
Wellcome Trust,2018,TRUE,10.1016/j.ando.2018.03.003,1834.37
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-020182,1556.29
Wellcome Trust,2018,FALSE,10.1136/bmjresp-2018-000309,2766.73
Wellcome Trust,2018,TRUE,10.1093/jnci/djy081,3204.80
,,,,
Wellcome Trust,2018,TRUE,10.1016/j.appet.2018.07.032,2838.63
,,,,
Wellcome Trust,2018,FALSE,10.1371/JOURNAL.PMED.1002641,3244.94
Wellcome Trust,2018,TRUE,10.1016/j.childyouth.2018.03.025,1324.46
Wellcome Trust,2018,FALSE,10.1186/s13229-018-0215-7,1316.12
,,,,
,,,,
,,,,
Wellcome Trust,2018,TRUE,10.1016/j.envint.2018.04.032,3548.35
Wellcome Trust,2018,TRUE,10.1001/jamanetworkopen.2018.1465,3138.97
Wellcome Trust,2018,TRUE,10.1093/hmg/ddy121,2383.59
Wellcome Trust,2018,FALSE,10.1016/j.dib.2018.04.130,473.26
Wellcome Trust,2018,TRUE,10.1093/hmg/ddy163,2383.59
Wellcome Trust,2018,TRUE,10.1093/hmg/ddy206,2383.59
Wellcome Trust,2018,TRUE,10.1016/j.bone.2018.06.001,2365.28
Wellcome Trust,2018,TRUE,10.1083/jcb.201801013,5301.16
Wellcome Trust,2018,FALSE,10.3389/fpsyg.2018.01427,3145.60
Wellcome Trust,2018,TRUE,10.1016/j.neuropharm.2018.06.007,2838.61
Wellcome Trust,2018,TRUE,10.1093/hmg/ddy237,2383.59
Wellcome Trust,2018,TRUE,10.1093/hmg/ddy210,2383.59
Wellcome Trust,2018,TRUE,10.1098/rstb.2017.0335,1729.21
Wellcome Trust,2018,TRUE,10.1242/dev.153528,3989.50
Wellcome Trust,2018,TRUE,10.1002/oby.22313,2542.95
Wellcome Trust,2018,TRUE,10.1089/ars.2017.7294,3386.21
Wellcome Trust,2018,TRUE,10.1093/ije/dyy204,2909.27
Wellcome Trust,2018,FALSE,10.1371/journal.pmed.1002649,3244.94
Wellcome Trust,2018,TRUE,10.1186/s13148-017-0414-7,1804.14
Wellcome Trust,2018,TRUE,10.1016/j.atherosclerosis.2018.04.027,2838.61
Wellcome Trust,2018,TRUE,10.1016/j.conb.2018.08.009,3926.31
Wellcome Trust,2018,TRUE,10.1016/j.preteyeres.2018.03.001,3765.32
Wellcome Trust,2018,TRUE,10.1088/1361-6579/aadfc5,2305.61
Wellcome Trust,2018,TRUE,10.1177/0969733017724354,271.25
Wellcome Trust,2018,TRUE,10.1177/0271678X18769180,542.50
Wellcome Trust,2018,TRUE,10.1038/s41416-018-0118-6,3119.35
Wellcome Trust,2018,TRUE,10.1111/bjh.15189,3390.60
Wellcome Trust,2018,TRUE,10.1158/0008-5472.can-18-1033,7856.78
Wellcome Trust,2018,TRUE,10.1016/j.atherosclerosis.2018.06.895,4937.28
Wellcome Trust,2018,TRUE,10.1136/gutjnl-2017-314817,2644.67
Wellcome Trust,2018,TRUE,10.1136/gutjnl-2017-315631,2644.67
Wellcome Trust,2018,TRUE,10.1128/aac.01550-17,3170.72
Wellcome Trust,2018,TRUE,10.1021/acs.jproteome.7b00425,139.88
Wellcome Trust,2018,TRUE,10.1017/s1092852918000810,2836.20
Wellcome Trust,2018,TRUE,10.1101/gr.227272.117,4864.00
Wellcome Trust,2018,TRUE,10.1192/bjp.2018.66,3390.60
Wellcome Trust,2018,FALSE,10.1186/s12864-017-4414-y,1925.86
Wellcome Trust,2018,TRUE,10.1016/j.ahj.2018.05.006,4067.34
Wellcome Trust,2018,TRUE,10.1007/s10620-017-4890-6,2629.88
Wellcome Trust,2018,TRUE,10.1210/jc.2018-00359,3132.32
Wellcome Trust,2018,FALSE,10.1038/s41467-018-06331-w,4475.59
Wellcome Trust,2018,FALSE,10.1038/s41598-017-14739-5,1505.43
Wellcome Trust,2018,TRUE,10.1242/dev.163485,3390.60
Wellcome Trust,2018,FALSE,10.1038/s41467-018-03400-y,4272.16
Wellcome Trust,2018,TRUE,10.1136/jmedgenet-2017-105127,2644.67
Wellcome Trust,2018,TRUE,10.1128/AAC.00201-18,2266.64
Wellcome Trust,2018,TRUE,10.1016/j.bpj.2017.10.016,1960.20
Wellcome Trust,2018,TRUE,10.1016/j.devcel.2018.03.008,4462.87
Wellcome Trust,2018,TRUE,10.1089/zeb.2018.1579,3322.58
Wellcome Trust,2018,TRUE,10.1161/CIRCULATIONAHA.117.033249,3422.52
Wellcome Trust,2018,TRUE,10.1001/jamaoncol.2018.1901,4927.48
Wellcome Trust,2018,TRUE,10.1136/injuryprev-2017-042498,2650.32
Wellcome Trust,2018,TRUE,10.1016/j.psychres.2018.05.012,3291.53
Wellcome Trust,2018,FALSE,10.1038/s41467-018-04486-0,4475.59
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2018-021520,1378.50
Wellcome Trust,2018,TRUE,10.1016/j.clinph.2018.03.013,2637.16
Wellcome Trust,2018,FALSE,10.1038/s41467-017-02361-y,4272.16
Wellcome Trust,2018,TRUE,10.1093/scan/nsy019,1071.43
Wellcome Trust,2018,TRUE,10.1136/jech-2017-210371,2644.67
Wellcome Trust,2018,TRUE,10.1136/bmjqs-2018-007798,2644.67
Wellcome Trust,2018,TRUE,10.1523/JNEUROSCI.1018-18.2018,3037.91
,,,,
Wellcome Trust,2018,FALSE,10.1038/s41598-017-18259-0,1505.43
Wellcome Trust,2018,TRUE,10.1038/bjc.2017.381,2712.48
Wellcome Trust,2018,FALSE,10.1186/s12966-017-0631-7,2305.61
Wellcome Trust,2018,TRUE,10.1016/j.mad.2017.11.016,2789.93
Wellcome Trust,2018,FALSE,10.1016/j.celrep.2017.11.057,5428.47
Wellcome Trust,2018,FALSE,10.1186/s12966-018-0684-2,2305.61
Wellcome Trust,2018,FALSE,10.7554/eLife.35783,2586.34
Wellcome Trust,2018,FALSE,10.1038/s41467-018-03672-4,4272.16
Wellcome Trust,2018,TRUE,10.1053/j.gastro.2018.05.050,3164.59
Wellcome Trust,2018,TRUE,10.1016/j.neuron.2018.01.047,5488.21
Wellcome Trust,2018,FALSE,10.1186/s12918-018-0581-y,1647.15
Wellcome Trust,2018,TRUE,10.1074/jbc.RA118.002325,1910.16
Wellcome Trust,2018,FALSE,10.1371/journal.pone.0186750,1545.68
Wellcome Trust,2018,TRUE,10.1038/s41436-018-0274-3,3797.47
Wellcome Trust,2018,TRUE,10.1016/j.stem.2018.04.020,5485.30
Wellcome Trust,2018,TRUE,10.1200/jco.2018.78.8414,5149.76
Wellcome Trust,2018,TRUE,10.1016/j.jns.2018.01.027,3281.93
Wellcome Trust,2018,FALSE,10.3389/fimmu.2017.01820,1141.95
Wellcome Trust,2018,TRUE,10.1093/jac/dky075,2712.48
Wellcome Trust,2018,TRUE,10.1523/jneurosci.0585-18.2018,5043.61
Wellcome Trust,2018,TRUE,10.1186/s12263-018-0613-7,1925.86
Wellcome Trust,2018,TRUE,10.1016/j.soard.2018.01.039,3501.39
Wellcome Trust,2018,TRUE,10.1016/j.it.2018.01.001,4001.45
Wellcome Trust,2018,FALSE,10.1038/s41598-018-27429-7,1580.02
Wellcome Trust,2018,FALSE,10.1371/journal.pcbi.1006135,2217.37
Wellcome Trust,2018,TRUE,10.1016/j.brainres.2018.04.036,2471.10
Wellcome Trust,2018,FALSE,10.1186/s12885-018-4664-3,1647.15
Wellcome Trust,2018,TRUE,10.1016/j.yexmp.2018.03.006,3130.97
Wellcome Trust,2018,FALSE,10.1186/s12889-018-5712-2,1647.15
Wellcome Trust,2018,FALSE,10.7150/thno.23709,1631.36
Wellcome Trust,2018,FALSE,10.1186/s13229-017-0179-z,1647.15
Wellcome Trust,2018,FALSE,10.7554/eLife.27237,2447.10
Wellcome Trust,2018,FALSE,10.1038/s41598-017-14403-y,1505.43
Wellcome Trust,2018,FALSE,10.1038/s41598-018-21348-3,1580.02
Wellcome Trust,2018,TRUE,10.1364/OL.43.000663,2738.35
Wellcome Trust,2018,TRUE,10.1242/dev.162305,3395.91
Wellcome Trust,2018,TRUE,10.1136/jnnp-2017-317234,2650.32
Wellcome Trust,2018,TRUE,10.1172/JCI97007,4434.61
Wellcome Trust,2018,TRUE,10.1021/acs.analchem.8b01264,2069.67
Wellcome Trust,2018,FALSE,10.1038/s41467-017-01707-w,4272.16
Wellcome Trust,2018,TRUE,10.1001/jamaneurol.2017.5153,5022.37
Wellcome Trust,2018,TRUE,10.1159/000489865,2626.57
Wellcome Trust,2018,TRUE,10.1136/thoraxjnl-2017-210305,3173.60
Wellcome Trust,2018,FALSE,10.3389/fncel.2018.00300,7182.85
Wellcome Trust,2018,TRUE,10.1016/j.aap.2017.12.019,3838.11
Wellcome Trust,2018,TRUE,10.1016/j.neuroimage.2017.12.060,3159.03
Wellcome Trust,2018,FALSE,10.1038/s41467-017-02305-6,4272.16
Wellcome Trust,2018,TRUE,10.1016/j.jth.2017.08.002,1911.94
Wellcome Trust,2018,FALSE,10.1038/s41467-018-05674-8,4475.59
Wellcome Trust,2018,FALSE,10.1038/s41598-018-21170-x,1580.02
Wellcome Trust,2018,TRUE,10.1016/j.jmoldx.2018.07.005,3261.02
Wellcome Trust,2018,TRUE,10.1259/bjr.20170651,2509.04
Wellcome Trust,2018,FALSE,10.1136/bmjopen-2017-020133,1830.92
Wellcome Trust,2018,TRUE,10.1016/j.psychres.2018.05.006,3280.19
Wellcome Trust,2018,TRUE,10.1084/jem.20171385,5105.33
Wellcome Trust,2018,TRUE,10.1016/j.cell.2017.11.013,5460.14
,,,,
Wellcome Trust,2018,FALSE,10.1371/journal.pone.0192633,1470.34
