institution,DOI,is_hybrid,euro,period
University of Birmingham,10.1111/camh.12345,TRUE,1781.7975,2019
University of Birmingham,10.1096/fba.2018-00048,FALSE,1725.45876,2019
University of Birmingham,10.1136/flgastro-2018-101139,FALSE,961.605,2019
University of Birmingham,10.1080/23723556.2019.1656500,TRUE,259.18083,2019
University of Birmingham,10.1002/ejoc.201900850,FALSE,2392.6995,2019
University of Birmingham,10.1155/2019/8540706,FALSE,2491.247043,2019
University of Birmingham,10.3791/59700,TRUE,4480.298703,2019
University of Birmingham,10.3791/59700,TRUE,2024.12196,2019
University of Birmingham,10.1016/j.radonc.2019.06.014,TRUE,2402.8812,2019
University of Birmingham,10.1016/j.celrep.2019.08.040,TRUE,4615.704,2019
University of Birmingham,10.1111/mmi.14386,FALSE,2363.17257,2019
University of Birmingham,10.1136/heartjnl-2019-315229,FALSE,1557.8001,2019
University of Birmingham,10.1186/s13075-019-1972-1,FALSE,2019.3705,2019
University of Birmingham,10.1016/S2214-109X(19)30336-5,FALSE,5474.270196,2019
University of Birmingham,10.1080/09537104.2019.1648781,TRUE,2302.08237,2019
University of Birmingham,10.1093/cvr/cvz202,FALSE,3065.37048,2019
University of Birmingham,10.1186/s13075-019-1962-3,FALSE,2157.84162,2019
University of Birmingham,10.1016/j.jsbmb.2019.105439,FALSE,3507.03,2019
University of Birmingham,10.3389/fphys.2019.00901,FALSE,1913.424255,2019
University of Birmingham,10.1113/JP278528,FALSE,2680.84161,2019
University of Birmingham,10.1111/febs.14985,FALSE,2580.04278,2019
University of Birmingham,10.3389/fcvm.2019.00080,FALSE,1015.262559,2019
University of Birmingham,10.1113/JP277899,FALSE,2680.84161,2019
University of Birmingham,10.1136/heartjnl-2019-315138,FALSE,2250.1557,2019
University of Birmingham,10.3791/59663,TRUE,4421.403225,2019
University of Birmingham,10.3389/fimmu.2019.01150,FALSE,1913.424255,2019
University of Birmingham,10.1002/bjs.11204,FALSE,2901.7845,2019
University of Birmingham,10.1186/s12910-019-0377-7,FALSE,1580.87862,2019
University of Birmingham,10.1186/s12872-019-1105-4,FALSE,1811.66382,2019
University of Birmingham,10.1111/cei.13329,FALSE,2036.34,2019
University of Birmingham,10.1107/S2052252519002926,FALSE,1858.680648,2019
University of Birmingham,10.1038/s41375-019-0478-9,FALSE,4045.5288,2019
University of Birmingham,10.1111/bju.14808,FALSE,2036.34,2019
University of Birmingham,10.1002/pd.5475,FALSE,2850.876,2019
University of Birmingham,10.1016/j.jhep.2019.04.011,FALSE,3281.052825,2019
University of Birmingham,10.1093/cvr/cvz118,FALSE,3065.37048,2019
University of Birmingham,10.1111/hel.12587,FALSE,2036.34,2019
University of Birmingham,10.1371/journal.pcbi.1006395,FALSE,2769.626034,2019
University of Birmingham,10.1098/rsif.2018.0344,FALSE,2077.0668,2019
University of Birmingham,10.1098/rstb.2018.0289,FALSE,2077.0668,2019
University of Birmingham,10.1038/s41467-019-09558-3,FALSE,4737.8844,2019
University of Birmingham,10.3389/fimmu.2019.00468,FALSE,2893.8699252,2019
University of Birmingham,10.1016/j.neuroimage.2019.03.056,FALSE,3028.761612,2019
University of Birmingham,10.1530/EDM-18-0151,FALSE,677.42244,2019
University of Birmingham,10.7554/eLife.41444,FALSE,2681.373321,2019
University of Birmingham,10.3389/fphys.2019.00182,FALSE,2893.8654,2019
University of Birmingham,10.1186/s12984-019-0513-0,FALSE,1650.11418,2019
University of Birmingham,10.3389/fphar.2019.00184,FALSE,1128.1187844,2019
University of Birmingham,10.1021/acsami.9b00420,FALSE,4170.039678,2019
University of Birmingham,10.26508/lsa.201800207,FALSE,2502.028332,2019
University of Birmingham,10.1371/journal.pone.0213162,FALSE,1717.630164,2019
University of Birmingham,10.1080/09537104.2019.1585526,TRUE,2302.08237,2019
University of Birmingham,10.1002/lt.25439,FALSE,1119.987,2019
University of Birmingham,10.1016/j.clinre.2019.01.005,FALSE,2339.811225,2019
University of Birmingham,10.1016/S1470-2045(18)30903-3,TRUE,5474.270196,2019
University of Birmingham,10.1038/s41598-018-37525-3,FALSE,1581.5574,2019
University of Birmingham,10.1042/bcj20180828,TRUE,2036.34,2019
University of Birmingham,10.1002/jmri.26689,FALSE,2545.425,2019
University of Birmingham,10.1136/heartjnl-2018-314428,FALSE,2250.1557,2019
University of Birmingham,10.1530/EJE-18-0693,FALSE,2036.34,2019
University of Birmingham,10.1242/jcs.222067,FALSE,3879.634968,2019
University of Birmingham,10.1038/s41467-019-08487-5,FALSE,3733.29,2019
University of Birmingham,10.1038/s41598-018-38263-2,FALSE,1581.5574,2019
University of Birmingham,10.1038/s41419-019-1379-6,FALSE,3380.3244,2019
University of Birmingham,10.1186/s13643-019-0946-3,FALSE,1805.89419,2019
University of Birmingham,10.1093/ejcts/ezy474,FALSE,2620.0908,2019
University of Birmingham,10.1093/eurheartj/ehy815,FALSE,2918.754,2019
University of Birmingham,10.1111/cea.13334,FALSE,3054.51,2019
University of Birmingham,10.1016/j.joca.2018.12.006,FALSE,2744.658243,2019
University of Birmingham,10.7554/eLife.39061,FALSE,2683.590669,2019
University of Birmingham,10.15252/embj.201798449,FALSE,4276.314,2019
University of Birmingham,10.1017/S104795111800224X,TRUE,2538.6372,2019
University of Birmingham,10.1530/EJE-18-0854,FALSE,2036.34,2019
University of Birmingham,10.1016/j.tig.2018.11.005,TRUE,4033.627524,2019
University of Birmingham,10.1002/ana.25394,FALSE,2036.34,2019
University of Birmingham,10.1038/s41375-018-0311-x,FALSE,3393.9,2019
University of Birmingham,10.1021/acs.organomet.8b00539,FALSE,4261.358214,2019
University of Birmingham,10.1080/09537104.2018.1543865,FALSE,2186.68977,2019
University of Birmingham,10.1002/ijc.32028,FALSE,2710.36854,2019
University of Birmingham,10.1186/s13104-018-3947-8,FALSE,951.98895,2019
University of Birmingham,10.1016/j.ebiom.2018.11.034,FALSE,3711.931056,2019
University of Birmingham,10.1016/j.celrep.2018.10.079,FALSE,5315.956074,2019
University of Birmingham,10.1016/S0140-6736(18)32752-1,FALSE,5438.362734,2019
University of Birmingham,10.1136/bmjopen-2018-023769,FALSE,1557.8001,2019
University of Birmingham,10.1093/ehjci/jey147,FALSE,3065.37048,2019
University of Birmingham,10.1111/cen.13889,FALSE,2715.45939,2019
University of Birmingham,10.1186/s40798-018-0162-z,FALSE,1580.87862,2019
University of Birmingham,10.1186/s12891-018-2305-2,FALSE,1580.87862,2019
University of Birmingham,10.1002/rth2.12151,FALSE,1358.91756,2019
University of Birmingham,10.1038/s41598-018-33840-x,FALSE,1581.5574,2019
University of Birmingham,10.3389/fimmu.2018.02106,FALSE,442.7138916,2019
University of Birmingham,10.1136/bjophthalmol-2018-312568,FALSE,2250.1557,2019
University of Birmingham,10.3389/fimmu.2018.01952,FALSE,2613.438756,2019
University of Birmingham,10.1128/mSphere.00403-18,FALSE,2666.881368,2019
University of Birmingham,10.1111/cen.13862,FALSE,2715.45939,2019
University of Birmingham,10.1021/acschembio.8b00815,FALSE,4189.99581,2019
University of Birmingham,10.1038/s41598-018-31513-3,FALSE,1581.5574,2019
University of Birmingham,10.3389/fimmu.2018.01820,FALSE,1634.1900012,2019
University of Birmingham,10.1186/s13075-018-1695-8,FALSE,2019.3705,2019
University of Birmingham,10.1113/JP276644,FALSE,2680.84161,2019
University of Birmingham,10.1371/journal.pbio.2003805,FALSE,2696.521428,2019
University of Birmingham,10.1177/0267659118794343,FALSE,271.512,2019
University of Birmingham,10.1002/lt.25315,FALSE,1119.987,2019
University of Birmingham,10.3324/haematol.2018.193391,FALSE,1945.451358,2019
University of Birmingham,10.3389/fimmu.2018.01501,FALSE,1634.1900012,2019
University of Birmingham,10.1111/jcmm.13721,FALSE,1730.889,2019
University of Birmingham,10.1080/09537104.2018.1481937,FALSE,2063.219688,2019
University of Birmingham,10.1096/fj.201800246R,FALSE,2216.499525,2019
University of Birmingham,10.1016/j.jash.2018.04.010,FALSE,484.569729,2019
University of Birmingham,10.1136/thoraxjnl-2017-210683,FALSE,4072.68,2019
University of Birmingham,10.1002/adhm.201800152,FALSE,2375.39061,2019
University of Birmingham,10.1261/rna.066415.118,TRUE,2139.039414,2019
University of Birmingham,10.1177/0141076818762648,TRUE,543.024,2019
University of Birmingham,10.1021/acsami.7b15713,FALSE,4268.383587,2019
University of Birmingham,10.1016/j.jaut.2017.10.001,FALSE,3300.533811,2019
University of Birmingham,10.1136/annrheumdis-2016-210448,FALSE,2647.242,2019
University of Bristol,10.1111/ejop.12480,TRUE,2263.05252,2019
University of Bristol,10.1038/s41467-019-12424-x,FALSE,4737.8844,2019
University of Bristol,10.3399/bjgp19X706601,FALSE,2715.12,2019
University of Bristol,10.3399/bjgp19X706589,FALSE,2715.12,2019
University of Bristol,10.1080/07341512.2019.1652435,FALSE,677.08305,2019
University of Bristol,10.1002/imhj.21832,FALSE,2239.974,2019
University of Bristol,10.1093/ije/dyz190,FALSE,2548.196685,2019
University of Bristol,10.3390/metabo9090190,FALSE,931.806558,2019
University of Bristol,10.1002/jbmr.3875,FALSE,1696.95,2019
University of Bristol,10.3389/fnsyn.2019.00021,FALSE,937.915578,2019
University of Bristol,10.1242/jcs.236075,FALSE,3393.9,2019
University of Bristol,10.1111/cea.13485,FALSE,3054.51,2019
University of Bristol,10.1136/bmjopen-2018-027766,FALSE,1557.8001,2019
University of Bristol,10.1016/j.psychsport.2019.04.007,FALSE,1829.76462,2019
University of Bristol,10.1371/journal.pmed.1002868,FALSE,3337.018236,2019
University of Bristol,10.1001/jamanetworkopen.2019.8918,FALSE,3309.176943,2019
University of Bristol,10.1136/medhum-2018-011631,FALSE,2647.242,2019
University of Bristol,10.1016/j.neuropharm.2019.107728,FALSE,2940.972732,2019
University of Bristol,10.1007/s10728-019-00376-8,FALSE,2389.3056,2019
University of Bristol,10.1016/j.jacbts.2019.02.001,FALSE,3705.075378,2019
University of Bristol,10.1093/hmg/ddz155,FALSE,2088.210105,2019
University of Bristol,10.1016/S2215-0366(19)30214-7,FALSE,5216.096223,2019
University of Bristol,10.1186/s12889-019-7102-9,FALSE,1317.39885,2019
University of Bristol,10.1093/ije/dyz119,FALSE,2548.196685,2019
University of Bristol,10.1001/jamanetworkopen.2019.6587,FALSE,3297.728187,2019
University of Bristol,10.1136/bmj.l2327,FALSE,3461.778,2019
University of Bristol,10.1002/glia.23667,FALSE,3801.168,2019
University of Bristol,10.1038/s41467-019-10630-1,FALSE,4737.8844,2019
University of Bristol,10.1186/s12885-019-5776-0,FALSE,2226.3984,2019
University of Bristol,10.1161/HYPERTENSIONAHA.119.12634,FALSE,5181.930963,2019
University of Bristol,10.1186/s12888-019-2166-8,FALSE,2199.2472,2019
University of Bristol,10.1136/bmjpo-2018-000389,FALSE,1557.8001,2019
University of Bristol,10.1371/journal.pone.0217473,FALSE,1825.827696,2019
University of Bristol,10.1016/j.celrep.2019.05.029,FALSE,5234.129145,2019
University of Bristol,10.3390/ijerph16111929,FALSE,1709.235918,2019
University of Bristol,10.1093/jn/nxz023,FALSE,4990.39056,2019
University of Bristol,10.1136/bmjopen-2018-028480,FALSE,1557.8001,2019
University of Bristol,10.1371/journal.pone.0213116,FALSE,1736.907516,2019
University of Bristol,10.3390/ijerph16101697,FALSE,1641.538926,2019
University of Bristol,10.3389/fnmol.2019.00090,FALSE,3172.414086,2019
University of Bristol,10.7554/eLife.44252,FALSE,2754.613683,2019
University of Bristol,10.1186/s13287-019-1231-z,FALSE,2362.1544,2019
University of Bristol,10.1098/rsos.181133,FALSE,916.353,2019
University of Bristol,10.1098/rsos.181049,FALSE,916.353,2019
University of Bristol,10.3389/fgene.2019.00314,FALSE,2645.183034,2019
University of Bristol,10.1038/s41598-019-42904-5,FALSE,1751.2524,2019
University of Bristol,10.1093/ije/dyz063,FALSE,2548.196685,2019
University of Bristol,10.3390/jcm8040517,FALSE,1685.546496,2019
University of Bristol,10.3389/fmolb.2019.00018,FALSE,2041.9965,2019
University of Bristol,10.1371/journal.pone.0213331,FALSE,1670.884848,2019
University of Bristol,10.1371/journal.pone.0214610,FALSE,1757.440611,2019
University of Bristol,10.1186/s12889-019-6624-5,FALSE,1317.39885,2019
University of Bristol,10.1111/apa.14800,FALSE,2036.34,2019
University of Bristol,10.1097/CEJ.0000000000000502,FALSE,3052.190835,2019
University of Bristol,10.1016/j.cca.2019.03.1617,FALSE,3395.099178,2019
University of Bristol,10.1111/add.14575,FALSE,2239.974,2019
University of Bristol,10.1213/ANE.0000000000004052,FALSE,4323.919104,2019
University of Bristol,10.1016/j.cellsig.2019.03.015,TRUE,3291.901992,2019
University of Bristol,10.1016/j.jclinepi.2019.02.016,FALSE,2886.919218,2019
University of Bristol,10.1016/j.jmb.2019.03.007,TRUE,2389.554486,2019
University of Bristol,10.1136/bmjopen-2018-025227,FALSE,1832.706,2019
University of Bristol,10.1038/s41467-019-08923-6,FALSE,4737.8844,2019
University of Bristol,10.7554/eLife.43657,FALSE,2674.483704,2019
University of Bristol,10.1016/j.drugalcdep.2019.01.007,FALSE,2984.233644,2019
University of Bristol,10.1016/j.neurobiolaging.2019.01.025,TRUE,3555.517518,2019
University of Bristol,10.1038/s41398-019-0437-2,FALSE,3421.0512,2019
University of Bristol,10.3390/v11030198,FALSE,1884.383784,2019
University of Bristol,10.3389/fendo.2019.00065,FALSE,2401.455762,2019
University of Bristol,10.1186/s12913-019-3922-7,FALSE,1317.39885,2019
University of Bristol,10.3389/fpsyg.2019.00194,FALSE,3164.608116,2019
University of Bristol,10.1113/EP087304,FALSE,2225.04084,2019
University of Bristol,10.1136/oemed-2018-105181,FALSE,2647.242,2019
University of Bristol,10.1136/oemed-2018-105182,FALSE,2647.242,2019
University of Bristol,10.1017/S1368980018004111,FALSE,2538.6372,2019
University of Bristol,10.1186/s13643-018-0908-1,FALSE,2124.5814,2019
University of Bristol,10.1038/s41598-018-37012-9,FALSE,1897.86888,2019
University of Bristol,10.1186/s40246-018-0190-2,FALSE,1504.911825,2019
University of Bristol,10.1186/s13073-019-0613-2,FALSE,1711.6569,2019
University of Bristol,10.1038/s41467-018-07863-x,FALSE,4479.948,2019
University of Bristol,10.1016/j.cub.2018.12.027,FALSE,5508.163944,2019
University of Bristol,10.1038/s41467-018-08219-1,FALSE,4479.948,2019
University of Bristol,10.1186/s12888-018-2000-8,FALSE,1927.7352,2019
University of Bristol,10.1021/acs.jmedchem.8b01402,FALSE,5435.930439,2019
University of Bristol,10.1371/journal.pcbi.1006267,FALSE,2396.647737,2019
University of Bristol,10.7554/eLife.42129,FALSE,3267.658233,2019
University of Bristol,10.7554/eLife.41803,FALSE,3271.49334,2019
University of Bristol,10.1016/j.childyouth.2018.10.028,FALSE,1104.985962,2019
University of Bristol,10.1016/j.vaccine.2018.12.007,FALSE,3194.474436,2019
University of Bristol,10.1093/hmg/ddy434,FALSE,2385.9117,2019
University of Bristol,10.1007/s00198-018-4795-z,FALSE,2666.643795,2019
University of Bristol,10.1186/s12863-018-0703-y,FALSE,1927.7352,2019
University of Bristol,10.1016/S2542-5196(18)30240-7,FALSE,5261.868621,2019
University of Bristol,10.1161/CIRCULATIONAHA.117.033278,TRUE,4933.554048,2019
University of Bristol,10.1038/s41398-018-0307-3,FALSE,3421.0512,2019
University of Bristol,10.1016/j.ypmed.2018.10.013,FALSE,2582.938908,2019
University of Bristol,10.1038/s41398-018-0313-5,FALSE,3421.0512,2019
University of Bristol,10.3389/fphys.2018.01488,FALSE,3186.385641,2019
University of Bristol,10.1186/s12889-018-6138-6,FALSE,1317.39885,2019
University of Bristol,10.3390/ijerph15112547,FALSE,1501.2351,2019
University of Bristol,10.1111/apa.14640,FALSE,2036.34,2019
University of Bristol,10.1038/s41398-018-0286-4,FALSE,3421.0512,2019
University of Bristol,10.1186/s12916-018-1191-7,FALSE,1711.6569,2019
University of Bristol,10.1016/j.joca.2018.09.016,FALSE,2806.427223,2019
University of Bristol,10.1016/j.vph.2018.10.010,FALSE,3284.016831,2019
University of Bristol,10.1111/jvim.15325,FALSE,1483.81308,2019
University of Bristol,10.1186/s13019-018-0791-9,FALSE,1954.8864,2019
University of Bristol,10.1080/09537104.2018.1535703,FALSE,2166.66576,2019
University of Bristol,10.1186/s12966-018-0735-8,FALSE,2307.852,2019
University of Bristol,10.1136/medhum-2018-011466,FALSE,2647.242,2019
University of Bristol,10.1002/ijc.31929,FALSE,3613.82472,2019
University of Bristol,10.18632/oncotarget.26093,FALSE,3633.418836,2019
University of Bristol,10.1136/bmjopen-2018-021611,FALSE,1557.8001,2019
University of Bristol,10.1016/j.ymthe.2018.08.020,FALSE,3474.833202,2019
University of Bristol,10.1016/j.neo.2018.01.009,FALSE,3399.273675,2019
Cardiff University,10.1111/jols.12156,TRUE,2263.05252,2019
Cardiff University,10.3233/JBR-180372,TRUE,2228.864634,2019
Cardiff University,10.1080/14636778.2019.1652804,TRUE,677.08305,2019
Cardiff University,10.1177/2398212818811235,TRUE,814.536,2019
Cardiff University,10.1186/s13326-019-0215-3,FALSE,1398.2868,2019
Cardiff University,10.3389/fncir.2019.00060,FALSE,1788.653178,2019
Cardiff University,10.1177/2398212819871205,FALSE,814.536,2019
Cardiff University,10.1111/camh.12308,FALSE,2375.73,2019
Cardiff University,10.1016/j.chb.2019.04.023,FALSE,2101.638636,2019
Cardiff University,10.1242/dev.176495,FALSE,3393.9,2019
Cardiff University,10.1039/c9mt00136k,FALSE,1846.2816,2019
Cardiff University,10.3389/fmicb.2019.01800,FALSE,2914.952832,2019
Cardiff University,10.1016/j.concog.2019.102797,FALSE,2606.5152,2019
Cardiff University,10.1016/j.midw.2019.08.002,FALSE,3407.4756,2019
Cardiff University,10.1038/s41467-019-11119-7,FALSE,4737.8844,2019
Cardiff University,10.1111/josh.12824,FALSE,2715.12,2019
Cardiff University,10.1159/000500267,TRUE,3349.519101,2019
Cardiff University,10.1016/j.biopsych.2019.04.036,FALSE,3546.331362,2019
Cardiff University,10.1136/archdischild-2019-316911,FALSE,2647.242,2019
Cardiff University,10.1093/qjmed/hcz161,FALSE,3065.37048,2019
Cardiff University,10.1523/JNEUROSCI.0827-19.2019,FALSE,3485.523987,2019
Cardiff University,10.1016/j.neuroimage.2019.06.020,FALSE,3461.778,2019
Cardiff University,10.1093/jnen/nlz046,FALSE,3135.9636,2019
Cardiff University,10.1186/s12876-019-1002-4,FALSE,1648.75662,2019
Cardiff University,10.1523/ENEURO.0364-18.2019,FALSE,3239.409672,2019
Cardiff University,10.3390/ijms20112799,FALSE,1515.048273,2019
Cardiff University,10.1016/j.neuroimage.2019.05.052,FALSE,3461.778,2019
Cardiff University,10.1523/JNEUROSCI.2954-18.2019,FALSE,3363.615099,2019
Cardiff University,10.1136/bmjopen-2018-025902,FALSE,1832.706,2019
Cardiff University,10.1111/imm.13083,FALSE,1810.170504,2019
Cardiff University,10.1002/eji.201948085,FALSE,3393.9,2019
Cardiff University,10.1016/j.dadm.2019.03.005,FALSE,2078.514864,2019
Cardiff University,10.18632/oncotarget.26830,FALSE,3631.835016,2019
Cardiff University,10.1074/jbc.RA119.008915,FALSE,2237.247567,2019
Cardiff University,10.1016/j.jalz.2019.03.007,FALSE,3103.336908,2019
Cardiff University,10.1001/jamapsychiatry.2019.0774,FALSE,5305.050342,2019
Cardiff University,10.1002/chem.201901627,FALSE,3597.534,2019
Cardiff University,10.1186/s12889-019-6741-1,FALSE,1648.75662,2019
Cardiff University,10.1523/JNEUROSCI.3041-18.2019,FALSE,3335.717241,2019
Cardiff University,10.1001/jamapsychiatry.2019.0566,FALSE,5345.992089,2019
Cardiff University,10.1098/rstb.2018.0144,FALSE,1730.889,2019
Cardiff University,10.1093/schbul/sby190,FALSE,3028.71636,2019
Cardiff University,10.1073/pnas.1814409116,FALSE,2388.162987,2019
Cardiff University,10.1038/s41598-019-41811-z,FALSE,1751.2524,2019
Cardiff University,10.1136/tobaccocontrol-2018-054584,FALSE,2647.242,2019
Cardiff University,10.1111/gbb.12571,TRUE,2715.12,2019
Cardiff University,10.3389/fimmu.2019.00319,FALSE,2423.787624,2019
Cardiff University,10.3390/ijerph16071107,FALSE,1656.144009,2019
Cardiff University,10.1016/j.neuroimage.2019.03.038,FALSE,3103.336908,2019
Cardiff University,10.1111/jcpp.13053,FALSE,3438.69948,2019
Cardiff University,10.1002/hbm.24568,FALSE,4344.192,2019
Cardiff University,10.1111/imcb.12248,FALSE,2715.12,2019
Cardiff University,10.1101/gr.240705.118,TRUE,2724.487164,2019
Cardiff University,10.1002/hbm.24566,FALSE,4344.192,2019
Cardiff University,10.1177/0306312719834069,FALSE,271.512,2019
Cardiff University,10.1016/j.gaitpost.2019.02.028,TRUE,3658.601574,2019
Cardiff University,10.7554/eLife.39906,FALSE,2710.48167,2019
Cardiff University,10.1192/bjp.2019.30,FALSE,3393.9,2019
Cardiff University,10.2147/IJN.S188193,FALSE,1988.8254,2019
Cardiff University,10.1038/s41398-019-0440-7,FALSE,3421.0512,2019
Cardiff University,10.1038/s41375-019-0423-y,FALSE,2427.31728,2019
Cardiff University,10.1136/jech-2018-210840,FALSE,2647.242,2019
Cardiff University,10.1016/j.bbi.2019.02.011,FALSE,3120.408225,2019
Cardiff University,10.1192/bjp.2018.301,FALSE,3393.9,2019
Cardiff University,10.1038/s41467-019-08599-y,FALSE,4737.8844,2019
Cardiff University,10.3389/fimmu.2019.00078,FALSE,1691.169057,2019
Cardiff University,10.1186/s12884-018-2156-8,FALSE,1648.75662,2019
Cardiff University,10.1016/j.neuroimage.2019.02.007,FALSE,3152.02806,2019
Cardiff University,10.1016/j.neuroimage.2019.01.077,FALSE,3461.778,2019
Cardiff University,10.1038/s41598-018-37658-5,FALSE,1581.5574,2019
Cardiff University,10.1371/journal.pone.0203417,FALSE,1711.837908,2019
Cardiff University,10.18632/oncotarget.26499,FALSE,3742.261209,2019
Cardiff University,10.1038/s41598-018-36820-3,FALSE,1581.5574,2019
Cardiff University,10.1038/s41398-018-0339-8,FALSE,3421.0512,2019
Cardiff University,10.1038/s41398-018-0338-9,FALSE,3421.0512,2019
Cardiff University,10.1159/000493917,TRUE,3314.358297,2019
Cardiff University,10.4049/jimmunol.1701757,FALSE,3219.770304,2019
Cardiff University,10.1111/ejn.14341,FALSE,2715.12,2019
Cardiff University,10.3324/haematol.2018.202846,FALSE,2033.296803,2019
Cardiff University,10.3389/fneur.2018.01092,FALSE,2369.903805,2019
Cardiff University,10.1017/S0033291718003896,FALSE,2538.6372,2019
Cardiff University,10.1093/schbul/sby183,FALSE,2884.815,2019
Cardiff University,10.1093/nar/gky1279,FALSE,3692.5632,2019
Cardiff University,10.1016/j.celrep.2018.11.103,TRUE,5462.187912,2019
Cardiff University,10.1016/j.biopsych.2018.11.004,FALSE,3561.67179,2019
Cardiff University,10.1016/j.neurobiolaging.2018.11.011,FALSE,3713.616693,2019
Cardiff University,10.1128/JVI.02003-18,FALSE,3600.373563,2019
Cardiff University,10.18632/oncotarget.26335,FALSE,3784.605768,2019
Cardiff University,10.1080/02643944.2018.1528624,FALSE,643.14405,2019
Cardiff University,10.1016/j.wombi.2018.11.012,FALSE,1862.968275,2019
Cardiff University,10.1016/j.neurobiolaging.2018.11.009,FALSE,3713.26599,2019
Cardiff University,10.3389/fphys.2018.01657,FALSE,2735.743599,2019
Cardiff University,10.1037/per0000313,TRUE,4343.501907,2019
Cardiff University,10.1111/ejn.14289,FALSE,2715.12,2019
Cardiff University,10.1016/j.jnutbio.2018.10.008,FALSE,3452.082759,2019
Cardiff University,10.1523/JNEUROSCI.0479-18.2018,FALSE,3286.460439,2019
Cardiff University,10.4049/jimmunol.1701556,TRUE,3246.966756,2019
Cardiff University,10.1016/j.neuroscience.2018.10.020,FALSE,2589.059241,2019
Cardiff University,10.1016/j.neurobiolaging.2018.08.026,FALSE,3679.406181,2019
Cardiff University,10.1242/dev.165936,FALSE,3393.9,2019
Cardiff University,10.3389/fimmu.2018.02214,FALSE,1689.155343,2019
Cardiff University,10.1016/j.bbr.2018.10.012,FALSE,3003.906951,2019
Cardiff University,10.1016/j.neuroimage.2018.09.035,FALSE,3271.323645,2019
Cardiff University,10.1002/mrm.27181,FALSE,3393.9,2019
University of Dundee,10.1107/S205225251901114X,TRUE,3586.571703,2019
University of Dundee,10.1039/c9an00771g,TRUE,1696.95,2019
University of Dundee,10.1016/j.celrep.2019.08.026,TRUE,4119.787332,2019
University of Dundee,10.1016/j.celrep.2019.07.067,TRUE,2958.417378,2019
University of Dundee,10.1074/mcp.RA119.001472,TRUE,2737.123785,2019
University of Dundee,10.1128/AAC.00309-19,TRUE,4737.8844,2019
University of Dundee,10.1038/s41467-019-10823-8,TRUE,2085.630741,2019
University of Dundee,10.1128/mBio.01252-19,TRUE,1328.496903,2019
University of Dundee,10.1097/HJH.0000000000002189,TRUE,3143.147355,2019
University of Dundee,10.15252/embr.201846436,TRUE,2253.572226,2019
University of Dundee,10.7554/eLife.46902,TRUE,668.881125,2019
University of Dundee,10.1038/s41429-019-0202-z,TRUE,519.662655,2019
University of Dundee,10.1080/15476286.2019.1630797,TRUE,2472.071508,2019
University of Dundee,10.1073/pnas.1903982116,TRUE,2945.9052,2019
