institution;period;PMCID;PMID;DOI;Publisher;Journal title;ISSN;euro;is_hybrid
Wellcome Trust;2016;PMC4948919;27295282;10.1021/acs.analchem.6b01662;American Chemical Society (ACS);Analytical chemistry;0003-2700, 1520-6882;4121.03;TRUE
Wellcome Trust;2016;unknown;27228284;10.1021/acs.analchem.6b01167;American Chemical Society (ACS);Analytical chemistry;0003-2700, 1520-6882;2024.86;TRUE
Wellcome Trust;2016;PMC4730229;26701387;10.1021/acs.biochem.5b01128;American Chemical Society (ACS);Biochemistry;0006-2960, 1520-4995;1569.20;TRUE
Wellcome Trust;2016;PMC4785718;26854536;10.1021/acs.biochem.5b00838;American Chemical Society (ACS);Biochemistry;0006-2960, 1520-4995;1849.59;TRUE
Wellcome Trust;2016;PMC4878814;27149221;10.1021/acs.biochem.5b01285;American Chemical Society (ACS);Biochemistry;0006-2960, 1520-4995;3812.04;TRUE
Wellcome Trust;2016;PMC4987862;27404282;10.1021/acs.chemrestox.6b00143;American Chemical Society (ACS);Chemical research in toxicology;0893-228X, 1520-5010;3986.75;TRUE
Wellcome Trust;2016;PMC4869608;27212793;10.1021/acs.chemmater.6b00208;American Chemical Society (ACS);Chemistry of materials : a publication of the American Chemical Society;0897-4756, 1520-5002;1939.91;TRUE
Wellcome Trust;2016;PMC5024651;27656042;10.1021/acs.chemmater.6b01298;American Chemical Society (ACS);Chemistry of materials : a publication of the American Chemical Society;0897-4756, 1520-5002;4149.23;TRUE
Wellcome Trust;2016;unknown;26808351;10.1021/acs.jctc.5b00992;American Chemical Society (ACS);Journal of chemical theory and computation;1549-9618, 1549-9626;2411.64;TRUE
Wellcome Trust;2016;PMC5053573;27219676;10.1021/acs.jmedchem.6b00140;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;524.54;TRUE
Wellcome Trust;2016;PMC4441536;25719566;10.1021/jm501963e;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;1382.05;TRUE
Wellcome Trust;2016;PMC4770307;26367539;10.1021/acs.jmedchem.5b01135;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;1525.11;TRUE
Wellcome Trust;2016;PMC4885109;27115835;10.1021/acs.jmedchem.6b00065;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;1609.88;TRUE
Wellcome Trust;2016;PMC4770306;26731131;10.1021/acs.jmedchem.5b01719;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;1910.37;TRUE
Wellcome Trust;2016;PMC4835159;27002486;10.1021/acs.jmedchem.6b00007;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;1942.24;TRUE
Wellcome Trust;2016;PMC4770324;26741168;10.1021/acs.jmedchem.5b01635;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;2245.18;TRUE
Wellcome Trust;2016;PMC4885110;26914985;10.1021/acs.jmedchem.5b01865;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;3885.56;TRUE
Wellcome Trust;2016;PMC4601051;26418485;10.1021/acs.jmedchem.5b00596;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;3887.44;TRUE
Wellcome Trust;2016;PMC4947981;27314305;10.1021/acs.jmedchem.6b00028;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;4096.67;TRUE
Wellcome Trust;2016;PMC5108032;27631715;10.1021/acs.jmedchem.6b00723;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;4515.63;TRUE
Wellcome Trust;2016;unknown;26796641;10.1021/acs.jmedchem.5b01685;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;3762.25;TRUE
Wellcome Trust;2016;unknown;27119979;10.1021/acs.jmedchem.5b02001;American Chemical Society (ACS);Journal of medicinal chemistry;0022-2623, 1520-4804;1185.53;TRUE
Wellcome Trust;2016;PMC4922733;27117876;10.1021/jacs.6b02464;American Chemical Society (ACS);Journal of the American Chemical Society;0002-7863, 1520-5126;3891.52;TRUE
Wellcome Trust;2016;PMC5010359;27459426;10.1021/jacs.6b05602;American Chemical Society (ACS);Journal of the American Chemical Society;0002-7863, 1520-5126;5231.87;TRUE
Wellcome Trust;2016;PMC4854487;27003358;10.1021/acs.langmuir.6b00240;American Chemical Society (ACS);Langmuir : the ACS journal of surfaces and colloids;0743-7463, 1520-5827;3898.75;TRUE
Wellcome Trust;2016;PMC5002933;27109430;10.1021/acs.jpcb.6b01387;American Chemical Society (ACS);The journal of physical chemistry. B;1520-6106, 1520-5207;4690.24;TRUE
Wellcome Trust;2016;PMC3636649;23300278;10.2337/db12-1077;American Diabetes Association;Diabetes;0012-1797, 1939-327X;3029.93;TRUE
Wellcome Trust;2016;PMC4452716;25510240;10.2337/db14-1388;American Diabetes Association;Diabetes;0012-1797, 1939-327X;1721.55;TRUE
;;;;;;;;;
Wellcome Trust;2016;PMC4596008;26429760;10.1161/circimaging.115.003487;American Heart Association;Circulation. Cardiovascular imaging;1941-9651, 1942-0080;2721.82;TRUE
Wellcome Trust;2016;PMC4841180;27033835;10.1161/circimaging.115.003579;American Heart Association;Circulation. Cardiovascular imaging;1941-9651, 1942-0080;4392.18;TRUE
Wellcome Trust;2016;;26849616;10.1103/physrevlett.116.038102;American Physical Society (APS);Physical review letters;0031-9007, 1079-7114;2464.90;TRUE
Wellcome Trust;2016;PMC4572456;26126685;10.1152/ajpendo.00594.2014;American Physiological Society;American journal of physiology. Endocrinology and metabolism;0193-1849, 1522-1555;1787.29;TRUE
Wellcome Trust;2016;PMC4867343;26747496;10.1152/ajpheart.00075.2015;American Physiological Society;American journal of physiology. Heart and circulatory physiology;0363-6135, 1522-1539;941.69;TRUE
Wellcome Trust;2016;PMC4796630;26566728;10.1152/ajpheart.00597.2015;American Physiological Society;American journal of physiology. Heart and circulatory physiology;0363-6135, 1522-1539;1705.92;TRUE
Wellcome Trust;2016;PMC5114464;27402665;10.1152/ajpheart.00130.2016;American Physiological Society;American journal of physiology. Heart and circulatory physiology;0363-6135, 1522-1539;1996.15;TRUE
Wellcome Trust;2016;PMC4796623;26608338;10.1152/ajpheart.00635.2015;American Physiological Society;American journal of physiology. Heart and circulatory physiology;0363-6135, 1522-1539;2799.26;TRUE
Wellcome Trust;2016;PMC4896102;26993521;10.1152/ajplung.00046.2016;American Physiological Society;American journal of physiology. Lung cellular and molecular physiology;1040-0605, 1522-1504;1971.52;TRUE
Wellcome Trust;2016;PMC4796179;26744504;10.1152/japplphysiol.00871.2015;American Physiological Society;Journal of applied physiology (Bethesda, Md. : 1985);8750-7587, 1522-1601;1985.07;TRUE
Wellcome Trust;2016;PMC4269715;25231610;10.1152/jn.00062.2014;American Physiological Society;Journal of neurophysiology;0022-3077, 1522-1598;1413.34;TRUE
Wellcome Trust;2016;PMC4760470;26510762;10.1152/jn.00691.2015;American Physiological Society;Journal of neurophysiology;0022-3077, 1522-1598;1498.15;TRUE
Wellcome Trust;2016;PMC4969393;27098022;10.1152/jn.00013.2016;American Physiological Society;Journal of neurophysiology;0022-3077, 1522-1598;1889.99;TRUE
Wellcome Trust;2016;PMC4922613;26984421;10.1152/jn.00125.2016;American Physiological Society;Journal of neurophysiology;0022-3077, 1522-1598;1932.69;TRUE
Wellcome Trust;2016;PMC4961752;27098028;10.1152/jn.00237.2016;American Physiological Society;Journal of neurophysiology;0022-3077, 1522-1598;1941.20;TRUE
Wellcome Trust;2016;PMC4760504;26581867;10.1152/jn.00485.2015;American Physiological Society;Journal of neurophysiology;0022-3077, 1522-1598;1985.07;TRUE
Wellcome Trust;2016;PMC4922602;26912596;10.1152/jn.00829.2015;American Physiological Society;Journal of neurophysiology;0022-3077, 1522-1598;1985.07;TRUE
Wellcome Trust;2016;PMC4969396;27098024;10.1152/jn.00093.2016;American Physiological Society;Journal of neurophysiology;0022-3077, 1522-1598;2055.74;TRUE
Wellcome Trust;2016;PMC5023412;27358315;10.1152/jn.00113.2016;American Physiological Society;Journal of neurophysiology;0022-3077, 1522-1598;2100.77;TRUE
Wellcome Trust;2016;PMC4808091;26631145;10.1152/jn.00181.2015;American Physiological Society;Journal of neurophysiology;0022-3077, 1522-1598;2184.14;TRUE
Wellcome Trust;2016;PMC4757025;26487704;10.1152/physiolgenomics.00054.2015;American Physiological Society;Physiological genomics;1094-8341, 1531-2267;1838.16;TRUE
Wellcome Trust;2016;PMC4516321;26214215;10.1037/bne0000072;American Psychological Association (APA);Behavioral neuroscience;0735-7044, 1939-0084;3015.40;TRUE
Wellcome Trust;2016;PMC4655861;26595880;10.1037/bne0000108;American Psychological Association (APA);Behavioral neuroscience;0735-7044, 1939-0084;3732.34;TRUE
Wellcome Trust;2016;PMC4655871;26501181;10.1037/bne0000097;American Psychological Association (APA);Behavioral neuroscience;0735-7044, 1939-0084;3785.96;TRUE
Wellcome Trust;2016;PMC4450885;26030425;10.1037/bne0000049;American Psychological Association (APA);Behavioral neuroscience;0735-7044, 1939-0084;3934.41;TRUE
Wellcome Trust;2016;PMC4817233;26845505;10.1037/dev0000083;American Psychological Association (APA);Developmental psychology;0012-1649, 1939-0599;3825.59;TRUE
Wellcome Trust;2016;PMC4577249;25622078;10.1037/hea0000191;American Psychological Association (APA);Health psychology : official journal of the Division of Health Psychology, American Psychological Association;0278-6133, 1930-7810;3859.91;TRUE
Wellcome Trust;2016;PMC4976760;27505409;10.1037/abn0000182;American Psychological Association (APA);Journal of abnormal psychology;0021-843X, 1939-1846;4099.60;TRUE
Wellcome Trust;2016;PMC4352962;25244390;10.1037/a0037981;American Psychological Association (APA);Journal of consulting and clinical psychology;0022-006X, 1939-2117;3078.80;TRUE
Wellcome Trust;2016;PMC4655869;26302249;10.1037/ccp0000027;American Psychological Association (APA);Journal of consulting and clinical psychology;0022-006X, 1939-2117;3678.34;TRUE
Wellcome Trust;2016;PMC4961070;27454040;10.1037/xge0000180;American Psychological Association (APA);Journal of experimental psychology. General;0096-3445, 1939-2222;3520.21;TRUE
Wellcome Trust;2016;PMC4755819;26726916;10.1037/xge0000133;American Psychological Association (APA);Journal of experimental psychology. General;0096-3445, 1939-2222;3870.45;TRUE
Wellcome Trust;2016;PMC4763252;26480248;10.1037/xhp0000147;American Psychological Association (APA);Journal of experimental psychology. Human perception and performance;0096-1523, 1939-1277;3887.11;TRUE
Wellcome Trust;2016;PMC4873047;26752732;10.1037/xhp0000194;American Psychological Association (APA);Journal of experimental psychology. Human perception and performance;0096-1523, 1939-1277;4169.98;TRUE
Wellcome Trust;2016;unknown;27668485;10.1037/xlm0000328;American Psychological Association (APA);Journal of experimental psychology. Learning, memory, and cognition;0278-7393, 1939-1285;4368.31;TRUE
Wellcome Trust;2016;PMC4886836;26866836;10.1037/fam0000188;American Psychological Association (APA);Journal of family psychology : JFP : journal of the Division of Family Psychology of the American Psychological Association (Division 43);0893-3200, 1939-1293;4189.98;TRUE
Wellcome Trust;2016;PMC4768598;26752123;10.1037/neu0000240;American Psychological Association (APA);Neuropsychology;0894-4105, 1931-1559;3899.06;TRUE
Wellcome Trust;2016;PMC4824243;26727308;10.1037/bul0000037;American Psychological Association (APA);Psychological bulletin;0033-2909, 1939-1455;4169.98;TRUE
Wellcome Trust;2016;PMC4976797;27294712;10.1037/pag0000105;American Psychological Association (APA);Psychology and aging;0882-7974, 1939-1498;4123.09;TRUE
Wellcome Trust;2016;PMC4476608;25961147;10.1037/adb0000058;American Psychological Association (APA);Psychology of addictive behaviors : journal of the Society of Psychologists in Addictive Behaviors;0893-164X, 1939-1501;2925.75;TRUE
Wellcome Trust;2016;PMC4813692;26385339;10.1074/mcp.m115.048504;American Society for Biochemistry & Molecular Biology (ASBMB);Molecular & cellular proteomics : MCP;1535-9476, 1535-9484;1132.78;TRUE
Wellcome Trust;2016;PMC4937518;27114452;10.1074/mcp.o115.055467;American Society for Biochemistry & Molecular Biology (ASBMB);Molecular & cellular proteomics : MCP;1535-9476, 1535-9484;1190.47;TRUE
Wellcome Trust;2016;PMC4974347;27250206;10.1074/mcp.m115.056473;American Society for Biochemistry & Molecular Biology (ASBMB);Molecular & cellular proteomics : MCP;1535-9476, 1535-9484;1317.15;TRUE
Wellcome Trust;2016;PMC4974350;27302889;10.1074/mcp.m115.056481;American Society for Biochemistry & Molecular Biology (ASBMB);Molecular & cellular proteomics : MCP;1535-9476, 1535-9484;1327.68;TRUE
Wellcome Trust;2016;PMC4974353;27231315;10.1074/mcp.m116.057885;American Society for Biochemistry & Molecular Biology (ASBMB);Molecular & cellular proteomics : MCP;1535-9476, 1535-9484;1682.34;TRUE
Wellcome Trust;2016;PMC4739672;26685126;10.1074/mcp.m115.051649;American Society for Biochemistry & Molecular Biology (ASBMB);Molecular & cellular proteomics : MCP;1535-9476, 1535-9484;1987.13;TRUE
Wellcome Trust;2016;PMC5013309;27384951;10.1074/mcp.m116.058552;American Society for Biochemistry & Molecular Biology (ASBMB);Molecular & cellular proteomics : MCP;1535-9476, 1535-9484;2184.14;TRUE
Wellcome Trust;2016;PMC4638040;26330542;10.1074/mcp.m115.051169;American Society for Biochemistry & Molecular Biology (ASBMB);Molecular & cellular proteomics : MCP;1535-9476, 1535-9484;1551.62;TRUE
Wellcome Trust;2016;PMC4933154;27129275;10.1074/jbc.m116.714790;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1289.38;TRUE
Wellcome Trust;2016;PMC5034038;27489103;10.1074/jbc.m116.737270;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1337.52;TRUE
Wellcome Trust;2016;PMC4646403;26378228;10.1074/jbc.m115.679019;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1337.64;TRUE
Wellcome Trust;2016;PMC4646915;26363064;10.1074/jbc.m115.688234;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1346.45;TRUE
Wellcome Trust;2016;PMC4813486;26655720;10.1074/jbc.m115.691063;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1387.80;TRUE
Wellcome Trust;2016;PMC4813548;26668320;10.1074/jbc.m115.694372;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1429.99;TRUE
Wellcome Trust;2016;PMC4933465;27044744;10.1074/jbc.m116.720953;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1444.63;TRUE
Wellcome Trust;2016;PMC4919433;27129261;10.1074/jbc.m115.700609;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1444.95;TRUE
Wellcome Trust;2016;PMC4813465;26679998;10.1074/jbc.m115.700385;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1456.37;TRUE
Wellcome Trust;2016;PMC4705968;26438825;10.1074/jbc.m115.684076;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1538.16;TRUE
Wellcome Trust;2016;PMC4919432;27129217;10.1074/jbc.m115.708263;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1545.39;TRUE
Wellcome Trust;2016;PMC4683255;26491011;10.1074/jbc.m115.689596;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1549.40;TRUE
Wellcome Trust;2016;PMC4742742;26627825;10.1074/jbc.m115.678359;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1557.36;TRUE
Wellcome Trust;2016;PMC5025681;27435674;10.1074/jbc.m115.710673;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1567.07;TRUE
Wellcome Trust;2016;PMC5016126;27302065;10.1074/jbc.m116.730168;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1569.56;TRUE
Wellcome Trust;2016;PMC4807253;26742848;10.1074/jbc.m115.691048;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1572.51;TRUE
Wellcome Trust;2016;PMC5016179;27325704;10.1074/jbc.m116.733576;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1577.74;TRUE
Wellcome Trust;2016;PMC4938178;27226558;10.1074/jbc.m116.714766;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1581.73;TRUE
Wellcome Trust;2016;PMC4933286;27036941;10.1074/jbc.m115.700856;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1597.36;TRUE
Wellcome Trust;2016;PMC4813561;26811337;10.1074/jbc.m115.691113;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1627.25;TRUE
Wellcome Trust;2016;PMC5000080;27281824;10.1074/jbc.m115.690651;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1629.13;TRUE
Wellcome Trust;2016;PMC4919465;27189951;10.1074/jbc.m116.733246;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1649.60;TRUE
Wellcome Trust;2016;PMC4571866;26152717;10.1074/jbc.m115.671248;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1762.66;TRUE
Wellcome Trust;2016;PMC4722457;26620565;10.1074/jbc.m115.685578;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1789.86;TRUE
Wellcome Trust;2016;PMC4661386;26468290;10.1074/jbc.m115.669838;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1815.85;TRUE
Wellcome Trust;2016;PMC4598998;26296884;10.1074/jbc.m115.667246;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1827.15;TRUE
Wellcome Trust;2016;PMC4705923;26483544;10.1074/jbc.m115.683268;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1845.79;TRUE
Wellcome Trust;2016;PMC4742757;26631724;10.1074/jbc.m115.683292;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1874.56;TRUE
Wellcome Trust;2016;PMC4861490;26953346;10.1074/jbc.m115.708057;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1941.41;TRUE
Wellcome Trust;2016;PMC4807256;26851275;10.1074/jbc.r115.692715;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1985.07;TRUE
Wellcome Trust;2016;PMC4861494;26917727;10.1074/jbc.m116.722066;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1989.71;TRUE
Wellcome Trust;2016;PMC4861463;26917722;10.1074/jbc.m115.707414;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;1997.30;TRUE
Wellcome Trust;2016;PMC4919469;27129201;10.1074/jbc.m116.724294;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;2062.51;TRUE
Wellcome Trust;2016;PMC4965579;27226629;10.1074/jbc.m116.734020;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;2076.19;TRUE
Wellcome Trust;2016;PMC4223318;25237187;10.1074/jbc.m114.579771;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;2173.34;TRUE
Wellcome Trust;2016;PMC4850293;26861876;10.1074/jbc.m115.692368;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;2269.03;TRUE
Wellcome Trust;2016;PMC5076510;27484800;10.1074/jbc.m116.736942;American Society for Biochemistry & Molecular Biology (ASBMB);The Journal of biological chemistry;0021-9258, 1083-351X;2274.50;TRUE
Wellcome Trust;2016;PMC5033939;27699224;10.1172/jci.insight.87908;American Society for Clinical Investigation;JCI insight;2379-3708;2701.85;TRUE
Wellcome Trust;2016;PMC4889020;27275013;10.1172/jci.insight.86375;American Society for Clinical Investigation;JCI insight;2379-3708;2872.23;TRUE
Wellcome Trust;2016;PMC5033815;27699259;10.1172/jci.insight.85768;American Society for Clinical Investigation;JCI insight;2379-3708;2862.88;TRUE
Wellcome Trust;2016;PMC4887172;27140401;10.1172/jci85715;American Society for Clinical Investigation;The Journal of clinical investigation;0021-9738, 1558-8238;3584.32;TRUE
Wellcome Trust;2016;PMC4966301;27400125;10.1172/jci85794;American Society for Clinical Investigation;The Journal of clinical investigation;0021-9738, 1558-8238;3906.70;TRUE
Wellcome Trust;2016;PMC4665792;26571395;10.1172/jci79070;American Society for Clinical Investigation;The Journal of clinical investigation;0021-9738, 1558-8238;4113.90;TRUE
Wellcome Trust;2016;PMC4704153;26525783;10.1128/aac.02207-15;American Society for Microbiology;Antimicrobial agents and chemotherapy;0066-4804, 1098-6596;1915.64;TRUE
Wellcome Trust;2016;PMC4958194;27246777;10.1128/aac.00840-16;American Society for Microbiology;Antimicrobial agents and chemotherapy;0066-4804, 1098-6596;2329.74;TRUE
Wellcome Trust;2016;PMC4879409;27067320;10.1128/aac.00464-16;American Society for Microbiology;Antimicrobial agents and chemotherapy;0066-4804, 1098-6596;2360.44;TRUE
Wellcome Trust;2016;PMC4879365;27021327;10.1128/aac.00253-16;American Society for Microbiology;Antimicrobial agents and chemotherapy;0066-4804, 1098-6596;2886.86;TRUE
Wellcome Trust;2016;PMC4997829;27324769;10.1128/aac.00393-16;American Society for Microbiology;Antimicrobial agents and chemotherapy;0066-4804, 1098-6596;3116.66;TRUE
Wellcome Trust;2016;PMC4808222;26787694;10.1128/aac.02441-15;American Society for Microbiology;Antimicrobial agents and chemotherapy;0066-4804, 1098-6596;3183.23;TRUE
Wellcome Trust;2016;PMC4808186;26833150;10.1128/aac.02109-15;American Society for Microbiology;Antimicrobial agents and chemotherapy;0066-4804, 1098-6596;3229.05;TRUE
Wellcome Trust;2016;PMC4959481;26873321;10.1128/aem.03693-15;American Society for Microbiology;Applied and environmental microbiology;0099-2240, 1098-5336;2870.25;TRUE
Wellcome Trust;2016;PMC4744922;26581890;10.1128/cvi.00564-15;American Society for Microbiology;Clinical and vaccine immunology : CVI;1556-6811, 1556-679X;1982.70;TRUE
Wellcome Trust;2016;PMC4933780;27170644;10.1128/cvi.00128-16;American Society for Microbiology;Clinical and vaccine immunology : CVI;1556-6811, 1556-679X;2525.40;TRUE
Wellcome Trust;2016;PMC358319;8055469;10.1128/cmr.7.2.213;American Society for Microbiology;Clinical microbiology reviews;0893-8512, 1098-6618;3013.40;TRUE
Wellcome Trust;2016;PMC4807482;26787719;10.1128/iai.01423-15;American Society for Microbiology;Infection and immunity;0019-9567, 1098-5522;2368.22;TRUE
Wellcome Trust;2016;PMC4936369;27185791;10.1128/iai.00062-16;American Society for Microbiology;Infection and immunity;0019-9567, 1098-5522;2838.70;TRUE
Wellcome Trust;2016;PMC4944223;27185829;10.1128/jb.00116-16;American Society for Microbiology;Journal of bacteriology;0021-9193, 1098-5530;2115.36;TRUE
Wellcome Trust;2016;PMC4686210;26195599;10.1128/jb.00480-15;American Society for Microbiology;Journal of bacteriology;0021-9193, 1098-5530;2175.90;TRUE
Wellcome Trust;2016;PMC4686194;26013485;10.1128/jb.00321-15;American Society for Microbiology;Journal of bacteriology;0021-9193, 1098-5530;2501.01;TRUE
Wellcome Trust;2016;PMC4844738;26962081;10.1128/jcm.03142-15;American Society for Microbiology;Journal of clinical microbiology;0095-1137, 1098-660X;1792.16;TRUE
Wellcome Trust;2016;PMC4609728;26354815;10.1128/jcm.01066-15;American Society for Microbiology;Journal of clinical microbiology;0095-1137, 1098-660X;2265.01;TRUE
Wellcome Trust;2016;PMC5121376;27629899;10.1128/JCM.00881-16;American Society for Microbiology;Journal of clinical microbiology;0095-1137, 1098-660X;2486.74;TRUE
Wellcome Trust;2016;PMC4702711;26511739;10.1128/jcm.02227-15;American Society for Microbiology;Journal of clinical microbiology;0095-1137, 1098-660X;2803.25;TRUE
