institution;apc;doi;period;is_hybrid;currency
Consejo Superior de Investigaciones Cientificas (CSIC);950;10.3389/frma.2020.593494;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.00247;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmicb.2020.00673;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmicb.2020.00126;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2490;10.3389/fbioe.2020.00129;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.587958;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2490;10.3389/fevo.2020.579667;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmicb.2020.601233;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fmars.2020.561125;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fimmu.2020.579552;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);332,5;10.3389/fsufs.2020.00002;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fpls.2020.00426;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.00403;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fgene.2020.00792;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.585510;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fimmu.2020.01336;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fimmu.2020.02083;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fvets.2020.00498;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);950;10.3389/fsufs.2020.00008;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fmicb.2020.582830;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmicb.2020.571983;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fimmu.2020.603507;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.627468;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fnins.2020.00380;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2490;10.3389/fevo.2020.00258;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.592515;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.560768;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/feart.2020.586248;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fnagi.2020.622360;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fphar.2020.00356;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);875;10.3389/fcell.2020.555359;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmicb.2020.01805;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1353,75;10.3389/fnsyn.2020.00020;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2490;10.3389/fmolb.2020.00025;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fcell.2020.00533;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmars.2020.593757;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fpls.2020.00117;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.601706;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fimmu.2020.581361;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fgene.2020.00287;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);450;10.3389/fcell.2020.00505;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fncel.2020.00034;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fimmu.2020.00738;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.581234;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1475;10.3389/fpls.2020.00314_Investigaciones Científicas (CSIC);01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.575829;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.01151;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fphys.2020.586852;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fbioe.2020.00853;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmicb.2020.01590;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);977,5;10.3389/feart.2020.00009;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.00195;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fphar.2020.00625;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fcell.2020.592159;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fimmu.2020.606102;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fchem.2020.00661;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fcell.2020.594092;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fbioe.2020.00915;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmicb.2020.591945;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fcell.2020.604448;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpsyg.2020.629951;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fimmu.2020.00526;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2490;10.3389/fmars.2020.00201;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fgene.2020.583932;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fendo.2020.602285;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fpls.2020.587754;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1150;10.3389/ffgc.2020.573346;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmicb.2020.588300;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmars.2020.605804;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2950;10.3389/fmicb.2020.00007;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2490;10.3389/fonc.2020.00018;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2490;10.3389/fmed.2020.00395;01/01/2020;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1850;10.3389/fpls.2020.632678;01/01/2020;FALSE;USD
