institution,period,euro,DOI,is_hybrid,authors,Article title,Journal full title,url,publisher,issn,license
Universitat de Barcelona,2013,1458,10.3390/s130607156,FALSE,"Oria, R.; Otero, J.; González, L.; Botaya, L.; Carmona, M.; Puig-Vidal, M.",Finite Element Analysis of Electrically Excited Quartz Tuning Fork Devices,Sensors,,,,
Universitat de Barcelona,2013,"1111,67",10.1155/2013/957054,FALSE,"Alva, N.; Palomeque, J.; Carbonell, T.",Oxidative Stress and Antioxidant Activity in Hypothermia and Rewarming. Can RONS Modulate the Beneficial Effects of Therapeutic Hypothermia?,Oxidative Medicine and Cellular Longevity,,,,
Universitat de Barcelona,2013,"621,43",10.5194/bg-10-3493-2013,FALSE,"Rumín-Caparrós, A.; Sanchez-Vidal, A.; Calafat, A.; Canals, M.; Martín, J.; Puig, P.; Pedrosa-Pàmies, R.","External forcings, oceanographic processes and particle flux dynamics in Cap de Creus submarine canyon, NW Mediterranean Sea",Biogeosciences Discussions,,,,
Universitat de Barcelona,2013,1575,10.1186/1472-6882-13-318,FALSE,"Ester Munoz-Selles, Antoni Valles-Segales and Josefina Goberna-Tricas  ","Use of alternative and complementary therapies in labour and delivery care, a cross-sectional study",BMC Complementary and Alternative Medicine,,,,
Universitat de Barcelona,2013,"884,58",10.1371/journal.pone.0063276,FALSE,"Barros, S.; Mencia, N.; Rodríguez, L.; Oleaga, C.; Santos, C.; Noé, V.; Ciudad, C.J..",The redox state of cytochrome c modulates resistance to methotrexate in human MCF7 breast cancer cells.,PLoS ONE,,,,
Universitat de Barcelona,2013,"341,35",10.1371/journal.pone.0074344,FALSE,"Pera, M.; Camps, P.; Muñoz-Torrero, D.; Perez, B.; Badia, A.; Clos Guillen, M.V",Undifferentiated and differentiated PC12 cells protected by huprines against injury induced by hydrogen peroxide,PLoS ONE,,,,
Universitat de Barcelona,2013,972,10.1111/1751-7915.12056,FALSE,"Coll, N.S. ; Valls, M.",Current knowledge on the Ralstonia solanacearum type III secretion system,Microbial Biotechnology,,,,
Universitat de Barcelona,2013,246,10.1371/journal.pone.0084804,FALSE,"Alejandro Romero, Fernando V Ramírez-Rozzi, Joaquín De Juan, Alejandro Pérez-Pérez ",Diet-Related Buccal Dental Microwear Patterns in Central African Pygmy Foragers and Bantu-Speaking F,PLoS ONE,,,,
Universitat de Barcelona,2013,960,10.3389/fmicb.2013.00349 ,FALSE,"Marc Valls, A. Paola Zuluaga, Marina Puigvert ",Novel plant inputs influencing Ralstonia solanacearum during infection,Frontiers in Microbiology,,,,
Universitat de Barcelona,2013,600,10.1016/j.fob.2013.01.005,FALSE,"Tomas, M.; Domenech, J.; Capdevila, M.; Bofill, R.; Atrian, S.",The sea urchin metallothionein system: Comparative evaluation of the SpMTA and SpMTB metal-binding preferences.,FEBS Open BIO,,,,
Universitat de Barcelona,2013,705,10.1371/journal.pone.0082398,FALSE,"Borrell, A.; Velásquez Vacca A.; Pinela A. M.; Kinze C.; Lockyer, C. H.; Vighi, M.: Aguilar, A.",Stable isotopes provide insight into population structure and segregation in eastern North Atlantic sperm whales,PLoS ONE,,,,
Universitat de Barcelona,2013,1555,10.1186/1471-2148-13-268,FALSE,"Eva Mª Lázaro, Marta Riutort  ","Dugesia sicula (Platyhelminthes, Tricladida): The colonizing success of an asexual Planarian",BMC Evolutionary Biology,,,,
Universitat de Barcelona,2013,1036,10.1371/journal.pone.0064048,FALSE,"Riera, M; Burguera, D; Garcia-Fernandez J; González-Duarte R  ",CERKL knockdown causes retinal degeneration in zebrafish,PLoS ONE,,,,
Universitat de Barcelona,2013,1675,10.1186/2050-490X-1-3,FALSE,"Borrisser-Pairó F, Antunez E, Tobias E, Fernandez-Sola J.",Insulin-like growth factor 1 myocardial expression decreases in chronic alcohol consumption,Regenerative Medicine Research 2013:1:3-8,,,,
Universitat de Barcelona,2013,"488,13",10.1038/srep01346,FALSE,"Sarrión, P.; Sangorrin, A.; Urreizti, R.; Delgado, A.; Artuch, R.; Martorell, L.; Armstrong, J.; Anton, J.; Torner, F.; Vilaseca, M.A.; Nevado, J.; Lapunzina, P.; Asteggiano, C.G.; Balcells, S.; Grinberg, D.",Mutations in the EXT1 and EXT2 genes in Spanish patients with multiple osteochondromas,Scientific Reports,,,,
Universitat de Barcelona,2013,1600,10.1186/1472-6939-14-22,FALSE,"Falco, A.; Lluch, M.T.; Guàrdia, J.",Development process and initial validation of the ethical conflict in nursing questionnaire-critical care version,BMC Medical Ethics,,,,
Universitat de Barcelona,2013,"737,15",10.1371/journal.pone.0059027,FALSE,"Domenech, A.; Ardanuy, C.; Pallares, R.; Grau, I.; Santos, S.; De la Campa, A.G.; Liñares, J.",Some pneumococcal serotypes are more frequently associated with relapses of acute exacerbations in COPD patients,PLoS ONE,,,,
Universitat de Barcelona,2013,1370,10.1136/bmjopen-2013-003963 ,FALSE,"Lizano-Diez, I.; Modamio, P.; López-Calahorra, P.; Lastra, C.F.; Gilabert-Perramon, A.; Segú, J.L.; Mariño, E.L.","Profile, cost and pattern of prescriptions for polymedicated patients in Catalonia (Spain).",BMJ Open,,,,
Universitat de Barcelona,2013,55,,FALSE,"Figueras Ferrer, E.",Creative and Multidisciplinary Etching in the Digital Age,International Journal of Humanities and Social Science Invention (IJHSSI),http://www.ijhssi.org/papers/v2(8)/Version-1/E0281032034.pdf,Invention Journals,2319-7714,
Universitat de Barcelona,2013,1040,10.1371/journal.pone.0053593,FALSE,"Guirao-Rico, S.; Aguadé, M.",Patterns of nucleotide diversity at the regions encompassing the Drosophila insulin-like peptide ( dilp ) genes: demography vs positive selection in Drosophila melanogaster .,PLoS ONE,,,,
Universitat de Barcelona,2013,"884,58",10.1371/journal.pone.0057342,FALSE,"Romero, M.M.; Holmgren, F.; Grasa, M.M.; Esteve,. M.; Remesar, X.; Fernández-López, J.A.; Alemany, M.",Modulation in Wistar rats of blood corticosterone compartmentation by sex and prior exposure to a cafeteria diet,PLoS ONE,,,,
Universitat de Barcelona,2013,"533,33", 10.1371/journal.pone.0064716,FALSE,"Navarro, Alfons; Muñoz, Carmen; Gaya,  Anna ; Díaz-Beyá,  Marina; Gel,  Bernat ; Tejero, Rut; Díaz, Tania; Martinez, Antonio; Monzó, Mariano",MiR-SNPs as Markers of Toxicity and Clinical Outcome in Hodgkin Lymphoma Patients,PLoS ONE,,,,
Universitat de Barcelona,2013,"84,21",10.1186/1471-2458-13-118,FALSE,"Mayoral, J.M.; Alonso, J.M.; Garín, O.; Herrado, Z.; Astray, J.; Baricot, M.; Cantón, R.; Castilla, J.; Castro, A.; Delgado-Rodríguez, M.; Ferri, A.; Godoy, P.; González-Candelas, F.; Martín, V.; Pumarola, T.; Quintana, J.M.; Soldevila, N.; Tamames, S.; Domínguez, A.; the CIBERESP Cases and Controls in Pandemic Influenza Working Group, Spain",Social factors related to the clinical severity of influenza cases in Spain during the A(H1N1)2009 virus pandemic,BMC Public Health,,,,
Universitat de Barcelona,2013,"1146,68",10.1155/2013/194546,FALSE,"Rodriguez, M.J.; Martinez Moreno, M.; Ortega, F.J.; Mahy, N.",Targeting microglial KATP channels to treat neurodegenerative diseases: a mitochondrial issue,Oxidative Medicine and Cellular Longevity,,,,
Universitat de Barcelona,2013,525,10.1002/mgg3.24,FALSE,"Carreño, O.; Corominas, R.; Serra, S.A.; Sintas, C.; Fernández-Castillo, N.; Vila-Pueyo, M.; Toma, C.; Gené, G.G.; Pons, R.; Llaneza, M.; Sobrido, M.J.; Grinberg, D.; Valverde, M.A.; Fernández-Fernández, J.M.; Macaya, A.; Cormand, B.","Screening of CACNA1A and ATP1A2 genes in hemiplegic migraine: clinical, genetic and functional studies",Molecular Genetics & Genomic Medicine,,,,
Universitat de Barcelona,2013,560,10.1186/1745-6215-14-144,FALSE,"Feixas, G.; Bados, A.; García-Grau, E.; Montesano, A.; Dada, G., Compañ, V.; Aguilera, M.; Salla, M.; Soldevilla, J.; Trujillo, A.; Paz, C.; Botella, L.; Corbella, S.; Saúl-Gutiérrez, L.; Cañete, J.; Gasol, M.; Ibarra, M.; Medeiros-Ferreira, L.; Soriano, J.; Ribeiro, E.; Caspar, F.; Winter, D.",Efficacy of a dilemma-focused intervention for unipolar depression: study protocol for a multicenter randomized controlled trial,Trials,,,,
Universitat de Barcelona,2013,739,10.4137/EBO.S10539,FALSE,"Alvarez-Ponce, D.; Aguadé, M.; Rozas, J.",Comment on 'The Molecular Evolutionary Patterns of the Insulin/FOXO Signaling Pathway',Evolutionary bioinformatics,,,,
Universitat de Barcelona,2013,185,,FALSE,"Gil Lafuente, A.M.; Oh, Young Kyun",Grouping the Tour Packages Services of Hotel Chains Applying the Galois Lattices,Asian Journal of Empirical Research,http://www.aessweb.com/journals/May2013/5004/1994,Asian Economic and Social Society,2224-4425,
Universitat de Barcelona,2013,"739,26",10.1155/2013/832581,FALSE,"Hussain, S.; Amade, R.; Jover, E.; Bertran, E.",Water plasma functionalized CNTs/MnO2 composites for supercapacitors,The Scientific World Journal,,,,
Universitat de Barcelona,2013,1000,10.1371/journal.pone.0081143,FALSE,"Suárez-Pellicioni, M.; Núñez-Peña, M.I.; Colomé, A.",Abnormal error monitoring in math anxious individuals: Evidence from error-related brain potentials,PLoS ONE,,,,
Universitat de Barcelona,2013,1675,10.1186/1471-2229-13-109,FALSE,"Planas-Portell, J.; Gallart, M.; Tiburcio, AF.; Altabella,T",Copper-containing amine oxidases contribute to terminal polyamine oxidation in peroxisomes and apoplast of Arabidopsis thaliana ,BMC Plant Biology,,,,
Universitat de Barcelona,2013,1030,10.1093/gbe/evt158,FALSE,"Librado, P.; Rozas, J.",Uncovering the functional constraints underlying the genomic organisation of the Odorant-Binding Protein genes,Genome Biology and Evolution,,,,
Universitat de Barcelona,2013,994,10.1093/nar/gkt1195,FALSE,"Garcia, S.; Leitch, I.; Anadon-Rosell, A.; Canela, M.Á.; Gálvez, F.; Garnatje, T.; Gras, A.; Hidalgo, O.; Johnston, E.; Mas de Xaxars, G.; Pellicer, J.; Siljak-Yakovlev, S.; Vallès, J.; Vitales, D.; Bennett, M.D.",Recent updates and developments to plant genome size databases,Nucleic Acids Research,,,,
Universitat de Barcelona,2013,1224,10.1186/1471-2288-13-95,FALSE,"Villegas, R.; Julià, O.; Ocaña, J.",Empirical study of correlated survival times for recurrent events with proportional hazards margins and the effect of correlation and censoring.,BMC Medical Research Methodology,,,,
Universitat de Barcelona,2013,960,10.3389/fphar.2013.00071,FALSE,"Massot-Cladera, M.; Franch, A.; Castellote, C.; Castell, M.; Pérez-Cano, F.J.",The effects of cocoa on the immune system,Frontiers in Pharmacology,,,,
Universitat de Barcelona,2013,"596,25",10.1186/1471-2334-13-391,FALSE,"Urbiztondo, L.; Borràs, E.; Costa, J.; Broner, S.; Campins, M.; Bayas, J.M.; Esteve, M.; Domínguez, A.",Prevalence of measles antibodies among health care workers in Catalonia (Spain) in the elimination era,BMC Infectious Diseases,,,,
Universitat de Barcelona,2013,"153,84",10.1371/journal.pone.0081200,FALSE,"Domínguez, A.; Godoy, P.; Castilla, J.; Soldevila, N.; Toledo, D.; Astray, J.; Mayoral, J.M.; Tamames, S.; García-Gutierrez, S.; González-Candelas, F.; Martín, V.; Díaz, J.; Torner, N.","Knowledge of and attitudes to influenza vaccination in primary health care workers in Spain, 2011-2012",PLoS ONE,,,,
Universitat de Barcelona,2013,1367,10.1364/OE.21.030282,FALSE,"Marsà, F.; Farré, A.; Martín-Badosa, E.; Montes- Usategui, M.",Holographic optical tweezers combined with back-focal-plane displacement detection,Optics Express,,,,
Universitat de Barcelona,2013,"621,18",10.5194/bg-10-3405-2013,FALSE,"López-Fernández, P.; Bianchelli, S.; Pusceddu, A.; Calafat, A.; Sanchez-Vidal, A.; Danovaro, R.; Canals, M.",Bioavailability of sinking organic matter in the Blanes canyon and the adjacent open slope (NW Mediterranean Sea),Biogeosciences Discussions,,,,
Universitat de Barcelona,2013,612,10.5194/nhess-13-2969-2013,FALSE,"Trapero, L.; Bech, J.; Duffourg, F.; Esteban, P.; Lorente, J.",Mesoscale numerical analysis of the historical November 1982 heavy precipitation event over Andorra (Eastern Pyrenees),Natural Hazards and Earth System Sciences,,,,
Universitat de Barcelona,2013,640,10.3389/fncir.2013.00199,FALSE,"Tibau, E.; Valencia, M.; Soriano, J.",Identification of neuronal network properties from the spectral analysis of calcium imaging signals in neuronal cultures,Frontiers in Neural Circuits,,,,
Universitat de Barcelona,2013,"857,16",10.1371/journal.pone.0080018,FALSE,"Ramirez-Bajo, M. J.; de Atauri, P.; Ortega, F.; Westerhoff, H. V.; Gelpí, J. L.; Centelles, J. J.; Cascante, M.",Effects of cadmium and mercury on the upper part of skeletal muscle glycolysis in mice,PLoS ONE,,,,
