institution,period,euro,DOI,is_hybrid,authors,Article title,Journal full title
Universitat de Barcelona,2016,2000,http://dx.doi.org/10.2196/jmir.5145 ,FALSE,"Piñero-López, Mª. Ángeles; Modamio, Pilar; Lastra, Cecilia F.; Mariño, Eduardo L.",Readability analysis of the package leaflets for biological medicines available on the Internet between 2007 and 2013: an analytical longitudinal study,Journal of Medical Internet Research
Universitat de Barcelona,2016,"1337,05",http://dx.doi.org/10.1111/pbi.12539 ,FALSE,"Martínez-Márquez, Ascensión; Morante-Carriel, Jaime A.; Ramírez-Estrada, Karla; Cusidó, Rosa M.; Palazon, Javier; Bru-Martínez, Roque",Production of highly bioactive resveratrol analogues pterostilbene and piceatannol in metabolically engineered grapevine cell cultures,Plant Biotechnology Journal
Universitat de Barcelona,2016,"1372,48",http://dx.doi.org/10.1371/journal.pone.0150364 ,FALSE,"Esquerdo, Mariona; Grau-Bové, Xavier; Garanto, Alejandro; Toulis, Vasileios; Garcia-Monclús, Sílvia; Millo, Erica; López-Iniesta, Ma. José; Abad-Morales, Víctor; Ruiz-Trillo, Iñaki; Marfany, Gemma","Expression Atlas of the Deubiquitinating Enzymes in the Adult Mouse Retina, Their Evolutionary Diversification and Phenotypic Roles",PLOS ONE
Universitat de Barcelona,2016,"388,33",http://dx.doi.org/10.1038/srep23447 ,FALSE,"Ramos, Raül; Ramírez, Iván; Paiva, Vitor H.; Militão, Teresa; Biscoito, Manuel; Menezes, Dília; Phillips, Richard A.; Zino, Francis; González-Solís, Jacob",Global spatial ecology of three closely-related gadfly petrels,Scientific Reports
Universitat de Barcelona,2016,"495,74",http://dx.doi.org/10.1371/journal.pone.0151093 ,FALSE,"Gonzalez Sistal, Angel; Baltasar Sánchez, Alicia; Menéndez, Primitiva; Arias, Jose Ignacio; Ruibal, Álvaro","Breastfeeding and Immunohistochemical Expression of ki-67, p53 and BCL2 in Infiltrating Lobular Breast Carcinoma",PLOS ONE
Universitat de Barcelona,2016,"810,81",http://dx.doi.org/10.3389/fpls.2016.00173 ,FALSE,"Sequera-Mutiozabal, Miren I.; Erban, Alexander; Kopka, Joachim; Atanasov, Kostadin E.; Bastida, Jaume; Fotopoulos, Vasileios; Alcázar, Rubén; Tiburcio, Antonio F.",Global Metabolic Profiling of Arabidopsis Polyamine Oxidase 4 (AtPAO4) Loss-of-Function Mutants Exhibiting Delayed Dark-Induced Senescence,Frontiers in Plant Science
Universitat de Barcelona,2016,1210,http://dx.doi.org/10.1186/s12943-015-0489-8 ,FALSE,"Cortes, Constanza L.; Veiga, Sonia R.; Almacellas, Eugènia; Hernández-Losa, Javier; Ferreres, Joan C.; Kozma, Sara C.; Ambrosio, Santiago; Thomas, George; Tauler, Albert",Effect of low doses of actinomycin D on neuroblastoma cell lines,Molecular Cancer
Universitat de Barcelona,2016,"1988,57",http://dx.doi.org/10.1093/nar/gkw132 ,FALSE,"Ercilla, Amaia; Llopis, Alba; Feu, Sonia; Aranda, Sergi; Ernfors, Patrik; Freire, Raimundo; Agell, Neus",New origin firing is inhibited by APC/CCdh1 activation in S-phase after severe replication stress.,Nucleic Acids Research
Universitat de Barcelona,2016,"773,39",http://dx.doi.org/10.3389/fnmol.2016.00029 ,FALSE,"Espargaró, Alba; Busquets, Maria Antònia; Estelrich, Joan; Sabate, Raimon",Key points concerning amyloid infectivity and prion-like neuronal invasion,Frontiers in Molecular Neuroscience
Universitat de Barcelona,2016,1165,http://dx.doi.org/10.1038/srep23349 ,FALSE,"Espargaró, Alba; Medina, Aina; Di Pietro, Ornella; Muñoz-Torrero, Diego; Sabate, Raimon",Ultra rapid in vivo screening for anti-Alzheimer anti-amyloid drugs,Scientific Reports
Universitat de Barcelona,2016,"1185,16",http://dx.doi.org/10.1371/journal.pone.0152400 ,FALSE,"Berlanga, Mercedes; Llorens, Carlos; Comas, Jaume; Guerrero, Ricardo",Gut Bacterial Community of the Xylophagous Cockroaches Cryptocercus punctulatus and Parasphaeria boleiriana,PLOS ONE
Universitat de Barcelona,2016,1426,http://dx.doi.org/10.1002/mbo3.313 ,FALSE,"Gómez-Doñate, Marta; Casanovas-Massana, Arnau; Muniesa, Maite; Blanch, Anicet R.",Development of new host-specific Bacteroides qPCRs for the identification of fecal contamination sources in water,Microbiology Open
Universitat de Barcelona,2016,"1481,04",http://dx.doi.org/10.1002/ece3.2117 ,FALSE,"Rodríguez-Lozano, Pablo; Verkaik, Iraima; Maceda-Veiga, Alberto; Monroy, Mario; Sostoa, Adolf de; Rieradevall, Maria; Prat, Narcís",A trait-based approach reveals the feeding selectivity of a small endangered Mediterranean fish,Ecology and Evolution
Universitat de Barcelona,2016,"1643,5",http://dx.doi.org/10.18632/aging.100906 ,FALSE,"Griñán-Ferré, Christian; Sarroca, Sara; Ivanova, Aleksandra; Puigoriol-Illamola, Dolors; Aguado, Fernando; Camins, Antoni; Sanfeliu, Coral; Pallàs, Mercè",Epigenetic mechanisms underlying cognitive impairment and Alzheimer disease hallmarks in 5XFAD mice,Aging
Universitat de Barcelona,2016,"1479,37",http://dx.doi.org/10.1371/journal.pcbi.1004899 ,FALSE,"Foguet, Carles; Marin, Silvia; Selivanov, Vitaly A.; Fanchon, Eric; Paul Lee, Wai-Nang; Guinovart, Joan J.; Atauri, Pedro de; Cascante, Marta",HepatoDyn: a Dynamic Model of Hepatocyte Metabolism that Integrates 13C Isotopomer Data,PLOS Computational Biology
Universitat de Barcelona,2016,"530,44",http://dx.doi.org/10.1371/journal.pone.0154823 ,FALSE,"Pérez-Bosque, Anna; Miró, Lluïsa; Maijó, Mònica; Polo, Javier; Campbell, Joy M.; Russell, Louis; Crenshaw, Joe D.; Weaver, Eric; Moretó, Miquel",Oral serum-derived bovine immunoglobulin/protein isolate has immunomodulatory effects on the colon of mice that spontaneously develop colitis,PLOS ONE
Universitat de Barcelona,2016,"755,82",http://dx.doi.org/10.1371/journal.pone.0153846 ,FALSE,"Mas, Miquel; Gassó, Patricia; Morer, Astrid; Calvo, Anna; Bargalló, Nuria; Lafuente, Amalia; Lázaro, Luisa","Integrating Genetic, Neuropsychological and Neuroimaging Data to Model Early-Onset Obsessive Compulsive Disorder Severity",PLOS ONE
Universitat de Barcelona,2016,"1651,01",http://dx.doi.org/10.3389/fmicb.2016.00705 ,FALSE,"Fábrega, Maria José; Aguilera, Laura; Giménez, Rosa; Varela, Encarna; Cañas, María Alexandra; Antolin, Maria; Badia, Josefa; Baldomà, Laura",Activation of immune and defense responses in the intestinal mucosa by outer membrane vesicles of commensal and probiotic Escherichia coli strains,Frontiers in Microbiology
Universitat de Barcelona,2016,"776,67",http://dx.doi.org/10.1038/srep26149 ,FALSE,"Baena, Miguel; Sangüesa, Gemma; Dávalos, Alberto; Latasa, María-Jesús; Sala-Vila, Aleix; Sánchez, Rosa María; Roglans, Núria; Laguna, Juan Carlos; Alegret, Marta","Fructose, but not glucose, impairs insulin signaling in the three major insulin-sensitive tissues",Scientific Reports
Universitat de Barcelona,2016,1463,http://dx.doi.org/10.1093/gbe/evw108 ,FALSE,"Torres-Oliva, Montserrat; Almeida, Francisca C.; Sánchez-Gracia, Alejandro; Rozas, Julio",Comparative genomics uncovers unique gene turnover and evolutionary rates in a gene family involved in the detection of insect cuticular pheromones,Genome Biology and Evolution
Universitat de Barcelona,2016,"787,16",http://dx.doi.org/10.1371/journal.pone.0155729 ,FALSE,"Lastras, Galderic; Canals, Miquel; Ballesteros, Enric; Gili, Josep-Maria; Sanchez-Vidal, Anna","Cold-water corals and anthropogenic impacts in La Fonera Submarine Canyon head, Northwestern Mediterranean Sea",PLOS ONE
Universitat de Barcelona,2016,"1495,31",http://dx.doi.org/10.1186/s12915-016-0247-4 ,FALSE,"Navarro, Gemma; Cordomí, Arnau; Zelman-Femiak, Monika; Brugarolas, Marc; Moreno, Estefania; Aguinaga, David; Perez-Benito, Laura; Cortés, Antoni; Casadó, Vicent; Mallol, Josefa; Canela, Enric I.; Lluís, Carme; Pardo, Leonardo; García-Sáez, Ana J.; McCormick, Peter J.; Franco, Rafael",Quaternary structure of a G-protein-coupled receptor heterotetramer in complex with Gi and Gs,BMC Biology
Universitat de Barcelona,2016,"1220,7",http://dx.doi.org/10.3390/s16060757 ,FALSE,"Botaya, Luis; Coromina, Xavier; Samitier, Josep; Puig-Vidal, Manel; Otero, Jorge",Visualized Multiprobe Electrical Impedance Measurements with STM Tips Using Shear Force Feedback Control,Sensors
Universitat de Barcelona,2016,"943,84",http://dx.doi.org/10.1155/2016/8501693 ,FALSE,"Folch, Jaume; Petrov, Dmitry; Ettcheto, Miren; Abad, Sonia; Sánchez-López, Elena; García, M. Luisa; Olloquequi, Jordi; Beas-Zarate, Carlos; Auladell, Carme; Camins, Antoni",Current Research Therapeutic Strategies for Alzheimer’s Disease Treatment,Neural Plasticity
Universitat de Barcelona,2016,"190,03",http://dx.doi.org/10.3389/fpsyg.2016.00806 ,FALSE,"Castañer, M.; Barreira, D.; Camerino, O.; Anguera, M. T.; Canton, A.; Hileno, R.",Goal Scoring in Soccer: A Polar Coordinate Analysis of Motor Skills Used by Lionel Messi,Frontiers in Psychology
Universitat de Barcelona,2016,"1253,48",http://dx.doi.org/10.18632/oncotarget.10015 ,FALSE,"Cordeiro, Anna; Navarro, Alfons; Gaya, Anna; Díaz-Beyá, Marina; Gonzalez-Farré, Blanca; Castellano, Joan Josep; Fuster, Dolors; Martínez, Carmen; Martínez, Antonio; Monzó, Mariano",PiwiRNA-651 as marker of treatment response and survival in classical Hodgkin lymphoma,Oncotarget
Universitat de Barcelona,2016,2000,http://dx.doi.org/10.18632/oncotarget.9862 ,FALSE,"Ruiz-Martinez, Marc; Navarro, Alfons; Marrades, Ramón M.; Viñolas, Nuria; Santasusagna, Sandra; Muñoz, Carmen; Ramírez, Josep; Molins, Laureano; Monzo, Mariano","YKT6 expression, exosome release, and survival in non-small cell lung cancer",Oncotarget
Universitat de Barcelona,2016,"558,46",http://dx.doi.org/10.1038/npjpcrm.2016.24 ,FALSE,"Vargas, C.; Burgos, F.; Cano, I.; Blanco, I.; Caminal, P.; Escarrabill, J.; Gallego, C.; Llauger, M.A.; Miralles, F.; Solans, O.; Vallverdú, M.; Velickovski, F.; Roca, J.",Protocol for regional implementation of collaborative lung function testing,npj Primary Care Respiratory Medicine
Universitat de Barcelona,2016,"887,87",http://dx.doi.org/10.1371/journal.pone.0157941 ,FALSE,"Moles, Juan; Wägele, Heike; Ballesteros, M.; Pujals, A.; Uhl, Gabriele; Avila, Conxita",The end of the cold loneliness: 3D comparison between Doto antarctica and a new sympatric species of Doto (Heterobranchia: Nudibranchia),PLOS ONE
Universitat de Barcelona,2016,"531,43",http://dx.doi.org/10.3389/fphar.2016.00175 ,FALSE,"Arimany-Nardi, C.; Minuesa, G.; Keller, T.; Erkizia, I.; Koepsell, H.; Martínez-Picado, J.; Pastor-Anglada, M.",Role of human Organic Cation Transporter 1 (hOCT1) polymorphisms in lamivudine (3TC) uptake and drug-drug interactions.,Frontiers in Pharmacology
Universitat de Barcelona,2016,450,http://dx.doi.org/10.1186/s12889-016-3061-6 ,FALSE,"Ciruela, Pilar; Broner, Sonia; Izquierdo, Conchita; Hernández, Sergi; Muñoz-Almagro, Carmen; Pallarés, Roman; Jané, Mireia; Domínguez, Angela","Invasive pneumococcal disease rates linked to meteorological factors and respiratory virus circulation (Catalonia, 2006–2012)",BMC Public Health
Universitat de Barcelona,2016,"199,94",http://dx.doi.org/10.1371/journal.pone.0147931 ,FALSE,"Domínguez, Àngela; Soldevila, Núria; Toledo, Diana; Godoy, Pere; Castilla, Jesús; Force, Lluís; Morales, María; Mayoral, José María; Egurrola, Mikel; Tamames, Sonia; Martín, Vicente; Astray, Jenaro",Factors Associated with Influenza Vaccination of Hospitalized Elderly Patients in Spain,PLOS ONE
Universitat de Barcelona,2016,"189,11",http://dx.doi.org/10.1136/bmjopen-2015-010301 ,FALSE,"Dueñas-Espín, I.; Vela, E.; Pauws, S.; Bescos, C.; Cano, I.; Cleries, M.; Contel, J. C.; Manuel Keenoy, E. de; Garcia-Aymerich, J.; Gomez-Cabrero, D.; Kaye, R.; Lahr, M. M.; Lluch-Ariet, M.; Moharra, M.; Monterde, D.; Mora, J.; Nalin, M.; Pavlickova, A.; Piera, J.; Ponce, S.; Santaeugenia, S.; Schonenberg, H.; Störk, S.; Tegner, J.; Velickovski, F.; Westerteicher, C.; Roca, J.",Proposals for enhanced health risk assessment and stratification in an integrated care scenario,BMJ Open
Universitat de Barcelona,2016,"1933,33",http://dx.doi.org/10.1186/s13075-016-1034-x ,FALSE,"Ripoll, Èlia; Ramon, Laura de; Draibe Bordignon, Juliana; Merino, Ana; Bolaños, Nuria; Goma, Montse; Cruzado, Josep M.; Grinyó, Josep M.; Torras, Juan",JAK3-STAT pathway blocking benefits in experimental lupus nephritis,Arthritis Research & Therapy
Universitat de Barcelona,2016,"842,16",http://dx.doi.org/10.18632/oncotarget.10327 ,FALSE,"Lugo, Roberto; Gabasa, Marta; Andriani, Francesca; Puig, Marta; Facchinetti, Federica; Ramírez, Josep; Gómez-Caro, Abel; Pastorino, Ugo; Fuster, Gemma; Almendros, Isaac; Gascón, Pere; Davalos, Albert; Reguart, Noemí; Roz, Luca; Alcaraz, Jordi",Heterotypic paracrine signaling drives fibroblast senescence and tumor progression of large cell carcinoma of the lung,Oncotarget
Universitat de Barcelona,2016,"448,49",http://dx.doi.org/10.1155/2016/5030593 ,FALSE,"Joosten, Joost J.; Soler-Toscano, Fernando; Zenil, Hector",Fractal Dimension versus Process Complexity,Advances in Mathematical Physics
Universitat de Barcelona,2016,"873,75",http://dx.doi.org/10.1038/srep29676 ,FALSE,"Bakkali, Hicham; Dominguez, Manuel; Batlle, Xavier; Labarta, Amílcar [NOTA: ***]",Universality of the electrical transport in granular metals,Scientific Reports
Universitat de Barcelona,2016,"665,5",http://dx.doi.org/10.1371/journal.pone.0159813 ,FALSE,"Aspillaga, Eneko; Bartumeus, Frederic; Linares, Cristina; Starr, Richard M.; López-Sanz, Àngel; Díaz, David; Zabala, Mikel; Hereu, Bernat",Ordinary and Extraordinary Movement Behaviour of Small Resident Fish within a Mediterranean Marine Protected Area,PLOS ONE
Universitat de Barcelona,2016,840,http://dx.doi.org/10.3391/ai.2016.11.4.02 ,FALSE,"Ladrera, Rubén; Gomà, Joan; Prat, Narcís",Regional distribution and temporal changes in density and biomass of Didymosphenia geminata in two Mediterranean river basins,Aquatic Invasions
Universitat de Barcelona,2016,"1103,68",http://dx.doi.org/10.3390/ijms17081209 ,FALSE,"Martínez-González, Raquel; Estelrich, Joan; Busquets, Maria Antònia",Liposomes loaded with hydrophobic iron oxide nanoparticles: suitable T2 contrast agents for MRI,International Journal of Molecular Sciences
Universitat de Barcelona,2016,1560,http://dx.doi.org/10.1088/1367-2630/18/7/075005 ,FALSE,"Gallemí, A.; Guilleumas, M.; Martorell, J.; Mayol, R.; Polls, A.; Juliá-Díaz, B.",Robustness of discrete semifluxons in closed Bose-Hubbard chains,New Journal of Physics
Universitat de Barcelona,2016,"978,49",http://dx.doi.org/10.1371/journal.pone.0159399 ,FALSE,"Calderon-Dominguez, María; Sebastián, David; Fucho, Raquel; Weber, Minéia; Mir, Joan F.; García-Casarrubios, Ester; Obregón, María Jesús; Zorzano, Antonio; Valverde, Ángela M.; Serra, Dolors; Herrero, Laura","Carnitine Palmitoyltransferase 1 Increases Lipolysis, UCP1 Protein Expression and Mitochondrial Activity in Brown Adipocytes",PLOS ONE
Universitat de Barcelona,2016,1463,http://dx.doi.org/10.1093/gbe/evw191 ,FALSE,"Librado, Pablo; Rozas, Julio",Weak Polygenic Selection Drives the Rapid Adaptation of the Chemosensory System: Lessons from the Upstream Regions of the Major Gene Families,Genome Biology and Evolution
Universitat de Barcelona,2016,"1297,65",http://dx.doi.org/10.3389/fmicb.2016.00125 ,FALSE,"Merino, Susana; Tomás, Juan M.",The Aeromonas salmonicida Lipopolysaccharide Core from Different Subspecies: The Unusual subsp. pectinolytica,Frontiers in Microbiology
Universitat de Barcelona,2016,"1927,35",http://dx.doi.org/10.3389/fmicb.2016.01150 ,FALSE,"Merino, Susana; Tomás, Juan M.",The FlgT Protein Is Involved in Aeromonas hydrophila Polar Flagella Stability and not Affects Anchorage of Lateral Flagella,Frontiers in Microbiology
Universitat de Barcelona,2016,"656,84",http://dx.doi.org/10.7717/peerj.2302 ,FALSE,"Sabater, David; Agnelli, Silvia; Arriarán, Sofía; Romero, Mar; Fernández, José Antonio; Alemany, Marià; Remesar, Xavier",Cafeteria diet induce changes in blood flow that are more related with heat dissipation than energy accretion,PeerJ
Universitat de Barcelona,2016,1745,http://dx.doi.org/10.1186/s12888-016-0947-x ,FALSE,"Feixas, Guillem; Compañ, Victoria",Dilemma-focused intervention for unipolar depression: a treatment manual,BMC Psychiatry
Universitat de Barcelona,2016,"1359,6",http://dx.doi.org/10.1371/journal.pone.0160374 ,FALSE,"Cañas, María-Alexandra; Giménez, Rosa; Fábrega, María-José; Toloza, Lorena; Baldomà, Laura; Badia, Josefa",Outer Membrane Vesicles from the Probiotic Escherichia coli Nissle 1917 and the Commensal ECOR12 Enter Intestinal Epithelial Cells via Clathrin-Dependent Endocytosis and Elicit Differential Effects on DNA Damage,PLOS ONE
Universitat de Barcelona,2016,"416,07",http://dx.doi.org/10.1038/srep31033 ,FALSE,"Cabana-Domínguez, Judit; Roncero, Carlos; Grau-López, Lara; Rodríguez-Cintas, Laia; Barral, Carmen; Abad, Alfonso C.; Erikson, Galina; Wineinger, Nathan E.; Torrico, Bàrbara; Arenas, Concepció; Casas, Miquel; Ribasés, Marta; Cormand, Bru; Fernàndez-Castillo, Noèlia",A Highly Polymorphic Copy Number Variant in the NSF Gene is Associated with Cocaine Dependence,Scientific Reports
Universitat de Barcelona,2016,"1273,68",http://dx.doi.org/10.18632/oncotarget.11270 ,FALSE,"Cubillos-Rojas, Monica; Schneider, Taiane; Hadjebi, Ouadah; Pedrazza, Leonardo; Rodrigues de Oliveira, Jarbas; Langa, Francina; Guénet, Jean-Louis; Duran, Joan; Anta, Josep Maria de; Alcántara, Soledad; Ruiz, Rocio; Pérez-Villegas, Eva María; Aguilar-Montilla, Francisco J.; Carrión, Ángel M.; Armengol, Jose Angel; Baple, Emma; Crosby, Andrew H.; Bartrons, Ramon; Ventura, Francesc; Rosa, Jose Luis",The HERC2 ubiquitin ligase is essential for embryonic development and regulates motor coordination,Oncotarget
Universitat de Barcelona,2016,"1701,64",http://dx.doi.org/10.18632/oncotarget.11020 ,FALSE,"Canal, Mercè; Martín-Flores, Núria; Pérez-Sisqués, Leticia; Romaní-Aumedes, Joan; Altas, Bekir; Man, Heng-Ye; Kawabe, Hiroshi; Alberch, Jordi; Malagelada, Cristina",Loss of NEDD4 contributes to RTP801 elevation and neuron toxicity: implications for Parkinson’s disease,Oncotarget
Universitat de Barcelona,2016,1165,http://dx.doi.org/10.1038/srep30715 ,FALSE,"Puerma, Eva; Orengo, Dorcas J.; Aguadé, Montserrat",The origin of chromosomal inversions as a source of segmental duplications in the Sophophora subgenus of Drosophila,Scientific Reports
Universitat de Barcelona,2016,"587,98",http://dx.doi.org/10.3390/catal6080125 ,FALSE,"Caballero-Manrique, Griselda; Nadeem, Immad Muhammed; Brillas, Enric; Centellas, Francesc; Garrido, José Antonio; Rodríguez, Rosa María; Cabot, Pere-Lluís",Effects of the Electrodeposition Time in the Synthesis of Carbon-Supported Pt(Cu) and Pt-Ru(Cu) Core-Shell Electrocatalysts for Polymer Electrolye Fuel Cells,Catalysts
Universitat de Barcelona,2016,"996,98",http://dx.doi.org/10.1371/journal.pone.0159078 ,FALSE,"Gutiérrez-Roig, Mario; Segura, Carlota; Duch, Jordi; Perelló, Josep",Market Imitation and Win-Stay Lose-Shift Strategies Emerge as Unintended Patterns in Market Direction Guesses,PLOS ONE
Universitat de Barcelona,2016,1165,http://dx.doi.org/10.1038/srep33441 ,FALSE,"García-Pérez, Guillermo; Boguñá, Marán; Allard, Antoine; Serrano, M. Ángeles",The hidden hyperbolic geometry of international trade: World Trade Atlas 1870–2013,Scientific Reports
Universitat de Barcelona,2016,"388,33",http://dx.doi.org/10.1038/srep31834 ,FALSE,"Starnini, Michele; Frasca, Mattia; Baronchelli, Andrea",Emergence of metapopulations and echo chambers in mobile agents,Scientific Reports
Universitat de Barcelona,2016,2000,http://dx.doi.org/10.1038/ncomms13067 ,FALSE,"Alert, Ricard; Tierno, Pietro; Casademunt, Jaume",Formation of metastable phases by spinodal decomposition,Nature Communications
Universitat de Barcelona,2016,"800,45",http://dx.doi.org/10.1155/2016/9324692 ,FALSE,"Carbonell, Teresa; Alva, Norma; Sanchez-Nuño, Sergio; Dewey, Shannamar; Gomes, Aldrin V.",Subnormothermic perfusion in the isolated rat liver preserves the antioxidant glutathione and enhances the function of the ubiquitin proteasome system,Oxidative Medicine and Cellular Longevity
Universitat de Barcelona,2016,1800,http://dx.doi.org/10.1186/s12865-016-0170-z ,FALSE,"Bener, Gizem; Félix, Alex J.; Sánchez de Diego, Cristina; Pascual Fabregat, Isabel; Ciudad, Carlos J.; Noé, Véronique",Silencing of CD47 and SIRP&#945; by Polypurine reverse Hoogsteen hairpins to promote MCF-7 breast cancer cells death by PMA-differentiated THP-1 cells,BMC Immunology
Universitat de Barcelona,2016,"519,76",http://dx.doi.org/10.5897/ERR2016.2887 ,FALSE,"Sanchez-Valero, Joan-Anton; Padilla-Petry, Paulo",Challenging segregational practices in a Spanish secondary school: Results from an ethnographic research,Educational Research and Reviews
Universitat de Barcelona,2016,"1678,08",http://dx.doi.org/10.3389/fnagi.2016.00241 ,FALSE,"Griñan-Ferré, Christian; Puigoriol-Illamola, Dolors; Palomera-Ávalos, Verónica; Companys-Alemany, Júlia; Pérez-Cáceres, David; Camins, Antoni; Ortuño-Sahagún, Daniel; Rodrigo, M. Teresa; Pallàs, Mercè",Environmental Enrichment Modified Epigenetic Mechanisms in SAMP8 Mouse Hippocampus by Reducing Oxidative Stress and Inflammaging and Achieving Neuroprotection,Frontiers in Aging Neuroscience
Universitat de Barcelona,2016,1500,http://dx.doi.org/10.1186/s13002-016-0122-y ,FALSE,"Gras, Airy; Rigat, Montse; Ambrosio, Ugo D'; Garnatje, Teresa; Parada, Montse; Vallès, Joan","Wild food plants and minor crops in the Ripollès district (Catalonia, Iberian Peninsula): Potentialities for developing a local production, consumption and exchange program",Journal of Ethnobiology and Ethnomedicine
Universitat de Barcelona,2016,"825,7",http://dx.doi.org/10.3390/nu8100657 ,FALSE,"Pérez-Bosque, Anna; Miró, Lluïsa; Amat, Concepció; Polo, Javier; Moretó, Miquel",The Anti-Inflammatory Effect of Spray-Dried Plasma Is Mediated by a Reduction in Mucosal Lymphocyte Activation and Infiltration in a Mouse Model of Intestinal Inflammation,Nutrients
Universitat de Barcelona,2016,2000,http://dx.doi.org/10.1038/ncomms13479 ,FALSE,"Quesada-López, Tania; Cereijo, Rubén; Turatsinze, Jean-Valery; Planavila, Anna; Cairó, Montserrat; Gavaldà-Navarro, Aleix; Peyrou, Marion; Moure, Ricardo; Iglesias, Roser; Giralt, Marta; Eizirik, Decio L.; Villarroya, Francesc",The lipid sensor GPR120 promotes brown fat activation and FGF21 release from adipocytes,Nature Communications
Universitat de Barcelona,2016,"822,29",http://dx.doi.org/10.1371/journal.pone.0165973 ,FALSE,"Korrodi-Gregório, Luís; Soto-Cerrato, Vanessa; Vitorino, Rui; Fardilha, Margarida; Pérez-Tomás, Ricardo","From Proteomic Analysis to Potential Therapeutic Targets: Functional Profile of Two Lung Cancer Cell Lines, A549 and SW900, Widely Studied in Pre-Clinical Research",PLOS ONE
Universitat de Barcelona,2016,1000,http://dx.doi.org/10.14318/hau6.2.023 ,FALSE,"Sansi, Roger; Strathern, Marilyn",Art and anthropology after relations,Hau: Journal of Ethnographic Theory
Universitat de Barcelona,2016,"1590,45",http://dx.doi.org/10.1155/2016/8163803 ,FALSE,"Navinés-Ferrer, Arnau; Serrano-Candelas, Eva; Molina-Molina, Gustavo J.; Martín, Margarita",IgE-Related Chronic Diseases and Anti-IgE-Based Treatments,Journal of Immunology Research
