institution,period,euro,DOI,is_hybrid,authors,Article title,Journal full title,url,publisher,issn,license
Universitat de Barcelona,2015,1595,http://dx.doi.org/10.2147/IJN.S76501,FALSE,"Estelrich, Joan; Sánchez-Martín, María Jesús; Busquets, Maria Antònia",Nanoparticles in Magnetic Resonance Imaging: from simple to dual contrast agents,International Journal of Nanomedicine,,,,
Universitat de Barcelona,2015,"1247,14",http://dx.doi.org/10.1186/1756-3305-7-421,FALSE,"Alcover, M. Magdalena; Ballart, Cristina; Martín-Sánchez, Joaquina; Serra, Teresa; Castillejo, Soledad; Portús, Montserrat; Gállego, Montserrat","Factors influencing the presence of sand flies in Majorca (Balearic Islands, Spain) with special reference to Phlebotomus pernicious, vector of Leishmania infantum",Parasites & Vectors,,,,
Universitat de Barcelona,2015,"312,5",http://dx.doi.org/10.4081/gh.2014.28,FALSE,"Ballart, Cristina; Guerrero, Irene; Castells, Xavier; Barón, Sergio; Castillejo, Soledad; Alcover, M. Magdalena; Portús, Montserrat; Gállego, Montserrat",Importance of individual analysis of environmental and climatic factors affecting the density of Leishmania vectors living in the same geographical area: the example of Phlebotomus ariasi and P. perniciosus in northeast Spain,Geospatial Health,,,,
Universitat de Barcelona,2015,"889,18",http://dx.doi.org/10.3390/nu6125933,FALSE,"Laguna, Juan Carlos; Alegret, Marta; Roglans, Núria",Simple sugar intake and hepatocellular carcinoma: epidemiological and mechanistic insight,Nutrients,,,,
Universitat de Barcelona,2015,"674,38",http://dx.doi.org/10.3390/s150101601,FALSE,"Gonzalez, Laura; Martínez-Martín, David; Otero, Jorge; Pablo, Pedro José de; Puig-Vidal, Manel; Gómez-Herrero, Julio",Improving the Lateral Resolution of Quartz Tuning Fork-Based Sensors in Liquid by Integrating Commercial AFM Tips into the Fiber End,Sensors,,,,
Universitat de Barcelona,2015,"227,73",http://dx.doi.org/10.1371/journal.pone.0117250,FALSE,"Montero-Serra, Ignasi; Linares,Cristina; García, Marina; Pancaldi, Francesca; Frleta-Vali?, Maša; Ledoux, Jean-Baptiste; Zuberer, Frederic; Merad, Djamel; Drap, Pierre; Garrabou, Joaquim","Harvesting Effects, Recovery Mechanisms, and Management Strategies for a Long-Lived and Structural Precious Coral",PLOS ONE,,,,
Universitat de Barcelona,2015,"1143,03",http://dx.doi.org/10.1371/journal.pone.0117630,FALSE,"Rodríguez-Lozano, Pablo; Verkaik, Iraima; Rieradevall, Maria; Prat, Narcís",Small but Powerful: Top Predator Local Extinction Affects Ecosystem Structure and Function in an Intermittent Stream,PLOS ONE,,,,
Universitat de Barcelona,2015,960,http://dx.doi.org/10.3389/fphar.2015.00013,FALSE,"Pastor-Anglada, Marçal; Pérez-Torras, Sandra",Nucleoside transporter proteins as biomarkers of drug responsiveness and drug targets,Frontiers in Pharmacology,,,,
Universitat de Barcelona,2015,363,http://dx.doi.org/10.2436/20.1501.01.220,FALSE,"Padilha, Itácio Q. M.; Valenzuela, Susana V.; Grisi, Teresa C. S. L.; Diaz, Pilar; Araújo, Demetrius A. M. de; Pastor, Francisco I. Javier",A glucuronoxylan-specific xylanase from a new Paenibacillus favisporus strain isolated from tropical soil of Brazil,International Microbiology,,,,
Universitat de Barcelona,2015,1050,http://dx.doi.org/10.1242/bio.201410645,FALSE,"Abad-Morales, Víctor; Borrego Domènech, Elena; Garanto, Alejandro; Marfany, Gemma",mRNA expression analysis of the SUMO pathway genes in the adult mouse retina,Biology Open,,,,
Universitat de Barcelona,2015,"262,03",http://dx.doi.org/10.7150/ijbs.11060,FALSE,"Espart, Anna; Marín, Maribel; Gil-Moreno, Selene; Palacios, Òscar; Amaro, Francisco; Martín-González, Ana; Gutiérrez, Juan C.; Capdevila, Mercè; Atrian, Sílvia",Hints for metal-preference protein sequence determinants: different metal binding features of the five Tetrahymena thermophila metallothioneins.,International Journal of Biological Sciences,,,,
Universitat de Barcelona,2015,"1318,14",http://dx.doi.org/10.1155/2015/407156,FALSE,"Saborit, Gerard; Casinos, Adrià",Parametric Modeling of Human Gradient Walking for Predicting Minimum Energy Expenditure,Computational and Mathematical Methos in Medicine,,,,
Universitat de Barcelona,2015,1925,http://dx.doi.org/10.1186/s13023-014-0180-y,FALSE,"Matos, Liliana; Canals, Isaac; Dridi, Larbi; Choi, Yoo; Prata, Maria João; Jordan, Peter; Desviat, Lourdes R.; Pérez, Belén; Pshezhetsky, Alexey V.; Grinberg, Daniel; Alves, Sandra; Vilageliu, Lluïsa",Therapeutic strategies based on modified U1 snRNAs and chaperones for Sanfilippo C splicing mutations,Orphanet Journal of Rare Diseases,,,,
Universitat de Barcelona,2015,"1359,44",http://dx.doi.org/10.3390/ijerph120100541,FALSE,"Toledo, Diana; Aerny, Nicole; Soldevila, Núria; Baricot, Maretva; Godoy, Pere; Castilla, Jesús; García-Gutierrez, Susana; Torner, Núria; Astray, Jenaro; Mayoral, José María; Tamames, Sonia; González-Candelas, Fernando; Martín, Vicente; Díaz, José; Domíguez, Angela",Managing an Online Survey about Influenza Vaccination in Primary Healthcare Workers,International Journal of Environmental Research and Public Health,,,,
Universitat de Barcelona,2015,390,http://dx.doi.org/10.1088/1367-2630/17/2/023073,FALSE,"Danilyuk, A. L.; Komissarov, I. V.; Labunov, V. A.; Normand, F. Le; Derory, A.; Hernandez, J. M.; Tejada, J.; Prischepa, S. L.",Manifestation of coherent magnetic anisotropy in a carbon nanotube matrix with low ferromagnetic nanoparticle content,New Journal of Physics,,,,
Universitat de Barcelona,2015,"1395,23",http://dx.doi.org/10.1155/2015/450183,FALSE,"Sanaee, M. Reza; Bertran, Enric",Synthesis of Carbon Encapsulated Mono- and Multi-Iron Nanoparticles,Journal of Nanomaterials,,,,
Universitat de Barcelona,2015,"1222,08",http://dx.doi.org/10.1371/journal.pone.0121364,FALSE,"Gresa-Arribas, Nuria; Ariño, Helena; Martínez-Hernández, Eugenia; Petit-Pedrol, Mar; Sabater, Lidia; Saiz, Albert; Dalmau, Josep; Graus, Francesc",Antibodies to Inhibitory Synaptic Proteins in Neurological Syndromes Associated with Glutamic Acid Decarboxylase Autoimmunity,PLOS ONE,,,,
Universitat de Barcelona,2015,"1189,23",http://dx.doi.org/10.1371/journal.pone.0121308,FALSE,"Boix, Nuria; Teixido, Elisabet; Vila-Cejudo, Marta; Ortiz, Pedro; Ibáñez, Elena; Llobet, Juan M.; Barenys, Marta",Triclabendazole Sulfoxide Causes Stage-Dependent Embryolethality in Zebrafish and Mouse In Vitro,PLOS ONE,,,,
Universitat de Barcelona,2015,"1189,23",http://dx.doi.org/10.1371/journal.pone.0120799,FALSE,"Bécares, Juan; García-Tarrasón, Manuel; Villero, Dani; Bateman, Santiago; Jover, Lluís; García-Matarranz, Víctor; Sanpera, Carolina; Arcos, José Manuel",Modelling Terrestrial and Marine Foraging Habitats in Breeding Audouin's Gulls Larus audouinii: Timing Matters,PLOS ONE,,,,
Universitat de Barcelona,2015,"528,55",http://dx.doi.org/10.1155/2015/426541,FALSE,"Illera, S.; Prades, J. D.; Cirera, A.; Cornet, A.",A Transfer Hamiltonian Model for Devices Based on Quantum Dot Arrays,The Scientific World Journal,,,,
Universitat de Barcelona,2015,"1061,02",http://dx.doi.org/10.1371/journal.pone.0120081,FALSE,"Solà, Eduard; Álvarez-Presas, Marta; Frías-López, Cristina; Littlewood, D. Timothy J.; Rozas, Julio; Riutort, Marta",Evolutionary Analysis of Mitogenomes from Parasitic and Free-living Flatworms,PLOS ONE,,,,
Universitat de Barcelona,2015,1242,http://dx.doi.org/10.1371/journal.pone.0119572,FALSE,"Arriarán, Sofía; Agnelli, Silvia; Sabater, David; Remesar, Xavier; Fernández-López, José Antonio; Alemany, Marià",Evidences of Basal Lactate Production in the Main White Adipose Tissue Sites of Rats. Effects of Sex and a Cafeteria Diet,PLOS ONE,,,,
Universitat de Barcelona,2015,"1169,14",http://dx.doi.org/10.1097/TXD.0000000000000520,FALSE,"Muñoz, Laura; Gomila, Aina; Casas, Susana; Castellote, José; Arnan, Montserrat; Rafecas, Antoni; Santin, Miguel",Immunodiagnostic Tests’ Predictive Values for Progression to Tuberculosis in Transplant Recipients: A Prospective Cohort Study,Transplantation Direct,,,,
Universitat de Barcelona,2015,"1904,89",http://dx.doi.org/10.1155/2015/102419,FALSE,"Batlle, Montserrat; Ferri, Lorenzo; Andrade, Carmen; Ortega, Francisco-Javier; Vidal-Taboada, Jose M.; Pugliese, Marco; Mahy, Nicole; Rodríguez, Manuel J.",Astroglia-Microglia Crosstalk during Neurodegeneration in the Rat Hippocampus,BioMed Research International,,,,
Universitat de Barcelona,2015,"629,07",http://dx.doi.org/10.1371/journal.pone.0125532,FALSE,"Cabanes, Dan; Shahack-Gross, Ruth",Understanding Fossil Phytolith Preservation: The Role of Partial Dissolution in Paleoecology and Archaeology,PLOS ONE,,,,
Universitat de Barcelona,2015,"422,57",http://dx.doi.org/10.4137/EBO.S23873,FALSE,"Kornobis, Etienne; Cabellos, Luis; Aguilar, Fernando; Frías-López, Cristina; Rozas, Julio; Marco, Jesús; Zardoya, Rafael",TRUFA: A User-Friendly Web Server for de novo RNA-seq Analysis Using Cluster Computing,Evolutionary Bioinformatics,,,,
Universitat de Barcelona,2015,"1228,61",http://dx.doi.org/10.1371/journal.pone.0122570,FALSE,"Herrero, Laura; Valcarcel, Lorea; Silva, Crhistiane Andressa da; Albert, Nerea; Diez-Noguera, Antoni; Cambras, Trinitat; Serra, Dolors",Altered Circadian Rhythm and Metabolic Gene Profile in Rats Subjected to Advanced Light Phase Shifts,PLOS ONE,,,,
Universitat de Barcelona,2015,"1310,52",http://dx.doi.org/10.3390/ijms16048070,FALSE,"Estelrich, Joan; Escribano, Elvira; Queralt, Josep; Busquets, Maria Antònia",Iron Oxide Nanoparticles for Magnetically-Guided and Magnetically-Responsive Drug Delivery,International Journal of Molecular Sciences,,,,
Universitat de Barcelona,2015,960,http://dx.doi.org/10.3389/fpsyg.2015.00353,FALSE,"Tubau, Elisabet; Aguilar-Lleyda, David; Johnson, Eric D.",Reasoning and choice in the Monty Hall Dilemma (MHD): implications for improving Bayesian reasoning,Frontiers in Psychology,,,,
Universitat de Barcelona,2015,"1478,75",http://dx.doi.org/10.1186/s12885-015-1249-2,FALSE,"Urtasun, Nerea; Vidal-Pla, Anna; Pérez-Torras, Sandra; Mazo, Adela",Human pancreatic cancer stem cells are sensitive to dual inhibition of IGF-IR and ErbB receptors,BMC Cancer,,,,
Universitat de Barcelona,2015,816,http://dx.doi.org/10.1002/ece3.1492,FALSE,"García-Tarrasón, Manuel; Bécares, Juan; Bateman, Santiago; Arcos, José Manuel; Jover, Lluís; Sanpera, Carolina",Sex-specific foraging behavior in response to fishing activities in a threatened seabird,Ecology and Evolution,,,,
Universitat de Barcelona,2015,"532,31",http://dx.doi.org/10.1186/s12875-015-0259-0,FALSE,"Godoy, Pere; Castilla, Jesús; Mayoral, José María; Martín, Vicente; Astray, Jenaro; Torner, Núria; Toledo, Diana; Soldevila, Núria; González-Candelas, Fernando; García, Susana; Diaz-Borrego, José; Tamames, Sonia; Domínguez, Angela",Influenza vaccination of primary healthcare physicians may be associated with vaccination in their patients: a vaccination coverage study ,BMC Family Practice,,,,
Universitat de Barcelona,2015,"1057,24",http://dx.doi.org/10.1038/srep10558,FALSE,"Rabanal, Francesc; Grau-Campistany, Ariadna; Vila-Farrés, Xavier; Gonzalez-Linares, Javier; Borràs, Miquel; Vila, Jordi; Manresa, Angeles; Cajal, Yolanda",A bioinspired peptide scaffold with high antibiotic activity and low in vivo toxicity,Scientific Reports,,,,
Universitat de Barcelona,2015,"370,71",http://dx.doi.org/10.1186/s12872-015-0027-z,FALSE,"Duran, Joan; Sánchez Olavarría, Pilar; Mola, Marina; Götzens, Víctor; Carballo, Julio; Martín Pelegrina, Eva; Petit, Màrius; Abdul-Jawad, Omar; Otaegui, Imanol; García del Blanco, Bruno; García-Dorado, David; Reig, Josep; Cordero, Alex; Anta, Josep Maria de",Genetic association study of coronary collateral circulation in patients with coronary artery disease using 22 single nucleotide polymorphisms corresponding to 10 genes involved in postischemic neovascularization,BMC Cardiovascular Disorders,,,,
Universitat de Barcelona,2015,"1618,44",http://dx.doi.org/10.3390/molecules20046389,FALSE,"Paris, Clément; Brun, Omar; Pedroso, Enrique; Grandas, Anna","Exploiting Protected Maleimides to Modify Oligonucleotides, Peptides and Peptide Nucleic Acids",Molecules,,,,
Universitat de Barcelona,2015,"182,03",http://dx.doi.org/10.4236/ojs.2015.53024,FALSE,"Cuadras, Carles M.; Cuadras, Daniel",A Unified Approach for the Multivariate Analysis of Contingency Tables,Open Journal of Statistics,,,,
Universitat de Barcelona,2015,120,http://dx.doi.org/10.3897/zookeys.506.9663 ,FALSE,"Solà, Eduard; Sluys, Ronald; Segev, Ori; Blaustein, Leon; Riutort, Marta","The taxonomic status of Dugesia biblica from Israel and Turkey (Platyhelminthes, Tricladida, Dugesiidae)",Zookeys,,,,
Universitat de Barcelona,2015,"1209,33",http://dx.doi.org/10.1371/journal.pone.0125314,FALSE,"Abril-Gil, Mar; Garcia-Just, Alba; Pérez-Cano, Francisco J.; Franch, Àngels; Castell, Margarida",Development and Characterization of an Effective Food Allergy Model in Brown Norway Rats,PLOS ONE,,,,
Universitat de Barcelona,2015,"1036,79",http://dx.doi.org/10.3390/s150612635,FALSE,"Esteves, Volker; Antonopoulos, Angelos; Kartsakli, Elli; Puig-Vidal, Manel; Miribel-Català, Pere; Verikoukis, Christos",Cooperative Energy Harvesting-Adaptive MAC Protocol for WBANs,Sensors,,,,
Universitat de Barcelona,2015,1130,http://dx.doi.org/10.14814/phy2.12417,FALSE,"Cabral, Marisol; Martín-Venegas, Raquel; Moreno, Juan J.",Leukotriene D4-induced Caco-2 cell proliferation is mediated by prostaglandin E2 synthesis,Physiological Reports,,,,
Universitat de Barcelona,2015,"1092,52",http://dx.doi.org/10.18632/oncotarget.4296,FALSE,"Manils, Joan; Gómez, Diana; Salla-Martret, Mercè; Fischer, Heinz; Fye, Jason M.; Marzo, Elena; Marruecos, Laura; Serrano, Inma; Salgado, Rocío; Rodrigo, Juan P.; Garcia-Pedrero, Juana M.; Serafin, Anna M.; Cañas, Xavier; Benito, Carmen; Toll, Agustí; Forcales, Sònia-Vanina; Perrino, Fred W.; Eckhart, Leopold; Soler, Concepció",Multifaceted role of TREX2 in the skin defense against UV-induced skin carcinogenesis,Oncotarget,,,,
Universitat de Barcelona,2015,1049,http://dx.doi.org/10.1371/journal.pone.0099002,FALSE,"Martínez-Clemente, José; López-Arnau, Raúl; Abad, Sonia; Pubill, David; Escubedo, Elena; Camarasa, Jorge",Dose and Time-Dependent Selective Neurotoxicity Induced by Mephedrone in Mice,PLOS ONE,,,,
Universitat de Barcelona,2015,"782,29",http://dx.doi.org/10.3390/md13042233,FALSE,"Merino, Susana; Canals, Rocío; Knirel, Yuriy A.; Tomás, Juan M.",Molecular and Chemical Analysis of the Lipopolysaccharide from Aeromonas hydrophila Strain AH-1 (Serotype O11),Marine Drugs,,,,
Universitat de Barcelona,2015,1382,http://dx.doi.org/10.3390/ijms160612836,FALSE,"Piqué, Núria; Miñana-Galbis, David; Merino, Susana; Tomás, Juan M.",Virulence Factors of Erwinia amylovora: A Review,International Journal of Molecular Sciences,,,,
Universitat de Barcelona,2015,"544,5",http://dx.doi.org/10.3305/nh.2015.32.2.9171 ,FALSE,"Oda-Montecinos, Camila; Saldaña, Carmina; Andrés Valle, Ana",Comportamientos alimentarios cotidianos y anómalos en una muestra comunitaria de adultos chilenos,Nutrición Hospitalaria,,,,
Universitat de Barcelona,2015,"548,47",https://doi.org/10.7717/peerj.1064 ,FALSE,"Frías-López, Cristina; Almeida, Francisca C.; Guirao-Rico, Sara; Vizueta, Joel; Sánchez-Gracia, Alejandro; Arnedo, Miquel A.; Rozas, Julio","Comparative analysis of tissue-specific transcriptomes in the funnel-web spider Macrothele calpeiana (Araneae, Hexathelidae)",PeerJ,,,,
Universitat de Barcelona,2015,"741,43",http://dx.doi.org/10.1186/s12889-015-1890-3,FALSE,"Torner, Núria; Soldevila, Núria; Garcia, Juan Jose; Launes, Cristian; Godoy, Pere; Castilla, Jesús; Domínguez, Angela",Effectiveness of non-pharmaceutical measures in preventing pediatric influenza: a case–control study,BMC Public Health,,,,
Universitat de Barcelona,2015,"765,83",http://dx.doi.org/10.3390/su7067884,FALSE,"Cesarini, Silvia; Pastor, F. I. Javier; Nielsen, Per M.; Diaz, Pilar",Moving towards a Competitive Fully Enzymatic Biodiesel Process,Sustainability,,,,
Universitat de Barcelona,2015,1482,http://dx.doi.org/10.1088/1367-2630/17/7/073014,FALSE,"Gallemí, A.; Guilleumas, M.; Martorell, J.; Mayol, R.; Polls, A.; Juliá-Díaz, B.",Fragmented condensation in Bose-Hubbard trimers with tunable tunnelling,New Journal of Physics,,,,
Universitat de Barcelona,2015,"776,67",http://dx.doi.org/10.1038/srep10840,FALSE,"Kouvaris, Nikos E.; Hata, Shigefumi; Díaz-Guilera, Albert",Pattern formation in multiplex networks,Scientific Reports,,,,
Universitat de Barcelona,2015,"1172,03",http://dx.doi.org/10.3390/md13063791,FALSE,"Merino, Susana; Mendoza, Elena de; Canals, Rocío; Tomás, Juan M.",Functional Genomics of the Aeromonas salmonicida Lipopolysaccharide O-Antigen and A-Layer from Typical and Atypical Strains,Marine Drugs,,,,
Universitat de Barcelona,2015,576,http://dx.doi.org/10.3389/fmicb.2015.00649,FALSE,"Merino, Susana; Aquilini, Eleonora; Fulton, Kelly M.; Twine, Susan M.; Tomás, Juan M.",The polar and lateral flagella from Plesiomonas shigelloides are glycosylated with legionaminic acid,Frontiers in Microbiology,,,,
Universitat de Barcelona,2015,466,http://dx.doi.org/10.1038/srep11260,FALSE,"Wedekind, Jan; Xu, Limei; Buldyrev, Sergey V.; Stanley, H. Eugene; Reguera, David; Giancarlo, Franzese",Optimization of crystal nucleation close to a metastable fluid-fluid phase transition,Scientific Reports,,,,
Universitat de Barcelona,2015,1659,http://dx.doi.org/10.2147/IJN.S89385 ,FALSE,"Espargaró, Alba; Busquets, Maria Antònia; Estelrich, Joan; Sabate; Raimon",Amyloids in solid-state nuclear magnetic resonance: potential causes of the usually low resolution,International Journal of Nanomedicine,,,,
Universitat de Barcelona,2015,"1285,67",http://dx.doi.org/10.1371/journal.pone.0131462,FALSE,"Estupiñán, Mónica; Álvarez-García, Daniel; Barril, Xavier; Diaz, Pilar; Manresa, Angeles",In Silico/In Vivo Insights into the Functional and Evolutionary Pathway of Pseudomonas aeruginosa Oleate-Diol Synthase. Discovery of a New Bacterial Di-Heme Cytochrome C Peroxidase Subfamily,PLOS ONE,,,,
Universitat de Barcelona,2015,"857,21",http://dx.doi.org/10.3389/fmicb.2015.00773,FALSE,"Solórzano, Carla; Srikumar, Shabarinath; Canals, Rocío; Juárez, Antonio; Paytubi, Sonia; Madrid, Cristina",Hha has a defined regulatory role that is not dependent upon H-NS or StpA,Frontiers in Microbiology,,,,
Universitat de Barcelona,2015,"460,8",http://dx.doi.org/10.3389/fevo.2015.00079 ,FALSE,"Almeida, Francisca C., Sánchez-Gracia, Alejandro; Walden, Kimberly K. O.; Robertson, Hugh M.; Rozas, Julio",Positive selection in extra cellular domains in the diversification of Strigamia maritima chemoreceptors,Frontiers in Ecology and Evolution,,,,
Universitat de Barcelona,2015,1730,http://dx.doi.org/10.1186/s12864-015-1533-1,FALSE,"Rodríguez-Esteban, Gustavo; González-Sastre, Alejandro; Rojo-Laguna, José Ignacio; Saló, Emili; Abril, Josep F.",Digital gene expression approach over multiple RNA-Seq data sets to detect neoblast transcriptional changes in Schmidtea mediterranea,BMC Genomics,,,,
Universitat de Barcelona,2015,"1228,39",http://dx.doi.org/10.1371/journal.pone.0134726,FALSE,"Cervero-Aragó, Sílvia; Rodríguez-Martínez, Sarah; Puertas-Bennasar, Antoni; Araujo, Rosa M.","Effect of Common Drinking Water Disinfectants, Chlorine and Heat, on Free Legionella and Amoebae-Associated Legionella",PLOS ONE,,,,
Universitat de Barcelona,2015,"644,83",http://dx.doi.org/10.3389/fpsyg.2015.00904 ,FALSE,"Simas, Tiago; Chavez, Mario; Rodriguez, Pablo R.; Diaz-Guilera, Albert",An algebraic topological method for multimodal brain networks comparisons,Frontiers in Psychology,,,,
Universitat de Barcelona,2015,960,http://dx.doi.org/10.3389/fpsyg.2015.00938,FALSE,"Johnson, Eric D.; Tubau, Elisabet",Comprehension and computation in Bayesian problem solving,Frontiers in Psychology,,,,
Universitat de Barcelona,2015,1875,http://dx.doi.org/10.1242/dmm.021436,FALSE,"Sedó-Cabezón, Lara; Jedynak, Paulina; Boadas-Vaello, Pere; Llorens, Jordi",Transient alteration of the vestibular calyceal junction and synapse in response to chronic ototoxic insult in rats,Disease Models and Mechanisms,,,,
Universitat de Barcelona,2015,"1174,4",http://dx.doi.org/10.1371/journal.pone.0135307,FALSE,"Boloc, Daniel; Castillo-Lara, Sergio; Marfany, Gemma; Gonzàlez-Duarte, Roser; Abril, Josep F.",Distilling a Visual Network of Retinitis Pigmentosa Gene-Protein Interactions to Uncover New Disease Candidates,PLOS ONE,,,,
Universitat de Barcelona,2015,"1220,05",http://dx.doi.org/10.1242/dmm.020768,FALSE,"Palomer, Xavier; Capdevila-Busquets, Eva; Botteri, Gaia; Davidson, Mercy M.; Rodríguez, Cristina; Martínez-González, José; Vidal, Francisco; Barroso, Emma; Chan, Tung O.; Feldman, Arthur M.; Vázquez-Carrera, Manuel",miR-146a targets c-Fos expression in human cardiac cells,Disease Models and Mechanisms,,,,
Universitat de Barcelona,2015,"776,67",http://dx.doi.org/10.1038/srep14210,FALSE,"Crespo, Diego; Goetz, Frederick W.; Planas, Josep V.",Luteinizing hormone induces ovulation via tumor necrosis factor ?-dependent increases in prostaglandin F2? in a nonmammalian vertebrate,Scientific Reports,,,,
Universitat de Barcelona,2015,"861,16",http://dx.doi.org/10.1371/journal.pone.0140341,FALSE,"Taboada, Sergi; Riesgo, Ana; Bas, Maria; Arnedo, Miquel A.; Cristobo, Javier; Rouse, Greg W.; Avila, Conxita","Bone-Eating Worms Spread: Insights into Shallow-Water Osedax (Annelida, Siboglinidae) from Antarctic, Subantarctic, and Mediterranean Waters",PLOS ONE,,,,
Universitat de Barcelona,2015,"1500,71",http://dx.doi.org/10.1371/journal.pgen.1005595,FALSE,"Santabárbara-Ruiz, Paula; López-Santillán, Mireya; Martínez-Rodríguez, Irene; Binagui-Casas, Anahí; Pérez, Lídia; Milán, Marco; Corominas, Montserrat; Serras, Florenci",ROS-Induced JNK and p38 Signaling Is Required for Unpaired Cytokine Activation during Drosophila Regeneration,PLOS Genetics,,,,
Universitat de Barcelona,2015,"861,54",http://dx.doi.org/10.1038/tp.2015.158,FALSE,"Fernàndez-Castillo, N.; Cabana-Domínguez, J.; Soriano, J.; Sànchez-Mora, C.; Roncero, C.; Grau-López, L.; Ros-Cucurull, E.; Daigre, C.; Van Donkelaar, M. M. J.; Franke, B.; Casas, M.; Ribasés, M.; Cormand, B.",Transcriptomic and genetic studies identify NFAT5 as a candidate gene for cocaine dependence,Translational Psychiatry,,,,
Universitat de Barcelona,2015,"1267,26",http://dx.doi.org/10.3389/fpsyg.2015.01577,FALSE,"Suárez-Pellicioni, Macarena; Núñez-Peña, Maria Isabel; Colomé, Àngels",Attentional bias in high math-anxious individuals: evidence from an emotional Stroop task,Frontiers in Psychology,,,,
Universitat de Barcelona,2015,1165,http://dx.doi.org/10.1038/srep13654,FALSE,"Canals, Isaac; Benetó, Noelia; Cozar, Mónica; Vilageliu, Lluïsa; Grinberg, Daniel",EXTL2 and EXTL3 inhibition with siRNAs as a promising substrate reduction therapy for Sanfilippo C syndrome,Scientific Reports,,,,
Universitat de Barcelona,2015,"842,05",http://dx.doi.org/10.1371/journal.pone.0135873,FALSE,"Gómez-Grau, Marta; Garrido, Elena; Cozar, Mónica; Rodriguez-Sureda, Víctor; Domínguez, Carmen; Arenas, Concepción; Gatti, Richard A.; Cormand, Bru; Grinberg, Daniel; Vilageliu, Lluïsa",Evaluation of Aminoglycoside and Non-Aminoglycoside Compounds for Stop-Codon Readthrough Therapy in Four Lysosomal Storage Diseases,PLOS ONE,,,,
