"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","license_ref","pmid","url","local_id","APC","Colour charges","Cover","Hybrid-OA","Other","Page charges","Permission","Publication charges","Reprint","Submission fee","identifier"
"desy","2017","3700","10.1038/ncomms15626",FALSE,"Springer Nature","Nature Communications","2041-1723","CCBY4",NA,"oai:bib-pubdb1.desy.de:321813","PUBDB-2017-02744","3700","","","","","","","","","","oai:bib-pubdb1.desy.de:321813"
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2017","1318.94","10.1109/jstqe.2016.2614676",TRUE,"IEEE","IEEE journal of selected topics in quantum electronics","1077-260X","CCBY3",NA,"oai:bib-pubdb1.desy.de:322519","PUBDB-2017-03217","","","","1318.94","","","","","","","oai:bib-pubdb1.desy.de:322519"
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2017","825.46","10.3390/app7060544",FALSE,"MDPI","Applied Sciences","2076-3417","CCBY4",NA,"oai:bib-pubdb1.desy.de:322907","PUBDB-2017-03398","825.46","","","","","","","","","","oai:bib-pubdb1.desy.de:322907"
"desy","2017","1705.08","10.1364/oe.25.015760",FALSE,"OSA","Optics express","1094-4087",NA,NA,"oai:bib-pubdb1.desy.de:324504","PUBDB-2017-04701","1705.08","","","","31.44","","","","","","oai:bib-pubdb1.desy.de:324504"
"","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2017","1052.17","10.1107/s160057671700749x.",TRUE,"IUCr","Journal of applied crystallography","0021-8898","CCBY2",NA,"oai:bib-pubdb1.desy.de:330492","PUBDB-2017-06978","","","","1052.17","","","","","","","oai:bib-pubdb1.desy.de:330492"
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2017","1600","10.1088/1748-0221/12/07/p07006",TRUE,"Inst. of Physics","Journal of Instrumentation","1748-0221","CCBY3",NA,"oai:bib-pubdb1.desy.de:333160","PUBDB-2017-08777","","","","1600","","","","","","","oai:bib-pubdb1.desy.de:333160"
"desy","2017","1305.00","10.1038/s41598-017-05120-7",FALSE,"Nature Publishing Group","Scientific reports","2045-2322","CCBY4",NA,"oai:bib-pubdb1.desy.de:389687","PUBDB-2017-08954","1305.00","","","","","","","","","","oai:bib-pubdb1.desy.de:389687"
"desy","2017","1019.97","10.1107/s2052252517010612",FALSE,NA,"IUCrJ","2052-2525","CCBY2",NA,"oai:bib-pubdb1.desy.de:389761","PUBDB-2017-09010","1019.97","","","","","","","","","","oai:bib-pubdb1.desy.de:389761"
"desy","2017","1126.86","10.1107/s2052252517013124",FALSE,NA,"IUCrJ","2052-2525","CCBY2",NA,"oai:bib-pubdb1.desy.de:392173","PUBDB-2017-10745","1126.86","","","","","","","","","","oai:bib-pubdb1.desy.de:392173"
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2017","1100.76","10.1107/s1600577517011961",TRUE,"IUCr","Journal of synchrotron radiation","0909-0495","CCBY4",NA,"oai:bib-pubdb1.desy.de:392971","PUBDB-2017-11182","","","","1100.76","","","","","","","oai:bib-pubdb1.desy.de:392971"
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2017","1560","10.1088/1361-6404/aa87d4",TRUE,"IOP Publ.","European journal of physics","0143-0807","CCBY3",NA,"oai:bib-pubdb1.desy.de:393760","PUBDB-2017-11640","","","","1560","","","","","","","oai:bib-pubdb1.desy.de:393760"
"desy","2017","3700.00","10.1038/s41467-017-01417-3",FALSE,"Nature Publishing Group","Nature Communications","2041-1723","CCBY4",NA,"oai:bib-pubdb1.desy.de:393805","PUBDB-2017-11676","3700.00","","","","","","","","","","oai:bib-pubdb1.desy.de:393805"
"desy","2018","1121.66","10.1107/s160057751701253x",TRUE,"IUCr","Journal of synchrotron radiation","0909-0495","CCBY2",NA,"oai:bib-pubdb1.desy.de:393881","PUBDB-2017-11726","","","","1121.66","","","","","","","oai:bib-pubdb1.desy.de:393881"
"desy","2017","1149.43","10.1063/1.5004482",FALSE,"American Inst. of Physics","AIP Advances","2158-3226","CCBY4",NA,"oai:bib-pubdb1.desy.de:393979","PUBDB-2017-11797","1149.43","","","","","","","","","","oai:bib-pubdb1.desy.de:393979"
"desy","2018","3000.00","10.1038/lsa.2017.162",FALSE,"Nature Publishing Group","Light","2047-7538","CCBYNV",NA,"oai:bib-pubdb1.desy.de:396006","PUBDB-2017-12451","3000.00","","","","","","","","","","oai:bib-pubdb1.desy.de:396006"
"desy","2018","1107.14","10.1107/s1600577517013066",TRUE,"IUCr","Journal of synchrotron radiation","0909-0495","CCBY2",NA,"oai:bib-pubdb1.desy.de:396079","PUBDB-2017-12491","","","","1107.14","","","","","","","oai:bib-pubdb1.desy.de:396079"
"desy","2017","1592.96","10.1364/oe.25.031640",FALSE,"OSA","Optics express","1094-4087",NA,NA,"oai:bib-pubdb1.desy.de:396694","PUBDB-2017-12786","1592.96","","","","29.36","","","","","","oai:bib-pubdb1.desy.de:396694"
"desy","2018","1107.70","10.1107/s1600577517015442",TRUE,"IUCr","Journal of synchrotron radiation","0909-0495","CCBY2",NA,"oai:bib-pubdb1.desy.de:397192","PUBDB-2017-13262","","","","1107.70","","","","","","","oai:bib-pubdb1.desy.de:397192"
"desy","2018","1103.47","10.1107/s1600577517015272",TRUE,"IUCr","Journal of synchrotron radiation","1600-5775","CCBY2",NA,"oai:bib-pubdb1.desy.de:397992","PUBDB-2017-13609","","","","1103.47","","","","","","","oai:bib-pubdb1.desy.de:397992"
"desy","2018","1115.31","10.1107/s1600577517013893",TRUE,"IUCr","Journal of synchrotron radiation","1600-5775","CCBY2",NA,"oai:bib-pubdb1.desy.de:398058","PUBDB-2017-13675","","","","1115.31","","","","","","","oai:bib-pubdb1.desy.de:398058"
"desy","2018","1950.00","10.1088/1361-6455/aa9737",TRUE,"IOP Publ.","Journal of physics / B","1361-6455","CCBY3",NA,"oai:bib-pubdb1.desy.de:398458","PUBDB-2017-14028","","","","1950.00","","","","","","","oai:bib-pubdb1.desy.de:398458"
"","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2017","485.27","10.1103/physrevx.7.041046",FALSE,"APS","Physical review / X","2160-3308","CCBY4",NA,"oai:bib-pubdb1.desy.de:398887","PUBDB-2018-00238","485.27","","","","","","","","","","oai:bib-pubdb1.desy.de:398887"
"desy","2018","1627.09","10.1364/oe.26.001237",FALSE,"OSA","Optics express","1094-4087",NA,NA,"oai:bib-pubdb1.desy.de:399163","PUBDB-2018-00468","1627.09","","","","18.70","242.91","","","","","oai:bib-pubdb1.desy.de:399163"
"desy","2018","1256.97","10.1017/hpl.2018.5",FALSE,"Cambridge Univ. Press","High power laser science and engineering","2052-3289","CCBY4",NA,"oai:bib-pubdb1.desy.de:399431","PUBDB-2018-00683","1256.97","","","","","","","","","","oai:bib-pubdb1.desy.de:399431"
"desy","2018","2120.93","10.1016/j.nima.2017.12.040",TRUE,"Elsevier Science","Nuclear instruments & methods in physics research / A","0168-9002","CCBYNCND4",NA,"oai:bib-pubdb1.desy.de:399574","PUBDB-2018-00755","","","","2120.93","","","","","","","oai:bib-pubdb1.desy.de:399574"
"desy","2018","1566.00","10.1038/s41598-018-19793-1",FALSE,"Nature Publishing Group","Scientific reports","2045-2322","CCBY4",NA,"oai:bib-pubdb1.desy.de:399902","PUBDB-2018-00999","1566.00","","","","","","","","","","oai:bib-pubdb1.desy.de:399902"
"desy","2018","1058.89","10.1107/s1600576717018131",TRUE,"Munksgaard","Journal of applied crystallography","1600-5767",NA,NA,"oai:bib-pubdb1.desy.de:399927","PUBDB-2018-01024","","","","1058.89","","","","","","","oai:bib-pubdb1.desy.de:399927"
"desy","2018","1258.65","10.1103/physreva.97.033401",TRUE,"APS","Physical review / A","2469-9926","CCBY4",NA,"oai:bib-pubdb1.desy.de:400019","PUBDB-2018-01072","","","","1258.65","","","","","","","oai:bib-pubdb1.desy.de:400019"
"desy","2018","1564.47","10.1364/oe.26.003684",FALSE,"Soc.","Optics express","1094-4087",NA,NA,"oai:bib-pubdb1.desy.de:400022","PUBDB-2018-01075","1564.47","","","","15.64","","","","","","oai:bib-pubdb1.desy.de:400022"
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2018","1215.42","10.3390/app8030318",FALSE,"MDPI","Applied Sciences","2076-3417","CCBY4",NA,"oai:bib-pubdb1.desy.de:400959","PUBDB-2018-01265","1215.42","","","","","","","","","","oai:bib-pubdb1.desy.de:400959"
"desy","2018","2250","10.1093/mnras/sty285",TRUE,"Oxford Univ. Press","Monthly notices of the Royal Astronomical Society","0035-8711","CCBY4",NA,"oai:bib-pubdb1.desy.de:400991","PUBDB-2018-01274","","","","2250","","","","","","","oai:bib-pubdb1.desy.de:400991"
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2018","1093.92","10.3390/app8030333",FALSE,"MDPI","Applied Sciences","2076-3417","CCBY4",NA,"oai:bib-pubdb1.desy.de:401163","PUBDB-2018-01330","1093.92","","","","","","","","","","oai:bib-pubdb1.desy.de:401163"
"desy","2018","1584.94","10.1364/oe.26.006427",FALSE,"OSA","Optics express","1094-4087",NA,NA,"oai:bib-pubdb1.desy.de:401380","PUBDB-2018-01356","1584.94","","","","15.85","","","","","","oai:bib-pubdb1.desy.de:401380"
"desy","2018","700","10.1051/0004-6361/201731337",TRUE,"EDP Sciences","Astronomy and astrophysics","0004-6361","CCBY4",NA,"oai:bib-pubdb1.desy.de:401446","PUBDB-2018-01380","","","","700","","","","","","","oai:bib-pubdb1.desy.de:401446"
"desy","2018","2388.36","10.1103/physrevlett.120.144802",TRUE,"APS","Physical review letters","0031-9007","CCBY4",NA,"oai:bib-pubdb1.desy.de:401575","PUBDB-2018-01448","","","","2388.36","","","","","","","oai:bib-pubdb1.desy.de:401575"
"desy","2018","1370","10.1038/s41598-018-23632-8",FALSE,"Nature Publishing Group","Scientific reports","2045-2322","CCBY4",NA,"oai:bib-pubdb1.desy.de:401771","PUBDB-2018-01521","1370","","","","","","","","","","oai:bib-pubdb1.desy.de:401771"
"","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2018","1051.69","10.1107/s2052252518005407",FALSE,"IUCr","IUCrJ","2052-2525","CCBY2",NA,"oai:bib-pubdb1.desy.de:402007","PUBDB-2018-01633","1051.69","","","","","","","","","","oai:bib-pubdb1.desy.de:402007"
"desy","2018","2046.50","10.1364/optica.5.000450",FALSE,"OSA","Optica","2334-2536",NA,NA,"oai:bib-pubdb1.desy.de:402011","PUBDB-2018-01637","2046.50","","","","20.47","","","","","","oai:bib-pubdb1.desy.de:402011"
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2018","3700","10.1038/s41467-018-04116-9",FALSE,"Nature Publishing Group","Nature Communications","2041-1723","CCBY4",NA,"oai:bib-pubdb1.desy.de:402202","PUBDB-2018-01731","3700","","","","","","","","","","oai:bib-pubdb1.desy.de:402202"
"desy","2018","3850","10.1038/s41467-018-04178-9",FALSE,"Nature Publishing Group","Nature Communications","2041-1723","CCBY4",NA,"oai:bib-pubdb1.desy.de:402203","PUBDB-2018-01732","3850","","","","","","","","","","oai:bib-pubdb1.desy.de:402203"
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2018","4295.46","10.1021/acs.jpclett.8b00720",TRUE,"ACS","The @journal of physical chemistry letters","1948-7185","CCBY4",NA,"oai:bib-pubdb1.desy.de:403006","PUBDB-2018-01928","","","","4295.46","42.95","","","","","","oai:bib-pubdb1.desy.de:403006"
"desy","2018","1102.82","10.1107/s2052252518008369",FALSE,NA,"IUCrJ","2052-2525","CCBY2",NA,"oai:bib-pubdb1.desy.de:405540","PUBDB-2018-02209","1102.82","","","","","","","","","","oai:bib-pubdb1.desy.de:405540"
"desy","2018","1675.83","10.1364/oe.26.016955",TRUE,"OSA","Optics express","1094-4087","CCBY4",NA,"oai:bib-pubdb1.desy.de:405796","PUBDB-2018-02318","","","","1675.83","16.76","","","","","","oai:bib-pubdb1.desy.de:405796"
"desy","2018","1370.00","10.1038/s41598-018-29022-4",FALSE,"Nature Publishing Group","Scientific reports","2045-2322","CCBY4",NA,"oai:bib-pubdb1.desy.de:407581","PUBDB-2018-02548","1370.00","","","","","","","","","","oai:bib-pubdb1.desy.de:407581"
"desy","2018","1370","10.1038/s41598-018-30348-2",FALSE,"Springer Nature","Scientific reports","0068-1261","CCBY4",NA,"oai:bib-pubdb1.desy.de:408571","PUBDB-2018-02963","1370","","","","","","","","","","oai:bib-pubdb1.desy.de:408571"
"desy","2018","1722.46","10.1109/jstqe.2018.2864193",TRUE,"IEEE","IEEE journal of selected topics in quantum electronics","1077-260X","CCBY4",NA,"oai:bib-pubdb1.desy.de:408614","PUBDB-2018-02981","","","","1722.46","","","","","","","oai:bib-pubdb1.desy.de:408614"
"desy","2018","700.00","10.1051/0004-6361/201832731",TRUE,"EDP Sciences","Astronomy and astrophysics","0004-6361","CCBY4",NA,"oai:bib-pubdb1.desy.de:408639","PUBDB-2018-02988","","","","700.00","","","","","","","oai:bib-pubdb1.desy.de:408639"
"desy","2018","1109.59","10.1107/s1600577518008585",TRUE,"IUCr","Journal of synchrotron radiation","1600-5775","CCBY4",NA,"oai:bib-pubdb1.desy.de:408728","PUBDB-2018-03069","","","","1109.59","","","","","","","oai:bib-pubdb1.desy.de:408728"
"desy","2018","1134.78","10.1107/s205225251801120x",FALSE,"IUCr","IUCrJ","2052-2525","CCBY4",NA,"oai:bib-pubdb1.desy.de:408742","PUBDB-2018-03083","1134.78","","","","","","","","","","oai:bib-pubdb1.desy.de:408742"
"desy","2018","3850.00","10.1038/s41467-018-06156-7",FALSE,"Nature Publishing Group","Nature Communications","2041-1723","CCBY4",NA,"oai:bib-pubdb1.desy.de:408797","PUBDB-2018-03102","3850.00","","","","","","","","","","oai:bib-pubdb1.desy.de:408797"
"desy","2018","3850","10.1038/s41467-018-06743-8",FALSE,"Nature Publishing Group","Nature Communications","2041-1723","CCBY4",NA,"oai:bib-pubdb1.desy.de:410296","PUBDB-2018-03536","3850","","","","","","","","","","oai:bib-pubdb1.desy.de:410296"
"","","","","","","","","","","","","","","","","","","","","","",""
"desy","2018","1110.45","10.1107/s2052252518013696",FALSE,"Wiley","IUCrJ","2052-2525","CCBY4",NA,"oai:bib-pubdb1.desy.de:410431","PUBDB-2018-03613","1110.45","","","","","","","","","","oai:bib-pubdb1.desy.de:410431"
"","","","","","","","","","","","","","","","","","","","","","",""
