"Institution","period","euro","doi","journal_title","year of publication","document ID","is_hybrid"
"FU ",2017,1493.45,"10.1186/s41070-017-0018-9","Scientific Phone Apps and Mobile Devices. - 3 (2017), 6",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028346",FALSE
"FU ",2017,1923.04,"10.1186/s13054-017-1829-4","Critical Care (2017) 21:263",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028056",FALSE
"FU ",2017,1552.95,"10.1038/s41598-017-11965-9","Scientific Reports - 7 (2017), Arikel Nr. 12181",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028004",FALSE
"FU ",2017,743.32,"10.1128/genomeA.00967-17","Genome Announcements. - 5 (2017), 38, e00967-17",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027499",FALSE
"FU ",2017,745.05,"10.1128/genomeA.01151-17","Genome Announcements. - 5 (2017), 42, e01151-17",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_0000000028077",FALSE
"FU ",2017,1802.55,"10.1136/vetreco-2017-000229","Veterinary Record Open. - (2017), 4, e000229",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028040",FALSE
"FU ",2017,1663.90,"10.1109/ACCESS.2017.2749005","IEEE Access, vol. 5, no. , pp. 16793-16807, 2017",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_0000000027993",FALSE
"FU ",2017,1619.05,"10.3390/v9070173","Viruses 9 (2017), 7, Art. 173",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_0000000027626",FALSE
"FU ",2017,1681.32,"10.1016/j.dcn.2017.07.002","Developmental Cognitive Neuroscience. - 27 (2017) , S. 45-57",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028131",FALSE
"FU ",2017,307.02,"10.4236/jss.2017.59015","Open Journal of Social Sciences. - 5 (2017), 9, S. 209-225",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_0000000028038",FALSE
"FU ",2017,1780.83,"10.3389/fpsyg.2017.01324","Frontiers in Psychology - 8:1324",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_0000000027450",FALSE
"FU ",2017,1904.00,"10.1038/ncomms16115","Nature Communications. - 8 (2017), 16115",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_0000000027448",FALSE
"FU ",2017,1260.13,"10.3389/fcimb.2017.00184","Frontiers in Cellular and Infection Microbiology. - 7 (2017), 184",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_0000000027459",FALSE
"FU ",2017,1787.87,"10.3389/fcimb.2017.00324","Front. Cell. Infect. Microbiol. - 7 (2017), Artikel Nr. 324",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_0000000027404",FALSE
"FU ",2017,1787.87,"10.3389/fcimb.2017.00341","Frontiers in Cellular and Infection Microbiology 7 (2017) 7 Art. 341",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_0000000027522",FALSE
"FU ",2017,1552.95,"10.1038/s41598-017-07563-4","Scientific Reports. - 7 (2017), 7782",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_0000000028041",FALSE
"FU ",2017,200.00,NA,"s u b u r b a n : zeitschrift für kritische stadtforschung. - 5 (2017), 1/2",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027465",FALSE
"FU ",2017,1552.95,"10.1038/s41598-017-06968-5","Scientific Reports 7, Article number: 8942 (2017)",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027970",FALSE
"FU ",2017,1552.95,"10.1038/s41598-017-06458-8","Scientific Reports 7, Article number: 14550",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028447",FALSE
"FU ",2017,1428.00,"10.1242/bio.025445","Biology Open. - 6 (2017), 6, S. 810-817",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027405",FALSE
"FU ",2017,673.66,"10.1039/c6ra28654b","RSC Advances.- 7 (2017), S. 22121-22132",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027307",FALSE
"FU ",2017,1450.84,"10.5751/ES-09032-220313","Ecology and Society 22 (2017) 3 Art. 13",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027515",FALSE
"FU ",2017,416.50," 10.4172/2151-6200.1000269"," Arts and Social Sciences Journal : 2017, 8:3",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027337",FALSE
"FU ",2017,1662.67,"10.1371/journal.pone.0171039","PLoS ONE 12(2): e0171039",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027226",FALSE
"FU ",2017,1552.95,"10.1038/s41598-017-05775-2","Scientific Reports. - 7 (2017), Art.Nr. 5873",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027449",FALSE
"FU ",2017,1697.13,"10.1155/2017/2748192","Mediators of Inflammation : Vol. 2017",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027250",FALSE
"FU ",2017,533.75,"10.1016/j.dib.2017.04.006","Data in Brief : Vol. 12, June 2017, Pages 320–326",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027023",FALSE
"FU ",2017,1552.95,"10.1038/s41598-017-01594-7","Scientific Reports. - 7 (2017) , Artikel Nr. 1362",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026938",FALSE
"FU ",2017,843.73,"10.1128/genomeA.00294-17","Genome Announcements, May 2017, Vol. 5, No. 19",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027008",FALSE
"FU ",2017,843.73,"10.1128/genomeA.00293-17","Genome Announcements, May 2017, Vol. 5, No. 19",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024018",FALSE
"FU ",2017,1552.95," 10.1038/s41598-017-00670-2","Scientific Reports. - 7 (2017), Artikel Nr. 774",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027050",FALSE
"FU ",2017,1934.35,"10.1186/s12859-017-1565-4","BMC Bioinformatics. - 18 (2017), 1, Artikel Nr. 160",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027049",FALSE
"FU ",2017,1708.00,"10.1016/j.vas.2017.04.001","Veterinary and Animal Science : Vol. 3, June 2017, Pages 10–17",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027051",FALSE
"FU ",2017,1693.83,"10.3390/molecules22010017","Molecules. - 22 (2017), 1, Artikel Nr. 17",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026887",FALSE
"FU ",2017,1856.40," 10.1088/1367-2630/aa631a","New Journal of Physics. - 19 (2017), 033027",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026968",FALSE
"FU ",2017,1983.73,"10.1002/psp4.12197"," CPT: Pharmacometrics & Systems Pharmacology. - (2017)",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027121",FALSE
"FU ",2017,1552.95,"10.1038/srep45315","Scientific Reports. - 7 (2017), 45315",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026749",FALSE
"FU ",2017,552.39,"10.3389/fpsyg.2017.00366","Frontiers in Psychology - 8:366",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026818",FALSE
"FU ",2017,1552.95,"10.1038/s41598-017-01497-7","Scientific Reports. - 7 (2017), Artikel Nr. 1385",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026973",FALSE
"FU ",2017,1809.31,"10.3389/fcell.2017.00011","Frontiers in Cell and Developmental Biology - Volume 5, Article 11",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026770",FALSE
"FU ",2017,1557.01,"10.3390/w9030231","Water 2017, 9(3), 231",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026769",FALSE
"FU ",2017,613.09,"10.4202/app.00263.2016","Acta Palaeontologica Polonica. - 62 (2017), 1, S. 59-96",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025321",FALSE
"FU ",2017,1859.70,"10.1136/vetreco-2016-000194","Veterinary record open. - 4 (2017), 1, Artikel Nr. e000194",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026975",FALSE
"FU ",2017,1190.00,"10.1080/14686996.2017.1286222","Science and Technology of Advanced Materials. - 18 (2017), 1, S. 180-186",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026701",FALSE
"FU ",2017,1649.41,"10.1371/journal.pone.0174062","PLoS ONE. - 12 (2017), 4, Artikel Nr. e0174062",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026976",FALSE
"FU ",2017,1649.41,"10.1371/journal.pone.0172829","PLoS ONE 12 (2017), 3, e0172829",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026771",FALSE
"FU ",2017,1985.91,"10.3389/fcimb.2017.00080","Front. Cell. Infect. Microbiol. - 7 (2017), Artikel Nr. 80",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026935",FALSE
"FU ",2017,642.60,"10.5194/gi-6-93-2017","Geosci. Instrum. Method. Data Syst. : 6, 93-101, 2017",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026514",FALSE
"FU ",2017,1456.56,"10.1002/ece3.2757","Ecology and Evolution. - 7 (2017), 4, 1181-1189",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024389",FALSE
"FU ",2017,1985.91,"10.1080/23311886.2017.1283738","Cogent Social Sciences. - 3 (2017),Artikel Nr. 1283738",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026977",FALSE
"FU",2017,1699.62,"10.5334/ijic.3068","International Journal of Integrated Care. - 18 (2018); 1, Artikel Nr. 5",2018,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028815",FALSE
"FU",2017,1552.95,"10.1038/s41598-017-18803-y","Scientific Reports 8 (2018), Artikel Nr. 768",2018,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028923",FALSE
"FU",2017,1552.95,"10.1038/s41598-017-16848-7","Scientific Reports 7 (2017), Artikel Nr. 16659",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028832",FALSE
"FU",2017,864.46,"10.3390/min8010012","Minerals 8 (2018), 1, Art. 12",2018,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028736",FALSE
"FU",2017,1982.54,"10.1093/nar/gkx535","Nucleic Acids Research 45 (2017), 13, S. 7922–7937",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027901",FALSE
"FU",2017,1552.95,"10.1038/s41598-017-17978-8","Scientific Reports 7 (2017), Artikel Nr. 17818",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028722",FALSE
"FU",2017,1552.95,"10.1038/s41598-017-18638-7","Scientific Reports. - 8 (2018), Article Nr. 209",2018,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028665",FALSE
"FU",2017,297.35,NA,"Biota Neotropica",2018,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000029278",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0189302","PLoS ONE 12 (2017), 12, e0189302",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028794",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0185733","PLoS ONE. - 12 (2017), 10, e0185733",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028408",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0187776","PLoS ONE 12 (11): e0187776",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028485",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0188248","PLoS ONE 12 (2017), 11, e0188248",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028646",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0188138","PLoS ONE 12 (2017), 11, e0188138",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028647",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0188251","PLoS ONE 12 (2017), 11, e0188251",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028648",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0188626","PLoS ONE 12(12): e0188626",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028688",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0191660","PLoS ONE 13 (2018), 1, e0191660",2018,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028958",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0175227","PLoS ONE. - 12 (2017), 4, e0175227",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026814",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0179588","PLoS ONE. - 12 (2017), 6, Artikel Nr. e0179588",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027344",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0177150","PLoS ONE : 12(6)",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027186",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0187363","PLoS ONE12(11): e0187363",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028389",FALSE
"FU",2017,1457.75,"10.1371/journal.pone.0184889","PLoS ONE. - 12 (2017), 9, e0184889",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027979",FALSE
"FU",2017,1754.73,"10.3389/fpls.2018.00048","Frontiers in Plant Science | Plant Breeding 9 (2018), Art. 48",2018,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028947",FALSE
"FU",2017,1754.73,"10.3389/fgene.2017.00222","Frontiers in Genetics - Nutrigenomics 8 (2017), Art. 222",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027261",FALSE
"FU",2017,1754.73,"10.3389/fnins.2017.00504","Frontiers in Neuroscience. - 11 (2017), Art. 504",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028130",FALSE
"FU",2017,1754.73,"10.3389/fpls.2017.01530","Frontiers in Plant Science. - 8 (2017), Art. 1530",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026994",FALSE
"FU",2017,1754.73,"10.3389/fnhum.2017.00223","Front. Hum. Neurosci. - 11 (2017), Artikel Nr. 223",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027132",FALSE
"FU",2017,1754.73,"10.3389/fcell.2017.00032","Frontiers in Cell and Developmental Biology. - 5 (2017), 22",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026831",FALSE
"FU",2017,1754.73,"10.3389/fphys.2017.00579","Frontiers in Physiology. - 8 (2017), Artikel Nr. 579",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027143",FALSE
"FU",2017,1754.73,"10.3389/fpsyg.2017.01981","Frontiers in Psychology 8 (2017), Art. 1981",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028655",FALSE
"FU",2017,1754.73,"10.3389/fcimb.2017.00144","Frontiers in Cellular and Infection Microbiology. - 7 (2017), Art. 144",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027131",FALSE
"FU",2017,1754.73,"10.3389/fpls.2017.00607","Frontiers in Plant Science. - 8 (2017), 607",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026962",FALSE
"FU",2017,1754.73,"10.3389/fnhum.2017.00576","Frontiers in Human Neuroscience 11 (2017), Art. 576",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028720",FALSE
"FU",2017,1754.73,"10.3389/fpsyg.2017.00343","Front. Psychol. - 8 (2017), Artikel Nr. 343",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026948",FALSE
"FU",2017,1754.73,"10.3389/fnins.2017.00323","Frontiers in Neuroscience. - 11 (2017), Art. 323",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027133",FALSE
"FU",2017,1754.73,"10.3389/fnhum.2018.00012","Frontiers in Human Neuroscience 12 (2018), Art. 12",2018,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028762",FALSE
"FU",2017,1754.73,"10.3389/fmicb.2017.02543","Frontiers in Microbiology 8 (2017), Art. 2543",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000028757",FALSE
"FU",2017,1754.73,"10.3389/fpls.2017.01650","Frontiers in Plant Science-Plant Physiology. - (2017)",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027259",FALSE
"FU",2017,1754.73,"10.3389/fimmu.2017.00565","Front. Immunol. - 8 (2017), Artikel Nr. 565",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027134",FALSE
"FU",2017,1754.73,"10.3389/fcimb.2017.00183","Front. Cell. Infect. Microbiol. - 7 (2017), Artikel Nr. 183",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000026995",FALSE
"FU",2017,1754.73,"10.3389/fnsys.2017.00063","Frontiers in Systems Neuroscience. - 11 (2017), Artikel Nr. 63",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027144",FALSE
"FU",2017,1754.73,"10.3389/fcimb.2017.00283","Frontiers in Cellular and Infection Microbiology. - 7 (2017), Artikel Nr. 283",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027145",FALSE
"FU",2017,1065.02,"10.3389/fcimb.2017.00261","Front. Cell. Infect. Microbiol. - 7 (2017), Artikel Nr. 261",2017,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000027141",FALSE
"FU",2017,1990.03,"10.3390/rs10020257","Remote Sensing 10 (2018), 2",2018,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000029060",FALSE
"FU",2017,557.00,"10.3390/a11020019","Algorithms 11 (2018), 2",2018,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000029058",FALSE
