Publisher;Request Type;Year of APC Payment;Journal Title;Journal Type is_hybrid (TRUE/FALSE);Instituation ;Article Status;DOI;Submitted to Open APC 
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.5185;Yes - 3rd submission
Wiley;Agreement;2021;The Muslim World;WAHR;Qatar National Library Consortium;Accepted;10.1111/muwo.12403;Yes - 3rd submission
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Accepted;10.1002/ccr3.5138;Yes - 3rd submission
Wiley;Agreement;2021;Plant Direct;FALSCH;Qatar National Library Consortium;Published;https://doi.org/10.1002/pld3.369;Yes - 3rd submission
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.6172;Yes - 3rd submission
Wiley;Agreement;2021;Journal of Cellular and Molecular Medicine;FALSCH;Qatar National Library Consortium;Published;https://doi.org/10.1111/jcmm.17137;Yes - 3rd submission
Wiley;Agreement;2021;Respirology Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/rcr2.905;Yes - 3rd submission
Wiley;Agreement;2021;Asia-Pacific Psychiatry;FALSCH;Qatar National Library Consortium;Published;10.1111/appy.12496;Yes - 3rd submission
Wiley;Agreement;2021;Energy Science & Engineering;FALSCH;Qatar National Library Consortium;Published;https://doi.org/10.1002/ese3.1130;Yes - 3rd submission
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;https://doi.org/10.1002/ccr3.5473;Yes - 3rd submission
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;https://doi.org/10.1002/ccr3.5968;Yes - 3rd submission
Wiley;Agreement;2021;Journal of Clinical Pharmacy and Therapeutics;FALSCH;Qatar National Library Consortium;Accepted;10.1111/jcpt.13543;Yes - 3rd submission
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;  https://doi.org/10.1002/ccr3.6080;Yes - 3rd submission
Wiley;Agreement;2021;ChemistryOpen;FALSCH;Qatar National Library Consortium;Published;10.1002/open.202100237;Yes - 3rd submission
Wiley;Agreement;2021;Journal of the American College of Emergency Physicians Open;FALSCH;Qatar National Library Consortium;Published;10.1002/emp2.12612;Yes - 3rd submission
Wiley;Agreement;2021;Journal of Food Processing and Preservation;FALSCH;Qatar National Library Consortium;Published;10.1111/jfpp.16352;Yes - 3rd submission
Wiley;Agreement;2021;IET Intelligent Transport Systems;FALSCH;Qatar National Library Consortium;Published;10.1049/itr2.12171;Yes - 3rd submission
Wiley;Agreement;2021;Human Mutation;WAHR;Qatar National Library Consortium;Published;10.1002/humu.24336;Yes - 3rd submission
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Accepted;10.1002/ccr3.5426;Yes - 3rd submission
Wiley;Agreement;2021;Health Science Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/hsr2.525;Yes - 3rd submission
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.5467;Yes - 3rd submission
Wiley;Agreement;2021;Health Science Reports;FALSCH;Qatar National Library Consortium;Accepted;10.1002/hsr2.450;Yes - 3rd submission
Wiley;Agreement;2022;IET POWER ELECTRONICS;FALSCH;Qatar National Library Consortium;Accepted;10.1049/pel2.12279;Yes - 3rd submission
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Accepted;10.1002/ccr3.5470;Yes - 3rd submission
Wiley;Agreement;2021;IET Power Electronics;FALSCH;Qatar National Library Consortium;Accepted;10.1049/pel2.12266;Yes - 3rd submission
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.5197;Yes - 3rd submission
Wiley;Agreement;2021;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.5549;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Accepted;10.1002/ccr3.5514;Yes - 3rd submission
Wiley;Agreement;2022;Dental Traumatology;FALSCH;Qatar National Library Consortium;Published;10.1111/edt.12754;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.5626;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.5591;Yes - 3rd submission
Wiley;Agreement;2022;Energy Science & Engineering;FALSCH;Qatar National Library Consortium;Accepted;10.1002/ese3.1156;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;https://doi.org/10.1002/ccr3.6076;Yes - 3rd submission
Wiley;Agreement;2022;Political Psychology;FALSCH;Qatar National Library Consortium;Accepted;10.1111/pops.12834;Yes - 3rd submission
Wiley;Agreement;2022;Health Science Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/hsr2.692;Yes - 3rd submission
Wiley;Agreement;2022;Journal of Applied Clinical Medical Physics;FALSCH;Qatar National Library Consortium;Published;10.1002/acm2.13620;Yes - 3rd submission
Wiley;Agreement;2022;European Journal of Dental Education;FALSCH;Qatar National Library Consortium;Published;10.1111/eje.12807;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.5852;Yes - 3rd submission
Wiley;Agreement;2022;Clinical and Experimental Dental Research;FALSCH;Qatar National Library Consortium;Accepted;CRE2.20210307.R1;Yes - 3rd submission
Wiley;Agreement;2022;Health Science Reports;FALSCH;Qatar National Library Consortium;Accepted;10.1002/hsr2.844;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.5934;Yes - 3rd submission
Wiley;Agreement;2022;The International Journal of Medical Robotics and Computer Assisted Surgery;FALSCH;Qatar National Library Consortium;Published;10.1002/rcs.2414;Yes - 3rd submission
Wiley;Agreement;2022;Journal of Cardiac Surgery;FALSCH;Qatar National Library Consortium;Published;10.1111/jocs.16582;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;WAHR;Qatar National Library Consortium;Published;10.1002/ccr3.5021;Yes - 3rd submission
Wiley;Agreement;2022;Creativity and Innovation Management;FALSCH;Qatar National Library Consortium;Accepted;10.1111/caim.12502;Yes - 3rd submission
Wiley;Agreement;2022;European Journal of Clinical Investigation;FALSCH;Qatar National Library Consortium;Published;10.1111/eci.13803;Yes - 3rd submission
Wiley;Agreement;2022;Health Science Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/hsr2.803;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.6031;Yes - 3rd submission
Wiley;Agreement;2022;Brain and Behavior;FALSCH;Qatar National Library Consortium;Published;10.1002/brb3.2617;Yes - 3rd submission
Wiley;Agreement;2022;European Journal of Dental Education;WAHR;Qatar National Library Consortium;Accepted;10.1111/eje.12820;Yes - 3rd submission
Wiley;Agreement;2022;Cancer Communications;FALSCH;Qatar National Library Consortium;Published;10.1002/cac2.12295;Yes - 3rd submission
Wiley;Agreement;2022;International Endodontic Journal;FALSCH;Qatar National Library Consortium;Accepted;10.1111/iej.13741;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;https://doi.org/10.1002/ccr3.6189;Yes - 3rd submission
Wiley;Agreement;2022;International Transactions in Operational Research;FALSCH;Qatar National Library Consortium;Published;10.1111/itor.13160;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;10.1002/ccr3.5932;Yes - 3rd submission
Wiley;Agreement;2022;Clinical Case Reports;FALSCH;Qatar National Library Consortium;Published;  https://doi.org/10.1002/ccr3.6194;Yes - 3rd submission
Wiley;Agreement;2022;Fatigue & Fracture of Engineering Materials & Structures;FALSCH;Qatar National Library Consortium;Published;https://doi.org/10.1002/ccr3.6194;Yes - 3rd submission
Wiley;Agreement;2022;AIChE Journal;FALSCH;Qatar National Library Consortium;Published;10.1002/aic.17793;Yes - 3rd submission
Wiley;Agreement;2022;Greenhouse Gases: Science and Technology;FALSCH;Qatar National Library Consortium;Published;10.1002/ghg.2161;Yes - 3rd submission
Wiley;Agreement;2022;Journal of Social Issues;FALSCH;Qatar National Library Consortium;Published;10.1111/josi.12523;Yes - 3rd submission
Wiley;Agreement;2022;Creativity and Innovation Management;FALSCH;Qatar National Library Consortium;Accepted;10.1111/caim.12511;Yes - 3rd submission
Wiley;Agreement;2022;Journal of Nursing Management;FALSCH;Qatar National Library Consortium;Published;10.1111/jonm.13722;Yes - 3rd submission
Wiley;Agreement;2022;Artificial Organs;WAHR;Qatar National Library Consortium;Published;10.1111/aor.14318;Yes - 3rd submission
Wiley;Agreement;2022;Journal of Software: Evolution and Process;FALSCH;Qatar National Library Consortium;Accepted;10.1002/smr.2485;Yes - 3rd submission
Wiley;Agreement;2022;The Political Quarterly;FALSCH;Qatar National Library Consortium;Accepted;10.1111/1467-923X.13154;Yes - 3rd submission
Wiley;Agreement;2022;Energy Science & Engineering;FALSCH;Qatar National Library Consortium;Accepted;10.1002/ese3.1240;Yes - 3rd submission
Wiley;Agreement;2022;Hydrological Processes;WAHR;Qatar National Library Consortium;Published;10.1002/hyp.14645;Yes - 3rd submission
Wiley;Agreement;2022;Polymer Composites;WAHR;Qatar National Library Consortium;Published;10.1002/pc.26948;Yes - 3rd submission
Wiley;Agreement;2022;Computer-Aided Civil and Infrastructure Engineering;WAHR;Qatar National Library Consortium;Accepted;10.1111/mice.12898;Yes - 3rd submission
Wiley;Agreement;2022;Health Promotion Journal of Australia;WAHR;Qatar National Library Consortium;Accepted;10.1002/hpja.642;Yes - 3rd submission
Wiley;Agreement;2022;Dental Traumatology;WAHR;Qatar National Library Consortium;Accepted;10.1111/edt.12779;Yes - 3rd submission
Wiley;Agreement;2022;Energy Science & Engineering;FALSCH;Qatar National Library Consortium;Accepted;10.1002/ese3.1274;Yes - 3rd submission
Wiley;Agreement;2022;Journal of Applied Polymer Science;WAHR;Qatar National Library Consortium;Published;10.1002/app.53081;Yes - 3rd submission
Wiley;Agreement;2022;International Journal of Energy Research;WAHR;Qatar National Library Consortium;Accepted;10.1002/er.8696;Yes - 3rd submission
Wiley;Agreement;2022;Journal of Dental Education;WAHR;Qatar National Library Consortium;Published;10.1002/jdd.13092;Yes - 3rd submission
Wiley;Agreement;2022;The Canadian Journal of Chemical Engineering;WAHR;Qatar National Library Consortium;Accepted;10.1002/cjce.24640;Yes - 3rd submission
Wiley;Agreement;2022;Energy Technology;WAHR;Qatar National Library Consortium;Accepted;10.1002/ente.202200498;Yes - 3rd submission
