period;tatsächliche Gesamtkosten;doi;url;is_hybrid;publisher;journal_full_title;issn.1;;Date
2021;1692,86;10.2967/jnumed.120.260646 ;;false;Society of Nuclear Medicine and Molecular Imaging ;Journal of Nuclear Medicine;2159-662X;;May 21
2021;1471,57;10.3389/fendo.2021.662243;;false;Frontiers;Frontiers in Endocrinology;1664-2392;;May 21
2021;1975,45; 10.3389/fendo.2021.680964;;false;Frontiers;Frontiers in Endocrinology;1664-2392;;May 21
2021;1975,45;10.3389/fped.2021.659608;;false;Frontiers;Frontiers in Pediatrics;2296-2360;;Jun 21
2021;1255,82;10.1021/acsomega.1c01570;;false;ACS;ACS Omega;2470-1343;;Jun 21
2021;1110,6;10.3390/ijerph18094540;;false;MDPI;ijerph;1660-4601 ;;Apr 21
2021;1352,03;10.3390/pathogens10060658;;false;MDPI;Pathogens;2076-0817;;May 21
2021;1754,48;10.1371/journal.pone.0252828;;false;Plos;PloS ONE ;1932-6203;;Jun 21
2021;1263,76;10.3389/pore.2021.636088;;false;Frontiers;Pathology and Oncology Research;1532-2807;;Mar 21
2021;1738,33;10.3390/jmse9060647;;false;MDPI;jmse;2077-1312;;Jun 21
2021;2038,77;10.3390/cancers13112548;;false;MDPI;Cancers;2072-6694;;May 21
2021;1931,47;10.3390/cells10061471;;false;MDPI;Cells;2073-4409;;Jun 21
2021;1545,18;10.3390/life11060560;;false;MDPI;Life;2075-1729;;Jun 21
2021;1931,47;10.3390/ijms22126300;;false;MDPI;ijms;1422-0067 ;;Jun 21
2021;1286,62;10.1021/acsomega.1c01994;;false;American Chemical Society;ACS Omega;2470-1343;;Jun 21
2021;1071,4;10.3389/fbloc.2021.627641;;false;Frontiers;Frontiers in Blockchain;2624-7852;;May 21
2021;2026,78;10.3389/fsurg.2021.684088;;false;Frontiers;Frontiers in Surgery;2296-875X;;May 21
2021;1767,43;10.3389/fspor.2021.664640;;false;Frontiers;Frontiers in Sports and Active Living;2624-9367;;Jun 21
2021;2026,78;10.3389/fevo.2021.638754;;false;Frontiers;Frontiers in Ecology and Evolution;2296-701X;;Jun 21
2021;2026,78;10.3389/fimmu.2021.684424;;false;Frontiers;Frontiers in Immunology;1664-3224;;May 21
2021;2026,78;10.3389/fncel.2021.689268;;false;Frontiers;Frontiers in Cellular Neuroscience;1662-5102;;Jun 21
2021;2026,78;10.3389/fimmu.2021.708523;;false;Frontiers;Frontiers in Immunology;1664-3224;;Jun 21
2021;1931,47;10.3390/cancers13133108;;false;MDPI;Cancers;2072-6694;;Jun 21
2021;1502,26;10.3390/ma14133472;;false;MDPI;Materials;1996-1944;;Jun 21
2021;965,73;10.3390/automation2030005;;false;MDPI;Automation;2673-4052 ;;Jun 21
2021;1834,9;10.3390/su13137113;;false;MDPI;Sustainability;2071-1050 ;;Jun 21
2021;1931,18;10.1187/cbe.20-06-0131;;false;ascb;CBE Life Sciences Education ;1536-7509;;Jun 21
2021;1974,39;10.3390/ijerph18116044;;false;MDPI;ijerph;1660-4601 ;;Jun 21
2021;1249,5;10.1016/j.ensci.2021.100350;;false;Elsevier;eNeurologicalSci ;2405-6502;;Jun 21
2021;1931,47;10.3390/vaccines9070738;;false;MDPI;vaccines;2076-393X;;Jul 21
2021;1738,33;10.3390/brainsci11070907;;false;MDPI;Brain Sciences ;2076-3425 ;;Jul 21
2021;1999,2;10.1016/j.matdes.2021.109946;;false;Elsevier;Materials & Design;0264-1275;;Jul 21
2021;2041,04;10.3389/fmicb.2021.692395;;false;Frontiers;Frontiers in Microbiology;1664-302X;;Jul 21
2021;1931,47;10.3390/ijms22147431;;false;MDPI;ijms;1422-0067 ;;Jul 21
2021;1352,03;10.3390/educsci11080367;;false;MDPI;education;2227-7102 ;;Jul 21
2021;1888,54;10.3390/v13071386;;false;MDPI;Viruses;1999-4915 ;;Jul 21
2021;1931,47;10.3390/biomedicines9080869;;false;MDPI;Biomedicines;2227-9059 ;;Jul 21
2021;1738,33;10.3390/ph14080720;;false;MDPI;pharmaceuticals;1424-8247 ;;Jul 21
2021;1545,18;10.3390/life11080748;;false;MDPI;life;2075-1729;;Jul 21
2021;751,13;10.3390/mti5080041;;false;MDPI;mit;2414-4088 ;;Jul 21
2021;1931,47;10.3390/ijms22157835;;false;MDPI;ijms;1422-0067 ;;Jul 21
2021;;10.1016/j.matdes.2021.109976;;false;Elsevier;Materials & Design;0264-1275;;Jul 21
2021;1770,52;10.3390/cancers13153770;;false;MDPI;Cancers;2072-6694;;Jul 21
2021;1770,52;10.3390/cancers13153748;;false;MDPI;Cancers;2072-6694;;Jul 21
2021;1796,14;10.1109/OJITS.2021.3093712;;false;IEEE;IEEE Open Journal of Intelligent Transportation Systems;2687-7813;;Jun 21
2021;1943,3;10.1177/17562864211033521;;false;Sage;Therapeutic Advances in Neurological Disorders;1756-2864;;Jun 21
2021;2041,04;10.3389/fnhum.2021.688170;;false;Frontiers;Frontiers in Human Neuroscience;1662-5161;;Jul 21
2021;2041,04;10.3389/fonc.2021.672500;;false;Frontiers;Frontiers in Oncology;2234-943X;;Jul 21
2021;2041,04;10.3389/fimmu.2021.669787;;false;Frontiers;Frontiers in Immunology;1664-3224;;Jul 21
2021;1800,97;10.1371/journal.pone.0255540;;false;Plos;PloS ONE ;1932-6203;;Aug 21
2021;1824,16;10.3390/ijerph18168245;;false;MDPI;ijerph;1660-4601 ;;Aug 21
2021;1394,95;10.3390/diagnostics11081439;;false;MDPI;Diagnostics;2075-4418 ;;Aug 21
2021;1287,65;10.3390/s21165389;;false;MDPI;Sensors;1424-8220 ;;Aug 21
2021;1985,12;10.3390/cancers13164033;;false;MDPI;Cancers;2072-6694;;Aug 21
2021;1819,27;10.1109/ACCESS.2021.3050043;;false;IEEE;IEEE Access;2169-3536;;Jan 21
2021;2066,25;10.2196/27436;;false;JMIR Publications;JMIR Formative Research;2561-326X;;Jul 21
2021;2047,12;10.3389/fonc.2021.725549;;false;Frontiers;Frontiers in Oncology;2234-943X;;Aug 21
2021;2074,12;10.3389/fimmu.2021.722027;;false;Frontiers;Frontiers in Immunology;1664-3224;;Aug 21
2021;1943,75;10.1177/17562864211035657;;false;Sage;Therapeutic Advances in Neurological Disorders;1756-2864;;Aug 21
2021;1931,47;10.3390/v13081610;;false;MDPI;Viruses;1999-4915 ;;Aug 21
2021;1888,54;10.3390/nano11082095;;false;MDPI;Nanomaterials;2079-4991 ;;Aug 21
2021;1758,11;10.1371/journal.pone.0250629;;false;Plos;PloS ONE ;1932-6203;;Apr 21
2021;2026,78;10.3389/fped.2021.682496;;false;Frontiers;Frontiers in Pediatrics;2296-2360;;Aug 21
2021;1931,47;10.3390/ijms22137064;;false;MDPI;International Journal of Molecular Sciences (ijms);1422-0067;;Jun 21
2021;1239,84;10.1037/tmb0000040;;false;APA;Technology, Mind, and Behavior;2689-0208;;Aug 21
2021;2041,04;10.3389/fcvm.2021.683522;;false;Frontiers;Frontiers in Cardiovascular Medicine;2297-055X;;Jul 21
2021;1500;10.36900/suburban.v9i3/4.654;;false;sub\urban;s u b \ u r b a n. zeitschrift für kritische stadtforschung;2197-2567;;Nov 21
2021;1888,54;10.3390/cancers13164187;;false;MDPI;Cancers;2072-6694 ;;Aug 21
2021;1758,11;10.1371/journal.pone.0255786;;false;Plos;PloS ONE ;1932-6203;;Aug 21
2021;1931,47;10.3390/biomedicines9081064;;false;MDPI;Biomedicines;2227-9059 ;;Aug 21
2021;1201,8;10.3390/children8090721;;false;MDPI;Children;2227-9067;;Aug 21
2021;1810,32;10.1371/journal.pone.0256569;;false;Plos;PloS ONE ;1932-6203;;Aug 21
2021;1725;10.1007/s40120-021-00269-w;;false;SpringerHealthcare;Neurology and Therapy;2193-6536;;Aug 21
2021;965,73;10.3390/electronics10172053;;false;MDPI;Electronics;2079-9292;;Aug 21
2021;1448,6;10.3390/medicina57090888;;false;MDPI;Medicina;1648-9144 ;;Aug 21
2021;2000;10.1126/sciadv.abg7595;;false;AAAS;Science Advances;2375-2548;;May 21
2021;1931,47;10.3390/ma14174892;;false;MDPI;Materials;1996-1944;;Aug 21
2021;1502,26;10.3390/diagnostics11091542;;false;MDPI;Diagnostics;2075-4418;;Aug 21
2021;1880,2;10.1016/j.ctim.2021.102757;;false;Elsevier;Complementary Therapies in Medicine;0965-2299;;Jul 21
2021;1338,6;10.1016/j.plabm.2021.e00250;;false;Elsevier;Practical Laboratory Medicine;2352-5517;;Jul 21
2021;1738,33;10.3390/jpm11090870;;false;MDPI;Journal of Personalized Medicine (jpm);2075-4426;;Aug 21
2021;1243,42;10.1037/tmb0000045;;false;APA;Technology, Mind, and Behavior;2689-0208;;Nov 21
2021;1824,16;10.3390/cancers13174478;;false;MDPI;Cancers;2072-6694;;Sep 21
2021;1931,47;10.3390/app11188289;;false;MDPI;Applied Sciences;2076-3417;;Sep 21
2021;313,54;10.1177/0192513X19886638;;yes;Sage;Journal of Family Issues;1552-5481;;Nov 21
2021;1738,33;10.3390/brainsci11091184;;false;MDPI;Brain Sciences;2076-3425;;Sep 21
2021;2055,61;10.3389/fpsyt.2021.718669;;false;Frontiers;Frontiers in Psychiatry;1664-0640;;Sep 21
2021;902,27;10.3389/fcomm.2021.624643;;false;Frontiers;Frontiers in Communication ;2297-900X;;Nov 21
2021;1948,23;10.3389/fimmu.2021.694843;;false;Frontiers;Frontiers in Immunology;1664-3224;;Sep 21
2021;1545,18;10.3390/children8090805;;false;MDPI;Children;2227-9067;;Sep 21
2021;1394,95;10.3390/diagnostics11091688;;false;MDPI;Diagnostics;2075-4418;;Sep 21
2021;1738,33;10.3390/brainsci11091244;;false;MDPI;Brain Sciences ;2076-3425;;Sep 21
2021;445,8;10.1590/1676-0611-BN-2021-1214;;false;Universidade Federal de Sao Paulo;Biota Neotropica;1676-0611 ;;Oct 21
2021;1716,86;10.3390/v13101914;;false;MDPI;Viruses;1999-4915;;Sep 21
2021;1652,48;10.3390/cancers13194817;;false;MDPI;Cancers;2072-6694;;Sep 21
2021;1545,18;10.3390/diagnostics11101809;;false;MDPI;Diagnostics;2075-4418;;Sep 21
2021;523,6;10.1016/j.softx.2021.100809;;false;Elsevier;SoftwareX;2352-7110;;Oct 21
2021;1312,45;10.1177/10732748211033497;;false;Sage;Cancer Control;1073-2748;;Sep 21
2021;1062,31;10.3390/cancers13184637;;false;MDPI;Cancers;2072-6694;;Sep 21
2021;1785;10.1016/j.heliyon.2021.e07828;;false;Elsevier;Heliyon;2405-8440;;Aug 21
2021;1545,18;10.3390/children8100891;;false;MDPI;Children;2227-9067;;Oct 21
2021;1931,47;10.3390/ijms222010957;;false;MDPI;International Journal of Molecular Sciences (ijms);1422-0067 ;;Oct 21
2021;2075,58;10.3389/fgene.2021.733606;;false;Frontiers;Frontiers in Genetics;1664-8021;;Sep 21
2021;2075,58;10.3389/fonc.2021.741993;;false;Frontiers;Frontiers in Oncology;2234-943X;;Sep 21
2021;2075,58;10.3389/fped.2021.747743;;false;Frontiers;Frontiers in Pediatrics;2296-2360;;Sep 21
2021;2075,58;10.3389/fimmu.2021.746171;;false;Frontiers;Frontiers in Immunology;1664-3224;;Sep 21
2021;2075,58;10.3389/fendo.2021.718418 ;;false;Frontiers;Frontiers in Endocrinology;1664-2392;;Sep 21
2021;2075,58;10.3389/fendo.2021.732190;;false;Frontiers;Frontiers in Endocrinology;1664-2392;;Oct 21
2021;2075,58;10.3389/fneur.2021.733035;;false;Frontiers;Frontiers in Neurology;1664-2295;;Oct 21
2021;2075,58;10.3389/fpsyt.2021.732759;;false;Frontiers;Frontiers in Psychiatry;1664-0640;;Oct 21
2021;1762,38;10.3389/fped.2021.723928;;false;Frontiers;Frontiers in Pediatrics;2296-2360;;Oct 21
2021;773,5;10.22495/cocv19i1art9;;false;Virtus Interpress;Corporate Ownership & Control”;1810-3057;;Oct 21
2021;1960,99;10.1177/17562864211054962;;false;Sage;Therapeutic Advances in Neurological Disorders;1756-2864;;Nov 21
2021;1545,18;10.3390/math9202592;;false;MDPI;Mathematics;2227-7390;;Oct 21
2021;1960,99;10.1177/17562864211055694;;false;Sage;Therapeutic Advances in Neurological Disorders;1756-2864;;Nov 21
2021;1877,82;10.3390/cancers13205122;;false;MDPI;Cancers;2072-6694;;Oct 21
2021;1888,54;10.3390/cancers13215293;;false;MDPI;Cancers;2072-6694;;Oct 21
2021;1888,54;10.3390/v13112126;;false;MDPI;Viruses;1999-4915;;Oct 21
2021;2215,2;10.1177/03000605211049649;;false;Sage;Journal of International Medical Research;1473-2300;;Nov 21
2021;1502,26;10.3390/catal11111312;;false;MDPI;Catalysts;2073-4344;;Oct 21
2021;1921,35;10.1177/17562864211057639;;false;Sage;Therapeutic Advances in Neurological Disorders;1756-2856;;Nov 21
2021;1931,47;10.3390/cells10113040;;false;MDPI;Cells;2073-4409;;Nov 21
2021;0;10.1103/PhysRevResearch.3.L042022;;false;American Physical Society;Physical Review Research;2643-1564;;Nov 21
2021;1824,16;10.3390/ijerph182211752;;false;MDPI;International Journal of Environmental Research and Public Health (ijerph);1660-4601;;Nov 21
2021;1596,43;10.1017/fms.2021.72;;false;Cambridge University Press;Forum of Mathematics, Sigma;2050-5094;;Dec 21
2021;2124,49;10.3389/fonc.2021.752037;;false;Frontiers;Frontiers in Oncology;2234-943X;;Oct 21
2021;2124,49;10.3389/fonc.2021.765608;;false;Frontiers ;Frontiers in Oncology;2234-943X;;Oct 21
2021;2124,49;10.3389/fpsyt.2021.768132;;false;Frontiers;Frontiers in Psychiatry;1664-0640;;Nov 21
2021;928,12;10.3389/feduc.2021.732587;;false;Frontiers;Frontiers in Education;2504-284X;;Nov 21
2021;2124,49;10.3389/fonc.2021.721067;;false;Frontiers;Frontiers in Oncology;2234-943X;;Oct 21
2021;2124,49;10.3389/fimmu.2021.766534;;false;Frontiers;Frontiers in Immunology;1664-3224;;Oct 21
2021;1803,9;10.3389/fnins.2021.774950;;false;Frontiers;Frontiers in Neuroscience;1662-453X ;;Nov 21
2021;2124,49;10.3389/fped.2021.651323;;false;Frontiers;Frontiers in Pediatrics;2296-2360;;Nov 21
2021;2124,49;10.3389/fcimb.2021.747816;;false;Frontiers;Frontiers in Cellular and Infection Microbiology;2235-2988;;Nov 21
2021;1931,47;10.3390/ma14226841;;false;MDPI;Materials;1996-1944;;Nov 21
2021;1652,48;10.3390/jcm10215017;;false;MDPI;Journal of Clinical Medicine (jcm);2077-0383;;Oct 21
2021;1931,47;10.3390/ijms222212436;;false;MDPI;International Journal of Molecular Sciences;1422-0067 ;;Nov 21
2021;1545,18;10.3390/healthcare9121616;;false;MDPI;healthcare;2227-9032;;Nov 21
2021;1931,47;10.3390/cells10123318;;false;MDPI;Cells;2073-4409;;Nov 21
2021;1834,9;10.3390/su132313268;;false;MDPI;Sustainability;2071-1050;;Nov 21
2021;1148,35;10.1016/j.mlwa.2021.100220;;false;Elsevier;"Machine Learning with
Applications";2666-8270;;Nov 21
2021;1888,54;10.3390/cancers13236023;;false;MDPI;Cancers;2072-6694;;Nov 21
2021;1017,45;10.1016/j.ijedro.2021.100099;;false;Elsevier;International Journal of Educational Research;2666-3740;;Dec 21
2021;1448,6;10.3390/medicina57121331;;false;MDPI;medicina;1648-9144 ;;Dec 21
2021;1904;10.3390/jcm10215070;;false;MDPI;Journal of Clinical Medicine;2077-0383;;Oct 21
2021;1062,3;10.3390/jcm10235684;;false;MDPI;Journal of Clinical Medicine (jcm);2077-0383;;Dec 21
2021;1850,99;10.3390/ijerph182413014;;false;MDPI;International Journal of Environmental Research and Public Health (ijerph);1660-4601;;Dec 21
2021;1931,47;10.3390/jcm10235592;;false;MDPI;Journal of Clinical Medicine (jcm);2077-0383;;Nov 21
2021;1931,47;10.3390/biom11121880;;false;MDPI;biomolecules;2218-273X;;Dec 21
2021;1487,5;10.1080/21614083.2021.2014100;;false;Taylor & Francis;European Journal of Continuing Medical Education;2161-4083;;Dec 21
