pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
20;Ludwig-Maximilians-Universität München;European Archives of Psychiatry and Clinical Neuroscience;1433-8491;10.1007/s00406-022-01434-4;https://doi.org/10.1007/s00406-022-01434-4;05.06.2022;15.05.2022;2750;originalpaper;Research Article;optin
21;Ludwig-Maximilians-Universität München;The European Physical Journal B;1434-6036;10.1140/epjb/s10051-022-00349-2;https://doi.org/10.1140/epjb/s10051-022-00349-2;01.07.2022;10.05.2022;2750;originalpaper;Research Article;optin
22;Ludwig-Maximilians-Universität München;Cognitive, Affective, & Behavioral Neuroscience;1531-135X;10.3758/s13415-022-01021-z;https://doi.org/10.3758/s13415-022-01021-z;21.06.2022;11.06.2022;2750;originalpaper;Research Article;optin
23;Ludwig-Maximilians-Universität München;Journal of Cancer Research and Clinical Oncology;1432-1335;10.1007/s00432-022-04369-4;https://doi.org/10.1007/s00432-022-04369-4;20.12.2022;17.09.2022;2750;reviewpaper;Research Article;optin
24;Ludwig-Maximilians-Universität München;BioSpektrum;1868-6249;10.1007/s12268-022-1703-z;https://doi.org/10.1007/s12268-022-1703-z;13.02.2022;;917;bookreview;Non Research Article;optin
25;Ludwig-Maximilians-Universität München;Minds and Machines;1572-8641;10.1007/s11023-022-09606-w;https://doi.org/10.1007/s11023-022-09606-w;11.07.2022;14.06.2022;2750;originalpaper;Research Article;optin
26;Ludwig-Maximilians-Universität München;Synthese;1573-0964;10.1007/s11229-022-03806-8;https://doi.org/10.1007/s11229-022-03806-8;27.07.2022;06.07.2022;2750;originalpaper;Research Article;optin
27;Ludwig-Maximilians-Universität München;Res Publica;1572-8692;10.1007/s11158-022-09573-0;https://doi.org/10.1007/s11158-022-09573-0;12.12.2022;22.11.2022;917;bookreview;Non Research Article;optin
28;Ludwig-Maximilians-Universität München;Journal of Statistical Physics;1572-9613;10.1007/s10955-022-02992-6;https://doi.org/10.1007/s10955-022-02992-6;24.09.2022;12.09.2022;2750;originalpaper;Research Article;optin
29;Ludwig-Maximilians-Universität München;Journal für Mathematik-Didaktik;1869-2699;10.1007/s13138-022-00200-2;https://doi.org/10.1007/s13138-022-00200-2;08.03.2022;25.02.2022;2750;originalpaper;Research Article;optin
30;Ludwig-Maximilians-Universität München;Pflügers Archiv - European Journal of Physiology;1432-2013;10.1007/s00424-022-02723-6;https://doi.org/10.1007/s00424-022-02723-6;28.06.2022;24.06.2022;917;letter;Non Research Article;optin
31;Ludwig-Maximilians-Universität München;AStA Advances in Statistical Analysis;1863-818X;10.1007/s10182-022-00447-7;https://doi.org/10.1007/s10182-022-00447-7;21.05.2022;26.04.2022;2750;originalpaper;Research Article;optin
32;Ludwig-Maximilians-Universität München;Zoomorphology;1432-234X;10.1007/s00435-021-00551-3;https://doi.org/10.1007/s00435-021-00551-3;07.01.2022;27.12.2021;2750;originalpaper;Research Article;optin
33;Ludwig-Maximilians-Universität München;Social Justice Research;1573-6725;10.1007/s11211-022-00399-y;https://doi.org/10.1007/s11211-022-00399-y;03.09.2022;20.08.2022;2750;originalpaper;Research Article;optin
34;Ludwig-Maximilians-Universität München;Bulletin of Volcanology;1432-0819;10.1007/s00445-022-01580-6;https://doi.org/10.1007/s00445-022-01580-6;04.07.2022;09.06.2022;2750;originalpaper;Research Article;optin
35;Ludwig-Maximilians-Universität München;Bulletin of Volcanology;1432-0819;10.1007/s00445-022-01612-1;https://doi.org/10.1007/s00445-022-01612-1;16.11.2022;27.10.2022;2750;originalpaper;Research Article;optin
36;Ludwig-Maximilians-Universität München;Erkenntnis;1572-8420;10.1007/s10670-022-00537-7;https://doi.org/10.1007/s10670-022-00537-7;11.05.2022;19.03.2022;2750;originalpaper;Research Article;optin
37;Ludwig-Maximilians-Universität München;Comparative European Politics;1740-388X;10.1057/s41295-022-00323-3;https://doi.org/10.1057/s41295-022-00323-3;25.10.2022;05.10.2022;2750;originalpaper;Research Article;optin
38;Ludwig-Maximilians-Universität München;Zeitschrift für Religion, Gesellschaft und Politik;2510-1226;10.1007/s41682-022-00122-3;https://doi.org/10.1007/s41682-022-00122-3;27.05.2022;29.04.2022;917;editorialnotes;Non Research Article;optin
39;Ludwig-Maximilians-Universität München;International Journal of Legal Medicine;1437-1596;10.1007/s00414-022-02837-7;https://doi.org/10.1007/s00414-022-02837-7;11.06.2022;25.04.2022;2750;originalpaper;Research Article;optin
40;Ludwig-Maximilians-Universität München;Journal of Business Ethics;1573-0697;10.1007/s10551-022-05090-5;https://doi.org/10.1007/s10551-022-05090-5;18.03.2022;01.03.2022;2750;originalpaper;Research Article;optin
41;Ludwig-Maximilians-Universität München;Homo Oeconomicus;2366-6161;10.1007/s41412-022-00121-y;https://doi.org/10.1007/s41412-022-00121-y;31.03.2022;28.02.2022;2750;reviewpaper;Research Article;optin
42;Ludwig-Maximilians-Universität München;International Journal of Legal Medicine;1437-1596;10.1007/s00414-022-02828-8;https://doi.org/10.1007/s00414-022-02828-8;26.04.2022;08.04.2022;2750;originalpaper;Research Article;optin
43;Ludwig-Maximilians-Universität München;Politische Vierteljahresschrift;1862-2860;10.1007/s11615-022-00412-8;https://doi.org/10.1007/s11615-022-00412-8;09.08.2022;09.06.2022;2750;originalpaper;Research Article;optin
44;Ludwig-Maximilians-Universität München;HMD Praxis der Wirtschaftsinformatik;2198-2775;10.1365/s40702-022-00870-z;https://doi.org/10.1365/s40702-022-00870-z;12.04.2022;20.03.2022;2750;originalpaper;Research Article;optin
45;Ludwig-Maximilians-Universität München;PalZ;1867-6812;10.1007/s12542-022-00609-7;https://doi.org/10.1007/s12542-022-00609-7;18.04.2022;30.12.2021;2750;originalpaper;Research Article;optin
46;Ludwig-Maximilians-Universität München;Ethical Theory and Moral Practice;1572-8447;10.1007/s10677-022-10314-8;https://doi.org/10.1007/s10677-022-10314-8;27.07.2022;04.07.2022;2750;reviewpaper;Research Article;optin
48;Ludwig-Maximilians-Universität München;Zeitschrift für Grundschulforschung;2523-3181;10.1007/s42278-022-00150-1;https://doi.org/10.1007/s42278-022-00150-1;08.06.2022;17.03.2022;2750;originalpaper;Research Article;optin
49;Ludwig-Maximilians-Universität München;Pharmaceutical Research;1573-904X;10.1007/s11095-022-03385-w;https://doi.org/10.1007/s11095-022-03385-w;15.09.2022;29.08.2022;2750;reviewpaper;Research Article;optin
50;Ludwig-Maximilians-Universität München;AStA Advances in Statistical Analysis;1863-818X;10.1007/s10182-022-00450-y;https://doi.org/10.1007/s10182-022-00450-y;10.06.2022;19.05.2022;2750;reviewpaper;Research Article;optin
51;Ludwig-Maximilians-Universität München;PalZ;1867-6812;10.1007/s12542-022-00639-1;https://doi.org/10.1007/s12542-022-00639-1;19.10.2022;27.07.2022;2750;originalpaper;Research Article;optin
52;Ludwig-Maximilians-Universität München;Zeitschrift für Bildungsforschung;2190-6904;10.1007/s35834-022-00338-6;https://doi.org/10.1007/s35834-022-00338-6;30.05.2022;19.04.2022;2750;originalpaper;Research Article;optin
53;Ludwig-Maximilians-Universität München;Zeitschrift für Bildungsforschung;2190-6904;10.1007/s35834-022-00346-6;https://doi.org/10.1007/s35834-022-00346-6;30.06.2022;14.06.2022;2750;originalpaper;Research Article;optin
54;Ludwig-Maximilians-Universität München;Infection;1439-0973;10.1007/s15010-022-01769-z;https://doi.org/10.1007/s15010-022-01769-z;18.02.2022;01.02.2022;2750;originalpaper;Research Article;optin
55;Ludwig-Maximilians-Universität München;Research in Higher Education;1573-188X;10.1007/s11162-022-09698-4;https://doi.org/10.1007/s11162-022-09698-4;05.05.2022;07.04.2022;2750;originalpaper;Research Article;optin
56;Ludwig-Maximilians-Universität München;Development Genes and Evolution;1432-041X;10.1007/s00427-022-00695-2;https://doi.org/10.1007/s00427-022-00695-2;23.09.2022;13.09.2022;2750;originalpaper;Research Article;optin
57;Ludwig-Maximilians-Universität München;Prävention und Gesundheitsförderung;1861-6763;10.1007/s11553-022-01001-8;https://doi.org/10.1007/s11553-022-01001-8;12.12.2022;04.11.2022;2750;originalpaper;Research Article;optin
58;Ludwig-Maximilians-Universität München;BioSpektrum;1868-6249;10.1007/s12268-022-1857-8;https://doi.org/10.1007/s12268-022-1857-8;18.11.2022;;2750;reviewpaper;Research Article;optin
59;Ludwig-Maximilians-Universität München;Journal of Neurology;1432-1459;10.1007/s00415-022-11400-8;https://doi.org/10.1007/s00415-022-11400-8;05.10.2022;23.09.2022;2750;originalpaper;Research Article;optin
60;Ludwig-Maximilians-Universität München;International Journal of Legal Medicine;1437-1596;10.1007/s00414-022-02792-3;https://doi.org/10.1007/s00414-022-02792-3;26.02.2022;01.02.2022;2750;originalpaper;Research Article;optin
61;Ludwig-Maximilians-Universität München;Neophilologus;1572-8668;10.1007/s11061-022-09737-6;https://doi.org/10.1007/s11061-022-09737-6;03.11.2022;06.09.2022;2750;originalpaper;Research Article;optin
62;Ludwig-Maximilians-Universität München;Journal of Neural Transmission;1435-1463;10.1007/s00702-022-02496-3;https://doi.org/10.1007/s00702-022-02496-3;22.04.2022;24.03.2022;2750;reviewpaper;Research Article;optin
63;Ludwig-Maximilians-Universität München;PalZ;1867-6812;10.1007/s12542-022-00608-8;https://doi.org/10.1007/s12542-022-00608-8;03.03.2022;30.12.2021;2750;originalpaper;Research Article;optin
64;Ludwig-Maximilians-Universität München;Zeitschrift für Arbeitswissenschaft;2366-4681;10.1007/s41449-022-00339-1;https://doi.org/10.1007/s41449-022-00339-1;30.11.2022;20.06.2022;2750;originalpaper;Research Article;optin
65;Ludwig-Maximilians-Universität München;Medical Microbiology and Immunology;1432-1831;10.1007/s00430-022-00736-7;https://doi.org/10.1007/s00430-022-00736-7;13.04.2022;25.03.2022;2750;reviewpaper;Research Article;optin
66;Ludwig-Maximilians-Universität München;Rechtsmedizin;1434-5196;10.1007/s00194-022-00599-5;https://doi.org/10.1007/s00194-022-00599-5;22.12.2022;17.08.2022;2750;originalpaper;Research Article;optin
67;Ludwig-Maximilians-Universität München;Coral Reefs;1432-0975;10.1007/s00338-022-02324-w;https://doi.org/10.1007/s00338-022-02324-w;16.11.2022;05.11.2022;2750;originalpaper;Research Article;optin
68;Ludwig-Maximilians-Universität München;Data Mining and Knowledge Discovery;1573-756X;10.1007/s10618-022-00840-5;https://doi.org/10.1007/s10618-022-00840-5;18.06.2022;18.04.2022;2750;originalpaper;Research Article;optin
69;Ludwig-Maximilians-Universität München;Journal of Population Economics;1432-1475;10.1007/s00148-022-00889-y;https://doi.org/10.1007/s00148-022-00889-y;02.04.2022;01.02.2022;2750;originalpaper;Research Article;optin
70;Ludwig-Maximilians-Universität München;Foundations of Physics;1572-9516;10.1007/s10701-022-00646-x;https://doi.org/10.1007/s10701-022-00646-x;26.11.2022;02.11.2022;2750;originalpaper;Research Article;optin
71;Ludwig-Maximilians-Universität München;Dao;1569-7274;10.1007/s11712-022-09859-3;https://doi.org/10.1007/s11712-022-09859-3;27.09.2022;03.09.2022;917;bookreview;Non Research Article;optin
72;Ludwig-Maximilians-Universität München;Publizistik;1862-2569;10.1007/s11616-022-00771-7;https://doi.org/10.1007/s11616-022-00771-7;30.12.2022;09.12.2022;917;bookreview;Non Research Article;optin
73;Ludwig-Maximilians-Universität München;Journal of Neurology;1432-1459;10.1007/s00415-022-11311-8;https://doi.org/10.1007/s00415-022-11311-8;10.08.2022;19.07.2022;2750;originalpaper;Research Article;optin
74;Ludwig-Maximilians-Universität München;Purinergic Signalling;1573-9546;10.1007/s11302-022-09893-z;https://doi.org/10.1007/s11302-022-09893-z;12.08.2022;28.07.2022;2750;briefcommunication;Research Article;optin
75;Ludwig-Maximilians-Universität München;Contributions to Mineralogy and Petrology;1432-0967;10.1007/s00410-022-01950-5;https://doi.org/10.1007/s00410-022-01950-5;05.09.2022;27.07.2022;2750;originalpaper;Research Article;optin
76;Ludwig-Maximilians-Universität München;CardioVascular and Interventional Radiology;1432-086X;10.1007/s00270-022-03169-0;https://doi.org/10.1007/s00270-022-03169-0;02.06.2022;05.05.2022;2750;originalpaper;Research Article;optin
77;Ludwig-Maximilians-Universität München;The European Physical Journal D;1434-6079;10.1140/epjd/s10053-022-00430-6;https://doi.org/10.1140/epjd/s10053-022-00430-6;27.06.2022;31.05.2022;2750;originalpaper;Research Article;optin
78;Ludwig-Maximilians-Universität München;Cognitive Therapy and Research;1573-2819;10.1007/s10608-022-10301-4;https://doi.org/10.1007/s10608-022-10301-4;05.03.2022;17.02.2022;2750;originalpaper;Research Article;optin
79;Ludwig-Maximilians-Universität München;Neuroethics;1874-5504;10.1007/s12152-022-09503-0;https://doi.org/10.1007/s12152-022-09503-0;23.07.2022;11.07.2022;2750;originalpaper;Research Article;optin
80;Ludwig-Maximilians-Universität München;The Cerebellum;1473-4230;10.1007/s12311-022-01374-8;https://doi.org/10.1007/s12311-022-01374-8;25.02.2022;29.01.2022;2750;originalpaper;Research Article;optin
81;Ludwig-Maximilians-Universität München;Synthese;1573-0964;10.1007/s11229-022-03673-3;https://doi.org/10.1007/s11229-022-03673-3;16.04.2022;24.03.2022;2750;originalpaper;Research Article;optin
82;Ludwig-Maximilians-Universität München;Psychometrika;1860-0980;10.1007/s11336-022-09865-7;https://doi.org/10.1007/s11336-022-09865-7;27.04.2022;30.03.2022;2750;originalpaper;Research Article;optin
83;Ludwig-Maximilians-Universität München;Ethik in der Medizin;1437-1618;10.1007/s00481-022-00727-5;https://doi.org/10.1007/s00481-022-00727-5;02.11.2022;04.10.2022;917;report;Non Research Article;optin
84;Ludwig-Maximilians-Universität München;Ethik in der Medizin;1437-1618;10.1007/s00481-022-00700-2;https://doi.org/10.1007/s00481-022-00700-2;02.05.2022;10.03.2022;2750;originalpaper;Research Article;optin
85;Ludwig-Maximilians-Universität München;Neue Politische Literatur;2197-6082;10.1007/s42520-021-00410-x;https://doi.org/10.1007/s42520-021-00410-x;24.01.2022;17.12.2021;917;bookreview;Non Research Article;optin
86;Ludwig-Maximilians-Universität München;Cellular and Molecular Life Sciences;1420-9071;10.1007/s00018-022-04161-0;https://doi.org/10.1007/s00018-022-04161-0;23.02.2022;19.01.2022;2750;originalpaper;Research Article;optin
87;Ludwig-Maximilians-Universität München;Instructional Science;1573-1952;10.1007/s11251-022-09579-4;https://doi.org/10.1007/s11251-022-09579-4;15.03.2022;03.02.2022;2750;originalpaper;Research Article;optin
88;Ludwig-Maximilians-Universität München;Humanistic Management Journal;2366-6048;10.1007/s41463-021-00110-4;https://doi.org/10.1007/s41463-021-00110-4;26.01.2022;09.11.2021;2750;originalpaper;Research Article;optin
90;Ludwig-Maximilians-Universität München;Synthese;1573-0964;10.1007/s11229-022-03918-1;https://doi.org/10.1007/s11229-022-03918-1;25.10.2022;30.09.2022;2750;originalpaper;Research Article;optin
91;Ludwig-Maximilians-Universität München;Marine Biology;1432-1793;10.1007/s00227-022-04149-1;https://doi.org/10.1007/s00227-022-04149-1;12.12.2022;19.11.2022;2750;originalpaper;Research Article;optin
92;Ludwig-Maximilians-Universität München;Ambio;1654-7209;10.1007/s13280-022-01767-3;https://doi.org/10.1007/s13280-022-01767-3;27.08.2022;05.07.2022;2750;originalpaper;Research Article;optin
93;Ludwig-Maximilians-Universität München;Selecta Mathematica;1420-9020;10.1007/s00029-022-00792-0;https://doi.org/10.1007/s00029-022-00792-0;13.09.2022;29.05.2022;2750;originalpaper;Research Article;optin
94;Ludwig-Maximilians-Universität München;Journal of Digital Imaging;1618-727X;10.1007/s10278-022-00646-3;https://doi.org/10.1007/s10278-022-00646-3;26.05.2022;21.04.2022;2750;originalpaper;Research Article;optin
95;Ludwig-Maximilians-Universität München;Cellular and Molecular Life Sciences;1420-9071;10.1007/s00018-022-04175-8;https://doi.org/10.1007/s00018-022-04175-8;12.02.2022;27.01.2022;2750;reviewpaper;Research Article;optin
96;Ludwig-Maximilians-Universität München;Politische Vierteljahresschrift;1862-2860;10.1007/s11615-022-00411-9;https://doi.org/10.1007/s11615-022-00411-9;26.07.2022;09.06.2022;2750;originalpaper;Research Article;optin
97;Ludwig-Maximilians-Universität München;The European Physical Journal Plus;2190-5444;10.1140/epjp/s13360-022-03515-8;https://doi.org/10.1140/epjp/s13360-022-03515-8;19.12.2022;18.11.2022;2750;reviewpaper;Research Article;optin
98;Ludwig-Maximilians-Universität München;Synthese;1573-0964;10.1007/s11229-022-03529-w;https://doi.org/10.1007/s11229-022-03529-w;06.05.2022;10.11.2021;2750;originalpaper;Research Article;optin
99;Ludwig-Maximilians-Universität München;Machine Learning;1573-0565;10.1007/s10994-022-06271-z;https://doi.org/10.1007/s10994-022-06271-z;16.11.2022;07.10.2022;2750;originalpaper;Research Article;optin
100;Ludwig-Maximilians-Universität München;The European Physical Journal B;1434-6036;10.1140/epjb/s10051-022-00353-6;https://doi.org/10.1140/epjb/s10051-022-00353-6;06.07.2022;12.05.2022;2750;originalpaper;Research Article;optin
101;Ludwig-Maximilians-Universität München;Res Publica;1572-8692;10.1007/s11158-022-09559-y;https://doi.org/10.1007/s11158-022-09559-y;05.08.2022;20.06.2022;2750;originalpaper;Research Article;optin
102;Ludwig-Maximilians-Universität München;European Archives of Psychiatry and Clinical Neuroscience;1433-8491;10.1007/s00406-022-01479-5;https://doi.org/10.1007/s00406-022-01479-5;01.09.2022;17.08.2022;2750;reviewpaper;Research Article;optin
103;Ludwig-Maximilians-Universität München;Journal of Philosophical Logic;1573-0433;10.1007/s10992-022-09679-z;https://doi.org/10.1007/s10992-022-09679-z;24.08.2022;22.07.2022;2750;originalpaper;Research Article;optin
104;Ludwig-Maximilians-Universität München;Virchows Archiv;1432-2307;10.1007/s00428-022-03374-9;https://doi.org/10.1007/s00428-022-03374-9;02.07.2022;24.06.2022;2750;briefcommunication;Research Article;optin
105;Ludwig-Maximilians-Universität München;Journal of Business Ethics;1573-0697;10.1007/s10551-022-05214-x;https://doi.org/10.1007/s10551-022-05214-x;02.09.2022;10.07.2022;2750;originalpaper;Research Article;optin
106;Ludwig-Maximilians-Universität München;Organisms Diversity & Evolution;1618-1077;10.1007/s13127-022-00576-6;https://doi.org/10.1007/s13127-022-00576-6;11.08.2022;13.07.2022;2750;originalpaper;Research Article;optin
107;Ludwig-Maximilians-Universität München;AStA Wirtschafts- und Sozialstatistisches Archiv;1863-8163;10.1007/s11943-021-00297-w;https://doi.org/10.1007/s11943-021-00297-w;10.01.2022;22.11.2021;2750;originalpaper;Research Article;optin
108;Ludwig-Maximilians-Universität München;Mathematical Physics, Analysis and Geometry;1572-9656;10.1007/s11040-022-09439-0;https://doi.org/10.1007/s11040-022-09439-0;14.10.2022;22.09.2022;2750;originalpaper;Research Article;optin
109;Ludwig-Maximilians-Universität München;Digital War;2662-1983;10.1057/s42984-022-00056-3;https://doi.org/10.1057/s42984-022-00056-3;09.11.2022;27.09.2022;2750;originalpaper;Research Article;optin
110;Ludwig-Maximilians-Universität München;Experimental Economics;1573-6938;10.1007/s10683-022-09762-x;https://doi.org/10.1007/s10683-022-09762-x;09.07.2022;04.06.2022;2750;originalpaper;Research Article;optin
111;Ludwig-Maximilians-Universität München;Letters in Mathematical Physics;1573-0530;10.1007/s11005-022-01607-1;https://doi.org/10.1007/s11005-022-01607-1;10.11.2022;24.10.2022;2750;originalpaper;Research Article;optin
112;Ludwig-Maximilians-Universität München;Synthese;1573-0964;10.1007/s11229-022-03842-4;https://doi.org/10.1007/s11229-022-03842-4;11.08.2022;01.08.2022;2750;originalpaper;Research Article;optin
114;Ludwig-Maximilians-Universität München;Pharmaceutical Research;1573-904X;10.1007/s11095-022-03443-3;https://doi.org/10.1007/s11095-022-03443-3;29.11.2022;18.11.2022;2750;originalpaper;Research Article;optin
115;Ludwig-Maximilians-Universität München;Advances in Data Analysis and Classification;1862-5355;10.1007/s11634-022-00496-5;https://doi.org/10.1007/s11634-022-00496-5;17.03.2022;14.02.2022;2750;originalpaper;Research Article;optin
116;Ludwig-Maximilians-Universität München;European Journal of Orthopaedic Surgery & Traumatology;1432-1068;10.1007/s00590-022-03266-3;https://doi.org/10.1007/s00590-022-03266-3;27.04.2022;05.04.2022;2750;originalpaper;Research Article;optin
117;Ludwig-Maximilians-Universität München;Pflügers Archiv - European Journal of Physiology;1432-2013;10.1007/s00424-022-02698-4;https://doi.org/10.1007/s00424-022-02698-4;13.05.2022;29.04.2022;2750;reviewpaper;Research Article;optin
119;Ludwig-Maximilians-Universität München;Publizistik;1862-2569;10.1007/s11616-022-00724-0;https://doi.org/10.1007/s11616-022-00724-0;11.04.2022;04.03.2022;917;bookreview;Non Research Article;optin
120;Ludwig-Maximilians-Universität München;Journal of Organization Design;2245-408X;10.1007/s41469-022-00124-8;https://doi.org/10.1007/s41469-022-00124-8;04.08.2022;25.07.2022;2750;originalpaper;Research Article;optin
121;Ludwig-Maximilians-Universität München;Die Ophthalmologie;2731-7218;10.1007/s00347-022-01638-y;https://doi.org/10.1007/s00347-022-01638-y;02.05.2022;04.04.2022;2750;originalpaper;Research Article;optin
122;Ludwig-Maximilians-Universität München;Bulletin of Volcanology;1432-0819;10.1007/s00445-022-01571-7;https://doi.org/10.1007/s00445-022-01571-7;02.06.2022;06.05.2022;2750;originalpaper;Research Article;optin
123;Ludwig-Maximilians-Universität München;KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie;1861-891X;10.1007/s11577-022-00831-w;https://doi.org/10.1007/s11577-022-00831-w;17.05.2022;17.03.2022;2750;originalpaper;Research Article;optin
124;Ludwig-Maximilians-Universität München;Policy Sciences;1573-0891;10.1007/s11077-022-09461-7;https://doi.org/10.1007/s11077-022-09461-7;19.05.2022;27.04.2022;2750;originalpaper;Research Article;optin
125;Ludwig-Maximilians-Universität München;Journal of Computational Social Science;2432-2725;10.1007/s42001-022-00171-x;https://doi.org/10.1007/s42001-022-00171-x;03.06.2022;15.05.2022;2750;originalpaper;Research Article;optin
126;Ludwig-Maximilians-Universität München;Synthese;1573-0964;10.1007/s11229-022-03502-7;https://doi.org/10.1007/s11229-022-03502-7;17.02.2022;10.11.2021;2750;originalpaper;Research Article;optin
128;Ludwig-Maximilians-Universität München;Publizistik;1862-2569;10.1007/s11616-022-00722-2;https://doi.org/10.1007/s11616-022-00722-2;11.04.2022;04.03.2022;917;bookreview;Non Research Article;optin
129;Ludwig-Maximilians-Universität München;The GENEVA Risk and Insurance Review;1554-9658;10.1057/s10713-022-00074-x;https://doi.org/10.1057/s10713-022-00074-x;31.01.2022;05.01.2022;2750;originalpaper;Research Article;optin
131;Ludwig-Maximilians-Universität München;Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz;1437-1588;10.1007/s00103-022-03492-4;https://doi.org/10.1007/s00103-022-03492-4;07.02.2022;24.01.2022;2750;reviewpaper;Research Article;optin
132;Ludwig-Maximilians-Universität München;Publizistik;1862-2569;10.1007/s11616-021-00714-8;https://doi.org/10.1007/s11616-021-00714-8;10.01.2022;22.12.2021;917;bookreview;Non Research Article;optin
133;Ludwig-Maximilians-Universität München;Synthese;1573-0964;10.1007/s11229-022-03586-1;https://doi.org/10.1007/s11229-022-03586-1;15.04.2022;20.01.2022;2750;originalpaper;Research Article;optin
134;Ludwig-Maximilians-Universität München;European Archives of Psychiatry and Clinical Neuroscience;1433-8491;10.1007/s00406-022-01513-6;https://doi.org/10.1007/s00406-022-01513-6;09.11.2022;26.10.2022;2750;originalpaper;Research Article;optin
135;Ludwig-Maximilians-Universität München;Journal of Neural Transmission;1435-1463;10.1007/s00702-022-02482-9;https://doi.org/10.1007/s00702-022-02482-9;11.03.2022;22.02.2022;2750;originalpaper;Research Article;optin
136;Ludwig-Maximilians-Universität München;Journal of Neurology;1432-1459;10.1007/s00415-022-11060-8;https://doi.org/10.1007/s00415-022-11060-8;30.03.2022;01.03.2022;2750;originalpaper;Research Article;optin
