"Institution","Period","EURO","publisher","journal_full_title","issn","issn_print","issn_electronic","doi","indexed_in_CrossRef","pmid","pmcid","base.url","record.id","ut","DOAJ","license_ref"
"Muenchen LMU",2013,1542.24,"Springer Science + Business Media","Lipids in Health and Disease","1476-511X","1476-511X",NA,"10.1186/1476-511X-12-82",TRUE,NA,NA,"http://epub.ub.uni-muenchen.de/",23073,NA,TRUE,NA
"Muenchen LMU",2013,1542.24,"Springer Science + Business Media","Lipids in Health and Disease","1476-511X","1476-511X",NA,"10.1186/1476-511X-12-82",TRUE,NA,NA,"http://epub.ub.uni-muenchen.de/",23073,NA,TRUE,NA
"Muenchen LMU",2013,1494.64,"Springer Science + Business Media","Journal of Translational Medicine","1479-5876","1479-5876",NA,"10.1186/1479-5876-11-34",TRUE,23394517,"PMC3648471","http://epub.ub.uni-muenchen.de/",23116,NA,TRUE,NA
"Muenchen LMU",2013,1075.76,"Springer Science + Business Media","Journal of Cardiovascular Magnetic Resonance","1532-429X","1532-429X",NA,"10.1186/1532-429X-15-44",TRUE,NA,NA,"http://epub.ub.uni-muenchen.de/",23077,NA,TRUE,NA
"Muenchen LMU",2014,1813.56,"Springer Science + Business Media","BMC Medicine","1741-7015","1741-7015",NA,"10.1186/1741-7015-12-95",TRUE,24906463,"PMC4066831","http://epub.ub.uni-muenchen.de/",22871,NA,TRUE,NA
"Muenchen LMU",2013,1247.12,"Springer Science + Business Media","Emerging Themes in Epidemiology","1742-7622","1742-7622",NA,"10.1186/1742-7622-10-13",TRUE,24314302,"PMC3904753","http://epub.ub.uni-muenchen.de/",24198,NA,TRUE,NA
"Muenchen LMU",2013,1613.64,"Springer Science + Business Media","Frontiers in Zoology","1742-9994","1742-9994",NA,"10.1186/1742-9994-10-37",TRUE,23809165,"PMC3704743","http://epub.ub.uni-muenchen.de/",23067,NA,TRUE,NA
"Muenchen LMU",2013,1613.64,"Springer Science + Business Media","Frontiers in Zoology","1742-9994","1742-9994",NA,"10.1186/1742-9994-10-40",TRUE,23842208,"PMC3717128","http://epub.ub.uni-muenchen.de/",23057,NA,TRUE,NA
"Muenchen LMU",2013,1556.52,"Springer Science + Business Media","Frontiers in Zoology","1742-9994","1742-9994",NA,"10.1186/1742-9994-10-59",TRUE,24073641,"PMC4015967","http://epub.ub.uni-muenchen.de/",23032,NA,TRUE,NA
"Muenchen LMU",2014,1632.68,"Springer Science + Business Media","Frontiers in Zoology","1742-9994","1742-9994",NA,"10.1186/1742-9994-11-25",TRUE,24645675,"PMC3999956","http://epub.ub.uni-muenchen.de/",22906,NA,TRUE,NA
"Muenchen LMU",2014,1447.04,"Springer Science + Business Media","Journal of NeuroEngineering and Rehabilitation","1743-0003","1743-0003",NA,"10.1186/1743-0003-11-123",TRUE,25128292,"PMC4143553","http://epub.ub.uni-muenchen.de/",22984,NA,TRUE,NA
"Muenchen LMU",2013,1447.04,"Springer Science + Business Media","Virology Journal","1743-422X","1743-422X",NA,"10.1186/1743-422X-10-295",TRUE,NA,NA,"http://epub.ub.uni-muenchen.de/",23031,NA,TRUE,NA
"Muenchen LMU",2013,1285.2,"Springer Science + Business Media","Trials","1745-6215","1745-6215",NA,"10.1186/1745-6215-14-89",TRUE,23548162,"PMC3653684","http://epub.ub.uni-muenchen.de/",23094,NA,TRUE,NA
"Muenchen LMU",2013,1470.84,"Springer Science + Business Media","BMC Veterinary Research","1746-6148","1746-6148",NA,"10.1186/1746-6148-9-12",TRUE,23327631,"PMC3608136","http://epub.ub.uni-muenchen.de/",23124,NA,TRUE,NA
"Muenchen LMU",2013,1466.08,"Springer Science + Business Media","BMC Veterinary Research","1746-6148","1746-6148",NA,"10.1186/1746-6148-9-57",TRUE,23531239,"PMC3614464","http://epub.ub.uni-muenchen.de/",23099,NA,TRUE,NA
"Muenchen LMU",2013,1232.84,"Springer Science + Business Media","Radiation Oncology","1748-717X","1748-717X",NA,"10.1186/1748-717X-8-287",TRUE,NA,NA,"http://epub.ub.uni-muenchen.de/",23004,NA,TRUE,NA
"Muenchen LMU",2013,1280.44,"Springer Science + Business Media","Radiation Oncology","1748-717X","1748-717X",NA,"10.1186/1748-717X-8-8",TRUE,NA,NA,"http://epub.ub.uni-muenchen.de/",23130,NA,TRUE,NA
"Muenchen LMU",2013,1285.2,"Springer Science + Business Media","Journal of Orthopaedic Surgery and Research","1749-799X","1749-799X",NA,"10.1186/1749-799X-8-22",TRUE,NA,NA,"http://epub.ub.uni-muenchen.de/",24197,NA,TRUE,NA
"Muenchen LMU",2013,1651.72,"Springer Science + Business Media","Journal of Orthopaedic Surgery and Research","1749-799X","1749-799X",NA,"10.1186/1749-799X-8-31",TRUE,NA,NA,"http://epub.ub.uni-muenchen.de/",23040,NA,TRUE,NA
"Muenchen LMU",2013,1404.2,"Springer Science + Business Media","Orphanet Journal of Rare Diseases","1750-1172","1750-1172",NA,"10.1186/1750-1172-8-121",TRUE,23924322,"PMC3751081","http://epub.ub.uni-muenchen.de/",23051,NA,TRUE,NA
"Muenchen LMU",2013,1394.68,"Springer Science + Business Media","Orphanet Journal of Rare Diseases","1750-1172","1750-1172",NA,"10.1186/1750-1172-8-26",TRUE,23406536,"PMC3617000","http://epub.ub.uni-muenchen.de/",23113,NA,TRUE,NA
"Muenchen LMU",2013,1304.24,"Springer Science + Business Media","Journal of Biological Engineering","1754-1611","1754-1611",NA,"10.1186/1754-1611-7-29",TRUE,24295448,"PMC4177231","http://epub.ub.uni-muenchen.de/",23135,NA,TRUE,NA
"Muenchen LMU",2014,1337.56,"Springer Science + Business Media","Patient Safety in Surgery","1754-9493","1754-9493",NA,"10.1186/1754-9493-8-18",TRUE,24817909,"PMC4016779","http://epub.ub.uni-muenchen.de/",24182,NA,TRUE,NA
"Muenchen LMU",2013,818.72,"Springer Science + Business Media","BMC Research Notes","1756-0500","1756-0500",NA,"10.1186/1756-0500-6-14",TRUE,23320976,"PMC3574038","http://epub.ub.uni-muenchen.de/",24188,NA,TRUE,NA
"Muenchen LMU",2013,852.04,"Springer Science + Business Media","BMC Research Notes","1756-0500","1756-0500",NA,"10.1186/1756-0500-6-99",TRUE,23497691,"PMC3605127","http://epub.ub.uni-muenchen.de/",24192,NA,TRUE,NA
"Muenchen LMU",2014,1428,"Springer Science + Business Media","BMC Research Notes","1756-0500","1756-0500",NA,"10.1186/1756-0500-7-112",TRUE,24568139,"PMC3941484","http://epub.ub.uni-muenchen.de/",24181,NA,TRUE,NA
"Muenchen LMU",2013,1289.96,"Springer Science + Business Media","Parasites & Vectors","1756-3305","1756-3305",NA,"10.1186/1756-3305-6-346",TRUE,24326081,"PMC4029387","http://epub.ub.uni-muenchen.de/",23005,NA,TRUE,NA
"Muenchen LMU",2014,1727.88,"Springer Science + Business Media","Epigenetics & Chromatin","1756-8935","1756-8935",NA,"10.1186/1756-8935-7-8",TRUE,25057298,"PMC4108088","http://epub.ub.uni-muenchen.de/",22888,NA,TRUE,NA
"Muenchen LMU",2013,1285.2,"Springer Science + Business Media","Journal of Ovarian Research","1757-2215","1757-2215",NA,"10.1186/1757-2215-6-6",TRUE,23339713,"PMC3557169","http://epub.ub.uni-muenchen.de/",23123,NA,TRUE,NA
"Muenchen LMU",2013,1404.2,"Springer Science + Business Media","Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine","1757-7241","1757-7241",NA,"10.1186/1757-7241-21-85",TRUE,24321377,"PMC3878914","http://epub.ub.uni-muenchen.de/",23006,NA,TRUE,NA
"Muenchen LMU",2013,1332.8,"Springer Science + Business Media","Journal of Systems Chemistry","1759-2208","1759-2208",NA,"10.1186/1759-2208-4-1",TRUE,NA,NA,"http://epub.ub.uni-muenchen.de/",22844,NA,TRUE,NA
"Muenchen LMU",2014,1751.68,"Springer Science + Business Media","Systematic Reviews","2046-4053","2046-4053",NA,"10.1186/2046-4053-3-36",TRUE,24731516,"PMC4049510","http://epub.ub.uni-muenchen.de/",24179,NA,TRUE,NA
"Muenchen LMU",2013,1708.84,"Springer Science + Business Media","Transplantation Research","2047-1440","2047-1440",NA,"10.1186/2047-1440-2-3",TRUE,23497558,"PMC3626672","http://epub.ub.uni-muenchen.de/",24191,NA,TRUE,NA
"Muenchen LMU",2013,1332.8,"Springer Science + Business Media","Journal of Eating Disorders","2050-2974","2050-2974",NA,"10.1186/2050-2974-1-23",TRUE,24999404,"PMC4081799","http://epub.ub.uni-muenchen.de/",24194,NA,FALSE,NA
"Muenchen LMU",2014,994.84,"Springer Science + Business Media","Acta Neuropathologica Communications","2051-5960","2051-5960",NA,"10.1186/2051-5960-2-30",TRUE,24678659,"PMC4050984","http://epub.ub.uni-muenchen.de/",24180,NA,TRUE,NA
"Muenchen LMU",2013,1385.16,"Springer Science + Business Media","Experimental Hematology & Oncology","2162-3619","2162-3619",NA,"10.1186/2162-3619-2-24",TRUE,24007855,"PMC3847069","http://epub.ub.uni-muenchen.de/",24196,NA,TRUE,NA
"Muenchen LMU",2013,999.6,"Springer Science + Business Media","The Journal of Mathematical Neuroscience","2190-8567","2190-8567",NA,"10.1186/2190-8567-3-8",TRUE,23876197,"PMC3844438","http://epub.ub.uni-muenchen.de/",24193,NA,TRUE,NA
"Muenchen LMU",2014,828.24,"Springer Science + Business Media","SpringerPlus","2193-1801","2193-1801",NA,"10.1186/2193-1801-3-335",TRUE,25032093,"PMC4094758","http://epub.ub.uni-muenchen.de/",24183,NA,TRUE,NA
"Muenchen LMU",2013,1542.24,"Springer Science + Business Media","Critical Care","1364-8535","1364-8535",NA,"10.1186/cc12814",TRUE,23844796,"PMC4057171","http://epub.ub.uni-muenchen.de/",23137,NA,FALSE,NA
"Muenchen LMU",2013,1542.24,"Springer Science + Business Media","Critical Care","1364-8535","1364-8535",NA,"10.1186/cc12898",TRUE,24034366,"PMC4057311","http://epub.ub.uni-muenchen.de/",23139,NA,FALSE,NA
"Muenchen LMU",2014,1442.28,"Springer Science + Business Media","Critical Care","1364-8535","1364-8535",NA,"10.1186/cc13724",TRUE,24521521,"PMC4056796","http://epub.ub.uni-muenchen.de/",22941,NA,FALSE,NA
"Muenchen LMU",2014,1508.92,"Springer Science + Business Media","Critical Care","1364-8535","1364-8535",NA,"10.1186/cc13984",TRUE,25011656,"PMC4227093","http://epub.ub.uni-muenchen.de/",24184,NA,FALSE,NA
"Muenchen LMU",2014,1523.2,"Springer Science + Business Media","BMC Evolutionary Biology","1471-2148",NA,"1471-2148","10.1186/s12862-014-0230-z",TRUE,25421146,"PMC4265532","http://epub.ub.uni-muenchen.de/",22954,NA,TRUE,NA
"Muenchen LMU",2014,1594.6,"Springer Science + Business Media","BMC Neurology","1471-2377",NA,"1471-2377","10.1186/s12883-014-0219-7",TRUE,25403823,"PMC4243382","http://epub.ub.uni-muenchen.de/",22957,NA,TRUE,NA
"Muenchen LMU",2014,1523.2,"Springer Science + Business Media","BMC Veterinary Research","1746-6148",NA,"1746-6148","10.1186/s12917-014-0262-z",TRUE,25387542,"PMC4232665","http://epub.ub.uni-muenchen.de/",22958,NA,TRUE,NA
"Muenchen LMU",2014,1680.28,"Springer Science + Business Media","Orphanet Journal of Rare Diseases","1750-1172","1750-1172",NA,"10.1186/s13023-014-0158-9",TRUE,25338955,"PMC4212093","http://epub.ub.uni-muenchen.de/",22963,NA,TRUE,NA
"Muenchen LMU",2014,1765.96,"Springer Science + Business Media","Orphanet Journal of Rare Diseases","1750-1172","1750-1172",NA,"10.1186/s13023-014-0171-z",TRUE,25425184,"PMC4254258","http://epub.ub.uni-muenchen.de/",24186,NA,TRUE,NA
"Muenchen LMU",2014,1765.96,"Springer Science + Business Media","Orphanet Journal of Rare Diseases","1750-1172",NA,"1750-1172","10.1186/s13023-014-0210-9",TRUE,25519771,"PMC4302713","http://epub.ub.uni-muenchen.de/",24187,NA,TRUE,NA
"Muenchen LMU",2014,1542.24,"Springer Science + Business Media","Journal of Hematology & Oncology","1756-8722",NA,"1756-8722","10.1186/s13045-014-0055-7",TRUE,25214041,"PMC4172831","http://epub.ub.uni-muenchen.de/",22973,NA,TRUE,NA
"Muenchen LMU",2014,994.84,"Springer Science + Business Media","Acta Neuropathologica Communications","2051-5960",NA,"2051-5960","10.1186/s40478-014-0168-9",TRUE,25589163,"PMC4359505","http://epub.ub.uni-muenchen.de/",24185,NA,TRUE,NA
"Muenchen LMU",2013,2023,"Springer Science + Business Media","Genome Biology","1465-6906","1465-6906",NA,"10.1186/gb-2013-14-7-r79",TRUE,23895117,"PMC4054675","http://epub.ub.uni-muenchen.de/",23143,NA,TRUE,NA
