"Institution","Period","EURO","DOI","Publisher","Journal","ISSN.1","ISSN.2","base.url","record.id"
"Muenchen LMU",2009,844,"10.1186/1748-717X-4-56","Springer Science + Business Media","Radiation Oncology","NA","1748-717X","http://epub.ub.uni-muenchen.de/",23568
"Muenchen LMU",2009,860,"10.1186/1748-717X-4-66","Springer Science + Business Media","Radiation Oncology","NA","1748-717X","http://epub.ub.uni-muenchen.de/",23557
"Muenchen LMU",2009,784,"10.1186/1477-7827-7-28","Springer Science + Business Media","Reproductive Biology and Endocrinology","NA","1477-7827","http://epub.ub.uni-muenchen.de/",23607
"Muenchen LMU",2009,1132,"10.1186/1465-9921-10-89","Springer Science + Business Media","Respiratory Research","1465-9921","1465-993X","http://epub.ub.uni-muenchen.de/",23577
"Muenchen LMU",2009,1164,"10.1186/1465-9921-10-101","Springer Science + Business Media","Respiratory Research","1465-9921","1465-993X","http://epub.ub.uni-muenchen.de/",23573
"Muenchen LMU",2010,956,"10.1186/1710-1492-6-31","Springer Science + Business Media","Allergy, Asthma and Clinical Immunology","NA","1710-1492","http://epub.ub.uni-muenchen.de/",24514
"Muenchen LMU",2010,952,"10.1186/1471-2105-11-78","Springer Science + Business Media","BMC Bioinformatics ","NA","1471-2105","http://epub.ub.uni-muenchen.de/",23284
"Muenchen LMU",2010,952,"10.1186/1471-2105-11-194","Springer Science + Business Media","BMC Bioinformatics ","NA","1471-2105","http://epub.ub.uni-muenchen.de/",23261
"Muenchen LMU",2010,920,"10.1186/1472-6750-10-20","Springer Science + Business Media","BMC Biotechnology","NA","1472-6750","http://epub.ub.uni-muenchen.de/",23272
"Muenchen LMU",2010,960,"10.1186/1471-2407-10-92","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",14385
"Muenchen LMU",2010,920,"10.1186/1471-2407-10-224","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",23253
"Muenchen LMU",2010,920,"10.1186/1471-2407-10-360","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",23238
"Muenchen LMU",2010,920,"10.1186/1471-2407-10-413","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",23233
"Muenchen LMU",2010,1036,"10.1186/1471-2121-11-88","Springer Science + Business Media","BMC Cell Biology ","NA","1471-2121","http://epub.ub.uni-muenchen.de/",23212
"Muenchen LMU",2010,1052,"10.1186/1472-6882-10-81","Springer Science + Business Media","BMC Complementary and Alternative Medicine","NA","1472-6882","http://epub.ub.uni-muenchen.de/",23206
"Muenchen LMU",2010,912,"10.1186/1471-213X-10-39","Springer Science + Business Media","BMC Developmental Biology ","NA","1471-213X","http://epub.ub.uni-muenchen.de/",23265
"Muenchen LMU",2010,1028,"10.1186/1471-2148-10-219","Springer Science + Business Media","BMC Evolutionary Biology","NA","1471-2148","http://epub.ub.uni-muenchen.de/",14657
"Muenchen LMU",2010,1036,"10.1186/1471-2148-10-337","Springer Science + Business Media","BMC Evolutionary Biology","NA","1471-2148","http://epub.ub.uni-muenchen.de/",23217
"Muenchen LMU",2010,960,"10.1186/1471-2164-11-138","Springer Science + Business Media","BMC Genomics","NA","1471-2164","http://epub.ub.uni-muenchen.de/",23277
"Muenchen LMU",2010,920,"10.1186/1471-2164-11-335","Springer Science + Business Media","BMC Genomics","NA","1471-2164","http://epub.ub.uni-muenchen.de/",23249
"Muenchen LMU",2010,1028,"10.1186/1472-6963-10-295","Springer Science + Business Media","BMC Health Services Research","NA","1472-6963","http://epub.ub.uni-muenchen.de/",23219
"Muenchen LMU",2010,952,"10.1186/1471-2334-10-12","Springer Science + Business Media","BMC Infectious Diseases","NA","1471-2334","http://epub.ub.uni-muenchen.de/",23288
"Muenchen LMU",2010,920,"10.1186/1471-2334-10-131","Springer Science + Business Media","BMC Infectious Diseases","NA","1471-2334","http://epub.ub.uni-muenchen.de/",23251
"Muenchen LMU",2010,1280,"10.1186/1741-7015-8-75","Springer Science + Business Media","BMC Medicine","NA","1741-7015","http://epub.ub.uni-muenchen.de/",23210
"Muenchen LMU",2010,920,"10.1186/1471-2474-11-32","Springer Science + Business Media","BMC Musculoskeletal Disorders","NA","1471-2474","http://epub.ub.uni-muenchen.de/",23282
"Muenchen LMU",2010,960,"10.1186/1471-2474-11-73","Springer Science + Business Media","BMC Musculoskeletal Disorders","NA","1471-2474","http://epub.ub.uni-muenchen.de/",23260
"Muenchen LMU",2010,1036,"10.1186/1471-2474-11-145","Springer Science + Business Media","BMC Musculoskeletal Disorders","NA","1471-2474","http://epub.ub.uni-muenchen.de/",23240
"Muenchen LMU",2010,952,"10.1186/1471-2377-10-12","Springer Science + Business Media","BMC Neurology","NA","1471-2377","http://epub.ub.uni-muenchen.de/",23283
"Muenchen LMU",2010,920,"10.1186/1471-2431-10-14","Springer Science + Business Media","BMC Pediatrics","NA","1471-2431","http://epub.ub.uni-muenchen.de/",23273
"Muenchen LMU",2010,920,"10.1186/1471-2458-10-252","Springer Science + Business Media","BMC Public Health","NA","1471-2458","http://epub.ub.uni-muenchen.de/",23256
"Muenchen LMU",2010,960,"10.1186/1471-2466-10-4","Springer Science + Business Media","BMC Pulmonary Medicine","NA","1471-2466","http://epub.ub.uni-muenchen.de/",23296
"Muenchen LMU",2010,1088,"10.1186/1471-2466-10-43","Springer Science + Business Media","BMC Pulmonary Medicine","NA","1471-2466","http://epub.ub.uni-muenchen.de/",23294
"Muenchen LMU",2010,1088,"10.1186/1471-2466-10-59","Springer Science + Business Media","BMC Pulmonary Medicine","NA","1471-2466","http://epub.ub.uni-muenchen.de/",23295
"Muenchen LMU",2010,556,"10.1186/1756-0500-3-166","Springer Science + Business Media","BMC Research Notes","NA","1756-0500","http://epub.ub.uni-muenchen.de/",14656
"Muenchen LMU",2010,544,"10.1186/1756-0500-3-189","Springer Science + Business Media","BMC Research Notes","NA","1756-0500","http://epub.ub.uni-muenchen.de/",24516
"Muenchen LMU",2010,1028,"10.1186/bcr2602","Springer Science + Business Media","Breast Cancer Research ","NA","1465-5411","http://epub.ub.uni-muenchen.de/",23297
"Muenchen LMU",2010,1036,"10.1186/1475-2840-9-44","Springer Science + Business Media","Cardiovascular Diabetology","NA","1475-2840","http://epub.ub.uni-muenchen.de/",23231
"Muenchen LMU",2010,908,"10.1186/1753-2000-4-21","Springer Science + Business Media","Child and Adolescent Psychiatry and Mental Health","NA","1753-2000","http://epub.ub.uni-muenchen.de/",24515
"Muenchen LMU",2010,908,"10.1186/1476-069X-9-49","Springer Science + Business Media","Environmental Health: A Global Access Science Source","NA","1476-069X","http://epub.ub.uni-muenchen.de/",23232
"Muenchen LMU",2010,964,"10.1186/1476-069X-9-75","Springer Science + Business Media","Environmental Health: A Global Access Science Source","NA","1476-069X","http://epub.ub.uni-muenchen.de/",23209
"Muenchen LMU",2010,828,"10.1186/1746-160X-6-8","Springer Science + Business Media","Head and Face Medicine","NA","1746-160X","http://epub.ub.uni-muenchen.de/",24526
"Muenchen LMU",2010,1008,"10.1186/1477-7525-8-41","Springer Science + Business Media","Health and Quality of Life Outcomes","NA","1477-7525","http://epub.ub.uni-muenchen.de/",23262
"Muenchen LMU",2010,828,"10.1186/1749-8090-5-15","Springer Science + Business Media","Journal of Cardiothoracic Surgery (JCTS)","NA","1749-8090","http://epub.ub.uni-muenchen.de/",23269
"Muenchen LMU",2010,1124,"10.1186/1479-5876-8-128","Springer Science + Business Media","Journal of Translational Medicine","NA","1479-5876","http://epub.ub.uni-muenchen.de/",23208
"Muenchen LMU",2010,828,"10.1186/1752-2897-4-4","Springer Science + Business Media","Journal of Trauma Management and Outcomes","NA","1752-2897","http://epub.ub.uni-muenchen.de/",24528
"Muenchen LMU",2010,964,"10.1186/1476-4598-9-19","Springer Science + Business Media","Molecular Cancer","NA","1476-4598","http://epub.ub.uni-muenchen.de/",23287
"Muenchen LMU",2010,996,"10.1186/1476-4598-9-127","Springer Science + Business Media","Molecular Cancer","NA","1476-4598","http://epub.ub.uni-muenchen.de/",23248
"Muenchen LMU",2010,908,"10.1186/1756-3305-3-37","Springer Science + Business Media","Parasites and Vectors","NA","1756-3305","http://epub.ub.uni-muenchen.de/",23263
"Muenchen LMU",2010,908,"10.1186/1754-9493-4-8","Springer Science + Business Media","Patient Safety in Surgery","NA","1754-9493","http://epub.ub.uni-muenchen.de/",24524
"Muenchen LMU",2010,908,"10.1186/1747-5341-5-8","Springer Science + Business Media","Philosophy, Ethics, and Humanities in Medicine","NA","1747-5341","http://epub.ub.uni-muenchen.de/",24525
"Muenchen LMU",2010,952,"10.1186/1471-2105-11-135","Springer Science + Business Media","Radiation Oncology","NA","1748-717X","http://epub.ub.uni-muenchen.de/",23271
"Muenchen LMU",2010,908,"10.1186/1748-717X-5-23","Springer Science + Business Media","Radiation Oncology","NA","1748-717X","http://epub.ub.uni-muenchen.de/",23271
"Muenchen LMU",2010,964,"10.1186/1477-7827-8-143","Springer Science + Business Media","Reproductive Biology and Endocrinology","NA","1477-7827","http://epub.ub.uni-muenchen.de/",23213
"Muenchen LMU",2010,1144,"10.1186/1465-9921-11-32","Springer Science + Business Media","Respiratory Research","1465-9921","1465-993X","http://epub.ub.uni-muenchen.de/",23270
"Muenchen LMU",2010,864,"10.1186/1477-9560-8-9","Springer Science + Business Media","Thrombosis Journal","NA","1477-9560","http://epub.ub.uni-muenchen.de/",24527
"Muenchen LMU",2010,908,"10.1186/1745-6215-11-66","Springer Science + Business Media","Trials","NA","1745-6215","http://epub.ub.uni-muenchen.de/",23250
"Muenchen LMU",2010,820,"10.1186/1743-422X-7-54","Springer Science + Business Media","Virology Journal","NA","1743-422X","http://epub.ub.uni-muenchen.de/",23275
"Muenchen LMU",2010,892,"10.1186/1749-7922-5-11","Springer Science + Business Media","World Journal of Emergency Surgery","NA","1749-7922","http://epub.ub.uni-muenchen.de/",23305
"Muenchen LMU",2011,1309,"10.1186/1471-2407-11-202","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",23360
"Muenchen LMU",2011,"1275,68","10.1186/1471-2407-11-367","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",23338
"Muenchen LMU",2011,"1237,6","10.1186/1471-2407-11-518","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",23311
"Muenchen LMU",2011,"1299,48","10.1186/1471-2261-11-49","Springer Science + Business Media","BMC Cardiovascular Disorders","NA","1471-2261","http://epub.ub.uni-muenchen.de/",23345
"Muenchen LMU",2011,1309,"10.1186/1471-2121-12-21","Springer Science + Business Media","BMC Cell Biology ","NA","1471-2121","http://epub.ub.uni-muenchen.de/",23366
"Muenchen LMU",2011,"1251,88","10.1186/1471-2121-12-38","Springer Science + Business Media","BMC Cell Biology ","NA","1471-2121","http://epub.ub.uni-muenchen.de/",23333
"Muenchen LMU",2011,"1223,32","10.1186/1472-6785-11-9","Springer Science + Business Media","BMC Ecology","NA","1472-6785","http://epub.ub.uni-muenchen.de/",24431
"Muenchen LMU",2011,"1280,44","10.1186/1472-6785-11-30","Springer Science + Business Media","BMC Ecology","NA","1472-6785","http://epub.ub.uni-muenchen.de/",24438
"Muenchen LMU",2011,"1266,16","10.1186/1471-2148-11-28","Springer Science + Business Media","BMC Evolutionary Biology","NA","1471-2148","http://epub.ub.uni-muenchen.de/",14659
"Muenchen LMU",2011,"1280,44","10.1186/1471-2148-11-319","Springer Science + Business Media","BMC Evolutionary Biology","NA","1471-2148","http://epub.ub.uni-muenchen.de/",23320
"Muenchen LMU",2011,"1299,48","10.1186/1471-230X-11-48","Springer Science + Business Media","BMC Gastroenterology","NA","1471-230X","http://epub.ub.uni-muenchen.de/",23372
"Muenchen LMU",2011,"1223,32","10.1186/1471-2164-12-81","Springer Science + Business Media","BMC Genomics","NA","1471-2164","http://epub.ub.uni-muenchen.de/",23397
"Muenchen LMU",2011,"1299,48","10.1186/1472-6963-11-14","Springer Science + Business Media","BMC Health Services Research","NA","1472-6963","http://epub.ub.uni-muenchen.de/",23399
"Muenchen LMU",2011,"1223,32","10.1186/1472-6963-11-106","Springer Science + Business Media","BMC Health Services Research","NA","1472-6963","http://epub.ub.uni-muenchen.de/",23367
"Muenchen LMU",2011,"1199,52","10.1186/1472-6963-11-134","Springer Science + Business Media","BMC Health Services Research","NA","1472-6963","http://epub.ub.uni-muenchen.de/",23359
"Muenchen LMU",2011,"1266,16","10.1186/1472-6963-11-340","Springer Science + Business Media","BMC Health Services Research","NA","1472-6963","http://epub.ub.uni-muenchen.de/",23310
"Muenchen LMU",2011,"1256,64","10.1186/1471-2172-12-56","Springer Science + Business Media","BMC Immunology","NA","1471-2172","http://epub.ub.uni-muenchen.de/",23327
"Muenchen LMU",2011,"1256,64","10.1186/1472-6920-11-62","Springer Science + Business Media","BMC Medical Education","NA","1472-6920","http://epub.ub.uni-muenchen.de/",23336
"Muenchen LMU",2011,"1299,48","10.1186/1472-6920-11-68","Springer Science + Business Media","BMC Medical Education","NA","1472-6920","http://epub.ub.uni-muenchen.de/",23330
"Muenchen LMU",2011,"1280,44","10.1186/1471-2350-12-152","Springer Science + Business Media","BMC Medical Genetics","NA","1471-2350","http://epub.ub.uni-muenchen.de/",23315
"Muenchen LMU",2011,"1251,88","10.1186/1471-2180-11-74","Springer Science + Business Media","BMC Microbiology","NA","1471-2180","http://epub.ub.uni-muenchen.de/",23379
"Muenchen LMU",2011,"1299,48","10.1186/1471-2474-12-101","Springer Science + Business Media","BMC Musculoskeletal Disorders","NA","1471-2474","http://epub.ub.uni-muenchen.de/",23365
"Muenchen LMU",2011,"1251,88","10.1186/1471-2377-11-43","Springer Science + Business Media","BMC Neurology","NA","1471-2377","http://epub.ub.uni-muenchen.de/",23382
"Muenchen LMU",2011,"1275,68","10.1186/1471-2431-11-72","Springer Science + Business Media","BMC Pediatrics","NA","1471-2431","http://epub.ub.uni-muenchen.de/",23341
"Muenchen LMU",2011,"1323,28","10.1186/1471-2229-11-133","Springer Science + Business Media","BMC Plant Biology","NA","1471-2229","http://epub.ub.uni-muenchen.de/",23328
"Muenchen LMU",2011,"1299,48","10.1186/1471-244X-11-113","Springer Science + Business Media","BMC Psychiatry","NA","1471-244X","http://epub.ub.uni-muenchen.de/",23347
"Muenchen LMU",2011,"1232,84","10.1186/1471-2458-11-298","Springer Science + Business Media","BMC Public Health","NA","1471-2458","http://epub.ub.uni-muenchen.de/",23370
"Muenchen LMU",2011,"647,36","10.1186/1756-0500-4-427","Springer Science + Business Media","BMC Research Notes","NA","1756-0500","http://epub.ub.uni-muenchen.de/",24435
"Muenchen LMU",2011,"652,12","10.1186/1756-0500-4-497","Springer Science + Business Media","BMC Research Notes","NA","1756-0500","http://epub.ub.uni-muenchen.de/",24437
"Muenchen LMU",2011,"1299,48","10.1186/1471-2482-11-25","Springer Science + Business Media","BMC Surgery","NA","1471-2482","http://epub.ub.uni-muenchen.de/",23331
"Muenchen LMU",2011,"1223,32","10.1186/1746-6148-7-10","Springer Science + Business Media","BMC Veterinary Research","NA","1746-6148","http://epub.ub.uni-muenchen.de/",23391
"Muenchen LMU",2011,"1256,64","10.1186/cc10565","Springer Science + Business Media","Critical Care","NA","1466-609X","http://epub.ub.uni-muenchen.de/",23406
"Muenchen LMU",2011,"761,6","10.1186/2191-1991-1-17","Springer Science + Business Media","ealth Economics Review",,"2191-1991","http://epub.ub.uni-muenchen.de/",24436
"Muenchen LMU",2011,"1175,72","10.1186/1749-8090-6-50","Springer Science + Business Media","Journal of Cardiothoracic Surgery (JCTS)","NA","1749-8090","http://epub.ub.uni-muenchen.de/",23378
"Muenchen LMU",2011,1190,"10.1186/1749-8090-6-133","Springer Science + Business Media","Journal of Cardiothoracic Surgery (JCTS)","NA","1749-8090","http://epub.ub.uni-muenchen.de/",23326
"Muenchen LMU",2011,"937,72","10.1186/1532-429X-13-76","Springer Science + Business Media","Journal of Cardiovascular Magnetic Resonance","NA","1097-6647","http://epub.ub.uni-muenchen.de/",23312
"Muenchen LMU",2011,"590,24","10.1186/1752-1947-5-443","Springer Science + Business Media","Journal of Medical Case Reports","NA","1752-1947","http://epub.ub.uni-muenchen.de/",24434
"Muenchen LMU",2011,"1156,68","10.1186/1742-2094-8-7","Springer Science + Business Media","Journal of Neuroinflammation","NA","1742-2094","http://epub.ub.uni-muenchen.de/",23400
"Muenchen LMU",2011,"1223,32","10.1186/1479-5876-9-140","Springer Science + Business Media","Journal of Translational Medicine","NA","1479-5876","http://epub.ub.uni-muenchen.de/",23339
"Muenchen LMU",2011,"1304,24","10.1186/1479-5876-9-151","Springer Science + Business Media","Journal of Translational Medicine","NA","1479-5876","http://epub.ub.uni-muenchen.de/",23332
"Muenchen LMU",2011,"1151,92","10.1186/1756-6606-4-43","Springer Science + Business Media","Molecular Brain","NA","1756-6606","http://epub.ub.uni-muenchen.de/",23306
"Muenchen LMU",2011,"1118,6","10.1186/1756-3305-4-161","Springer Science + Business Media","Parasites and Vectors","NA","1756-3305","http://epub.ub.uni-muenchen.de/",23342
"Muenchen LMU",2011,"1128,12","10.1186/1747-5341-6-10","Springer Science + Business Media","Philosophy, Ethics, and Humanities in Medicine","NA","1747-5341","http://epub.ub.uni-muenchen.de/",24433
"Muenchen LMU",2011,"1099,56","10.1186/1748-717X-6-29","Springer Science + Business Media","Radiation Oncology","NA","1748-717X","http://epub.ub.uni-muenchen.de/",23383
"Muenchen LMU",2011,"1142,4","10.1186/1748-717X-6-55","Springer Science + Business Media","Radiation Oncology","NA","1748-717X","http://epub.ub.uni-muenchen.de/",23361
"Muenchen LMU",2011,"1123,36","10.1186/1748-717X-6-139","Springer Science + Business Media","Radiation Oncology","NA","1748-717X","http://epub.ub.uni-muenchen.de/",23325
"Muenchen LMU",2011,"1123,36","10.1186/1748-717X-6-153","Springer Science + Business Media","Radiation Oncology","NA","1748-717X","http://epub.ub.uni-muenchen.de/",23319
"Muenchen LMU",2011,"1147,16","10.1186/1748-717X-6-173","Springer Science + Business Media","Radiation Oncology","NA","1748-717X","http://epub.ub.uni-muenchen.de/",23309
"Muenchen LMU",2011,"1461,32","10.1186/1465-9921-12-4","Springer Science + Business Media","Respiratory Research","1465-9921","1465-993X","http://epub.ub.uni-muenchen.de/",23403
"Muenchen LMU",2011,"1527,96","10.1186/1465-9921-12-66","Springer Science + Business Media","Respiratory Research","1465-9921","1465-993X","http://epub.ub.uni-muenchen.de/",23363
"Muenchen LMU",2011,"1256,64","10.1186/1477-7819-9-62","Springer Science + Business Media","World Journal of Surgical Oncology","NA","1477-7819","http://epub.ub.uni-muenchen.de/",23358
"Muenchen LMU",2012,"1504,16","10.1186/1471-2253-12-31","Springer Science + Business Media","BMC Anesthesiology","NA","1471-2253","http://epub.ub.uni-muenchen.de/",23424
"Muenchen LMU",2012,"1399,44","10.1186/1471-2105-13-114","Springer Science + Business Media","BMC Bioinformatics ","NA","1471-2105","http://epub.ub.uni-muenchen.de/",23490
"Muenchen LMU",2012,"1461,32","10.1186/1472-6750-12-84","Springer Science + Business Media","BMC Biotechnology","NA","1472-6750","http://epub.ub.uni-muenchen.de/",23440
"Muenchen LMU",2012,"1289,96","10.1186/1471-2407-12-2","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",23526
"Muenchen LMU",2012,"1266,16","10.1186/1471-2407-12-5","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",24242
"Muenchen LMU",2012,"1442,28","10.1186/1471-2407-12-553","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",23433
"Muenchen LMU",2012,"1456,56","10.1186/1471-2407-12-600","Springer Science + Business Media","BMC Cancer ","NA","1471-2407","http://epub.ub.uni-muenchen.de/",23422
"Muenchen LMU",2012,"1451,8","10.1186/1471-2261-12-116","Springer Science + Business Media","BMC Cardiovascular Disorders","NA","1471-2261","http://epub.ub.uni-muenchen.de/",23428
"Muenchen LMU",2012,"1399,44","10.1186/1472-6785-12-12","Springer Science + Business Media","BMC Ecology","NA","1472-6785","http://epub.ub.uni-muenchen.de/",23474
"Muenchen LMU",2012,"1275,68","10.1186/1471-2148-12-12","Springer Science + Business Media","BMC Evolutionary Biology","NA","1471-2148","http://epub.ub.uni-muenchen.de/",23517
