Institution,PubMed Central (PMC) ID,PubMed ID,DOI,Publisher,Journal,ISSN,is_hybrid,period,euro,Licence
University of Cambridge,,,10.4155/fmc.14.137,FSG,Future Medicinal Chemistry,,,2015,2812.14,
University of Cambridge,,,10.1098/rstb.2013.0541,Royal Society Publishing,Philosophical Transactions of the Royal Society B,,,2015,1736.91,CC BY
University of Cambridge,,,10.1186/s12858-014-0024-3,BioMed Central,BMC Biochemistry,,,2015,1945.75,CC BY
University of Cambridge,,,10.1039/C4CE01622J ,Royal Society of Chemistry,CrystEngComm,,,2015,2249.71,CC BY
University of Cambridge,,,10.11646/zootaxa.3905.1.10,Magnolia Presss,Zootaxa,,,2015,130.42,CC BY
University of Cambridge,,,10.1111/cei.12434,Wiley,clinical and experimental immunology,,,2015,3175.65,
University of Cambridge,,,10.1111/lsi.12093,Wiley,Law & Social Inquiry,,,2015,3175.65,
University of Cambridge,,,10.3945/?ajcn.114.087551,American Society for Nutrition,American Journal of Clinical Nutrition,,,2015,5292.76,CC BY
University of Cambridge,,,10.1186/s12939-014-0107-1,BioMed Central,International Journal for Equity in Health,,,2015,2100.83,CC BY
University of Cambridge,,,10.1007/s12522-014-0199-8,Springer,Reproductive Medicine and Biology,,,2015,2851.84,CC BY
University of Cambridge,,,10.1002/pssb.201451591,Wiley,Physica Status Solidi (b),,,2015,3272.41,
University of Cambridge,,,10.1186/s12875-014-0185-6,BioMed Central,BMC Family Practice,,,2015,1945.75,CC BY
University of Cambridge,,,10.1186/s13059-014-0526-8,BioMed Central,GENOME BIOLOGY,,,2015,2886.58,CC BY
University of Cambridge,,,10.1096/fj.14-263004,FASEB,FASEB Journal,,,2015,2646.39,
University of Cambridge,,,10.1097/ICU.0000000000000125,Wolters Kluwer/Lippincott Williams & Wilkins,CURRENT OPINION IN OPHTHALMOLOGY,,,2015,4146.68,CC BY
University of Cambridge,,,10.1016/j.jpsychores.2014.11.002,Elsevier,Journal of Psychosomatic Research,,,2015,3273.69,CC BY
University of Cambridge,,,10.1016/j.jnnfm.2014.09.008,Elsevier,Journal of Non-Newtonian Fluid Mechanics,,,2015,2586.18,CC BY
University of Cambridge,,,10.1002/stem.1910,Wiley,Stem Cells,,,2015,2117.11,
University of Cambridge,,,10.1016/j.jneb.2014.11.001,Elsevier,Journal of Nutrition Education and Behavior,,,2015,2580.11,CC BY
University of Cambridge,,,10.1007/s10659-014-9506-1,Springer,Journal of Elasticity,,,2015,2841.16,CC BY
University of Cambridge,,,10.1016/j.epsl.2014.11.034,Elsevier,Earth and Planetary Science Letters,,,2015,2294.44,
University of Cambridge,,,10.1007/s00439-014-1515-4,Springer,Human Genetics,,,2015,2851.84,CC BY
University of Cambridge,,,10.1016/j.mri.2014.10.010,Elsevier,Magnetic Resonance Imaging,,,2015,3240.73,CC BY
University of Cambridge,,,10.1099/vir.0.069591-0,Society for General Microbiology,Journal of General Virology,,,2015,2460.62,CC BY
University of Cambridge,,,10.1186/1471-2407-14-891,BioMed Central,BMC Cancer,,,2015,1945.75,CC BY
University of Cambridge,,,10.1007/s00415-014-7598-y,Springer,Journal of Neurology,,,2015,2851.84,CC BY
University of Cambridge,,,10.1093/nar/gku1292,Oxford University Press,Nucleic Acids Research,,,2015,2348.96,CC BY
University of Cambridge,,,10.1016/j.str.2014.11.020,Elsevier,Structure,,,2015,5172.34,CC BY
University of Cambridge,,,10.1016/j.appet.2014.11.002,Elsevier,Appetite,,,2015,2275.82,CC BY
University of Cambridge,,,10.1002/adma.201405044,Wiley,Advanced Materials,,,2015,3249.48,CC BY
University of Cambridge,,,10.1080/00102202.2014.902814,Taylor & Francis,Combustion Science and Technology,,,2015,3122.73,
University of Cambridge,,,10.1016/j.proci.2014.07.025,Elsevier,Proceedings of the Combustion Institute,,,2015,2068.94,CC BY
University of Cambridge,,,10.1088/2050-6120/3/1/014002,IOP Publishing,Methods and Applications in Fluorescence,,,2015,2530.93,CC BY
University of Cambridge,,,10.1007/s00125-014-3434-2,Springer,Diabetologia,,,2015,2851.84,
University of Cambridge,,,10.1128/JB.02404-14,American Society for Microbiology,Journal of Bacteriology,,,2015,2117.38,
University of Cambridge,,,10.1016/j.cell.2015.01.006,American Chemical Society,Cell,,,2015,5173.95,CC BY
University of Cambridge,,,10.1021/bi5008035,American Chemical Society,Biochemistry,,,2015,2117.10,CC BY
University of Cambridge,,,10.1016/j.molcel.2014.12.007,Elsevier,Molecular Cell,,,2015,5172.34,CC BY
University of Cambridge,,,10.1371/journal.pone.0115304,PLOS,PLOS ONE,,,2015,1429.05,CC BY
University of Cambridge,,,10.1016/j.ceb.2014.12.002,Elsevier,Current Opinion in Cell Biology,,,2015,3969.57,CC BY
University of Cambridge,,,10.1007/s00125-014-3483-6,Springer,Diabetologia,,,2015,2782.93,CC BY
University of Cambridge,,,10.1111/dom.12427,Wiley,"Diabetes, Obesity and Metabolism",,,2015,3273.69,
University of Cambridge,,,10.1016/j.automatica.2014.12.026,Elsevier,Automatica,,,2015,3206.85,CC BY
University of Cambridge,,,10.1016/j.jcrysgro.2014.11.037,Elsevier,Journal of Crystal Growth,,,2015,2272.62,CC BY
University of Cambridge,,,10.5194/acpd-14-30705-2014,Copernicus,Atmospheric Chemistry and Physics Discussions,,,2015,682.84,CC BY
University of Cambridge,,,10.1021/nl5041786,American Chemical Society,Nano Letters,,,2015,2117.11,CC BY
University of Cambridge,,,10.1002/adma.201404799,Wiley,Advanced Materials,,,2015,3289.32,CC BY
University of Cambridge,,,10.1016/j.epsl.2014.12.022,Elsevier,Earth and Planetary Science Letters,,,2015,3096.12,CC BY
University of Cambridge,,,10.1186/s13064-014-0028-0,Springer,Neural Development,,,2015,2219.94,CC BY
University of Cambridge,,,10.1016/j.colsurfb.2014.12.020,Elsevier,Colloids and Surfaces B: Biointerfaces,,,2015,2689.62,CC BY
University of Cambridge,,,10.1042/BJ20141333,Biochemical Society,Biochemical Journal,,,2015,2481.30,
University of Cambridge,,,10.1007/s00442-014-3208-z,Springer,Oecologia,,,2015,2841.60,CC BY
University of Cambridge,,,10.15252/embj.201489852,Wiley,The EMBO Journal,,,2015,3175.65,CC BY
University of Cambridge,,,10.1021/ja509872y,American Chemical Society,Journal of the American Chemical Society,,,2015,2117.11,CC BY
University of Cambridge,,,10.1039/c4ra11891j,Royal Society of Chemistry,RSC Advances,,,2015,2249.71,CC BY
University of Cambridge,,,10.1021/nn5064198,American Chemical Society,ACS Nano,,,2015,1587.84,
University of Cambridge,,,10.1016/j.bpj.2014.12.035,Elsevier,Biophysical Journal,,,2015,1857.68,CC BY
University of Cambridge,,,10.1080/1081602X.2014.1001768,Taylor & Francis,The History of the Family,,,2015,2957.71,CC BY
University of Cambridge,,,10.1016/j.visres.2014.11.012,Elsevier,Vision Research,,,2015,1862.05,CC BY
University of Cambridge,,,10.1016/j.socscimed.2014.12.002,Elsevier,Social Science & Medicine,,,2015,3049.39,CC BY
University of Cambridge,,,10.1002/smll.201402639,Wiley,Small,,,2015,3289.32,CC BY
University of Cambridge,,,10.1186/1471-2164-15-1179,BioMed Central,BMC Genomics,,,2015,1945.75,CC BY
University of Cambridge,,,10.1111/2041-210X.12324,Wiley,Methods in Ecology and Evolution,,,2015,3175.66,CC BY
University of Cambridge,,,10.1016/j.dib.2014.12.006,Elsevier,Journal of Proteomics,,,2015,3020.10,CC BY
University of Cambridge,,,10.1016/j.pt.2014.12.012,Elsevier,Trends in Parasitology,,,2015,3883.40,CC BY
University of Cambridge,,,10.1016/j.chembiol.2014.12.012,Elsevier,Chemistry and Biology,,,2015,5173.97,CC BY
University of Cambridge,,,10.1523/JNEUROSCI.3047-14.2015,Society for Neuroscience,Journal of Neuroscience,,,2015,3424.41,CC BY
