Institution,PubMed Central (PMC) ID,PubMed ID,DOI,Publisher,Journal,ISSN,is_hybrid,period,euro,Licence
Bangor University,,,10.1017/s0021875814001844 ,Cambridge University Press,Journal of American Studies,,,2014,2524.40,CC BY
Bangor University,,,10.1177/0959683614534739 ,Sage,The Holocene,,,2014,1191.46,CC BY
Bangor University,,,10.1371/journal.pone.0112951 ,PLOS,PLOS One,1932-6203,FALSE,2014,1080.77,CC BY
Bangor University,,,10.1002/2014gl061538 ,Wiley,Geophysical Research Letters,0094-8276,TRUE,2014,2001.44,CC BY
Bangor University,,,10.1016/j.apenergy.2014.09.061 ,Elsevier,Applied Energy,0306-2619,TRUE,2014,2906.48,CC BY
Cranfield University,,,10.1016/j.fuel.2013.08.061,Elsevier,Fuel,0016-2361,TRUE,2014,3841.99,CC BY
Cranfield University,,,10.1016/j.futures.2014.01.005,Elsevier,Futures,0016-3287,TRUE,2014,1085.35,CC BY
Cranfield University,,,10.1016/j.watres.2014.05.036,Elsevier,Water Research,0043-1354,TRUE,2014,2586.25,CC BY
Cranfield University,,,10.1016/j.snb.2014.06.121,Elsevier,Sensors and Actuators B,0925-4005,TRUE,2014,2241.41,CC BY
Cranfield University,,,10.1088/0964-1726/23/7/075001,IOP Publishing,Smart Materials and Structures,0964-1726,TRUE,2014,2531.84,CC BY
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Durham University,,,10.1103/PhysRevLett.112.040501 ,American Physical Society,Physical Review Letters,1079-7114 ,TRUE,2014,2044.68,CC BY
,,,,,,,,,,
Durham University,,,10.1130/G35193.1,Geological Society of America,Geology,0091-7613,TRUE,2014,1965.88,CC BY
Durham University,,,10.1037/neu0000005,American Psychological Association,Neuropsychology,1931-1559,TRUE,2014,3146.36,CC BY
Durham University,,,10.1037/a0034819,American Psychological Association,Journal of Abnormal Psychology,1939-1846,TRUE,2014,3146.36,CC BY
Durham University,,,10.1002/anie.201310718,Wiley,Angewandte Chemie International Edition,1433-7851,TRUE,2014,2327.06,CC BY
Durham University,,,10.1144/M39.21,Geological Society of London,Geological Society of London Memoir (Special Publication),2041-4722,TRUE,2014,2233.98,CC BY
Durham University,,,10.1093/molbev/msu058,Oxford University Press,Molecular Biology and Evolution,1537-1719,TRUE,2014,2159.51,CC BY
Durham University,,,10.1002/icd.1848,Wiley,Infant and Child Development,1522-7219,TRUE,2014,1861.65,CC BY
Durham University,,,10.1080/10494820.2014.881392,Taylor & Francis,Interactive Learning Environments ,1744-5191 ,TRUE,2014,1997.18,CC BY
Durham University,,,10.1088/1475-7516/2014/03/017,IOP Publishing,Journal of Cosmology and Astroparticle Physics,1475-7516,TRUE,2014,2085.05,CC BY
,,,,,,,,,,
Durham University,,,10.1093/imrn/rnu045,Oxford University Press,International Mathematics Research Notices,1687-0247 ,TRUE,2014,2606.31,CC BY
Durham University,,,10.1177/0952695114527598,Sage,History of the Human Sciences,1461-720X,TRUE,2014,794.30,CC BY
Durham University,,,10.1111/jcal.12052  ,Wiley,Journal of Computer Assisted Learning,1365-2729,TRUE,2014,1861.65,CC BY
Durham University,,,10.1186/2045-5380-4-4,BioMed Central,Biology of Mood and Anxiety Disorders,2045-5380,FALSE,2014,1867.23,CC BY
Durham University,,,10.1049/iet-rpg.2013.0324,Institution of Engineering and Technology,Renewable Power Generation,1752-1424,TRUE,2014,1063.06,CC BY
Durham University,,,10.1111/2041-210X.12184,Wiley,Methods in Ecology and Evolution,2041-210X,TRUE,2014,1861.65,CC BY
Durham University,,,10.1098/rstb.2013.0368,Royal Society,Philosophical Transactions of the Royal Society B: Biological Sciences,1471-2970,TRUE,2014,1563.79,CC BY
Durham University,,,10.1039/C3TC31849D,Royal Society of Chemistry,Journal of Materials Chemistry C,2050-7534,TRUE,2014,2025.48,CC BY
Durham University,,,10.1111/mmi.12594,Wiley,Molecular Microbiology,0950-382X,TRUE,2014,1861.65,CC BY
,,,,,,,,,,
Durham University,,,10.1093/molehr/gau003 ,Oxford University Press,Molecular Human Reproduction,1360-9947,TRUE,2014,3164.81,CC BY
Durham University,,,10.1371/journal.pone.0095929,PLOS,PLOS One,1932-6203,FALSE,2014,1031.55,CC BY
Durham University,,,10.1007/s10963-014-9072-2   ,Springer,Journal of World Prehistory,1573-7802,TRUE,2014,2759.75,CC BY
Durham University,,,10.1080/17445647.2014.890134,Taylor & Francis,Journal of Maps,1744-5647,TRUE,2014,1997.18,CC BY
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Durham University,,,10.1016/j.langsci.2014.03.003,Elsevier,Language Sciences,0388-0001,TRUE,2014,1018.22,CC BY
Durham University,,,10.1016/j.cbpa.2014.05.001,Elsevier,Current Opinion in Chemical Biology,1367-5931,TRUE,2014,3471.21,CC BY
Durham University,,,10.1002/icd.1869,Wiley,Infant and Child Development,1522-7227,TRUE,2014,1861.65,CC BY
Durham University,,,10.1144/SP404.10,Geological Society of London,Geological Society of London Special Publications,,TRUE,2014,2233.98,CC BY
Durham University,,,10.1111/gcb.12641,Wiley,Global Change Biology,1365-2486,TRUE,2014,1861.65,CC BY
Durham University,,,10.1016/j.spa.2014.05.005,Elsevier,Stochastic Processes and their Applications,0304-4149,TRUE,2014,694.23,CC BY
Durham University,,,10.1103/PhysRevLett.112.253201,American Physical Society,Physical Review Letters,1079-7114 ,TRUE,2014,2062.87,CC BY
Durham University,,,10.1179/1756750514Z.00000000053,Maney,Historic Environment: Policy and Practice,1756-7505,TRUE,2014,620.55,CC BY
Durham University,,,10.1109/TPWRS.2014.2316916,IEEE,IEEE Transactions on Power Systems,0885-8950,TRUE,2014,1172.64,CC BY
Durham University,,,10.1016/j.cognition.2014.05.006,Elsevier,Cognition,0010-0277,TRUE,2014,1640.62,CC BY
Durham University,,,10.1186/1479-5868-11-74,BioMed Central,International Journal of Behavioral Nutrition and Physical Activity,1479-5868,FALSE,2014,1892.55,CC BY
Durham University,,,10.1111/mmi.12661,Wiley,Molecular Microbiology,0950-382X,TRUE,2014,1861.65,CC BY
Durham University,,,10.1179/1461957114Y.0000000062,Maney,European Journal of Archaeology,1461-9571,TRUE,2014,620.55,CC BY-NC
Durham University,,,10.1107/S160057671401070X,International Union of Crystallography,Journal of Applied Crystallography,0021-8898,TRUE,2014,915.14,CC BY
Durham University,,,10.1016/j.tet.2014.05.031,Elsevier,Tetrahedron,0040-4020,TRUE,2014,1640.62,CC BY
Durham University,,,10.1016/j.epsl.2014.05.037,Elsevier,Earth and Planetary Science Letters,0012-821X,TRUE,2014,2204.40,CC BY
Durham University,,,10.1107/S1399004714007603,International Union of Crystallography,Acta Crystallographica Section D,0907-4449,TRUE,2014,875.68,CC BY
Durham University,,,10.1016/j.ssci.2014.05.001,Elsevier,Safety Science,0925-7535,TRUE,2014,1636.95,CC BY
Durham University,,,10.1016/j.lingua.2014.05.016,Elsevier,Lingua,0024-3841,TRUE,2014,1636.95,CC BY
Durham University,,,10.1371/journal.pone.0102454,PLOS,PLOS One,1932-6203,FALSE,2014,1018.11,CC BY
Durham University,,,10.1016/j.quascirev.2014.06.025,Elsevier,Quaternary Science Reviews,0277-3791,TRUE,2014,2259.89,CC BY
Durham University,,,10.1088/1475-7516/2014/03/051,IOP Publishing,Journal of Cosmology and Astroparticle Physics,1475-7516,TRUE,2014,2085.05,CC BY
Durham University,,,10.1016/j.epsl.2014.06.021,Elsevier,Earth and Planetary Science Letters,0012-821X,TRUE,2014,2161.08,CC BY
Durham University,,,10.1039/C4CP01626B,Royal Society of Chemistry,Physical Chemistry Chemical Physics,1463-9076,TRUE,2014,2025.48,CC BY
Durham University,,,10.1088/0953-4075/47/7/075005,IOP Publishing,"Journal of Physics B: Atomic, Molecular and Optical Physics",1520-6106,TRUE,2014,2531.84,CC BY
Durham University,,,10.1068/a46105,Pion,Environment and Planning A,1472-3409,TRUE,2014,2233.98,CC BY
,,,,,,,,,,
,,,,,,,,,,
Durham University,,,10.1016/j.quascirev.2014.06.023,Elsevier,Quaternary Science Reviews,0277-3791,TRUE,2014,2223.73,CC BY
Durham University,,,10.1039/c3ra43892a,Royal Society of Chemistry,RSC Advances,2046-2069,TRUE,2014,1766.48,CC BY
Durham University,,,10.1039/C3TC32086C,Royal Society of Chemistry,Journal of Materials Chemistry C,2050-7534,TRUE,2014,1766.48,CC BY
Durham University,,,10.1016/j.evolhumbehav.2014.05.002,Elsevier,Evolution and Human Behavior,1090-5138,TRUE,2014,2267.28,CC BY
Durham University,,,10.1186/1471-2164-15-647,BioMed Central,BMC Genomics,1471-2164,FALSE,2014,1973.35,CC BY
Durham University,,,10.1039/C4RA08317B,Royal Society of Chemistry,RSC Advances,2046-2069,TRUE,2014,1766.48,CC BY
Durham University,,,10.1080/17445647.2014.912036 ,Taylor & Francis,Journal of Maps,1744-5647,TRUE,2014,1997.18,CC BY
Durham University,,,10.1080/02723638.2014.933605 ,Taylor & Francis,Urban Geography,0272-3638,TRUE,2014,1997.18,CC BY
Durham University,,,10.1080/13549839.2014.909797  ,Taylor & Francis,Local Environment: The International Journal of Justice and Sustainability,1354-9839,TRUE,2014,1997.18,CC BY
Durham University,,,10.1098/rsif.2014.0706,Royal Society,Interface,1742-5662,TRUE,2014,1608.47,CC BY
Durham University,,,10.1080/17531055.2013.869929,Taylor & Francis,Journal of Eastern African Studies,1753-1055,TRUE,2014,1997.18,CC BY
Durham University,,,10.1103/PhysRevA.90.033424,American Physical Society,Physical Review A,1050-2947,TRUE,2014,1293.62,CC BY
Durham University,,,10.1074/jbc.R114.588145 ,American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,0021-9258,TRUE,2014,1576.58,CC BY
Durham University,,,10.1016/j.epsl.2014.07.033,Elsevier,Earth and Planetary Science Letters,0012-821X,TRUE,2014,2685.98,CC BY
Durham University,,,10.1007/s11412-014-9201-z  ,Springer,International Journal of Computer Supported Collaborative Learning,1556-1615,TRUE,2014,2674.07,CC BY
Durham University,,,10.1111/mec.12929,Wiley,Molecular Ecology,1365-294X,TRUE,2014,1861.65,CC BY
Durham University,,,10.1186/s12983-014-0069-6,BioMed Central,Frontiers in Zoology,1742-9994,FALSE,2014,1697.82,CC BY
Durham University,,,10.3390/e16095122,MDPI,Entropy,1099-4300,TRUE,2014,994.78,CC BY
Durham University,,,10.1039/C4CP03092C,Royal Society of Chemistry,Physical Chemistry Chemical Physics,1463-9076,TRUE,2014,2025.48,CC BY
Durham University,,,10.1016/j.geomorph.2014.09.017,Elsevier,Geomorphology,0169-555X,TRUE,2014,2934.62,CC BY
Durham University,,,10.1007/s00453-014-9949-6,Springer,Algorithmica,0178-4617,TRUE,2014,2649.30,CC BY
Durham University,,,10.1098/rspb.2014.2209,Royal Society,Proceedings of the Royal Society B,0962-8452,TRUE,2014,1787.18,CC BY
Durham University,,,10.1111/joa.12257,Wiley,Journal of Anatomy,0021-8782,TRUE,2014,1861.65,CC BY
Durham University,,,10.1016/j.aim.2014.09.023,Elsevier,Advances in Mathematics,0001-8708,TRUE,2014,1104.45,CC BY
Durham University,,,10.1002/2014JF003135,Wiley,Journal of Geophysical Research,2169-9011,TRUE,2014,1861.65,CC BY
Durham University,,,10.1098/rspa.2014.0557,Royal Society,Proceedings of the Royal Society A,1364-5021,TRUE,2014,1608.47,CC BY
Durham University,,,10.1016/j.dam.2014.10.025,Elsevier,Discrete Applied Mathematics,0166-218X,TRUE,2014,1321.65,CC BY
Durham University,,,10.1371/journal.pone.0113636 ,PLOS,PLOS One,1932-6203,FALSE,2014,1091.52,CC BY
Durham University,,,10.1080/13604813.2014.962895,Taylor & Francis,City,1360-4813,TRUE,2014,1997.18,CC BY
Durham University,,,10.1371/journal.pone.0113265,PLOS,PLOS One,1932-6203,FALSE,2014,1097.01,CC BY
Durham University,,,10.1016/j.quascirev.2014.11.004,Elsevier,Quaternary Science Reviews,0277-3791,TRUE,2014,2449.01,CC BY
Durham University,,,10.3389/fpls.2014.00673 ,Frontiers,Frontiers in Plant Science,1664-462X,FALSE,2014,1638.15,CC BY
Durham University,,,10.1039/C4CC01799D,Royal Society of Chemistry,Chemical Communications,1359-7345,TRUE,2014,2025.48,CC BY
Durham University,,,10.1016/j.quascirev.2014.09.013,Elsevier,Quaternary Science Reviews,0277-3791,TRUE,2014,2224.31,CC BY
Durham University,,,10.1088/2050-6120/2/2/024007,IOP Publishing,Methods and Applications in Fluorescence,2050-6120,TRUE,2014,2531.84,CC BY
Durham University,,,10.1088/0953-8984/26/23/236002,IOP Publishing,Journal of Physics: Condensed Matter,0953-8984,TRUE,2014,2531.84,CC BY
Durham University,,,10.1107/S2053273314022207,Wiley/International Union of Crystallography,Acta Crystallographica Section A ,2053-2733,TRUE,2014,945.72,CC BY
Durham University,,,10.1016/j.cpc.2014.11.023,Elsevier,Computer Physics Communications ,0010-4655,TRUE,2014,2108.54,CC BY
Imperial College London,PMC3807299,23926350,10.1128/JVI.01295-13,American Society for Microbiology,Journal of Virology,0022-538X,TRUE,2014,2697.58,CC BY
Imperial College London,,,10.1002/2013GL058289,American Geophysical Union,Geophysical Research Letters,0094-8276,TRUE,2014,2247.98,CC BY
Imperial College London,,,10.1002/2013GC004973,American Geophysical Union,"Geochemistry, Geophysics, Geosystems",1525-2027,TRUE,2014,3147.17,Unknown
Imperial College London,,,10.1063/1.4859715,AIP Publishing,Applied Physics Letters,0003-6951,TRUE,2014,1648.52,Unknown
Imperial College London,PMC3911760,24173217,10.1128/JVI.02620-13,American Society for Microbiology,Journal of Virology,0022-538X,TRUE,2014,2697.58,CC BY
Imperial College London,PMC3885510,24416171,10.1371/journal.pone.0083705,PLOS,PLOS One,1932-6203,FALSE,2014,1183.58,CC BY
Imperial College London,,,10.1002/2013GC005022,American Geophysical Union,"Geochemistry, Geophysics, Geosystems",1525-2027,TRUE,2014,3147.17,CC BY
Imperial College London,,,10.1111/cobi.12243,Wiley,Conservation Biology,0888-8892,TRUE,2014,2697.58,CC BY
Imperial College London,,24431265,10.1002/rcs.1568,Wiley,International Journal of Medical Robotics and Computer Assisted Surgery,1478-596X,TRUE,2014,2697.58,Unknown
Imperial College London,,,10.1088/0953-8984/25/39/395001,IOP Publishing,Journal of Physics: Condensed Matter,1361-648X  ,TRUE,2014,2531.84,CC BY
Imperial College London,,,10.1088/0741-3335/55/12/124001,IOP Publishing,Plasma Physics and Controlled Fusion,1361-6587  ,TRUE,2014,2531.84,CC BY
Imperial College London,PMC4048545,24406072,10.1016/j.jaci.2013.11.017,Elsevier,Journal of Allergy and Clinical Immunology,1097-6825,TRUE,2014,2697.58,CC BY
Imperial College London,PMC3832665,24260549,10.1371/journal.pone.0081132,PLOS,PLOS One,1932-6203,FALSE,2014,1034.63,CC BY
Imperial College London,,,10.1177/2042533313517687,Sage,JRSM Short Report,2042-5333,FALSE,2014,653.44,CC BY-NC
Imperial College London,,,10.1371/journal.pcbi.1003397,PLOS,PLOS Computational Biology,1553-7358,FALSE,2014,1820.86,CC BY
Imperial College London,,,10.1371/journal.pone.0086167,PLOS,PLOS One,1932-6203,FALSE,2014,1213.92,CC BY
Imperial College London,PMC4053590,24220007,10.1227/NEU.0000000000000249,Wolters Kluwer/Lippincott Williams & Wilkins,Neurosurgery,0148-396X ,TRUE,2014,3416.93,CC BY-NC-ND
Imperial College London,PMC4046804,24313393,10.1021/sb400053b,American Chemical Society,ACS Synthetic Biology,2161-5063,TRUE,2014,876.71,Unknown
Imperial College London,PMC3881165,24351745,10.3390/ijerph10127257,MDPI,International Journal of Environmental Research and Public Health ,1660-4601,FALSE,2014,1415.52,CC BY
Imperial College London,,25225854,10.3791/51683,JoVE,Journal of Visualized Experiments,1940-087X,FALSE,2014,1618.54,CC BY-NC
,,,,,,,,,,
Imperial College London,PMC3924271,24371134,10.1074/jbc.M113.523365,American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,0021-9258,TRUE,2014,1798.38,CC BY
Imperial College London,,,10.1039/c3gc42036a,Royal Society of Chemistry,Green Chemistry,1463-9270  ,TRUE,2014,1974.84,Unknown
Imperial College London,,,10.1038/srep03335,Nature Publishing Group,Scientific Reports,2045-2322,FALSE,2014,1325.49,CC BY
Imperial College London,PMC3911176,24317402,10.1128/JB.00863-13,American Society for Microbiology,Journal of Bacteriology,1098-5530,TRUE,2014,2697.58,CC BY
Imperial College London,,24367990,10.2217/fon.13.210,Future Medicine,Future Oncology,1744-8301  ,TRUE,2014,2468.55,Unknown
Imperial College London,,,10.1002/ange.201309575,Wiley,Angewandte Chemie International Edition,1433-7851,TRUE,2014,3644.23,CC BY
Imperial College London,,,10.1103/PhysRevLett.111.073002,American Physical Society,Physical Review Letters,1079-7114  ,TRUE,2014,2571.89,CC BY
Imperial College London,,,10.1111/1365-2656.12194,Wiley,Journal of Animal Ecology,1365-2656  ,TRUE,2014,2023.18,CC BY
Imperial College London,,,10.1002/2013GL058482,American Geophysical Union,Geophysical Research Letters,0094-8276,TRUE,2014,2247.98,CC BY-NC-ND
Imperial College London,PMC3905190,24306083,10.1007/s00134-013-3171-x,Springer,Intensive Care Medicine,1432-1238  ,TRUE,2014,2657.74,CC BY-NC
Imperial College London,,,10.1002/jgm.2751,Wiley,Journal of Gene Medicine,1521-2254,TRUE,2014,2630.14,CC BY-NC-ND
Imperial College London,,24529755,10.1016/j.jbiomech.2014.01.002,Elsevier,Journal of Biomechanics,0021-9290,TRUE,2014,2667.58,CC BY
Imperial College London,,,10.1016/j.nonrwa.2013.12.008,Elsevier,Nonlinear Analysis: Real World Applications,1468-1218 ,TRUE,2014,1368.00,CC BY
Imperial College London,,,10.1016/j.renene.2013.10.041,Elsevier,Renewable Energy,0960-1481,TRUE,2014,3097.60,CC BY
Imperial College London,PMC3878446,24341669,10.1186/1471-2334-13-592,BioMed Central,BMC Infectious Diseases,1471-2334,FALSE,2014,1707.51,CC BY
Imperial College London,PMC3929723,24586760,10.1371/journal.pone.0089414,PLOS,PLOS One,1932-6203,FALSE,2014,1223.35,CC BY
Imperial College London,PMC3935842,24586581,10.1371/journal.pone.0089186,PLOS,PLOS One,1932-6203,FALSE,2014,1192.77,CC BY
Imperial College London,PMC3935836,24586295,10.1371/journal.pone.0087896,PLOS,PLOS One,1932-6203,FALSE,2014,1192.77,CC BY
Imperial College London,,,10.1371/journal.pone.0089613,PLOS,PLOS One,1932-6203,FALSE,2014,1223.35,CC BY
Imperial College London,PMC3979278,24521701,10.1093/intqhc/mzu005,Oxford University Press,International Journal for Quality in Health Care,1464-3677  ,TRUE,2014,2541.15,CC BY
Imperial College London,,,10.1007/s10971-013-3214-3,Springer,Journal of Sol-gel Science and Technology,1573-4846  ,TRUE,2014,2666.13,CC BY
Imperial College London,,,10.1016/j.combustflame.2013.12.013,Elsevier,Combustion and Flame,1556-2921  ,TRUE,2014,1799.00,CC BY
Imperial College London,,,10.1136/bmjopen-2013-004174,BMJ,BMJ Open,2044-6055,FALSE,2014,1949.42,CC BY-NC
Imperial College London,,,10.1016/j.jneumeth.2013.11.028,Elsevier,Journal of Neuroscience Methods,0165-0270,TRUE,2014,1226.23,CC BY
Imperial College London,PMC4033115,24493858,10.1136/sextrans-2013-051381,BMJ,Sexually Transmitted Infections,1368-4973,TRUE,2014,2903.16,CC BY
Imperial College London,PMC3828836,23919682,10.1111/cei.12184,Wiley,Clinical and Experimental Immunology,1365-2249,TRUE,2014,2947.02,CC BY
Imperial College London,,,10.1016/S2214-109X(13)70109-8,Elsevier,Lancet Global Health,2214-109X,FALSE,2014,4709.23,CC BY
Imperial College London,PMC3910453,23721097,10.1089/ten.TEC.2013.0225,Mary Ann Liebert,Tissue Engineering Part C: Methods,1937-3392  ,TRUE,2014,2161.15,CC BY
Imperial College London,,,10.1186/1741-7015-12-29,BioMed Central,BMC Medicine,1741-7015,FALSE,2014,2330.79,CC BY
Imperial College London,,,10.1042/BST20130264,Portland Press,Biochemical Society Transactions,1470-8752,TRUE,2014,2233.98,CC BY
Imperial College London,,,10.1186/1756-3305-7-65,BioMed Central,Parasites & Vectors,1756-3305,FALSE,2014,1273.37,CC BY
Imperial College London,,,10.1038/ncomms4079,Nature Publishing Group,Nature Communications,2041-1723,FALSE,2014,4691.36,CC BY
Imperial College London,PMC3948509,24449063,10.1007/s00415-014-7242-x,Springer,Journal of Neurology,1432-1459  ,TRUE,2014,3119.38,CC BY
Imperial College London,,24589682,10.1016/j.ijid.2013.11.001,Elsevier,International Journal of Infectious Diseases,1878-3511  ,TRUE,2014,526.07,CC BY-NC-ND
Imperial College London,,,10.1021/jp404985q,American Chemical Society,Journal of Physical Chemistry C,1932-7455  ,TRUE,2014,2718.58,CC BY
Imperial College London,,,10.1016/j.eururo.2014.01.007,Elsevier,European Urology,1873-7560  ,TRUE,2014,2262.04,CC BY
Imperial College London,PMC3929507,24586400,10.1371/journal.pone.0088812,PLOS,PLOS One,1932-6203,FALSE,2014,1192.77,CC BY
Imperial College London,PMC4042510,24457412,10.1378/chest.13-1567,American College of Chest Physicians,Chest,1931-3543,TRUE,2014,4530.96,Unknown
Imperial College London,PMC4033108,24431182,10.1136/sextrans-2013-051386,BMJ,Sexually Transmitted Infections,1368-4973,TRUE,2014,3489.90,CC BY
Imperial College London,,,10.1098/rsif.2013.1062,Royal Society,Journal of the Royal Society - Interface,1742-5689,TRUE,2014,2085.05,CC BY
Imperial College London,,,10.1016/j.epsl.2013.09.018,Elsevier,Earth and Planetary Science Letters,0012-821X,TRUE,2014,2114.00,CC BY
Imperial College London,,,10.1016/j.actamat.2013.10.041,Elsevier,Acta Materialia,1359-6454,TRUE,2014,2788.70,CC BY
Imperial College London,,,10.1002/2013JA019624,American Geophysical Union,Journal of Geophysical Research: Space Physics,2169-9402,TRUE,2014,3110.32,CC BY
Imperial College London,PMC3982654,24711494,10.1098/rsta.2013.0212,Royal Society,Philosophical Transactions of the Royal Society A,0080-4614,TRUE,2014,2032.92,CC BY
Imperial College London,,24590854,10.1002/jor.22606,Wiley,Journal of Orthopaedic Research,1554-527X  ,TRUE,2014,2599.34,Unknown
Imperial College London,,,10.1002/ece3.1036,Wiley,Ecology and Evolution,2045-7758,FALSE,2014,1504.36,CC BY
