institution;period;eur;doi;is_hybrid;publisher;journal_full_title;issn;issn_print;issn_electronic;issn_l;license_ref;indexed_in_crossref;pmid;pmcid;ut;url;doaj
University of Debrecen;2023;1770,279016;10.3390/agriculture13061262;false;;;;;;;;;;;;;
University of Debrecen;2023;1356,264042;10.3390/min13060826;false;;;;;;;;;;;;;
University of Debrecen;2023;884,8177269;10.3897/jhr.96.99002;false;;;;;;;;;;;;;
University of Debrecen;2023;1392,480697;10.3390/su15139906;false;;;;;;;;;;;;;
University of Debrecen;2023;1585,668028;10.3389/fbioe.2023.1232465;false;;;;;;;;;;;;;
University of Debrecen;2023;1978,544654;10.3390/ijms241310627;false;;;;;;;;;;;;;
University of Debrecen;2023;2102,037658;10.3390/cells12131700;false;;;;;;;;;;;;;
University of Debrecen;2023;1648,473963;10.3390/polym15132937;false;;;;;;;;;;;;;
University of Debrecen;2023;2818,952313;10.3389/fphar.2023.1232285;false;;;;;;;;;;;;;
University of Debrecen;2023;1745,444135;10.3390/diagnostics13132268;false;;;;;;;;;;;;;
University of Debrecen;2023;1764,726718;10.3390/healthcare11131941;false;;;;;;;;;;;;;
University of Debrecen;2023;836,8805524;10.3389/fstro.2023.1233229;false;;;;;;;;;;;;;
University of Debrecen;2023;2223,729725;10.3390/ijms241411341;false;;;;;;;;;;;;;
University of Debrecen;2023;1758,703118;10.3390/healthcare11131940;false;;;;;;;;;;;;;
University of Debrecen;2023;1719,683291;10.3390/jcm12134538;false;;;;;;;;;;;;;
University of Debrecen;2023;1737,11973;10.3390/healthcare11131915;false;;;;;;;;;;;;;
University of Debrecen;2023;1266,240172;10.3390/socsci12070404;false;;;;;;;;;;;;;
University of Debrecen;2023;1883,85266;10.3390/cells12141825;false;;;;;;;;;;;;;
University of Debrecen;2023;1809,273391;10.3390/agriculture13071386;false;;;;;;;;;;;;;
University of Debrecen;2023;2736,787757;10.3389/fpubh.2023.1229734;false;;;;;;;;;;;;;
University of Debrecen;2023;2779,900694;10.1128/spectrum.00283-23;false;;;;;;;;;;;;;
University of Debrecen;2023;1304,941195;10.3390/buildings13081905;false;;;;;;;;;;;;;
University of Debrecen;2023;1883,700384;10.3390/nu15153315;false;;;;;;;;;;;;;
University of Debrecen;2023;2106,254725;10.3390/metabo13080892;false;;;;;;;;;;;;;
University of Debrecen;2023;1321,607638;10.3390/pharmaceutics15082054;false;;;;;;;;;;;;;
University of Debrecen;2023;1712,505275;10.3390/app13158897;false;;;;;;;;;;;;;
University of Debrecen;2023;2749,219468;10.3389/fpubh.2023.1205504;false;;;;;;;;;;;;;
University of Debrecen;2023;1969,644836;10.3390/math11153436;false;;;;;;;;;;;;;
University of Debrecen;2023;2131,304503;10.1080/10872981.2023.2242597;false;;;;;;;;;;;;;
University of Debrecen;2023;2950,679056;10.3389/fimmu.2023.1240800;false;;;;;;;;;;;;;
University of Debrecen;2023;1885,593645;10.3390/molecules28155898;false;;;;;;;;;;;;;
University of Debrecen;2023;2950,679056;10.3389/fonc.2023.1237643;false;;;;;;;;;;;;;
University of Debrecen;2023;1751,605196;10.3390/agriculture13081589;false;;;;;;;;;;;;;
University of Debrecen;2023;2689,225831;10.3390/ijms241612675;false;;;;;;;;;;;;;
University of Debrecen;2023;2797,793705;10.3389/fpls.2023.1232675;false;;;;;;;;;;;;;
University of Debrecen;2023;2874,442204;10.3389/fonc.2023.1220038;false;;;;;;;;;;;;;
University of Debrecen;2023;1358,191686;10.3390/jcdd10080345;false;;;;;;;;;;;;;
University of Debrecen;2023;1032,007489;10.3390/fermentation9080767;false;;;;;;;;;;;;;
University of Debrecen;2023;1954,696737;10.3390/plants12162972;false;;;;;;;;;;;;;
University of Debrecen;2023;2033,895319;10.3390/en16166094;false;;;;;;;;;;;;;
University of Debrecen;2023;2878,064689;10.3389/fnut.2023.1207394;false;;;;;;;;;;;;;
University of Debrecen;2023;434,6039901;10.3389/fbuil.2023.1237476;false;;;;;;;;;;;;;
University of Debrecen;2023;2894,77752;10.3389/fneur.2023.1254214;false;;;;;;;;;;;;;
University of Debrecen;2023;1018,439428;10.3390/biomedicines11092383;false;;;;;;;;;;;;;
University of Debrecen;2023;2191,441699;10.3390/ijms241713152;false;;;;;;;;;;;;;
University of Debrecen;2023;2384,460461;10.3390/land12091682;false;;;;;;;;;;;;;
University of Debrecen;2023;1416,408268;10.3390/agronomy13092234;false;;;;;;;;;;;;;
University of Debrecen;2023;1540,833371;10.3390/molecules28176247;false;;;;;;;;;;;;;
University of Debrecen;2023;1014,59251;10.3390/fermentation9080762;false;;;;;;;;;;;;;
University of Debrecen;2023;2144,733097;10.3390/ijms241713536;false;;;;;;;;;;;;;
University of Debrecen;2023;2876,335776;10.3389/fimmu.2023.1257072;false;;;;;;;;;;;;;
University of Debrecen;2023;2157,94703;10.3390/ijms241713563;false;;;;;;;;;;;;;
University of Debrecen;2023;2396,589168;10.3390/antiox12091714;false;;;;;;;;;;;;;
University of Debrecen;2023;1462,327074;10.3390/geriatrics8050089;false;;;;;;;;;;;;;
University of Debrecen;2023;2369,952226;10.3390/ijms241713657;false;;;;;;;;;;;;;
University of Debrecen;2023;1662,039454;10.3390/medicina59091602;false;;;;;;;;;;;;;
University of Debrecen;2023;2950,679056;10.3389/fcvm.2023.1224462;false;;;;;;;;;;;;;
University of Debrecen;2023;2457,127566;10.3390/ijms241713253;false;;;;;;;;;;;;;
University of Debrecen;2023;2914,042556;10.3389/fendo.2023.1263365;false;;;;;;;;;;;;;
University of Debrecen;2023;2348,582984;10.3390/plants12183301;false;;;;;;;;;;;;;
University of Debrecen;2023;1777,282763;10.3390/ph16091280;false;;;;;;;;;;;;;
University of Debrecen;2023;2688,511538;10.3390/ijms241813920;false;;;;;;;;;;;;;
University of Debrecen;2023;1191,789156;10.3390/nano13182554;false;;;;;;;;;;;;;
University of Debrecen;2023;2693,166828;10.3390/ijms241814067;false;;;;;;;;;;;;;
University of Debrecen;2023;1487,412846;10.3390/nu15184022;false;;;;;;;;;;;;;
University of Debrecen;2023;553,9803942;10.17221/292/2023-pse;false;;;;;;;;;;;;;
University of Debrecen;2023;2498,666905;10.3390/bioengineering10091095;false;;;;;;;;;;;;;
University of Debrecen;2023;2488,452072;10.3390/molecules28186725;false;;;;;;;;;;;;;
University of Debrecen;2023;1507,924191;10.3390/molecules28155623;false;;;;;;;;;;;;;
University of Debrecen;2023;1485,553988;10.3390/pr11102822;false;;;;;;;;;;;;;
University of Debrecen;2023;1124,670683;10.3389/pore.2023.1611369;false;;;;;;;;;;;;;
University of Debrecen;2023;1126,539365;10.5603/cj.95381;false;;;;;;;;;;;;;
University of Debrecen;2023;2409,989206;10.3390/f14101978;false;;;;;;;;;;;;;
University of Debrecen;2023;2032,468345;10.3390/brainsci13101384;false;;;;;;;;;;;;;
University of Debrecen;2023;2553,489227;10.3389/fevo.2023.1196075;false;;;;;;;;;;;;;
University of Debrecen;2023;3022,552461;10.3389/fmed.2023.1226760;false;;;;;;;;;;;;;
University of Debrecen;2023;558,4191833;10.3390/data8100149;false;;;;;;;;;;;;;
University of Debrecen;2023;782,7319621;10.3897/BDJ.11.e107919;false;;;;;;;;;;;;;
University of Debrecen;2023;2494,39387;10.3390/jcdd10100412;false;;;;;;;;;;;;;
University of Debrecen;2023;617,1659604;10.17221/90/2023-jfs;false;;;;;;;;;;;;;
University of Debrecen;2023;1400,61455;10.3390/diagnostics13182897;false;;;;;;;;;;;;;
University of Debrecen;2023;1484,782243;10.3390/sym15101886;false;;;;;;;;;;;;;
University of Debrecen;2023;3098,168079;10.3389/fpubh.2023.1276758;false;;;;;;;;;;;;;
University of Debrecen;2023;1408,174206;10.14336/AD.2023.0926-1;false;;;;;;;;;;;;;
University of Debrecen;2023;3019,917926;10.3389/fonc.2023.1252215;false;;;;;;;;;;;;;
University of Debrecen;2023;2217,856904;10.3390/machines11100959;false;;;;;;;;;;;;;
University of Debrecen;2023;1892,765808;10.3390/cryst13101513;false;;;;;;;;;;;;;
University of Debrecen;2023;3038,441999;10.3389/fneur.2023.1226220;false;;;;;;;;;;;;;
University of Debrecen;2023;1351,976988;10.3390/buildings13102636;false;;;;;;;;;;;;;
University of Debrecen;2023;1351,976988;10.3390/en16207209;false;;;;;;;;;;;;;
University of Debrecen;2023;2677,343123;10.3390/ijms241814359;false;;;;;;;;;;;;;
University of Debrecen;2023;1482,247021;10.3390/hydrology10100201;false;;;;;;;;;;;;;
University of Debrecen;2023;491,3713877;10.15835/nbha51413325;false;;;;;;;;;;;;;
University of Debrecen;2023;1507,970535;10.3390/ijms242015308;false;;;;;;;;;;;;;
University of Debrecen;2023;2556,336112;10.3390/ijms242015334;false;;;;;;;;;;;;;
University of Debrecen;2023;2983,85773;10.3389/fimmu.2023.1247129;false;;;;;;;;;;;;;
University of Debrecen;2023;2703,695754;10.3390/cancers15215141;false;;;;;;;;;;;;;
University of Debrecen;2023;1093,745207;10.3390/su152115310;false;;;;;;;;;;;;;
University of Debrecen;2023;2208,131183;10.3390/life13112116;false;;;;;;;;;;;;;
University of Debrecen;2023;1249,307771;10.1016/j.aninu.2023.11.005;false;;;;;;;;;;;;;
University of Debrecen;2023;2229,797559;10.2147/ijgm.s412551;false;;;;;;;;;;;;;
University of Debrecen;2023;1340,097531;10.3846/jbem.2023.20232;false;;;;;;;;;;;;;
University of Debrecen;2023;2460,557541;10.1080/17429145.2023.2268118;false;;;;;;;;;;;;;
University of Debrecen;2023;2431,708551;10.3390/jcm12216829;false;;;;;;;;;;;;;
University of Debrecen;2023;1346,032881;10.1098/rsos.230528;false;;;;;;;;;;;;;
University of Debrecen;2023;2964,428035;10.3389/fpubh.2023.1258798;false;;;;;;;;;;;;;
University of Debrecen;2023;2381,696109;10.3390/biomedicines11112970;false;;;;;;;;;;;;;
University of Debrecen;2023;2423,054559;10.3390/agronomy13112734;false;;;;;;;;;;;;;
University of Debrecen;2023;1337,57651;10.3390/agronomy13112695;false;;;;;;;;;;;;;
University of Debrecen;2023;1132,815276;10.1080/23311932.2023.2279714;false;;;;;;;;;;;;;
University of Debrecen;2023;2151,125661;10.3390/app132111733;false;;;;;;;;;;;;;
University of Debrecen;2023;2972,24612;10.3389/fcvm.2023.1270093;false;;;;;;;;;;;;;
University of Debrecen;2023;2593,995711;10.12659/msm.941406;false;;;;;;;;;;;;;
University of Debrecen;2023;381,6667518;10.30892/gtg.50423-1141;false;;;;;;;;;;;;;
University of Debrecen;2023;1807,076483;10.3390/horticulturae9111226;false;;;;;;;;;;;;;
University of Debrecen;2023;2331,397937;10.3390/w15223994;false;;;;;;;;;;;;;
University of Debrecen;2023;2337,517393;10.3390/land12122092;false;;;;;;;;;;;;;
University of Debrecen;2023;1008,933055;10.3390/ijms242216504;false;;;;;;;;;;;;;
University of Debrecen;2023;2516,087256;10.1007/978-3-319-35135-3_35;false;;;;;;;;;;;;;
University of Debrecen;2023;3151,011539;10.1093/nar/gkad210;false;;;;;;;;;;;;;
University of Debrecen;2023;3012,621898;10.3389/fmicb.2023.1281473;false;;;;;;;;;;;;;
University of Debrecen;2023;1919,818328;10.3390/pharmaceutics15122701;false;;;;;;;;;;;;;
University of Debrecen;2023;2275,557541;10.1186/s12894-023-01375-7;false;;;;;;;;;;;;;
University of Debrecen;2023;2178,51884;10.1038/s41598-023-48492-9;false;;;;;;;;;;;;;
University of Debrecen;2023;2172,065766;10.3390/children10121929;false;;;;;;;;;;;;;
University of Debrecen;2023;1265,987977;10.3390/rel14121459;false;;;;;;;;;;;;;
University of Debrecen;2023;917,2500766;10.21873/invivo.13477;false;;;;;;;;;;;;;
University of Debrecen;2023;1910,773783;10.3390/antibiotics12121689;false;;;;;;;;;;;;;
University of Debrecen;2023;2853,612912;10.3389/fmicb.2023.1260166;false;;;;;;;;;;;;;
University of Debrecen;2023;2235,745359;10.3390/ijms242417268;false;;;;;;;;;;;;;
University of Debrecen;2023;2684,519872;10.3390/ijms242417360;false;;;;;;;;;;;;;
University of Debrecen;2023;4510,236904;https://www.rpd-online.com/index.php/rpd/article/view/1541;false;;;;;;;;;;;;;
University of Debrecen;2023;1161,656796;10.3389/feduc.2023.1326515;false;;;;;;;;;;;;;
University of Debrecen;2023;2978,723067;10.3389/fgene.2023.1275383;false;;;;;;;;;;;;;
University of Debrecen;2023;2419,338099;10.3390/jcm13010174;false;;;;;;;;;;;;;
University of Debrecen;2023;2029,529423;10.3390/ijms25010677;false;;;;;;;;;;;;;
University of Debrecen;2023;2718,25411;10.3390/ijms25010664;false;;;;;;;;;;;;;
University of Debrecen;2023;2274,583703;10.3390/pharmaceutics16010036;false;;;;;;;;;;;;;
University of Debrecen;2023;1864,604182;10.3390/ani14010135;false;;;;;;;;;;;;;
University of Debrecen;2023;2414,158679;10.3390/agronomy14010019;false;;;;;;;;;;;;;
University of Debrecen;2023;2399,63141;10.3390/life14010010;false;;;;;;;;;;;;;
University of Debrecen;2023;2684,015404;10.3390/ijms25010380;false;;;;;;;;;;;;;
University of Debrecen;2023;2182,883225;10.1108/JEEE-06-2022-0167;true;;;;;;;;;;;;;
University of Debrecen;2023;635;10.7153/jmi-2023-17-31;false;;;;;;;;;;;;;
University of Debrecen;2023;3787,80172;10.3389/fsurg.2022.1093324;false;;;;;;;;;;;;;
University of Debrecen;2023;1826,4886;10.3390/dj11020044;false;;;;;;;;;;;;;
University of Debrecen;2023;3354,406733;10.1097/WNR.0000000000001883;true;;;;;;;;;;;;;
University of Debrecen;2023;3787,80172;10.3389/fsurg.2023.1115139;false;;;;;;;;;;;;;
University of Debrecen;2023;1287,399;10.3390/separations10030150;false;;;;;;;;;;;;;
University of Debrecen;2023;4110,792565;10.1021/acs.inorgchem.2c04329;true;;;;;;;;;;;;;
University of Debrecen;2023;1016;10.13168/AGG.2023.0002;false;;;;;;;;;;;;;
University of Debrecen;2023;495,3;10.30892/gtg.47209-1041;false;;;;;;;;;;;;;
University of Debrecen;2023;2325,3573;10.3390/healthcare11091220;false;;;;;;;;;;;;;
University of Debrecen;2023;3787,80172;10.3389/fpsyg.2023.1161620;false;;;;;;;;;;;;;
University of Debrecen;2023;2372,514566;10.3389/fpsyg.2023.1175621;false;;;;;;;;;;;;;
University of Debrecen;2023;2586,6979;10.3390/biomedicines11061521;false;;;;;;;;;;;;;
University of Debrecen;2023;44,45;10.47535/1991auoes32(1)060;false;;;;;;;;;;;;;
University of Debrecen;2023;44,45;10.47535/1991AUOES32(1)053;false;;;;;;;;;;;;;
University of Debrecen;2023;114,3;10.47535/1991AUOES32(1)041;false;;;;;;;;;;;;;
University of Debrecen;2023;196,85;10.47535/1991AUOES32(1)055;false;;;;;;;;;;;;;
University of Debrecen;2023;88,9;10.47535/1991AUOES32(1)031;false;;;;;;;;;;;;;
University of Debrecen;2023;2095,5;10.2340/actadv.v103.9413;false;;;;;;;;;;;;;
University of Debrecen;2023;495,3;10.30892/gtg.47228-1060;false;;;;;;;;;;;;;
University of Debrecen;2023;411,0792565;10.15294/harmonia.v23i2.42547;false;;;;;;;;;;;;;
University of Debrecen;2023;2190,183837;10.53765/20512201.30.5.177;true;;;;;;;;;;;;;
University of Debrecen;2023;1409,414594;10.3389/pore.2023.1611157;false;;;;;;;;;;;;;
University of Debrecen;2023;2798,5974;10.3390/cancers15123223;false;;;;;;;;;;;;;
University of Debrecen;2023;558,8;10.37501/soilsa/165879;false;;;;;;;;;;;;;
University of Debrecen;2023;127;10.1088/1755-1315/1189/1/012027;false;;;;;;;;;;;;;
University of Debrecen;2023;3729,076112;10.1080/15582159.2023.2169812;true;;;;;;;;;;;;;
University of Debrecen;2023;9652;10.1016/j.immuni.2022.10.004;true;;;;;;;;;;;;;
University of Debrecen;2023;2924,6195;10.3390/ijms241310938;false;;;;;;;;;;;;;
University of Debrecen;2023;2349,024323;10.1021/acsapm.3c01090;true;;;;;;;;;;;;;
University of Debrecen;2023;1409,414594;10.3389/pore.2023.1611270;false;;;;;;;;;;;;;
University of Debrecen;2023;2267,982983;10.1371/journal.pone.0290310;false;;;;;;;;;;;;;
University of Debrecen;2023;1009,65;10.21511/ppm.21(3).2023.52;false;;;;;;;;;;;;;
University of Debrecen;2023;957,2274114;10.1186/s12913-016-1423-5;false;;;;;;;;;;;;;
