institution;period (year);euro;doi;is_hybrid;publisher;journal_full_title;issn;url
Charles University;2021;4960,96;10.1186/s12915-021-01129-7;FALSE;;;;
Charles University;2021;1638,43;10.1186/s13041-021-00838-y;FALSE;;;;
Charles University;2021;1425,96;10.3390/ijms222011027;FALSE;;;;
Charles University;2021;1538,06;10.3390/ma14195868;FALSE;;;;
Charles University;2021;2047,49;10.1038/s41598-021-00670-3;FALSE;;;;
Charles University;2021;1722,57;10.3390/v13101986;FALSE;;;;
Charles University;2021;351,36;10.33549/physiolres.934765;FALSE;;;;
Charles University;2021;1939,04;10.3390/antiox10101532;FALSE;;;;
Charles University;2021;2569,16;10.3389/fpsyt.2021.430685;FALSE;;;;
Charles University;2021;273,56;10.3390/pharmaceutics13111879;FALSE;;;;
Charles University;2021;2479,33;10.1530/EC-21-0462;FALSE;;;;
Charles University;2021;2906,56;10.1016/j.jcin.2021.09.011;TRUE;;;;
Charles University;2021;191,99;10.21101/cejph.a6940;FALSE;;;;
Charles University;2021;2964,75;10.1158/1535-7163.MCT-21-0511;TRUE;;;;
Charles University;2021;2601,7;10.1111/iwj.13719;FALSE;;;;
Charles University;2021;1471,78;10.3390/metabo11110774;FALSE;;;;
Charles University;2021;3025,32;10.1038/s41531-021-00243-1;FALSE;;;;
Charles University;2021;693,62;10.33549/physiolres.934783;FALSE;;;;
Charles University;2021;1430,55;10.3390/genes12111816;FALSE;;;;
Charles University;2021;2447,24;10.2196/35064;FALSE;;;;
Charles University;2021;39,3;10.21101/hygiena.a1788;FALSE;;;;
Charles University;2021;1140,83;10.33549/physiolres.934800;FALSE;;;;
Charles University;2021;1187,44;10.33549/physiolres.934818;FALSE;;;;
Charles University;2021;2184,76;10.3390/cells10123452;FALSE;;;;
Charles University;2021;365,08;10.35198/01-2021-002-0004;FALSE;;;;
Charles University;2021;1561,52;10.3390/antiox10122000;FALSE;;;;
Charles University;2021;1745,43;10.3390/polym14010046;FALSE;;;;
Charles University;2021;2874,11;10.1016/j.bbrc.2021.12.062;TRUE;;;;
Charles University;2021;2060,23;10.1038/s41598-021-03989-z;FALSE;;;;
Charles University;2021;881,12;10.3390/antibiotics10030258;FALSE;;;;
Charles University;2021;2044,9;10.1038/s41598-021-86857-0;FALSE;;;;
Charles University;2021;425,92;10.3324/haematol.2020.249094;FALSE;;;;
Charles University;2021;2649,9;10.1016/j.nbd.2021.105347;FALSE;;;;
Charles University;2021;1963,93;10.3390/genes12050684;TRUE;;;;
Charles University;2021;3174,76;10.1182/bloodadvances.2021005318;TRUE;;;;
Charles University;2021;1934,79;10.1002/iid3.496;FALSE;;;;
Charles University;2021;1527,5;10.3390/diagnostics11081363;FALSE;;;;
Charles University;2021;726;10.3233/JAD-210289;FALSE;;;;
Charles University;2021;2182,15;10.3390/ijms22137095;FALSE;;;;
Charles University;2021;1938,42;10.3324/haematol.2020.250423;FALSE;;;;
Charles University;2021;1597,2;10.1016/j.clinbiomech.2021.105426;TRUE;;;;
Charles University;2021;2716,45;10.1186/s13071-021-04859-3;FALSE;;;;
Charles University;2021;1888,73;10.1371/journal.pone.0260549;FALSE;;;;
Charles University;2021;2057;10.1093/scan/nsab135;FALSE;;;;
Charles University;2021;2009,45;10.3390/ijms22010210;FALSE;;;;
Charles University;2021;1408,44;10.3390/jpm11010039;FALSE;;;;
Charles University;2021;2943,63;10.3389/fnbeh.2021.629585;FALSE;;;;
Charles University;2021;1347,82;10.3390/diagnostics11020231;FALSE;;;;
Charles University;2021;2009,56;10.3390/ijms22052397;FALSE;;;;
Charles University;2021;2038,26;10.1038/s41598-021-84022-1;FALSE;;;;
Charles University;2021;2053,92;10.1038/s41598-021-83018-1;FALSE;;;;
Charles University;2021;573,83;10.33549/physiolres.934470;FALSE;;;;
Charles University;2021;2963,79;10.3389/fnbeh.2021.648780;FALSE;;;;
Charles University;2021;2544,79;10.3389/pore.2021.1609756;TRUE;;;;
Charles University;2021;2045,69;10.1038/s41598-021-87494-3;TRUE;;;;
Charles University;2021;3754,36;10.1136/thoraxjnl-2020-215755;TRUE;;;;
Charles University;2021;2058,04;10.1016/j.hrthm.2021.04.025;TRUE;;;;
Charles University;2021;2050,12;10.1038/s41598-021-90366-5;FALSE;;;;
Charles University;2021;1987,98;10.3390/biomedicines9060626;FALSE;;;;
Charles University;2021;2065,92;10.3389/fnhum.2021.628229;FALSE;;;;
Charles University;2021;265,11;10.20452/pamw.16057;TRUE;;;;
Charles University;2021;893,99;10.3390/diagnostics11081365;FALSE;;;;
Charles University;2021;2040,5;10.1038/s41598-021-97480-4;FALSE;;;;
Charles University;2021;1963,54;10.3390/vaccines9080821;FALSE;;;;
Charles University;2021;2170,1;10.3390/cancers13174407;FALSE;;;;
Charles University;2021;2261,19;10.3390/ijerph18179081;FALSE;;;;
Charles University;2021;4138,64;10.1111/ene.15090;TRUE;;;;
Charles University;2021;2556,6;10.3389/pore.2021.1609915;FALSE;;;;
Charles University;2021;2044,5;10.1038/s41598-021-96319-2;FALSE;;;;
Charles University;2021;2836,34;10.1186/s12986-021-00597-6;FALSE;;;;
Charles University;2021;4875,9;10.1093/eurheartj/ehab658;TRUE;;;;
Charles University;2021;3090,15;10.3389/fpsyg.2021.756661;FALSE;;;;
Charles University;2021;1962,77;10.3390/biom11101459;FALSE;;;;
Charles University;2021;2178,87;10.1155/2021/9986874;TRUE;;;;
Charles University;2021;2273,7;10.3233/JAD-210372;TRUE;;;;
Charles University;2021;1799,69;10.1038/s41598-019-54573-5;FALSE;;;;
Charles University;2021;1187,44;10.33549/physiolres.934814;FALSE;;;;
Charles University;2021;1187,44;10.33549/physiolres.934815;FALSE;;;;
Charles University;2021;712,46;10.33549/physiolres.934821;FALSE;;;;
Charles University;2021;2671,4;10.3389/fcvm.2021.787414;FALSE;;;;
Charles University;2021;2559,89;10.3390/jcm11010002;FALSE;;;;
Charles University;2021;2028,89;10.3390/vaccines10010009;FALSE;;;;
Charles University;2021;2356,72;10.3390/nu14010149;FALSE;;;;
Charles University;2021;2712,61;10.1016/j.jcorpfin.2020.101855;TRUE;;;;
Charles University;2021;3061,3;10.1016/j.ejpoleco.2021.102126;TRUE;;;;
Charles University;2021;2303,97;10.1111/ecog.05613;TRUE;;;;
Charles University;2021;2526,76;10.1111/ecog.05778 ;TRUE;;;;
Charles University;2021;1959,87;10.3390/f12020160;FALSE;;;;
Charles University;2021;1768,51;10.3390/land10090910;FALSE;;;;
Charles University;2021;2658,55;10.1163/24055093-02002003;FALSE;;;;
Charles University;2021;1006,67;10.3390/children8010018;FALSE;;;;
Charles University;2021;3494,23;10.1016/j.biocel.2020.105908;TRUE;;;;
Charles University;2021;1245,92;10.3389/fpls.2021.613643;FALSE;;;;
Charles University;2021;1993,47;10.1152/japplphysiol.00756.2020;TRUE;;;;
Charles University;2021;241,91;10.3390/land10010039;FALSE;;;;
Charles University;2021;335,59;10.3390/rs13091743;FALSE;;;;
Charles University;2021;1744,06;10.1016/j.gecco.2021.e01458;FALSE;;;;
Charles University;2021;1731,17;10.3390/rs13030391;FALSE;;;;
Charles University;2021;1011,72;10.3390/genes12020156;FALSE;;;;
Charles University;2021;3238,45;10.1038/s42003-021-01714-0;FALSE;;;;
Charles University;2021;3644,66;10.1128/mSystems.00738-20;FALSE;;;;
Charles University;2021;2746,45;10.1093/molbev/msab020;FALSE;;;;
Charles University;2021;2188,13;10.1002/ece3.7258;FALSE;;;;
Charles University;2021;2984,93;10.3389/feart.2021.638336;FALSE;;;;
Charles University;2021;2029,57;10.3390/polym13040502;FALSE;;;;
Charles University;2021;115,58;;FALSE;Czech Geographic society;Informace ?GS;1213-1075;https://geography.cz/wp-content/uploads/2021/03/icgs012021_povazan.pdf
Charles University;2021;2036,23;10.1038/s41598-021-83940-4;FALSE;;;;
Charles University;2021;1609,67;10.1029/2020EA001275;FALSE;;;;
Charles University;2021;346,49;10.37040/geografie.2021.001;FALSE;;;;
Charles University;2021;2903,91;10.1016/j.parint.2021.102308;TRUE;;;;
Charles University;2021;1629,7;10.1038/s41598-021-84274-x;FALSE;;;;
Charles University;2021;3042,73;10.3389/fpls.2021.599961;FALSE;;;;
Charles University;2021;1642,23;10.3389/fpls.2021.659275;FALSE;;;;
Charles University;2021;1969,62;10.3390/biom11030449;FALSE;;;;
Charles University;2021;2352,55;10.1186/s12862-021-01773-1;FALSE;;;;
Charles University;2021;2703,59;10.1186/s13100-021-00236-0;FALSE;;;;
Charles University;2021;1317,65;10.3390/rs13071265;FALSE;;;;
Charles University;2021;2329,25;10.1186/s12862-021-01777-x;FALSE;;;;
Charles University;2021;5487,61;10.1038/s41467-021-23046-7;FALSE;;;;
Charles University;2021;3992,23;10.1111/syen.12476;TRUE;;;;
Charles University;2021;1967,35;10.3390/ijms22084250;FALSE;;;;
Charles University;2021;2961,93;10.3389/fpls.2021.674010;FALSE;;;;
Charles University;2021;302,5;10.33403/rigeo.851190;FALSE;;;;
Charles University;2021;1376,37;10.3390/ijgi10050335;FALSE;;;;
Charles University;2021;1963,93;10.3390/biom11050764;FALSE;;;;
Charles University;2021;379,46;10.1098/rstb.2020.0426;TRUE;;;;
Charles University;2021;1964,7;10.3390/ijms22115597;FALSE;;;;
Charles University;2021;4234,17;10.1111/febs.15962;TRUE;;;;
Charles University;2021;1647,95;10.3389/fpsyg.2021.658466;FALSE;;;;
Charles University;2021;2979,99;10.1073/pnas.2022713118;TRUE;;;;
Charles University;2021;1768,93;10.3390/land10060592;FALSE;;;;
Charles University;2021;1750,53;10.3390/plants10061161;FALSE;;;;
Charles University;2021;1464,36;10.3390/pathogens11010004;FALSE;;;;
Charles University;2021;2537,37;10.1093/gbe/evab119;FALSE;;;;
Charles University;2021;2385,78;10.1098/rstb.2020.0097;FALSE;;;;
Charles University;2021;2481,52;10.1371/journal.ppat.1009654;FALSE;;;;
Charles University;2021;2042,09;10.1038/s41598-021-90579-8;FALSE;;;;
Charles University;2021;2649,9;10.1016/j.ecolind.2021.107909;FALSE;;;;
Charles University;2021;2160,32;10.3390/cancers13123057;FALSE;;;;
Charles University;2021;3089,88;10.1177/09697764211021882;TRUE;;;;
Charles University;2021;1963,93;10.3390/cells10071612;FALSE;;;;
Charles University;2021;2387,54;10.1371/journal.pntd.0009512;FALSE;;;;
Charles University;2021;726,57;10.5194/fr-24-193-2021;FALSE;;;;
Charles University;2021;2046,91;10.1038/s41598-021-92174-3;FALSE;;;;
Charles University;2021;2160,32;10.3390/cancers13133334;FALSE;;;;
Charles University;2021;1963,93;10.3390/ijms22147595;FALSE;;;;
Charles University;2021;349,85;10.37040/geografie2021126020195;FALSE;;;;
Charles University;2021;1527,5;10.3390/ijms22147529;FALSE;;;;
Charles University;2021;2340,78;10.1016/j.ijpara.2021.05.006;TRUE;;;;
Charles University;2021;1745,72;10.3390/ijms22158062;FALSE;;;;
Charles University;2021;1963,93;10.3390/ijms22157805;FALSE;;;;
Charles University;2021;5486,68;10.1038/s41467-021-25256-5;FALSE;;;;
Charles University;2021;3242,8;10.1038/s42003-021-02518-y;FALSE;;;;
Charles University;2021;1745,72;10.3390/ijms22168670;FALSE;;;;
Charles University;2021;253,82;10.3390/min11080871;FALSE;;;;
Charles University;2021;1691,17;10.3390/molecules26165065;FALSE;;;;
Charles University;2021;2239,59;10.5194/bg-18-4511-2021;FALSE;;;;
Charles University;2021;1991,09;10.3389/fphys.2021.740006;FALSE;;;;
Charles University;2021;1427,8;10.1016/j.jmii.2021.08.008;FALSE;;;;
Charles University;2021;3285,15;10.1093/molbev/msab253;FALSE;;;;
Charles University;2021;4614,35;10.1126/sciadv.abj5913;FALSE;;;;
Charles University;2021;1745,72;10.3390/molecules26175160;FALSE;;;;
Charles University;2021;1731,05;10.1371/journal.pone.0243669;FALSE;;;;
Charles University;2021;546,08;10.3390/cells10092343;FALSE;;;;
Charles University;2021;1396,94;10.1016/j.ejrh.2021.100899;FALSE;;;;
Charles University;2021;1861,32;10.3390/su131810385;FALSE;;;;
Charles University;2021;900;10.3390/biology10090844;FALSE;;;;
Charles University;2021;1088,71;10.3390/biom11101407;FALSE;;;;
Charles University;2021;3280;10.1093/molbev/msab281;FALSE;;;;
Charles University;2021;355,45;10.37040/geografie2021126030243;FALSE;;;;
Charles University;2021;1090,85;10.3390/microorganisms9102101;FALSE;;;;
Charles University;2021;354,19;10.37040/geografie2021126030319;FALSE;;;;
Charles University;2021;1987,53;10.3389/fitd.2021.745104;FALSE;;;;
Charles University;2021;1825,03;10.1021/acs.jpcc.1c06873;TRUE;;;;
Charles University;2021;2356,72;10.3390/rs13204144;FALSE;;;;
Charles University;2021;589,39;10.23855/preslia.2021.305;TRUE;;;;
Charles University;2021;2261,37;10.1186/s40659-021-00327-5;FALSE;;;;
Charles University;2021;2706,38;10.1186/s13071-021-05021-9;FALSE;;;;
Charles University;2021;3075,04;10.3389/fgene.2021.727570;FALSE;;;;
Charles University;2021;1963,93;10.3390/biomedicines9111597;FALSE;;;;
Charles University;2021;546,82;10.3390/v13112131;FALSE;;;;
Charles University;2021;1094,92;10.3390/microorganisms9112256;FALSE;;;;
Charles University;2021;2049,36;10.1038/s41598-021-00977-1;FALSE;;;;
Charles University;2021;2649,9;10.1016/j.mcpro.2021.100174;FALSE;;;;
Charles University;2021;357;10.37040/geografie2021126030289;FALSE;;;;
Charles University;2021;1939,26;10.1180/mgm.2021.83;TRUE;;;;
Charles University;2021;1767,54;10.3390/ani11113233;FALSE;;;;
Charles University;2021;3190,2;10.3389/fpls.2021.793876;FALSE;;;;
Charles University;2021;1780,5;10.3390/plants10112533;FALSE;;;;
Charles University;2021;3139,26;10.3389/fgene.2021.768987;FALSE;;;;
Charles University;2021;2162,72;10.1099/mgen.0.000745;TRUE;;;;
Charles University;2021;1827,96;10.3390/rs13234768;FALSE;;;;
Charles University;2021;1069,25;10.3390/fishes6040070;FALSE;;;;
Charles University;2021;545,54;10.3390/microorganisms9122434;FALSE;;;;
Charles University;2021;2972,61;10.1021/acs.chemmater.1c02799;TRUE;;;;
Charles University;2021;2355,76;10.1186/s12862-021-01930-6;FALSE;;;;
Charles University;2021;2529,37;10.3389/fpls.2021.765719;FALSE;;;;
Charles University;2021;1409,65;10.1016/j.biopha.2021.112391;FALSE;;;;
Charles University;2021;3734,06;10.1029/2020PA003941;TRUE;;;;
Charles University;2021;1096,65;10.3390/microorganisms9112307;FALSE;;;;
Charles University;2021;353,43;10.37040/geografie2021126040371;FALSE;;;;
Charles University;2021;2763,82;10.1371/journal.ppat.1010041;FALSE;;;;
Charles University;2021;858,3;10.1080/17445647.2021.2012536;FALSE;;;;
Charles University;2021;1963,93;10.3390/ijms222413395;FALSE;;;;
Charles University;2021;2093,58;10.3390/w13243565;FALSE;;;;
Charles University;2021;4451,75;10.1007/s00035-021-00271-w;TRUE;;;;
Charles University;2021;1985,58;10.3390/su14010121;FALSE;;;;
Charles University;2021;3337,74;10.3389/fpls.2021.735020;FALSE;;;;
Charles University;2021;1784,65;10.3390/molecules26040989;FALSE;;;;
Charles University;2021;1974,9;10.3390/molecules26082123 ;FALSE;;;;
Charles University;2021;1976,91;10.3390/ijms22147468;FALSE;;;;
Charles University;2021;382,92;10.3390/molecules26144194;FALSE;;;;
Charles University;2021;1974,37;10.3390/ijms22157793;FALSE;;;;
Charles University;2021;1679,54;10.3390/agronomy11091892;FALSE;;;;
Charles University;2021;930,89;10.3390/molecules26196023;FALSE;;;;
Charles University;2021;2136,77;10.3390/polym13213636;FALSE;;;;
Charles University;2021;1974,69;10.3390/ijms222111936;FALSE;;;;
Charles University;2021;1588,9;10.3390/jcdd8120173;FALSE;;;;
Charles University;2021;1963,93;10.3390/molecules26113246;FALSE;;;;
Charles University;2021;1523,63;10.3390/molecules26133816;FALSE;;;;
Charles University;2021;1759,44;10.3390/foods10081745;FALSE;;;;
Charles University;2021;1976,3;10.3390/molecules26175358;FALSE;;;;
Charles University;2021;2134,6;10.3390/nano11102669;FALSE;;;;
Charles University;2021;2163,35;10.3390/nano11030749;FALSE;;;;
Charles University;2021;2053,35;10.3390/pharmaceutics13040459;FALSE;;;;
Charles University;2021;1766,15;10.3390/ph14080768;FALSE;;;;
Charles University;2021;1566,83;10.3390/ph14121229;FALSE;;;;
Charles University;2021;1537,79;10.3390/ph14121312;FALSE;;;;
Charles University;2021;1641,13;10.3390/ph14121302;FALSE;;;;
Charles University;2021;4138,2;10.1016/j.phytochem.2021.113017;TRUE;;;;
Charles University;2021;2077,7;10.1016/j.fochx.2021.100185;FALSE;;;;
Charles University;2021;2910,16;10.3389/fphar.2021.685518;FALSE;;;;
Charles University;2021;2947,12;10.3389/fphar.2021.684156;FALSE;;;;
Charles University;2021;3087;10.3389/fphar.2021.703279;FALSE;;;;
Charles University;2021;2051,54;10.1038/s41598-021-83688-x;FALSE;;;;
Charles University;2021;2528,9;10.1186/s12877-021-02213-x;FALSE;;;;
Charles University;2021;1815;10.1186/s13567-021-00980-4;FALSE;;;;
Charles University;2021;1813,58;10.1186/s13567-021-01012-x;FALSE;;;;
Charles University;2021;3956,04;10.1093/hmg/ddab169;TRUE;;;;
Charles University;2021;4354,29;10.1093/nutrit/nuab061;TRUE;;;;
Charles University;2021;3015,08;10.2147/PPA.S344878;FALSE;;;;
Charles University;2021;1913,16;10.1136/bmjopen-2020-046027;FALSE;;;;
Charles University;2021;465,75;10.25135/rnp.264.21.02.1976;FALSE;;;;
Charles University;2021;501,85;10.2174/1573406417666211026150658;TRUE;;;;
Charles University;2021;3054,82;10.3389/fphar.2021.713149;FALSE;;;;
Charles University;2021;3128,6;10.1177/14687968211047052;TRUE;;;;
Charles University;2021;3060,41;10.1016/j.earlhumdev.2021.105352;TRUE;;;;
Charles University;2021;2408,62;10.1515/zfr-2019-0036;TRUE;;;;
Charles University;2021;3793,08;10.1002/jqs.3325;TRUE;;;;
Charles University;2021;2590,76;10.1007/s11097-020-09700-3;TRUE;;;;
Charles University;2021;2679,55;10.1007/s11097-020-09716-9;TRUE;;;;
Charles University;2021;2893,21;10.1017/nps.2021.5;TRUE;;;;
Charles University;2021;301,3;;TRUE;Institute of Philosophy, CAS;Eirene;0046-1628;https://www.ics.cas.cz/upload/__files/Chlup_OA.pdf
Charles University;2021;1754,81;10.1371/journal.pone.0255367;FALSE;;;;
Charles University;2021;1504,18;10.3390/su13031152;FALSE;;;;
Charles University;2021;1739,48;10.3390/ijerph18041914;FALSE;;;;
Charles University;2021;2474,45;10.1186/s13561-021-00331-1;FALSE;;;;
Charles University;2021;3327,5;10.1111/opn.12418;TRUE;;;;
Charles University;2021;2258,53;10.3390/ijerph18168880;FALSE;;;;
Charles University;2021;1767,54;10.3390/brainsci11091225;FALSE;;;;
Charles University;2021;1255,97;10.3390/ijerph182312438;FALSE;;;;
Charles University;2021;1295,54;10.1145/3444691;TRUE;;;;
Charles University;2021;2221,19;10.1002/pan3.10233;FALSE;;;;
Charles University;2021;181,64;10.21062/mft.2021.040 ;FALSE;;;;
Charles University;2021;2050,46;10.1038/s41598-021-82184-6;FALSE;;;;
Charles University;2021;2007,74;10.3390/app11041634;FALSE;;;;
Charles University;2021;1271,4;10.3390/ijerph18052508;FALSE;;;;
Charles University;2021;279,58;10.5114/biolsport.2022.104918;FALSE;;;;
Charles University;2021;2549,12;10.1186/s12877-021-02131-y;FALSE;;;;
Charles University;2021;885,31;10.3390/brainsci11040492 ;FALSE;;;;
Charles University;2021;1267,72;10.1186/s12970-021-00421-9 ;FALSE;;;;
Charles University;2021;1075,38;10.3390/jcm10081630;FALSE;;;;
Charles University;2021;2160,74;10.3390/s21092968;FALSE;;;;
Charles University;2021;4089,8;10.1093/rheumatology/keab397 ;FALSE;;;;
Charles University;2021;421,71;10.2478/hukin-2021-0046;FALSE;;;;
Charles University;2021;1529,31;10.3390/jcm10163492;FALSE;;;;
Charles University;2021;1475,8;;FALSE;Maghira & Maas Publications;Neuroendocrinology letters;0172-780X;https://pubmed.ncbi.nlm.nih.gov/34969187/
Charles University;2021;271,61;10.16926/par.2022.10.08;FALSE;;;;
Charles University;2021;1527,5;10.3390/sym13111982;FALSE;;;;
Charles University;2021;2384,17;10.3390/nu13103464;FALSE;;;;
Charles University;2021;1574,21;10.3390/healthcare9111438;FALSE;;;;
Charles University;2021;2260,74;10.3390/ijerph182111344;FALSE;;;;
Charles University;2021;654,65;10.3390/ijerph182111391;FALSE;;;;
Charles University;2021;1967,78;10.3390/app112311352;FALSE;;;;
Charles University;2021;2260,76;10.3390/ijerph19010121;FALSE;;;;
Charles University;2021;1022,75;10.1123/mc.2021-0018;TRUE;;;;
Charles University;2021;1462,49;10.3389/fphys.2021.626915;FALSE;;;;
Charles University;2021;2932,46;10.3389/fpsyg.2021.648467;FALSE;;;;
Charles University;2021;397,86;10.4067/S0717-95022021000300896;FALSE;;;;
Charles University;2021;1055,71;10.3389/fphys.2021.652896;FALSE;;;;
Charles University;2021;990,81;10.2174/1875399X02114010086;FALSE;;;;
Charles University;2021;2477,03;;FALSE;Archives of Budo;Archives of Budo;1643-8698;https://archbudo.com/view/abstract/id/14458
Charles University;2021;3159,93;10.3389/fphys.2021.792376;FALSE;;;;
Charles University;2021;2015,14;10.3390/ijms22020667;FALSE;;;;
Charles University;2021;2329,25;10.1186/s12903-020-01372-4;FALSE;;;;
Charles University;2021;2015,86;10.3390/molecules26020402;FALSE;;;;
Charles University;2021;2054,77;10.1038/s41598-021-82965-z;FALSE;;;;
Charles University;2021;1491,39;10.1109/TNSRE.2021.3051093;FALSE;;;;
Charles University;2021;2457,67;10.2147/TCRM.S294876;FALSE;;;;
Charles University;2021;2918,11;10.1186/s12979-021-00220-5 ;FALSE;;;;
Charles University;2021;3460,16;10.1016/j.bpg.2021.101728;TRUE;;;;
Charles University;2021;380,16;10.33549/physiolres.934648;FALSE;;;;
Charles University;2021;956,75;10.33549/physiolres.934654;FALSE;;;;
Charles University;2021;1982,54;10.3390/biom11030464 ;FALSE;;;;
Charles University;2021;1962,41;10.3390/molecules26082160 ;FALSE;;;;
Charles University;2021;1971,92;10.3390/ijms22094432 ;FALSE;;;;
