institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,doaj,url
Charles University,2023,"2555,17",10.1186/s13567-023-01192-8,FALSE,Springer Nature,Veterinary Research,1297-9716,        TRUE,
Charles University,2023,"3077,82",10.3389/fevo.2022.1076451,FALSE,Frontiers Media SA,Frontiers in Ecology and Evolution,2296-701X,        TRUE,
Charles University,2023,"2979,64",10.1016/j.ecoenv.2023.115729,FALSE,ELSEVIER B.V.,Ecotoxicology and Environmental Safety,1090-2414,        TRUE,
Charles University,2023,"5126,20",10.1016/j.ejmech.2023.115617,TRUE,ELSEVIER B.V.,European Journal of Medicinal Chemistry,1768-3254,        TRUE,
Charles University,2023,"3362,40",10.1016/j.biopha.2023.115295,TRUE,ELSEVIER B.V.,Biomedicine & Pharmacotherapy,1950-6007,        TRUE,
Charles University,2023,"3509,06",10.3389/fcvm.2023.1154129,FALSE,Frontiers Media SA,Frontiers in Cardiovascular Medicine,2297-055X,        TRUE,
Charles University,2023,"402,56",NA,TRUE,"Institute of Philosophy, CAS",Eirene,0046-1628,        TRUE,https://www.ics.cas.cz/upload/__files/Chlup_Eirene_2022.pdf
Charles University,2023,"3566,39",10.3389/fpsyg.2023.1233667,FALSE,Frontiers Media SA,Frontiers in Psychology,1664-1078,        TRUE,
Charles University,2023,"3724,29",10.2196/46924,FALSE,JMIR Publications,Journal of Medical Internet Research,1438-8871,        TRUE,
Charles University,2023,"1234,41",10.5483/BMBRep.2023-0052,FALSE,Korean Society for Biochemistry and Molecular Biology,BMB reports,1976-670X,        TRUE,
Charles University,2023,"2582,44",10.3390/nu15184023,FALSE,MDPI AG,Nutrients,2072-6643,        TRUE,
Charles University,2023,"1835,62",10.3892/ol.2023.13951,TRUE,Spandidos publications,Oncology Letters,1792-1082,        TRUE,
Charles University,2023,"408,85",10.1080/22797254.2023.2292154,FALSE,Taylor & Francis,European Journal of Remote Sensing,2279-7254,        TRUE,
Charles University,2023,"603,27",10.33963/v.kp.98424,FALSE,Via Medica,Polish Heart Journal,1897-4279,        TRUE,
Charles University,2023,"2652,07",10.1038/s41598-023-48229-8,FALSE,Springer Nature,Scientific Reports,2045-2322,        TRUE,
Charles University,2023,"2410,08",10.1515/humaff-2023-0039,TRUE,De Gruyter,Human Affairs,1337-401X,        TRUE,
Charles University,2023,"279,69",10.1177/01634437231203880,TRUE,Sage Publications,"Media, Culture and Society",1460-3675,        TRUE,
Charles University,2023,"2188,36",10.3389/fpsyg.2023.1054692,FALSE,Frontiers Media SA,Frontiers in Psychology,1664-1078,        TRUE,
Charles University,2023,"2412,36",10.3390/f14020199,FALSE,MDPI AG,Forests,1999-4907,        TRUE,
Charles University,2023,"2470,09",10.3390/cells12091220,FALSE,MDPI AG,Cells,2073-4409,        TRUE,
Charles University,2023,"399,92",10.35198/01-2023-003-0002,FALSE,"SCAN, z.s.",Adiktologie,2570-8112,FALSE,
Charles University,2023,"2777,94",10.30965/18763308-50020006,TRUE,Brill Academic Publishers,East Central Europe,1876-3308,        TRUE,
Charles University,2023,"896,37",10.1016/j.ekir.2023.01.017,FALSE,ELSEVIER B.V.,Kidney International Reports,2468-0249,        TRUE,
Charles University,2023,"3260,90",10.3390/jcm12155072,FALSE,MDPI AG,Journal of Clinical Medicine,2077-0383,        TRUE,
Charles University,2023,"3137,10",10.1186/s12985-023-02241-6,FALSE,Springer Nature,Virology Journal,1743-422X,        TRUE,
Charles University,2023,"1300,42",10.3390/ma16155248,FALSE,MDPI AG,Materials,1996-1944,        TRUE,
Charles University,2023,"3728,17",10.3389/fcvm.2023.1140988,FALSE,Frontiers Media SA,Frontiers in Cardiovascular Medicine,2297-055X,        TRUE,
Charles University,2023,"2891,90",10.1186/s13071-022-05623-x,FALSE,Springer Nature,Parasites & Vectors,1756-3305,        TRUE,
Charles University,2023,"4071,11",10.1080/09636412.2023.2153731,TRUE,Taylor & Francis,Security Studies,1556-1852,        TRUE,
Charles University,2023,"2498,05",10.3390/vaccines11030670,FALSE,MDPI AG,Vaccines,2076-393X,        TRUE,
Charles University,2023,"2288,26",10.3389/fpubh.2023.1099528,FALSE,Frontiers Media SA,Frontiers in Public Health,2296-2565,        TRUE,
Charles University,2023,"1498,45",10.1186/s40494-023-00974-9,FALSE,Springer Nature,Heritage Science,2050-7445,        TRUE,
Charles University,2023,"3535,94",10.3389/fcvm.2023.1096538,FALSE,Frontiers Media SA,Frontiers in Cardiovascular Medicine,2297-055X,        TRUE,
Charles University,2023,"2262,29",10.3389/fgene.2023.1182288,FALSE,Frontiers Media SA,Frontiers in Genetics,1664-8021,        TRUE,
Charles University,2023,"1486,79",10.33549/physiolres.935219,FALSE,Institute of Physiology CAS,Physiological Research,1802-9973,        TRUE,
Charles University,2023,"1775,00",10.3390/life13051201,FALSE,MDPI AG,Life,2075-1729,        TRUE,
Charles University,2023,"3543,47",10.3389/fped.2023.1071572,FALSE,Frontiers Media SA,Frontiers in Pediatrics,2296-2360,        TRUE,
Charles University,2023,"3617,90",10.1016/j.ijantimicag.2023.106824,TRUE,ELSEVIER B.V.,International Journal of Antimicrobial Agents,1872-7913,        TRUE,
Charles University,2023,"2245,42",10.7554/eLife.94174.1,FALSE,eLife,eLife,2050-084X,        TRUE,
Charles University,2023,"4039,64",10.1016/j.bioorg.2023.106816,TRUE,ELSEVIER B.V.,Bioorganic Chemistry,1090-2120,        TRUE,
Charles University,2023,"2058,62",10.3390/polym15030743,FALSE,MDPI AG,Polymers,2073-4360,        TRUE,
Charles University,2023,"3054,17",10.1099/mgen.0.001143,FALSE,Microbiology Society,Microbial Genomics,2057-5858,        TRUE,
Charles University,2023,"2388,11",10.3389/fspor.2023.1256136,FALSE,Frontiers Media SA,Frontiers in Sports and Active Living,2624-9367,        TRUE,
Charles University,2023,"2921,54",10.1080/14767058.2023.2215377,FALSE,Taylor & Francis,The Journal of Maternal-Fetal & Neonatal Medicine,1476-4954,        TRUE,
Charles University,2023,"2459,60",10.3892/ijmm.2023.5342,TRUE,Spandidos publications,International Journal of Molecular Medicine,1791-244X,        TRUE,
Charles University,2023,"376,00",10.16926/par.2024.12.10,FALSE,Projack,Physical Activity Review,2300-5076,        TRUE,
Charles University,2023,"850,14",10.3847/1538-3881/ace109,FALSE,IOP Publishing,The Astronomical Journal,1538-3881,        TRUE,
Charles University,2023,"3720,65",10.1002/cam4.6853,FALSE,Wiley,Cancer Medicine,2045-7634,        TRUE,
Charles University,2023,"1062,25",10.5114/jhk/162017,FALSE,De Gruyter,Journal of Human Kinetics,1899-7562,        TRUE,
Charles University,2023,"2710,89",10.1038/s41598-023-40458-1,FALSE,Springer Nature,Scientific Reports,2045-2322,        TRUE,
Charles University,2023,"1975,59",10.1021/acs.jctc.2c00729,TRUE,American Chemical Society,Journal of Chemical Theory and Computation,1549-9626,        TRUE,
Charles University,2023,"3596,73",10.3389/fpls.2023.1139162,FALSE,Frontiers Media SA,Frontiers in Plant Science,1664-462X,        TRUE,
Charles University,2023,"2648,82",10.1038/s41598-023-44205-4,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"403,30",10.35198/01-2023-003-0005,FALSE,"SCAN, z.s.",Adiktologie,2570-8112,FALSE,
Charles University,2023,"660,65",10.5507/bp.2023.004,FALSE,Palacký University Olomouc,Biomedical Papers,1804-7521,TRUE,
Charles University,2023,"276,88",10.1177/2336825X231164559,TRUE,Sage Publications,New Perspectives,2336-8268,TRUE,
Charles University,2023,"2485,07",10.3390/ijms241210048,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"3036,94",10.3390/ijms24065068,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"5114,52",10.1136/jnnp-2022-330158,TRUE,BMJ Publishing Group,"Journal of Neurology, Neurosurgery and Psychiatry",0022-3050,TRUE,
Charles University,2023,"3874,62",10.1016/j.quascirev.2023.108345,TRUE,ELSEVIER B.V.,Quaternary Science Reviews,1873-457X,TRUE,
Charles University,2023,"2649,90",10.1038/s41598-023-39735-w,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"1579,91",10.1016/j.jsps.2023.06.017,FALSE,ELSEVIER B.V.,Saudi Pharmaceutical Journal,2213-7475,TRUE,
Charles University,2023,"2218,92",10.3390/ijms24032951,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"3674,52",10.3389/fpubh.2023.1202182,FALSE,Frontiers Media SA,Frontiers in Public Health,2296-2565,TRUE,
Charles University,2023,"661,76",10.5507/bp.2022.055,FALSE,Palacký University Olomouc,Biomedical Papers,1804-7521,TRUE,
Charles University,2023,"2265,31",10.3390/medicina59081423,FALSE,MDPI AG,Medicina,1648-9144,TRUE,
Charles University,2023,"3752,20",10.3389/fonc.2023.1133598,FALSE,Frontiers Media SA,Frontiers in Oncology,2234-943X,TRUE,
Charles University,2023,"2492,01",10.3390/diagnostics13111878,FALSE,MDPI AG,Diagnostics,2075-4418,TRUE,
Charles University,2023,"1694,41",10.3390/ijgi12030122,FALSE,MDPI AG,International Journal of Geo-Information,2220-9964,        TRUE,
Charles University,2023,"1797,54",10.3389/fnagi.2023.1222352,FALSE,Frontiers Media SA,Frontiers in Aging Neuroscience,1663-4365,        TRUE,
Charles University,2023,"2263,69",10.3389/fpsyg.2023.1015927,FALSE,Frontiers Media SA,Frontiers in Psychology,1664-1078,        TRUE,
Charles University,2023,"2001,21",10.1371/journal.pone.0279863,FALSE,Public Library of Science,PLoS One,1932-6203,TRUE,
Charles University,2023,"732,05",10.1186/s12915-023-01687-y,FALSE,Springer Nature,BMC Biology,1741-7007,TRUE,
Charles University,2023,"1527,57",10.3390/sports11030060,FALSE,MDPI AG,Sports,2075-4663,TRUE,
Charles University,2023,"1551,23",10.21037/qims-23-153,FALSE,AME Publishing Company,Quantitative Imaging in Medicine and Surgery,2223-4306,TRUE,
Charles University,2023,"1810,13",10.3390/ijms242317020,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"2649,90",10.1038/s41598-023-40196-4,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"1439,80",10.1016/j.jmrt.2023.11.117,FALSE,ELSEVIER B.V.,Journal of Materials Research and Technology,2214-0697,TRUE,
Charles University,2023,"242,40",10.4149/BLL_2024_48,FALSE,"AEPress, s.r.o.",Bratislava Medical Journal,1336-0345,TRUE,
Charles University,2023,"1839,58",10.1186/s13041-023-01058-2,FALSE,Springer Nature,Molecular Brain,1756-6606,TRUE,
Charles University,2023,"255,34",10.26773/smj.230207,FALSE,Montenegrin Sports Academy,Sport Mont,2337-0351,FALSE,
Charles University,2023,"2806,37",10.1155/2023/3640285,FALSE,Wiley,Dermatologic Therapy,1529-8019,TRUE,
Charles University,2023,"4886,91",10.1158/1078-0432.CCR-23-0212,TRUE,American Association for Cancer Research,Clinical Cancer Research,1557-3265,TRUE,
Charles University,2023,"1328,19",10.3847/1538-4357/ad0bea,FALSE,IOP Publishing,The Astrophysical Journal,1538-4357,TRUE,
Charles University,2023,"472,67",10.3897/zookeys.1165.101908,FALSE,Pensoft,ZooKeys,1313-2970,TRUE,
Charles University,2023,"2349,74",10.1128/spectrum.01264-23,FALSE,American Society for Microbiology,Microbiology Spectrum,2165-0497,TRUE,
Charles University,2023,"196,39",10.21101/cejph.a7905,FALSE,Státní Zdravotní Ústav,Central European Journal of Public Health,1803-1048,TRUE,
Charles University,2023,"4119,05",10.1007/s10522-023-10054-x,TRUE,Springer Nature,Biogerontology,1573-6768,TRUE,
Charles University,2023,"2780,76",10.3847/2041-8213/acc531,FALSE,IOP Publishing,The Astrophysical Journal Letter,1538-4357,TRUE,
Charles University,2023,"3286,57",10.1186/s12915-023-01661-8,FALSE,Springer Nature,BMC Biology,1741-7007,TRUE,
Charles University,2023,"2606,31",10.3390/ijms241310689,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"306,46",10.21062/mft.2023.047,FALSE,"JE Purkyne University, Usti nad Labem",Manufacturing Technology,2787-9402,TRUE,
Charles University,2023,"200,08",10.2478/cdem-2022-0009,FALSE,Society of Ecological Chemistry and Engineering,"Chemistry, Didactics, Ecology, Metrology",2084-4506,TRUE,
Charles University,2023,"3181,63",10.1111/lit.12284,TRUE,Wiley,Literacy,1741-4369,TRUE,
Charles University,2023,"3045,70",10.1029/2023GL106131,FALSE,American Geophysical Union,Geophysical Research Letters,1944-8007,TRUE,
Charles University,2023,"3120,72",10.1186/s12984-023-01193-w,FALSE,Springer Nature,Journal of NeuroEngineering and Rehabilitation,1743-0003,TRUE,
Charles University,2023,"479,69",10.2478/cejpp-2023-0012,FALSE,Sciendo,Central European Journal of Public Policy,1802-4866,FALSE,
Charles University,2023,"1211,67",10.3390/app131810058,FALSE,MDPI AG,Applied Sciences,2076-3417,TRUE,
Charles University,2023,"159,58",10.1016/j.pathol.2023.05.003,TRUE,ELSEVIER B.V.,Pathology,1465-3931,TRUE,
Charles University,2023,"2864,07",10.1016/j.pathol.2023.05.003,TRUE,ELSEVIER B.V.,Pathology,1465-3931,TRUE,
Charles University,2023,"159,58",10.1016/j.pathol.2023.05.003,TRUE,ELSEVIER B.V.,Pathology,1465-3931,TRUE,
Charles University,2023,"2532,68",10.1038/s41598-023-33047-9,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"3592,98",10.3389/fcimb.2023.1178547,FALSE,Frontiers Media SA,Frontiers in Cellular and Infection Microbiology,2235-2988,TRUE,
Charles University,2023,"3520,68",10.3389/fimmu.2023.1145269,FALSE,Frontiers Media SA,Frontiers in Immunology,1664-3224,TRUE,
Charles University,2023,"2861,66",10.1186/s13011-023-00557-8,FALSE,Springer Nature,"Substance Abuse: Treatment, Prevention, and Policy",1747-597X,TRUE,
Charles University,2023,"181,42",10.7752/jpes.2023.04126,FALSE,Editura Universitatea din Pitesti,Journal of Physical Education and Sport,2247-806X,FALSE,
Charles University,2023,"1340,50",10.1128/MRA.00453-23,FALSE,American Society for Microbiology,Microbiology Resource Announcements,2576-098X,TRUE,
Charles University,2023,"4706,90",10.1038/s41375-023-02083-9,TRUE,Springer Nature,Leukemia,1476-5551,TRUE,
Charles University,2023,"3157,78",10.1371/journal.pgen.1011050,FALSE,Public Library of Science,PLOS Genetics,1553-7404,TRUE,
Charles University,2023,"367,87",10.37040/geografie.2023.016,FALSE,Czech Geographic society,Geografie,2571-421X,FALSE,
Charles University,2023,"4549,19",10.1080/00130095.2023.2281175,TRUE,Taylor & Francis,Economic Geography,1944-8287,TRUE,
Charles University,2023,"1795,00",10.3892/ol.2023.13802,TRUE,Spandidos publications,Oncology Letters,1792-1082,TRUE,
Charles University,2023,"1165,93",10.1080/17445647.2023.2181714,FALSE,Taylor & Francis,Journal of Maps,1744-5647,TRUE,
Charles University,2023,"879,72",10.1080/17445647.2023.2201477,FALSE,Taylor & Francis,Journal of Maps,1744-5647,TRUE,
Charles University,2023,"2804,28",10.3390/foods12040893,FALSE,MDPI AG,Foods,2304-8158,TRUE,
Charles University,2023,"147,59",10.3390/foods12040893,FALSE,MDPI AG,Foods,2304-8158,TRUE,
Charles University,2023,"3591,05",10.3389/fmicb.2023.1080017,FALSE,Frontiers Media SA,Frontiers in Microbiology,1664-302X,TRUE,
Charles University,2023,"3605,89",10.3389/fmicb.2023.1175066,FALSE,Frontiers Media SA,Frontiers in Microbiology,1664-302X,TRUE,
Charles University,2023,"306,46",10.21062/mft.2023.048,FALSE,"JE Purkyne University, Usti nad Labem",Manufacturing Technology,2787-9402,TRUE,
Charles University,2023,"5172,72",10.1136/jech-2023-220771,TRUE,BMJ Publishing Group,Journal of Epidemiology and Community Health,1470-2738,TRUE,
Charles University,2023,"1470,53",10.33549/physiolres.935251,FALSE,Institute of Physiology CAS,Physiological Research,1802-9973,TRUE,
Charles University,2023,"2313,11",10.1364/OE.481199,FALSE,Optica publishing group,Optics Express,1094-4087,TRUE,
Charles University,2023,"2973,13",10.1063/5.0158995,FALSE,American Institute of Physics,APL Photonics,2378-0967,TRUE,
Charles University,2023,"503,85",10.3390/foods12234245,FALSE,MDPI AG,Foods,2304-8158,TRUE,
Charles University,2023,"2444,20",10.1016/j.cities.2023.104209,TRUE,ELSEVIER B.V.,Cities,1873-6084,TRUE,
Charles University,2023,"2728,95",10.3390/w15101966,FALSE,MDPI AG,Water,2073-4441,TRUE,
Charles University,2023,"2773,16",10.1186/s12938-023-01096-w,FALSE,Springer Nature,BioMedical Engineering Online,1475-925X,TRUE,
Charles University,2023,"3045,39",10.1016/j.geothermics.2023.102805,TRUE,ELSEVIER B.V.,Geothermics,1879-3576,TRUE,
Charles University,2023,"3971,02",10.1038/s41396-023-01499-6,FALSE,Oxford University Press,The ISME Journal,1751-7370,TRUE,
Charles University,2023,"1473,51",10.33549/physiolres.935220,FALSE,Institute of Physiology CAS,Physiological Research,1802-9973,TRUE,
Charles University,2023,"2839,33",10.3847/2041-8213/acf4ff,FALSE,IOP Publishing,The Astrophysical Journal Letter,1538-4357,TRUE,
Charles University,2023,"3456,36",10.1016/j.cretres.2023.105704,TRUE,ELSEVIER B.V.,Cretaceous Research,1095-998X,TRUE,
Charles University,2023,"1978,41",10.1371/journal.pone.0288833,FALSE,Public Library of Science,Plos ONE,1932-6203,TRUE,
Charles University,2023,"196,87",10.32725/kont.2023.019,FALSE,University of South Bohemia in České Budějovice,Kontakt,1804-7122,TRUE,
Charles University,2023,"3673,07",NA,FALSE,Frontiers Media SA,Frontiers in Psychiatry,1664-0640,TRUE,
Charles University,2023,"3069,96",10.1186/s12958-023-01128-z,FALSE,Springer Nature,Reproductive Biology and Endocrinology,1477-7827,TRUE,
Charles University,2023,"2059,10",10.1002/ecs2.4696,FALSE,Wiley,Ecosphere,2150-8925,TRUE,
Charles University,2023,"700,08",10.3390/ijms24032724,FALSE,MDPI AG,International Journal of Molecular Sciences,1422-0067,TRUE,
Charles University,2023,"905,14",10.4149/neo_2023_230409N193,FALSE,"AEPress, s.r.o.",Neoplasma,1338-4317,TRUE,
Charles University,2023,"746,31",10.1097/HS9.0000000000000946,FALSE,Wiley,HemaSphere,2572-9241,TRUE,
Charles University,2023,"2903,15",10.1186/s13578-023-01127-y,FALSE,Springer Nature,Cell & Bioscience,2045-3701,TRUE,
Charles University,2023,"2497,79",10.1186/s12014-023-09428-7,FALSE,Springer Nature,Clinical Proteomics,1559-0275,TRUE,
Charles University,2023,"2051,89",10.1371/journal.pone.0283054,FALSE,Public Library of Science,Plos ONE,1932-6203,TRUE,
Charles University,2023,"744,84",10.1177/14747049231218,FALSE,Sage Publications,Evolutionary Psychology,1474-7049,TRUE,
Charles University,2023,"4102,63",10.1007/s00431-023-05324-2,TRUE,Springer Nature,European Journal of Pediatrics,1432-1076,TRUE,
Charles University,2023,"3651,66",10.1038/S41537-023-00374-9,FALSE,Springer Nature,Schizophrenia,2754-6993,TRUE,
Charles University,2023,"3074,06",10.1186/s13019-023-02104-9,FALSE,Springer Nature,Journal of Cardiothoracic Surgery,1749-8090,TRUE,
Charles University,2023,"2646,63",10.1038/s41598-023-47949-1,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"653,51",10.5507/bp.2023.033,FALSE,Palacký University Olomouc,Biomedical Papers,1804-7521,TRUE,
Charles University,2023,"3451,77",10.4155/fmc-2022-0259,TRUE,Taylor & Francis,Future Medicinal Chemistry,1756-8927,TRUE,
Charles University,2023,"2012,03",10.1371/journal.pone.0268922,FALSE,Public Library of Science,PLoS One,1932-6203,TRUE,
Charles University,2023,"2437,50",10.3390/jpm13030486,FALSE,MDPI AG,Journal of Personalized Medicine,2075-4426,TRUE,
Charles University,2023,"3936,87",10.1186/s13054-023-04664-7,FALSE,Springer Nature,Critical Care,1364-8535,TRUE,
Charles University,2023,"2738,14",10.1186/s12891-023-06500-z,FALSE,Springer Nature,BMC Musculoskeletal Disorders,1471-2474,TRUE,
Charles University,2023,"1650,19",10.3390/met13091542,FALSE,MDPI AG,Metals,2075-4701,TRUE,
Charles University,2023,"2960,25",10.1186/s12904-023-01269-3,FALSE,Springer Nature,BMC Palliative Care,1472-684X,TRUE,
Charles University,2023,"2279,67",10.1128/spectrum.03064-22,FALSE,American Society for Microbiology,Microbiology Spectrum,2165-0497,TRUE,
Charles University,2023,"2344,87",10.1364/OE.502197,FALSE,Optica publishing group,Optics Express,1094-4087,TRUE,
Charles University,2023,"3276,69",10.1007/s10840-023-01530-y,TRUE,Springer Nature,Journal of Interventional Cardiac Electrophysiology,1572-8595,TRUE,
Charles University,2023,"1021,74",10.1371/journal.pone.0282175,FALSE,Public Library of Science,PLoS One,1932-6203,TRUE,
Charles University,2023,"1297,36",10.3847/1538-4357/acc9ac,FALSE,IOP Publishing,The Astrophysical Journal,1538-4357,TRUE,
Charles University,2023,"3755,30",10.3389/fphar.2023.1116422,FALSE,Frontiers Media SA,Frontiers in Pharmacology,1663-9812,TRUE,
Charles University,2023,"1328,33",10.3847/1538-4357/aca01c,FALSE,IOP Publishing,The Astrophysical Journal,1538-4357,TRUE,
Charles University,2023,"2758,77",10.3390/biomedicines11123192,FALSE,MDPI AG,Biomedicines,2227-9059,TRUE,
Charles University,2023,"3075,28",10.1016/j.bbrc.2023.149208,TRUE,ELSEVIER B.V.,Biochemical and Biophysical Research Communications,1090-2104,TRUE,
Charles University,2023,"3584,56",10.3389/fpubh.2023.1179763,FALSE,Frontiers Media SA,Frontiers in Public Health,2296-2565,TRUE,
Charles University,2023,"2945,04",10.3390/plants12051001,FALSE,MDPI AG,Plants,2223-7747,TRUE,
Charles University,2023,"6149,79",10.1093/eurheartjsupp/suad109,TRUE,Oxford University Press,European Heart Journal Supplement,1554-2815,TRUE,
Charles University,2023,"1479,82",10.33549/physiolres.935216,FALSE,Institute of Physiology CAS,Physiological Research,1802-9973,TRUE,
Charles University,2023,"641,12",10.5507/bp.2023.049,FALSE,Palacký University Olomouc,Biomedical Papers,1804-7521,TRUE,
Charles University,2023,"1990,76",10.1177/17562864231180719,FALSE,Sage Publications,Therapeutic Advances in Neurological Disorders,1756-2864,TRUE,
Charles University,2023,"2492,32",10.3390/diagnostics13142415,FALSE,MDPI AG,Diagnostics,2075-4418,TRUE,
Charles University,2023,"2602,03",10.1038/s41598-023-31060-6,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"1992,48",10.1038/s43247-023-01076-x,FALSE,Springer Nature,Communications earth & environment,2662-4435,TRUE,
Charles University,2023,"2720,00",10.3390/genes14081571,FALSE,MDPI AG,Genes,2073-4425,TRUE,
Charles University,2023,"2730,71",10.1038/s41598-023-42129-7,FALSE,Springer Nature,Scientific Reports,2045-2322,TRUE,
Charles University,2023,"659,26",10.5507/bp.2023.001,FALSE,Palacký University Olomouc,Biomedical Papers,1804-7521,TRUE,
Charles University,2023,"1345,34",10.3390/cells12020260,FALSE,MDPI AG,Cells,2073-4409,TRUE,
Charles University,2023,"3367,05",10.1038/s41531-023-00557-2,FALSE,Springer Nature,npj Parkinson's Disease,2373-8057,TRUE,
