institution,year,doi,is_hybrid,publisher,journal_full_title,agreement
Charles University,2023,10.1017/bsl.2023.40,TRUE,Cambridge University Press (CUP),Bulletin of Symbolic Logic,CzechELib CUP agreement
Charles University,2023,10.1017/prm.2023.109,TRUE,Cambridge University Press (CUP),Proceedings of the Royal Society of Edinburgh Section A: Mathematics,CzechELib CUP agreement
Charles University,2023,10.1017/S1049023X2200245X,TRUE,Cambridge University Press (CUP),Prehospital and Disaster Medicine,CzechELib CUP agreement
Charles University,2023,10.1017/jsl.2023.69,TRUE,Cambridge University Press (CUP),Journal of Symbolic Logic,CzechELib CUP agreement
Charles University,2023,10.1017/S1474748023000440,TRUE,Cambridge University Press (CUP),Journal of the Institute of Mathematics of Jussieu,CzechELib CUP agreement
Charles University,2023,10.1017/ehs.2023.19,FALSE,Cambridge University Press (CUP),Evolutionary Human Sciences,CzechELib CUP agreement
Charles University,2023,10.1017/S0067237823000024,TRUE,Cambridge University Press (CUP),Austrian History Yearbook,CzechELib CUP agreement
Charles University,2023,10.1017/S1755691023000099,TRUE,Cambridge University Press (CUP),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,CzechELib CUP agreement
Charles University,2023,10.1017/nps.2022.110,TRUE,Cambridge University Press (CUP),Nationalities Papers,CzechELib CUP agreement
Charles University,2023,10.1017/XPS.2023.8,TRUE,Cambridge University Press (CUP),Journal of Experimental Political Science,CzechELib CUP agreement
Charles University,2023,10.1017/S0028688523000073,TRUE,Cambridge University Press (CUP),New Testament Studies,CzechELib CUP agreement
Charles University,2023,10.1088/1367-2630/acc203,FALSE,IOP Publishing,New Journal of Physics,CzechELib IOP agreement
Charles University,2023,10.1088/2053-1583/acc4d8,TRUE,IOP Publishing,2D Materials,CzechELib IOP agreement
Charles University,2023,10.1088/1751-8121/accf4f,TRUE,IOP Publishing,Journal of Physics A: Mathematical and Theoretical,CzechELib IOP agreement
Charles University,2023,10.1088/2050-6120/acdb31,TRUE,IOP Publishing,Methods and Applications in Fluorescence,CzechELib IOP agreement
Charles University,2023,10.1088/1402-4896/acdeb7,TRUE,IOP Publishing,Physica Scripta,CzechELib IOP agreement
Charles University,2023,10.1088/2632-959X/acef45,FALSE,IOP Publishing,Nano Express,CzechELib IOP agreement
Charles University,2023,10.1088/1402-4896/acf418,TRUE,IOP Publishing,Physica Scripta,CzechELib IOP agreement
Charles University,2023,10.1088/1751-8121/acfc07,TRUE,IOP Publishing,Journal of Physics A: Mathematical and Theoretical,CzechELib IOP agreement
Charles University,2023,10.1088/1751-8121/ad0803,TRUE,IOP Publishing,Journal of Physics A: Mathematical and Theoretical,CzechELib IOP agreement
Charles University,2023,https://doi.org/10.1159/000529811,TRUE,S. Karger AG,Pharmacology,CzechELib Karger agreement
Charles University,2023,https://doi.org/10.1159/000530521,TRUE,S. Karger AG,Hormone Research in Paediatrics,CzechELib Karger agreement
Charles University,2023,https://doi.org/10.1159/000530803,TRUE,S. Karger AG,Kidney and Blood Pressure Research,CzechELib Karger agreement
Charles University,2023,https://doi.org/10.1159/000530833,TRUE,S. Karger AG,Hormone Research in Paediatrics,CzechELib Karger agreement
Charles University,2023,https://doi.org/10.1159/000531452,TRUE,S. Karger AG,Hormone Research in Paediatrics,CzechELib Karger agreement
Charles University,2023,https://doi.org/10.1159/000531996,TRUE,S. Karger AG,Hormone Research in Paediatrics,CzechELib Karger agreement
Charles University,2023,10.1159/000535901,TRUE,S. Karger AG,Kidney and Blood Pressure Research,CzechELib Karger agreement
Charles University,2023,10.1159/000532022,TRUE,S. Karger AG,European Neurology,CzechELib Karger agreement
Charles University,2023,10.1159/000533832,FALSE,S. Karger AG,Case Reports in Neurology,CzechELib Karger agreement
Charles University,2023,10.1159/000535415,TRUE,S. Karger AG,Kidney and Blood Pressure Research,CzechELib Karger agreement
Charles University,2023,10.1159/000530803,TRUE,S. Karger AG,Kidney and Blood Pressure Research,CzechELib Karger agreement
Charles University,2023,10.1093/mnras/stad053,TRUE,Oxford University Press (OUP),Monthly Notices of the Royal Astronomical Society,CzechELib OUP agreement
Charles University,2023,10.1093/mnras/stad083,TRUE,Oxford University Press (OUP),Monthly Notices of the Royal Astronomical Society,CzechELib OUP agreement
Charles University,2023,10.1093/ej/uead005,TRUE,Oxford University Press (OUP),The Economic Journal,CzechELib OUP agreement
Charles University,2023,10.1093/mnras/stad328,TRUE,Oxford University Press (OUP),Monthly Notices of the Royal Astronomical Society,CzechELib OUP agreement
Charles University,2023,10.1093/biolinnean/blad035,TRUE,Oxford University Press (OUP),Biological Journal of the Linnean Society,CzechELib OUP agreement
Charles University,2023,10.1093/mnras/stad1434,TRUE,Oxford University Press (OUP),Monthly Notices of the Royal Astronomical Society,CzechELib OUP agreement
Charles University,2023,10.1093/gji/ggad221,TRUE,Oxford University Press (OUP),Geophysical Journal International,CzechELib OUP agreement
Charles University,2023,10.1093/ehjci/jead121,TRUE,Oxford University Press (OUP),European Heart Journal - Cardiovascular Imaging,CzechELib OUP agreement
Charles University,2023,10.1093/mnras/stad1796,TRUE,Oxford University Press (OUP),Monthly Notices of the Royal Astronomical Society,CzechELib OUP agreement
Charles University,2023,10.1093/biomethods/bpad011,FALSE,Oxford University Press (OUP),Biology Methods & Protocols,CzechELib OUP agreement
Charles University,2023,10.1093/mnras/stad1862,TRUE,Oxford University Press (OUP),Monthly Notices of the Royal Astronomical Society,CzechELib OUP agreement
Charles University,2023,10.1093/mnras/stad2059,TRUE,Oxford University Press (OUP),Monthly Notices of the Royal Astronomical Society,CzechELib OUP agreement
Charles University,2023,10.1093/sxmrev/qead034,TRUE,Oxford University Press (OUP),Sexual Medicine Reviews,CzechELib OUP agreement
Charles University,2023,10.1093/ecco-jcc/jjad126,TRUE,Oxford University Press (OUP),Journal of Crohn(cid:0)s and Colitis,CzechELib OUP agreement
Charles University,2023,10.1093/femsec/fiad087,TRUE,Oxford University Press (OUP),FEMS Microbiology Ecology,CzechELib OUP agreement
Charles University,2023,10.1093/aobpla/plad056,FALSE,Oxford University Press (OUP),AoB PLANTS,CzechELib OUP agreement
Charles University,2023,10.1093/zoolinnean/zlad119,TRUE,Oxford University Press (OUP),Zoological Journal of the Linnean Society,CzechELib OUP agreement
Charles University,2023,10.1093/toxsci/kfad088,TRUE,Oxford University Press (OUP),Toxicological Sciences,CzechELib OUP agreement
Charles University,2023,10.1093/biolinnean/blad118,TRUE,Oxford University Press (OUP),Biological Journal of the Linnean Society,CzechELib OUP agreement
Charles University,2023,10.1093/zoolinnean/zlad154,TRUE,Oxford University Press (OUP),Zoological Journal of the Linnean Society,CzechELib OUP agreement
Charles University,2023,10.1093/braincomms/fcad295,FALSE,Oxford University Press (OUP),Brain Communications,CzechELib OUP agreement
Charles University,2023,10.1093/isd/ixad024,FALSE,Oxford University Press (OUP),Insect Systematics and Diversity,CzechELib OUP agreement
Charles University,2023,10.1093/biomethods/bpad037,FALSE,Oxford University Press (OUP),Biology Methods & Protocols,CzechELib OUP agreement
Charles University,2023,10.1093/biomethods/bpad038,FALSE,Oxford University Press (OUP),Biology Methods & Protocols,CzechELib OUP agreement
Charles University,2023,10.1093/pubmed/fdad278,TRUE,Oxford University Press (OUP),Journal Of Public Health,CzechELib OUP agreement
Charles University,2023,10.1093/femsec/fiad164,TRUE,Oxford University Press (OUP),FEMS Microbiology Ecology,CzechELib OUP agreement
Charles University,2023,10.1093/biolre/ioad181,TRUE,Oxford University Press (OUP),Biology of Reproduction,CzechELib OUP agreement
Charles University,2023,10.1093/ehjcr/ytad462,N/A,Oxford University Press (OUP),N/A,CzechELib OUP agreement
Charles University,2023,10.1093/mmy/myad042,N/A,Oxford University Press (OUP),N/A,CzechELib OUP agreement
Charles University,2023,10.1039/D2NR06680G,TRUE,Royal Society of Chemistry (RSC),Nanoscale,CzechELib RSC agreement
Charles University,2023,10.1039/D3NJ00201B,TRUE,Royal Society of Chemistry (RSC),New Journal of Chemistry,CzechELib RSC agreement
Charles University,2023,10.1039/D3NJ00451A,TRUE,Royal Society of Chemistry (RSC),New Journal of Chemistry,CzechELib RSC agreement
Charles University,2023,10.1039/D3SM00155E,TRUE,Royal Society of Chemistry (RSC),Soft Matter,CzechELib RSC agreement
Charles University,2023,10.1039/D3DT01420G,TRUE,Royal Society of Chemistry (RSC),Dalton Transactions,CzechELib RSC agreement
Charles University,2023,10.1039/D3OB00636K,TRUE,Royal Society of Chemistry (RSC),Organic & Biomolecular Chemistry,CzechELib RSC agreement
Charles University,2023,10.1039/D3CP01242E,TRUE,Royal Society of Chemistry (RSC),Physical Chemistry Chemical Physics,CzechELib RSC agreement
Charles University,2023,10.1039/D3MD00261F,FALSE,Royal Society of Chemistry (RSC),RSC Medicinal Chemistry,CzechELib RSC agreement
Charles University,2023,10.1039/D3QO01221B,FALSE,Royal Society of Chemistry (RSC),Organic Chemistry Frontiers,CzechELib RSC agreement
Charles University,2023,10.1039/D3NJ03729K,TRUE,Royal Society of Chemistry (RSC),New Journal of Chemistry,CzechELib RSC agreement
Charles University,2023,10.1039/D3CP03831A,TRUE,Royal Society of Chemistry (RSC),Physical Chemistry Chemical Physics,CzechELib RSC agreement
Charles University,2023,10.1039/D3DT02717A,TRUE,Royal Society of Chemistry (RSC),Dalton Transactions,CzechELib RSC agreement
Charles University,2023,10.1039/D3PY00945A,TRUE,Royal Society of Chemistry (RSC),Polymer Chemistry,CzechELib RSC agreement
Charles University,2023,10.1039/D3AN01508D,TRUE,Royal Society of Chemistry (RSC),Analyst,CzechELib RSC agreement
Charles University,2023,10.1039/D3GC02735J,TRUE,Royal Society of Chemistry (RSC),Green Chemistry,CzechELib RSC agreement
Charles University,2023,10.1039/D3TA06161B,TRUE,Royal Society of Chemistry (RSC),Journal of Materials Chemistry A,CzechELib RSC agreement
Charles University,2023,10.1039/D3RA02735J,FALSE,Royal Society of Chemistry (RSC),RSC Advances,CzechELib RSC agreement
Charles University,2023,10.1039/D3NA00266G,FALSE,Royal Society of Chemistry (RSC),Nanoscale Advances,CzechELib RSC agreement
Charles University,2023,10.1039/D3SC02492J,FALSE,Royal Society of Chemistry (RSC),Chemical Science,CzechELib RSC agreement
Charles University,2023,10.1177/17470218231159190,TRUE,SAGE Publications,Quarterly Journal of Experimental Psychology,CzechELib SAGE agreement
Charles University,2023,10.1177/13607804231158989,FALSE,SAGE Publications,Sociological Research Online,CzechELib SAGE agreement
Charles University,2023,10.1177/00139165231163547,TRUE,SAGE Publications,Environment and Behavior,CzechELib SAGE agreement
Charles University,2023,10.1177/2336825X231164559,FALSE,SAGE Publications,New Perspectives,CzechELib SAGE agreement
Charles University,2023,10.1177/10870547231167567,TRUE,SAGE Publications,Journal of Attention Disorders,CzechELib SAGE agreement
Charles University,2023,10.1177/17456916231188147,TRUE,SAGE Publications,Perspectives on Psychological Science,CzechELib SAGE agreement
Charles University,2023,10.1177/17427150231202557,TRUE,SAGE Publications,Leadership,CzechELib SAGE agreement
Charles University,2023,10.1177/10693971231203759,TRUE,SAGE Publications,Cross-Cultural Research,CzechELib SAGE agreement
Charles University,2023,10.1177/09750878231209705,TRUE,SAGE Publications,Insight on Africa,CzechELib SAGE agreement
Charles University,2023,10.1007/s00414-023-03007-z,TRUE,Springer Nature,International Journal of Legal Medicine,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00706-023-03092-1,TRUE,Springer Nature,Monatshefte für Chemie - Chemical Monthly,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00276-023-03124-9,TRUE,Springer Nature,Surgical and Radiologic Anatomy,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10437-023-09533-w,TRUE,Springer Nature,African Archaeological Review,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10957-023-02198-0,TRUE,Springer Nature,Journal of Optimization Theory and Applications,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00787-023-02189-6,TRUE,Springer Nature,European Child & Adolescent Psychiatry,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s40818-023-00150-z,FALSE,Springer Nature,Annals of PDE,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s11024-023-09505-z,TRUE,Springer Nature,Minerva,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10468-023-10217-x,TRUE,Springer Nature,Algebras and Representation Theory,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s11075-023-01522-z,TRUE,Springer Nature,Numerical Algorithms,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00436-023-07826-2,TRUE,Springer Nature,Parasitology Research,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00184-023-00904-6,TRUE,Springer Nature,Metrika,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s11116-023-10386-0,TRUE,Springer Nature,Transportation,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10287-023-00447-1,TRUE,Springer Nature,Computational Management Science,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00264-023-05764-3,TRUE,Springer Nature,International Orthopaedics,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s11139-023-00739-9,TRUE,Springer Nature,The Ramanujan Journal,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10344-023-01709-8,TRUE,Springer Nature,European Journal of Wildlife Research,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00066-023-02072-y,TRUE,Springer Nature,Strahlentherapie und Onkologie,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s11075-023-01511-2,TRUE,Springer Nature,Numerical Algorithms,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00025-023-01882-x,TRUE,Springer Nature,Results in Mathematics,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s12136-023-00555-2,TRUE,Springer Nature,Acta Analytica,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10531-023-02653-4,TRUE,Springer Nature,Biodiversity and Conservation,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10561-023-10088-y,TRUE,Springer Nature,Cell and Tissue Banking,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00009-023-02400-7,TRUE,Springer Nature,Mediterranean Journal of Mathematics,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s11661-023-07048-2,TRUE,Springer Nature,Metallurgical and Materials Transactions A,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10909-023-02969-z,TRUE,Springer Nature,Journal of Low Temperature Physics,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00706-023-03098-9,TRUE,Springer Nature,Monatshefte für Chemie - Chemical Monthly,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00706-023-03096-x,TRUE,Springer Nature,Monatshefte für Chemie - Chemical Monthly,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00428-023-03603-9,TRUE,Springer Nature,Virchows Archiv,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10639-023-11775-9,TRUE,Springer Nature,Education and Information Technologies,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10734-023-01082-0,TRUE,Springer Nature,Higher Education,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10055-023-00837-5,TRUE,Springer Nature,Virtual Reality,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s13132-023-01242-8,TRUE,Springer Nature,Journal of the Knowledge Economy,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00114-023-01859-4,TRUE,Springer Nature,The Science of Nature,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s13385-023-00348-2,TRUE,Springer Nature,European Actuarial Journal,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00381-023-05976-3,TRUE,Springer Nature,Child's Nervous System,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00454-023-00513-0,TRUE,Springer Nature,Discrete & Computational Geometry,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00706-023-03075-2,TRUE,Springer Nature,Monatshefte für Chemie - Chemical Monthly,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10143-023-02078-1,TRUE,Springer Nature,Neurosurgical Review,CzechELib Springer Nature agreement
Charles University,2023,10.1038/s41430-023-01312-9,TRUE,Springer Nature,European Journal of Clinical Nutrition,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10950-023-10134-y,TRUE,Springer Nature,Journal of Seismology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00493-023-00049-0,TRUE,Springer Nature,Combinatorica,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00706-023-03109-9,TRUE,Springer Nature,Monatshefte für Chemie - Chemical Monthly,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00405-023-08111-9,TRUE,Springer Nature,European Archives of Oto-Rhino-Laryngology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00706-023-03108-w,TRUE,Springer Nature,Monatshefte für Chemie - Chemical Monthly,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00418-023-02221-5,TRUE,Springer Nature,Histochemistry and Cell Biology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s11906-023-01260-6,TRUE,Springer Nature,Current Hypertension Reports,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10143-023-02004-5,TRUE,Springer Nature,Neurosurgical Review,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s12105-023-01541-1,TRUE,Springer Nature,Head and Neck Pathology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10557-023-07455-y,TRUE,Springer Nature,Cardiovascular Drugs and Therapy,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00383-023-05419-9,TRUE,Springer Nature,Pediatric Surgery International,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10853-023-08571-8,TRUE,Springer Nature,Journal of Materials Science,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10029-023-02795-y,TRUE,Springer Nature,Hernia,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00383-023-05423-z,TRUE,Springer Nature,Pediatric Surgery International,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10734-023-01003-1,TRUE,Springer Nature,Higher Education,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10915-023-02153-1,TRUE,Springer Nature,Journal of Scientific Computing,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10561-023-10096-y,TRUE,Springer Nature,Cell and Tissue Banking,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10610-023-09547-9,TRUE,Springer Nature,European Journal on Criminal Policy and Research,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00402-023-04932-9,TRUE,Springer Nature,Archives of Orthopaedic and Trauma Surgery,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00256-023-04358-9,TRUE,Springer Nature,Skeletal Radiology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10021-023-00822-8,TRUE,Springer Nature,Ecosystems,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10875-023-01528-1,TRUE,Springer Nature,Journal of Clinical Immunology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10531-023-02624-9,TRUE,Springer Nature,Biodiversity and Conservation,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10508-023-02544-3,TRUE,Springer Nature,Archives of Sexual Behavior,CzechELib Springer Nature agreement
Charles University,2023,10.1057/s41269-023-00303-9,TRUE,Springer Nature,Acta Politica,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10123-023-00372-y,TRUE,Springer Nature,International Microbiology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10974-023-09641-9,TRUE,Springer Nature,Journal of Muscle Research and Cell Motility,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10746-023-09677-3,TRUE,Springer Nature,Human Studies,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10649-023-10242-z,TRUE,Springer Nature,Educational Studies in Mathematics,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00276-023-03084-0,TRUE,Springer Nature,Surgical and Radiologic Anatomy,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00428-023-03501-0,TRUE,Springer Nature,Virchows Archiv,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10029-023-02749-4,TRUE,Springer Nature,Hernia,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s40292-023-00582-5,TRUE,Springer Nature,High Blood Pressure & Cardiovascular Prevention,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00417-023-06143-9,TRUE,Springer Nature,Graefe's Archive for Clinical and Experimental Ophthalmology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10767-023-09454-1,TRUE,Springer Nature,"International Journal of Politics, Culture, and Society",CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00467-023-06037-2,TRUE,Springer Nature,Pediatric Nephrology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10817-023-09674-2,TRUE,Springer Nature,Journal of Automated Reasoning,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10072-023-06962-y,TRUE,Springer Nature,Neurological Sciences,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00526-023-02524-4,TRUE,Springer Nature,Calculus of Variations and Partial Differential Equations,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00701-023-05666-8,TRUE,Springer Nature,Acta Neurochirurgica,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00706-023-03088-x,TRUE,Springer Nature,Monatshefte für Chemie - Chemical Monthly,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00428-023-03552-3,TRUE,Springer Nature,Virchows Archiv,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00706-023-03097-w,TRUE,Springer Nature,Monatshefte für Chemie - Chemical Monthly,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00428-023-03587-6,TRUE,Springer Nature,Virchows Archiv,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10980-023-01652-8,TRUE,Springer Nature,Landscape Ecology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10792-023-02763-6,TRUE,Springer Nature,International Ophthalmology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s10336-023-02058-8,TRUE,Springer Nature,Journal of Ornithology,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s00021-023-00803-w,TRUE,Springer Nature,Journal of Mathematical Fluid Mechanics,CzechELib Springer Nature agreement
Charles University,2023,10.1007/s12144-023-04402-w,TRUE,Springer Nature,Current Psychology,CzechELib Springer Nature agreement
