"institution","DOI","is_hybrid","period"
"Erasmus MC","10.1245/s10434-016-5291-3",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00125-016-4001-9",TRUE,2016
"Delft University of Technology","10.1007/s10509-016-2783-3",TRUE,2016
"University of Twente","10.1007/s10676-016-9406-0",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s00330-016-4450-z",TRUE,2016
"Erasmus University","10.1007/s40273-016-0421-0",TRUE,2016
"VU University Amsterdam","10.1007/s10677-016-9741-6",TRUE,2016
"Erasmus MC","10.1007/s10433-016-0388-x",TRUE,2016
"Radboud University","10.1007/s11266-016-9743-y",TRUE,2016
"Maastricht University","10.1007/s00127-016-1256-x",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00213-016-4339-1",TRUE,2016
"Radboud University Medical Center","10.1007/s10397-016-0959-z",TRUE,2016
"University of Amsterdam","10.1007/s13278-016-0345-x",TRUE,2016
"Delft University of Technology","10.1007/s10040-016-1436-5",TRUE,2016
"Erasmus MC","10.1007/s10549-016-3862-4",TRUE,2016
"University of Groningen","10.1007/s11205-016-1375-5",TRUE,2016
"Erasmus University","10.1007/s10611-016-9625-7",TRUE,2016
"Leiden University Medical Center (LUMC)","10.1007/s00431-016-2739-1",TRUE,2016
"Radboud University","10.1007/s10711-016-0174-0",TRUE,2016
"Maastricht University","10.1007/s11123-016-0472-4",TRUE,2016
"Eindhoven University of Technology","10.1007/s00707-016-1670-x",TRUE,2016
"Utrecht University","10.1007/s10212-016-0311-z",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s00213-016-4337-3",TRUE,2016
"University of Amsterdam","10.1007/s40318-016-0097-9",TRUE,2016
"Academic Medical Center (AMC)","10.1007/s00431-016-2744-4",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00125-016-4030-4",TRUE,2016
"Wageningen University","10.1007/s10021-016-0011-1",TRUE,2016
"University Medical Center Utrecht","10.1007/s00415-016-8189-x",TRUE,2016
"Erasmus MC","10.1007/s10654-016-0168-0",TRUE,2016
"Delft University of Technology","10.1007/s10479-016-2252-y",TRUE,2016
"VU University Amsterdam","10.3758/s13414-016-1150-3",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s00520-016-3307-y",TRUE,2016
"Radboud University","10.1007/s00221-016-4689-2",TRUE,2016
"VU University Amsterdam","10.1007/s10459-016-9694-5",TRUE,2016
"Royal Netherlands Academy of Arts and Sciences Bureau (KNAW Bure","10.1007/s13524-016-0473-y",TRUE,2016
"Erasmus University","10.1007/s10640-016-0027-1",TRUE,2016
"University of Groningen","10.1007/s10926-016-9646-1",TRUE,2016
"Netherlands Institute of Ecology","10.1007/s00203-016-1260-2",TRUE,2016
"Utrecht University","10.1007/s11019-016-9712-7",TRUE,2016
"Delft University of Technology","10.1007/s10955-016-1557-1",TRUE,2016
"Maastricht University","10.1007/s10578-016-0655-2",TRUE,2016
"Tilburg University","10.1007/s10645-016-9277-0",TRUE,2016
"Wageningen University","10.1007/s10646-016-1686-y",TRUE,2016
"Delft University of Technology","10.1007/s00253-016-7642-1",TRUE,2016
"Leiden University Medical Center (LUMC)","10.1007/s00464-016-5007-6",TRUE,2016
"Radboud University Medical Center","10.1007/s12308-016-0277-4",TRUE,2016
"Erasmus MC","10.1007/s00384-016-2616-4",TRUE,2016
"Wageningen University","10.1007/s00122-016-2740-0",TRUE,2016
"Maastricht University Medical Center (UMC+)","10.1007/s10719-016-9681-3",TRUE,2016
"VU University Amsterdam","10.3758/s13423-016-1106-6",TRUE,2016
"Radboud University","10.1007/s11139-016-9788-y",TRUE,2016
"Erasmus MC","10.1007/s00247-016-3615-x",TRUE,2016
"Erasmus University","10.1007/s11166-016-9237-8",TRUE,2016
"Radboud University Medical Center","10.1007/s40262-016-0414-3",TRUE,2016
"Leiden University","10.1007/s00203-016-1240-6",TRUE,2016
"Delft University of Technology","10.1007/s00190-016-0918-5",TRUE,2016
"Leiden University Medical Center (LUMC)","10.1007/s00787-016-0869-7",TRUE,2016
"University of Amsterdam","10.1007/s11292-016-9262-2",TRUE,2016
"Delft University of Technology","10.1007/s10967-016-4843-0",TRUE,2016
"University of Amsterdam","10.1007/s10645-016-9279-y",TRUE,2016
"Wageningen University","10.1007/s00204-016-1752-5",TRUE,2016
"Radboud University","10.1007/s00227-016-2926-7",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00415-016-8183-3",TRUE,2016
"Delft University of Technology","10.1007/s11269-016-1387-6",TRUE,2016
"Radboud University Medical Center","10.1007/s00415-016-8193-1",TRUE,2016
"University of Amsterdam","10.1007/s00296-016-3512-5",TRUE,2016
"University of Groningen","10.1007/s10751-016-1301-x",TRUE,2016
"University of Groningen","10.1007/s11222-016-9668-8",TRUE,2016
"Erasmus MC","10.1007/s12630-016-0673-3",TRUE,2016
"Radboud University","10.1245/s10434-016-5294-0",TRUE,2016
"Maastricht University","10.1007/s11409-016-9159-5",TRUE,2016
"Leiden University Medical Center (LUMC)","10.1007/s10508-016-0764-9",TRUE,2016
"VU University Amsterdam","10.3758/s13414-016-1121-8",TRUE,2016
"VU University Medical Center (VUmc)","10.1007/s00464-016-4982-y",TRUE,2016
"Wageningen University","10.1007/s10040-016-1431-x",TRUE,2016
"Leiden University","10.1007/s00204-016-1781-0",TRUE,2016
"VU University Amsterdam","10.1007/s11229-016-1145-6",TRUE,2016
"Delft University of Technology","10.1007/s11004-016-9639-9",TRUE,2016
"Leiden University Medical Center (LUMC)","10.1007/s40336-016-0187-6",TRUE,2016
"Radboud University Medical Center","10.1007/s15010-016-0914-y",TRUE,2016
"University Medical Center Utrecht","10.1007/s00330-016-4429-9",TRUE,2016
"Radboud University Medical Center","10.1007/s00520-016-3289-9",TRUE,2016
"Open University of The Netherlands","10.1007/s11930-016-0087-9",TRUE,2016
"Delft University of Technology","10.1007/s13272-016-0198-z",TRUE,2016
"Tilburg University","10.1007/s10623-016-0241-4",TRUE,2016
"Radboud University Medical Center","10.1007/s00405-016-4141-z",TRUE,2016
"Maastricht University","10.1007/s00125-016-4009-1",TRUE,2016
"Radboud University","10.1007/s10964-016-0527-x",TRUE,2016
"VU University Amsterdam","10.1007/s12685-016-0152-3",TRUE,2016
"University of Amsterdam","10.1007/s10353-016-0391-7",TRUE,2016
"Maastricht University Medical Center (UMC+)","10.1007/s00259-016-3429-y",TRUE,2016
"Radboud University Medical Center","10.1007/s10545-016-9948-7",TRUE,2016
"VU University Amsterdam","10.1007/s10551-016-3219-2",TRUE,2016
"University Medical Center Utrecht","10.1007/s40291-016-0204-5",TRUE,2016
"Maastricht University","10.1007/s10578-016-0660-5",TRUE,2016
"Academic Medical Center (AMC)","10.1007/s00264-016-3236-x",TRUE,2016
"Erasmus MC","10.1007/s00268-016-3600-4",TRUE,2016
"Radboud University","10.1007/s00213-016-4332-8",TRUE,2016
"Wageningen University","10.1007/s11852-016-0446-8",TRUE,2016
"Leiden University","10.1007/s10617-016-9176-2",TRUE,2016
"University of Groningen","10.1007/s10506-016-9183-4",TRUE,2016
"Radboud University Medical Center","10.1007/s00431-016-2741-7",TRUE,2016
"Maastricht University","10.1007/s11896-016-9203-z",TRUE,2016
"Wageningen University","10.1007/s11306-016-1057-y",TRUE,2016
"Radboud University","10.1007/s11145-016-9665-5",TRUE,2016
"Wageningen University","10.1007/s00122-016-2734-y",TRUE,2016
"Wageningen University","10.1007/s11269-016-1399-2",TRUE,2016
"Fungal Biodiversity Center (CBS)","10.1007/s11046-016-0031-6",TRUE,2016
"Netherlands Institute of Ecology","10.1007/s10750-016-2782-y",TRUE,2016
"Wageningen University","10.1007/s10681-016-1724-0",TRUE,2016
"Radboud University Medical Center","10.1007/s12671-016-0550-8",TRUE,2016
"Utrecht University","10.1007/s10888-016-9333-7",TRUE,2016
"University of Groningen","10.3758/s13423-016-1081-y",TRUE,2016
"Eindhoven University of Technology","10.1007/s00138-016-0771-9",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s10719-016-9683-1",TRUE,2016
"Erasmus MC","10.1007/s00268-016-3603-1",TRUE,2016
"Delft University of Technology","10.1007/s12369-016-0365-8",TRUE,2016
"Radboud University Medical Center","10.1245/s10434-016-5341-x",TRUE,2016
"Wageningen University","10.1007/s00705-016-2936-2",TRUE,2016
"Maastricht University Medical Center (UMC+)","10.1007/s00384-016-2604-8",TRUE,2016
"Tilburg University","10.1007/s11251-016-9378-9",TRUE,2016
"Netherlands Institute of Ecology","10.1007/s10750-016-2891-7",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00381-016-3138-7",TRUE,2016
"University of Groningen","10.1007/s00204-016-1778-8",TRUE,2016
"VU University Amsterdam","10.1007/s00799-016-0182-6",TRUE,2016
"Radboud University Medical Center","10.1007/s10608-016-9789-6",TRUE,2016
"University of Groningen","10.1007/s00384-016-2614-6",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00330-016-4454-8",TRUE,2016
"Utrecht University","10.1007/s00146-016-0665-4",TRUE,2016
"Utrecht University","10.1007/s11199-016-0649-3",TRUE,2016
"Leiden University","10.1007/s10802-016-0177-1",TRUE,2016
"University of Groningen","10.1007/s00138-016-0781-7",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00392-016-1006-9",TRUE,2016
"University Medical Center Groningen (UMCG)","10.1007/s00068-016-0688-z",TRUE,2016
