"Institution";"DOI";"is_hybrid";"period"
"Delft University of Technology";"10.1007/s10791-015-9276-9";TRUE;2015
"Utrecht University";"10.1007/s10734-015-9959-6";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s00259-015-3259-3";TRUE;2015
"Delft University of Technology";"10.1007/s10686-015-9486-6";TRUE;2015
"Erasmus MC";"10.1007/s12021-015-9287-0";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s10103-015-1839-x";TRUE;2015
"Utrecht University";"10.1007/s10964-015-0388-8";TRUE;2015
"VU University Amsterdam";"10.1007/s00221-015-4520-5";TRUE;2015
"University of Groningen";"10.1007/s11307-015-0917-6";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s00256-015-2301-7";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00167-015-3928-6";TRUE;2015
"University of Groningen";"10.1007/s00213-015-4173-x";TRUE;2015
"Tilburg University";"10.1007/s10964-015-0401-2";TRUE;2015
"Wageningen University";"10.1007/s10806-015-9594-3";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00268-015-3387-8";TRUE;2015
"Erasmus University";"10.1007/s11205-015-1205-1";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00220-015-2440-7";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s10745-015-9793-6";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s11252-015-0507-z";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00464-015-4694-8";TRUE;2015
"Maastricht University";"10.1007/s11019-015-9676-z";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00192-015-2905-4";TRUE;2015
"Utrecht University";"10.1007/s10802-015-0106-8";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00125-015-3827-x";TRUE;2015
"Delft University of Technology";"10.1007/s10236-015-0903-1";TRUE;2015
"Leiden University";"10.1007/s11634-015-0226-6";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s10533-015-0169-1";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s11999-015-4644-8";TRUE;2015
"Erasmus MC";"10.1007/s10654-015-0106-6";TRUE;2015
"Tilburg University";"10.3758/s13414-015-1034-y";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s12350-015-0324-z";TRUE;2015
"Erasmus University";"10.1007/s10029-015-1447-5";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s10096-015-2544-1";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s11136-015-1210-5";TRUE;2015
"Leiden University";"10.1007/s10608-015-9747-8";TRUE;2015
"Leiden University";"10.1007/s11682-015-9496-z";TRUE;2015
"Utrecht University";"10.1007/s00249-015-1093-y";TRUE;2015
"Maastricht University";"10.1007/s10699-015-9448-5";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s40266-015-0330-5";TRUE;2015
"Erasmus University";"10.1007/s12016-015-8522-7";TRUE;2015
"VU University Amsterdam";"10.1007/s10113-015-0900-4";TRUE;2015
"University of Amsterdam";"10.1007/s11136-015-1199-9";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s12350-015-0344-8";TRUE;2015
"University of Twente";"10.1007/s12149-015-1041-z";TRUE;2015
"University of Amsterdam";"10.1007/s10623-015-0157-4";TRUE;2015
"University of Groningen";"10.1007/s11050-015-9119-7";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s40279-015-0448-y";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s00198-015-3426-1";TRUE;2015
"University of Amsterdam";"10.1007/s11136-015-1195-0";TRUE;2015
"VU University Amsterdam";"10.1007/s10670-015-9793-3";TRUE;2015
"Erasmus MC";"10.1007/s00431-015-2667-5";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s10616-015-9938-x";TRUE;2015
"University of Amsterdam";"10.1007/s11019-015-9680-3";TRUE;2015
"University of Groningen";"10.1007/s11123-015-0463-x";TRUE;2015
"Erasmus University";"10.1007/s10551-015-2756-4";TRUE;2015
"Delft University of Technology";"10.1007/s00158-015-1318-9";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10596-015-9542-3";TRUE;2015
"University of Twente";"10.1007/s10519-015-9771-1";TRUE;2015
"Radboud University";"10.1007/s00429-015-1146-0";TRUE;2015
"Maastricht University";"10.1007/s11682-015-9488-z";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s12079-015-0312-8";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s00267-015-0635-5";TRUE;2015
"Radboud University Medical Center";"10.1007/s40262-015-0347-2";TRUE;2015
"Delft University of Technology";"10.1007/s11269-015-1198-1";TRUE;2015
"Delft University of Technology";"10.1007/s10676-015-9380-y";TRUE;2015
"Erasmus MC";"10.1007/s00784-015-1681-3";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s12350-015-0351-9";TRUE;2015
"University of Amsterdam";"10.1007/s10708-015-9691-x";TRUE;2015
"University of Amsterdam";"10.1007/s00270-015-1253-6";TRUE;2015
"Wageningen University";"10.1007/s10681-015-1618-6";TRUE;2015
"Leiden University";"10.1007/s00435-015-0294-3";TRUE;2015
"University of Groningen";"10.1007/s10551-015-2983-8";TRUE;2015
"Wageningen University";"10.1007/s10452-015-9563-y";TRUE;2015
"Delft University of Technology";"10.1007/s11242-015-0615-5";TRUE;2015
"Radboud University";"10.1007/s11406-015-9627-1";TRUE;2015
"Erasmus MC";"10.1007/s40262-015-0345-4";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s11682-015-9489-y";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s10113-015-0896-9";TRUE;2015
"Maastricht University";"10.1007/s40802-015-0047-5";TRUE;2015
"Eindhoven University of Technology";"10.1007/s00779-015-0893-5";TRUE;2015
"Wageningen University";"10.1007/s00300-015-1847-0";TRUE;2015
"Erasmus MC";"10.1007/s00198-015-3441-2";TRUE;2015
"University Medical Center Utrecht";"10.1007/s11547-015-0600-7";TRUE;2015
"University of Amsterdam";"10.1007/s11031-015-9527-5";TRUE;2015
"Radboud University";"10.1007/s12027-015-0403-2";TRUE;2015
"Maastricht University";"10.1007/s11414-015-9485-4";TRUE;2015
"University of Groningen";"10.1007/s11135-015-0290-1";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s00228-015-1994-9";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s10689-015-9861-5";TRUE;2015
"VU University Amsterdam";"10.1007/s00520-015-3053-6";TRUE;2015
"Erasmus MC";"10.1007/s13365-015-0408-1";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s11540-015-9309-1";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00104-015-0115-8";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00018-015-2096-7";TRUE;2015
"University of Twente";"10.1007/s10209-015-0449-5";TRUE;2015
"Maastricht University";"10.1007/s40265-015-0509-4";TRUE;2015
"University of Twente";"10.1007/s10113-015-0905-z";TRUE;2015
"Erasmus MC";"10.1007/s00240-015-0842-9";TRUE;2015
"University of Amsterdam";"10.1007/s00006-015-0625-y";TRUE;2015
"Leiden University";"10.1007/s10459-015-9657-2";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s00270-015-1276-z";TRUE;2015
"VU University Amsterdam";"10.1007/s10869-015-9428-3";TRUE;2015
"Leiden University";"10.1007/s11117-015-0392-y";TRUE;2015
"University of Amsterdam";"10.1007/s10784-015-9316-3";TRUE;2015
"Wageningen University";"10.1007/s00253-015-7241-6";TRUE;2015
"Radboud University Medical Center";"10.1007/s10689-015-9859-z";TRUE;2015
"Utrecht University";"10.1140/epjb/e2015-60674-3";TRUE;2015
