"Institution";"DOI";"is_hybrid";"period"
"Maastricht University";"10.1007/s11252-015-0488-y";TRUE;2015
"Leiden University";"10.1007/s00221-015-4391-9";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s10555-015-9576-y";TRUE;2015
"Delft University of Technology";"10.1007/s11027-015-9675-7";TRUE;2015
"Radboud University";"10.1007/s11096-015-0174-4";TRUE;2015
"VU University Amsterdam";"10.1007/s10838-015-9313-9";TRUE;2015
"Utrecht University";"10.1007/s11888-015-0288-z";TRUE;2015
"Delft University of Technology";"10.1007/s11012-015-0255-4";TRUE;2015
"Wageningen University";"10.1007/s10460-015-9645-4";TRUE;2015
"Erasmus MC";"10.1007/s00395-015-0508-3";TRUE;2015
"Radboud University Medical Center";"10.1007/s00268-015-3232-0";TRUE;2015
"VU University Amsterdam";"10.1007/s00464-015-4415-3";TRUE;2015
"Utrecht University";"10.1007/s10988-015-9175-y";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00417-015-3127-7";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00167-015-3729-y";TRUE;2015
"University of Twente";"10.1007/s40571-015-0061-8";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s12609-015-0187-y";TRUE;2015
"Maastricht University";"10.1007/s10551-015-2784-0";TRUE;2015
"Radboud University";"10.1007/s12311-015-0708-2";TRUE;2015
"Utrecht University";"10.1007/s10992-015-9380-8";TRUE;2015
"Tilburg University";"10.1007/s10551-015-2796-9";TRUE;2015
"Delft University of Technology";"10.1007/s10811-015-0678-2";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s00259-015-3154-y";TRUE;2015
"Delft University of Technology";"10.1007/s00348-015-2031-6";TRUE;2015
"Utrecht University";"10.1007/s11269-015-1079-7";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s10877-015-9759-7";TRUE;2015
"Leiden University";"10.1007/s10928-015-9437-x";TRUE;2015
"Leiden University";"10.1007/s12027-015-0398-8";TRUE;2015
"Utrecht University";"10.1007/s12155-015-9665-3";TRUE;2015
"Erasmus MC";"10.1007/s10554-015-0734-7";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s11548-015-1252-8";TRUE;2015
"Delft University of Technology";"10.1007/s10596-015-9506-7";TRUE;2015
"Tilburg University";"10.1007/s13164-015-0282-z";TRUE;2015
"Maastricht University";"10.1007/s00199-015-0896-5";TRUE;2015
"Tilburg University";"10.1007/s10645-015-9258-8";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s10067-015-3038-3";TRUE;2015
"VU University Amsterdam";"10.1007/s11136-015-1061-0";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s40272-015-0142-4";TRUE;2015
"Maastricht University";"10.1007/s00204-015-1572-z";TRUE;2015
"University of Amsterdam";"10.1007/s00784-015-1535-z";TRUE;2015
"Delft University of Technology";"10.1007/s00004-015-0260-x";TRUE;2015
"Utrecht University";"10.1007/s10460-015-9641-8";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00330-015-3912-z";TRUE;2015
"Tilburg University";"10.1007/s11031-015-9507-9";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00467-015-3186-3";TRUE;2015
"University of Groningen";"10.1007/s10803-015-2532-4";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s12149-015-1008-0";TRUE;2015
"University of Amsterdam";"10.1007/s10452-015-9537-0";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00431-015-2618-1";TRUE;2015
"Wageningen University";"10.1007/s10457-015-9843-5";TRUE;2015
"Eindhoven University of Technology";"10.1007/s11116-015-9648-4";TRUE;2015
"Delft University of Technology";"10.1007/s11157-015-9375-5";TRUE;2015
"Radboud University";"10.1007/s11205-015-1066-7";TRUE;2015
"Erasmus MC";"10.1007/s00428-015-1817-5";TRUE;2015
"Eindhoven University of Technology";"10.1007/s00186-015-0498-9";TRUE;2015
"VU University Amsterdam";"10.1007/s11027-015-9667-7";TRUE;2015
"University of Amsterdam";"10.1007/s10896-015-9746-2";TRUE;2015
"University of Amsterdam";"10.1007/s11881-015-0106-y";TRUE;2015
"University Medical Center Utrecht";"10.1007/s10620-015-3828-0";TRUE;2015
"Eindhoven University of Technology";"10.1007/s00229-015-0781-3";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00134-015-4009-5";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s00125-015-3727-0";TRUE;2015
"Utrecht University";"10.1007/s00228-015-1908-x";TRUE;2015
"Utrecht University";"10.1007/s10802-015-0061-4";TRUE;2015
"Eindhoven University of Technology";"10.1007/s11242-015-0547-0";TRUE;2015
"Radboud University Medical Center";"10.1007/s00467-015-3171-x";TRUE;2015
"University of Groningen";"10.1007/s40279-015-0371-2";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00330-015-3932-8";TRUE;2015
"University of Amsterdam";"10.1007/s12187-015-9322-6";TRUE;2015
"Tilburg University";"10.1007/s10551-015-2772-4";TRUE;2015
"University of Twente";"10.1007/s13157-015-0676-9";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00392-015-0896-2";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00247-015-3436-3";TRUE;2015
"VU University Amsterdam";"10.1007/s10896-015-9769-8";TRUE;2015
"Delft University of Technology";"10.1007/s11219-015-9286-2";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10953-015-0361-x";TRUE;2015
"Utrecht University";"10.1007/s10096-015-2467-x";TRUE;2015
"University Medical Center Utrecht";"10.1007/s13311-015-0372-8";TRUE;2015
"Eindhoven University of Technology";"10.1007/s00161-015-0470-1";TRUE;2015
"Wageningen University";"10.1007/s10806-015-9565-8";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00520-015-2896-1";TRUE;2015
"University of Amsterdam";"10.1007/s10458-015-9308-2";TRUE;2015
"Leiden University";"10.1007/s10734-015-9936-0";TRUE;2015
"Delft University of Technology";"10.1007/s00339-015-9426-3";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10439-015-1428-y";TRUE;2015
"Radboud University Medical Center";"10.1007/s00018-015-2004-1";TRUE;2015
"Tilburg University";"10.1007/s10588-015-9190-0";TRUE;2015
"Erasmus MC";"10.1007/s12311-015-0710-8";TRUE;2015
"Leiden University";"10.1007/s10071-015-0913-x";TRUE;2015
"Radboud University";"10.1007/s11888-015-0280-7";TRUE;2015
"Erasmus MC";"10.1007/s40264-015-0333-5";TRUE;2015
"Erasmus MC";"10.1007/s00059-015-4343-y";TRUE;2015
"VU University Amsterdam";"10.1007/s12685-015-0141-y";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s11886-015-0629-1";TRUE;2015
"University of Groningen";"10.1007/s00167-015-3727-0";TRUE;2015
"Wageningen University";"10.1007/s11367-015-0944-1";TRUE;2015
"Utrecht University";"10.1007/s11005-015-0786-6";TRUE;2015
"Wageningen University";"10.1007/s00122-015-2593-y";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s11357-015-9825-6";TRUE;2015
"Radboud University Medical Center";"10.1007/s10545-015-9885-x";TRUE;2015
"University Medical Center Utrecht";"10.1007/s10689-015-9827-7";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s00296-015-3352-8";TRUE;2015
"Erasmus MC";"10.1007/s10549-015-3539-4";TRUE;2015
"University of Amsterdam";"10.1007/s00125-015-3731-4";TRUE;2015
"Utrecht University";"10.1007/s11211-015-0248-4";TRUE;2015
"Radboud University Medical Center";"10.1007/s00415-015-7877-2";TRUE;2015
"Delft University of Technology";"10.1007/s11661-015-3081-3";TRUE;2015
"Erasmus University";"10.1007/s13524-015-0420-3";TRUE;2015
"Leiden University";"10.1007/s40802-015-0034-x";TRUE;2015
"Radboud University Medical Center";"10.1007/s00467-015-3170-y";TRUE;2015
"Wageningen University";"10.1007/s10546-015-0068-y";TRUE;2015
"Maastricht University";"10.1007/s12263-015-0484-0";TRUE;2015
"University of Amsterdam";"10.1007/s11135-015-0242-9";TRUE;2015
"University of Groningen";"10.1007/s10853-015-9317-1";TRUE;2015
"Leiden University";"10.1007/s40802-015-0035-9";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00608-015-0282-3";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00249-015-1063-4";TRUE;2015
"Delft University of Technology";"10.1007/s10762-015-0195-z";TRUE;2015
"University Medical Center Utrecht";"10.1007/s13139-015-0357-x";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s40266-015-0283-8";TRUE;2015
"Utrecht University";"10.1007/s00787-015-0747-8";TRUE;2015
"VU University Amsterdam";"10.1007/s00799-015-0162-2";TRUE;2015
"Maastricht University";"10.1007/s00408-015-9784-9";TRUE;2015
"Leiden University";"10.1007/s00426-015-0698-1";TRUE;2015
"University of Groningen";"10.1245/s10434-015-4827-2";TRUE;2015
"VU University Amsterdam";"10.1007/s00221-015-4407-5";TRUE;2015
"Erasmus MC";"10.1007/s10286-015-0286-x";TRUE;2015
"Radboud University";"10.1007/s10862-015-9500-3";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s11239-015-1255-x";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10955-015-1334-6";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00228-015-1916-x";TRUE;2015
"Leiden University";"10.1007/s00253-015-6829-1";TRUE;2015
"Radboud University Medical Center";"10.1007/s00262-015-1746-9";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00787-015-0754-9";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s40336-015-0133-z";TRUE;2015
"Eindhoven University of Technology";"10.1007/s00397-015-0867-6";TRUE;2015
"Utrecht University";"10.1007/s00168-015-0680-2";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00345-015-1661-x";TRUE;2015
"Erasmus University";"10.1007/s40273-015-0318-3";TRUE;2015
"Wageningen University";"10.1007/s11027-015-9678-4";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s11136-015-1091-7";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00259-015-3139-x";TRUE;2015
"Radboud University Medical Center";"10.1007/s10096-015-2470-2";TRUE;2015
"Erasmus MC";"10.1007/s00701-015-2543-0";TRUE;2015
"Eindhoven University of Technology";"10.1007/s11116-015-9644-8";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00405-015-3751-1";TRUE;2015
"Radboud University";"10.1007/s00267-015-0606-x";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10207-015-0298-5";TRUE;2015
"Tilburg University";"10.1007/s11948-015-9691-8";TRUE;2015
"Wageningen University";"10.1007/s13280-014-0613-9";TRUE;2015
"University of Amsterdam";"10.1007/s40802-015-0008-z";TRUE;2015
