publisher,journal_full_title,issn,count,is_hybrid
Future Science, LTD,International Journal of Pharmacokinetics,2053-0846,1,NA
Thomas Telford Ltd.,International Journal of Physical Modelling in Geotechnics,1346-213X,1,NA
University of Chicago Press,International Journal of Plant Sciences,1058-5893,1,NA
Elsevier BV,International Journal of Refractory Metals and Hard Materials,0263-4368,1,NA
Informa UK Limited,International Journal of River Basin Management,1571-5124,1,NA
Informa UK Limited,International Journal of Speech-Language Pathology,1754-9507,1,NA
ClinMed International Library,International Journal of Sports and Exercise Medicine,2469-5718,1,NA
Lifescience Global,International Journal of Statistics in Medical Research,1929-6029,1,NA
Vilnius Gediminas Technical University,International Journal of Strategic Property Management,1648-715X,1,NA
Informa UK Limited,International Journal of Sustainable Engineering,1939-7038,1,NA
Inderscience Publishers,International Journal of Sustainable Materials and Structural Systems,2043-8621,1,NA
Cambridge University Press (CUP),International Journal of Technology Assessment in Health Care,0266-4623,1,NA
World Scientific Pub Co Pte Lt,International Journal of Theoretical and Applied Finance,0219-0249,1,NA
Informa UK Limited,International Journal of Ventilation,1473-3315,1,NA
Informa UK Limited,International Journal of Water Resources Development,0790-0627,1,NA
Informa UK Limited,International Journal of the Economics of Business,1357-1516,1,NA
Wiley-Blackwell,International Nursing Review,0020-8132,1,NA
Informa UK Limited,International Peacekeeping,1353-3312,1,NA
Guttmacher Institute,International Perspectives on Sexual and Reproductive Health,1944-0391,1,NA
Informa UK Limited,International Public Management Journal,1096-7494,1,NA
SAGE Publications,International Review for the Sociology of Sport,1012-6902,1,NA
Informa UK Limited,International Review of Psychiatry,0954-0261,1,NA
Informa UK Limited,International Review of Sociology,0390-6701,1,NA
SAGE Publications,International Small Business Journal,0266-2426,1,NA
SAGE Publications,International Sociology,0268-5809,1,NA
Wiley-Blackwell,International Statistical Review,0306-7734,1,NA
Wiley-Blackwell,International Studies Perspectives,1528-3577,1,NA
Oxford University Press (OUP),International Studies Review,1521-9488,1,NA
Informa UK Limited,International Studies in the Philosophy of Science,0269-8595,1,NA
Cambridge University Press (CUP),International and Comparative Law Quarterly,0020-5893,1,NA
Informa UK Limited,Interventions,1369-801X,1,NA
Informa UK Limited,Islam and Christian–Muslim Relations,0959-6410,1,NA
American Medical Association (AMA),JAMA Cardiology,2380-6583,1,NA
American Medical Association (AMA),JAMA Neurology,2168-6149,1,NA
JMIR Publications Inc.,JMIR Cancer,2369-1999,1,NA
Wiley-Blackwell,JOR Spine,2572-1143,1,NA
Vilnius Gediminas Technical University,JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT,1392-3730,1,NA
Elsevier BV,Journal de Mathématiques Pures et Appliquées,0021-7824,1,NA
Informa UK Limited,Journal for Cultural Research,1479-7585,1,NA
Human Kinetics,Journal for the Measurement of Physical Behaviour,2575-6605,1,NA
SAGE Publications,Journal for the Study of the New Testament,0142-064X,1,NA
Wiley-Blackwell,Journal for the Theory of Social Behaviour,0021-8308,1,NA
Intellect,Journal of Adaptation in Film & Performance,1753-6421,1,NA
Brill Academic Publishers,Journal of African Archaeology,1612-1651,1,NA
Open Access Pub,Journal of Aging Research and Healthcare,2474-7785,1,NA
SAGE Publications,Journal of Aging and Health,0898-2643,1,NA
Wiley-Blackwell,Journal of Agrarian Change,1471-0358,1,NA
Wiley-Blackwell,Journal of Agronomy and Crop Science,0931-2250,1,NA
Cambridge University Press (CUP),Journal of American Studies,0021-8758,1,NA
Informa UK Limited,Journal of Apicultural Research,0021-8839,1,NA
Elsevier BV,Journal of Applied Developmental Psychology,0193-3973,1,NA
Wiley-Blackwell,Journal of Applied Econometrics,0883-7252,1,NA
Wiley-Blackwell,Journal of Applied Entomology,0931-2048,1,NA
Wiley-Blackwell,Journal of Applied Ichthyology,0175-8659,1,NA
Informa UK Limited,Journal of Applied Statistics,0266-4763,1,NA
Informa UK Limited,Journal of Architectural Conservation,1355-6207,1,NA
Intellect,Journal of Arts & Communities,1757-1936,1,NA
Springer Nature,Journal of Atmospheric Chemistry,0167-7764,1,NA
Wiley-Blackwell,Journal of Avian Biology,0908-8857,1,NA
Walter de Gruyter GmbH,Journal of Basic and Clinical Physiology and Pharmacology,2191-0286,1,NA
Informa UK Limited,Journal of Beliefs & Values,1361-7672,1,NA
SAGE Publications,Journal of Bioactive and Compatible Polymers,0883-9115,1,NA
OMICS Publishing Group,Journal of Biochips and Tissue Chips,2153-0777,1,NA
World Scientific Pub Co Pte Lt,Journal of Bioinformatics and Computational Biology,0219-7200,1,NA
SAGE Publications,Journal of Biological Rhythms,0748-7304,1,NA
ASME International,Journal of Biomechanical Engineering,0148-0731,1,NA
Informa UK Limited,Journal of Biopharmaceutical Statistics,1054-3406,1,NA
Informa UK Limited,Journal of Borderlands Studies,0886-5655,1,NA
American Society of Civil Engineers (ASCE),Journal of Bridge Engineering,1084-0702,1,NA
Cambridge University Press (CUP),Journal of British Studies,0021-9371,1,NA
Informa UK Limited,Journal of Business & Economic Statistics,0735-0015,1,NA
Mary Ann Liebert Inc,Journal of Caffeine Research,2156-5783,1,NA
Elsevier BV,Journal of Cardiothoracic and Vascular Anesthesia,1053-0770,1,NA
SAGE Publications,Journal of Child Health Care,1367-4935,1,NA
SAGE Publications,Journal of Child Neurology,0883-0738,1,NA
Mary Ann Liebert Inc,Journal of Child and Adolescent Psychopharmacology,1044-5463,1,NA
Elsevier BV,Journal of Choice Modelling,1755-5345,1,NA
David Publishing Company,Journal of Civil Engineering and Architecture,1934-7359,1,NA
Elsevier BV,Journal of Clinical Densitometry,1094-6950,1,NA
Wiley-Blackwell,Journal of Clinical Laboratory Analysis,0887-8013,1,NA
Wiley-Blackwell,Journal of Clinical Nursing,0962-1067,1,NA
Wiley-Blackwell,Journal of Clinical Pharmacy and Therapeutics,0269-4727,1,NA
Informa UK Limited,Journal of Clinical and Experimental Neuropsychology,1380-3395,1,NA
Ubiquity Press, Ltd.,Journal of Cognition,2514-4820,1,NA
SAGE Publications,Journal of Cognitive Engineering and Decision Making,1555-3434,1,NA
Elsevier BV,Journal of Combinatorial Theory, Series B,0095-8956,1,NA
Elsevier BV,Journal of Communication Disorders,0021-9924,1,NA
OMICS Publishing Group,Journal of Community & Public Health Nursing,2471-9846,1,NA
Informa UK Limited,Journal of Community Archaeology & Heritage,2051-8196,1,NA
American Psychological Association (APA),Journal of Comparative Psychology,1939-2087,1,NA
American Scientific Publishers,Journal of Computational and Theoretical Nanoscience,1546-1955,1,NA
Informa UK Limited,Journal of Computational and Theoretical Transport,2332-4309,1,NA
American Society of Civil Engineers (ASCE),Journal of Computing in Civil Engineering,0887-3801,1,NA
SAGE Publications,Journal of Contemporary Ethnography,0891-2416,1,NA
Informa UK Limited,Journal of Coordination Chemistry,0095-8972,1,NA
Elsevier BV,Journal of Corporate Finance,0929-1199,1,NA
Informa UK Limited,Journal of Critical Realism,1476-7430,1,NA
Informa UK Limited,Journal of Cultural Economy,1753-0350,1,NA
Sciedu Press,Journal of Curriculum and Teaching,1927-2685,1,NA
Informa UK Limited,Journal of Cyber Policy,2373-8871,1,NA
Oxford University Press (OUP),Journal of Deaf Studies and Deaf Education,1081-4159,1,NA
Cambridge University Press (CUP),Journal of Developmental Origins of Health and Disease,2040-1744,1,NA
Elsevier BV,Journal of Drug Delivery Science and Technology,1773-2247,1,NA
Oxford University Press (OUP),Journal of Economic Entomology,0022-0493,1,NA
Wiley-Blackwell,Journal of Economics & Management Strategy,1058-6407,1,NA
Redfame Publishing,Journal of Education and Training Studies,2324-8068,1,NA
Informa UK Limited,Journal of Education and Work,1363-9080,1,NA
Elsevier BV,Journal of Electromyography and Kinesiology,1050-6411,1,NA
SAGE Publications,Journal of Endovascular Therapy,1526-6028,1,NA
American Society of Civil Engineers (ASCE),Journal of Engineering Mechanics,0733-9399,1,NA
American Society of Agronomy,Journal of Environment Quality,0047-2425,1,NA
World Scientific Pub Co Pte Lt,Journal of Environmental Assessment Policy and Management,1464-3332,1,NA
Informa UK Limited,Journal of Environmental Economics and Policy,2160-6544,1,NA
Informa UK Limited,Journal of Environmental Planning and Management,0964-0568,1,NA
SAGE Publications,Journal of European Studies,0047-2441,1,NA
Elsevier BV,Journal of Experimental Marine Biology and Ecology,0022-0981,1,NA
American Psychological Association (APA),Journal of Experimental Psychology: Applied,1939-2192,1,NA
Wiley-Blackwell,Journal of Experimental Zoology Part A: Ecological Genetics and Physiology,1932-5223,1,NA
Wiley-Blackwell,Journal of Experimental Zoology Part A: Ecological and Integrative Physiology,2471-5638,1,NA
Akademiai Kiado Zrt.,Journal of Flow Chemistry,2062-249X,1,NA
Elsevier BV,Journal of Fluency Disorders,0094-730X,1,NA
ASME International,Journal of Fluids Engineering,0098-2202,1,NA
Canadian Center of Science and Education,Journal of Food Research,1927-0895,1,NA
Informa UK Limited,Journal of Forensic Psychology Research and Practice,2473-2850,1,NA
Informa UK Limited,Journal of Further and Higher Education,0309-877X,1,NA
The Policy Press,Journal of Gender-Based Violence,2398-6808,1,NA
Elsevier BV,Journal of Genetics and Genomics,1673-8527,1,NA
Elsevier BV,Journal of Geometry and Physics,0393-0440,1,NA
American Society of Civil Engineers (ASCE),Journal of Geotechnical and Geoenvironmental Engineering,1090-0241,1,NA
Ovid Technologies (Wolters Kluwer Health),Journal of Glaucoma,1057-0829,1,NA
Cambridge University Press (CUP),Journal of Global History,1740-0228,1,NA
OMICS Publishing Group,Journal of Glycomics & Lipidomics,2153-0637,1,NA
Sci Forschen, Inc.,Journal of HIV and AIDS,2380-5536,1,NA
SAGE Publications,Journal of Health Psychology,1359-1053,1,NA
Elsevier BV,Journal of Herbal Medicine,2210-8033,1,NA
Walter de Gruyter GmbH,Journal of Historical Sociolinguistics,2199-2894,1,NA
Springer Nature,Journal of Human Genetics,1434-5161,1,NA
SAGE Publications,Journal of Human Lactation,0890-3344,1,NA
Emerald,Journal of Humanitarian Logistics and Supply Chain Management,2042-6747,1,NA
IOS Press,Journal of Huntington's Disease,1879-6397,1,NA
Elsevier BV,Journal of Hydro-environment Research,1570-6443,1,NA
Informa UK Limited,Journal of Iberian and Latin American Studies,1470-1847,1,NA
Informa UK Limited,Journal of Industrial and Production Engineering,2168-1015,1,NA
SAGE Publications,Journal of Infection Prevention,1757-1774,1,NA
Elsevier BV,Journal of Information Security and Applications,2214-2126,1,NA
American Society of Civil Engineers (ASCE),Journal of Infrastructure Systems,1076-0342,1,NA
Wageningen Academic Publishers,Journal of Insects as Food and Feed,2352-4588,1,NA
Cambridge University Press (CUP),Journal of Institutional Economics,1744-1374,1,NA
Informa UK Limited,Journal of Intergenerational Relationships,1535-0770,1,NA
Wiley-Blackwell,Journal of International Development,0954-1748,1,NA
Elsevier BV,Journal of International Management,1075-4253,1,NA
SAGE Publications,Journal of Interpersonal Violence,0886-2605,1,NA
Intellect,Journal of Italian Cinema & Media Studies,2047-7368,1,NA
Informa UK Limited,Journal of Landscape Architecture,1862-6033,1,NA
Informa UK Limited,Journal of Language, Identity & Education,1534-8458,1,NA
Wiley-Blackwell,Journal of Law and Society,0263-323X,1,NA
Informa UK Limited,Journal of Library Administration,0193-0826,1,NA
SAGE Publications,Journal of Management Inquiry,1056-4926,1,NA
Wiley-Blackwell,Journal of Management Studies,0022-2380,1,NA
Elsevier BV,Journal of Manufacturing Processes,1526-6125,1,NA
Informa UK Limited,Journal of Maps,1744-5647,1,NA
OMICS Publishing Group,Journal of Material Science & Engineering,2169-0022,1,NA
Elsevier BV,Journal of Mathematical Economics,0304-4068,1,NA
AIP Publishing,Journal of Mathematical Physics,0022-2488,1,NA
ASME International,Journal of Mechanical Design,1050-0472,1,NA
ASME International,Journal of Mechanisms and Robotics,1942-4302,1,NA
Oxford University Press (OUP),Journal of Medical Entomology,0022-2585,1,NA
Informa UK Limited,Journal of Modern Jewish Studies,1472-5886,1,NA
Brill,Journal of Moral Philosophy,1740-4681,1,NA
World Scientific Pub Co Pte Lt,Journal of Multiscale Modelling,1756-9737,1,NA
JScholar,Journal of Nanotechnology and Smart Materials,2372-2797,1,NA
Informa UK Limited,Journal of Natural Resources Policy Research,1939-0459,1,NA
Elsevier BV,Journal of Network and Computer Applications,1084-8045,1,NA
Elsevier BV,Journal of Neuroradiology,0150-9861,1,NA
American Psychological Association (APA),Journal of Neuroscience, Psychology, and Economics,2151-318X,1,NA
Mary Ann Liebert Inc,Journal of Neurotrauma,0897-7151,1,NA
Wiley-Blackwell,Journal of Nursing Management,0966-0429,1,NA
Informa UK Limited,Journal of Nutrition in Gerontology and Geriatrics,2155-1197,1,NA
Wiley-Blackwell,Journal of Obstetrics and Gynaecology Research,1341-8076,1,NA
Optical Society of America (OSA),Journal of Optical Communications and Networking,1943-0620,1,NA
Wiley-Blackwell,Journal of Oral Rehabilitation,0305-182X,1,NA
Informa UK Limited,Journal of Organic Semiconductors,2160-6099,1,NA
Wiley-Blackwell,Journal of Paediatrics and Child Health,1034-4810,1,NA
SAGE Publications,Journal of Peace Research,0022-3433,1,NA
Springer Nature,Journal of Perinatology,0743-8346,1,NA
Elsevier BV,Journal of Petroleum Science and Engineering,0920-4105,1,NA
Wiley-Blackwell,Journal of Pharmaceutical Health Services Research,1759-8885,1,NA
Wiley-Blackwell,Journal of Philosophy of Education,0309-8249,1,NA
Elsevier BV,Journal of Photochemistry and Photobiology A: Chemistry,1010-6030,1,NA
Human Kinetics,Journal of Physical Activity and Health,1543-3080,1,NA
Elsevier BV,Journal of Physiology-Paris,0928-4257,1,NA
The Policy Press,Journal of Poverty and Social Justice,1759-8273,1,NA
Elsevier BV,Journal of Pragmatics,0378-2166,1,NA
Wiley-Blackwell,Journal of Prosthodontics,1059-941X,1,NA
Informa UK Limited,Journal of Psychoactive Drugs,0279-1072,1,NA
Academic Journals,Journal of Public Health and Epidemiology,2141-2316,1,NA
Emerald,Journal of Public Mental Health,1746-5729,1,NA
Thieme Publishing Group,Journal of Reconstructive Microsurgery Open,2377-0813,1,NA
Oxford University Press (OUP),Journal of Refugee Studies,0951-6328,1,NA
Brill Academic Publishers,Journal of Religion in Africa,0022-4200,1,NA
Wiley-Blackwell,Journal of Religious History,0022-4227,1,NA
Elsevier BV,Journal of Retailing,0022-4359,1,NA
Elsevier BV,Journal of Rural Studies,0743-0167,1,NA
Wiley-Blackwell,Journal of School Health,0022-4391,1,NA
Society for Sedimentary Geology,Journal of Sedimentary Research,1527-1404,1,NA
Informa UK Limited,Journal of Sexual Aggression,1355-2600,1,NA
Wiley-Blackwell,Journal of Small Animal Practice,0022-4510,1,NA
Cambridge University Press (CUP),Journal of Smoking Cessation,1834-2612,1,NA
Informa UK Limited,Journal of Social Service Research,0148-8376,1,NA
Informa UK Limited,Journal of Social Work in End-Of-Life & Palliative Care,1552-4256,1,NA
Wiley-Blackwell,Journal of Sociolinguistics,1360-6441,1,NA
Wiley-Blackwell,Journal of Software: Evolution and Process,2047-7473,1,NA
Informa UK Limited,Journal of Spirituality in Mental Health,1934-9637,1,NA
SAGE Publications,Journal of Sport and Social Issues,0193-7235,1,NA
Informa UK Limited,Journal of Statistical Computation and Simulation,0094-9655,1,NA
IOP Publishing,Journal of Statistical Mechanics: Theory and Experiment,1742-5468,1,NA
Ovid Technologies (Wolters Kluwer Health),Journal of Strength and Conditioning Research,1064-8011,1,NA
Wiley-Blackwell,Journal of Surgical Oncology,0022-4790,1,NA
Elsevier BV,Journal of Surgical Research,0022-4804,1,NA
Wiley-Blackwell,Journal of Systematics and Evolution,1674-4918,1,NA
Informa UK Limited,Journal of Turbulence,1468-5248,1,NA
Elsevier BV,Journal of Veterinary Behavior,1558-7878,1,NA
SAGE Publications,Journal of Visual Culture,1470-4129,1,NA
American Society of Civil Engineers (ASCE),Journal of Water Resources Planning and Management,0733-9496,1,NA
IWA Publishing,Journal of Water Sanitation and Hygiene for Development,2043-9083,1,NA
IWA Publishing,Journal of Water Supply: Research and Technology - Aqua,0003-7214,1,NA
American Society of Civil Engineers (ASCE),Journal of Waterway, Port, Coastal, and Ocean Engineering,0733-950X,1,NA
Elsevier BV,Journal of Web Semantics,1570-8268,1,NA
Johns Hopkins University Press,Journal of World History,1527-8050,1,NA
IOS Press,Journal of X-Ray Science and Technology,0895-3996,1,NA
Association for Computing Machinery (ACM),Journal of the ACM,0004-5411,1,NA
Elsevier BV,Journal of the American Academy of Dermatology,0190-9622,1,NA
Brill,Journal of the Economic and Social History of the Orient,0022-4995,1,NA
Elsevier BV,Journal of the Energy Institute,1743-9671,1,NA
Oxford University Press (OUP),Journal of the History of Collections,0954-6650,1,NA
Informa UK Limited,Journal of the History of the Neurosciences,0964-704X,1,NA
Cambridge University Press (CUP),Journal of the Institute of Mathematics of Jussieu,1474-7480,1,NA
Cambridge University Press (CUP),Journal of the International Phonetic Association,0025-1003,1,NA
Informa UK Limited,Journal of the Royal Musical Association,0269-0403,1,NA
Wiley-Blackwell,Journal of the Royal Statistical Society: Series B (Statistical Methodology),1369-7412,1,NA
Wiley-Blackwell,Journal of the Society for Information Display,1071-0922,1,NA
Informa UK Limited,Journal of the Society of Archivists,0037-9816,1,NA
Informa UK Limited,Journal on the Use of Force and International Law,2053-1702,1,NA
Project Muse,Kennedy Institute of Ethics Journal,1086-3249,1,NA
American Institute of Mathematical Sciences (AIMS),Kinetic and Related Models,1937-5093,1,NA
Wiley-Blackwell,Kyklos,0023-5962,1,NA
Informa UK Limited,LEUKOS,1550-2724,1,NA
Nature Publishing Group,Laboratory Investigation,0023-6837,1,NA
Informa UK Limited,Landscape Research,0142-6397,1,NA
Informa UK Limited,Language Acquisition,1048-9223,1,NA
SAGE Publications,Language Testing,0265-5322,1,NA
Cambridge University Press (CUP),Language and Cognition,1866-9808,1,NA
Wiley-Blackwell,Language and Linguistics Compass,1749-818X,1,NA
Cambridge University Press (CUP),Laser and Particle Beams,0263-0346,1,NA
Wiley-Blackwell,Law & Social Inquiry,0897-6546,1,NA
Brepols Publishers NV,Le Moyen Français,0226-0174,1,NA
SAGE Publications,Leadership,1742-7150,1,NA
Elsevier BV,Learning, Culture and Social Interaction,2210-6561,1,NA
Informa UK Limited,Learning, Media and Technology,1743-9884,1,NA
Wiley-Blackwell,Legislative Studies Quarterly,0362-9805,1,NA
Informa UK Limited,Life Writing,1448-4528,1,NA
Informa UK Limited,Linear and Multilinear Algebra,0308-1087,1,NA
John Benjamins Publishing Company,Linguistic Landscape,2214-9953,1,NA
Walter de Gruyter GmbH,Linguistics Vanguard,2199-174X,1,NA
Oxford University Press (OUP),Literary Imagination,1523-9012,1,NA
SAGE Publications,Literature & History,0306-1973,1,NA
Oxford University Press (OUP),Literature and Theology,0269-1205,1,NA
Wiley-Blackwell,Liver Transplantation,1527-6465,1,NA
SAGE Publications,Local Economy: The Journal of the Local Economy Policy Unit,0269-0942,1,NA
Informa UK Limited,Logopedics Phoniatrics Vocology,1401-5439,1,NA
AIP Publishing,Low Temperature Physics,1063-777X,1,NA
Wiley-Blackwell,Lubrication Science,0954-0075,1,NA
MedCrave Group, LLC,MOJ Yoga & Physical Therapy,2573-2927,1,NA
Wiley-Blackwell,Macromolecular Chemistry and Physics,1022-1352,1,NA
Wiley-Blackwell,Mammal Review,0305-1838,1,NA
SAGE Publications,Management in Education,0892-0206,1,NA
Informa UK Limited,Marine Geodesy,0149-0419,1,NA
Informa UK Limited,Maritime Policy & Management,0308-8839,1,NA
Wiley-Blackwell,Mass Spectrometry Reviews,0277-7037,1,NA
Elsevier BV,Materials Research Bulletin,0025-5408,1,NA
Informa UK Limited,Materials Research Innovations,1432-8917,1,NA
Elsevier BV,Materials Today Energy,2468-6069,1,NA
Cambridge University Press (CUP),Mathematical Structures in Computer Science,0960-1295,1,NA
Informa UK Limited,Mathematical and Computer Modelling of Dynamical Systems,1387-3954,1,NA
SAGE Publications,Mathematics and Mechanics of Solids,1081-2865,1,NA
Elsevier BV,Mayo Clinic Proceedings,0025-6196,1,NA
Wiley-Blackwell,Medical Education,0308-0110,1,NA
Elsevier BV,Mental Health and Physical Activity,1755-2966,1,NA
Informa UK Limited,Mental Health, Religion & Culture,1367-4676,1,NA
Mary Ann Liebert Inc,Microbial Drug Resistance,1076-6294,1,NA
Elsevier BV,Microbial Pathogenesis,0882-4010,1,NA
Elsevier BV,Microchemical Journal,0026-265X,1,NA
Cambridge University Press (CUP),Microscopy and Microanalysis,1431-9276,1,NA
Wiley-Blackwell,Microwave and Optical Technology Letters,0895-2477,1,NA
Oxford University Press (OUP),Migration Studies,2049-5838,1,NA
Informa UK Limited,Migration and Development,2163-2324,1,NA
Oxford University Press (OUP),Mind,0026-4423,1,NA
Informa UK Limited,Mobile Genetic Elements,2159-256X,1,NA
Informa UK Limited,Modern Rheumatology,1439-7595,1,NA
Springer Science + Business Media,Molecular Diagnosis & Therapy,1177-1062,1,NA
Wiley-Blackwell,Molecular Reproduction and Development,1040-452X,1,NA
Royal Society of Chemistry (RSC),Molecular Systems Design & Engineering,2058-9689,1,NA
Elsevier BV,Molecular and Cellular Probes,0890-8508,1,NA
Mary Ann Liebert Inc,Monoclonal Antibodies in Immunodiagnosis and Immunotherapy,2167-9436,1,NA
Elsevier BV,Mutation Research/Genetic Toxicology and Environmental Mutagenesis,1383-5718,1,NA
World Scientific Pub Co Pte Lt,Nano,1793-2920,1,NA
SAGE Publications,National Institute Economic Review,0027-9501,1,NA
Wiley-Blackwell,Nations and Nationalism,1354-5078,1,NA
Springer Nature,Nature Cell Biology,1465-7392,1,NA
Springer Nature,Nature Chemistry,1755-4330,1,NA
Springer Nature,Nature Immunology,1529-2908,1,NA
Springer Nature,Nature Materials,1476-1122,1,NA
Springer Nature,Nature Structural & Molecular Biology,1545-9993,1,NA
Wiley-Blackwell,Navigation,0028-1522,1,NA
S. Karger AG,Nephron Clinical Practice,1660-2110,1,NA
Cambridge University Press (CUP),Network Science,2050-1242,1,NA
American Institute of Mathematical Sciences (AIMS),Networks & Heterogeneous Media,1556-181X,1,NA
American Institute of Mathematical Sciences (AIMS),Networks and Heterogeneous Media,1556-1801,1,NA
Elsevier BV,Neurobiology of Sleep and Circadian Rhythms,2451-9944,1,NA
S. Karger AG,Neuroendocrinology,0028-3835,1,NA
S. Karger AG,Neuroepidemiology,0251-5350,1,NA
Wiley-Blackwell,Neuropathology,0919-6544,1,NA
Informa UK Limited,Neuropsychoanalysis,1529-4145,1,NA
Informa UK Limited,Neutron News,1044-8632,1,NA
Informa UK Limited,New Journal of Botany,2042-3489,1,NA
SAGE Publications,New Media & Society,1461-4448,1,NA
Informa UK Limited,New Review of Information Networking,1361-4576,1,NA
Informa UK Limited,New Writing,1479-0726,1,NA
Elsevier BV,Nonlinear Analysis,0362-546X,1,NA
Informa UK Limited,Nordic Journal of Human Rights,1891-8131,1,NA
Informa UK Limited,Nordic Journal of Music Therapy,0809-8131,1,NA
Oxford University Press (OUP),Notes and Queries,0029-3970,1,NA
Edinburgh University Press,Nottingham French Studies,0029-4586,1,NA
Ovid Technologies (Wolters Kluwer Health),Nuclear Medicine Communications,0143-3636,1,NA
Informa UK Limited,Nuclear Physics News,1061-9127,1,NA
Informa UK Limited,Numerical Heat Transfer, Part A: Applications,1040-7782,1,NA
Wiley-Blackwell,Numerical Linear Algebra with Applications,1070-5325,1,NA
RCN Publishing Ltd.,Nursing Older People,1472-0795,1,NA
Sci Forschen, Inc.,Nutrition and Food Technology: Open Access,2470-6086,1,NA
SAGE Publications,Nutrition in Clinical Practice,0884-5336,1,NA
Ovid Technologies (Wolters Kluwer Health),Obstetrical & Gynecological Survey,0029-7828,1,NA
Oxford University Press (OUP),Occupational Medicine,0962-7480,1,NA
Elsevier BV,Online Social Networks and Media,2468-6964,1,NA
Elsevier BV,Operations Research Letters,0167-6377,1,NA
Oxford University Press (OUP),Operative Neurosurgery,2332-4252,1,NA
Scientific Research Publishing, Inc,,Optics and Photonics Journal,2160-8881,1,NA
Elsevier BV,Oral Oncology,1368-8375,1,NA
Elsevier BV,Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology,2212-4403,1,NA
Royal Society of Chemistry (RSC),Org. Chem. Front.,2052-4129,1,NA
Elsevier BV,Organizational Behavior and Human Decision Processes,0749-5978,1,NA
Informa UK Limited,Organogenesis,1547-6278,1,NA
Informa UK Limited,Ostrich,0030-6525,1,NA
Ovid Technologies (Wolters Kluwer Health),Otology & Neurotology,1531-7129,1,NA
Wiley-Blackwell,Oxford Bulletin of Economics and Statistics,0305-9049,1,NA
Oxford University Press (OUP),Oxford Economic Papers,0030-7653,1,NA
Wiley-Blackwell,Oxford Journal of Archaeology,0262-5253,1,NA
Oxford University Press (OUP),Oxford Review of Economic Policy,0266-903X,1,NA
American Academy of Pediatrics (AAP),PEDIATRICS,0031-4005,1,NA
Wiley-Blackwell,Pacific Philosophical Quarterly,0279-0750,1,NA
Scientific Research Publishing, Inc,,Pain Studies and Treatment,2329-3268,1,NA
Informa UK Limited,PaleoAmerica,2055-5563,1,NA
American Geophysical Union (AGU),Paleoceanography and Paleoclimatology,2572-4517,1,NA
Wiley-Blackwell,Papers in Regional Science,1056-8190,1,NA
Wiley-Blackwell,Parliamentary History,0264-2824,1,NA
Informa UK Limited,Parliaments, Estates and Representation,0260-6755,1,NA
Wiley-Blackwell,Particle & Particle Systems Characterization,0934-0866,1,NA
Informa UK Limited,Patterns of Prejudice,0031-322X,1,NA
Informa UK Limited,Peabody Journal of Education,0161-956X,1,NA
Informa UK Limited,Pedagogies: An International Journal,1554-480X,1,NA
Wiley-Blackwell,Pediatric Anesthesia,1155-5645,1,NA
Ovid Technologies (Wolters Kluwer Health),Pediatric Critical Care Medicine,1529-7535,1,NA
SAGE Publications,Perspectives on Psychological Science,1745-6916,1,NA
Ovid Technologies (Wolters Kluwer Health),Pharmacogenetics and Genomics,1744-6872,1,NA
Wiley-Blackwell,Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,0277-0008,1,NA
Informa UK Limited,Philosophical Explorations,1386-9795,1,NA
Informa UK Limited,Photographies,1754-0763,1,NA
Elsevier BV,Physica B: Condensed Matter,0921-4526,1,NA
Elsevier BV,Physica E: Low-dimensional Systems and Nanostructures,1386-9477,1,NA
American Physical Society (APS),Physical Review Applied,2331-7019,1,NA
American Physical Society (APS),Physical Review D,2470-0010,1,NA
Oxford University Press (OUP),Physical Therapy,0031-9023,1,NA
Informa UK Limited,Physical Therapy Reviews,1083-3196,1,NA
Elsevier BV,Physics of Life Reviews,1571-0645,1,NA
American Physiological Society,Physiological Reviews,0031-9333,1,NA
Elsevier BV,Physiotherapy,0031-9406,1,NA
Wiley-Blackwell,Physiotherapy Research International,1358-2267,1,NA
Scientific Societies,Phytopathology,0031-949X,1,NA
Wiley-Blackwell,Phytotherapy Research,0951-418X,1,NA
SAGE Publications,Planning Theory,1473-0952,1,NA
Elsevier BV,Poetics,0304-422X,1,NA
Elsevier BV,Polar Science,1873-9652,1,NA
Emerald,Policing: An International Journal,1363-951X,1,NA
Emerald,Policing: An International Journal of Police Strategies & Management,1363-951X,1,NA
Informa UK Limited,Policy Studies,0144-2872,1,NA
Wiley-Blackwell,Policy Studies Journal,0190-292X,1,NA
Informa UK Limited,Policy and Society,1449-4035,1,NA
SAGE Publications,Political Science,0032-3187,1,NA
Cambridge University Press (CUP),Political Science Research and Methods,2049-8470,1,NA
Wiley-Blackwell,Polymer Composites,0272-8397,1,NA
Informa UK Limited,Polymer Reviews,1558-3724,1,NA
Elsevier BV,Polymer Testing,0142-9418,1,NA
Informa UK Limited,Popular Communication,1540-5702,1,NA
Postdoc Journal,Postdoc Journal,2328-9791,1,NA
Elsevier BV,Postharvest Biology and Technology,0925-5214,1,NA
Elsevier BV,Precambrian Research,0301-9268,1,NA
Elsevier BV,Pregnancy Hypertension,2210-7789,1,NA
