"PublicationID","Article Title","DOI","PMC ID","Publication Date","Article URL","Open Access Status","Copyright License","Type","Journal Title","Publisher","APC Amount","Other Payments","Entry Point","Publication Year"
"E14CC79C-7F05-45DF-9648-17DD5CF2B408","The Unfinished Agenda for Food Fortification in Low- and Middle-Income Countries: Quantifying Progress, Gaps and Potential Opportunities","10.3390/nu12020354","Pending Publisher Submission",1/29/2020,"https://www.mdpi.com/2072-6643/12/2/354","hybrid","CC-BY","Journal article","Nutrients","MDPI",0,0,"Post submission",2020
"6E6153E1-7FD0-44BA-9F23-DC12667136CB","To include or not include: renal dialysis policy in the era of universal health coverage","10.1136/bmj.m82","Pending Publisher Submission",1/28/2020,"https://www.bmj.com/content/368/bmj.m82","hybrid","CC-BY","Journal article","British Medical Journal (The BMJ)","BMJ Publishing Group",4800,0,"APC Request",2020
"40FFAC61-2647-4A19-A30F-F95349D74B08","A grid-based sample design framework for household surveys in the absence of representative sampling frames","10.12688/gatesopenres.13107.1","Pending Publisher Submission",1/27/2020,"https://gatesopenresearch.org/articles/4-13",,,,"Gates Open Research","Bill & Melinda Gates Foundation",1000,0,"Journal Finder",2020
"713D5611-0094-4ABD-ADB7-BCA23AF9AC6A","Genetic variability, stability and heritability for quality and yield characteristics in provitamin A cassava varieties","10.1007/s10681-020-2562-7","Pending Publisher Submission",1/25/2020,"https://link.springer.com/article/10.1007%2Fs10681-020-2562-7#article-info","hybrid","CC-BY","article-commentary","Euphytica","Springer Verlag",3260,0,"Post submission",2020
"E984108C-F289-4645-868C-8333C0E41548","A fieldable electrostatic air sampler enabling tuberculosis detection in bioaerosols","10.1016/j.tube.2019.101896","Pending Publisher Submission",1/24/2020,"https://www.sciencedirect.com/science/article/pii/S1472979219303026?via%3Dihub","hybrid","CC-BY","Journal article","Tuberculosis","Elsevier",2650,0,"Post submission",2020
"F938A980-FD93-49CF-8937-4AB0959F1D29","Why vaccines matter: understanding the broader health, economic, and child development benefits of routine vaccination","10.1080/21645515.2019.1708669","Pending Publisher Submission",1/24/2020,"https://www.tandfonline.com/doi/full/10.1080/21645515.2019.1708669","hybrid","CC-BY","article-commentary","Human Vaccines & Immunotherapeutics","Taylor & Francis",292,0,"APC Request",2020
"A535D1F0-BF56-4E3A-B48B-04EA3800CADF","The root-knot nematode, Meloidogyne incognita, profoundly affects the production of popular biofortified cassava cultivars","10.1163/15685411-00003331","Pending Publisher Submission",1/23/2020,"https://brill.com/view/journals/nemy/aop/article-10.1163-15685411-00003331/article-10.1163-15685411-00003331.xml?language=en","hybrid","CC-BY","Book","Nematology","Brill Academic Publishers",705,0,"Post submission",2020
"E801DD1B-19E6-40AD-BC98-3E80EF76C3BA","Reconsidering the ‘Meritocratic Power of a College Degree'","10.1016/j.rssm.2020.100479","Pending Publisher Submission",1/23/2020,"https://www.sciencedirect.com/science/article/pii/S0276562420300081","hybrid","CC-BY","Journal article","Research in Social Stratification and Mobility","Elsevier",1300,0,"Post submission",2020
"7C5AC40D-8161-46EF-AD5E-0D546B761263","Molecular evolution of the glutathione S-transferase family in the Bemisia tabaci species complex","10.1093/gbe/evaa002","Pending Publisher Submission",1/23/2020,"https://academic.oup.com/gbe/advance-article/doi/10.1093/gbe/evaa002/5714747?guestAccessKey=0df6c497-9589-47c3-b4c2-f6551975401b","gold","CC-BY","Journal article","Genome Biology and Evolution","Oxford University Press",0,0,"APC Request",2020
"54689B44-89AA-476C-9FB0-914562F11ACB","A human mission to Mars: Predicting the bone mineral density loss of astronaut","10.1371/journal.pone.0226434","PMC6975633",1/22/2020,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0226434","gold","CC-BY","Journal article","PLOS ONE","Public Library of Science",1595,0,"APC Request",2020
"663C8A96-E6F1-4DA2-851E-02716156FD7B","A roadmap for the development of ivermectin as a complementary malaria vector control tool","10.4269/ajtmh.19-0620","Pending Publisher Submission",1/22/2020,"http://www.ajtmh.org/content/journals/10.4269/ajtmh.19-0620","hybrid","CC-BY",,"American Journal of Tropical Medicine and Hygiene","American Society of Tropical Medicine and Hygiene",0,0,"Journal Finder",2020
"02BCF47E-03F2-4777-BE0F-B8834372150E","Single-cell RNA sequencing of Trypanosoma brucei from tsetse salivary glands unveils metacyclogenesis and identifies potential transmission blocking antigens","10.1073/pnas.1914423117","Pending Publisher Submission",1/21/2020,"https://www.pnas.org/content/early/2020/01/17/1914423117","hybrid","CC-BY","Journal article","Proceedings of the National Academy of Sciences of the United States of America","National Academy of Sciences",4965,0,"APC Request",2020
"7F05CE6A-2238-4EB3-971F-5FAAFCF62C32","Whitefly HES1 binds to the intergenic region of Tomato yellow leaf curl China virus and promotes viral gene transcription","10.1016/j.virol.2020.01.009","Pending Publisher Submission",1/21/2020,"https://www.sciencedirect.com/science/article/pii/S004268222030009X?via%3Dihub","hybrid","CC-BY","Journal article","Virology","Elsevier",2400,0,"Post submission",2020
"0325E5C9-EF43-493D-9E8E-BBD2777FDDD8","Clinical and epidemiological factors associated with spontaneous preterm birth: a multicentre cohort of low risk nulliparous women","10.1038/s41598-020-57810-4","Pending Publisher Submission",1/21/2020,"https://www.nature.com/articles/s41598-020-57810-4","gold","CC-BY","Journal article","Scientific Reports","Nature Publishing Group",1870,0,"Post submission",2020
"BC744588-A14D-462A-B929-4594705C5224","Oxygen therapy for children: a key tool in reducing deaths from pneumonia","10.1002/ppul.24656","Pending Publisher Submission",1/21/2020,"https://onlinelibrary.wiley.com/doi/10.1002/ppul.24656","hybrid","CC-BY","article-commentary","Pediatric Pulmonology","Wiley",4200,0,"Post submission",2020
"3454FBBF-295F-44B5-A105-E574330F11A7","Evaluating the effects of storage conditions on dry matter loss and nutritional quality of grain legume fodders in West Africa","10.1016/j.anifeedsci.2020.114419","Pending Publisher Submission",1/21/2020,"https://www.sciencedirect.com/science/article/pii/S0377840119303979","gold","CC-BY","Journal article","Animal Feed Science and Technology","Elsevier",2750,0,"Post submission",2020
"68C94977-3729-41EC-9A7D-E8F82F2D7207","Sticking with the old seed: Input value chains and the challenges to deliver genetic gains to smallholder maize farmers","10.1177/0030727019900520","Pending Publisher Submission",1/20/2020,"https://journals.sagepub.com/doi/10.1177/0030727019900520",,,"Journal article","Outlook on Agriculture","IP Publishing",0,0,"Post submission",2020
"9AB9B211-19A7-4062-9A6F-7E556FE5865D","Effectiveness of Lifelong ART (Option B+) in the Prevention of Mother-to-Child Transmission of HIV Programme in Zambia: Observations Based on Routinely Collected Health Data","10.3389/fpubh.2019.00401","Pending Publisher Submission",1/17/2020,"https://www.frontiersin.org/articles/10.3389/fpubh.2019.00401/full","gold","CC-BY","Journal article","Frontiers in Public Health","Frontiers Media",2490,0,"APC Request",2020
"3297EB70-DA1D-457C-941C-28ADE4DCF8E4","Under-detection of blood culture-positive enteric fever cases: The impact of missing data and methods for adjusting incidence estimates","10.1371/journal.pntd.0007805","PMC6964825",1/16/2020,"https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0007805","gold","CC-BY","Journal article","PLoS Neglected Tropical Diseases","Public Library of Science",2350,0,"APC Request",2020
"6F618C20-70AC-452B-9DA5-2E8A06873DDC","Mechanistic understanding of iron toxicity tolerance in contrasting rice varieties from Africa: 2. Root oxidation ability and oxidative stress control","10.1071/FP19054","Pending Publisher Submission",1/16/2020,"http://www.publish.csiro.au/FP/FP19054","hybrid","CC-BY","Journal article","Functional Plant Biology","CSIRO Publishing",2700,1000,"APC Request",2020
"10F9E5BD-0D27-4197-9833-4C6A50B73614","Integrating tuberculosis research with public health infrastructure: Lessons on community engagement from Orizaba, Mexico","10.12688/gatesopenres.13058.1","Pending Publisher Submission",1/16/2020,"https://gatesopenresearch.org/articles/4-11","gold","CC-BY",,"Gates Open Research","Bill & Melinda Gates Foundation",1000,0,"Post submission",2020
"BFE867CF-738C-477F-9214-19E10002E68B","Social, economic, and political events affect gender equity in China, Nepal, and Nicaragua: a matched, interrupted time-series study","10.1080/16549716.2020.1712147","Pending Publisher Submission",1/15/2020,"https://www.tandfonline.com/action/showCopyRight?scroll=top&doi=10.1080%2F16549716.2020.1712147",,,"Journal article","Global Health Action","Taylor & Francis",1582,73,"Post submission",2020
"59F08CDD-A87C-450A-99E4-E3AB8042D473","Field testing of a household-scale onsite blackwater treatment system in Coimbatore, India","10.1016/j.scitotenv.2020.136706","Pending Publisher Submission",1/15/2020,"https://www.sciencedirect.com/science/article/pii/S0048969720302163?via%3Dihub#!","hybrid","CC-BY","Journal article","Science of the Total Environment","Elsevier",3400,0,"Post submission",2020
"7079AECD-8182-4C89-90A5-F8E2E53AA199","Genetic Dissection of Grain Yield and Agronomic Traits in Maize under Optimum and Low-Nitrogen Stressed Environments","10.3390/ijms21020543","Pending Publisher Submission",1/15/2020,"https://www.mdpi.com/1422-0067/21/2/543","gold","CC-BY","Journal article","International Journal of Molecular Sciences","MDPI",1850.2,-277.88,"Post submission",2020
"20E49373-8E58-4006-82B0-DF7AA3F8FFFD","A C-terminal Pfs48/45 malaria transmission-blocking vaccine candidate produced in the baculovirus expression system","10.1038/s41598-019-57384-w","Pending Publisher Submission",1/15/2020,"https://www.nature.com/articles/s41598-019-57384-w","gold","CC-BY",,"Scientific Reports","Nature Publishing Group",1790,0,"Journal Finder",2020
"6B24E66A-5D54-4CDE-B8D9-5D72AB6C4B76","Usability assessment of seven HIV Self-Test devices conducted with lay-users in Johannesburg, South Africa: A cross-sectional study","10.1371/journal.pone.0227198","PMC6959591",1/14/2020,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0227198","gold","CC-BY","Journal article","PLOS ONE","Public Library of Science",1595,0,"Post submission",2020
"D7204A09-8D86-41DA-AFB8-DEB163F713A5","The development of complex and controversial innovations. Genetically modified mosquitoes for malaria eradication","10.1016/j.respol.2019.103917","Pending Publisher Submission",1/14/2020,"https://www.sciencedirect.com/science/article/pii/S0048733319302355","hybrid","CC-BY","Journal article","Research Policy","Elsevier",2400,0,"Post submission",2020
"5563A8A6-2F29-4764-A011-DCB40D4A9096","Integrating Mathematical Models with Experimental Data to Investigate the Within-Host Dynamics of Bacterial Infections","10.1093/femspd/ftaa001","Pending Publisher Submission",1/14/2020,"https://academic.oup.com/femspd/advance-article/doi/10.1093/femspd/ftaa001/5704399","hybrid","CC-BY","review-article","Pathogens and Disease","Oxford University Press",3210,0,"APC Request",2020
"C93CCB9F-3930-409B-96A4-88F1D5006F22","A novel histological index for evaluation of environmental enteric dysfunction identifies geographic-specific features of enteropathy among children with suboptimal growth","10.1371/journal.pntd.0007975","Pending Publisher Submission",1/13/2020,"https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0007975","gold","CC-BY","Journal article","PLoS Neglected Tropical Diseases","Public Library of Science",2350,0,"APC Request",2020
"FFC613AB-3703-4D12-B599-A2C63A45A128","Relating anthropometric indicators to brain structure in 2-month-old Bangladeshi infants growing up in poverty: A pilot study","10.1016/j.neuroimage.2020.116540","Pending Publisher Submission",1/13/2020,"https://www.sciencedirect.com/science/article/pii/S1053811920300276?via%3Dihub","gold","CC-BY","Journal article","NeuroImage","Elsevier",0,0,"Post submission",2020
"987D3C50-4071-4D10-B1DB-DCA307E75A5F","The effects of improved complementary feeding and improved water, sanitation and hygiene on early child development among HIV-exposed children: sub-study of a cluster-randomised trial in rural Zimbabwe","10.1136/bmjgh-2019-001718","Pending Publisher Submission",1/13/2020,"https://gh.bmj.com/content/5/1/e001718","hybrid","CC-BY",,"BMJ Global Health","BMJ Publishing Group",4800,0,"Journal Finder",2020
"B008B134-1787-41CC-A28D-91322462BB07","A double-blind placebo-controlled trial of azithromycin to reduce mortality and improve growth in high-risk young children with non-bloody diarrhoea in low resource settings: the Antibiotics for Children with Diarrhoea (ABCD) trial protocol","10.1186/s13063-019-3829-y","Pending Publisher Submission",1/13/2020,,"gold","CC-BY","journal article","Trials","Springer Verlag",0,0,"Imported",2020
"0B144951-C364-4D0F-A94C-ADADD1813819","The Lancet Global Health Commission on High Quality Health Systems 1 year on: progress on a global imperative","10.1016/S2214-109X(19)30485-1","Pending Publisher Submission",1/12/2020,"https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(19)30485-1/fulltext?dgcid=raven_jbs_etoc_email","hybrid","CC-BY","article-commentary","The Lancet Global Health","Elsevier",0,0,"Imported",2020
"0F1AAF3C-D8DC-4E79-9C7F-008C22915986","Immune checkpoint axes are dysregulated in patients with alcoholic hepatitis","10.1002/hep4.1475","Pending Publisher Submission",1/12/2020,"https://aasldpubs.onlinelibrary.wiley.com/doi/full/10.1002/hep4.1475","hybrid","CC-BY","Journal article","Hepatology Communications","Wiley",2500,0,"Post submission",2020
"2EF70441-2FD6-4EEE-B42D-86AC63E0953A","Spatial Distribution and Characteristics of HIV Clusters in Ethiopia","10.1111/tmi.13356","Pending Publisher Submission",1/12/2020,"https://onlinelibrary.wiley.com/doi/full/10.1111/tmi.13356?af=R","hybrid","CC-BY","Journal article","Tropical Medicine and International Health","Wiley",3000,0,"Post submission",2020
"0965939D-26C0-41D9-87AA-70211FE25E8A","Pathogen-Specific Impacts of the 2011–2012 La Niña-Associated Floods on Enteric Infections in the MAL-ED Peru Cohort: A Comparative Interrupted Time Series Analysis","10.3390/ijerph17020487","Pending Publisher Submission",1/12/2020,,"gold","CC-BY","journal article","International Journal of Environmental Research an","NULL",0,0,"Imported",2020
"99066FEE-7806-4E5B-8D2C-B21CC913978F","Real-time dissolved carbon dioxide monitoring I: Application of a novel in-situ sensor for CO2 monitoring and control","10.1002/bit.27253","Pending Publisher Submission",1/11/2020,"https://onlinelibrary.wiley.com/doi/abs/10.1002/bit.27253","hybrid","CC-BY",,"Biotechnology and Bioengineering","Wiley",4500,0,"Journal Finder",2020
"20AFE6DB-8BD6-425C-A7C4-D1C004BF012F","Estimating photosynthetic traits from reflectance spectra: A synthesis of spectral indices, numerical inversion, and partial least square regression","10.1111/pce.13718","Pending Publisher Submission",1/10/2020,"https://onlinelibrary.wiley.com/doi/abs/10.1111/pce.13718",,,"abstract","Plant, Cell and Environment","Wiley",4300,0,"APC Request",2020
"5E8D5B5F-55D3-4284-BC90-139A0E32E3E4","Oral magnesium supplementation for leg cramps in pregnancy – a randomized controlled trial","10.1371/journal.pone.0227497","PMC6953803",1/10/2020,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0227497","gold","CC-BY","Journal article","PLOS ONE","Public Library of Science",1595,0,"Journal Finder",2020
"3F8109C8-1C59-4CAD-895D-2284A14BC807","Sexual Behavior and Perceived HIV Risk Among HIV-Negative Members of Serodiscordant Couples in East Africa","10.1007/s10461-019-02773-5","Pending Publisher Submission",1/10/2020,,"closed","UNKNOWN","journal article","AIDS and Behavior","Springer Verlag",0,0,"Imported",2020
"40002724-14E0-4890-8D89-C1883C18BAF6","Highly specific PCR-RFLP assays for karyotyping the widespread 2Rb inversion in malaria vectors of the Anopheles gambiae complex","10.1186/s13071-019-3877-x","Pending Publisher Submission",1/10/2020,,"gold","CC-BY","journal article","Parasites & Vectors","Springer Verlag",0,0,"Imported",2020
"3EB4CAAE-5382-4B04-9D09-C40DA41AADC9","The Global Findex Database 2017: Measuring Financial Inclusion and Opportunities to Expand Access to and Use of Financial Services*","10.1093/wber/lhz013","Pending Publisher Submission",1/10/2020,,"closed","UNKNOWN","journal article","World Bank Economic Review","Oxford University Press",0,0,"Imported",2020
"CD0D98D5-A670-4BE5-AC8D-94F496EA3C38","Aerosol delivery of synthetic mRNA to vaginal mucosa leads to durable expression of broadly neutralizing antibodies against HIV","10.1016/j.ymthe.2020.01.002","Pending Publisher Submission",1/9/2020,"https://www.cell.com/molecular-therapy-family/molecular-therapy/fulltext/S1525-0016(20)30004-6?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS1525001620300046%3Fshowall%3Dtrue","hybrid","CC-BY","Journal article","Molecular Therapy","Elsevier",3500,0,"Post submission",2020
"E451A907-58D9-47E3-9AF8-36F96BC7EA34","Real-time dissolved carbon dioxide monitoring II: Surface aeration intensification for efficient CO2 removal in shake flasks and in bioreactors leads to superior growth and recombinant protein yields","10.1002/bit.27252","Pending Publisher Submission",1/9/2020,"https://onlinelibrary.wiley.com/doi/full/10.1002/bit.27252","hybrid","CC-BY",,"Biotechnology and Bioengineering","Wiley",4500,0,"Journal Finder",2020
"2629D90C-EE49-4417-BF84-A3A42DAE4690","‘SILVAMP TB LAM’ rapid urine tuberculosis test predicts mortality in hospitalized HIV patients in South Africa","10.1093/cid/ciaa024","Pending Publisher Submission",1/9/2020,"https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa024/5699650","hybrid","CC-BY","brief-report","Clinical Infectious Diseases","Oxford University Press",3859,0,"APC Request",2020
"57875D0B-C15B-4DFF-9029-41863CFEABF7","TESMIN, METALLOTHIONEIN-LIKE 5, is required for spermatogenesis in mice†.","10.1093/biolre/ioaa002","Pending Publisher Submission",1/9/2020,,"hybrid","CC-BY","journal article","Biology of Reproduction","Oxford University Press",0,0,"Imported",2020
"4C88D4C8-7477-48FF-AA40-7D364B94E6CE","Profiling myelodysplastic syndromes by mass cytometry demonstrates abnormal progenitor cell phenotype and differentiation.","10.1002/cyto.b.21860","Pending Publisher Submission",1/9/2020,,"hybrid","CC-BY-NC-ND","journal article","Cytometry Part B - Clinical Cytometry","Wiley",0,0,"Imported",2020
"EB992184-D169-48CA-B6DB-9BE99184E36C","APOE e4 Modifies Effect of Residential Greenness on Cognitive Function among Older Adults: A Longitudinal Analysis in China.","10.1038/s41598-019-57082-7","Pending Publisher Submission",1/9/2020,,"gold","CC-BY","journal article","Scientific Reports","Nature Publishing Group",0,0,"Imported",2020
"6502C799-E460-47B2-B2B4-AA66F0542900","Spread and impact of fall armyworm (Spodoptera frugiperda J.E. Smith) in maize production areas of Kenya","10.1016/j.agee.2019.106804","Pending Publisher Submission",1/8/2020,"https://www.sciencedirect.com/science/article/pii/S0167880919304219","hybrid","CC-BY","Journal article","Agriculture, Ecosystems & Environment","Elsevier",4000,0,"Post submission",2020
"073655EF-42DB-4FD4-971E-F8A18F294FE8","Can High Quality Simulation Debriefing be Taught and Evaluated in Low-Resource Settings: A Feasibility Study in Bihar, India","10.1186/s12909-019-1906-2","PMC6951007",1/8/2020,"https://bmcmededuc.biomedcentral.com/articles/10.1186/s12909-019-1906-2","gold","CC-BY","Journal article","BMC Medical Education","BioMed Central",2145,75,"Journal Finder",2020
"84D65035-2894-43A9-8998-3165A215A17A","Preventing HIV and HSV-2 through knowledge and attitudes: A replication study of a multi-component community-based intervention in Zimbabwe","10.1371/journal.pone.0226237","PMC6949002",1/8/2020,"https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0226237","gold","CC-BY","collection","PLOS ONE","Public Library of Science",2095,0,"Post submission",2020
"C12FCF71-1A49-4850-88DC-6F7BF0CAC102","What does soil-transmitted helminth elimination look like? Results from a targeted molecular detection survey in Japan.","10.1186/s13071-019-3875-z","PMC6950881",1/8/2020,"https://link.springer.com/article/10.1186/s13071-019-3875-z","gold","CC-BY","Journal article","Parasites & Vectors","Springer Verlag",2145,75,"APC Request",2020
"75502095-9797-4D41-8E86-904F7057E101","The efficiency of routine infant immunization services in six countries: a comparison of methods","10.1186/s13561-019-0259-1","PMC6950861",1/8/2020,"https://healtheconomicsreview.biomedcentral.com/articles/10.1186/s13561-019-0259-1","gold","CC-BY","Journal article","Health Economics Review","Springer Verlag",1595,75,"APC Request",2020
"108E31FD-2C20-438F-AB9F-74E5B4601A52","Genomic Breeding of Green Super Rice Varieties and Their Deployment in Asia and Africa.","10.1007/s00122-019-03516-9","Pending Publisher Submission",1/8/2020,"https://link.springer.com/article/10.1007/s00122-019-03516-9","closed",,"journal article","Theoretical and Applied Genetics","Springer Verlag",3860,0,"Imported",2020
"6155994A-EB73-4172-9050-B2F4597FB272","Ensembl Genomes 2020-enabling non-vertebrate genomic research.","10.1093/nar/gkz890","Pending Publisher Submission",1/8/2020,"https://pesquisa.bvsalud.org/bvsvs/resource/pt/mdl-31598706","gold","CC-BY-NC","journal article","Nucleic Acids Research","Oxford University Press",0,0,"Imported",2020
"B99BCFA4-2B6E-4EF3-A42B-5A83E62772CE","Sexual health needs of female sex workers in Côte d’Ivoire: a mixed-methods study to prepare the future implementation of pre-exposure prophylaxis (PrEP) for HIV prevention","10.1136/bmjopen-2018-028508","Pending Publisher Submission",1/8/2020,"https://bmjopen.bmj.com/content/10/1/e028508",,,"Journal article","BMJ Open","BMJ Publishing Group",2640,0,"APC Request",2020
"225FD2F9-2080-43B9-8867-5054C3BF4DAF","Expansion, in vivo-ex vivo cycling, and genetic manipulation of primary human hepatocytes.","10.1073/pnas.1919035117","Pending Publisher Submission",1/8/2020,,"hybrid","CC-BY-NC-ND","journal article","Proceedings of the National Academy of Sciences of the United States of America","National Academy of Sciences",0,0,"Imported",2020
"3C094DB3-3C92-4E72-975B-2203E1491E2B","Epidemiology of facial fractures: incidence, prevalence and years lived with disability estimates from the Global Burden of Disease 2017 study.","10.1136/injuryprev-2019-043297","Pending Publisher Submission",1/8/2020,,"hybrid","CC-BY","journal article","Injury Prevention","BMJ Publishing Group",0,0,"Imported",2020
"9456D105-1D01-4633-BBFA-A30511C843E9","Burden of injury along the development spectrum: associations between the Socio-demographic Index and disability-adjusted life year estimates from the Global Burden of Disease Study 2017.","10.1136/injuryprev-2019-043296","Pending Publisher Submission",1/8/2020,,"hybrid","CC-BY","journal article","Injury Prevention","BMJ Publishing Group",0,0,"Imported",2020
"9F858ABE-7596-4748-8831-3736B7ED696E","Morbidity and mortality from road injuries: results from the Global Burden of Disease Study 2017.","10.1136/injuryprev-2019-043302","Pending Publisher Submission",1/8/2020,,"hybrid","CC-BY","journal article","Injury Prevention","BMJ Publishing Group",0,0,"Imported",2020
"E556C084-FEB0-41CC-A01A-3A0D54357FED","Burden of injuries in Vietnam: emerging trends from a decade of economic achievement.","10.1136/injuryprev-2019-043352","Pending Publisher Submission",1/8/2020,,"hybrid","CC-BY","journal article","Injury Prevention","BMJ Publishing Group",0,0,"Imported",2020
"DE557A68-8733-403E-B21E-EB7003F8EBF8","Burden of injuries in Nepal, 1990-2017: findings from the Global Burden of Disease Study 2017.","10.1136/injuryprev-2019-043309","Pending Publisher Submission",1/8/2020,,"hybrid","CC-BY","journal article","Injury Prevention","BMJ Publishing Group",0,0,"Imported",2020
"2FA73E1F-CBC6-462E-AF42-E3D515EA319F","Development of efficient electroactive biofilm in urine-fed microbial fuel cell cascades for bioelectricity generation","10.1016/j.jenvman.2019.109992","Pending Publisher Submission",1/7/2020,"https://www.sciencedirect.com/science/article/pii/S0301479719317104?via%3Dihub#!","hybrid","CC-BY","Journal article","Journal of Environmental Management","Elsevier",3300,0,"Post submission",2020
"B77BBC2D-BE04-44C4-B206-3EF68EF38F54","Optimization and qualification of a functional anti-drug antibody assay for HIV-1 bnAbs","10.1016/j.jim.2020.112736","Pending Publisher Submission",1/7/2020,"https://www.sciencedirect.com/science/article/pii/S0022175920300016?via%3Dihub","hybrid","CC-BY","Journal article","Journal of Immunological Methods","Elsevier",2950,0,"Post submission",2020
"F4536332-08C0-4447-879F-A0613E177EEE","Associations Between Long-term Exposure to Air Pollution and Blood Pressure and Effect Modifications by Behavioral Factors","10.1016/j.envres.2019.109109","Pending Publisher Submission",1/7/2020,"https://www.sciencedirect.com/science/article/pii/S0013935119309053","hybrid","CC-BY","Journal article","Environmental Research","Elsevier",3550,0,"Post submission",2020
