PublicationID,Title,Publisher,Journal title,Currency,APC,Color Charg,Page Charge,Admin Fee,Supplementary Charge,Author Alterations,Figure Reshoots,Other,Amount paid,Date Payment Completed,Date Published
16927605-ABDA-4E06-9AE9-2714ED4B8E7A,Cryo-EM structure of P. falciparum circumsporozoite protein with a vaccine-elicited antibody is stabilized by somatically mutated inter-Fab contacts,American Association for the Advancement of Science,Science Advances,USD,5300,0,0,0,0,0,0,0,5300,2018-08-07T10:32:00.000+02:00,2018-10-10T01:44:00.000+02:00
B913FFB4-C09E-46DD-ADBF-00BF666C6898,"Identification and prioritization of novel anti-Wolbachia chemotypes from screening a 10,000-compound diversity library",American Association for the Advancement of Science,Science Advances,USD,4922,0,0,0,0,0,0,0,4922,2017-11-21T23:00:00.000+01:00,2017-09-27T00:00:00.000+02:00
A092F732-B567-421D-B652-5EA9386AF725,Evolutionary dynamics of CRISPR gene drives,American Association for the Advancement of Science,Science Advances,USD,3692,0,0,0,0,0,0,0,3692,2017-04-17T23:00:00.000+02:00,2017-04-05T00:00:00.000+02:00
CF9E772D-9B13-4474-A875-7DAF094B03C8,A defined antigen skin test for the diagnosis of Bovine Tuberculosis,American Association for the Advancement of Science,Science Advances,USD,4500,0,0,0,0,0,0,0,4500,2019-04-25T02:54:00.000+02:00,2019-04-25T02:54:00.000+02:00
27AE48CA-CE7B-4545-BB1E-F1A5D7DB77D1,Qualified Biolayer Interferometry avidity measurements distinguish the heterogeneity of antibody interactions with Plasmodium falciparum circumsporozoite protein antigens,American Association of Immunologists,Journal of Immunology,USD,2500,600,1260,0,225,0,0,150,4735,2018-08-07T01:42:00.000+02:00,2018-07-13T12:00:00.000+02:00
78F78B60-C4A7-4D36-8F5E-F4C841A38C04,"Characterization of the Antigenic Heterogeneity of Lipoarabinomannan, the Major Surface Glycolipid of Mycobacterium tuberculosis, and Complexity of Antibody Specificities toward This Antigen",American Association of Immunologists,Journal of Immunology,USD,3000,4200,1710,0,0,0,0,450,9360,2018-04-20T02:46:00.000+02:00,2018-04-02T08:36:00.000+02:00
72864B73-7666-4AEC-8634-1EEFB26479F0,Brucellosis: Improved Diagnostics and Vaccine Insights from Synthetic Glycans,American Chemical Society,Accounts of Chemical Research,USD,3000,0,0,0,0,0,0,0,3000,2018-01-04T23:00:00.000+01:00,2017-12-19T09:56:00.000+01:00
3CFD52E7-9592-48C8-ACDE-9BF7433BB8B4,Insights into Integrated Lead Generation and Target Identification in Malaria and Tuberculosis Drug Discovery,American Chemical Society,Accounts of Chemical Research,USD,3000,0,0,0,0,0,0,0,3000,2017-08-25T00:18:22.427+02:00,2017-06-21T00:00:00.000+02:00
086A117C-EFBD-4D05-92F0-39C82F9E1E5E,Oxygen reduction reaction electrocatalysts derived from iron salt and Benz- and Aminobenzimidazole precursors and their application in microbial fuel cell cathodes,American Chemical Society,ACS Applied Energy Materials,USD,3000,0,0,0,0,0,0,0,3000,2018-10-09T02:54:00.000+02:00,2018-09-25T02:45:00.000+02:00
5782DDA2-833C-4CEE-BC4B-B8A8A8B372C5,"Substrate-Independent, Fast, and Reversible Switching between Underwater Superaerophobicity and Aerophilicity on the Femtosecond Laser-Induced Superhydrophobic Surfaces for Selectively Repelling or Capturing Bubbles in Water",American Chemical Society,ACS applied materials & interfaces,USD,3000,0,0,0,0,0,0,0,3000,2019-04-08T04:30:00.000+02:00,2019-01-30T12:49:00.000+01:00
818346BC-FE78-492C-ABAF-D9477C5C033A,Cold Chain-Free Storable Hydrogel for Infant-Friendly Oral Delivery of Amoxicillin for the Treatment of Pneumococcal Pneumonia,American Chemical Society,ACS applied materials & interfaces,USD,3000,0,0,0,0,0,0,0,3000,2017-08-25T00:11:31.070+02:00,2017-05-17T00:00:00.000+02:00
B7908624-B0B1-4C96-B2AC-C7C076CC608D,Enhanced H2O2 Production at Reductive Potentials from Oxidized Boron-Doped Ultrananocrysalline Diamond Electrodes,American Chemical Society,ACS applied materials & interfaces,USD,3000,0,0,0,0,0,0,0,3000,2017-08-24T23:57:43.273+02:00,2017-05-04T00:00:00.000+02:00
0C4DEA3A-1416-4DB4-9318-EAA476E95620,Oligonucleotide Sensor Based on Selective Capture of Upconversion Nanoparticles Triggered by Target-Induced DNA Interstrand Ligand Reaction,American Chemical Society,ACS applied materials & interfaces,USD,3000,0,0,0,0,0,0,0,3000,2017-05-18T23:00:00.000+02:00,2017-03-23T00:00:00.000+01:00
B66EA9B3-8079-427A-B78B-7640A0E09FE8,Recent Advances Incorporating Superparamagnetic Nanoparticles into Immunoassays,American Chemical Society,ACS Applied Nano Materials,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:51:00.000+02:00,2018-01-31T03:22:00.000+01:00
FC97F439-F7CD-493D-8DA5-1D2FDCBD1834,Rapid Recovery of Clofazimine-loaded Nanoparticles with Long-term Storage Stability as Anti-Cryptosporidium Therapy,American Chemical Society,ACS Applied Nano Materials,USD,3000,0,0,0,0,0,0,0,3000,2018-07-16T01:52:00.000+02:00,2018-04-20T02:48:00.000+02:00
3DF5FB59-1CB0-42E3-8AE9-D182E3B0F7D3,Multifunctional Bioreactor System for Human Intestine Tissues,American Chemical Society,ACS Biomaterials Science & Engineering,USD,3000,0,0,0,0,0,0,0,3000,2018-01-04T23:00:00.000+01:00,2018-01-08T09:47:00.000+01:00
3042C2F2-A80C-4425-85FC-8BD31C878883,Cobalt doped black TiO2 nanotube array as a stable anode for oxygen evolution and electrochemical wastewater treatment,American Chemical Society,ACS Catalysis,USD,3000,0,0,0,0,0,0,0,3000,2018-07-16T01:51:00.000+02:00,2018-04-10T02:27:00.000+02:00
7F2877CB-6D9A-4EB6-BF49-C1B3A1C5CF78,Novel Solutions for Vaccines and Diagnostics to Combat Brucellosis,American Chemical Society,ACS Central Science,USD,1000,0,0,0,0,0,0,0,1000,2017-08-25T00:20:50.980+02:00,2017-03-03T00:00:00.000+01:00
6060B0E4-A939-40E8-BA8B-9510967D21B9,Oligomannose glycopeptide conjugates elicit antibodies targeting the glycan core rather than its extremities,American Chemical Society,ACS Central Science,USD,1000,0,0,0,0,0,0,0,1000,2019-04-08T04:31:00.000+02:00,2019-02-06T01:42:00.000+01:00
3028C1E6-D7FF-46B7-B651-7705CA341CEE,Insights into Interactions of Mycobacteria with the Host Innate Immune System from a Novel Array of Synthetic Mycobacterial Glycans,American Chemical Society,ACS chemical biology,USD,3000,0,0,0,0,0,0,0,3000,2018-01-04T15:14:00.000+01:00,2017-12-15T10:10:00.000+01:00
84A0A1BA-F74A-476F-81DA-B146E6824824,Quantitative Comparison of Enrichment from DNA-Encoded Chemical Library Selections,American Chemical Society,ACS Combinatorial Science,USD,3000,0,0,0,0,0,0,0,3000,2019-04-08T04:30:00.000+02:00,2019-01-23T12:19:00.000+01:00
1AD40C1C-B9A7-4081-B580-1B3CFE619474,Direct inhibition of MmpL3 by novel antitubercular compounds,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2019-04-08T04:31:00.000+02:00,2019-03-18T01:57:00.000+01:00
E9AF072D-4D8B-42A0-8364-ED299800F8C7,Perspective: Pharmacokinetics of Beta lactam antibiotics: Clues from the past to help discover long acting oral drugs in the future,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2018-10-09T02:04:00.000+02:00,2018-08-24T02:26:00.000+02:00
652E4926-8493-4A6A-AB45-8955BC661FE4,Identification of compounds with pH-dependent bactericidal activity against Mycobacterium tuberculosis,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2019-01-03T09:49:00.000+01:00,2018-12-01T03:28:00.000+01:00
6166762F-D4E2-4CE1-933E-D055790114B3,Fragment-Based Screening of a Natural Product Library against 62 Potential Malaria Drug Targets Employing Native Mass Spectrometry,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2019-01-03T09:50:00.000+01:00,2018-02-13T03:52:00.000+01:00
3C5B20B0-FD7D-4B9E-9C5F-86505D8B0A9E,Elucidation of a novel human urine metabolite as a seryl-leucine glycopeptide and as a biomarker of effective anti-tuberculosis therapy,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2019-01-03T09:52:00.000+01:00,2018-12-26T04:07:00.000+01:00
39B32D07-B598-4BF3-9B51-B518ADED67E6,Improved Phenoxyalkylbenzimidazoles with Activity against Mycobacterium tuberculosis Appear to Target QcrB,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2018-01-04T23:00:00.000+01:00,2017-12-08T10:12:00.000+01:00
DF548297-07A8-4644-87B7-60E5226D223F,Encapsulation of OZ439 into Nanoparticles for Supersaturated Drug Release in Oral Malaria Therapy,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:51:00.000+02:00,2018-03-26T03:04:00.000+02:00
DF45483E-B4A0-440D-AB97-A159931CDB68,Identification of Collateral Sensitivity to Dihydroorotate Dehydrogenase Inhibitors in Plasmodium falciparum,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:44:00.000+02:00,2018-01-31T00:00:00.000+01:00
2E2EBEBF-E622-4F02-A295-003F8C629187,Identification of a mycothiol-dependent nitroreductase from Mycobacterium tuberculosis,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:47:00.000+02:00,2018-02-21T02:03:00.000+01:00
B160F7AC-60FF-41A7-BEEE-6C7EED33595C,Using in Vitro Evolution and Whole Genome Analysis To Discover Next Generation Targets for Antimalarial Drug Discovery,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:49:00.000+02:00,2018-03-09T02:27:00.000+01:00
5CACE642-12F3-446E-A8BB-5F32FA9E7922,Targeting the Proteostasis Network for Mycobacterial Drug Discovery,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:49:00.000+02:00,2018-02-21T02:34:00.000+01:00
A1321168-8C7E-4EF3-B098-85764541DC9A,"2-Mercapto-Quinazolinones as Inhibitors of Type II NADH Dehydrogenase and Mycobacterium tuberculosis: Structureâ€“Activity Relationships, Mechanism of Action and Absorption, Distribution, Metabolism, and Excretion Characterization",American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:50:00.000+02:00,2018-03-09T02:50:00.000+01:00
852EF02B-7E7D-4BDF-B88A-74CDE15E545D,Non-Invasive Urine Biomarker Lateral Flow Immunoassay for Monitoring Active Onchocerciasis,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2018-10-09T02:04:00.000+02:00,2018-08-24T10:35:00.000+02:00
A8A58A43-E93D-4F15-AA69-0BE658FF804D,Ribosome Rescue Inhibitors Kill Actively Growing and Nonreplicating Persister Mycobacterium tuberculosis Cells,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2017-12-08T14:26:01.137+01:00,2017-09-08T00:00:00.000+02:00
D0143B9F-3B4C-418F-853C-82206F93C0E7,Plasma Levels of Complement Factor I and C4b Peptides Are Associated with HIV Suppression,American Chemical Society,ACS Infectious Diseases,USD,3000,0,0,0,0,0,0,0,3000,2017-12-08T14:27:09.163+01:00,2017-12-08T00:00:00.000+01:00
9704A453-646F-4FF2-8E02-406DADF80DED,A Target-Based Whole Cell Screen Approach To Identify Potential Inhibitors of Mycobacterium tuberculosis Signal Peptidase,American Chemical Society,ACS Infectious Diseases,USD,2500,0,0,0,0,0,0,0,2500,2016-11-23T23:00:00.000+01:00,2016-09-01T00:00:00.000+02:00
8D9B49B5-C2C6-4CEA-B794-0D93510007BA,Discovery of Antimalarial Azetidine-2-carbonitriles That Inhibit P. falciparum Dihydroorotate Dehydrogenase,American Chemical Society,ACS Medicinal Chemistry Letters,USD,3000,0,0,0,0,0,0,0,3000,2017-05-18T21:16:24.270+02:00,2017-02-27T00:00:00.000+01:00
06468D9A-D1D7-45F6-8CDE-0716C28A8701,Antimalarial Properties of Simplified Kalihinol Analogues,American Chemical Society,ACS Medicinal Chemistry Letters,USD,3000,0,0,0,0,0,0,0,3000,2017-05-18T21:15:06.460+02:00,2017-02-16T00:00:00.000+01:00
F4FB8962-B7C0-4184-B0E8-BE6F5187BDBE,6-Cyano Analogues of Bedaquiline as Less Lipophilic and Potentially Safer Diarylquinolines for Tuberculosis,American Chemical Society,ACS Medicinal Chemistry Letters,USD,3000,0,0,0,0,0,0,0,3000,2017-12-08T14:27:39.063+01:00,2017-09-22T00:00:00.000+02:00
D1F213E9-59AE-4264-9B42-0878D3E4C83E,Antitubercular Nitroimidazoles Revisited: Synthesis and Activity of the Authentic 3-Nitro Isomer of Pretomanid,American Chemical Society,ACS Medicinal Chemistry Letters,USD,3000,0,0,0,0,0,0,0,3000,2018-01-04T23:00:00.000+01:00,2017-12-14T10:04:00.000+01:00
D97DD10B-05E4-4638-90E8-1EFAFD4720C5,Hybrid Inhibitors of Malarial Dihydrofolate Reductase with Dual Binding Modes which can Forestall Resistance,American Chemical Society,ACS Medicinal Chemistry Letters,USD,3000,0,0,0,0,0,0,0,3000,2019-01-03T09:48:00.000+01:00,2018-11-07T03:16:00.000+01:00
7EA75123-0712-4EA8-9D15-679978183419,Asymmetric Membrane for Digital Detection of Single Bacteria in Milliliters of Complex Water Samples,American Chemical Society,ACS Nano,USD,3000,0,0,0,0,0,0,0,3000,2018-10-09T02:04:00.000+02:00,2018-09-13T02:28:00.000+02:00
F6F8EB92-C574-41B7-9DE5-9CF0799C700D,Musical Instruments as Sensors,American Chemical Society,ACS Omega,USD,750,0,0,0,0,0,0,0,750,2018-10-09T02:54:00.000+02:00,2018-09-30T02:24:00.000+02:00
8A006E93-0214-4E3E-BCA1-EC68848E9524,Poly(glycerol sebacate)-Based Polyesterâ€“Polyether Copolymers and Their Semi-Interpenetrated Networks with Thermoplastic Poly(esterâ€“ether) Elastomers: Preparation and Properties,American Chemical Society,ACS Omega,USD,750,0,0,0,0,0,0,0,750,2019-01-03T09:51:00.000+01:00,2018-12-28T03:56:00.000+01:00
3C467623-530A-4BA3-9816-178781BDF1CC,Superhydrophobic Al surfaces with Properties of Anti-Corrosion and Reparability,American Chemical Society,ACS Omega,USD,750,0,0,0,0,0,0,0,750,2019-01-03T09:50:00.000+01:00,2018-12-17T03:47:00.000+01:00
C6B0CF26-82EA-4767-8D80-60D5EAA44AA4,Multiplex Viral Detection Platform based on Aptamers integrated Microfluidic Channel,American Chemical Society,ACS Omega,USD,750,0,0,0,0,0,0,0,750,2019-04-08T04:28:00.000+02:00,2019-01-29T12:21:00.000+01:00
488491C0-4B05-4F71-9EA8-F511BD241A8F,Digital Loop-Mediated Isothermal Amplification on a Commercial Membrane,American Chemical Society,ACS Sensors,USD,3000,0,0,0,0,0,0,0,3000,2019-04-08T04:29:00.000+02:00,2019-01-03T12:08:00.000+01:00
3200BFC5-8DDC-43FE-BA1C-7D1509490298,Direct Selection Strategy for Isolating Aptamers with pH-Sensitive Binding Activity,American Chemical Society,ACS Sensors,USD,1000,0,0,0,0,0,0,0,1000,2019-01-03T09:49:00.000+01:00,2018-12-06T03:44:00.000+01:00
E03DC779-730A-4392-83A5-FC2844A275CE,Phosphate Recovery from Human Waste via the Formation of Hydroxyapatite during Electrochemical Wastewater Treatment,American Chemical Society,ACS Sustainable Chemistry and Engineering,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:48:00.000+02:00,2018-03-05T02:14:00.000+01:00
A2FD9EFD-EB1E-4D1C-9AAA-2B51FE39355C,Detection of a Peptide Biomarker by Engineered Yeast Receptors,American Chemical Society,ACS Synthetic Biology,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:46:00.000+02:00,2018-02-16T01:55:00.000+01:00
8854A93B-3D26-4634-B355-0FC09B22A69F,Development of a Pigment-Based Whole-Cell Zinc Biosensor for Human Serum,American Chemical Society,ACS Synthetic Biology,USD,3000,0,0,0,0,0,0,0,3000,2018-01-04T15:22:00.000+01:00,2017-12-05T00:00:00.000+01:00
60E1B642-9B95-4A7C-8838-46931DF05418,Formation of Nitrogenase NifDK Tetramers in the Mitochondria of Saccharomyces cerevisiae,American Chemical Society,ACS Synthetic Biology,USD,3000,0,0,0,0,0,0,0,3000,2017-05-18T21:15:49.867+02:00,2017-02-21T00:00:00.000+01:00
734AD9EB-0728-4D5D-8206-03C91A239D30,PLANT-Dx: A Molecular Diagnostic for Point of Use Detection of Plant Pathogens,American Chemical Society,ACS Synthetic Biology,USD,3000,0,0,0,0,0,0,0,3000,2019-04-08T04:28:00.000+02:00,2019-02-21T01:47:00.000+01:00
947CAE7C-7FA5-45E0-B4A1-999F4F6F3DFD,Highly Improved Electrospray Ionization-Mass Spectrometry Detection of G-Quadruplex-Folded Oligonucleotides and Their Complexes with Small Molecules,American Chemical Society,Analytical Chemistry,USD,3000,0,0,0,0,0,0,0,3000,2017-12-08T14:26:15.627+01:00,2017-09-05T00:00:00.000+02:00
FF719DBC-F206-4AF6-80C7-B7458DD5C8F3,Visualization of Mycobacterial Biomarkers and Tuberculosis Drugs in Infected Tissue by MALDI MS Imaging,American Chemical Society,Analytical Chemistry,USD,3000,0,0,0,0,0,0,0,3000,2018-07-16T01:51:00.000+02:00,2018-04-18T02:40:00.000+02:00
FBD043D0-75E5-469C-A20B-BE51D5E0621D,Strand displacement probes combined with isothermal nucleic acid amplification for instrument-free detection from complex samples,American Chemical Society,Analytical Chemistry,USD,3000,0,0,0,0,0,0,0,3000,2018-07-16T01:50:00.000+02:00,2018-04-18T02:42:00.000+02:00
43D1969F-7729-4962-9BED-A4FE50B030F1,Inorganic Complexes and Metal-based Nanomaterials for Infectious Disease Diagnostics,American Chemical Society,Chemical Reviews,USD,3000,0,0,0,0,0,0,0,3000,2019-01-03T09:46:00.000+01:00,2018-12-04T02:24:00.000+01:00
D9287EEB-266C-4FDE-A2B7-AB95AA5DDE81,Degradation and Mineralization of Carbamazepine Using an Electro-Fenton Reaction Catalyzed by Magnetite Nanoparticles Fixed on an Electrocatalytic Carbon Fiber Textile Cathode,American Chemical Society,Environmental Science and Technology,USD,3000,0,0,0,0,0,0,0,3000,2019-01-03T09:47:00.000+01:00,2018-10-16T02:52:00.000+02:00
9BC2C006-6C6F-488B-B0FA-36C6E5644C5B,"Effects of single and combined water, sanitation and handwashing interventions on fecal contamination in the domestic environment: a cluster-randomized controlled trial in rural Bangladesh",American Chemical Society,Environmental Science and Technology,USD,3000,0,0,0,0,0,0,0,3000,2018-10-09T02:07:00.000+02:00,2018-09-26T02:42:00.000+02:00
5435A6AD-DC13-42A0-9614-1A5F8DC3A0AD,"Do sanitation improvements reduce fecal contamination of water, hands, food, soil and flies? Evidence from a cluster-randomized controlled trial in rural Bangladesh",American Chemical Society,Environmental Science and Technology,USD,3000,0,0,0,0,0,0,0,3000,2018-10-09T02:07:00.000+02:00,2018-09-26T02:44:00.000+02:00
A43642B3-CA41-4064-9277-47027F60777A,A Smartphone Based inGel Loop Mediated Isothermal Amplification (gLAMP) System Enables Rapid Coliphage MS2 Quantification in Environmental Waters,American Chemical Society,Environmental Science and Technology,USD,3000,0,0,0,0,0,0,0,3000,2018-07-16T01:53:00.000+02:00,2018-05-08T02:52:00.000+02:00
06C5666B-E74A-4DD4-9702-B0F8F29C1B7E,"Fecal indicator bacteria along multiple environmental transmission pathways (water, hands, food, soil, flies) and subsequent child diarrhea in rural Bangladesh",American Chemical Society,Environmental Science and Technology,USD,3000,0,0,0,0,0,0,0,3000,2018-07-16T01:55:00.000+02:00,2018-06-14T03:09:00.000+02:00
C09260DD-610C-4F9A-9CF1-DA202ED19356,"Animal Feces Contribute to Domestic Fecal Contamination: Evidence from E. coli Measured in Water, Hands, Food, Flies, and Soil in Bangladesh",American Chemical Society,Environmental Science and Technology,USD,3000,0,0,0,0,0,0,0,3000,2017-12-08T14:25:27.627+01:00,2017-08-01T00:00:00.000+02:00
5806615F-4577-4E01-84DA-7E38BA8A0E3E,Exposure to animal feces and human health: A systematic review and proposed research priorities,American Chemical Society,Environmental Science and Technology,USD,3000,0,0,0,0,0,0,0,3000,2017-12-08T14:27:24.767+01:00,2017-10-17T00:00:00.000+02:00
B5F1C107-3071-45BD-9300-6826864AE442,Community-Level Sanitation Coverage More Strongly Associated with Child Growth and Household Drinking Water Quality than Access to a Private Toilet in Rural Mali,American Chemical Society,Environmental Science and Technology,USD,3000,0,0,0,0,0,0,0,3000,2017-08-25T00:13:58.887+02:00,2017-05-17T00:00:00.000+02:00
9B54A29C-254D-4D47-A188-0653054A2787,Toxic Byproduct Formation during Electrochemical Treatment of Latrine Wastewater,American Chemical Society,Environmental Science and Technology,USD,3000,0,0,0,0,0,0,0,3000,2017-08-25T00:16:08.273+02:00,2017-05-24T00:00:00.000+02:00
DE852792-88B0-45DD-936A-34A89F375EEF,How Much Will It Cost To Monitor Microbial Drinking Water Quality in Sub-Saharan Africa?,American Chemical Society,Environmental Science and Technology,USD,3000,0,0,0,0,0,0,0,3000,2017-08-25T00:09:59.903+02:00,2017-05-01T00:00:00.000+02:00
70E3E035-E72D-49A3-8E66-C6C559CF1247,Growth of Nitrosococcus-Related Ammonia Oxidizing Bacteria Coincides with Extremely Low pH Values in High Strength Nitrogen Wastewater,American Chemical Society,Environmental Science and Technology,USD,5000,0,0,0,0,0,0,0,5000,2017-07-27T06:14:22.147+02:00,2017-06-20T00:00:00.000+02:00
8FC02888-39AA-46AB-ADE2-B0E64EF7766C,Hydrothermal oxidation of fecal sludge: experimental investigations and kinetic modeling,American Chemical Society,Industrial and Engineering Chemistry Research,USD,5000,0,0,0,0,0,0,0,5000,2017-05-11T16:27:11.067+02:00,2016-10-17T00:00:00.000+02:00
BEAFEB1E-7838-45CC-8BE7-55E3D9EEB23A,"Exposure Assessment of Acetamide in Milk, Beef, and Coffee Using Xanthydrol Derivatization and Gas Chromatography/Mass Spectrometry",American Chemical Society,Journal of Agricultural and Food Chemistry,USD,3000,0,0,0,0,0,0,0,3000,2018-01-04T15:21:00.000+01:00,2017-12-30T00:00:00.000+01:00
D75C1DC3-A323-47AF-9801-15F936900139,Analysis and Isolation of Potential Artemisinin Precursors from Waste Streams of Artemisia Annua Extraction,American Chemical Society,Journal of Agricultural and Food Chemistry,USD,750,0,0,0,0,0,0,0,750,2018-10-09T02:03:00.000+02:00,2018-07-12T02:04:00.000+02:00
2ADD2407-E1A3-41DA-8C9C-885D1509EB5A,Capturing biochemical diversity in cassava (Manihot esculenta Crantz) through the application of metabolite profiling,American Chemical Society,Journal of Agricultural and Food Chemistry,USD,3000,0,0,0,0,0,0,0,3000,2019-01-03T09:51:00.000+01:00,2018-12-17T04:03:00.000+01:00
78F1EEA6-C6B9-4CAB-B0CC-A3E2415BB741,"Awareness, Analysis, and Action: Curricular Alignment for Student Success in General Chemistry",American Chemical Society,Journal of Chemical Education,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:46:00.000+02:00,2018-02-13T03:18:00.000+01:00
0FC4A5BC-D694-47BA-8F52-684FC738E802,Fragment-Based Approach to Targeting Inosine-5â€²-monophosphate Dehydrogenase (IMPDH) from Mycobacterium tuberculosis,American Chemical Society,Journal of Medicinal Chemistry,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:50:00.000+02:00,2018-03-16T02:57:00.000+01:00
1D4DB377-1749-4FCA-9B4B-E094F9E561FA,"Development of (6R)-2-Nitro-6-[4-(trifluoromethoxy)phenoxy]-6,7-dihydro-5H-imidazo[2,1-b][1,3]oxazine (DNDI-8219): A New Lead for Visceral Leishmaniasis",American Chemical Society,Journal of Medicinal Chemistry,USD,3000,0,0,0,0,0,0,0,3000,2018-04-20T12:50:00.000+02:00,2018-03-22T02:44:00.000+01:00
5EEA2D6A-5D87-4478-BB3E-E548FFE31341,Novel Antitubercular 6-Dialkylaminopyrimidine Carboxamides from Phenotypic Whole-Cell High Throughput Screening of a SoftFocus Library: Structureâ€“Activity Relationship and Target Identification Studies,American Chemical Society,Journal of Medicinal Chemistry,USD,3000,0,0,0,0,0,0,0,3000,2018-01-04T23:00:00.000+01:00,2017-12-28T10:02:00.000+01:00
