institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2024,6096.1885762284755,10.1038/s41467-024-53882-2,A single-photon emitter coupled to a phononic-crystal resonator in the resolved-sideband regime,2024-12-17,Nature Communications,Springer Verlag,FALSE,5806.01,0.9524,2939871292,NA,204069,Chronoshub
Swiss National Science Foundation (SNSF),2024,6096.1885762284755,10.1038/s41467-024-55126-9,Observation of 1H-1H J-Couplings in Fast Magic-Angle-Spinning Solid-State NMR Spectroscopy,2024-12-17,Nature Communications,Springer Verlag,FALSE,5806.01,0.9524,2939946291,NA,212046,Chronoshub
Swiss National Science Foundation (SNSF),2024,6096.1885762284755,10.1038/s41467-024-55033-z,Apicomplexan Mitoribosome from Highly Fragmented rRNAs to a Functional Machine,2024-12-17,Nature Communications,Springer Verlag,FALSE,5806.01,0.9524,2939938092,NA,"215445, 216166",Chronoshub
Swiss National Science Foundation (SNSF),2024,3690.928181436371,10.1038/s41534-024-00915-9,Cavity-assisted resonance fluorescence from a nitrogen-vacancy center in diamond,2024-12-17,npj Quantum Information,Nature Research,FALSE,3515.24,0.9524,2939874353,NA,188521,Chronoshub
Swiss National Science Foundation (SNSF),2024,2512.4107517849643,10.1038/s41598-024-82114-2,Investigating skyrmion stability and core polarity reversal in NdMn2Ge2,2024-12-17,Scientific Reports,Nature Research,FALSE,2392.82,0.9524,2939943608,NA,192162,Chronoshub
Swiss National Science Foundation (SNSF),2024,2512.4107517849643,10.1038/s41598-024-82501-9,Explainable AI improves task performance in human–AI collaboration,2024-12-17,Scientific Reports,Nature Research,FALSE,2392.82,0.9524,2939946218,NA,186932,Chronoshub
Swiss National Science Foundation (SNSF),2024,2512.4107517849643,10.1038/s41598-024-81665-8,Appnome analysis reveals small or no associations between social media app-specific usage and adolescent well-being,2024-12-17,Scientific Reports,Nature Research,FALSE,2392.82,0.9524,2939951862,NA,202974,Chronoshub
Swiss National Science Foundation (SNSF),2024,2964.5317093658127,10.1038/s41541-024-01000-0,Systematic review of the impact of intestinal microbiota on vaccine responses,2024-12-17,npj Vaccines,Nature Research,FALSE,2823.42,0.9524,2939936090,NA,"10000835, 193140",Chronoshub
Swiss National Science Foundation (SNSF),2024,3690.928181436371,10.1038/s41534-024-00925-7,Time-bin entangled Bell state generation and tomography on thin-film lithium niobate,2024-12-17,npj Quantum Information,Nature Research,FALSE,3515.24,0.9524,2939938634,NA,"194693, 213713",Chronoshub
Swiss National Science Foundation (SNSF),2024,3369.5191096178078,10.1038/s42004-024-01372-3,Functional Biosynthetic Stereodivergence in a Gene Cluster via a Dihydrosydnone N-oxide,2024-12-17,Communications Chemistry,Nature Research,FALSE,3209.13,0.9524,2939943075,NA,186410,Chronoshub
Swiss National Science Foundation (SNSF),2024,6096.1885762284755,10.1101/2023.08.25.554764,The highly rugged yet navigable regulatory landscape of the bacterial transcription factor TetR,2024-12-17,Nature Communications,Springer Verlag,FALSE,5806.01,0.9524,2939946294,NA,208174,Chronoshub
Swiss National Science Foundation (SNSF),2024,6096.1885762284755,10.1038/s41467-024-55297-5,Atlantic overturning inferred from air-sea heat fluxes indicates no decline since the 1960s,2024-12-17,Nature Communications,Springer Verlag,FALSE,5806.01,0.9524,2939970068,NA,209044,Chronoshub
Swiss National Science Foundation (SNSF),2024,6096.1885762284755,10.1038/s41467-024-55109-w,Photoswitch dissociation from a G protein-coupled receptor resolved by time-resolved serial crystallography,2024-12-17,Nature Communications,Springer Verlag,FALSE,5806.01,0.9524,2939949788,NA,207462,Chronoshub
Swiss National Science Foundation (SNSF),2024,6096.1885762284755,10.1038/s41467-024-55152-7,Wearable non-invasive neuroprosthesis for targeted sensory restoration in neuropathy,2024-12-17,Nature Communications,Springer Verlag,FALSE,5806.01,0.9524,2939949405,NA,197271,Chronoshub
Swiss National Science Foundation (SNSF),2024,6096.1885762284755,10.1038/s41467-024-54855-1,Monogamy relations for relativistically causal correlations,2024-12-17,Nature Communications,Springer Verlag,FALSE,5806.01,0.9524,2939938563,NA,208779,Chronoshub
Swiss National Science Foundation (SNSF),2024,2477.7719445611087,10.1515/nanoph-2024-0469,Photon Antibunching in Single-Molecule Vibrational Sum-Frequency Generation,2024-12-17,Nanophotonics,De Gruyter,FALSE,2359.83,0.9524,APC600606963,NA,"198898, 214993",Chronoshub
Swiss National Science Foundation (SNSF),2024,3021.598068038639,10.1016/j.isci.2024.111314,Norway rats recruit cooperation partners based on previous receipt of help while disregarding kinship,2024-12-17,iScience,Cell Press,FALSE,2877.77,0.9524,OAD0000509855,NA,176174,Chronoshub
Swiss National Science Foundation (SNSF),2024,1751.4489710205794,10.5194/esurf-12-1371-2024,"The Aare main overdeepening on the northern margin of the European Alps: basins, riegels, and slot canyons",2024-12-17,Earth Surface Dynamics,Copernicus Publications,FALSE,1668.08,0.9524,ESurf-PUC-2024-80,NA,175555,Chronoshub
Swiss National Science Foundation (SNSF),2024,2304.5464090718183,10.5194/nhess-24-4267-2024,Volcanic risk ranking and regional mapping of the Central Volcanic Zone of the Andes,2024-12-17,Natural Hazards and Earth System Sciences,Copernicus Publications,FALSE,2194.85,0.9524,NHESS-PUC-2024-258,NA,188757,Chronoshub
Swiss National Science Foundation (SNSF),2024,1839.6682066358671,10.1080/20523211.2024.2436899,Reforming the innovation system to deliver affordable medicines : A conceptual framework of pharmaceutical innovation as a complex adaptive system (forest) and theory of change,2024-12-17,Journal of Pharmaceutical Policy and Practice,Taylor and Francis,FALSE,1752.1,0.9524,954259100,NA,179842,Chronoshub
Swiss National Science Foundation (SNSF),2024,3108.6518269634603,10.1093/gji/ggae439,High-Resolution GPU-Based Simulations of Quasi-Static Poroelasticity: Seismic Attenuation and Modulus Dispersion in 3D Stochastic Fracture Networks,2024-12-17,Geophysical Journal International,Royal Astronomical Society,FALSE,2960.68,0.9524,SOA24NC008050,NA,206722,Chronoshub
Swiss National Science Foundation (SNSF),2024,1735.2582948341033,10.18332/tpc/196136,E-liquid flavors and nicotine concentration choices over 6-months after a smoking cessation attempt with ENDS: secondary analyses of a randomized controlled trial,2024-12-17,Tobacco Prevention & Cessation,European Publishing,FALSE,1652.66,0.9524,314,NA,"173552, 213614",Chronoshub
Swiss National Science Foundation (SNSF),2024,1680.3548929021417,10.1098/rsos.240936,Reconstruction of feeding behaviour and diet in Devonian  ctenacanth chondrichthyans using dental microwear texture  and finite element analyses,2024-12-17,Royal Society Open Science,Royal Society of Chemistry,FALSE,1600.37,0.9524,APC600606679,NA,215642,Chronoshub
Swiss National Science Foundation (SNSF),2024,2834.292314153717,10.1080/13510002.2024.2437338,Emerging roles of hydrogen sulfide-metabolizing enzymes in cancer,2024-12-17,Redox Report,Taylor and Francis,FALSE,2699.38,0.9524,954260830,NA,198887,Chronoshub
Swiss National Science Foundation (SNSF),2024,3571.5560688786227,10.3389/fmicb.2024.1512472,Multidrug efflux pumps of Pseudomonas aeruginosa show selectivity for their natural substrates,2024-12-17,Frontiers in Microbiology,Frontiers Media,FALSE,3401.55,0.9524,2024-1266036-3,NA,"211759, 214541",Chronoshub
Swiss National Science Foundation (SNSF),2024,3367.177656446871,10.3389/fnbot.2024.1362444,Immersive interfaces for clinical applications: current status and future perspective,2024-12-17,Frontiers in Neurorobotics,Frontiers Media,FALSE,3206.9,0.9524,2023-1090896-2,NA,209248,Chronoshub
Swiss National Science Foundation (SNSF),2024,2753.727425451491,10.1111/bor.12691,"A multi-proxy reconstruction of Lateglacial and Holocene mountain vegetation dynamics in Uri, Central Switzerland.",2024-12-17,Boreas: An International Journal of Quaternary Research,Wiley,TRUE,2622.65,0.9524,9100187522,NA,188472,Chronoshub
Swiss National Science Foundation (SNSF),2024,6043.196136077278,10.1002/advs.202412351,Spin Excitations of High Spin Iron(II) in Metal-Organic Chains on Metal and Superconductor,2024-12-17,Advanced Science,Wiley Open Access,FALSE,5755.54,0.9524,9100187634,NA,"180604, 204053, 213533",Chronoshub
Swiss National Science Foundation (SNSF),2024,3268.0386392272153,10.1111/ene.70001,Contact heat evoked potentials reveal distinct patterns of spinal cord impairment in degenerative cervical myelopathy beyond MRI lesions,2024-12-17,European Journal of Neurology,Wiley Open Access,TRUE,3112.48,0.9524,9100187397,NA,200482,Chronoshub
Swiss National Science Foundation (SNSF),2024,2636.5077698446034,10.1093/g3journal/jkae297,Automated plasmid design for marker-free genome editing in budding yeast,2024-12-17,G3: Genes | Genomes | Genetics,Oxford University Press,FALSE,2511.01,0.9524,SOA24LT014525,NA,"190526, 204938, 221036",Chronoshub
Swiss National Science Foundation (SNSF),2024,3388.5342293154135,10.2196/56306,Finding consensus on trust in AI in healthcare: recommendations from a panel of international experts,2024-12-17,Journal of Medical Internet Research,JMIR Publications,FALSE,3227.24,0.9524,JMIR-56306-APF-0070029,NA,199436,Chronoshub
Swiss National Science Foundation (SNSF),2024,3388.5342293154135,10.2196/55541,Smartphone-based intervention targeting norms and risk perception among university students with unhealthy alcohol use: secondary mediation analysis of a randomized controlled trial,2024-12-17,Journal of Medical Internet Research,JMIR Publications,FALSE,3227.24,0.9524,JMIR-55541-APF-0070445,NA,199436,Chronoshub
Swiss National Science Foundation (SNSF),2024,2363.3242335153295,10.7554/elife.103774,The adaptive landscapes of three global Escherichia coli transcriptional regulators,2024-12-17,eLife,eLife Sciences Publications,FALSE,2250.83,0.9524,RP003596,NA,208174,Chronoshub
Swiss National Science Foundation (SNSF),2024,2363.3242335153295,10.7554/elife.105501,Fitness drivers of division of labor in vertebrates,2024-12-17,eLife,eLife Sciences Publications,FALSE,2250.83,0.9524,RP003745,NA,208174,Chronoshub
Swiss National Science Foundation (SNSF),2024,5199.317513649727,10.1371/journal.pbio.3002775,Actomyosin-mediated apical constriction  promotes physiological germ cell death in C.  elegans,2024-12-17,PLoS Biology,Public Library of Science,FALSE,4951.83,0.9524,PAB384721,NA,10001643,Chronoshub
Swiss National Science Foundation (SNSF),2024,2766.033179336413,10.1371/journal.pcbi.1011971,On the identification of differentially-active transcription factors from ATAC-seq data,2024-12-17,PLoS Computational Biology,Public Library of Science,FALSE,2634.37,0.9524,PAB384921,NA,201543,Chronoshub
Swiss National Science Foundation (SNSF),2024,2164.804703905922,10.1371/journal.pone.0313854,Hearing and cognitive decline in aging differentially impact neural tracking of context-supported versus random speech across linguistic timescales,2024-12-17,PLoS ONE,Public Library of Science,FALSE,2061.76,0.9524,PAB384456,NA,185715,Chronoshub
Swiss National Science Foundation (SNSF),2024,2585.0482990340192,10.1093/eurpub/ckae209,Physical activity partially mediates the association between health literacy and mild cognitive impairment in older adults: cross-sectional evidence from Switzerland,2024-12-17,European Journal of Public Health,Oxford University Press,FALSE,2462,0.9524,SOA24LT014287,NA,188836,Chronoshub
Swiss National Science Foundation (SNSF),2024,2758.767324653507,10.1093/bioadv/vbae187,Dissecting AlphaFold2’s Capabilities with Limited Sequence Information,2024-12-17,Bioinformatics Advances,Oxford University Press,FALSE,2627.45,0.9524,SOA24LT013524,NA,194606,Chronoshub
Swiss National Science Foundation (SNSF),2024,2835.993280134397,10.1021/jacsau.4c00893,Gallium: A Universal Promoter Switching CO2 Methanation Catalysts to Produce Methanol,2024-12-17,JACS Au,American Chemical Society,FALSE,2701,0.9524,APC600598851,NA,180544,Chronoshub
Swiss National Science Foundation (SNSF),2024,3977.477950440991,10.1126/sciadv.adr9855,Topology changes of Hydra define actin orientation defects as organizers of morphogenesis,2024-12-17,Science Advances,American Association for the Advancement of Science,FALSE,3788.15,0.9524,APC600607083,NA,"189996, 200793",Chronoshub
Swiss National Science Foundation (SNSF),2024,4679.388912221755,10.1126/sciadv.adp6445,Functional traits mediate the effect of land use on drivers of community stability within and across trophic levels,2024-12-17,Science Advances,American Association for the Advancement of Science,FALSE,4456.65,0.9524,APC600609765,NA,173542,Chronoshub
Swiss National Science Foundation (SNSF),2024,2604.3889122217556,10.1103/physrevresearch.7.013021,Finite size analysis for interacting bosons at the 2D-1D Dimensional  Crossover,2024-12-17,Physical Review Research,American Physical Society,FALSE,2480.42,0.9524,INV/24/DEC/015726,NA,219400,Chronoshub
Swiss National Science Foundation (SNSF),2024,2604.3889122217556,10.1103/physrevresearch.6.043304,Potential energy surfaces from many-body functionals: analytical benchmarks and conserving many-body approximations,2024-12-17,Physical Review Research,American Physical Society,FALSE,2480.42,0.9524,INV/24/DEC/015660,NA,205602,Chronoshub
Swiss National Science Foundation (SNSF),2024,4050.7454850902977,10.1103/physrevx.15.011020,Theory of robust quantum many-body scars in long-range interacting systems,2024-12-17,Physical Review X,American Physical Society,FALSE,3857.93,0.9524,INV/24/DEC/015744,NA,188532,Chronoshub
Swiss National Science Foundation (SNSF),2024,2913.555228895422,10.1093/molbev/msae213,Chromatin accessibility and gene expression vary between a new and evolved autopolyploid <i>Arabidopsis arenosa<\/i>,2024-12-17,Molecular Biology and Evolution,Oxford University Press,FALSE,2774.87,0.9524,REIMBURSEMENT SOA24LT011783,NA,217182,Chronoshub
Swiss National Science Foundation (SNSF),2024,2360.8567828643427,10.3390/s24237539,Calibrated Adaptive Teacher for Domain-Adaptive Intelligent Fault Diagnosis,2024-12-17,Sensors,MDPI,FALSE,2248.48,0.9524,REIMBURSEMENT 10074465,NA,200461,Chronoshub
Swiss National Science Foundation (SNSF),2024,461.8332633347333,10.15195/v11.a24,Unemployment Insurance and the Family: Heterogeneous Effects of Benefit Generosity on Reemployment and Economic Precarity,2024-12-17,Sociological Science,Society for Sociological Science,FALSE,439.85,0.9524,Reimbursement 300,NA,176371,Chronoshub
Swiss National Science Foundation (SNSF),2024,7044.928601427971,10.1038/s44318-024-00322-y,De novo variants in LRRC8C resulting in constitutive channel activation cause a human multisystem disorder,2024-12-17,The EMBO Journal,Springer,FALSE,6709.59,0.9524,REIMBURSEMENT 2939913653,NA,204373,Chronoshub
Swiss National Science Foundation (SNSF),2024,4159.218815623687,10.1103/physrevx.15.011017,Positive  oscillating magnetoresistance in a van der Waals antiferromagnetic semiconductor,2024-12-17,Physical Review X,American Physical Society,FALSE,3961.24,0.9524,INV/24/DEC/015730,NA,219424,Chronoshub
Swiss National Science Foundation (SNSF),2024,1770.6425871482568,10.3390/diagnostics14242785,"MRIMagnetic Resonance Imaging   Liver Segmentation Protocol Enables More Consistent and Robust Annotations, Paving the Way for Advanced  Computer-Assisted Analysis",2024-12-17,Diagnostics,MDPI,FALSE,1686.36,0.9524,3308980,NA,207944,Chronoshub
Swiss National Science Foundation (SNSF),2024,1089.6262074758504,10.3390/ijpb15040094,Low mortality rates among tropical ferns,2024-12-17,International Journal of Plant Biology,MDPI,FALSE,1037.76,0.9524,3340383,NA,188498,Chronoshub
Swiss National Science Foundation (SNSF),2024,1990.5816883662326,10.1364/oe.539139,Sub-30-fs Yb:CALGO laser oscillator based on cross-polarized multi-mode diode pumping,2024-12-11,Optics Express,Optica Publishing Group,FALSE,1895.83,0.9524,Reimbursement 2266636,NA,"198176, 200774",Chronoshub
Swiss National Science Foundation (SNSF),2024,7084.355312893742,10.1038/s44321-024-00157-4,Fibrolytic vaccination against ADAM12 reduces desmoplasia in preclinical pancreatic adenocarcinomas,2024-12-10,EMBO Molecular Medicine,Wiley,FALSE,6747.14,0.9524,REIMBURSEMENT 2939860216,NA,179235,Chronoshub
Swiss National Science Foundation (SNSF),2024,3024.464510709786,10.1186/s13012-024-01406-3,"Firm, yet flexible: A fidelity debate paper with two case examples",2024-12-10,Implementation Science,BioMed Central,FALSE,2880.5,0.9524,Reimbursement 2939901476,NA,198778,Chronoshub
Swiss National Science Foundation (SNSF),2024,2102.057958840823,10.3389/fgwh.2024.1428494,Estradiol and progesterone from pregnancy to postpartum: a longitudinal latent class analysis,2024-12-10,Frontiers in Global Women's Health,Frontiers Media,FALSE,2002,0.9524,REIMBURSEMENT 400584511,NA,182120,Chronoshub
Swiss National Science Foundation (SNSF),2024,2633.9878202435953,10.1371/journal.ppat.1012385,Using viral diversity to identify HIV-1 variants under HLA-dependent selection in a systematic viral genome-wide screen,2024-12-10,PLoS Pathogens,Public Library of Science,FALSE,2508.61,0.9524,PAB384720,NA,"201369, 207957",Chronoshub
Swiss National Science Foundation (SNSF),2024,2585.3632927341455,10.1029/2024gl110379,Observed regional impacts of marine heatwaves on sea-air CO2 exchange,2024-12-10,Geophysical Research Letters,Wiley Open Access,FALSE,2462.3,0.9524,9100184924,NA,198897,Chronoshub
Swiss National Science Foundation (SNSF),2024,2360.8567828643427,10.3390/e26060466,MV–MR: Multi-Views and Multi-Representations for Self-Supervised Learning and Knowledge Distillation,2024-12-10,Entropy,MDPI,FALSE,2248.48,0.9524,REIMBURSEMENT 2844977,NA,193716,Chronoshub
Swiss National Science Foundation (SNSF),2024,2686.119277614448,10.1186/s12891-024-08099-1,Understanding preoperative health-related quality of life in rotator cuff tear patients: role of patients’ characteristics,2024-12-10,BMC Musculoskeletal Disorders,BioMed Central,FALSE,2558.26,0.9524,2939922021,NA,184959,Chronoshub
Swiss National Science Foundation (SNSF),2024,6849.853002939941,10.1038/s44319-024-00329-w,Mechanisms of axoneme and centriole elimination in Naegleria gruberi,2024-12-10,EMBO Reports,EMBO Press,FALSE,6523.8,0.9524,2939920887,NA,197749,Chronoshub
Swiss National Science Foundation (SNSF),2024,6849.853002939941,10.1038/s44319-024-00332-1,Heterochromatin-dependent transcription links the PRC2 complex to small RNA-mediated DNA elimination,2024-12-10,EMBO Reports,EMBO Press,FALSE,6523.8,0.9524,2939916874,NA,"146257, 166407",Chronoshub
Swiss National Science Foundation (SNSF),2024,2897.207055858883,10.1038/s41514-024-00189-7,Age- and Sex-related variations in Extracellular Vesicle Profiling for the assessment of Cardiovascular Risk: the EVaging Index,2024-12-10,npj aging,Publisher Unknown,TRUE,2759.3,0.9524,2939938625,NA,202302,Chronoshub
Swiss National Science Foundation (SNSF),2024,1562.4737505249893,10.5194/cp-20-2327-2024,Dynamical downscaling and data assimilation for a cold-air outbreak in the European Alps during the Year Without a Summer of 1816,2024-12-10,Climate of the Past,Copernicus Publications,FALSE,1488.1,0.9524,CP-PUC-2024-106,NA,"169676, 188701",Chronoshub
Swiss National Science Foundation (SNSF),2024,1353.4859302813943,10.5194/hess-28-4971-2024,Learning landscape features from streamflow with autoencoders,2024-12-10,Hydrology and Earth System Sciences,European Geosciences Union,FALSE,1289.06,0.9524,HESS-PUC-2024-282,NA,208249,Chronoshub
Swiss National Science Foundation (SNSF),2024,324.4960100797984,10.15195/v10.a31,Does Schooling Affect Socioeconomic Inequalities in Educational Attainment? Evidence from a Natural Experiment in Germany,2024-12-10,Sociological Science,Society for Sociological Science,FALSE,309.05,0.9524,328,NA,207485,Chronoshub
Swiss National Science Foundation (SNSF),2024,1827.2784544309113,10.1038/s44271-024-00157-7,Psychoacoustic and Archeoacoustic nature of ancient Aztec skull whistles,2024-12-04,Communications psychology,Springer Nature [academic journals on nature.com],FALSE,1740.3,0.9524,Reimbursement 3007125450,NA,"157409, 182135",Chronoshub
Swiss National Science Foundation (SNSF),2024,1465.0881982360352,10.1167/iovs.65.12.44,Differential Localization and Functional Roles of mGluR6 Paralogs in Zebrafish Retina,2024-12-04,Investigative Ophthalmology and Visual Science,Association for Research in Vision and Ophthalmology,FALSE,1395.35,0.9524,Reimbursement INV/24/OCT/005861,NA,204648,Chronoshub
Swiss National Science Foundation (SNSF),2024,3568.0386392272153,10.1038/s42003-024-07053-0,Stepwise release of Activin-A from its inhibitory prodomain is modulated by cysteines and requires furin coexpression to promote melanoma growth,2024-12-04,Communications Biology,Nature Research,FALSE,3398.2,0.9524,Reimbursement 10073865,NA,179330,Chronoshub
Swiss National Science Foundation (SNSF),2024,2360.8567828643427,10.3390/s24041151,Hubble Meets Webb: Image-to-Image Translation in Astronomy,2024-12-04,Sensors,MDPI,FALSE,2248.48,0.9524,Reimbursement 2829723,NA,193716,Chronoshub
Swiss National Science Foundation (SNSF),2024,1993.857622847543,10.1093/gbe/evae247,Chromosome-scale genomes of the flightless caterpillar hunter beetles <i>Calosoma tepidum<\/i> and <i>Calosoma wilkesii<\/i> from British Columbia (Coleoptera: Carabidae),2024-12-04,Genome Biology and Evolution,Oxford University Press,FALSE,1898.95,0.9524,SOA24LT013382,NA,200491,Chronoshub
Swiss National Science Foundation (SNSF),2024,2259.9643007139857,10.1093/ehjopen/oeae097,"The acute effect of high-dose supplemental oxygen on hemodynamics assessed by echocardiography in patients with pulmonary vascular disease living in Quito at 2850m. A randomized placebo-controlled, single-blinded crossover trial",2024-12-04,European Heart Journal Open,Oxford University Press,FALSE,2152.39,0.9524,SOA24LT013878,NA,219199,Chronoshub
Swiss National Science Foundation (SNSF),2024,3720.2330953380933,10.1093/pnasnexus/pgae544,Modulation of Microtubule Dynamics by Monovalent Ions,2024-12-04,PNAS Nexus,National Academy of Sciences,FALSE,3543.15,0.9524,SOA24LT013715,NA,211433,Chronoshub
Swiss National Science Foundation (SNSF),2024,3326.90046199076,10.1038/s41522-023-00428-x,Evaporation-induced hydrodynamics control plasmid transfer during surface-associated microbial growth,2024-12-04,npj Biofilms and Microbiomes,Nature Research,FALSE,3168.54,0.9524,REIMBURSEMENT 2939166811,NA,207471,Chronoshub
Swiss National Science Foundation (SNSF),2024,2697.480050398992,10.1111/1758-2229.13221,Denitrification in low oxic environments increases the accumulation of nitrogen oxide intermediates and modulates the evolutionary potential of microbial populations,2024-12-04,Environmental Microbiology Reports,Wiley Open Access,TRUE,2569.08,0.9524,REIMBURSEMENT 8077681,NA,207471,Chronoshub
Swiss National Science Foundation (SNSF),2024,6041.442671146577,10.1038/s41467-024-49840-7,Phage predation accelerates the spread of plasmid-encoded antibiotic resistance,2024-12-04,Nature Communications,Springer Verlag,FALSE,5753.87,0.9524,REIMBURSEMENT 2939669016,NA,207471,Chronoshub
Swiss National Science Foundation (SNSF),2024,3328.517429651407,10.3389/fnins.2024.1437210,The nucleus accumbens shell: a neural hub at the interface of homeostatic and hedonic feeding,2024-12-04,Frontiers in Neuroscience,Frontiers Media,FALSE,3170.08,0.9524,Reimbursement 1300490018,NA,193430,Chronoshub
Swiss National Science Foundation (SNSF),2024,2336.402771944561,10.7554/elife.104808.1,Dilated cardiomyopathy-associated RNA Binding Motif Protein 20 regulates long pre-mRNAs in neurons,2024-12-04,eLife,eLife Sciences Publications,FALSE,2225.19,0.9524,RP003692,NA,179432,Chronoshub
Swiss National Science Foundation (SNSF),2024,2731.4783704325914,10.3847/1538-4357/ad74f7,Pursuing Truth: Improving Retrievals on Mid-infrared Exo-Earth Spectra with Physically Motivated Water Abundance Profiles and Cloud Models,2024-12-04,The Astrophysical Journal,IOP Publishing,FALSE,2601.46,0.9524,8256279,NA,205606,Chronoshub
Swiss National Science Foundation (SNSF),2024,1257.0663586728265,10.1080/20008066.2024.2431464,Preliminary Study of the Role of Social Support in Cycles of Intimate Partner Violence,2024-12-04,European Journal of Psychotraumatology,Taylor and Francis,FALSE,1197.23,0.9524,954244197,NA,214332,Chronoshub
Swiss National Science Foundation (SNSF),2024,1783.5993280134398,10.1002/ece3.70709,Ecosystem size mediates the effects of resource flows on species diversity and ecosystem function at different scales,2024-12-04,Ecology and Evolution,Wiley Open Access,FALSE,1698.7,0.9524,9100186285,NA,197410,Chronoshub
Swiss National Science Foundation (SNSF),2024,2326.112977740445,10.1016/j.nbd.2024.106726,Early dysregulation of GSK3β impairs mitochondrial activity in Fragile X Syndrome,2024-12-04,Neurobiology of Disease,Elsevier,FALSE,2215.39,0.9524,OAD0000505507,NA,215706,Chronoshub
Swiss National Science Foundation (SNSF),2024,4125.346493070138,10.1103/physrevx.15.011010,Nonreciprocal Synchronization of Active Quantum Spins,2024-12-04,Physical Review X,American Physical Society,FALSE,3928.98,0.9524,INV/24/NOV/015624,NA,200481,Chronoshub
Swiss National Science Foundation (SNSF),2024,1440.140697186056,10.1016/j.ijedro.2024.100395,The role of students’ perceived teacher support in student motivation: A longitudinal study of student motivation profiles,2024-12-04,International Journal of Educational Research Open,Elsevier,FALSE,1371.59,0.9524,OAD0000501085,NA,214261,Chronoshub
Swiss National Science Foundation (SNSF),2024,5933.39983200336,10.1002/smsc.202400471,Site-Specific Disulfide-Mediated Crosslinking of DNA Nanocubes for Enhanced Biological Applications,2024-12-04,Small Science,Wiley-VCH Verlag,FALSE,5650.97,0.9524,9300224524,NA,206907,Chronoshub
