"institution",period,euro,"doi","journal_full_title","publisher","is_hybrid","issn","url",chf,conversion_rate,invoice_original_amount,"invoice_original_currency",snsf_voucher_number,"grant_snsf","grant_snsf_related"
"Swiss National Science Foundation (SNSF)",2014,1595.95,"10.1104/pp.114.239137","PLANT PHYSIOLOGY","American Society of Plant Biologists (ASPB)","TRUE",,,1938.49,1.21463,,,,"PZ00P3_142620","142620"
"Swiss National Science Foundation (SNSF)",2014,246.82,"10.1111/ele.12242","Ecology Letters","Wiley-Blackwell","TRUE",,,299.80,1.21463,242.72,"EUR",,"CR23I2_138104","138104"
"Swiss National Science Foundation (SNSF)",2014,2061.45,"10.1111/mmi.12777","Molecular Microbiology","Wiley-Blackwell","TRUE",,,2503.90,1.21463,2550.00,"USD",,"310030B_147090","147090"
"Swiss National Science Foundation (SNSF)",2014,2074.71,"10.1159/000366360","Cellular Physiology and Biochemistry","S. Karger AG","FALSE",,,2520.00,1.21463,,,,"31003A_155959","155959"
"Swiss National Science Foundation (SNSF)",2014,874.46,"10.1175/JTECH-D-13-00206.1","Journal of Atmospheric and Oceanic Technology","American Meteorological Society","TRUE",,,1062.15,1.21463,1160.00,"USD",,"200021_132122","132122"
"Swiss National Science Foundation (SNSF)",2014,1540.72,"10.1177/1759091414548916","ASN Neuro","SAGE Publications","FALSE",,,1871.40,1.21463,1950.00,"USD",,"31003A_141185","141185"
"Swiss National Science Foundation (SNSF)",2014,643.69,"10.1186/1471-2407-14-46","BMC Cancer","Springer Nature","FALSE",,,781.84,1.21463,516.00,"GBP",,"31003A_141225","141225"
"Swiss National Science Foundation (SNSF)",2014,675.51,"10.1186/1476-4598-13-119","Molecular Cancer","Springer Nature","FALSE",,,820.50,1.21463,530.00,"GBP",,"CRSII3_147697","147697"
"Swiss National Science Foundation (SNSF)",2014,669.65,"10.1186/1477-7827-12-46","Reproductive Biology and Endocrinology","Springer Nature","FALSE",,,813.38,1.21463,492.00,"GBP",,"31003A_140947","140947"
"Swiss National Science Foundation (SNSF)",2014,1402.04,"10.1186/s40359-014-0037-0","BMC Psychology","Springer Nature","FALSE",,,1702.96,1.21463,1126.25,"GBP",,"100014L_149416","149416"
"Swiss National Science Foundation (SNSF)",2014,1426.32,"10.1364/OE.22.020871","Optics Express","The Optical Society","FALSE",,,1732.45,1.21463,1849.00,"USD",,"200020_132461","132461"
"Swiss National Science Foundation (SNSF)",2014,1092.33,"10.1371/journal.pone.0089743","PLoS ONE","Public Library of Science (PLoS)","FALSE",,,1326.78,1.21463,1350.00,"USD",,"320030_128064","128064"
"Swiss National Science Foundation (SNSF)",2014,893.57,"10.1371/journal.pone.0093863","PLoS ONE","Public Library of Science (PLoS)","FALSE",,,1085.36,1.21463,1215.00,"USD",,"320030_141216","141216"
"Swiss National Science Foundation (SNSF)",2014,1011.42,"10.1371/journal.pone.0099883","PLoS ONE","Public Library of Science (PLoS)","FALSE",,,1228.50,1.21463,,,,"31003A_146265","146265"
"Swiss National Science Foundation (SNSF)",2014,1092.33,"10.1371/journal.pone.0104838","PLoS ONE","Public Library of Science (PLoS)","FALSE",,,1326.78,1.21463,1350.00,"USD",,"320030_146127","146127"
"Swiss National Science Foundation (SNSF)",2014,1029.12,"10.1371/journal.pone.0108648","PLoS ONE","Public Library of Science (PLoS)","FALSE",,,1250.00,1.21463,,,,"33CM30_140338","140338"
"Swiss National Science Foundation (SNSF)",2014,1054.09,"10.1371/journal.pone.0111080","PLoS ONE","Public Library of Science (PLoS)","FALSE",,,1280.33,1.21463,,,,"100014_140991","140991"
"Swiss National Science Foundation (SNSF)",2014,899.45,"10.1371/journal.ppat.1004166","PLoS Pathogens","Public Library of Science (PLoS)","FALSE",,,1092.50,1.21463,,,,"310030_149784","149784"
"Swiss National Science Foundation (SNSF)",2014,1473.80,"10.1371/journal.ppat.1004187","PLoS Pathogens","Public Library of Science (PLoS)","FALSE",,,1790.12,1.21463,2025.00,"USD",,"310030B_149886","149886"
"Swiss National Science Foundation (SNSF)",2014,3008.00,"10.15252/msb.20145247","Molecular Systems Biology","EMBO","FALSE",,,3653.35,1.21463,3810.00,"USD",,"310030B_141181","141181"
"Swiss National Science Foundation (SNSF)",2014,388.75,"10.3189/2014JoG13J084","Journal of Glaciology","Cambridge University Press (CUP)","TRUE",,,472.19,1.21463,2300.00,"GBP",,"200020_144390","144390"
"Swiss National Science Foundation (SNSF)",2014,1066.99,"10.3389/fgene.2014.00192","Frontiers in Genetics","Frontiers Media SA","FALSE",,,1296.00,1.21463,1036.80,"EUR",,"PZ00P3_142603","142603"
"Swiss National Science Foundation (SNSF)",2014,1728.29,"10.3389/fimmu.2014.00661","Frontiers in Immunology","Frontiers Media SA","FALSE",,,2099.23,1.21463,,,,"31003A_149769","149769"
"Swiss National Science Foundation (SNSF)",2014,1066.99,"10.3389/fmicb.2014.00324","Frontiers in Microbiology","Frontiers Media SA","FALSE",,,1296.00,1.21463,,,,"31003A_144053","144053"
"Swiss National Science Foundation (SNSF)",2014,1704.22,"10.3389/fnagi.2014.00314","Frontiers in Aging Neuroscience","Frontiers Media SA","FALSE",,,2070.00,1.21463,,,,"33CM30_140338","140338"
"Swiss National Science Foundation (SNSF)",2014,1075.18,"10.3389/fnbeh.2014.00008","Frontiers in Behavioral Neuroscience","Frontiers Media SA","FALSE",,,1305.95,1.21463,1036.80,"EUR",,"PZ00P3_142663","142663"
"Swiss National Science Foundation (SNSF)",2014,846.92,"10.3389/fphys.2014.00522","Frontiers in Physiology","Frontiers Media SA","FALSE",,,1028.69,1.21463,831.60,"EUR",,"31003A_140957","140957"
"Swiss National Science Foundation (SNSF)",2014,1794.40,"10.3389/fpsyg.2014.00043","Frontiers in Psychology","Frontiers Media SA","FALSE",,,2179.53,1.21463,1728.00,"EUR",,"PP00P1_140796","140796"
"Swiss National Science Foundation (SNSF)",2014,1069.98,"10.3389/fpsyg.2014.00493","Frontiers in Psychology","Frontiers Media SA","FALSE",,,1299.63,1.21463,1036.80,"EUR",,"PP00P1_140796","140796"
"Swiss National Science Foundation (SNSF)",2014,1054.36,"10.3389/fpsyg.2014.00586","Frontiers in Psychology","Frontiers Media SA","FALSE",,,1280.66,1.21463,1036.80,"EUR",,"PP00P1_140796","140796"
"Swiss National Science Foundation (SNSF)",2014,871.38,"10.3390/ijerph110505049","International Journal of Environmental Research and Public Health","MDPI AG","FALSE",,,1058.40,1.21463,,,,"324730_135673","135673"
"Swiss National Science Foundation (SNSF)",2014,714.46,"10.5194/amt-10-4421-2017","Atmospheric Measurement Techniques","Copernicus GmbH","FALSE",,,867.80,1.21463,648.00,"EUR",,"200020_146388","146388"
"Swiss National Science Foundation (SNSF)",2014,989.68,"10.5194/gmd-7-2733-2014","Geoscientific Model Development","Copernicus GmbH","FALSE",,,1202.10,1.21463,960.00,"EUR",,"CR23I2_138104","138104"
"Swiss National Science Foundation (SNSF)",2014,1024.76,"10.5194/hess-18-3015-2014","Hydrology and Earth System Sciences","Copernicus GmbH","FALSE",,,1244.70,1.21463,,,,"200021_134614","134614"
"Swiss National Science Foundation (SNSF)",2014,1449.36,"10.5194/nhess-14-2265-2014","Natural Hazards and Earth System Science","Copernicus GmbH","FALSE",,,1760.44,1.21463,1407.00,"EUR",,"200020_149285","149285"
"Swiss National Science Foundation (SNSF)",2014,226.51,"10.5539/ijms.v6n1p31","International Journal of Marketing Studies","Canadian Center of Science and Education","FALSE",,,275.13,1.21463,300.00,"USD",,"100018_143395","143395"
"Swiss National Science Foundation (SNSF)",2015,2962.00,"10.1016/j.celrep.2015.01.061","Cell Reports","Elsevier BV","FALSE",,,3164.18,1.06811,5000.00,"USD",,"31003A_140940","140940"
"Swiss National Science Foundation (SNSF)",2015,5000.00,"10.1016/j.celrep.2015.01.063","Cell Reports","Elsevier BV","FALSE",,,5340.60,1.06811,5000.00,"USD",,"CRSII3_147637","147637"
"Swiss National Science Foundation (SNSF)",2015,4636.00,"10.1016/j.celrep.2015.06.051","Cell Reports","Elsevier BV","FALSE",,,4952.03,1.06811,5000.00,"USD",,"31003A_155940","155940"
"Swiss National Science Foundation (SNSF)",2015,2160.20,"10.1016/j.coldregions.2015.06.016","Cold Regions Science and Technology","Elsevier BV","TRUE",,,2307.33,1.06811,2214.75,"EUR",,"200021_144392","144392"
"Swiss National Science Foundation (SNSF)",2015,2255.79,"10.1016/j.sna.2015.06.014","Sensors and Actuators A: Physical","Elsevier BV","TRUE",,,2409.43,1.06811,2303.34,"EUR",,"200021_135496","135496"
"Swiss National Science Foundation (SNSF)",2015,1390.03,"10.1016/j.ydbio.2014.12.002","Developmental Biology","Elsevier BV","TRUE",,,1484.70,1.06811,1436.44,"EUR",,"CRSII3_147675","147675"
"Swiss National Science Foundation (SNSF)",2015,1713.31,"10.1038/celldisc.2015.49","Cell Discovery","Springer Nature","FALSE",,,1830.00,1.06811,1500.00,"EUR",,"31003A_146216","146216"
"Swiss National Science Foundation (SNSF)",2015,3727.52,"10.1038/ncomms7646","Nature Communications","Springer Nature","FALSE",,,3981.40,1.06811,3700.00,"EUR",,"310030B_156940","156940"
"Swiss National Science Foundation (SNSF)",2015,3700.00,"10.1038/ncomms8494","Nature Communications","Springer Nature","FALSE",,,2867.40,1.06811,3700.00,"EUR",,"31003A_156764","156764"
"Swiss National Science Foundation (SNSF)",2015,3988.86,"10.1038/ncomms8751","Nature Communications","Springer Nature","FALSE",,,4260.54,1.06811,3700.00,"EUR",,"PP00P2_146318","146318"
"Swiss National Science Foundation (SNSF)",2015,4024.00,"10.1038/ncomms8837","Nature Communications","Springer Nature","FALSE",,,4297.58,1.06811,3700.00,"EUR",,"CRSII2_141843","141843"
"Swiss National Science Foundation (SNSF)",2015,3728.00,"10.1038/ncomms9141","Nature Communications","Springer Nature","FALSE",,,3981.94,1.06811,3700.00,"EUR",,"CRSII3_154488","154488"
"Swiss National Science Foundation (SNSF)",2015,3700.00,"10.1038/ncomms9675","Nature Communications","Springer Nature","FALSE",,,1088.40,1.06811,3700.00,"EUR",,"200021_138068","138068"
"Swiss National Science Foundation (SNSF)",2015,3817.00,"10.1038/ncomms9757","Nature Communications","Springer Nature","FALSE",,,4077.05,1.06811,3700.00,"EUR",,"200021_150046","150046"
"Swiss National Science Foundation (SNSF)",2015,4048.00,"10.1038/ncomms9892","Nature Communications","Springer Nature","FALSE",,,4323.67,1.06811,3700.00,"EUR",,"200020_150079","150079"
"Swiss National Science Foundation (SNSF)",2015,372.09,"10.1038/sdata.2015.33","Scientific Data","Springer Nature","FALSE",,,397.43,1.06811,350.00,"EUR",,"200021_149128","149128"
"Swiss National Science Foundation (SNSF)",2015,1307.54,"10.1038/srep07655","Scientific Reports","Springer Nature","FALSE",,,1396.60,1.06811,1165.00,"EUR",,"320030_130331","130331"
"Swiss National Science Foundation (SNSF)",2015,1250.92,"10.1038/srep10132","Scientific Reports","Springer Nature","FALSE",,,1336.12,1.06811,1165.00,"EUR",,"320030_146127","146127"
"Swiss National Science Foundation (SNSF)",2015,1181.68,"10.1038/srep13460","Scientific Reports","Springer Nature","FALSE",,,1262.16,1.06811,1165.00,"EUR",,"310030_143359","143359"
"Swiss National Science Foundation (SNSF)",2015,1200.06,"10.1038/srep16181","Scientific Reports","Springer Nature","FALSE",,,1281.80,1.06811,1165.00,"EUR",,"200020_156188","156188"
"Swiss National Science Foundation (SNSF)",2015,1181.08,"10.1038/srep16433","Scientific Reports","Springer Nature","FALSE",,,1261.52,1.06811,1165.00,"EUR",,"200020_159194","159194"
"Swiss National Science Foundation (SNSF)",2015,1196.83,"10.1038/srep18733","Scientific Reports","Springer Nature","FALSE",,,1278.35,1.06811,1165.00,"EUR",,"PP00P1_157420","157420"
"Swiss National Science Foundation (SNSF)",2015,2969.73,"10.1038/tp.2015.19","Translational Psychiatry","Springer Nature","FALSE",,,3172.00,1.06811,2600.00,"EUR",,"310030_155952","155952"
"Swiss National Science Foundation (SNSF)",2015,447.83,"10.1051/0004-6361/201525980","Astronomy & Astrophysics","EDP Sciences","TRUE",,,478.33,1.06811,400.00,"EUR",,"200021_146613","146613"
"Swiss National Science Foundation (SNSF)",2015,2063.52,"10.1063/1.4921068","APL Materials","AIP Publishing","FALSE",,,2204.07,1.06811,,,,"200020_152800","152800"
"Swiss National Science Foundation (SNSF)",2015,2126.19,"10.1084/jem.20140137","The Journal of Experimental Medicine","Rockefeller University Press","TRUE",,,2271.00,1.06811,,,,"31003A_153457","153457"
"Swiss National Science Foundation (SNSF)",2015,1555.00,"10.1088/1367-2630/16/12/123013","New Journal of Physics","IOP Publishing","FALSE",,,1660.91,1.06811,1440.00,"EUR",,"PP00P2_138960","138960"
"Swiss National Science Foundation (SNSF)",2015,1370.50,"10.1088/1367-2630/16/12/123050","New Journal of Physics","IOP Publishing","FALSE",,,1463.85,1.06811,1344.00,"USD",,"PP00P2_138917","138917"
"Swiss National Science Foundation (SNSF)",2015,1194.68,"10.1088/1367-2630/17/11/112002","New Journal of Physics","IOP Publishing","FALSE",,,1276.05,1.06811,1170.00,"EUR",,"200020_149901","149901"
"Swiss National Science Foundation (SNSF)",2015,1397.04,"10.1088/1367-2630/17/11/113029","New Journal of Physics","IOP Publishing","FALSE",,,1492.19,1.06811,,,,"BSSGI0_155818","155818"
"Swiss National Science Foundation (SNSF)",2015,520.89,"10.1088/2041-8205/815/1/L11","The Astrophysical Journal","IOP Publishing","TRUE",,,556.37,1.06811,,,,"200021_146613","146613"
"Swiss National Science Foundation (SNSF)",2015,1935.03,"10.1093/molbev/msv270","Molecular Biology and Evolution","Oxford University Press (OUP)","TRUE",,,2066.83,1.06811,1875.00,"EUR",,"PZ00P3_148255","148255"
"Swiss National Science Foundation (SNSF)",2015,2069.34,"10.1093/nar/gku1260","Nucleic Acids Research","Oxford University Press (OUP)","FALSE",,,2210.28,1.06811,,,,"310030_157019","157019"
"Swiss National Science Foundation (SNSF)",2015,2168.87,"10.1093/nar/gkv1229","Nucleic Acids Research","Oxford University Press (OUP)","FALSE",,,2316.59,1.06811,,,,"CR22I2L_149711","149711"
"Swiss National Science Foundation (SNSF)",2015,2274.76,"10.1093/nar/gkv282","Nucleic Acids Research","Oxford University Press (OUP)","FALSE",,,2429.69,1.06811,,,,"310030_149626","149626"
"Swiss National Science Foundation (SNSF)",2015,673.24,"10.1093/nar/gkv827","Nucleic Acids Research","Oxford University Press (OUP)","FALSE",,,719.09,1.06811,,,,"31003A_143772","143772"
"Swiss National Science Foundation (SNSF)",2015,2187.62,"10.1097/COH.0000000000000136","Current Opinion in HIV and AIDS","Ovid Technologies (Wolters Kluwer Health)","TRUE",,,2336.62,1.06811,,,,"31003A_146579","146579"
"Swiss National Science Foundation (SNSF)",2015,1567.07,"10.1103/PhysRevX.5.021009","Physical Review X","American Physical Society (APS)","FALSE",,,1673.80,1.06811,1700.00,"USD",,"200020_156100","156100"
"Swiss National Science Foundation (SNSF)",2015,539.35,"10.1103/PhysRevX.5.031010","Physical Review X","American Physical Society (APS)","FALSE",,,576.08,1.06811,504.21,"EUR",,"PP00P2_138917","138917"
"Swiss National Science Foundation (SNSF)",2015,2683.01,"10.1111/2041-210X.12427","Methods in Ecology and Evolution","Wiley-Blackwell","TRUE",,,2865.75,1.06811,3000.00,"USD",,"CR32I3_149741","149741"
"Swiss National Science Foundation (SNSF)",2015,2297.75,"10.1128/mBio.00952-15","mBio","American Society for Microbiology","FALSE",,,2454.25,1.06811,2440.00,"USD",,"31003A_140758","140758"
"Swiss National Science Foundation (SNSF)",2015,1740.73,"10.1186/s12862-015-0527-6","BMC Evolutionary Biology","Springer Nature","FALSE",,,1859.29,1.06811,1214.50,"GBP",,"CR32I3_143768","143768"
"Swiss National Science Foundation (SNSF)",2015,1738.54,"10.1186/s12983-015-0106-0","Frontiers in Zoology","Springer Nature","FALSE",,,1856.95,1.06811,1249.50,"GBP",,"31003A_143732","143732"
"Swiss National Science Foundation (SNSF)",2015,1712.42,"10.1186/s13047-015-0095-4","Journal of Foot and Ankle Research","Springer Nature","FALSE",,,1829.05,1.06811,,,,"320030_140928","140928"
"Swiss National Science Foundation (SNSF)",2015,488.15,"10.1186/s40064-015-0784-2","SpringerPlus","Springer Nature","FALSE",,,521.40,1.06811,,,,"31003A_144090","144090"
"Swiss National Science Foundation (SNSF)",2015,1711.53,"10.1364/OE.23.009109","Optics Express","The Optical Society","FALSE",,,1828.10,1.06811,1849.00,"USD",,"200021_160113","160113"
"Swiss National Science Foundation (SNSF)",2015,1709.80,"10.1364/OE.23.023845","Optics Express","The Optical Society","FALSE",,,1826.25,1.06811,1849.00,"USD",,"200021_160113","160113"
"Swiss National Science Foundation (SNSF)",2015,1772.38,"10.1364/OE.23.032158","Optics Express","The Optical Society","FALSE",,,1893.10,1.06811,1849.00,"USD",,"200021_160113","160113"
"Swiss National Science Foundation (SNSF)",2015,894.34,"10.1364/OPTICA.2.000631","Optica","The Optical Society","FALSE",,,955.25,1.06811,1000.00,"USD",,"200020_149537","149537"
"Swiss National Science Foundation (SNSF)",2015,2148.66,"10.1371/journal.pgen.1005565","PLOS Genetics","Public Library of Science (PLoS)","FALSE",,,2295.00,1.06811,2250.00,"USD",,"31003A_156764","156764"
"Swiss National Science Foundation (SNSF)",2015,2650.66,"10.1371/journal.pmed.1001788","PLOS Medicine","Public Library of Science (PLoS)","FALSE",,,2831.20,1.06811,,,,"310030_134889","134889"
"Swiss National Science Foundation (SNSF)",2015,1140.47,"10.1371/journal.pone.0117744","PLOS ONE","Public Library of Science (PLoS)","FALSE",,,1218.15,1.06811,,,,"CR23I2_140697","140697"
"Swiss National Science Foundation (SNSF)",2015,1137.52,"10.1371/journal.pone.0120984","PLOS ONE","Public Library of Science (PLoS)","FALSE",,,1215.00,1.06811,,,,"31003A_155942","155942"
"Swiss National Science Foundation (SNSF)",2015,1250.01,"10.1371/journal.pone.0121238","PLOS ONE","Public Library of Science (PLoS)","FALSE",,,1335.15,1.06811,,,,"100019_132010","132010"
