institution,period,euro,doi,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,snsf_title
Swiss National Science Foundation (SNSF),2021-01-20,895.7952468007312,10.1186/s12913-020-05985-x,BMC Health Services Research,,FALSE,1472-6963,NA,980,1.094,106102 - 10674 - 20.01.2021,40AC-0_202455,167349,Going beyond the mean: economic benefits of myocardial infarction secondary prevention
Swiss National Science Foundation (SNSF),2021-01-20,997.2577696526507,10.7717/peerj.10660,PeerJ,,FALSE,NA,NA,1091,1.094,106105 - 11635 - 20.01.2021,PPAC-3_202466,163878,Clusters of sub-Saharan African countries based on sociobehavioural characteristics and associated HIV incidence
Swiss National Science Foundation (SNSF),2021-01-20,1175.2102376599635,10.1016/j.jbc.2021.100291,Journal of Biological Chemistry,Elsevier,FALSE,NA,NA,1285.68,1.094,106066 - 10822 - 20.01.2021,31AC-0_202453,173000,Androglobin gene expression patterns and FOXJ1-dependent regulation indicate its functional association with ciliogenesis
Swiss National Science Foundation (SNSF),2021-01-20,1506.398537477148,10.1017/jog.2020.108,Journal of Glaciology,Cambridge University Press,FALSE,NA,NA,1648,1.094,106101 - 10676 - 20.01.2021,20AC-1_202452,169453,Geodetic mass balance of Abramov Glacier 1975 to 2015
Swiss National Science Foundation (SNSF),2021-01-20,1596.8921389396708,10.1017/jog.2020.103,Journal of Glaciology,Cambridge University Press,FALSE,NA,NA,1747,1.094,106100 - 10676 - 20.01.2021,20AC-1_202451,169453,"Comparison of historical and recent accumulation rates on Abramov Glacier, Pamir Alay"
Swiss National Science Foundation (SNSF),2021-01-20,1673.583180987203,10.3390/v13010139,Viruses ,MDPI - viruses,FALSE,NA,NA,1830.9,1.094,106071 - 10415 - 20.01.2021,PMAC-3_202467,178708,RSV and H MPV Infections in 3D Tissue Cultures: Mechanisms Involved in Virus-Host and Virus-Virus Interactions
Swiss National Science Foundation (SNSF),2021-01-20,2255.4021937842776,10.1063/5.0036052,APL Photonics,American Institute of Physics,FALSE,NA,NA,2467.41,1.094,106073 - 10997 - 20.01.2021,PZAC-2_202482,168223,Distributed Bragg reflectors from colloidal trilayer flake solutions
Swiss National Science Foundation (SNSF),2021-01-20,2605.7312614259595,10.3389/fmats.2020.613169,Frontiers in Materials,Frontiers,FALSE,NA,NA,2850.67,1.094,106072 - 10239 - 20.01.2021,PPAC-2_202480,"142514, 163653, 188755",Biopassivation method for the preservation of copper and bronze artefacts
Swiss National Science Foundation (SNSF),2021-01-20,2643.5100548446067,10.3389/fpsyg.2020.608677,Frontiers in Psychology,Frontiers Media,FALSE,1664-1078,NA,2892,1.094,106099 - 10211 - 20.01.2021,51AC-0_202396,142020,Psychometric Properties of the Resilience Scale for Adolescents (READ) and Measurement Invariance Across Two Different German-Speaking Samples
Swiss National Science Foundation (SNSF),2021-01-20,3078.6106032906764,10.1016/j.ynstr.2020.100282,Neurobiology of Stress,Elsevier,FALSE,NA,NA,3368,1.094,106103 - 10179 - 20.01.2021,51AC-0_202458,"158776, 185897",Programming effects of peripubertal stress on spatial learning
Swiss National Science Foundation (SNSF),2021-01-20,3690.6581352833637,10.1126/sciadv.abb9200,Science Advances,,FALSE,2375-2548,NA,4037.58,1.094,106106 - 10815 - 20.01.2021,PPAC-3_202415,163929,ACSL3–PAI-1 signaling axis mediates tumor-stroma cross-talk promoting pancreatic cancer progression
Swiss National Science Foundation (SNSF),2021-01-20,4700.831809872029,10.1038/s41467-020-20220-1,Nature Communications,Springer Nature Limited,FALSE,NA,NA,5142.71,1.094,106068 - 10859 - 20.01.2021,40AC-0_202479,198431,An IL-2-grafted antibody immunotherapy with potent efficacy against metastatic cancer
Swiss National Science Foundation (SNSF),2021-01-19,333.9396709323583,10.1177/2056305121988932,Social Media and Society,SAGE,FALSE,NA,NA,365.33,1.094,106049 - 11046 - 19.01.2021,P4AC-1_202445,180686,Internet Memes as Partial Stories: Identifying Political Narratives in Coronavirus Memes
Swiss National Science Foundation (SNSF),2021-01-19,1022.1297989031078,10.1103/physrevresearch.3.013094,Physical Review Research,American Physical Society,FALSE,2643-1564,NA,1118.21,1.094,106034 - 11619 - 19.01.2021,CRAC-5_202426,171003,Signature of anisotropic exchange interaction revealed by vector-field control of helical order in FeGe thin plate
Swiss National Science Foundation (SNSF),2021-01-19,1059.4149908592321,10.26434/chemrxiv.12613427.v2,ACS Omega,ACS,TRUE,2470-1343,NA,1159,1.094,106033 - 11054 - 19.01.2021,IZAC-0_202424,183336,Swarm-CG : Automatic Parametrization of Bonded Terms in MARTINI-Based Coarse-Grained Models of Simple to Complex Molecules via Fuzzy Self-Tuning Particle Swarm Optimization
Swiss National Science Foundation (SNSF),2021-01-19,1066.1882998171845,10.1371/journal.pone.0245250,PlosOne,PlOS,FALSE,NA,NA,1166.41,1.094,106046 - 10850 - 19.01.2021,IZAC-0_202414,177614,A One Health approach to assessing occupational exposure to antimicrobial resistance in Thailand: the FarmResist project
Swiss National Science Foundation (SNSF),2021-01-19,1077.6965265082265,10.1093/molbev/msaa240,Molecular Biology and Evolution,Oxford University Press,TRUE,1537-1719,NA,1179,1.094,106032 - 10679 - 19.01.2021,PPAC-3_202436,170664,Genus-wide characterization of bumblebee genomes provides insights into their evolution and variation in ecological and behavioral traits
Swiss National Science Foundation (SNSF),2021-01-19,1232.1755027422303,10.1088/2515-7620/abd33e,Environmental Research. Communications,IOPSCIENCE,FALSE,2515-7620,NA,1348,1.094,106048 - 11576 - 19.01.2021,10AC--_202457,183072,Relationships between Coworking Spaces and CO2 emissions in workrelated commuting: first empirical insights for the case of Switzerland with regard to urban-rural differences
Swiss National Science Foundation (SNSF),2021-01-19,1494.7806215722119,10.1002/dep2.134,The Depositional Record,,FALSE,2055-4877,NA,1635.29,1.094,106043 - 10764 - 19.01.2021,20AC-1_202438,159901,Calcium transfer and mass balance associated with soil carbonate in a semi‐arid silicate watershed (North Cameroon): an overlooked geochemical cascade?
Swiss National Science Foundation (SNSF),2021-01-19,1685,10.1038/s41598-020-78251-z,Scientific Reports,,FALSE,2045-2322,NA,1843.39,1.094,106037 - 10859 - 19.01.2021,PPAC-1_202447,163716,Increasing prosocial behavior and decreasing selfishness in the lab and everyday life
Swiss National Science Foundation (SNSF),2021-01-19,1685,10.1038/s41598-020-78307-0,Scientific Reports,Nature Research,FALSE,NA,NA,1843.39,1.094,106047 - 10859 - 19.01.2021,31AC-0_202416,159869,Bioturbation by endogeic earthworms facilitates entomopathogenic nematode movement toward herbivore-damaged maize roots
Swiss National Science Foundation (SNSF),2021-01-19,2432.3583180987202,10.1007/164_2020_427,Handbook of Experimental Pharmacology,Springer Nature,TRUE,0171-2004,NA,2661,1.094,106059 - 10678 - 19.01.2021,PCAC-3_202444,181282,Biosensors Monitor Ligand-Selective Effects at Kappa Opioid Receptors
Swiss National Science Foundation (SNSF),2021-01-19,2605.7312614259595,10.3389/fpsyg.2020.613546,Frontiers in Psychology-Personality and Social Psychology,Frontiers Media SA,FALSE,NA,NA,2850.67,1.094,106038 - 10239 - 19.01.2021,PPAC-1_202421,"133632, 124516",How do people experience and respond to social control from their partner? Three daily diary studies
Swiss National Science Foundation (SNSF),2021-01-19,2605.7312614259595,10.3389/fnmol.2021.623148,Frontiers in Molecular Neuroscience,Frontiers Media SA,FALSE,NA,NA,2850.67,1.094,106040 - 10239 - 19.01.2021,31AC-0_202446,188471,Single-cell transcriptomic reveals dual and multi-transmitter use in neurons across metazoans
Swiss National Science Foundation (SNSF),2021-01-19,2605.7312614259595,10.3389/fpsyg.2020.622492,Frontiers in Psychology,Frontiers Media SA,FALSE,NA,NA,2850.67,1.094,106045 - 10239 - 19.01.2021,PPAC-1_202413,133632,"“We feel good”: Daily support provision, health-behavior and well-being in romantic couples"
Swiss National Science Foundation (SNSF),2021-01-19,2876.3071297989027,10.1038/s42003-020-01642-5,Communication Biology,Springer Nature,FALSE,NA,NA,3146.68,1.094,106044 - 10859 - 19.01.2021,31AC-0_202412,189081,Circulating extracellular vesicles release oncogenic miR-424 in experimental models and patients with aggressive prostate cancer
Swiss National Science Foundation (SNSF),2021-01-19,3465.26508226691,10.1093/nar/gkaa1261,Nucleic Acids Research,Oxford University Press,FALSE,1362-4962,NA,3791,1.094,106041 - 10670 - 19.01.2021,51AC-0_202437,182880,tRNA 3′ shortening by LCCR4 as a response to stress in Trypanosoma brucei
Swiss National Science Foundation (SNSF),2021-01-19,4780.621572212065,10.1038/s41467-020-20034-1,Nature Communications,,FALSE,2041-1723,NA,5230,1.094,106036 - 10670 - 19.01.2021,PPAC-2_202423,"163003, 144811",Glacial heterogeneity in Southern Ocean carbon storage abated by fast South Indian deglacial carbon release
Swiss National Science Foundation (SNSF),2021-01-12,1157.815356489945,10.5194/hess-25-105-2021,Hydrology and Earth System Sciences,,FALSE,1607-7938,NA,1266.65,1.094,105847 - 10754 - 12.01.2021,P4AC-2_202404,183844,"Flood spatial coherence, triggers, and performance in hydrological simulations: large-sample evaluation of four streamflow-calibrated models"
Swiss National Science Foundation (SNSF),2021-01-12,1234.9908592321754,10.5194/esd-12-1-2021,Earth System Dynamics,Copernicus,FALSE,2190-4987,NA,1351.08,1.094,105846 - 10754 - 12.01.2021,PZAC-2_202405,179876,Evaluating the dependence structure of compound precipitation and wind speed extremes
Swiss National Science Foundation (SNSF),2021-01-12,1497.3491773308956,10.1136/bmjopen-2020-042605,BMJ Open,BMJ,FALSE,NA,NA,1638.1,1.094,105927 - 10815 - 12.01.2021,10AC--_201408,185332,The experiences of Venous Leg Ulcer persons following an individualized nurse-led education: protocol for a qualitative study using a constructivist grounded theory approach.
Swiss National Science Foundation (SNSF),2021-01-12,2142.221206581353,10.1128/mbio.03335-20,mBio,American Society of Microbiology (ASM),FALSE,NA,NA,2343.59,1.094,105926 - 11554 - 12.01.2021,31AC-0_202406,192490,An antibiotic-impacted microbiota compromises the development of colonic regulatory T-cells and predisposes to dysregulated immune responses
Swiss National Science Foundation (SNSF),2021-01-12,2597.7696526508225,10.3389/fpsyg.2021.597534,Frontiers in Psychology,Frontiers,FALSE,NA,NA,2841.96,1.094,105924 - 10239 - 12.01.2021,10AC--_202407,172723,"Character strengths in the life domains of work, education, leisure, and relationships, and their associations with flourishing"
Swiss National Science Foundation (SNSF),2021-01-12,2731.2614259597804,10.3389/fphys.2020.530635,Frontiers in Physiology,,FALSE,NA,NA,2988,1.094,105922 - 10670 - 12.01.2021,31AC-0_202392,"68256, 175953, 153468",The Development of Integrin Alpha-8 Deficient Lungs Shows Reduced and Altered Branching and a Correction of the Phenotype During Alveolarization
Swiss National Science Foundation (SNSF),2021-01-12,3152.010968921389,10.1101/575217,mBio,American Society for Microbiology,TRUE,NA,NA,3448.3,1.094,105925 - 11554 - 12.01.2021,31AC-0_202360,"188813, 169386",Zn2+ Intoxication of Mycobacterium marinum during Dictyostelium discoideum Infection Is Counteracted by Induction of the Pathogen Zn2+ Exporter CtpC
Swiss National Science Foundation (SNSF),2021-01-12,4793.418647166362,10.1038/s41467-020-20274-1,Nature Communications,SPRINGER NATURE LTD,FALSE,2041-1723,NA,5244,1.094,105923 - 10179 - 12.01.2021,20AC-1_202391,178846,Unified divergent strategy towards the total synthesis of the three sub-classes of hasubanan alkaloids
Swiss National Science Foundation (SNSF),2021-01-11,836.7915904936015,10.3390/rel12010009,Religions,MDPI,FALSE,2077-1444,NA,915.45,1.094,105573 - 10415 - 11.01.2021,10AC--_202365,162912,Short Forms of the Centrality of Religiosity Scale: Validation and Application in the Context of Religious Individualism of Orthodox and Pentecostal Christians in Romania
Swiss National Science Foundation (SNSF),2021-01-11,1331.8098720292503,10.7717/peerj.10676,PeerJ,,FALSE,NA,NA,1457,1.094,105575 - 11513 - 11.01.2021,P2AC-3_202393,184216,"Offshore marine actinopterygian assemblages from the Maastrichtian–Paleogene of the Pindos Unit in Eurytania, Greece"
Swiss National Science Foundation (SNSF),2021-01-11,1385.9049360146253,10.1371/journal.pone.0244674,PLOS One,PLOS,FALSE,NA,NA,1516.18,1.094,105848 - 10850 - 11.01.2021,CRAC-3_202408,147675,Hydrodynamic stress maps on the surface of a flexible fin-like foil
Swiss National Science Foundation (SNSF),2021-01-11,1678.0712979890309,10.5194/bg-17-6457-2020,Biogeosciences,,FALSE,1726-4189,NA,1835.81,1.094,105576 - 10754 - 11.01.2021,20AC-1_202366,178768,Vertical mobility of pyrogenic organic matter in soils: a column experiment
Swiss National Science Foundation (SNSF),2021-01-11,2597.7696526508225,10.3389/fneur.2020.598763,Frontiers in Neurology-Movement Disorders,Frontiers Media SA,FALSE,1664-2295,NA,2841.96,1.094,105574 - 10239 - 11.01.2021,32AC-0_202369,166346,Distinct vestibular evoked myogenic potentials in patients with Parkinson Disease and Progressive Supranuclear Palsy
Swiss National Science Foundation (SNSF),2021-01-11,3211.8647166361975,10.1101/2020.09.21.306084,Brain communication,,TRUE,NA,NA,3513.78,1.094,105570 - 10849 - 11.01.2021,32AC-0_202361,172914,Delayed maturation of the structural brain connectome in neonates with congenital heart disease
Swiss National Science Foundation (SNSF),2021-01-08,770.5301645338208,10.3389/fagro.2020.626005,Frontiers in Agranomy,Frontiers,FALSE,NA,NA,842.96,1.094,105548 - 10239 - 08.01.2021,31AC-0_202379,166448,Addressing climate change: what can plant invasion science and weed science learn from each other?
Swiss National Science Foundation (SNSF),2021-01-08,832.7239488117001,10.7717/peerj.10703,PeerJ,,FALSE,NA,NA,911,1.094,105526 - 11463 - 08.01.2021,20AC-1_202380,169627,Taphonomic patterns mimic biologic structures: Diagenetic Liesegang rings in Mesozoic coleoids and coprolites
Swiss National Science Foundation (SNSF),2021-01-08,1087.7513711151737,10.3390/jof7010061,Journal of Fungi,mdpi,FALSE,NA,NA,1190,1.094,105529 - 10415 - 08.01.2021,31AC-0_202383,179310,Deciphering Trichoderma-plant-pathogen interactions for bet-ter development of biocontrol applications
Swiss National Science Foundation (SNSF),2021-01-08,1139.0036563071296,10.1186/s13358-020-00215-7,Swiss Journal of Palaeontology,Springer/ Nature,FALSE,NA,NA,1246.07,1.094,105546 - 10752 - 08.01.2021,20AC-1_202375,169627,Failed prey or peculiar necrolysis?  Isolated ammonite soft body from the Late Jurassic of Eichstätt (Germany) with complete digestive tract and male reproductive organs
Swiss National Science Foundation (SNSF),2021-01-08,1452.0932358318096,10.1186/s40494-020-00476-y,Heritage Science,Springer Open,FALSE,NA,NA,1588.59,1.094,105530 - 10752 - 08.01.2021,CRAC-1_202386,159662,"The interaction of water with archeological birch bark and its effects on swelling, shrinking and deformations"
Swiss National Science Foundation (SNSF),2021-01-08,1694.9999999999998,10.1038/s41598-020-80632-3,Scientific Reports,,FALSE,NA,NA,1854.33,1.094,105527 - 10859 - 08.01.2021,31AC-0_202381,172979,Higher social tolerance in wild versus captive common marmosets: the role of interdependence 
Swiss National Science Foundation (SNSF),2021-01-08,2452.925045703839,10.1371/journal.pbio.3001038,PLOS Biology,,FALSE,NA,NA,2683.5,1.094,105525 - 10850 - 08.01.2021,10AC--_202384,160011,Neural signatures of syntactic variation in speech planning
Swiss National Science Foundation (SNSF),2021-01-08,2597.7696526508225,10.3389/fcell.2020.569889,Frontiers in Cell and Developmental Biology-Molecular Medicine,Frontiers Media SA,FALSE,NA,NA,2841.96,1.094,105549 - 10239 - 08.01.2021,31AC-0_202400,160038,Modulation of increased mGluR1 signaling by RGS8 protects Purkinje cells from dendritic reduction and could be a common mechanism in diverse forms of spinocerebellar ataxia
Swiss National Science Foundation (SNSF),2021-01-08,2602.376599634369,10.1371/journal.pbio.3000800,PLOS Biology,PLOS,FALSE,1545-7885,NA,2847,1.094,105531 - 10674 - 08.01.2021,CRAC-5_201168,177277,The right temporoparietal junction enables delay of gratification by allowing decision makers to focus on future events
Swiss National Science Foundation (SNSF),2021-01-08,2619.5521023765996,10.3389/fncel.2020.571216,Frontiers Cell Neurosci,,FALSE,NA,NA,2865.79,1.094,105528 - 10676 - 08.01.2021,31AC-0_202382,184668,Parvalbumin-Deficiency Accelerates the Age-Dependent ROS Production in Pvalb Neurons in vivo: Link to Neurodevelopmental Disorders
Swiss National Science Foundation (SNSF),2021-01-08,2931.1700182815352,10.1093/molbev/msaa333,Molecular Biology and Evolution,Oxford University Press,TRUE,NA,NA,3206.7,1.094,105551 - 10849 - 08.01.2021,IZAC-0_202399,182957,Acoel single-cell transcriptomics: cell type analysis of a deep branching bilaterian
Swiss National Science Foundation (SNSF),2020-12-31,957.4964969640355,10.1186/s12984-020-00717-y,Journal of NeuroEngineering and Rehabilitation,,NA,1743-0003,NA,1025,1.0705,105280 - 10912 - 31.12.2020,32AC-0_202349,156646,Validity and reliability of an accelerometer-based assessgame to quantify upper limb selective voluntary motor control
Swiss National Science Foundation (SNSF),2020-12-31,2807.099486221392,10.3389/fneur.2020.572038,Frontiers in Neurology,,FALSE,1664-2295,NA,3005,1.0705,105279 - 10912 - 31.12.2020,32AC-0_202347,179471,A Systematic Review of Training Methods That May Improve Selective Voluntary Motor Control in Children With Spastic Cerebral Palsy
Swiss National Science Foundation (SNSF),2020-12-31,2951.4525922466137,10.1101/2020.03.15.989483,NPJ Schizophrenia,,FALSE,NA,NA,3159.53,1.0705,106166 - 10859 - 31.12.2020,P4AC-3_202315,186708,Increased random exploration in schizophrenia is associated with inflammation
Swiss National Science Foundation (SNSF),2020-12-31,3369.92993928071,10.1038/s41398-020-01179-5,Translational Psychiatry,SpringerNature,FALSE,NA,NA,3607.51,1.0705,105275 - 10859 - 31.12.2020,31AC-0_202351,156829,Effect of 5-HT2A receptor antagonism on levels of D2/3 receptor occupancy and adverse behavioral side-effects induced by haloperidol: a SPECT imaging study in the rat
Swiss National Science Foundation (SNSF),2020-12-31,4584.652031760859,10.1002/advs.202003360,Advanced Science,Wiley-VCH,FALSE,NA,NA,4907.87,1.0705,105273 - 10764 - 31.12.2020,20AC-1_202346,182790,Quantum Dot/Graphene Phototransistor with a Spectral Sensitivity Beyond 3 µm
Swiss National Science Foundation (SNSF),2020-12-22,1046.2400747314339,10.3390/cryst10121148,Crystals,MDPI,NA,NA,NA,1120,1.0705,105199 - 10415 - 22.12.2020,20AC-1_202310,169258,Discrimination of Aluminum from Silicon by Electron Crystallography with the JUNGFRAU Detector
Swiss National Science Foundation (SNSF),2020-12-22,1126.9500233535732,10.5194/ejm-32-653-2020,European Journal of Mineralogy,Copernicus,NA,1617-4011,NA,1206.4,1.0705,105201 - 10754 - 22.12.2020,20AC-1_202241,149232,"""Reaction progress of clay minerals and carbonaceous matter in a contact metamorphic aureole (Torres del Paine Intrusion, Chile)"
Swiss National Science Foundation (SNSF),2020-12-22,1434.6847267631947,10.1371/journal.pone.0243719,PLOS ONE,Public Library of Science,NA,NA,NA,1535.83,1.0705,105216 - 10850 - 22.12.2020,P0AC-1_202339,165306,Central European Early Bronze Age Chronology revisited: A Bayesian Examination of Large-Scale Radiocarbon Dating
Swiss National Science Foundation (SNSF),2020-12-22,1509.1078935077066,10.3390/v12121463,Viruses,MDPI,NA,1999-4915,NA,1615.5,1.0705,105200 - 10415 - 22.12.2020,31AC-0_202309,179384,The VP1u of human parvovirus B19: a multifunctional capsid protein with biotechnological applications
Swiss National Science Foundation (SNSF),2020-12-22,1509.1078935077066,10.3390/ijms22010031,International Journal  of Molecular Sciences,MDPI,NA,NA,NA,1615.5,1.0705,105206 - 10415 - 22.12.2020,PPAC-3_202307,181037,CD85k contributes to regulatory T cell function in chronic viral  infections
Swiss National Science Foundation (SNSF),2020-12-22,1924.9042503503038,10.1088/1748-9326/abd2f0,Environmental Research Letters,IOP Publishing,FALSE,NA,NA,2060.61,1.0705,105210 - 10835 - 22.12.2020,P4AC-2_202304,183844,Increasing importance of temperature as a contributor to the spatial extent of streamflow drought
Swiss National Science Foundation (SNSF),2020-12-22,2508.958430639888,10.1186/s13054-020-03425-0,Critical Care,,FALSE,NA,NA,2685.84,1.0705,105214 - 11114 - 22.12.2020,P4AC-3_202332,183865,Local signs at insertion site and catheter-related bloodstream infections: an observational post hoc analysis using individual data of four RCTs
Swiss National Science Foundation (SNSF),2020-12-22,2423.054647361046,10.1016/j.nima.2020.164947,Nuclear Instruments and Methods in Physics Research Section A,"Elsevier BV, Radarweg 29, 1043 NX AMSTERDAM, NL",TRUE,NA,NA,2593.88,1.0705,105204 - 10822 - 22.12.2020,20AC-1_202312,162769,Charge Carrier Properties of Single-Crystal CVD Diamond up to 473 K
Swiss National Science Foundation (SNSF),2020-12-22,2629.0051377860814,10.5194/se-11-2327-2020,Solid Earth,,FALSE,NA,NA,2814.35,1.0705,105198 - 10754 - 22.12.2020,20AC-1_202226,163169,Impact of upper mantle convection on lithosphere hyperextension and subsequent horizontally forced subduction initiation
Swiss National Science Foundation (SNSF),2020-12-22,2653.4890238206444,10.3389/fcell.2020.593106,Frontiers,Frontiers,FALSE,NA,NA,2840.56,1.0705,105202 - 10239 - 22.12.2020,31AC-0_202311,179478,Human motor neuron-enriched engineered neural tissue for modeling Poliovirus infection
Swiss National Science Foundation (SNSF),2020-12-22,2951.8916394208313,10.1016/j.isci.2020.101900,iScience,,FALSE,NA,NA,3160,1.0705,105197 - 10334 - 22.12.2020,31AC-0_202264,"165833, 185185",NLRC5 promotes transcription of BTN3A1-3 genes and Vγ9Vδ2 T cell-mediated killing
Swiss National Science Foundation (SNSF),2020-12-22,2990.275572162541,10.1093/molbev/msaa325,Molecular Biology and Evolution,Oxford University Press,TRUE,NA,NA,3201.09,1.0705,105209 - 11211 - 22.12.2020,31AC-0_202323,"144180, 188820",Like wings of a bird: functional divergence and complementarity between HLA-A and HLA-B molecules
Swiss National Science Foundation (SNSF),2020-12-22,4824.0728631480615,10.1038/s41467-020-20025-2,Nature Communications,Nature,FALSE,NA,NA,5164.17,1.0705,105207 - 10859 - 22.12.2020,20AC-1_202306,160637,Coexistence of distinct skyrmion phases observed in hybrid ferromagnetic/ferrimagnetic multilayers
Swiss National Science Foundation (SNSF),2020-12-22,4824.0728631480615,10.1101/2020.02.17.952796,Nature Communications,Springer,FALSE,N/A,NA,5164.17,1.0705,105213 - 10859 - 22.12.2020,PZAC-2_202340,167912,Recruitment of upper-limb motoneurons with epidural electrical stimulation of the cervical spinal cord in primates
Swiss National Science Foundation (SNSF),2020-12-21,1490.695936478281,10.1017/jog.2020.116,Journal of Glaciology,,NA,NA,NA,1595.79,1.0705,105215 - 10815 - 21.12.2020,P1AC-2_202338,187738,Determining the evolution of an alpine glacier drainage system by solving inverse problems
Swiss National Science Foundation (SNSF),2020-12-18,855.1611396543672,10.3390/ceramics3040039,Cearmics,MPDI,NA,NA,NA,915.45,1.0705,105122 - 10415 - 18.12.2020,20AC-1_201483,122288,Spark Plasma Sintering of Ceramics: From Modeling to Practice
Swiss National Science Foundation (SNSF),2020-12-18,998.6641756188696,10.7717/peerj.10490,PeerJ,,NA,NA,NA,1069.07,1.0705,105121 - 1603 - 18.12.2020,20AC-1_201482,178780,The ecomorphology of the shell of extant turtles and its application to fossil turtles
Swiss National Science Foundation (SNSF),2020-12-18,1493.6945352638954,10.1371/journal.pone.0241865,PLOS ONE,,NA,NA,NA,1599,1.0705,105146 - 10669 - 18.12.2020,40AC-0_202270,167211,First do no harm: An exploration of researchers’ ethics of conduct in Big Data behavioral studies
Swiss National Science Foundation (SNSF),2020-12-18,1726.6137319009808,10.1002/evl3.210,Evolution Letters,Wiley,NA,NA,NA,1848.34,1.0705,105128 - 10764 - 18.12.2020,31AC-0_201872,143732,The repeatable opportunity for selection differs between pre- and postcopulatory fitness components
Swiss National Science Foundation (SNSF),2020-12-18,1717.851471275105,10.1038/s41598-020-79148-7,Scientific Reports,Springer Nature,NA,NA,NA,1838.96,1.0705,105116 - 10859 - 18.12.2020,40AC-0_202236,167285,A Novel Framework for Spatio-Temporal Prediction of Environmental Data Using Deep Learning
Swiss National Science Foundation (SNSF),2020-12-18,1738.4399813171415,10.1038/s41598-020-75326-9,Scientific Reports,Springer Nature Limited,FALSE,2045-2322,NA,1861,1.0705,105132 - 10179 - 18.12.2020,31AC-0_201873,"185897, 176206, 158776",Mitochondrial gene signature in the prefrontal cortex for differential susceptibility to chronic stress
Swiss National Science Foundation (SNSF),2020-12-18,2251.90098085007,10.1101/2020.06.30.177089,Frontiers in Ecology and Evolution,Frontiers Media ,TRUE,NA,NA,2410.66,1.0705,105152 - 10239 - 18.12.2020,31AC-0_202279,120444,Population density and temperature influence the return on maternal investment in wild house mice
Swiss National Science Foundation (SNSF),2020-12-18,2700.1588042970575,10.1371/journal.pbio.3000963,PLOS Biology,,FALSE,NA,NA,2890.52,1.0705,105144 - 10850 - 18.12.2020,BSAC-0_202263,155851,Diagnosis of latent tuberculosis infection is associated with reduced HIV viral load and lower risk for opportunistic infections in people living with HIV
Swiss National Science Foundation (SNSF),2020-12-18,2655.1517982251285,10.3389/fnhum.2020.566841,Frontiers in Human Neuroscience,,FALSE,NA,NA,2842.34,1.0705,105114 - 10239 - 18.12.2020,P1AC-3_201879,161687,Influence of background musical emotions on attention in congenital amusia
Swiss National Science Foundation (SNSF),2020-12-18,2655.1517982251285,10.3389/fpsyg.2020.576852,Frontiers in Psychology,,FALSE,NA,NA,2842.34,1.0705,105125 - 10239 - 18.12.2020,51AC-0_201488,125759,Violence exposure is associated with atypical appraisal of threat among women: An EEG study
Swiss National Science Foundation (SNSF),2020-12-18,2773.8066324147594,10.3389/fmicb.2020.538060,Frontiers in Microbiology,,FALSE,1664-302X,NA,2969.36,1.0705,105110 - 11090 - 18.12.2020,40AC-0_201883,185917,Local Bacteriophage Delivery for Treatment and Prevention of Bacterial Infections
Swiss National Science Foundation (SNSF),2020-12-18,2877.6739841195704,10.1016/j.isci.2020.101923,iScience,Cell Press,FALSE,NA,NA,3080.55,1.0705,105141 - 10822 - 18.12.2020,20AC-1_202265,163376,NREM sleep stages specifically alter dynamical integration of large-scale brain networks
Swiss National Science Foundation (SNSF),2020-12-18,3196.562354040168,10.1126/sciadv.aaz0424,Science Advances,,FALSE,2375-2548,NA,3421.92,1.0705,105109 - 10202 - 18.12.2020,PZAC-2_201890,180126,Kimberlite genesis from a common carbonate-rich primary melt modified by lithospheric mantle assimilation
Swiss National Science Foundation (SNSF),2020-12-18,3509.1732835123776,10.1093/nar/gkaa1098,Nucleic Acids Research,Oxford University Press,FALSE,1362-4962,NA,3756.57,1.0705,105140 - 10670 - 18.12.2020,31AC-0_201726,175563,tRNA import across the mitochondrial inner membrane in T. brucei requires TIM subunits but is independent of protein import
Swiss National Science Foundation (SNSF),2020-12-18,3788.3232134516584,10.1016/j.cophys.2020.10.008,Current Opinion in Physiology,,TRUE,NA,NA,4055.4,1.0705,105119 - 10334 - 18.12.2020,PZAC-3_202238,"176124, 148183, 189699, 145038",Spatio-temporal profile of innate inflammatory cells and mediators during influenza virus infection
Swiss National Science Foundation (SNSF),2020-12-18,3929.9392807099484,10.1126/sciadv.abb3884,Science Advances,Science ,FALSE,NA,NA,4207,1.0705,105143 - 10915 - 18.12.2020,PPAC-1_202266,183711,Neurocognitive dynamics of near-threshold voice signal detection and affective voice evaluation
Swiss National Science Foundation (SNSF),2020-12-18,4792.517515179823,10.1038/s41467-020-18857-z.,Springer Nature Limited,Springer Nature Limited,FALSE,NA,NA,5130.39,1.0705,105118 - 10674 - 18.12.2020,31AC-0_202237,192490,The ALPK1/TIFA/NF-kB axis links a bacterial carcinogen to Fl-loop-induced replication stress
Swiss National Science Foundation (SNSF),2020-12-18,4847.734703409622,10.1038/s41467-020-19736-3,Nature Communications,Springer Nature,FALSE,2041-1723,NA,5189.5,1.0705,105126 - 10179 - 18.12.2020,51AC-0_201871,"185897, 158776, 183564",Locomotion in virtual environments predicts cardiovascular responsiveness to subsequent stressful challenges
