institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2022,2406.3196656050955,10.1186/s12884-022-04767-z,Sex-dependent influence of maternal predictors on fetal anthropometry in pregnancies with Gestational Diabetes Mellitus,2022-05-30,BMC Pregnancy and Childbirth,BioMed Central,FALSE,2417.87,1.0048,6106578072,NA,176119,Chronoshub
Swiss National Science Foundation (SNSF),2022,2620.690684713376,10.1186/s12888-022-04020-z,Effectiveness of Crisis Resolution Home Treatment for the management of acute psychiatric crises in Southern Switzerland: A natural experiment based on geography,2022-05-30,BMC Psychiatry,Springer Nature,FALSE,2633.27,1.0048,6106578074,NA,167375,Chronoshub
Swiss National Science Foundation (SNSF),2022,3370.989251592357,10.1186/s13054-022-04027-8,An interventional quasi-experimental study to evaluate the impact of a rapid screening strategy in improving control of nosocomial extended-spectrum beta-lactamase producing Enterobacterales and carbapenemase-producing organisms in critically ill patients,2022-05-30,Critical Care,BioMed Central,FALSE,3387.17,1.0048,6106578501,NA,177454,Chronoshub
Swiss National Science Foundation (SNSF),2022,5134.185907643312,10.1038/s41467-022-29720-8,Coupling of growth rate and developmental tempo reduces body size heterogeneity in C. elegans,2022-05-23,Nature Communications,Nature Publishing Group,FALSE,5158.83,1.0048,2937842124,NA,181204,Chronoshub
Swiss National Science Foundation (SNSF),2022,2236.4251592356686,10.1186/s12885-022-09648-4,Linking unfolded protein response to ovarian cancer cell fusion,2022-05-23,BMC Cancer,BioMed Central,FALSE,2247.16,1.0048,6106573174,NA,163395,Chronoshub
Swiss National Science Foundation (SNSF),2022,2823.895302547771,10.1038/s43247-022-00446-1,Paleozoic ocean plate stratigraphy unraveled by calcite U-Pb dating of basalt and biostratigraphy,2022-05-23,Communications Earth & Environment,Springer Nature,FALSE,2837.45,1.0048,2937846858,NA,178098,Chronoshub
Swiss National Science Foundation (SNSF),2022,1280.8718152866243,10.1057/s41599-022-01186-5,Exploring the diversity of conceptualizations of nature in East and South-East Asia,2022-05-23,Humanities and Social Sciences Communications,Springer Nature,FALSE,1287.02,1.0048,2937855938,NA,194948,Chronoshub
Swiss National Science Foundation (SNSF),2022,2727.876194267516,10.1186/s12889-022-13467-4,COMMUNITY-BASED CARE MODELS FOR ARTERIAL HYPERTENSION MANAGEMENT IN NON-PREGNANT ADULTS IN SUB-SAHARAN AFRICA: A LITERATURE SCOPING REVIEW AND FRAMEWORK FOR DESIGNING CHRONIC SERVICES,2022-05-23,BMC Public Health,BioMed Central,FALSE,2740.97,1.0048,6106576325,NA,181355,Chronoshub
Swiss National Science Foundation (SNSF),2022,1714.9681528662422,10.3390/ph15050564,Cathepsin B cleavable-polymeric photosensitizer prodrug for selective photodynamic therapy: In Vitro Studies,2022-05-10,Pharmaceuticals,MDPI,FALSE,1723.2,1.0048,1689989,NA,150271,Chronoshub
Swiss National Science Foundation (SNSF),2022,1870.3921178343949,10.1186/s40658-022-00467-x,Concept Development of an On-Chip PET System,2022-05-10,EJNMMI Physics,Springer Nature,FALSE,1879.37,1.0048,6106571944,NA,188914,Chronoshub
Swiss National Science Foundation (SNSF),2022,2406.3196656050955,10.1186/s12877-022-02878-y,Implementation of a complex intervention to reduce hospitalizations from nursing homes: a mixed-method evaluation of implementation processes and outcomes,2022-05-03,BMC Geriatrics,BioMed Central,FALSE,2417.87,1.0048,6106569799,NA,167458,Chronoshub
Swiss National Science Foundation (SNSF),2022,5134.185907643312,10.1038/s41467-022-29597-7,Impact of horizontal gene transfer on emergence and stability of cooperative virulence in Salmonella Typhimurium,2022-05-03,Nature Communications,Nature Publishing Group,FALSE,5158.83,1.0048,2676307719,NA,176954,Chronoshub
Swiss National Science Foundation (SNSF),2022,1918.6206210191083,10.1038/s41598-022-11147-2,Dynamic magnetic resonance imaging of muscle contraction in facioscapulohumeral muscular dystrophy,2022-05-03,Scientific Reports,Nature Publishing Group,FALSE,1927.83,1.0048,2676309167,NA,172876,Chronoshub
Swiss National Science Foundation (SNSF),2022,1918.6206210191083,10.1038/s41598-022-11641-7,Modelling liver cancer microenvironment using a novel 3D culture system,2022-05-03,Scientific Reports,Nature Publishing Group,FALSE,1927.83,1.0048,2676310445,NA,"190550, 204655",Chronoshub
Swiss National Science Foundation (SNSF),2022,809.9621815286625,10.1039/d1ra09025a,Polar/apolar interfaces modulate the conformational behavior of cyclic peptides with impact on their passive membrane permeability,2022-04-07,RSC Advances,Royal Society of Chemistry,FALSE,813.85,1.0048,Reimbursement D1RA09025A,NA,178762,Chronoshub
Swiss National Science Foundation (SNSF),2022,2513.505175159236,10.1186/s12913-022-07735-7,How does regulating doctors admissions affect health expenditures? Evidence from Switzerland,2022-03-29,BMC Health Services Research,BioMed Central,FALSE,2525.57,1.0048,6106557991,NA,"180350, 169662",Chronoshub
Swiss National Science Foundation (SNSF),2022,1441.6500796178345,10.1186/s00015-022-00417-w,"Crushed but not lost: a colubriform snake (Serpentes) from the Miocene Swiss Molasse, identified through the use of micro-CT scanning technology",2022-03-29,Swiss Journal of Geosciences,Springer Nature,FALSE,1448.57,1.0048,6106559223,NA,179401,Chronoshub
Swiss National Science Foundation (SNSF),2022,1212.2710987261146,10.1186/s12915-022-01280-9,Single-cell RNA sequencing of the retina in a model of retinitis pigmentosa reveals early responses to degeneration in rods and cones,2022-03-29,BMC Biology,BioMed Central,FALSE,1218.09,1.0048,6106560097,NA,"173008, 200798",Chronoshub
Swiss National Science Foundation (SNSF),2022,1918.6206210191083,10.1038/s41598-022-08849-y,Optimization of loading protocols for tissue engineering experiments,2022-03-29,Scientific Reports,Nature Publishing Group,FALSE,1927.83,1.0048,2676304893,NA,179438,Chronoshub
Swiss National Science Foundation (SNSF),2022,5134.185907643312,10.1038/s41467-022-29465-4,Uniaxial pressure induced stripe order rotation in La1.88Sr0.12CuO4,2022-03-29,Nature Communications,Nature Publishing Group,FALSE,5158.83,1.0048,2676305448,NA,188564,Chronoshub
Swiss National Science Foundation (SNSF),2022,5134.185907643312,10.1038/s41467-022-29685-8,Local and substrate-specific S-palmitoylation determines subcellular localization of Gαo,2022-03-29,Nature Communications,Nature Publishing Group,FALSE,5158.83,1.0048,2676306098,NA,175658,Chronoshub
Swiss National Science Foundation (SNSF),2022,3161.972531847134,10.3389/fpsyg.2022.778817,Knowing the Knowing. Non-dual Meditative Practice From an Enactive Perspective,2022-03-29,Frontiers in Psychology,Frontiers Media,FALSE,3177.15,1.0048,2021-0474633-7,NA,196833,Chronoshub
Swiss National Science Foundation (SNSF),2022,1910.8280254777071,10.3390/nano12050789,Attraction in action: Reduction of water to dihydrogen using surface-functionalized TiO2 nanoparticles,2022-03-15,Nanomaterials,MDPI,FALSE,1920,1.0048,1584850,NA,182000,Chronoshub
Swiss National Science Foundation (SNSF),2022,1886.4649681528663,10.3390/s22020659,Evaluation of an Active LF Tracking System and Data Processing Methods for Livestock Precision Farming in the Poultry Sector,2022-03-01,Sensors,MDPI,FALSE,1895.52,1.0048,1441836,NA,189056,Chronoshub
Swiss National Science Foundation (SNSF),2022,1045.063694267516,10.1016/j.xpro.2022.101129,Injection and electroporation of plasmid DNA into human cortical organoids,2022-02-10,STAR Protocols,Elsevier,FALSE,1050.08,1.0048,OAD0000179071,NA,"157859, 196869",Chronoshub
Swiss National Science Foundation (SNSF),2022,1492.8343949044588,10.1136/bmjpo-2021-001275,Factors associated with the risk of HIV infection among HIV-exposed infants in Malawi: 2013–2020,2022-01-24,BMJ Pediatrics Open,BMJ Publishing Group,FALSE,1500,1.0048,APC600278998,NA,163878,Chronoshub
Swiss National Science Foundation (SNSF),2022,4080.4140127388537,10.1172/jci.insight.150881,Magnetic resonance imaging of cerebrospinal fluid outflow after low-rate lateral ventricle infusion in mice,2022-01-24,JCI Insight,American Society for Clinical Investigation,FALSE,4100,1.0048,117042,NA,189226,Chronoshub
Swiss National Science Foundation (SNSF),2021,786.308973172988,10.5334/joc.199,The Time-Course of the Last-Presented Benefit in Working Memory: Shifts in the Content of the Focus of Attention,2021-12-28,Journal of Cognition,Ubiquity Press,FALSE,850,1.081,025/2021,NA,181141,Chronoshub
Swiss National Science Foundation (SNSF),2021,2041.026827012026,10.3389/fimmu.2021.787498,Mechanistic and Biomarker Studies to Demonstrate Immune Tolerance in Multiple Sclerosis,2021-12-28,Frontiers in Immunology,Frontiers Media,FALSE,2206.35,1.081,2021-0482511-5,NA,185003,Chronoshub
Swiss National Science Foundation (SNSF),2021,1616.9935245143386,10.1002/evl3.268,Frequent origins of traumatic insemination involve convergent shifts in sperm and genital morphology.,2021-12-28,Evolution Letters,Oxford University Press,FALSE,1747.97,1.081,9574323,NA,"162543, 184916",Chronoshub
Swiss National Science Foundation (SNSF),2021,4513.237742830713,10.1038/s41467-021-27725-3,Imagined speech can be decoded from low- and cross-frequency intracranial EEG features,2021-12-28,Nature Communications,Nature Publishing Group,FALSE,4878.81,1.081,2676291911,NA,"182855, 193542",Chronoshub
Swiss National Science Foundation (SNSF),2021,4162.8122109158185,10.1126/sciadv.abg3842,Convergent consequences of parthenogenesis on stick insect genomes,2021-12-28,Science Advances,American Association for the Advancement of Science,FALSE,4500,1.081,APC600273803,NA,"160723, 170627, 182495",Chronoshub
Swiss National Science Foundation (SNSF),2021,3538.390379278446,10.1126/sciadv.abm0590,Computing foaming flows across scales: from breaking waves to microfluidics,2021-12-28,Science Advances,American Association for the Advancement of Science,FALSE,3825,1.081,APC600277530,NA,173860,Chronoshub
Swiss National Science Foundation (SNSF),2021,1887.1415356151713,10.1093/stcltm/szab021,T-cadherin expressing cells in the stromal vascular fraction of human adipose tissue: Role in osteogenesis and angiogenesis,2021-12-28,Stem Cells Translational Medicine,Oxford University Press,FALSE,2040,1.081,E14952995,NA,156291,Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fendo.2021.795492,Challenges in the Management of Atrial Fibrillation With Subclinical Hyperthyroidism,2021-12-22,Frontiers in Endocrinology,Frontiers Media,FALSE,3177.15,1.081,2021-0490386-4,NA,"167826, 172676",Chronoshub
Swiss National Science Foundation (SNSF),2021,4162.8122109158185,10.1126/sciadv.abk0221,The CDK1-TOPBP1-PLK1 axis regulates the Bloom’s syndrome 4 helicase BLM to suppress crossover recombination in somatic cells,2021-12-22,Science Advances,American Association for the Advancement of Science,FALSE,4500,1.081,APC600275432,NA,175444,Chronoshub
Swiss National Science Foundation (SNSF),2021,1098.4273820536541,10.3389/frai.2021.744476,Improving Robotic Hand Prostheses Control with Eye Tracking and Computer Vision: a Multimodal Approach based on the Visuomotor Behavior of Grasping,2021-12-22,Frontiers in Artificial Intelligence,Frontiers Media,FALSE,1187.4,1.081,Reimbursement 2021-0441915-4,NA,160837,Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fchem.2021.827085,Energy Redistribution Following CO2 Formation on Cold Amorphous Solid Water,2021-12-20,Frontiers in Chemistry,Frontiers Media,FALSE,3177.15,1.081,2021-0520019-4,NA,188724,Chronoshub
Swiss National Science Foundation (SNSF),2021,925.0693802035153,10.12688/f1000research.72856.2,Ex-vivo experimental strategies for assessing unconstrained shoulder biomechanics: a scoping review protocol,2021-12-20,F1000 Research,F1000 Research Ltd,FALSE,1000,1.081,6686125819,NA,189082,Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fpls.2021.805610,Chemoenzymatic Synthesis of Complex Phenylpropanoid Derivatives by the Botrytis cinerea Secretome and Evaluation of Their Wnt Inhibition Activity.,2021-12-20,Frontiers in Plant Science,Frontiers Media,FALSE,3177.15,1.081,2021-0499766-4,NA,182438,Chronoshub
Swiss National Science Foundation (SNSF),2021,457.90934320074007,10.1183/23120541.00440-2021,Novel volumetric capnography indices measure ventilation inhomogeneity in cystic fibrosis.,2021-12-20,ERJ Open Research,European Respiratory Society,FALSE,495,1.081,APC600275921,NA,182719,Chronoshub
Swiss National Science Foundation (SNSF),2021,1683.7465309898244,10.1101/2021.03.16.435599,Source imaging of high-density visual evoked potentials with multi-scale brain parcellations and connectomes,2021-12-20,Scientific Data,Nature Publishing Group,TRUE,1820.13,1.081,2676289485,NA,190065,Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fpubh.2021.793868,Digital Media Use and Adolescents'' Mental Health During the Covid-19 Pandemic: A Systematic Review and Meta-Analysis,2021-12-20,Frontiers in Public Health,Frontiers Media,FALSE,3177.15,1.081,2021-0488844-3,NA,175874,Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fpsyt.2021.798275,Independent Supported Housing for Non-homeless People With Serious Mental Illness: A Pragmatic Randomized Controlled Trial,2021-12-20,Frontiers in Psychiatry,Frontiers Media,FALSE,3177.15,1.081,2021-0492976-3,NA,179451,Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fphys.2021.775601,VO2 Kinetics: An Alternative to Peak VO2 for the Management of Heart Failure,2021-12-20,Frontiers in Physiology,Frontiers Media,FALSE,3177.15,1.081,2021-0472404-4,NA,182815,Chronoshub
Swiss National Science Foundation (SNSF),2021,2312.6734505087884,10.7554/elife.67485,"High rates of evolution preceded shifts to sex-biased gene expression in Leucadendron, the most sexually dimorphic angiosperms.",2021-12-14,eLife,eLife Sciences Publications,FALSE,2500,1.081,P008002,NA,185196,Chronoshub
Swiss National Science Foundation (SNSF),2021,1853.1174838112859,10.1111/ddi.13461,Intra‐Alpine Islands: Population genomic inference reveals high degree of isolation between freshwater spring habitats,2021-12-14,Diversity and Distributions,Wiley,FALSE,2003.22,1.081,9476205,NA,176234,Chronoshub
Swiss National Science Foundation (SNSF),2021,4857.4374653098985,10.1038/s41467-021-25780-4,Multiband charge density wave exposed in a transition metal dichalcogenide,2021-12-14,Nature Communications,Nature Publishing Group,FALSE,5250.8899,1.081,Reimbursement 2936161058 2936167161,NA,"182652, 147607",Chronoshub
Swiss National Science Foundation (SNSF),2021,1332.0999074930621,10.3390/land10121304,Acacia Plantation Development and the Configuration of Tree Farmers’ Agricultural Assets and Land Management—A Survey in Central Vietnam,2021-12-14,Land,MDPI,FALSE,1440,1.081,1434576,NA,"169430, 194004",Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fimmu.2021.799861,The distinct roles of sialyltransferases in cancer biology and onco-immunology,2021-12-14,Frontiers in Immunology,Frontiers Media,FALSE,3177.15,1.081,2021-0494532-3,NA,184757,Chronoshub
Swiss National Science Foundation (SNSF),2021,272.895467160037,10.1183/23120541.00613-2021,Facemasks do not lead to abnormal gas exchange during treadmill exercise testing in children.,2021-12-14,ERJ Open Research,European Respiratory Society,FALSE,295,1.081,APC600274588,NA,182628,Chronoshub
Swiss National Science Foundation (SNSF),2021,2819.2876965772434,10.3389/fcell.2021.642212,Gene Families With Stochastic Exclusive Gene Choice Underlie Cell Adhesion in Mammalian Cells.,2021-12-14,Frontiers in Cell and Developmental Biology,Frontiers Media,FALSE,3047.65,1.081,Reimbursement 2020-0347362-2,NA,185001,Chronoshub
Swiss National Science Foundation (SNSF),2021,3538.390379278446,10.1126/sciadv.abm4974,Microtubule-based perception of mechanical conflicts controls plant organ morphogenesis,2021-12-07,Science Advances,American Association for the Advancement of Science,FALSE,3825,1.081,APC600269434,NA,"157524, 164086, 197568",Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fpsyt.2021.690291,Prison Unhealthy Lifestyle and Poor  Mental Health of Older Persons—A Qualitative Study,2021-12-07,Frontiers in Psychiatry,Frontiers Media,FALSE,3177.15,1.081,2021-0391406-6,NA,166043,Chronoshub
Swiss National Science Foundation (SNSF),2021,1665.1248843663275,10.1136/rmdopen-2021-002010,Circulating mitochondrial DNA copy numbers represent a sensitive marker for diagnosis and monitoring of disease activity in systemic lupus erythematosus.,2021-12-07,RMD Open,BMJ Publishing Group,FALSE,1800,1.081,APC600271832,NA,185300,Chronoshub
Swiss National Science Foundation (SNSF),2021,1843.1544865864942,10.1002/cti2.1357,Blunted sFasL signalling exacerbates TNF-driven neutrophil necroptosis in critically ill COVID-19 patients.,2021-12-07,Clinical & Translational Immunology,Wiley,FALSE,1992.45,1.081,9182662,NA,176252,Chronoshub
Swiss National Science Foundation (SNSF),2021,2498.223866790009,10.3389/fphys.2021.792769,Assessment of Aspartate and Bicarbonate Produced From Hyperpolarized [1-13C]Pyruvate as Markers of Renal Gluconeogenesis.,2021-12-07,Frontiers in Physiology,Frontiers Media,FALSE,2700.58,1.081,2021-0487748-4,NA,163050,Chronoshub
Swiss National Science Foundation (SNSF),2021,4483.348751156337,10.2139/ssrn.3625817,SUMO Orchestrates Multiple Alternative DNA-Protein Crosslink Repair Pathways,2021-12-07,Cell Reports,Elsevier,FALSE,4846.5,1.081,OAD0000163438,NA,"153331, 182344",Chronoshub
Swiss National Science Foundation (SNSF),2021,4513.237742830713,10.1101/2021.03.10.434611,Cell-specific alterations in Pitx1 regulatory landscape activation caused by the loss of a single enhancer,2021-12-07,Nature Communications,Nature Publishing Group,TRUE,4878.81,1.081,2676286345,NA,176802,Chronoshub
Swiss National Science Foundation (SNSF),2021,1683.7465309898244,10.1038/s41598-021-02801-2,A comparative study of plant volatiles induced by insect and gastropod herbivory.,2021-12-07,Scientific Reports,Nature Publishing Group,FALSE,1820.13,1.081,2676287111,NA,166632,Chronoshub
Swiss National Science Foundation (SNSF),2021,1593.0804810360776,10.1002/iid3.548,Anakinra reduces lung inflammation in experimental acute lung injury.,2021-12-07,"Immunity, Inflammation and Disease",Wiley,FALSE,1722.12,1.081,9115780,NA,188262,Chronoshub
Swiss National Science Foundation (SNSF),2021,2176.3921369102686,10.1103/physrevresearch.4.013149,Ising machines with strong bilinear coupling,2021-12-07,Physical Review Research,American Physical Society,FALSE,2352.6799,1.081,INV/21/NOV/007164,NA,177198,Chronoshub
Swiss National Science Foundation (SNSF),2021,1081.5633672525441,10.1103/physrevresearch.3.l042038,Two-dimensional electron gas at the (001) surface of ferromagnetic EuTiO3,2021-12-07,Physical Review Research,American Physical Society,FALSE,1169.17,1.081,INV/21/NOV/007172,NA,182695,Chronoshub
Swiss National Science Foundation (SNSF),2021,2919.981498612396,10.2196/28638,Engagement within a mobile phone-based life-skills intervention for adolescents and its association with participant characteristics and outcomes: a tree-based analysis,2021-11-18,Journal of Medical Internet Research,JMIR Publications,FALSE,3156.5,1.081,JMIR-28638-APF-0038720,NA,179222,Chronoshub
Swiss National Science Foundation (SNSF),2021,2775.208140610546,10.1101/2021.07.31.21261422,COVID-19 Mortality in Women and Men in Sub-Saharan Africa: A Cross Sectional Study,2021-11-18,BMJ Global Health,BMJ Publishing Group,FALSE,3000,1.081,APC600261537,NA,"163878, 196270",Chronoshub
Swiss National Science Foundation (SNSF),2021,2480.786308973173,10.3389/fenrg.2021.784082,Short-Lived Interfaces in Energy Materials,2021-11-18,Frontiers in Energy Research,Frontiers Media,FALSE,2681.73,1.081,2021-0479627-4,NA,172662,Chronoshub
Swiss National Science Foundation (SNSF),2021,2236.6975023126734,10.1186/s12904-021-00871-7,Challenges of paediatric palliative care in Romania: a focus groups study,2021-11-18,BMC Palliative Care,BioMed Central,FALSE,2417.87,1.081,6106524156,NA,139283,Chronoshub
Swiss National Science Foundation (SNSF),2021,1665.1248843663275,10.3390/d13110570,Genetic Structure and Gene Flow in Eastern Grey Kangaroos in an Isolated Conservation Reserve,2021-11-18,Diversity,MDPI,FALSE,1800,1.081,1453889,NA,178540,Chronoshub
Swiss National Science Foundation (SNSF),2021,1387.604070305273,10.1136/bmjopen-2021-053070,Study protocol for the ETMED-L project: longitudinal study of mental health and interpersonal competence of medical students in a Swiss university using a comprehensive framework of empathy.,2021-11-18,BMJ Open,BMJ Publishing Group,FALSE,1500,1.081,APC600266921,NA,197442,Chronoshub
Swiss National Science Foundation (SNSF),2021,2775.208140610546,10.7554/elife.70982,A novel live-cell imaging assay reveals regulation of endosome maturation.,2021-11-18,eLife,eLife Sciences Publications,FALSE,3000,1.081,P007841,NA,197779,Chronoshub
Swiss National Science Foundation (SNSF),2021,1617.9463459759484,10.1371/journal.pone.0258700,Regular testing of asymptomatic healthcare workers identifies cost-efficient SARS-CoV-2 preventive measures,2021-11-18,PLOS ONE,Public Library of Science (PLoS),FALSE,1749,1.081,PAB328397,NA,196059,Chronoshub
Swiss National Science Foundation (SNSF),2021,2939.0841813135985,10.3389/fnins.2021.748186,Ontogeny of the projections from the dorsomedial division of the anterior bed nucleus of the stria terminalis to hypothalamic nuclei,2021-11-18,Frontiers in Neuroscience,Frontiers Media,FALSE,3177.15,1.081,2021-0445571-4,NA,167934,Chronoshub
Swiss National Science Foundation (SNSF),2021,2480.786308973173,10.3389/fcvm.2021.792350,Metabolic Impairment in Coronary Artery Disease: Elevated Serum Acylcarnitines Under the Spotlights.,2021-11-18,Frontiers in Cardiovascular Medicine,Frontiers Media,FALSE,2681.73,1.081,2021-0487378-3,NA,182815,Chronoshub
Swiss National Science Foundation (SNSF),2021,1387.604070305273,10.1136/bmjopen-2021-048946,Cohort profile: Actionable Register of Geneva Outpatients and inpatients with SARS-CoV-2 (ARGOS),2021-11-18,BMJ Open,BMJ Publishing Group,FALSE,1500,1.081,APC600264277,NA,160590,Chronoshub
Swiss National Science Foundation (SNSF),2021,2775.208140610546,10.7554/elife.74005,"Biomarkers in a socially exchanged /fluid reflect colony maturity, behavior, and distributed metabolism.",2021-11-02,eLife,eLife Sciences Publications,FALSE,3000,1.081,P007620,NA,179776,Chronoshub
Swiss National Science Foundation (SNSF),2021,370.0277520814061,10.21307/jofnem-2021-089,"Multi-locus phylogenetic analyses reveal the occurrence of two new entomopathogenic nematode species, Heterorhabditis ruandica n. sp. and Heterorhabditis zacatecana n. sp",2021-11-02,Journal of Nematology,Exeley Inc.,FALSE,400,1.081,JON-D-21-00112,NA,186094,Chronoshub
Swiss National Science Foundation (SNSF),2021,4513.237742830713,10.21203/rs.3.rs-296396/v1,Dynamic prostate cancer transcriptome analysis delineates the trajectory to disease progression,2021-11-02,Nature Communications,Nature Publishing Group,TRUE,4878.81,1.081,2676279261,NA,197810,Chronoshub
Swiss National Science Foundation (SNSF),2021,2204.3108233117487,10.3389/fpsyg.2021.654282,Song Transmission as a Formal Cultural Practice,2021-11-02,Frontiers in Psychology,Frontiers Media,FALSE,2382.86,1.081,2021-0358546-7,NA,179182,Chronoshub
Swiss National Science Foundation (SNSF),2021,1679.0009250693802,10.1017/jog.2021.118,Crack propagation speeds in weak snowpack layers,2021-11-02,Journal of Glaciology,Cambridge University Press,FALSE,1815,1.081,APC600259936,NA,169424,Chronoshub
Swiss National Science Foundation (SNSF),2021,2291.4893617021276,10.3389/ijph.2021.1604277,Facemask usage among people with primary ciliary dyskinesia during the COVID-19 pandemic: a participatory project,2021-11-02,International Journal of Public Health,Frontiers Media,FALSE,2477.1,1.081,2021-SSPH0350671-4,NA,192804,Chronoshub
Swiss National Science Foundation (SNSF),2021,1604.0425531914893,10.1016/j.ijpddr.2021.08.007,Endochin-like quinolones (ELQs) and bumped kinase inhibitors (BKIs): Synergistic and additive effects of combined treatments against Neospora caninum infection in vitro and in vivo,2021-11-02,International Journal for Parasitology: Drugs and Drug Resistance,Elsevier,FALSE,1733.97,1.081,OAD0000156007,NA,184662,Chronoshub
