institution;period;euro;doi;is_hybrid;opt_out;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/pai.13829;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/bjd.21741;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/hae.14629;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.15252/embr.202255095;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/nyas.14870;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ddg.14867;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/jum.16062;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ene.15511;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/mp.15870;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ajt.17154;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/cea.14203;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ced.15340;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/art.42315;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/cea.14206;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/nyas.14879;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/jcpe.13712;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/add.16021;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/myc.13521;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/apha.13868;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/bcp.15503;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/ppul.26129;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/all.15499;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/liv.15408;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ddg.14906;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/bimj.202200061;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/jdv.18574;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/hep.32776;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/jpen.2448;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ddg.14932;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/aor.14405;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/bju.15894;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/jbio.202200219;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/adfm.202208325;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/mrm.29503;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/aor.14422;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/nan.12856;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/ejp.2051;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/jdv.18698;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/pmic.202200013;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/ana.26541;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/trf.17172;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/nin.12538;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/nan.12859;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/all.15550;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/nan.12863;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/all.15574;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/all.15585;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1259/dmfr.20220335;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ahg.12489;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/ana.26556;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/jcpe.13747;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/jpc.16309;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/jcpe.13758;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/eje.12878;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/all.15603;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/jcu.23417;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ejn.15901;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/cea.14268;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ddg.14988;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/nan.12866;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/all.15612;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/cge.14289;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/acps.13531;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/jdv.18848;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.15252/embj.2022112351;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/all.15658;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ene.15565;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/ejhf.2669;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/epi.17427;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/ene.15585;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/pai.13867;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/jbio.202200201;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/jpen.2410;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/jocs.16569;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/mrm.29320;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1111/aphw.12376;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/art.42157;TRUE;FALSE;;;;
Charite - Universitätsmedizin Berlin;2022;2737,41;10.1002/jbm.b.35079;TRUE;FALSE;;;;
